Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Bio-Rhönweck,Herzberger,"€ 1,69",,"1 kg = 7,51/8,05 €",,Nein,,,,images_tegut/tegut_offer_011.jpg,"cat_grundnahrung,diet_vegetarian"
Steakmesser,Steakmesser,"€ 14,99",,"UVP
39,99 €",,Nein,,,,images_tegut/tegut_offer_012.jpg,cat_getraenke
Schneidebrett Bambus,Schneidebrett Bambus,"€ 17,99",,"UVP
44,99 €",,Nein,,,,images_tegut/tegut_offer_013.jpg,cat_getraenke
Franziskaner Weissbier,Franziskaner Weissbier,"€ 13,99",,"20,99 €",,Nein,,,,images_tegut/tegut_offer_014.jpg,cat_getraenke
Tortenbrie,Ermitage,"€ 0,79",,"1,29 €",,Nein,,,,images_tegut/tegut_offer_015.jpg,cat_grundnahrung
Haferdrink Bio-Barista,Oatly,"€ 1,99",,"2,59 €",,Nein,,,,images_tegut/tegut_offer_016.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian"
Thüringer Landgarten Bio-Rotkohl,demeter,"€ 1,79",,"1 kg = 2,75 €",,Nein,,,,images_tegut/tegut_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Dinkel Locken,Alnatura,"€ 1,79",,"1 kg = 3,58 €",,Nein,,,,images_tegut/tegut_offer_018.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio-Ur-Helles oder Bio-alkoholfreies Bier,Riedenburger,"€ 2,79",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_019.jpg,"cat_getraenke,diet_vegetarian"
10 Rabatt,10 Rabatt,"€ 2,79",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_020.jpg,cat_sonstiges
Bio-Körniger Frischkäse,Alnatura,"€ 1,49",,"7,45 € / kg",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_021.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Bio-Brat- Backöl,Alnatura,"€ 2,99",,"3,49 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_022.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
10 Rabatt,Alnatura,"€ 2,79",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_023.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio-Primitivo,Doppio Passo,"€ 6,99",,"1 l = 9,32 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_024.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian"
Original schwäbische Bio-Knusper-Brezel,Huober,"€ 1,79",,"1,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_025.jpg,"cat_knabbern_naschen,tag_high_protein,tag_ultra_processed"
Bio-Gewürzgurken,demeter Thüringer Landgarten,"€ 2,49",,"1 kg = 6,92/13,11 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_026.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Gepa Grand Noir Bio-Schokolade Edelbitter 85,Naturland,"€ 2,79",,1 kg = 27.90 €,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_027.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Bio-Caf Intenci n Aromatico,J J Darboven,"€ 8,99",,"1 kg = 17,98 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_028.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Bio-Dinkelmehl Type 1050 oder 630,Alnatura,"€ 1,99",,"2,29 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_029.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio-Steinofenpizza Salami,tegut,"€ 3,49",,1 kg = 10.58 €,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_030.jpg,"cat_fleisch_wurst,sub_tk_pizza,sub_wurst,tag_ultra_processed"
10 Rabatt,Sonnentor,"€ 2,79",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_031.jpg,"cat_sonstiges,diet_gluten_free,diet_lactose_free,diet_vegetarian"
Bio Vegan Bio-Tempeh,tegut,"€ 2,49",,"1 kg = 12,45 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_032.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Bio-Quark,Andechser Natur,"€ 2,49",,1 kg = 5.53 €,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_033.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_proteinreich"
die beerenbauern Bio-Fruchtaufstrich,demeter,"€ 3,49",,"3,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_034.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio-Camembert,Bioland tegut,"€ 1,89",,"2,59 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_035.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food"
Bio-Shot Ingwer-Kurkuma,Voelkel,"€ 3,99",,"4,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_036.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Buko,Arla,"€ 0,99",,"1,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_037.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,tag_ultra_processed"
Kartoffelsnack Sour Cream Onion,Pringles,"€ 1,79",,"1 kg = 10,85 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_038.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kartoffeln,tag_ultra_processed,tag_whole_food"
Avocado,tegut,"€ 1,00",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_039.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio-Hähncheninnenbrustfilet,Bio-Hähncheninnenbrustfilet,"€ 6,99",,"1 kg = 23,30 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_040.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food"
Bio-Geflügel Salami,Wiltmann,"€ 1,99",,"1 kg = 24,88 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_041.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_ultra_processed"
Grand Dessert Vanilla,Ehrmann,"€ 0,49",,"1 kg = 2,58 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_042.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte"
Bio-Kohlrabi,demeter,"€ 1,29",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_043.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Lauch,Lauch,"€ 0,49",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_044.jpg,cat_grundnahrung
Feinstes Cherry-Tomaten-Mix,tegut,"€ 2,79",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_045.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Gurke,Gurke,"€ 0,79",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_046.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Champignons weiß,Champignons weiß,"€ 1,49",,"1 kg = 3,73 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_047.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_pilze,tag_whole_food"
tegut Bio-Feldsalat,demeter,"€ 1,99",,"1 kg = 15,92 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_048.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food"
Bio-Brokkoli,demeter oder tegut,"€ 1,99",,"1 kg = 4,98 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_049.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Papaya,tegut,"€ 2,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_050.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Bio-Kiwis grün,Bio-Kiwis grün,"€ 2,00",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_051.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Clementinen,tegut,"€ 1,99",,"1 kg = 2,65 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_052.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Glockenblume Campanula,Glockenblume Campanula,"€ 5,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_053.jpg,"cat_non_food,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio-Mango,Bio-Mango,"€ 1,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_054.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Bio-Heidelbeeren,Bio-Heidelbeeren,"€ 2,99",,"1 kg = 9,97",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_055.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Äpfel,Äpfel,"€ 0,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_056.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Lammkrone,Lammkrone,"€ 4,49",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_057.jpg,"cat_fleisch_wurst,diet_vegetarian,tag_ultra_processed"
LandPrimus Rindertafelspitz,tegut,"€ 1,99",,"2,79 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_058.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food"
Bio-Schweinebraten,Bio-Schweinebraten,"€ 2,49",,"2,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_059.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food"
Bio-Hähnchenschenkel,Bio-Hähnchenschenkel,"€ 1,29",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_060.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_proteinreich"
Bio-Putenbrustgeschnetzeltes,tegut,"€ 8,99",,"12,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_061.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food"
Schweinenackensteak natur,Schweinenackensteak natur,"€ 0,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_062.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_schwein"
Schweinelachs,Schweinelachs,"€ 5,90",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_063.jpg,"cat_fleisch_wurst,sub_schwein,tag_high_protein,tag_proteinreich"
Hirschbraten,Hirschbraten,"€ 2,99",,"3,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_064.jpg,"cat_fleisch_wurst,diet_gluten_free,tag_whole_food"
Hähnchenkeule Pollo Fino,Hähnchenkeule Pollo Fino,"€ 0,89",,"1,49 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_065.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_proteinreich"
Kalbsbraten,Kalbsbraten,"€ 2,49",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_066.jpg,"cat_fleisch_wurst,sub_rind"
Rinderbeinscheibe,LandPrimus,"€ 1,49",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_067.jpg,"cat_fleisch_wurst,sub_rind,tag_proteinreich,tag_ultra_processed,tag_whole_food"
Bio-Rinderfilet,Bio-Rinderfilet,"€ 5,49",,"6,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_068.jpg,"cat_fisch_meeresfruechte,diet_lactose_free,sub_rind,tag_proteinreich,tag_whole_food"
Bio-Bratwurst,Bio-Bratwurst,"€ 1,69",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_069.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed,tag_whole_food"
Feinkost Heringshappen,Büsumer,"€ 1,79",,"1,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_070.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Humus mit Curry Mango,Neni am Tisch,"€ 2,49",,"1 kg = 9,96 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_071.jpg,"cat_obst_gemuese,diet_vegan,diet_vegetarian,tag_ultra_processed"
Antipasti Peperoni,Antipasti Peperoni,"€ 1,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_072.jpg,"cat_obst_gemuese,sub_frisches_gemuese"
Fleischkäse Brötchen Leberkäse Semmel,Fleischkäse Brötchen Leberkäse Semmel,"€ 2,00",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_073.jpg,"cat_fleisch_wurst,sub_kaese,sub_milchprodukte,sub_schwein,sub_wurst,tag_ultra_processed"
Geflügelsalat,Alnatura,"€ 2,22",,"2,49 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_074.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_salate,sub_wurst,tag_ultra_processed,tag_whole_food"
Original,Jake s Lemonade,"€ 2,22",,"2,49 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_075.jpg,"cat_getraenke,tag_high_protein,tag_ultra_processed"
Falafel Wrap Weizenvollkorn Paprika,natsu,"€ 1,99",,"2,29 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_076.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Eismeer-Lachsforellen-Filet,Eismeer-Lachsforellen-Filet,"€ 2,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_077.jpg,"cat_fisch_meeresfruechte,tag_high_protein,tag_proteinreich"
Stick mit Weißkäse- oder Spinatweißkäsefüllung,Stick mit Weißkäse- oder Spinatweißkäsefüllung,"€ 2,99",,"3,79 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_078.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Bio-Laugenbrezel,Herzberger,"€ 2,22",,"1 kg = 8,41 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_079.jpg,"cat_grundnahrung,diet_vegetarian"
Gifflar Hefe-Röllchen,Pagen,"€ 1,99",,"1 kg = 7,65 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_080.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Weizenbrötchen,Weizenbrötchen,"€ 1,50",,"1 kg = 2,31 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_081.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
Mini-Brötchen,Dermaris,"€ 1,79",,"1,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_082.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
Bio-Karottenbrot,Herzberger,"€ 3,33",,"3,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_083.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Bruschetta,Krambals,"€ 0,79",,"0,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_084.jpg,cat_non_food
Delikatess Wiener,LandPrimus,"€ 2,79",,1 kg = 13.95,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_085.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_wurst,tag_ultra_processed"
Prosciutto crudo Lemonello,Prosciutto crudo Lemonello,"€ 2,99",,"3,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_086.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_high_protein,tag_proteinreich,tag_ultra_processed"
Brühwurst-Aufschnitt,LandPrimus,"€ 0,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_087.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed"
Rauchpeitsche,Rauchpeitsche,"€ 2,22",,"2,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_088.jpg,"cat_non_food,tag_ultra_processed"
Kräuterleberwurst,Kräuterleberwurst,"€ 0,99",,"1,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_089.jpg,"cat_fleisch_wurst,sub_kraeuter,sub_milchprodukte,sub_wurst,tag_ultra_processed"
Bio-Schinken mit Basilikum,Bio-Schinken mit Basilikum,"€ 2,99",,"3,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_090.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed"
Bayerischer Bio-Leberkäse,Bayerischer Bio-Leberkäse,"€ 1,29",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_091.jpg,"cat_fleisch_wurst,sub_kaese,sub_milchprodukte,sub_schwein,sub_wurst,tag_ultra_processed"
Gran Bon Käse,Gran Bon Käse,"€ 2,79",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_092.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Bio-Comt,Bio-Comt,"€ 2,99",,"3,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_093.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio-Bärlauch-Rebell,Käserebellen,"€ 2,49",,"3,79 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_094.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_kaese,sub_milchprodukte"
Obazda,Alpenhain,"€ 1,49",,"1,99 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_095.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Bavaria blu,Bergader,"€ 1,99",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_096.jpg,"cat_getraenke,tag_ultra_processed"
Backensholzer Hof Bio-Deichkäse,Bioland,"€ 2,49",,Kein Mengenpreis,,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_097.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Elsässer Rösti,Elsässer Rösti,"€ 1,99",,"2,49 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_098.jpg,"cat_getraenke,tag_ultra_processed"
frische Schlagsahne,MinusL,"€ 1,29",,"1 kg = 6,45 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_099.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme"
Vegetarische Mühlen Würstchen,Rügenwalder Mühle,"€ 2,49",,"1 kg = 15,09 €",,Nein,manual: gueltig von 09.03.26 - 14.03.26,09.03.26,14.03.26,images_tegut/tegut_offer_100.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_fleischersatz,sub_wurst,tag_ultra_processed"
