Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Starterpaket,ja!,"€ 4,98",Kein vorheriger Preis,"€ 4,98 / Stk -",,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rote Tafeläpfel,Keine Marke,"€ 1,59",Kein vorheriger Preis,"€ 1,59 / kg -","Sorte: siehe Etikett, Kl. I, je 1-kg-Schale",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bärchen-Wurst Mortadella,Reinert,"€ 1,49",Kein vorheriger Preis,"€ 12,95 / kg -","HINWEIS: MIT APP 0.10 € REWE BONUS je 115-g-Pckg. oder Bärchen-Streich cremiger Brotaufstrich, je 12...",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Truthahnsalami,Imperial,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -",je 100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Al Bronzo Teigwaren,Barilla,"€ 1,11",Kein vorheriger Preis,"€ 2,22 / kg -","versch. Ausformungen, je 500-g-Btl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kaffee Auslese,Melitta,"€ 6,99",Kein vorheriger Preis,"€ 13,98 / kg -","versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Deutschländer Würstchen,Meica,"€ 3,49",Kein vorheriger Preis,"€ 10,57 / kg -","330-g-Abtropfgew., je 660-g-Glas oder Mini Mini Würstchenkette 190-g-Abtropfgew., je 380-g-Glas",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Gold,Jacobs,"€ 6,99",Kein vorheriger Preis,"€ 34,95 / kg -","löslicher Bohnenkaffee, je 200-g-Glas",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Doppelherz Magnesium 400,Queisser Pharma,"€ 1,99",Kein vorheriger Preis,"€ 0,13 / Stk -","15 Brausetabletten, je 97,5-g-Pckg. oder Magnesium+ Kalium Sport 15 Brausetabletten, je 99-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Orchidee Smile,Keine Marke,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -","gefärbt, in versch. Farben, je Topf",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Seelenwärmer Cremepudding,Dr. Oetker,"€ 0,79",Kein vorheriger Preis,"€ 13,62 / kg -","HINWEIS: MIT APP 0.10 € REWE BONUS Schoko, je 58-g-Pckg. oder Paradies Creme Vanille, je 60-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Proteinriegel,Barebells,"€ 1,99",Kein vorheriger Preis,"€ 36,18 / kg -","versch. Sorten, je 55-g-Riegel",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kentuckey Straight Bourbon Whiskey,Jim Beam,"€ 10,99",Kein vorheriger Preis,"€ 15,70 / l -","HINWEIS: MIT APP 1.00 € REWE BONUS 40% Vol., je 0,7-l-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Alpenmilch,Milka,"€ 2,88",Kein vorheriger Preis,"€ 11,52 / kg -",je 250-g-Tafel oder Gingerbread je 300-g-Tafel,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Hühner Brühe,Maggi,"€ 1,59",Kein vorheriger Preis,"€ 0,40 / l -","ausreichend für 4 Liter, je Glas oder Gemüse Brühe ausreichend für 7 Liter, je Glas",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Suppenliebe,Knorr,"€ 0,79",Kein vorheriger Preis,"€ 1,05 / l -","versch. Sorten, ausreichend für 750 ml, je Btl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Feinster Fleischsalat,Popp,"€ 1,29",Kein vorheriger Preis,"€ 6,45 / kg -","versch. Sorten, je 200-g-Becher",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Butter,Weihenstephan,"€ 2,19",Kein vorheriger Preis,"€ 8,76 / kg -","oder Die Streichzarte versch. Sorten, je 250-g-Pckg./Becher",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Müllermilch,Müller,"€ 0,79",Kein vorheriger Preis,"€ 1,98 / l -","versch. Sorten, je 400-ml-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Wiener,Schiller,"€ 1,11",Kein vorheriger Preis,"€ 11,10 / kg -",mit Kalbfleisch je 100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bayerischer Knödelteig,Burgis,"€ 1,79",Kein vorheriger Preis,"€ 2,39 / kg -",oder Rohe Klöße je 750-g-Btl.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Krapfen,Fuchs,"€ 2,95",Kein vorheriger Preis,"€ 1,48 / Stk -",Stück,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Elephant Premium Beer,Carlsberg,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / l -","je 0,5-l-Dose zzgl. 0.25 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Zerup,More Nutrition,"€ 4,44",Kein vorheriger Preis,"€ 68,30 / l -","versch. Sorten, je 65-ml-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Lyoner im Ring,Schiller,"€ 1,11",Kein vorheriger Preis,"€ 11,10 / kg -","halbe oder ganze Ringe, je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Palmberger Leberwurst,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",oder Blutwurst je 100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio Tee,Volvic,"€ 1,29",Kein vorheriger Preis,"€ 1,72 / l -","oder Vitamin versch. Sorten, je 0,75-l-Fl. zzgl. 0.25 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Blütensalat Mix,Rewe Feine Welt,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -",je 100-g-Schale,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mineralwasser,Franken Brunnen,"€ 5,49",Kein vorheriger Preis,"€ 0,45 / l -","versch. Sorten, je 12 x 1-l-Fl.-Kasten zzgl. 3.30 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Geflügel Mortadella,Wiesenhof,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -","versch. Sorten, je 100-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Champignons,Keine Marke,"€ 1,59",Kein vorheriger Preis,"€ 3,98 / kg -","Deutschland/ Niederlande/Polen: Weiße Champignons Kl. I, je 400-g-Schale",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Original,Wodka Gorbatschow,"€ 6,49",Kein vorheriger Preis,"€ 9,27 / l -","37,5% Vol., je 0,7-l-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Salatschale Hirten,Rewe to go,"€ 2,29",Kein vorheriger Preis,"€ 7,63 / kg -",je 300-g-Schale oder Caesar Salat je 310-g-Schale,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Pfefferminzlikör,Nordbrand Nordhausen,"€ 3,99",Kein vorheriger Preis,"€ 5,70 / l -","18% Vol., je 0,7-l-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Frisch & Pur Natur,Géramont,"€ 1,59",Kein vorheriger Preis,"€ 11,35 / kg -","versch. Sorten, je 140-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio-Bananen,Rewe Bio,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / kg -","Ursprung: siehe Etikett, je 1 kg",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Garganega Pinot Grigio,Weingut Folonari,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / l -","Italien/Venetien: DOC trocken, je 1-l-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rouge,La Vieille Ferme,"€ 4,99",Kein vorheriger Preis,"€ 6,65 / l -","Frankreich/Rhone: VDF trocken, je 0,75-l",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Curry King,Meica,"€ 1,79",Kein vorheriger Preis,"€ 8,14 / kg -","versch. Sorten, je 220-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio Laugensticks vegan,Rewe Frei Von,"€ 1,25",Kein vorheriger Preis,"€ 12,50 / kg -",Glutenfrei je 100-g-Btl.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Lachsfilet,Keine Marke,"€ 2,19",Kein vorheriger Preis,"€ 21,90 / kg -","mit Haut, natur oder mariniert, je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kartoffelsalate,Popp,"€ 1,89",Kein vorheriger Preis,"€ 4,72 / kg -",oder Coleslaw-Salat je 400-g-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mini Mozzarella,ja!,"€ 1,29",Kein vorheriger Preis,"€ 10,32 / kg -","45% Fett i.Tr., 125-g-Abtropfgew., je 250-g-Becher",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Senf,Bautz'ner,"€ 0,79",Kein vorheriger Preis,"€ 2,63 / l -","mittelscharf, je 300-ml-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Thunfisch-Salat,Saupiquet,"€ 2,29",Kein vorheriger Preis,"€ 14,31 / kg -","versch. Sorten, je 160-g-Dose",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Maultaschen,Bürger,"€ 1,49",Kein vorheriger Preis,"€ 4,13 / kg -","traditionell schwäbisch, je 360-g-Btl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Ice Tea,Pfanner,"€ 1,29",Kein vorheriger Preis,"€ 0,64 / l -","versch. Sorten, je 2-l-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Räucherlachs,ja!,"€ 4,79",Kein vorheriger Preis,"€ 23,95 / kg -",je 200-g-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
La Mia Grande Salame Piccante,Dr. Oetker,"€ 3,49",Kein vorheriger Preis,"€ 9,18 / kg -","tiefgefroren, je 380-g-Pckg. oder La Mia Famiglia Vier Käse tiefgefroren, je 480-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Ice Tea,Lipton,"€ 1,29",Kein vorheriger Preis,"€ 1,03 / l -","versch. Sorten, je 1,25-l-Fl. zzgl. 0.25 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Serrano Schinken,Campofrio,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -",je 100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Hausmacher Handkäse mit Kümmel,Loose,"€ 2,29",Kein vorheriger Preis,"€ 11,45 / kg -","Sauermilchkäse, je 200-g-Pckg. oder Quäse mild Sauermilchkäse, je 220-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Zottarella Rolle Classic,Zott,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -","200-g-Abtropfgew., je 330-g-Btl. oder Cheese Tiger Original je 84-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Truthahn Mortadella,ElPozo,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -","mit Oliven, je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Büble Edelbräu,Allgäuer Brauhaus,"€ 13,99",Kein vorheriger Preis,"€ 1,40 / l -","je 20 x 0,5-l-Fl.-Kasten zzgl. 4.50 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
XXL Sandwich Baguettes,Ibis,"€ 1,89",Kein vorheriger Preis,"€ 5,55 / kg -","versch. Sorten, je 340-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Hundesnack Dentastix Daily Oral Care Bigpack,Pedigree,"€ 5,79",Kein vorheriger Preis,"€ 7,15 / kg -",je 810-g-Pckg. 3€ Rabatt zusätzlich beim Kauf von Produkten von Pedigree®/ Whiskas® im Wert von mind...,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Felix Sensations Katzentrockennahrung,Purina,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / kg -","HINWEIS: MIT APP 0.20 € REWE BONUS versch. Sorten, je 1-kg-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bier,Desperados,"€ 4,99",Kein vorheriger Preis,"€ 3,78 / l -","versch. Sorten, je 4 x 0,33-l-Fl.-Pckg. zzgl. 0.32 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Selection,Granini,"€ 1,69",Kein vorheriger Preis,"€ 2,25 / l -","versch. Sorten, je 0,75-l-Fl. zzgl. 0.25 Pfand oder Trinkgenuss versch. Sorten, je 1-l-Fl. zzgl. 0.2...",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Helles,Oberdorfer Helles,"€ 0,79",Kein vorheriger Preis,"€ 1,58 / l -","je 0,5-l-Dose zzgl. 0.25 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Damen Oversize Boxy-Sweater,Billie Eilish,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -","Größen: XS-XL, versch. Motive und Farben je St.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Emmentaler,Goldsteig,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -","Hartkäse, 45% Fett i.Tr., je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio Pastinaken,Rewe Bio,"€ 1,39",Kein vorheriger Preis,"€ 4,63 / kg -","Kl. II, je 300-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Sekt,Rotkäppchen,"€ 2,88",Kein vorheriger Preis,"€ 3,84 / l -","oder Fruchtsecco versch. Sorten, je 0,75-l-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Naturelle Mineralwasser,Volvic,"€ 3,99",Kein vorheriger Preis,"€ 0,44 / l -","versch. Sorten, je 6 x 1,5-l-Fl.-Pckg. zzgl. 1.50 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Ice Cream Salted Caramel & Australian Macadamia,Nuii,"€ 2,49",Kein vorheriger Preis,"€ 9,22 / l -",oder Milka Chocolate & Vanille Swirl je 3 x 90-ml-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fairtrade Rosen Trio,Keine Marke,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / Stk -","oder Duo, mit Floralife Schnittblumennahrung, je Bund",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Hähnchenschenkel,Keine Marke,"€ 6,66",Kein vorheriger Preis,"€ 3,33 / kg -","natur, Hkl. A, oder gewürzt, je 2000-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Nachfüllpack Freshmatic Duo,Airwick,"€ 3,99",Kein vorheriger Preis,"€ 15,96 / l -","versch. Sorten, je 250-ml-Dose",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Cola-Mix,Deit,"€ 9,99",Kein vorheriger Preis,"€ 0,83 / l -","koffeinhaltig, je 12 x 1-l-Fl.-Kasten zzgl. 3.30 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Leberwurst mit Kalbfleisch,Metzgerei Wilhelm Brandenburg,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",je 100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rocher,Ferrero,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",je 200-g-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Obatzter,Kuglers Köstliche,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -",je 100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Auslese Klassisch,Melitta,"€ 6,99",Kein vorheriger Preis,"€ 13,98 / kg -","versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fruchtjogurt,Andechser Natur,"€ 2,19",Kein vorheriger Preis,"€ 4,38 / kg -","mild versch. Sorten, je 500-g-Glas zzgl. 0.15 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fix Gulasch,Knorr,"€ 0,49",Kein vorheriger Preis,"€ 10,00 / kg -",je 49-g-Btl. oder Fix Hackbraten je 70-g-Btl.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Früchtetee,Teekanne,"€ 1,59",Kein vorheriger Preis,"€ 35,33 / kg -","Heiße Liebe, je 45-g-Pckg. oder Rooibostee Vanille je 35-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Q10 Power Anti-Falten Tagespflege,Nivea,"€ 10,99",Kein vorheriger Preis,"€ 219,80 / l -","oder Nachtpflege, je 50-ml-Tiegel-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Express Reis,Ben's Original,"€ 1,39",Kein vorheriger Preis,"€ 6,32 / kg -","versch. Sorten, je 220-g-Btl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Schokolade,Ritter Sport,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -","versch. Sorten, je 100-g-Tafel",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Duschgel,Nivea,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / l -","versch. Sorten, je 250-ml-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Q10 Power Anti-Falten Straffung Tagespflege LSF 15,Nivea,"€ 10,99",Kein vorheriger Preis,"€ 219,80 / l -","oder Nachtpflege, je 50-ml-Tiegel-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Deospray,Nivea,"€ 1,99",Kein vorheriger Preis,"€ 13,27 / l -","versch. Sorten, je 150-ml-Dose, 2€ Rabatt zusätzlich beim Kauf von mind. 2 Nivea Produkten im Wert v...",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Deo Roll-On Dry Comfort,Nivea For Men,"€ 2,99",Kein vorheriger Preis,"€ 59,80 / l -",je 50-ml-Roller,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Deo Roll-On,Nivea,"€ 2,99",Kein vorheriger Preis,"€ 59,80 / l -","Dry Comfort, je 50-ml-Roller",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Zahncreme Whitening Plus,Odol-Med 3,"€ 1,39",Kein vorheriger Preis,"€ 18,53 / l -","je 75-ml-Tuben-Pckg. oder Zahncreme Original, je 125-ml-Tube",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Herren T-Shirt,Billie Eilish,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -","Oversize, Größen: XS-XL versch. Motive und Farben je St.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kaffeesticks Classic 3in1,Jacobs,"€ 1,99",Kein vorheriger Preis,"€ 16,58 / kg -",je 120-g-Pckg. oder 2in1 Classic je 124-g-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rahm-Spinat,Iglo,"€ 1,79",Kein vorheriger Preis,"€ 2,38 / kg -","tiefgefroren, je 750-g-Pckg. oder Würz-Spinat tiefgefroren, je 500-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fassbrause,Krombacher,"€ 3,79",Kein vorheriger Preis,"€ 1,91 / l -","versch. Sorten, teilw. koffeinhaltig, je 6 x 0,33-l-Fl. Sixpack zzgl. 0.48 Pfand je Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio Hähnchenschenkel,Keine Marke,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -","natur, Hkl. A, je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Domschinken,Ostermeier,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -",GQB je 100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Naturjoghurt,Weihenstephan,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / kg -","mild versch. Sorten, je 500-g-Becher",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Gourmet Gold Katzennahrung,Purina,"€ 0,49",Kein vorheriger Preis,"€ 5,76 / kg -","oder Perle Katzennahrung versch. Sorten, je 85-g-Dose/Btl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rote Beete Scheiben,Specht Schmankerl,"€ 1,29",Kein vorheriger Preis,"€ 5,86 / kg -","220-g-Abtropfgew., je 330-g-Glas oder Sellerie Salat 190-g-Abtropfgew., je 320-g-Glas",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Maultaschen nach traditionellem Rezept,Bürger,"€ 1,49",Kein vorheriger Preis,"€ 4,14 / kg -",je 360-g-Btl,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Schmand,Frankenland,"€ 0,99",Kein vorheriger Preis,"€ 4,95 / kg -","24% Fett, je 200-g-Becher oder Cremiger Joghurt 3,5% Fett, je 400-g-Becher",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mineralwasser,Gerolsteiner,"€ 7,99",Kein vorheriger Preis,"€ 0,67 / l -","versch. Sorten, je 12 x 1-l-Fl.-Kasten zzgl. 3.30 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Parmaschinken,Citterio,"€ 2,99",Kein vorheriger Preis,"€ 29,90 / kg -","luftgetrocknet, 18 Monate gereift, mild-würzig, je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Honigtomaten,Looye Kwekers,"€ 3,33",Kein vorheriger Preis,"€ 18,50 / kg -","Kl. Extra, je 180-g-Schale",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Alkoholfreies Malzgetränk,Karamalz,"€ 1,11",Kein vorheriger Preis,"€ 1,48 / l -","je 0,75-l-Fl. zzgl. 0.25 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mineralwasser,Volvic,"€ 3,99",Kein vorheriger Preis,"€ 0,44 / l -","Naturelle, je 6 x 1,5-l-Fl.-Pckg. zzgl. 1.50 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kentucky Straight Bourbon Whiskey,Jim Beam,"€ 10,99",Kein vorheriger Preis,"€ 15,70 / l -","HINWEIS: MIT APP 1.00 € REWE BONUS 40% Vol., je 0,7-l-Fl",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Tafeltrauben,Keine Marke,"€ 1,39",Kein vorheriger Preis,"€ 2,78 / kg -","Helle Tafeltrauben Sorte: siehe Etikett, Kl. I, je 500-g-Schale, kernlos",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Delikatess Saucen,Maggi,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / l -","HINWEIS: MIT APP 0.20 € REWE BONUS versch. Sorten, ausreichend für 2 x 0,25 Liter, je Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bananen,Rewe Beste Wahl,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / kg -","Ursprung: siehe Etikett, je 1 kg",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Lammkeulensteak,Walysa,"€ 3,29",Kein vorheriger Preis,"€ 32,90 / kg -","natur oder mariniert, je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Immun Shot Ingwer,Innocent,"€ 1,49",Kein vorheriger Preis,"€ 18,62 / l -","Ingwer & Kurkuma, je 80-ml-Fl. oder Saft Orange ohne Fruchtfleisch, je 330-ml-Fl. zzgl. 0.25 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Grauburgunder,III Freunde,"€ 7,99",Kein vorheriger Preis,"€ 10,65 / l -","oder Riesling alkoholfrei Qualitätswein trocken, je 0,75-l-Fl.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Tafelapfel,Keine Marke,"€ 1,59",Kein vorheriger Preis,"€ 1,59 / kg -","Rote Tafeläpfel, Sorte: siehe Etikett, Kl. I, je 1-kg-Schale",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Emmentaler,Aggenstein,"€ 1,19",Kein vorheriger Preis,"€ 11,90 / kg -","Hartkäse, 45% Fett i.Tr., je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Paula Vanille-Pudding Minis,Dr. Oetker,"€ 1,49",Kein vorheriger Preis,"€ 3,72 / kg -",je 8 x 50-g-Becher oder Paula Schoko-Pudding je 4 x 125-g-Becher-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Softwaffeln,Rewe Frei Von,"€ 1,59",Kein vorheriger Preis,"€ 15,90 / kg -","Glutenfrei, Laktosefrei je 100-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bayerischer Leberkäse,ja!,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / kg -","ofengebacken, je 400-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Happy Day Säfte,Rauch,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / l -","oder Nektar versch. Sorten, aus Konzentrat, je 1-l-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio Mangos,Rewe Bio,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / Stk -","Osteen, Kl. II, je St.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Nuss Rebell,Käse Rebellen,"€ 1,99",Kein vorheriger Preis,"€ 19,90 / kg -","oder Nuss Rebell Schnittkäse, mind. 50% Fett i.Tr., je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Energy Drink,Effect,"€ 0,69",Kein vorheriger Preis,"€ 2,09 / l -","versch. Sorten, koffeinhaltig, je 0,33-l-Dose zzgl. 0.25 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Meine Lieblinge Wildlachs,Krone Fisch,"€ 3,39",Kein vorheriger Preis,"€ 42,37 / kg -",je 80-g-Pckg. oder Lachs je 100-g-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Wiener Würstchen,Meisterklasse,"€ 5,49",Kein vorheriger Preis,"€ 7,32 / kg -",je 750-g-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
13 Backfischstäbchen,Iglo,"€ 2,49",Kein vorheriger Preis,"€ 6,84 / kg -","HINWEIS: MIT APP 0.10 € REWE BONUS tiefgefroren, je 364-g-Pckg. oder 15 Fischstäbchen tiefgefroren, ...",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Feta,Hellas,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -","Weichkäse, je 200-g-Pckg.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fleischmesser,Vivo,"€ 39,95",Kein vorheriger Preis,"€ 39,95 / Stk -","HINWEIS: MIT 70 TREUEPUNKTEN UND MIT REWE APP 1.00, Details im Prospekt.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Tequila Beer,Desperados,"€ 4,99",Kein vorheriger Preis,"€ 3,78 / l -","versch. Sorten, je 4 x 0,33-l-Fl.-Pckg. zzgl. 0.32 Pfand",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Klassische Auswahl,Whiskas,"€ 3,99",Kein vorheriger Preis,"€ 3,91 / kg -",Katzennahrung je 12 x 85-g-Btl.-Pckg.,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kabeljau-Rückenfilet,Keine Marke,"€ 3,49",Kein vorheriger Preis,"€ 34,90 / kg -","praktisch grätenfrei, je 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
