Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Kiwi grün,,0.12 €,,,"Italien/Griechenland, Kl. I",Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_001.png
Speisekartoffeln,,3.49 €,,0.35 / kg,Deutschland,Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_002.png
Hähnchen-Brustfilet,,7.99 €,,,mager,Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_003.png
Arla Kaergarden Butter,,1.49 €,,5.96 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_004.png
Fol Epi,,1.39 €,statt 2.79,9.27 - 15.44 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_005.png
Toffifee,,0.99 €,,7.92 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_006.png
Ferrero Rocher,,3.49 €,,17.45 / kg,,Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_007.png
Chiemseer Hell,,13.99 €,statt 18.99,1.40 / l,,Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_008.png
Philadelphia Frischkäsezubereitung oder körniger Frischkäse,,1.11 €,,5.55 - 5.69 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_009.png
Alcojet Tauschzylinder und CQC Tauschzylinder,,"ab
4.49 €",5.99 - 7.99,10.56 - 14.09 / kg,reicht für bis zu 60 Liter sprudelndes Wasser,Nein,"Wochenangebote gültig von Montag, 01.12.25 - Samstag, 06.12.25",01.12.25,06.12.25,images_netto/netto_offer_010.png
