Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Selection Studentenfutter Classic,Alesto,"€ 1,69",,1 kg = 8.45,,Nein,,,,images_lidl/lidl_offer_001.jpg
Vegane Salami,Billie Green,"€ 1,29",,1 kg = 17.20/18.43,,Nein,,,,images_lidl/lidl_offer_002.jpg
Joghurt,Der Große Bauer,"€ 0,49",,"UVP
0,99 €",,Nein,,,,images_lidl/lidl_offer_003.jpg
Fusilli N 98,Barilla,"€ 0,99",,"1,99 €",,Nein,,,,images_lidl/lidl_offer_004.jpg
Express Reis,Ben s Original,"€ 1,29",,"2,29 €",,Nein,,,,images_lidl/lidl_offer_005.jpg
Zarte Filets vom Hering,Appel,"€ 1,11",,1 kg = 5.55,,Nein,,,,images_lidl/lidl_offer_006.jpg
Haltbare Vollmilch,Milbona,"€ 9,50",,"11,40 €",,Nein,,,,images_lidl/lidl_offer_007.jpg
Mini Würstchen XXL,Ferdi Fuchs,"€ 2,19",,1 kg = 8.76,,Nein,,,,images_lidl/lidl_offer_008.jpg
Hirtenkäse,Ömür,"€ 6,49",,1 kg = 8.11,,Nein,,,,images_lidl/lidl_offer_009.jpg
Müllermilch,Müller,"€ 0,69",,"1,49 €",,Nein,,,,images_lidl/lidl_offer_010.jpg
Back-Mozzarella,Alpenhain,"€ 1,99",,"UVP
3,49 €",,Nein,,,,images_lidl/lidl_offer_011.jpg
Knusper-Garnelen,Nordsee,"€ 3,49",,"UVP
4,59 €",,Nein,,,,images_lidl/lidl_offer_012.jpg
Ristorante Pizza Bistro Flammkuchen Elsässer Art,Dr Oetker,"€ 3,99",,"UVP
6,79 €",,Nein,,,,images_lidl/lidl_offer_013.jpg
Mini Babybel Original,Babybel,"€ 3,99",,"UVP
7,29 €",,Nein,,,,images_lidl/lidl_offer_014.jpg
Chips,Lay s,"€ 1,19",,"UVP
1,99 €",,Nein,,,,images_lidl/lidl_offer_015.jpg
Duo,Kinder,"€ 2,29",,"2,89 €",,Nein,,,,images_lidl/lidl_offer_016.jpg
Skinny Crunch light,Skinny Crunch light,"€ 0,99",,"UVP
1,49 €",,Nein,,,,images_lidl/lidl_offer_017.jpg
Pesto,Barilla,"€ 1,99",,"3,49 €",,Nein,,,,images_lidl/lidl_offer_018.jpg
Bunte Vielfalt,Ritter Sport,"€ 1,29",,1 kg = 12.90,,Nein,,,,images_lidl/lidl_offer_019.jpg
Energy Drink,Red Bull,"€ 22,22",,"UVP
35,76 €",,Nein,,,,images_lidl/lidl_offer_020.jpg
The Original Irish Whiskey,Bushmills,"€ 14,99",,"UVP
18,99 €",,Nein,,,,images_lidl/lidl_offer_021.jpg
Hohes C,Granini,"€ 1,79",,"UVP
2,89 €",,Nein,,,,images_lidl/lidl_offer_022.jpg
Streichfett,Rama,"€ 1,29",,1 kg = 3.23,,Nein,,,,images_lidl/lidl_offer_023.jpg
Maltesers,Maltesers,"€ 2,29",,"UVP
4,39 €",,Nein,,,,images_lidl/lidl_offer_024.jpg
Bueno,Kinder,"€ 2,29",,"UVP
3,29 €",,Nein,,,,images_lidl/lidl_offer_025.jpg
Coca-Cola Fanta Mezzo Mix Sprite,Coca-Cola,"€ 1,19",,"UVP
1,59 €",,Nein,,,,images_lidl/lidl_offer_026.jpg
Kraft Aktiv WC-Stein,WC Frisch,"€ 4,79",,"UVP
6,89 €",,Nein,,,,images_lidl/lidl_offer_027.jpg
Pick Up,Pick Up,"€ 3,49",,1 kg = 11.33,,Nein,,,,images_lidl/lidl_offer_028.jpg
Original Irischer Käse XXL,Kerrygold,"€ 2,79",,"UVP
2,99 €",,Nein,,,,images_lidl/lidl_offer_029.jpg
Nutella,Nutella,"€ 6,89",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_030.jpg
Kaustreifen XXL,Fritt,"€ 3,99",,1 kg = 7.13,,Nein,,,,images_lidl/lidl_offer_031.jpg
Max White Max Fresh Zahnpasta,Colgate,"€ 4,39",,"UVP
7,29 €",,Nein,,,,images_lidl/lidl_offer_032.jpg
Waschmittel XXXL,Omo,"€ 12,99",,"UVP
19,99 €",,Nein,,,,images_lidl/lidl_offer_033.jpg
Bier,Heineken,"€ 8,99",,"UVP
13,99 €",,Nein,,,,images_lidl/lidl_offer_034.jpg
Küchentücher,Floraly s,"€ 3,79",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_035.jpg
Eistee,Pfanner,"€ 1,29",,"UVP
1,99 €",,Nein,,,,images_lidl/lidl_offer_036.jpg
Brot-Aufstrich,Popp,"€ 1,79",,"UVP
2,19 €",,Nein,,,,images_lidl/lidl_offer_037.jpg
Akku-Schlagbohrschrauber 20 V,Parkside,"€ 19,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_038.jpg
Kitchen Tools Mikrowelle,Silvercrest,"€ 39,99",,"49,99 €",,Nein,,,,images_lidl/lidl_offer_039.jpg
American Style Pancakes,McEnnedy,"€ 1,99",,1 kg = 6.63,,Nein,,,,images_lidl/lidl_offer_040.jpg
Piccolinis,Wagner,"€ 4,49",,"8,79 €",,Nein,,,,images_lidl/lidl_offer_041.jpg
Pulled Pork,McEnnedy,"€ 4,99",,1 kg = 9.07,,Nein,,,,images_lidl/lidl_offer_042.jpg
T-Shirt,NFL,"€ 7,99",,Kein Mengenpreis,,Nein,,,,
frischer Orangensaft,Solevita,"€ 2,59",,"2,99 €",,Nein,,,,images_lidl/lidl_offer_044.jpg
Dunkle kernlose Trauben lose,Dunkle kernlose Trauben lose,"€ 5,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_045.jpg
Rote Äpfel,Rote Äpfel,"€ 1,69",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_046.jpg
Deutsches Suppengrün,Bioland,"€ 2,49",,1 kg = 4.98,,Nein,,,,images_lidl/lidl_offer_047.jpg
Deutsche Speisekartoffeln mehlig kochend,Deutsche Speisekartoffeln mehlig kochend,"€ 1,39",,1 kg = 0.70,,Nein,,,,images_lidl/lidl_offer_048.jpg
Deutsche Pastinaken,Bioland,"€ 1,99",,1 kg = 3.98,,Nein,,,,images_lidl/lidl_offer_049.jpg
Deutsche Zwiebeln,Bioland,"€ 1,79",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_050.jpg
Drehtürenschrank,Rauch,"€ 479,00",,"UVP
1.179,00 €",,Nein,,,,images_lidl/lidl_offer_051.jpg
Blackout-Vorhangschal-Set,Livarno,"€ 19,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_052.jpg
Gelschaum-Matratzentopper,Livarno,"€ 49,99",,"79,99 €",,Nein,,,,images_lidl/lidl_offer_053.jpg
7-Zonen-Kaltschaummatratze,Livarno,"€ 79,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_054.jpg
4-Jahreszeiten-Bettdecke,Dunlopillo,"€ 64,99",,"UVP
229,90 €",,Nein,,,,images_lidl/lidl_offer_055.jpg
7-Zonen-Kaltschaummatratze,Hn8,"€ 189,00",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_056.jpg
Premium-Kopfkissen,Dunlopillo,"€ 24,99",,"UVP
64,90 €",,Nein,,,,images_lidl/lidl_offer_057.jpg
Winter-Bettdecke,Dunlopillo,"€ 42,99",,"UVP
149,90 €",,Nein,,,,images_lidl/lidl_offer_058.jpg
Ganzjahres-Bettdecke,Dunlopillo,"€ 39,99",,"UVP
129,90 €",,Nein,,,,images_lidl/lidl_offer_059.jpg
Visco-Matratze Modell Cozy Sleep,Hn8,"€ 139,00",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_060.jpg
Weinzubehör-Set,Masterpro,"€ 16,99",,"UVP
49,99 €",,Nein,,,,images_lidl/lidl_offer_061.jpg
Geschirr-Set,Mövenpick,"€ 19,99",,"UVP
49,99 €",,Nein,,,,images_lidl/lidl_offer_062.jpg
