Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Kaffee,Arla Starbucks,"€ 1,49",,"1 l = 6,77",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_125.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-N410100,ref_000119,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517|obs_0000007172|obs_0000001036|obs_0000011792|obs_0000015886|obs_0000014364|obs_0000031774|obs_0000008737|obs_0000005168|obs_0000012378|obs_0000001674|obs_0000018585|obs_0000011952|obs_0000007356|obs_0000027842|obs_0000005362|obs_0000027412|obs_0000034615|obs_0000027964|obs_0000024390|obs_0000010059|obs_0000000848|obs_0000009608|obs_0000023971|obs_0000033702|obs_0000034731|obs_0000013262|obs_0000011764|obs_0000026632|obs_0000001035|obs_0000001037|obs_0000001038|obs_0000001039|obs_0000029713|obs_0000021523|obs_0000025137|obs_0000025139|obs_0000030782|obs_0000025157|obs_0000011344|obs_0000002651|obs_0000010346,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517
Bio-Tomaten in Stücken,tegut,"€ 0,69",,"1 kg = 1,73",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_126.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_proteinreich,tag_whole_food",,,ref_000120,obs_0000034023|obs_0000026278|obs_0000026407|obs_0000019909,
Nescaf Classic oder Crema,Nescaf Classic oder Crema,"€ 6,99",,"pro Einheit = 8,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000121,obs_0000016988|obs_0000020559|obs_0000021378|obs_0000021710|obs_0000008359|obs_0000024877|obs_0000025668|obs_0000001628|obs_0000001643|obs_0000034649|obs_0000026884|obs_0000035101|obs_0000011543|obs_0000028751|obs_0000020596|obs_0000021415|obs_0000015018|obs_0000031658,
Pom Bär,funny-frisch,"€ 1,29",,"1 kg = 17,20",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_128.jpg,"cat_knabbern_naschen,sub_huelsenfruechte,tag_ultra_processed",,,ref_000122,obs_0000020748|obs_0000021928|obs_0000021567|obs_0000027020|obs_0000016273|obs_0000019619|obs_0000017630|obs_0000014062|obs_0000005281|obs_0000007108,obs_0000020748|obs_0000005281|obs_0000021928|obs_0000021567
Tony s Chocolonely,Tony s Chocolonely,"€ 1,99",,"pro Einheit = 2,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_129.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000123,obs_0000034614,
Schweizer Kräuterbonbon,Ricola,"€ 1,79",,"pro Einheit = 2,39",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_130.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,sub_schwein,tag_ultra_processed",,,ref_000124,obs_0000034010|obs_0000005848,obs_0000005848|obs_0000034010
Bio-Tomaten Ketchup,tegut,"€ 2,29",,"1 l = 4,58",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_131.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000125,obs_0000009435|obs_0000009900|obs_0000019587|obs_0000027936|obs_0000003594|obs_0000014533|obs_0000001496|obs_0000001500|obs_0000010073|obs_0000027402|obs_0000029490|obs_0000029621|obs_0000030241|obs_0000031577|obs_0000032514|obs_0000034023|obs_0000026278|obs_0000026407|obs_0000002118|obs_0000019909,obs_0000027525
Nuxor,Lindt,"€ 4,44",,"1 kg = 43,11",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_132.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000126,obs_0000007998|obs_0000007102,obs_0000007998|obs_0000007102
Butterkeks,Leibniz,"€ 1,29",,"pro Einheit = 1,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_133.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed",,BLS-X820252,ref_000127,obs_0000031298|obs_0000003983|obs_0000025240|obs_0000004410|obs_0000000317|obs_0000004837|obs_0000003308|obs_0000008220|obs_0000005651|obs_0000007104,obs_0000003983|obs_0000025240|obs_0000004410|obs_0000000317|obs_0000031298|obs_0000004837|obs_0000003308
Bio-Semmelbrösel,tegut,"€ 0,99",,"1 kg = 4,95",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_134.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000128,obs_0000027919,
Cerealien,Wholey,"€ 3,33",,"pro Einheit = 3,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_135.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000129,obs_0000002573|obs_0000021907|obs_0000010261|obs_0000010904|obs_0000020261|obs_0000019645|obs_0000021080|obs_0000014569|obs_0000026092|obs_0000028013|obs_0000013550|obs_0000019709|obs_0000011537|obs_0000011799|obs_0000007193|obs_0000028844|obs_0000011951|obs_0000005564|obs_0000019006|obs_0000019427|obs_0000015441|obs_0000009503|obs_0000009964,obs_0000002573|obs_0000021907|obs_0000010261|obs_0000010904|obs_0000020261|obs_0000019645|obs_0000021080|obs_0000014569|obs_0000026092|obs_0000028013|obs_0000013550|obs_0000019709
Fruchtaufstrich,Zuegg,"€ 2,79",,"1 kg = 8,45",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_136.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_huelsenfruechte",,BLS-S131100,ref_000130,obs_0000013209|obs_0000011341|obs_0000008800|obs_0000016747|obs_0000034292|obs_0000011533|obs_0000007963|obs_0000030264|obs_0000001989|obs_0000034883|obs_0000031731|obs_0000032657|obs_0000009246|obs_0000005932|obs_0000026572|obs_0000031313|obs_0000009719|obs_0000000792|obs_0000030000|obs_0000029311|obs_0000006494,obs_0000013209|obs_0000011341|obs_0000008800|obs_0000016747
Buldak Ramen Bags,Samyang,"€ 1,79",,"pro Einheit = 2,29",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_137.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000131,obs_0000034501|obs_0000015870|obs_0000008907,
Bio-Oliven,Mani Bläuel,"€ 3,99",,"1 kg = 22,80",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_138.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000132,obs_0000033953|obs_0000034942|obs_0000027579|obs_0000033871|obs_0000001990|obs_0000008194|obs_0000008681|obs_0000001285|obs_0000025865|obs_0000034552|obs_0000018215|obs_0000034768|obs_0000026683|obs_0000028567|obs_0000028687|obs_0000022380,obs_0000033953|obs_0000034942|obs_0000027579|obs_0000014541
Bio-Schwarzkümmelöl,Bio Plan te,"€ 12,99",,"pro Einheit = 15,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_139.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_whole_food",,,ref_000133,,
Bio-Rohrohrzucker,Alnatura,"€ 2,49",,"pro Einheit = 2,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_140.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000134,obs_0000026994,obs_0000026994
Pasta Snack Pot,Knorr,"€ 1,11",,"pro Einheit = 1,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_141.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed",,,ref_000135,obs_0000031331|obs_0000033817|obs_0000029040|obs_0000030716|obs_0000032003|obs_0000032422|obs_0000035104|obs_0000028733|obs_0000026899|obs_0000018708|obs_0000016662|obs_0000018804|obs_0000018893|obs_0000016866|obs_0000014824|obs_0000002663|obs_0000017082|obs_0000021187|obs_0000011092|obs_0000019293|obs_0000025518|obs_0000017359|obs_0000025802|obs_0000034026|obs_0000017698|obs_0000015693|obs_0000019845|obs_0000020003|obs_0000022097|obs_0000034419|obs_0000018196|obs_0000028496|obs_0000014165|obs_0000020368|obs_0000028607,
italienische Tomaten,Mutti,"€ 1,29",,"1 kg = 5,38",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_142.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000136,obs_0000026278|obs_0000007376|obs_0000034023|obs_0000026407|obs_0000019909|obs_0000032116,
Bio-Riegel,Raw Bite,"€ 1,99",,"pro Einheit = 2,29",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_143.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",,,ref_000137,obs_0000016822|obs_0000016928|obs_0000033364|obs_0000017107|obs_0000025377|obs_0000010357|obs_0000019932|obs_0000011786|obs_0000012676|obs_0000013851|obs_0000014601|obs_0000030996|obs_0000022867|obs_0000015457|obs_0000035008,
Express Reis,Ben s Original,"€ 1,49",,"1 kg = 6,77",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_144.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_reis,tag_ultra_processed",,,ref_000138,obs_0000019005|obs_0000031848|obs_0000021686|obs_0000002754|obs_0000023286|obs_0000021252|obs_0000009076|obs_0000020433|obs_0000011930|obs_0000024475|obs_0000024057|obs_0000001533|obs_0000005368|obs_0000032106|obs_0000019357|obs_0000029675|obs_0000000656,obs_0000019005|obs_0000031848|obs_0000011930|obs_0000021686|obs_0000002754|obs_0000023286|obs_0000005368|obs_0000021252|obs_0000032106|obs_0000009076|obs_0000012686|obs_0000024475|obs_0000020433|obs_0000029675|obs_0000024057
Bio-Pasta,PPURA,"€ 1,79",,"pro Einheit = 1,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_145.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_whole_food",,BLS-G211100,ref_000139,obs_0000016662|obs_0000016866|obs_0000017082|obs_0000025518|obs_0000017359|obs_0000034026|obs_0000034419|obs_0000018196|obs_0000035104|obs_0000026899|obs_0000018708|obs_0000018893|obs_0000002663|obs_0000011092|obs_0000019293|obs_0000019845|obs_0000020003|obs_0000028496|obs_0000020368|obs_0000028607|obs_0000028733|obs_0000021187|obs_0000022097|obs_0000014165,
Bio-Proteinpulver,Naduria,"€ 9,99",,"1 kg = 33,30",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_146.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_high_protein,tag_proteinreich,tag_ultra_processed",,BLS-G561500,ref_000140,obs_0000025422|obs_0000001947|obs_0000002872|obs_0000013355,
Original,Jägermeister,"€ 11,99",,"pro Einheit = 14,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_148.jpg,"cat_getraenke,tag_high_protein,tag_ultra_processed",,,ref_000141,obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000009525|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000009987|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630|obs_0000010244|obs_0000026672|obs_0000018547|obs_0000026752|obs_0000010427|obs_0000018645,obs_0000028730|obs_0000020611|obs_0000012423|obs_0000006283|obs_0000026772|obs_0000026832|obs_0000028896|obs_0000035052|obs_0000027005|obs_0000027048|obs_0000021000|obs_0000008777|obs_0000021117|obs_0000008906|obs_0000015051|obs_0000021430|obs_0000025547|obs_0000033763|obs_0000017384|obs_0000013325|obs_0000019505|obs_0000031800|obs_0000025705|obs_0000009334|obs_0000015502|obs_0000027791|obs_0000033975|obs_0000021758|obs_0000021868|obs_0000017799|obs_0000026035|obs_0000022184|obs_0000020181|obs_0000034561|obs_0000028429|obs_0000034575|obs_0000016167|obs_0000020298|obs_0000028516|obs_0000010117|obs_0000014249|obs_0000028630
Weizen-Mix,Schöfferhofer,"€ 3,99",,"1 l = 2,02",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_149.jpg,cat_getraenke,,BLS-C114000,ref_000142,obs_0000028883|obs_0000034642|obs_0000007676|obs_0000006025|obs_0000024700|obs_0000033824,obs_0000028883|obs_0000007676|obs_0000029991|obs_0000034642|obs_0000031081|obs_0000006025|obs_0000032733
Münchner Hell,Paulaner,"€ 14,99",,"pro Einheit = 19,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_150.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000143,obs_0000035040|obs_0000035050|obs_0000012642|obs_0000013313|obs_0000033822|obs_0000028250|obs_0000015504|obs_0000034636|obs_0000010094|obs_0000003504|obs_0000005646|obs_0000030393|obs_0000030402|obs_0000029407|obs_0000006908|obs_0000029993|obs_0000029045|obs_0000031617|obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667|obs_0000029258,obs_0000013313|obs_0000005646|obs_0000033822|obs_0000028250|obs_0000015504|obs_0000030402|obs_0000029407|obs_0000035040|obs_0000006908|obs_0000035050|obs_0000029993|obs_0000034636|obs_0000012642|obs_0000010094|obs_0000003504
Warsteiner,Warsteiner,"€ 11,99",,"pro Einheit = 17,29",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_151.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000144,obs_0000005639|obs_0000029199|obs_0000029072|obs_0000006552|obs_0000029986|obs_0000031397|obs_0000007274,
Prosecco Valdobbiadene,Valdo,"€ 8,99",,"pro Einheit = 10,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_152.jpg,"cat_non_food,diet_vegetarian",,,ref_000145,obs_0000008206|obs_0000008134|obs_0000034396|obs_0000035021|obs_0000034030|obs_0000007896,
Zwei Kästen,Mönchshof,"€ 12,99",,"1 l = 1,30",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_153.jpg,cat_fleisch_wurst,,,ref_000146,,
Bio-Riesling trockener Weißwein,Weinmanufaktur Maria Schwan,"€ 4,99",,"1 l = 6,65",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_154.jpg,"cat_getraenke,diet_vegetarian",,,ref_000147,obs_0000034683|obs_0000034220|obs_0000035028|obs_0000025153|obs_0000025421|obs_0000033828|obs_0000034633|obs_0000010309|obs_0000019740|obs_0000003513|obs_0000020555|obs_0000021374|obs_0000008015,
Bio-Chianti Natio,Casa Vinicola Cecchi,"€ 6,99",,"1 l = 9,32",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_155.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000148,obs_0000034644,obs_0000034644
Mooser Liesl Helles,Arcobräu Moos,"€ 15,99",,"1 l = 1,60",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_156.jpg,cat_getraenke,,,ref_000149,obs_0000008003|obs_0000011592|obs_0000012872|obs_0000014292|obs_0000031829|obs_0000015089|obs_0000013689,
Mönchshof,Mönchshof,"€ 13,99",,"1 l = 1,40",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_157.jpg,"cat_getraenke,diet_vegetarian",,,ref_000150,obs_0000034517|obs_0000030403|obs_0000028040|obs_0000005258|obs_0000028175|obs_0000006226|obs_0000006910,obs_0000034517
Secco Rosato oder Hugo,city,"€ 0,79",,"pro Einheit = 0,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_158.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,,ref_000151,obs_0000024921,
Rotkäppchen,Rotkäppchen,"€ 4,99",,"pro Einheit = 6,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_159.jpg,"cat_getraenke,tag_ultra_processed",,BLS-K717100,ref_000152,obs_0000034301|obs_0000029437|obs_0000030392|obs_0000029767|obs_0000007650|obs_0000005625|obs_0000007450|obs_0000007078|obs_0000007657|obs_0000005998,obs_0000034301
Classic,Karamalz,"€ 3,49",,"pro Einheit = 4,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_160.jpg,"cat_getraenke,diet_gluten_free,diet_vegetarian,tag_ultra_processed",,,ref_000153,obs_0000025668|obs_0000028751|obs_0000001628|obs_0000001643|obs_0000020596|obs_0000015018|obs_0000026884|obs_0000011543|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000021415|obs_0000031658|obs_0000015874|obs_0000034820|obs_0000024078|obs_0000020503|obs_0000014364|obs_0000015388|obs_0000034814|obs_0000008763|obs_0000020559|obs_0000031314|obs_0000031316|obs_0000016988|obs_0000000102|obs_0000031336|obs_0000024692|obs_0000030840|obs_0000018068|obs_0000011935|obs_0000012998|obs_0000017609|obs_0000021710|obs_0000016591|obs_0000028882|obs_0000008404|obs_0000025815|obs_0000035062|obs_0000027412|obs_0000027435|obs_0000014636|obs_0000007469|obs_0000022316|obs_0000014132|obs_0000021322|obs_0000002905|obs_0000028510|obs_0000022881|obs_0000021378,obs_0000028751|obs_0000001628|obs_0000001643|obs_0000015018|obs_0000026884|obs_0000011543|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000031658
Bio-Tee,Volvic,"€ 1,39",,"pro Einheit = 1,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_161.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-G561100,ref_000154,obs_0000027244|obs_0000011596|obs_0000031795|obs_0000015944|obs_0000032968|obs_0000033499|obs_0000020481|obs_0000021300|obs_0000013530|obs_0000021786|obs_0000022871|obs_0000015022|obs_0000007996|obs_0000016641|obs_0000008687|obs_0000009037|obs_0000034399|obs_0000025412|obs_0000001487|obs_0000018054|obs_0000010335|obs_0000026894|obs_0000018960|obs_0000028312|obs_0000020428|obs_0000021247|obs_0000005272|obs_0000022129|obs_0000014277|obs_0000023245|obs_0000023661|obs_0000033693|obs_0000034233,obs_0000032968|obs_0000033499|obs_0000027244|obs_0000011596|obs_0000020481|obs_0000021300|obs_0000013530|obs_0000021786|obs_0000022871|obs_0000015022|obs_0000031795|obs_0000015944|obs_0000007996
Schorle oder Limonade,Adelholzener,"€ 6,99",,"pro Einheit = 9,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_162.jpg,"cat_getraenke,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000155,obs_0000006363|obs_0000031347|obs_0000027047|obs_0000027133|obs_0000017032|obs_0000031651|obs_0000027567|obs_0000009657|obs_0000026058|obs_0000026204|obs_0000028310|obs_0000026276|obs_0000016311|obs_0000026581,
Spezi oder Spezi Zero,Paulaner,"€ 10,49",,"1 l = 1,05",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_163.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000156,obs_0000034439|obs_0000032720|obs_0000012187|obs_0000006363|obs_0000031347|obs_0000015662|obs_0000000637|obs_0000033836|obs_0000026321|obs_0000027152|obs_0000010907|obs_0000027903|obs_0000012863|obs_0000013907|obs_0000022812|obs_0000012223|obs_0000009118|obs_0000028990,obs_0000034439|obs_0000032720
Mineralwasser,Krumbach,"€ 0,69",,"1 l = 0,92",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_164.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000157,obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332|obs_0000031249|obs_0000002068|obs_0000024088|obs_0000029232|obs_0000031834,obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332
Bio-Streuobst-Apfelsaft,Bioland tegut,"€ 8,88",,"pro Einheit = 12,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_166.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000158,obs_0000034232|obs_0000008232|obs_0000003589|obs_0000029410|obs_0000009982|obs_0000027820|obs_0000012415|obs_0000031216|obs_0000031745,obs_0000034232
Getränkesirup,Sodastream,"€ 3,99",,"1 l = 9,07",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_167.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000159,obs_0000012417|obs_0000027792|obs_0000010539|obs_0000013656|obs_0000014630|obs_0000011972|obs_0000008080|obs_0000033840|obs_0000005269,obs_0000012417|obs_0000027792|obs_0000005269|obs_0000014630|obs_0000010539|obs_0000011972|obs_0000013656
Picknickdecke XXL,Picknickdecke XXL,"€ 19,99",,"pro Einheit = 19,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_169.jpg,"cat_non_food,tag_ultra_processed",,,ref_000160,obs_0000012763|obs_0000013967,
Wandersocken,Wandersocken,"€ 7,99",,"pro Einheit = 7,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_171.jpg,cat_non_food,,,ref_000161,,
Frischhaltedose,Frischhaltedose,"€ 7,99",,"pro Einheit = 7,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_172.jpg,cat_non_food,,,ref_000162,obs_0000009123|obs_0000011228,obs_0000009123
Duschgel,Axe,"€ 2,49",,"pro Einheit = 2,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_173.jpg,cat_drogerie,,,ref_000163,obs_0000017459|obs_0000009054|obs_0000011788|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026347|obs_0000028939|obs_0000035065|obs_0000013602|obs_0000028963|obs_0000014682|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174|obs_0000032769|obs_0000009734|obs_0000032774|obs_0000032275|obs_0000032279|obs_0000009268|obs_0000033843|obs_0000033845|obs_0000033348|obs_0000006243|obs_0000012904|obs_0000005290|obs_0000012473|obs_0000029373|obs_0000005856|obs_0000007920|obs_0000015116|obs_0000006943|obs_0000032036|obs_0000028459|obs_0000007503|obs_0000014679|obs_0000030078|obs_0000032141|obs_0000034246|obs_0000007114|obs_0000010779|obs_0000005670|obs_0000010285|obs_0000034863|obs_0000032819,obs_0000011788|obs_0000032797|obs_0000017459|obs_0000033371|obs_0000015972|obs_0000031850|obs_0000008329|obs_0000015523|obs_0000026290|obs_0000031924|obs_0000026834|obs_0000005856|obs_0000026347|obs_0000028939|obs_0000035065|obs_0000006943|obs_0000013602|obs_0000028963|obs_0000014682|obs_0000009054|obs_0000011624|obs_0000013165|obs_0000026494|obs_0000011174
Isolier-Trinkbecher,THERMOS,"€ 14,99",,"pro Einheit = 14,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,,cat_non_food,,,ref_000164,,
Lunchpot,Mepal,"€ 14,99",,"pro Einheit = 14,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_175.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000165,,
Repair Protect oder Sensodyne ProSchmelz Repair,Sensodyne,"€ 5,29",,"pro Einheit = 5,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/tegut/tegut_offer_176.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000166,,
