Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Bihunsuppe,Asia Green Garden,"0,99 €",,1 l = 2.48,,Nein,,,,images_aldi/aldi_offer_001.jpg
Salsa Dip,Sun Snacks,"0,89 €",,"1,39 €",,Nein,,,,images_aldi/aldi_offer_002.jpg
Seifenspender,Seifenspender,"3,99 € *",,,,Nein,,,,images_aldi/aldi_offer_003.jpg
Sonnenblumenkrüstchen,Sonnenblumenkrüstchen,"0,29 €",,"0,49 €",,Nein,,,,images_aldi/aldi_offer_004.jpg
Sportmatte,Crane,"8,49 €",,,,Nein,,,,images_aldi/aldi_offer_005.jpg
"Mandarinen, kernlos","Mandarinen, kernlos","1,79 €",,,,Nein,,,,images_aldi/aldi_offer_006.jpg
"Trauben dunkel, kernlos","Trauben dunkel, kernlos","1,69 €",,1 kg = 3.38,,Nein,,,,images_aldi/aldi_offer_007.jpg
"Speisekartoffeln, vorwiegend festkochend","Speisekartoffeln, vorwiegend festkochend","1,59 €",,kg-Preis 0.80,,Nein,,,,images_aldi/aldi_offer_008.jpg
Äpfel Krumme Dinger,Äpfel Krumme Dinger,"1,49 €",,"1,79 €",,Nein,,,,images_aldi/aldi_offer_009.jpg
Kohlrabi,Kohlrabi,"0,49 €",,,,Nein,,,,images_aldi/aldi_offer_010.jpg
Mini-Roma-Rispentomaten,Mini-Roma-Rispentomaten,"1,75 €",,kg-Preis 5.83,,Nein,,,,images_aldi/aldi_offer_011.jpg
Bio-Avocados,Bio-Avocados,"1,69 €",,,,Nein,,,,images_aldi/aldi_offer_012.jpg
Avocados,Avocados,"1,89 €",,kg-Preis 3.78,,Nein,,,,images_aldi/aldi_offer_013.jpg
Avocado,Avocado,"0,85 €",,,,Nein,,,,images_aldi/aldi_offer_014.jpg
Lachsfiletseite,Golden Seafood,"13,49 €",,"16,99 €",,Nein,,,,images_aldi/aldi_offer_015.jpg
Hähnchen-Ministeaks,Meine Metzgerei,"6,99 €",,kg-Preis 8.74,,Nein,,,,images_aldi/aldi_offer_016.jpg
Steak vom irischen Weiderind,Steak vom irischen Weiderind,"6,99 €",,"8,80 €",,Nein,,,,images_aldi/aldi_offer_017.jpg
