Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Einheit,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
KINDER,Überraschung Riesen-Ei,7.29,,1 kg = 33.14,nur,je 220-g-Stück,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_233.jpg
STORCK,Toffifee,3.49,4.49,1 kg = 9.31,-22%,je 375-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_234.jpg
LINDT,Weihnachtliche Kugeln oder Zapfen,3.49,4.99,1 kg = 34.56 - 38.78,-30%,je 90 - 101-g-Beutel,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_235.jpg
KINDER & FERRERO,Gefüllte Weihnachtssocke,7.99,,1 kg = 37.69,nur,je 212-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_239.jpg
NUTELLA,Winterstiefel,7.99,,1 kg = 38.23,nur,je 209-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_240.jpg
KINDER,Mix Stiefel oder Maxi Mix Stofftier,7.99,,1 kg = 36.49 - 60.08,nur,je 133 - 219-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_241.jpg
DICKMANN'S,»Oh Tannenschaum«,2.22,2.99,1 kg = 12.91,-25%,je 8 St. = 172-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_242.jpg
KLETT,Schoko-Weihnachtsmann vegan,0.99,1.49,1 kg = 19.80,-33%,je 50-g-Stück,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_244.jpg
TIC TAC,Dragees,1.49,,1 kg = 27.60,nur,je 54-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_246.jpg
PICK UP!,Keksriegel,1.99,,1 kg = 14.22,nur,je 5 x 28-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_247.jpg
LEIBNIZ,Zoo,1.49,1.89,1 kg = 11.92,-21%,je 125-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_248.jpg
"COCA-COLA, FANTA, MEZZO MIX",oder SPRITE,"4.79
*",,1 l = 2.40 - 19.16,nur,"je Packg. 8 x 0,25-l-Dose",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_250.jpg
VIO,Bio-Limo,1.29,1.69,,-23%,je 1-l-PET-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_251.jpg
ORANGINA,Original,0.88,,1 l = 1.76,nur,"je 0,5-l-PET-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_252.jpg
PREMIUM QUALITY,Erfrischungsgetränk,0.69,0.89,,-22%,je 1-l-PET-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_253.jpg
VOLVIC,Touch oder Tee,1.19,,1 l = 0.80,nur,"je 1,5-l-PET-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_255.jpg
NEUHÖFER,Saft oder Nektar,1.19,1.55,,-23%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_256.jpg
PARROT BAY,Coconut,"5.99
*",,1 l = 8.56,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_259.jpg
LE FAVORI,Triple Sec,8.49,,1 l = 12.13,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_260.jpg
AMARULA,Cream & Marula Fruit,9.99,13.99,1 l = 14.28,-28%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_261.jpg
SIERRA,Tequila Blanco o. Reposado,10.99,,1 l = 15.70,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_262.jpg
BOMBAY,Sapphire London Dry Gin oder Citron Pressé,16.79,,1 l = 23.99,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_263.jpg
FERNET-BRANCA,Kräuterbitter,11.99,16.99,1 l = 17.13,-29%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_265.jpg
JIM BEAM,Bourbon Whiskey & Cola,1.99,,1 l = 6.03,nur,"je 0,33-l-Dose",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_266.jpg
HAVANA CLUB,Alkoholisches Mixgetränk,1.99,,1 l = 6.03,nur,"je 0,33-l-Dose",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_267.jpg
"CAPTAIN MORGAN, SMIRNOFF,",GORDON'S oder JOHNNIE WALKER Alkoholisches Mixgetränk,1.99,2.69,1 l = 7.96,-26%,"je 0,25-l-Dose",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_268.jpg
MARIACRON,Weinbrand,6.49,8.49,1 l = 9.28,-23%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_269.jpg
BULLEIT,Bourbon Frontier Whiskey,"19.99
*",,1 l = 28.56,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_270.jpg
TULLAMORE DEW,Irish Whiskey,13.99,,1 l = 19.99,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_271.jpg
DUBLINER,Irish Whiskey Bourbon Cask,"14.99
*",,1 l = 21.42,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_272.jpg
HARDENBERG CLUB,Triple Malt Whiskey,"19.99
*",,1 l = 28.56,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_273.jpg
BEVERBACH,Single Malt German Whiskey Double Oak Aged,"34.99
*",,1 l = 49.99,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_274.jpg
LABEL 5,Blended Scotch Whisky,11.99,15.99,,-25%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_275.jpg
,Peated Malts of Distinction Set,15.99,19.99,1 l = 79.95,-20%,"je Set = 4 x 0,05-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_276.jpg
GLENMORANGIE,Triple Cask Reserve Single Malt Scotch Whisky,"22.99
*",,1 l = 32.85,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_277.jpg
BOWMORE,Single Malt Scotch Whisky The Original Islay,23.99,29.99,1 l = 34.28,-20%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_278.jpg
LAPHROAIG ISLAY,Single Malt Scotch Whisky 10 Jahre,29.99,39.99,1 l = 42.85,-25%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_280.jpg
GLENFIDDICH,»Projekt XX« Single Malt Scotch Whisky,39.99,49.99,1 l = 57.13,-20%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_281.jpg
GORBATSCHOW,Wodka Original oder Citron,5.88,,1 l = 8.40,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_282.jpg
WZG MÖGLINGEN,Württemberger Rebsortenwein,3.49,,1 l = 4.66,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_283.jpg
REBENBLICK,Dornfelder,1.99,2.39,1 l = 2.66,-16%,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_284.jpg
GOURMET PÈRE & FILS,Entrecôte Merlot Cabernet Syrah,3.99,,1 l = 5.32,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_285.jpg
GRAND SUD,Merlot oder Chardonnay,8.88,12.99,1 l = 2.96,-31%,je 3-l-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_286.jpg
BECKSTEINER WEINHAUS,Grauer Burgunder oder Schwarzriesling,3.99,,1 l = 5.32,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_287.jpg
BLANCHET,"Blanc de Blancs, Rosé oder Rouge de France",2.99,3.99,1 l = 3.99,-25%,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_288.jpg
MUMM,Jahrgangssekt,3.99,,1 l = 5.32,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_290.jpg
ROTKÄPPCHEN,Fruchtsecco,0.99,,1 l = 4.95,nur,"je 0,2-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_291.jpg
JEVER,Pilsener oder Fun Alkoholfrei,11.99,,1 l = 1.20,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_292.jpg
PERONI,Nastro Azzurro,4.99,,1 l = 2.52,nur,"je Packg. 6 x 0,33-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_293.jpg
SAN MIGUEL,Especial,15.99,,1 l = 2.02,nur,"je Ka. 24 x 0,33-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_294.jpg
CORONA,Extra,9.99,12.19,1 l = 2.35,-18%,"je Packg. 12 x 0,355-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_295.jpg
OBERDORFER,Helles,13.99,18.99,1 l = 1.40,-26%,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_296.jpg
BECK'S,Pils oder Gold,9.99,,1 l = 1.00,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_297.jpg
ORIGINAL OETTINGER,Bier oder Biermischgetränk,6.99,,1 l = 0.70,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_298.jpg
ERDINGER,Weißbier oder Alkoholfrei,13.99,,1 l = 1.40,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_299.jpg
KARLSBERG,Mixery,0.99,,1 l = 1.98,nur,"je 0,5-l-Dose",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_300.jpg
GÖNRGY,Energy Drink by MontanaBlack,1.29,,1 l = 2.58,nur,"je 0,5-l-Dose",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_302.jpg
K-CLASSIC,Iso-Drink,0.59,0.79,1 l = 0.79,-25%,"je 0,75-l-PET-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_303.jpg
ARIZONA,Eistee,0.79,,1 l = 1.58,nur,"je 0,5-l-PET-Fl.",Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_304.jpg
HIPP,Bio-Fertiggericht,1.79,,1 kg = 7.16,nur,je 250-g-Schale,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_305.jpg
L'ORÉAL PARIS,Elvital Shampoo oder Spülung,2.99,3.79,1 l = 9.97 - 11.96,-21%,je 250 - 300-ml-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_306.jpg
SYOSS,Haarspray,3.99,,1 l = 9.98,nur,je 400-ml-Dose,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_307.jpg
JOSI CAT oder JOSI DOG,Katzen- oder Hundenahrung,0.88,,1 kg = 2.12 - 2.20,nur,je 400 - 415-g-Dose,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_308.jpg
VITAKRAFT,Katzen-Snacks,1.69,1.99,1 kg = 18.78 - 22.54,-15%,je 5 - 6 St. = 75 - 90-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_309.jpg
PELY,Gefrierbeutel,0.99,1.39,,-28%,je Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_310.jpg
TENA,Inkontinenz-Unterwäsche,7.99,9.95,,-19%,je 8 - 12-St.-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_311.jpg
HEITMANN,Reine Citronensäure,2.49,3.25,1 kg = 7.12,-23%,je 350-g-Packg. oder 500-ml-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_312.jpg
DRANO,Rohrfrei,2.79,,,nur,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_313.jpg
WC-FRISCH,Kraft Aktiv,1.11,,1 kg = 22.20,nur,je 50-g-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_314.jpg
HEAD & SHOULDERS,Shampoo XXL,"8.88
*",,1 l = 11.10,nur,je 800-ml-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_315.jpg
K-CLASSIC,Toilettenpapier Soft,"2.75
*",,,nur,je Packg. = 3 x 100 Blatt,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_316.jpg
WEISSER RIESE,Waschmittel,6.99,,pro Anwendung = 0.14,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_317.jpg
BRUNO BANANI,Deospray,2.79,3.75,1 l = 18.60,-25%,je 150-ml-Dose,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_318.jpg
DER GENERAL,Allzweckreiniger,1.59,1.95,1 l = 2.12,-18%,je 750-ml-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_319.jpg
DR. BEST,Zahnbürste Hoch-Tief,1.59,1.95,,-18%,je 1-St.-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_320.jpg
WC-ENTE,WC-Reiniger,1.89,2.25,1 l = 2.52,-16%,je 750-ml-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_321.jpg
SENSODYNE,Zahncreme,3.49,,1 l = 46.54,nur,je 75-ml-Tube,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_323.jpg
OLD SPICE,Deospray oder -stick,2.99,3.45,1 l = 19.94 - 59.80,-13%,je 50 - 150-ml-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_325.jpg
DUSCHDAS,Duschgel XXXL,"2.49
*",,1 l = 3.69,nur,je 3 x 225-ml-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_326.jpg
PURINA GOURMET,Perle,0.49,,1 kg = 5.77,nur,je 85-g-Beutel,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_327.jpg
PRIL,Geschirrspülmittel,1.39,,1 l = 2.06 - 3.09,nur,je 450 - 675-ml-Fl.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_329.jpg
COREGA,Ultra Haftcreme,2.99,3.95,1 kg = 74.75,-24%,je 40-g-Tube,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_330.jpg
PHILIPS,"LED-Filament-Birnen E27 4,3 W, 470 lm, 2.700 K",2.99,,,nur,je 3-St.-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_331.jpg
BOSCH,Beutelloser Bodenstaubsauger »BGS05A225«,69.99,,,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_332.jpg
COOCAA,UHD-Smart-TV »43R5GY«,199.00,UVP399.00,,-50%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_333.jpg
DENVER,Tragbarer Monitor »PMO-15604K«,79.99,UVP199.00,,-59%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_334.jpg
ONE FOR ALL,TV-Wandhalterung »WM2410«,5.99,UVP21.99,,-72%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_335.jpg
DE'LONGHI,Wasserfilter »DLS C002«,5.99,UVP9.99,,-40%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_336.jpg
DENVER,Wildtierkamera »WCS-5023«,29.99,UVP89.95,,-66%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_338.jpg
PHILIPS,"LED-Kerzen E14 4,9 W",2.99,,,nur,je 3-St.-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_339.jpg
ENERGIZER,Knopfzellen CR2032,1.99,UVP12.29,,-83%,je 4-St.-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_341.jpg
BRAUN,Stabmixer-Set »MQ 3135 BK«,39.99,UVP84.00,,-52%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_342.jpg
TEFAL,Kontaktgrill »Inicio Compact GC270D«,34.99,UVP64.99,,-46%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_343.jpg
HISENSE,Party-Lautsprecher »Party Storm 1«,189.00,UVP399.00,,-52%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_344.jpg
PHILIPS,Dampfbügeleisen »DST1030«,14.99,24.99,,-40%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_345.jpg
ONE FOR ALL,TV-Wandhalterung »WM2660«,29.99,UVP89.99,,-66%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_346.jpg
HISENSE,QLED-Smart-TV »58E77Q«,349.00,UVP749.00,,-53%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_347.jpg
PHILIPS,Bodenstaubsauger »FC8240/09«,69.99,,,nur,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_348.jpg
ENERGIZER,Knopfzellen CR2025,1.99,UVP12.29,,-83%,je 4-St.-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_349.jpg
PHILIPS,"LED-Filament-Birnen E27 7 W, 806 lm, 2.700 K",2.99,,,nur,je 3-St.-Packg.,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_350.jpg
CANON,WLAN-Multifunktionsdrucker »PIXMA TS3350«,49.99,UVP85.00,,-41%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_351.jpg
GRUNDIG,TWS-In-Ear-Kopfhörer »27071«/»27072«,7.99,UVP16.99,,-52%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_352.jpg
ROWENTA,Haartrockner Express Style »CV1810«,9.99,UVP29.99,,-66%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_353.jpg
WMF,Wasserkocher »Bueno«,27.99,UVP49.99,,-44%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_354.jpg
KENWOOD,Doppel-Heißluftfritteuse »HFM20.000MB«,69.99,UVP149.00,,-53%,je,Nein,Dieses Angebot findest du vom 20.11. bis 26.11. in deiner Kaufland-Filiale.,2025-11-20,2025-11-26,images_kaufland/kaufland_offer_355.jpg
