Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Bioland Andechser Natur frische Bio-Weidemilch,Andechser Natur,"€ 1,49",,"1,89 €",,Nein,,,,images_tegut/tegut_offer_098.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_proteinreich"
Kaminwurzerl Mild,Christanell,"€ 2,99",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_099.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
Ziegenkäse,Chavroux,"€ 2,49",,"3,49 €",,Nein,,,,images_tegut/tegut_offer_100.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Bio-Wiener-Würstchen,tegut,"€ 3,99",,"1 kg = 19,95 €",,Nein,,,,images_tegut/tegut_offer_101.jpg,cat_fleisch_wurst
Frischkäsezubereitung,Miree,"€ 1,11",,"1,89 €",,Nein,,,,images_tegut/tegut_offer_102.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
LandPrimus Metzgerschinken,tegut,"€ 1,99",,"2,79 €",,Nein,,,,images_tegut/tegut_offer_103.jpg,cat_fleisch_wurst
Schrozberger Milchbauern Bio-Schmand,demeter,"€ 1,99",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_104.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_milchprodukte"
Bio-Wurstaufschnitt,BioLust,"€ 2,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_105.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
Bio-Feta,tegut,"€ 2,65",,"1 kg = 13,25 €",,Nein,,,,images_tegut/tegut_offer_106.jpg,cat_obst_gemuese
Bio-H-Milch,tegut,"€ 1,29",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_107.jpg,cat_molkerei_kaese
Mini-Frikadellen,Greenforce,"€ 2,49",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_108.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Tress Brüder Bio-Suppe,demeter,"€ 2,99",,"1 l = 6,64 €",,Nein,,,,images_tegut/tegut_offer_109.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Maultaschen,Bürger,"€ 1,79",,"1 kg = 5,97/4,97 €",,Nein,,,,images_tegut/tegut_offer_110.jpg,cat_non_food
15 Rabatt,tegut,"€ 2,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_111.jpg,cat_sonstiges
Calamares la Romana,tegut,"€ 3,99",,"1 kg = 7,98 €",,Nein,,,,images_tegut/tegut_offer_112.jpg,cat_obst_gemuese
Pizza Margherita,Gustavo Gusto,"€ 3,49",,8.51 €/kg,,Nein,,,,images_tegut/tegut_offer_113.jpg,"cat_tiefkuehl,sub_tk_pizza,tag_ultra_processed"
Cookie Dough,Ben Jerry s,"€ 3,99",,"6,99 €",,Nein,,,,images_tegut/tegut_offer_114.jpg,cat_non_food
Backfisch-Stäbchen,Iglo,"€ 2,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_115.jpg,cat_tiefkuehl
Original Köttbullar,Dafg rds,"€ 4,44",,"5,99 €",,Nein,,,,images_tegut/tegut_offer_116.jpg,"cat_getraenke,tag_high_protein,tag_ultra_processed"
Bio-Streichcreme,Alnatura,"€ 1,59",,"1 kg = 8,83 €",,Nein,,,,images_tegut/tegut_offer_117.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food"
100 pflanzlich,Bresso,"€ 1,99",,"1 kg = 14,21 €",,Nein,,,,images_tegut/tegut_offer_118.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese"
bedda Hirte,bedda Hirte,"€ 2,79",,"3,29 €",,Nein,,,,images_tegut/tegut_offer_119.jpg,cat_non_food
Mini Spargel grün,Mini Spargel grün,"€ 4,99",,"1 kg = 24,95",,Nein,,,,images_tegut/tegut_offer_120.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Trinkmahlzeit,Huel,"€ 3,33",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_121.jpg,"cat_getraenke,tag_ultra_processed"
Schinken Spicker Salat,Rügenwalder Mühle,"€ 1,79",,"1 kg = 11,93 €",,Nein,,,,images_tegut/tegut_offer_122.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_fleischersatz,sub_salate,sub_schwein,sub_wurst,tag_ultra_processed"
Bruzzzler Veggie,Wiesenhof,"€ 2,49",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_123.jpg,cat_fleisch_wurst
Plant Based Filet Hähnchen Art,The Green Mountain,"€ 3,49",,"1 kg = 14,54 €",,Nein,,,,images_tegut/tegut_offer_124.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_proteinreich"
Spargel grün,Spargel grün,"€ 2,99",,"14,26 €",,Nein,,,,images_tegut/tegut_offer_125.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio-Brotaufstrich,Vitam,"€ 1,99",,"2,29 €",,Nein,,,,images_tegut/tegut_offer_126.jpg,"cat_sonstiges,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Gyoza Teigtaschen,bibigo,"€ 3,99",,"1 kg = 13,30",,Nein,,,,images_tegut/tegut_offer_127.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte"
Saure Drachenzungen,Hitschies,"€ 2,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_128.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Be Happy oder Little Dreamer,Cupper,"€ 2,49",,"3,29 €",,Nein,,,,images_tegut/tegut_offer_129.jpg,"cat_getraenke,tag_ultra_processed"
KitKat Tafel Noisette,Nestl,"€ 1,79",,"2,29 €",,Nein,,,,images_tegut/tegut_offer_130.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Ma tre Chocolatier,Lindt,"€ 1,99",,"2,69 €",,Nein,,,,images_tegut/tegut_offer_131.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Bio-Brotaufstrich vegane Lebenswurst,Lebensküche,"€ 4,49",,"4,99 €",,Nein,,,,images_tegut/tegut_offer_132.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_wurst"
Salted Peanut Butter Bio-Pralinis,Lini s Bites,"€ 1,99",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_133.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed"
Cranberries Heidelbeeren,St Dalfour,"€ 3,33",,"1 kg = 11,73 €",,Nein,,,,images_tegut/tegut_offer_134.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Crunchy Corn,Treets,"€ 2,79",,"1 kg = 13,29 €",,Nein,,,,images_tegut/tegut_offer_135.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Bio-Müsli Früchte,Alnatura,"€ 3,99",,"4,49 €",,Nein,,,,images_tegut/tegut_offer_136.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_whole_food"
Tortillas Paprika,Chio,"€ 1,11",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_137.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Pick up Choco Milk,Leibniz,"€ 2,22",,"3,79 €",,Nein,,,,images_tegut/tegut_offer_138.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Tomaten passiert,Jeden Tag,"€ 0,69",,"1 kg = 1,38 €",,Nein,,,,images_tegut/tegut_offer_139.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Spaghettigericht,Jeden Tag,"€ 1,69",,"1 kg = 4,26 €",,Nein,,,,images_tegut/tegut_offer_140.jpg,cat_non_food
Heringsfilets,Appel,"€ 0,99",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_141.jpg,cat_fisch_meeresfruechte
15 Rabatt,15 Rabatt,"€ 2,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_142.jpg,cat_sonstiges
Opa s Weißer,Mehlig Heller,"€ 2,29",,"2,79 €",,Nein,,,,images_tegut/tegut_offer_143.jpg,"cat_getraenke,diet_vegetarian"
Bratkartoffeln mit Zwiebeln,Jeden Tag,"€ 1,49",,"1 kg = 3,73 €",,Nein,,,,images_tegut/tegut_offer_144.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_whole_food"
Remoulade Nordsee inspired,Heinz,"€ 1,99",,"1 l = 4,98 €",,Nein,,,,images_tegut/tegut_offer_145.jpg,"cat_grundnahrung,tag_ultra_processed"
Bio-Aceto Balsamico di Modena g g A,Alnatura,"€ 2,79",,"1 l = 5,58 €",,Nein,,,,images_tegut/tegut_offer_146.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Buchstaben Suppe,Maggi,"€ 0,69",,"0,99 €",,Nein,,,,images_tegut/tegut_offer_147.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Spaghetti Bolognese,Knorr,"€ 0,49",,"1 kg = 12,25 €",,Nein,,,,images_tegut/tegut_offer_148.jpg,"cat_grundnahrung,diet_vegetarian,sub_nudeln,tag_ultra_processed"
Express Reis Mediterran,Ben s Original,"€ 1,49",,"2,29 €",,Nein,,,,images_tegut/tegut_offer_149.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,sub_reis,tag_ultra_processed"
Lagerbier Hell,Augustiner,"€ 16,99",,"21,99 €",,Nein,,,,images_tegut/tegut_offer_150.jpg,cat_getraenke
Hell,Löwenbräu,"€ 23,00",,"1 l = 1,15 €",,Nein,,,,images_tegut/tegut_offer_151.jpg,cat_getraenke
Kentucky Straight Bourbon Whiskey,Jim Beam,"€ 10,99",,"15,99 €",,Nein,,,,images_tegut/tegut_offer_152.jpg,cat_getraenke
Premium,Staropramen,"€ 14,99",,"17,99 €",,Nein,,,,images_tegut/tegut_offer_153.jpg,cat_non_food
La Siluetta Primitivo Puglia,La Siluetta Primitivo Puglia,"€ 4,99",,"5,99 €",,Nein,,,,images_tegut/tegut_offer_154.jpg,cat_getraenke
Tempranillo,Campo Viejo,"€ 5,99",,"6,99 €",,Nein,,,,images_tegut/tegut_offer_155.jpg,cat_drogerie
Extra Sekt,MM,"€ 2,99",,"4,79 €",,Nein,,,,images_tegut/tegut_offer_156.jpg,cat_getraenke
Sekt,Nymphenburg,"€ 2,99",,"4,29 €",,Nein,,,,images_tegut/tegut_offer_157.jpg,cat_getraenke
Jechtinger Bio-Grauburgunder,Jechtinger Bio-Grauburgunder,"€ 5,99",,"6,99 €",,Nein,,,,images_tegut/tegut_offer_158.jpg,cat_getraenke
Münchner Hell,Paulaner,"€ 0,99",,"1,19 €",,Nein,,,,images_tegut/tegut_offer_159.jpg,"cat_getraenke,tag_ultra_processed"
Helles Vollbier,Hofbräuhaus,"€ 15,99",,"1 l = 1,60 €",,Nein,,,,images_tegut/tegut_offer_160.jpg,cat_getraenke
Capri-Sun,Capri-Sun,"€ 3,33",,"4,29 €",,Nein,,,,images_tegut/tegut_offer_161.jpg,cat_non_food
IceTea Pfirsich,Pfanner,"€ 1,29",,"1 l = 0,65 €",,Nein,,,,images_tegut/tegut_offer_162.jpg,"cat_tiefkuehl,diet_lactose_free,diet_vegan,tag_ultra_processed"
Coca-Cola,Coca-Cola,"€ 11,99",,"1 l = 0,86 €",,Nein,,,,images_tegut/tegut_offer_163.jpg,cat_getraenke
all-in-one Beauty,Hohes C,"€ 1,99",,"2,89 €",,Nein,,,,images_tegut/tegut_offer_164.jpg,cat_getraenke
Frucht oder Limo,hella,"€ 3,49",,"1 l = 0,78 €",,Nein,,,,images_tegut/tegut_offer_165.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed"
Scharfe Säfte Tomate,Scharfe Säfte Tomate,"€ 0,99",,"1,29 €",,Nein,,,,images_tegut/tegut_offer_166.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Amecke,Amecke,"€ 1,99",,"2,79 €",,Nein,,,,images_tegut/tegut_offer_167.jpg,cat_non_food
Mineralwasser,Krumbach,"€ 3,99",,"4,99 €",,Nein,,,,images_tegut/tegut_offer_168.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Original,Vita Cola,"€ 0,99",,"1,39 €",,Nein,,,,images_tegut/tegut_offer_169.jpg,"cat_getraenke,tag_high_protein,tag_proteinreich,tag_ultra_processed"
Coffein C1,Alpecin,"€ 5,99",,"6,99 €",,Nein,,,,images_tegut/tegut_offer_170.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed"
Früchteallerlei mit Vollkorn,Alnatura,"€ 1,19",,1 kg = 6.26,,Nein,,,,images_tegut/tegut_offer_171.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_whole_food"
Bio-Quetschie,Krümel,"€ 0,88",,"0,99 €",,Nein,,,,images_tegut/tegut_offer_172.jpg,"cat_obst_gemuese,diet_lactose_free,diet_vegan,diet_vegetarian"
Duschgel Insta Cool,Axe,"€ 2,29",,"2,79 €",,Nein,,,,images_tegut/tegut_offer_173.jpg,cat_drogerie
Zahncreme Calendula,Weleda,"€ 4,49",,"4,99 €",,Nein,,,,images_tegut/tegut_offer_174.jpg,cat_drogerie
feuchte Toilettentücher,Tempo,"€ 1,39",,"1,79 €",,Nein,,,,images_tegut/tegut_offer_175.jpg,cat_drogerie
Zahnpasta White Shine,Odol-med 3,"€ 2,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_176.jpg,cat_drogerie
BioEmbrace Windeln Größe 4,Naty,"€ 7,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_177.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Dusche,Frosch,"€ 1,79",,1 l = 5.97 €,,Nein,,,,images_tegut/tegut_offer_178.jpg,cat_drogerie
Deo Spray,CD,"€ 1,79",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_179.jpg,cat_drogerie
Wahre Schätze Shampoo,Garnier,"€ 1,99",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_180.jpg,cat_drogerie
Weichspüler,Lenor,"€ 1,99",,"2,59 €",,Nein,,,,images_tegut/tegut_offer_181.jpg,cat_drogerie
Filzhase,Filzhase,"€ 12,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_182.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Bio-Nassfutter für Hunde,Defu,"€ 1,99",,"2,79 €",,Nein,,,,images_tegut/tegut_offer_183.jpg,cat_tiernahrung
Leberwurst für Hunde,be-so,"€ 1,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_184.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
daily Slipeinlagen,always,"€ 2,79",,"3,29 €",,Nein,,,,images_tegut/tegut_offer_185.jpg,cat_drogerie
Filzkorb mit Stoff-Hasenohren,Filzkorb mit Stoff-Hasenohren,"€ 3,99",,"8,99 €",,Nein,,,,images_tegut/tegut_offer_186.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
WC-Stein,Domestos,"€ 1,59",,"31,80 €/1 kg, 3,18/2,12 €/1 l",,Nein,,,,images_tegut/tegut_offer_187.jpg,cat_drogerie
Katzennahrung,Perfect Fit,"€ 3,33",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_188.jpg,"cat_tiernahrung,tag_ultra_processed"
CatSticks,Vitakraft,"€ 0,79",,"0,89 €",,Nein,,,,images_tegut/tegut_offer_189.jpg,"cat_tiernahrung,tag_ultra_processed"
Bio-Katzennahrung,Mau,"€ 1,99",,"1 kg = 9,95",,Nein,,,,images_tegut/tegut_offer_190.jpg,cat_tiernahrung
