Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Nussini Cadbury Picnic oder Wunderbar,Milka,"€ 1,99",,"1 kg = 10,76-13,09 €","4/5er, 152-185 g Packung, (1 kg = 10,76-13,09 €)",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/milka-nussini-cadbury-picnic-oder-wunderbar.jpg,"cat_knabbern_naschen,tag_ultra_processed",,ref_000177,obs_0000006939,obs_0000006939
Haribo Minis,Keine Marke,"€ 1,79",,"1 kg = 7,16-8,14 €","verschiedene Sorten, 220-250 g Packung, (1 kg = 7,16-8,14 €)",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/haribo-minis.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,ref_000178,obs_0000006369|obs_0000005833|obs_0000028125|obs_0000010531|obs_0000011840|obs_0000014426|obs_0000014716|obs_0000018005|obs_0000018066|obs_0000021052|obs_0000021517|obs_0000023754|obs_0000023927,obs_0000005833|obs_0000006369
Kaba Schokolade,Keine Marke,"€ 1,49",,"1 kg = 16,56 €","verschiedene Sorten, 90 g Tafel, (1 kg = 16,56 €)",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/kaba-schokolade.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",BLS-S500000,ref_000179,obs_0000007410|obs_0000000091|obs_0000000138|obs_0000000230|obs_0000002122|obs_0000003112|obs_0000003637|obs_0000003805|obs_0000004064|obs_0000004232|obs_0000004491|obs_0000004659|obs_0000008041|obs_0000008056|obs_0000008307|obs_0000008595|obs_0000009612|obs_0000009968|obs_0000010558|obs_0000011211|obs_0000011229|obs_0000011665|obs_0000012629|obs_0000013551|obs_0000013979|obs_0000014418|obs_0000015216|obs_0000016064|obs_0000016120|obs_0000016130|obs_0000016382|obs_0000016680|obs_0000017223|obs_0000017954|obs_0000018997|obs_0000019816|obs_0000020224|obs_0000021504|obs_0000023348|obs_0000023866|obs_0000024683|obs_0000025827|obs_0000026359|obs_0000026371|obs_0000026376|obs_0000029313|obs_0000030520|obs_0000031477|obs_0000031872|obs_0000031875,obs_0000006358|obs_0000006546|obs_0000007357|obs_0000027455|obs_0000027753|obs_0000029584
Coral Waschmittel,Keine Marke,"€ 3,99",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/coral-waschmittel.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan",,ref_000180,obs_0000006737|obs_0000006944|obs_0000005448|obs_0000002514|obs_0000003272|obs_0000011627|obs_0000011900|obs_0000012321|obs_0000013634|obs_0000014987|obs_0000015877|obs_0000016179|obs_0000016677|obs_0000016974|obs_0000017067|obs_0000017319|obs_0000017909|obs_0000018093|obs_0000018352|obs_0000019371|obs_0000020190|obs_0000020856|obs_0000020865|obs_0000020935|obs_0000021045|obs_0000021769|obs_0000022171|obs_0000022273|obs_0000022699|obs_0000023344|obs_0000023725|obs_0000023939|obs_0000024695|obs_0000024887|obs_0000025830|obs_0000030533|obs_0000030909,obs_0000005448|obs_0000006737|obs_0000006944|obs_0000027701
Toilettenpapier,Regina,"€ 2,49",,Kein Mengenpreis,"verschiedene Sorten, 3-lagig, 8 x 150 Blatt Packung",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/regina-toilettenpapier.jpg,cat_drogerie,,ref_000181,obs_0000024459|obs_0000004104|obs_0000000527|obs_0000026151|obs_0000032283|obs_0000031319|obs_0000003677|obs_0000022688|obs_0000000748|obs_0000024820|obs_0000008438|obs_0000022266|obs_0000030978|obs_0000030468|obs_0000000261|obs_0000000809|obs_0000003385|obs_0000001341|obs_0000025450|obs_0000001902|obs_0000031100|obs_0000026500|obs_0000013190|obs_0000023943|obs_0000030599|obs_0000027018|obs_0000004531|obs_0000011216|obs_0000009728|obs_0000021523|obs_0000012324|obs_0000001574|obs_0000007743|obs_0000006210|obs_0000006743|obs_0000009312|obs_0000004726|obs_0000024712|obs_0000014474|obs_0000014475|obs_0000008852|obs_0000011452|obs_0000030920|obs_0000004299|obs_0000005839|obs_0000027877|obs_0000003872|obs_0000006948|obs_0000031529|obs_0000012593,obs_0000004104|obs_0000000527|obs_0000026151|obs_0000032283|obs_0000031319|obs_0000003677|obs_0000022688|obs_0000000748|obs_0000024820|obs_0000008438|obs_0000022266|obs_0000030978|obs_0000030468|obs_0000000261|obs_0000000809|obs_0000003385|obs_0000001341|obs_0000005453|obs_0000025450|obs_0000001902|obs_0000031100|obs_0000026500|obs_0000013190|obs_0000023943|obs_0000030599|obs_0000027018|obs_0000024459|obs_0000004531|obs_0000011216|obs_0000009728
Feuchtes Toilettenpapier,Cottonelle,"€ 0,99",,Kein Mengenpreis,"verschiedene Sorten, 42er Nachfüllpackung",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/cottonelle-feuchtes-toilettenpapier.jpg,cat_drogerie,,ref_000182,obs_0000007743|obs_0000024712|obs_0000012593|obs_0000030686|obs_0000001574|obs_0000014474|obs_0000030920|obs_0000026954|obs_0000030393|obs_0000027862|obs_0000029614|obs_0000030693|obs_0000007156|obs_0000004104|obs_0000000527|obs_0000026151|obs_0000032283|obs_0000031319|obs_0000003677|obs_0000022688|obs_0000000748|obs_0000024820|obs_0000008438|obs_0000022266|obs_0000030978|obs_0000030468|obs_0000000261|obs_0000000809|obs_0000003385|obs_0000001341|obs_0000025450|obs_0000001902|obs_0000031100|obs_0000026500|obs_0000013190|obs_0000023943|obs_0000030599|obs_0000027018|obs_0000024459|obs_0000004531|obs_0000011216|obs_0000009728|obs_0000030398,obs_0000001574|obs_0000007743|obs_0000024712|obs_0000014474|obs_0000030920|obs_0000012593|obs_0000026954|obs_0000030686|obs_0000030693
Gliss Shampoo oder Spülung,Schwarzkopf,"€ 2,49",,Kein Mengenpreis,verschiedene Sorten Ausgenommen Express-Repair- und Schaum-Spülung.,Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/schwarzkopf-gliss-shampoo-oder-sp-lung.jpg,cat_drogerie,,ref_000183,obs_0000014488|obs_0000011464|obs_0000012342|obs_0000014654|obs_0000011055|obs_0000011463|obs_0000011911|obs_0000014043|obs_0000012746|obs_0000026461|obs_0000006947|obs_0000005271|obs_0000013623|obs_0000005638|obs_0000012142|obs_0000010219|obs_0000006032|obs_0000026687|obs_0000002125|obs_0000030836|obs_0000010359|obs_0000030862|obs_0000022703|obs_0000026807|obs_0000030924|obs_0000030993|obs_0000004392|obs_0000031087|obs_0000031113|obs_0000000446|obs_0000008771|obs_0000004819|obs_0000008940|obs_0000031516|obs_0000011056|obs_0000019353|obs_0000031703|obs_0000009242|obs_0000017578|obs_0000009401|obs_0000007513|obs_0000032126|obs_0000009600|obs_0000030304|obs_0000032355|obs_0000030341|obs_0000001702|obs_0000020172|obs_0000022280|obs_0000030523,obs_0000014488|obs_0000011464|obs_0000005638
taft Haarspray -lack oder Schaumfestiger,Schwarzkopf,"€ 2,99",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/schwarzkopf-taft-haarspray-lack-oder-schaumfestiger.jpg,cat_drogerie,,ref_000184,obs_0000006211|obs_0000005455|obs_0000031033|obs_0000026585|obs_0000009996|obs_0000005646|obs_0000005084|obs_0000030227|obs_0000030241|obs_0000030608|obs_0000030623|obs_0000030879|obs_0000030379|obs_0000011057|obs_0000013624|obs_0000014661|obs_0000030451,obs_0000011466|obs_0000005455
Sensodyne Pro Schmelz oder Multi Care Zahnpasta,Keine Marke,"€ 3,29",,"1 l = 46,53 €","verschiedene Sorten Ausgenommen Proschmelz Repair., 75 ml Packung, (1 l = 46,53 €)",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/sensodyne-pro-schmelz-oder-multi-care-zahnpasta.jpg,"cat_drogerie,diet_vegetarian,tag_ultra_processed",,ref_000185,obs_0000012846|obs_0000014938|obs_0000016502|obs_0000018458|obs_0000019348|obs_0000020167|obs_0000020713|obs_0000022583|obs_0000023008|obs_0000023641|obs_0000024155|obs_0000032345,
Softis Taschentücher,Keine Marke,"€ 2,49",,Kein Mengenpreis,"super-soft, 30 x 9er Packung",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/softis-taschent-cher.jpg,"cat_drogerie,diet_vegetarian,tag_whole_food",,ref_000186,obs_0000006561|obs_0000005270|obs_0000005843|obs_0000008743|obs_0000009207|obs_0000011045|obs_0000011453|obs_0000011904|obs_0000012325|obs_0000018826|obs_0000019645|obs_0000023079|obs_0000030466|obs_0000031137,obs_0000005270|obs_0000005843|obs_0000006561
Cillit Bang Reiniger,Keine Marke,"€ 2,49",,Kein Mengenpreis,verschiedene Sorten Biozidprodukte vorsichtig verwenden. Vor Gebrauch stets Etikett und Produktinformation lesen.,Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/cillit-bang-reiniger.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000187,obs_0000003322|obs_0000010399|obs_0000011457|obs_0000012714|obs_0000014479|obs_0000016126|obs_0000016936|obs_0000018426|obs_0000022275|obs_0000022691|obs_0000023131|obs_0000024559|obs_0000025329|obs_0000025640|obs_0000026484|obs_0000029226|obs_0000030735,
Dick Durstig Haushaltstücher,Keine Marke,"€ 3,49",,Kein Mengenpreis,"2-lagig, 8 x 45 Blatt Packung",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/dick-durstig-haushaltst-cher.jpg,"cat_drogerie,diet_lactose_free,diet_vegetarian",,ref_000188,,
Purina felix Katzen-Snack,Keine Marke,"€ 0,89",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/purina-felix-katzen-snack.jpg,"cat_tiernahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000189,obs_0000013349|obs_0000014218|obs_0000016223|obs_0000017329|obs_0000023929,
Cinnamon Cubes,Keine Marke,"€ 0,99",,"1 st = 0,99 €","Hefeteiggebäck mit 27% Zimtzubereitung Abbildung ähnlich., Stück",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/cinnamon-cubes.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,ref_000190,,
Kartoffelbrot,Keine Marke,"€ 1,99",,"1 kg = 2,55 €","Abbildung ähnlich., 750 g Laib, (1 kg = 2,55 €)",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/kartoffelbrot.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",BLS-W380300,ref_000191,obs_0000006748|obs_0000005467,obs_0000005467|obs_0000006748
Toscana Brötchen,Keine Marke,"€ 0,39",,"1 st = 0,39 €","Abbildung ähnlich., Stück",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/toscana-br-tchen.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000192,obs_0000006567|obs_0000005091,obs_0000005091|obs_0000006567
Käsebrötchen,Keine Marke,"€ 0,39",,"1 st = 0,39 €","Abbildung ähnlich., Stück",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/k-sebr-tchen.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",BLS-B531000,ref_000193,obs_0000006568,obs_0000006568|obs_0000007168
Pizzatasche Arrabiata,Keine Marke,"€ 0,99",,"1 st = 0,99 €","gefüllt mit Salami und Tomaten, mit Käse bestreut Abbildung ähnlich., Stück",Nein,Gültig vom 16.03.2026 bis zum 21.03.2026.,2026-03-16,2026-03-21,images_edeka/pizzatasche-arrabiata.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000194,obs_0000005470|obs_0000014381,obs_0000005470
