Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Gut & Günstig Eisbergsalat,Keine Marke,€ 0.99,Kein vorheriger Preis,,"aus Spanien, Kl. I, Stück",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/gut-g-nstig-eisbergsalat.jpg
EDEKA Herzstücke WWF Apeel Orangen oder Clementinen,Keine Marke,€ 2.99,Kein vorheriger Preis,,"Sorte siehe Etikett, aus Spanien, Kl. I",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/edeka-herzst-cke-wwf-apeel-orangen-oder-clementinen.jpg
Gut & Günstig Rispentomaten,Keine Marke,€ 1.49,Kein vorheriger Preis,"1 kg = 1,49","aus den Niederlanden / Belgien, Kl. l, (1 kg = 1,49)",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/gut-g-nstig-rispentomaten.jpg
Gut & Günstig Speisekartoffeln,Keine Marke,€ 1.79,Kein vorheriger Preis,"1 kg = 0,57","vorwiegend festkochend, Sorte siehe Etikett, aus Deutschland, 2,5 kg Netz + 25% mehr Inhalt GRATIS, (1 kg = 0,57)",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/gut-g-nstig-speisekartoffeln.jpg
"EDEKA Herzstücke Apeel Avocado ""Hass""",Keine Marke,€ 1.99,Kein vorheriger Preis,,"aus Chile, Kl. l, Stück",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/edeka-herzst-cke-apeel-avocado-hass.jpg
3 Stück Kiwis Grün,Keine Marke,€ 1.00,Kein vorheriger Preis,,"aus Griechenland, Kl. l, 3 Stück",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/3-st-ck-kiwis-gr-n.jpg
"3 Stück Kakis ""Rojo Briliante""",Keine Marke,€ 1.00,Kein vorheriger Preis,,"aus Spanien, Kl. l, 3 Stück",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/3-st-ck-kakis-rojo-briliante.jpg
Leerdammer Käse,Keine Marke,€ 1.69,Kein vorheriger Preis,"1 kg = 10,56-16,90 €","verschiedene Sorten und Fettstufen *Nur solange der Vorrat reicht., 100-160* g Packung, (1 kg = 10,56-16,90 €)",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/leerdammer-k-se.jpg
Arla Kærgården,Keine Marke,€ 1.79,Kein vorheriger Preis,"1 kg = 8,95 €","verschiedene Sorten oder Bio ungesalzen, 200 g Becher, (1 kg = 8,95 €)",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/arla-k-rg-rden.jpg
kerrygold Original Irische Butter oder extra,Keine Marke,€ 1.99,Kein vorheriger Preis,"1 kg = 9,95/7,96 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 200/250 g Stück/Becher, (1 kg = 9,95/7,96 €)",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/kerrygold-original-irische-butter-oder-extra.jpg
Zott Sahne Joghurt,Keine Marke,€ 0.39,Kein vorheriger Preis,"1 kg = 2,79 €","verschiedene Sorten und Fettstufen, 140 g Becher, (1 kg = 2,79 €)",Nein,Gültig vom 24.11.2025 bis zum 29.11.2025,2025-11-24,2025-11-29,images_edeka/zott-sahne-joghurt.jpg
