Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Burrata,Keine Marke,"€ 1,49","€ 1,79",14.90 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_073.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Panificio Italiano Veritas Tramezzini,Keine Marke,"€ 1,99","€ 2,49",7.96 / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_074.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Antipasti,Keine Marke,"€ 3,49",,11.63 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_075.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Thunfischfilet,Keine Marke,"€ 1,79","€ 1,99",7.46 - 10.65 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_076.png,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food"
Sardellen,Keine Marke,"€ 2,22","€ 2,49",27.75 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_077.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Mozzarella,Keine Marke,"€ 0,99","€ 1,29",7.92 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_078.png,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
Guanciale,Keine Marke,"€ 2,49","€ 3,29",24.90 / kg,luftgetrocknete Schweinebacke in Streifen geschnitten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_079.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Pasta Rey 1851 Pasta,Keine Marke,"€ 1,50","€ 1,89",1.50 / kg,versch. AusformungenEinzelpreis: 1.89 (3.78 / kg),Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_080.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_whole_food"
Bertolli Olivenöl,Keine Marke,"€ 5,99","€ 7,99",11.98 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_081.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Giovanni Rana frische gefüllte Pasta,Keine Marke,"€ 3,99","€ 6,99",7.98 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_082.png,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln"
Pesto,Barilla,"€ 1,99",,9.95 - 10.47 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_083.png,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_ultra_processed"
Frutti di Mare,Keine Marke,"€ 3,29","€ 3,99",13.16 / kg,tiefgekühlt,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_084.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
italienische Käsestücke,Keine Marke,"€ 2,99",,19.93 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_085.png,"cat_tiefkuehl,diet_vegan,diet_vegetarian,sub_kaese,sub_tk_gemuese,tag_whole_food"
Hackfleisch gemischt Bolognese,Keine Marke,"€ 3,49","€ 4,99",8.73 / kg,"vom Schwein und Rind, original italienisch gewürzt",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_086.png,"cat_fleisch_wurst,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_ultra_processed"
Oryza Risotto Reis,Keine Marke,"€ 1,99","€ 2,29",3.98 / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_087.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_reis,tag_ultra_processed,tag_whole_food"
Oro di Parma Tomatenmark,Keine Marke,"€ 1,29","€ 1,99",6.45 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_088.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Condeli Lasagne,Keine Marke,"€ 3,99",,Kein Mengenpreis,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_089.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Doppio Rosso Primitivo Merlot IGT,Keine Marke,"€ 3,99","€ 4,99",5.32 / l,"Italien, Rotwein, halbtrocken",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_090.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Mascarpone,Keine Marke,"€ 1,49","€ 1,79",5.96 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_091.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_whole_food"
Italienisches Dessert,Keine Marke,"€ 1,79",,8.95 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_092.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_gemuese,tag_high_protein,tag_proteinreich,tag_whole_food"
Belli Cantuccini Mandel,Keine Marke,"€ 2,99","€ 3,79",11.96 / kg,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_093.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Baiocchi Kekse,Keine Marke,"€ 1,99","€ 2,49",11.85 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_094.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Balconi Rollino,Keine Marke,"€ 1,49",,6.71 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_095.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Coppenrath Wiese Zeit für Genuss,Keine Marke,"€ 2,49","€ 2,99",9.58 - 10.83 / kg,"tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_096.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Balconi Kuchen Dessert,Keine Marke,"€ 2,29","€ 2,99",5.73 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_097.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
TorreSanta I ro Bianco IGT,Keine Marke,"€ 3,49","€ 4,99",4.65 / l,"Italien, Apulien, Rotwein, trocken",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_098.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Italienische Limonade,Keine Marke,"€ 0,79",,2.39 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_099.png,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_tk_gemuese,tag_ultra_processed,tag_whole_food"
Leonardo Thermogläser,Keine Marke,"€ 9,99","€ 22,00",Kein Mengenpreis,spülmaschinenfest und mikrowellengeeignet Füllmenge: ca. 360 ml,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_100.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Doppio Passo Prosecco DOC,Keine Marke,"€ 5,99","€ 10,99",7.99 / l,Spumante Extra Dry,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_101.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Limoncello Di Alfino,Keine Marke,"€ 4,79","€ 5,49",9.58 / l,30% Vol.,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_102.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Coca Cola,Keine Marke,"€ 0,99","€ 1,59",0.79 / l,"teilw. koffeinhaltig, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_103.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food"
Valensina Saft oder Nektar,Keine Marke,"€ 1,79","€ 2,49",Kein Mengenpreis,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_104.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Volvic Juicy,Keine Marke,"€ 1,29","€ 1,89",Kein Mengenpreis,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_105.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Johnnie Walker Red Label,Keine Marke,"€ 10,99","€ 15,99",15.70 / l,"Blended Scotch Whisky, 40% Vol.",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_106.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Original Spiced Gold,Captain Morgan,"€ 9,99","€ 12,99",14.27 / l,35% Vol.,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_107.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_ultra_processed"
Puschkin,Keine Marke,"€ 5,99","€ 8,49",8.56 / l,"versch. Sorten 15 – 37,5 % Vol.",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_108.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Warsteiner,Keine Marke,"€ 0,79","€ 0,99",1.58 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_109.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Weißbier,Erdinger,"€ 13,99","€ 21,29",1.40 / l,Hell oder Alkoholfrei,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_110.png,"cat_getraenke,diet_vegetarian"
Scherdel Premium Pilsner,Keine Marke,"€ 11,99","€ 14,99",1.20 / l,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_111.png,cat_getraenke
Original Münchner Hell oder Alkoholfrei,Paulaner,"€ 13,99","€ 19,69",1.40 / l,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_112.png,"cat_getraenke,tag_ultra_processed"
Apfelsaft klar Apfeldirektsaft naturtrüb oder Apfel-Kirsch,Keine Marke,"€ 7,99","€ 8,99",1.33 / l,,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_113.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Residenz Quelle Natürliches Mineralwasser,Keine Marke,"€ 5,49","€ 6,99",0.46 / l,Spitzig oder Medium,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_114.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Monster Energy Drink,Keine Marke,"€ 3,99","€ 5,96",2.- / l,"taurin- & koffeinhaltig, versch. Sorten Einzelpreis: 1.49 (2.98 / l) zzgl. Pfand 0.25",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_115.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,tag_ultra_processed"
oder Fanta,Coca-Cola,"€ 8,99",,1.51 / l,"teilw. koffeinhaltig, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_116.png,"cat_getraenke,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_ultra_processed"
Pepsi oder Schwip Schwap,Keine Marke,"€ 3,99","€ 7,14",1.33 / l,"koffeinhaltig, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_117.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Donut,Keine Marke,"€ 2,22",,5.44 - 7.55 / kg,versch. Sorten Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_118.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Bio Dinkelbrot,Keine Marke,"€ 1,49","€ 1,79",5.96 / kg,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_119.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Geflügelrolle,Keine Marke,"€ 2,58","€ 3,87",Kein Mengenpreis,Einzelpreis: 1.29  Geflügelrolle GRATIS! Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_120.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_wurst,tag_ultra_processed,tag_whole_food"
Käse-Schinken-Croissant,Keine Marke,"€ 0,69","€ 0,79",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_121.png,"cat_fleisch_wurst,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed"
Weizenmischbrot,Keine Marke,"€ 1,49","€ 1,85",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_122.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Vanillestange,Keine Marke,"€ 0,69","€ 0,79",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_123.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_whole_food"
Quarktasche,Keine Marke,"€ 0,69","€ 0,99",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_124.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_whole_food"
Käse-Laugen Breze,Keine Marke,"€ 0,89","€ 0,99",Kein Mengenpreis,Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_125.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,tag_ultra_processed,tag_whole_food"
Thermoschüssel-Set,Keine Marke,"€ 9,99","€ 29,99",Kein Mengenpreis,"mit Edelstahleinsatz und praktischem Dreh-Deckel, hält Speisen bis zu 4 Stunden warm/kalt Füllmengen: ca. 550 ml, 800 ml & 1300 ml",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_126.png,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Doppelkammer-Heißluftfritteuse,Keine Marke,"€ 79,99","€ 149,99",Kein Mengenpreis,"2 unabhängige Garzonen, 10 voreingestellte Programme, Touch-Display , 60-Minuten- Timer- & Warmhaltefunktion, 7 Liter Volumen (2 x 3,5 l), max. 2400 W",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_127.png,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Frischhaltedosen Set XXL,Keine Marke,"€ 9,99","€ 24,99",Kein Mengenpreis,"je 2 x 170 ml, 300 ml, 615 ml, 1025 ml, 1800 ml, 2900 ml & 5000 ml, gefrier- & spülmaschinengeeignet platzsparend ineinander stapelbar",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_128.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Backpapier Schalen,Keine Marke,"€ 6,99","€ 14,99",Kein Mengenpreis,"für Garkörbe mit 3 – 5 l, öl-, wasser- und hitzebeständig bis 220° C Maße: ca. 22 x 14 cm",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_129.png,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Glas-Wasserkocher,Keine Marke,"€ 15,99","€ 29,99",Kein Mengenpreis,"1,8 Liter Fassungsvermögen, max. 1.800 W, mit Abschaltautomatik",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_130.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Sandwich-Maker,Keine Marke,"€ 9,99","€ 19,99",Kein Mengenpreis,"toastet & halbiert 2 Sandwiches gleichzeitig – für 4 Portionen, Leistung: max. 750 W",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_131.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
Silikon-Backform für Heißluftfritteusen,Keine Marke,"€ 9,99","€ 19,99",Kein Mengenpreis,"hitzebeständig bis 230°C und spülmaschinenfest, rund, quadratisch oder eckig",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_132.png,"cat_non_food,diet_vegetarian"
Smartwaxx Wachs-Sticks,Keine Marke,"€ 7,99","€ 19,99",Kein Mengenpreis,"Nasen- & Ohrenhaare effektiv entfernen, mit hautpflegenden Inhaltsstoffen wie z.B. Aloe Vera & Shea Butter",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_133.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Pflanzturm,Keine Marke,"€ 9,99",,Kein Mengenpreis,"mit durchlässigem Boden für einfache Bewässerung und Schutz vor Staunässe, aus hochwertigem Kunststoff, UV- und witterungsbeständig, 12 seitliche Pflanzvertiefungen für die Bepflanzung auf mehreren Ebenen Maße: ca. 43 x 43 x 60,5 cm",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_134.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Hochbeet,Keine Marke,"€ 19,99",,Kein Mengenpreis,"aus robustem Kunststoffmaterial, leicht zu reinigen, UV- und witterungsbeständig, inkl. lichtdurchlässiger Abdeckhaube Fassungsvermögen: ca. 48 Liter Maße mit Beinen: 76 x 38 x 79 cm Maße ohne Beine: 76 x 38 x 25,5 cm",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_135.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Zuchtgarten Erdbeere,Keine Marke,"€ 4,99",,Kein Mengenpreis,"nachhaltig recycelter Anbautopf, gebrauchsfertiger Innenanbau, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_136.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Hochbeetdünger,Keine Marke,"€ 3,99",,2.- / kg,"Naturdünger aus rein natürlichen organischen Rohstoffen, ausgewogene Nährstoffkombination, optimal auf die Bedürfnisse von Kräutern und Gemüse abgestimmt",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_137.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Seramis Zimmerpflanzen Granulat oder Vitalnahrung,Keine Marke,"€ 3,99","€ 5,99",1.60 / l,"Vitalnahrung Orchideen: für eine lang anhaltende Blütenpracht, 0,2 Liter (19.95 / l)Spezial-Substrat Orchideen: Tonkörnchen, hochwertige Pinienrinde sowie Spurenelemente, 2,5 Liter (1,60 / l) Spezial-Substrat Kakteen-Sukkulenten: ideal für Kakteen & Sukkulenten, 2,5 Liter (1,60 / l)Vitalnahrung Grünpflanzen und Palmen: für ein kräftiges und gesundes Wachstum, 0,2 Liter (19.95/ l)Spezial-Substrat Zimmerpflanze: für eine hohe Wasser und Nährstoffspeicherung, 2,5 Liter (1,60 / l)",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_138.png,"cat_tiernahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
LED Solar Häuschen,Keine Marke,"€ 7,99",,Kein Mengenpreis,"solarbetrieben, Leuchtdauer bis zu 8 Stunden, witterungsbeständigHöhe ca. 15 cm, Höhe inkl. Erdspieß ca. 30 cm",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_139.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Solar Windspiel,Keine Marke,"€ 5,99",,Kein Mengenpreis,"6 LEDs, mit Farbwechselfunktion, mit Solarpanel und Einschaltautomatik Maße ca. 90 cm",Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_140.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Metall Dekostecker,Keine Marke,"€ 2,99",,Kein Mengenpreis,mit dekorativen Zierornamentenca. 14 cm inkl. Erdspieß: ca. 56 cm,Nein,"Wochenangebote gültig von Montag, 09.03.26 - Samstag, 14.03.26",09.03.26,14.03.26,images_netto/netto_offer_141.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
