Produkt,Preis,Preis_kg,Hinweis,Gueltig_von,Gueltig_bis,Bildpfad
"Divino Franken Scheurebe, Silvaner oder Rotling",€ 3.99,"1 l = 5,32 €","aus Franken, 0,75 Liter Flasche, (1 l = 5,32 €)",2026-02-23,2026-02-28,images_edeka/divino-franken-scheurebe-silvaner-oder-rotling.jpg
Metaxa 5 Stern,€ 10.99,"1 l = 15,70 €","griechische Spirituose oder Ouzo, 38/40 % Vol., 0,7 Liter Flasche, (1 l = 15,70 €)",2026-02-23,2026-02-28,images_edeka/metaxa-5-stern.jpg
Weingenuss Wein,€ 1.79,"1 l = 2,39 €","aus Italien, verschiedene Sorten Ausgenommen Merlot Veneto, Chianti und Soave trocken., 0,75 Liter Flasche, (1 l = 2,39 €)",2026-02-23,2026-02-28,images_edeka/weingenuss-wein.jpg
Ballantine’s Finest Blended Scotch Whisky,€ 10.99,"1 l = 15,70 €","40 % Vol., 0,7 Liter Flasche, (1 l = 15,70 €)",2026-02-23,2026-02-28,images_edeka/ballantine-s-finest-blended-scotch-whisky.jpg
Puschkin Vodka oder Vodka-Mix,€ 5.99,"1 l = 8,56 €","Nuts & Nougat, 17,5/37,5 % Vol., 0,7 Liter Flasche, (1 l = 8,56 €)",2026-02-23,2026-02-28,images_edeka/puschkin-vodka-oder-vodka-mix.jpg
Rebenthaler Tafelwein,€ 1.00,"1 l = 1,00 €","verschiedene Sorten, 1 Liter Packung, (1 l = 1,00 €)",2026-02-23,2026-02-28,images_edeka/rebenthaler-tafelwein.jpg
Tauberfranken Wein,€ 2.00,"1 l = 2,67 €","verschiedene Sorten, 0,75 Liter Flasche, (1 l = 2,67 €)",2026-02-23,2026-02-28,images_edeka/tauberfranken-wein.jpg
Valdo Prosecco D.O.C.,€ 7.99,"1 l = 10,65 €","verschiedene Sorten oder Bio Prosecco D.O.C., aus Italien, 0,75 Liter Flasche, (1 l = 10,65 €)",2026-02-23,2026-02-28,images_edeka/valdo-prosecco-d-o-c.jpg
Pircher Edelbrand,€ 14.99,"1 l = 21,41 €","verschiedene Sorten, 30/40 % Vol., 0,7 Liter Flasche, (1 l = 21,41 €)",2026-02-23,2026-02-28,images_edeka/pircher-edelbrand.jpg
Active O²,€ 1.00,"1 l = 1,33 €","verschiedene Sorten, 0,75 Liter Flasche + 0,25 Pfand, (1 l = 1,33 €)",2026-02-23,2026-02-28,images_edeka/active-o.jpg
EDEKA Herzstücke natürliches Mineralwasser,€ 2.00,"1 l = 0,22 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 6 x 1,5 Liter Packung + 1,50 Pfand, (1 l = 0,22 €)",2026-02-23,2026-02-28,images_edeka/edeka-herzst-cke-nat-rliches-mineralwasser.jpg
albi Saft oder Nektar,€ 1.00,"1 l = 1,33 €","verschiedene Sorten, 0,75 Liter Flasche + 0,25 Pfand, (1 l = 1,33 €)",2026-02-23,2026-02-28,images_edeka/albi-saft-oder-nektar.jpg
Warsteiner Pilsener,€ 0.79,"1 l = 1,58 €","0,5 Liter Dose + 0,25 Pfand, (1 l = 1,58 €)",2026-02-23,2026-02-28,images_edeka/warsteiner-pilsener.jpg
Gut & Günstig Smoothie,€ 1.00,"1 l = 4,00 €","verschiedene Sorten, 250 ml Flasche + 0,25 Pfand, (1 l = 4,00 €)",2026-02-23,2026-02-28,images_edeka/gut-g-nstig-smoothie.jpg
Desperados flavoured Beer,€ 5.99,"1 l = 4,54 €","verschiedene Sorten, 4 x 0,33 Liter Packung + 0,32 Pfand, (1 l = 4,54 €)",2026-02-23,2026-02-28,images_edeka/desperados-flavoured-beer.jpg
Maisel's Weisse,€ 14.99,"1 l = 1,50 €","verschiedene Sorten, 20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,50 €)",2026-02-23,2026-02-28,images_edeka/maisel-s-weisse.jpg
Köstritzer Schwarzbier,€ 12.99,"1 l = 1,30 €","*Nur solange der Vorrat reicht., 20 x 0,5 Liter Kasten + 3,10 Pfand + GRATIS Köstritzer Kofferraumbox*, (1 l = 1,30 €)",2026-02-23,2026-02-28,images_edeka/k-stritzer-schwarzbier.jpg
Ritter Sport Bunte Vielfalt Schokolade,€ 1.29,"1 kg = 12,90 €","verschiedene Sorten, 100 g Tafel, (1 kg = 12,90 €)",2026-02-23,2026-02-28,images_edeka/ritter-sport-bunte-vielfalt-schokolade.jpg
Trolli Fruchtgummi,€ 0.79,"1 kg = 5,27 €","verschiedene Sorten, 150 g Packung, (1 kg = 5,27 €)",2026-02-23,2026-02-28,images_edeka/trolli-fruchtgummi.jpg
Storck Toffifee,€ 1.00,"1 kg = 8,00 €","verschiedene Sorten, 15er, 125 g Packung, (1 kg = 8,00 €)",2026-02-23,2026-02-28,images_edeka/storck-toffifee.jpg
funny-frisch Chipsfrisch,€ 2.00,"1 kg = 9,30 €","verschiedene Sorten, 215 g Packung, (1 kg = 9,30 €)",2026-02-23,2026-02-28,images_edeka/funny-frisch-chipsfrisch.jpg
funny-frisch Pom-Bär oder Chipsfrisch,€ 2.00,,"verschiedene Sorten, 4er",2026-02-23,2026-02-28,images_edeka/funny-frisch-pom-b-r-oder-chipsfrisch.jpg
EDEKA Herzstücke Gelee Früchte,€ 1.49,"1 kg = 5,96 €","verschiedene Sorten, Pfefferminz Taler, Orangetten oder Fruchtmischung, 250 g Packung, (1 kg = 5,96 €)",2026-02-23,2026-02-28,images_edeka/edeka-herzst-cke-gelee-fr-chte.jpg
Ferrero duplo,€ 2.49,"1 kg = 12,45 €","verschiedene Sorten, 10er + 1 GRATIS Nur solange der Vorrat reicht., 200,2 g Packung, (1 kg = 12,45 €)",2026-02-23,2026-02-28,images_edeka/ferrero-duplo.jpg
Ferrero hanuta,€ 2.49,"1 kg = 10,29 €","10er + 1 GRATIS Nur solange der Vorrat reicht., 242 g Packung, (1 kg = 10,29 €)",2026-02-23,2026-02-28,images_edeka/ferrero-hanuta.jpg
Twix oder Balisto,€ 2.00,,"verschiedene Sorten, 5/8er",2026-02-23,2026-02-28,images_edeka/twix-oder-balisto.jpg
Lays Bugles oder Doritos,€ 1.00,,verschiedene Sorten,2026-02-23,2026-02-28,images_edeka/lays-bugles-oder-doritos.jpg
kinder Riegel,€ 2.49,"1 kg = 10,78 €","10er + 1 GRATIS Nur solange der Vorrat reicht., 231 g Packung, (1 kg = 10,78 €)",2026-02-23,2026-02-28,images_edeka/kinder-riegel.jpg
Tuc Cracker,€ 1.00,"1 kg = 10,00 €","verschiedene Sorten, 100 g Packung, (1 kg = 10,00 €)",2026-02-23,2026-02-28,images_edeka/tuc-cracker.jpg
"funny-frisch Chitos, Cornados",€ 1.00,,"verschiedene Sorten, Jumpys, Ringli, Zwiebli Ringe, Paprika Ecken oder Frit-Sticks",2026-02-23,2026-02-28,images_edeka/funny-frisch-chitos-cornados.jpg
L`amour Dubai Style Milchschokolade,€ 2.49,"1 kg = 24,90 €","verschiedene Sorten Nur solange der Vorrat reicht., 100 g Tafel, (1 kg = 24,90 €)",2026-02-23,2026-02-28,images_edeka/l-amour-dubai-style-milchschokolade.jpg
Perwoll Feinwaschmittel,€ 4.99,"1 WL = 0,18 €","verschiedene Sorten, 27 WL Flasche, (1 WL = 0,18 €)",2026-02-23,2026-02-28,images_edeka/perwoll-feinwaschmittel.jpg
Softlan Weichspüler,€ 1.00,,verschiedene Sorten,2026-02-23,2026-02-28,images_edeka/softlan-weichsp-ler.jpg
Regina Haushaltstücher mit Herzen,€ 2.00,,"3-lagig, 4 x 43 Blatt Packung",2026-02-23,2026-02-28,images_edeka/regina-haushaltst-cher-mit-herzen.jpg
Nivea Shampoo,€ 2.49,,verschiedene Sorten oder Spülung,2026-02-23,2026-02-28,images_edeka/nivea-shampoo.jpg
8 x 4 Deospray,€ 2.00,"1 l = 13,33 €","verschiedene Sorten, 150 ml Dose, (1 l = 13,33 €)",2026-02-23,2026-02-28,images_edeka/8-x-4-deospray.jpg
Hakle Toilettenpapier,€ 2.00,,"verschiedene Sorten, 3-lagig, 8 x 150 Blatt Packung",2026-02-23,2026-02-28,images_edeka/hakle-toilettenpapier.jpg
Palmolive Flüssigseife,€ 1.00,"1 l = 3,33 €","verschiedene Sorten, 300 ml Spender, (1 l = 3,33 €)",2026-02-23,2026-02-28,images_edeka/palmolive-fl-ssigseife.jpg
Signal Zahncreme,€ 1.00,"1 l = 8,00 €","verschiedene Sorten, 125 ml XXL Tube, (1 l = 8,00 €)",2026-02-23,2026-02-28,images_edeka/signal-zahncreme.jpg
Dove body love Lotion,€ 3.49,"1 l = 8,73 €","verschiedene Sorten oder Milk, 400 ml Flasche, (1 l = 8,73 €)",2026-02-23,2026-02-28,images_edeka/dove-body-love-lotion.jpg
syoss Haarspray oder Schaumfestiger,€ 4.49,,verschiedene Sorten,2026-02-23,2026-02-28,images_edeka/syoss-haarspray-oder-schaumfestiger.jpg
Frosch WC-Reiniger,€ 2.00,"1 l = 2,67 €","verschiedene Sorten, 750 ml Flasche, (1 l = 2,67 €)",2026-02-23,2026-02-28,images_edeka/frosch-wc-reiniger.jpg
Bref Power Reiniger,€ 2.00,"1 l = 2,67 €","verschiedene Sorten, 750 ml Flasche, (1 l = 2,67 €)",2026-02-23,2026-02-28,images_edeka/bref-power-reiniger.jpg
Der General Allzweckreiniger,€ 1.59,"1 l = 2,12 €","verschiedene Sorten, 750 ml Flasche, (1 l = 2,12 €)",2026-02-23,2026-02-28,images_edeka/der-general-allzweckreiniger.jpg
Original Dr.Beckmann Kühlschrank Hygiene-Reiniger,€ 2.69,"1 l = 10,76 €","Mit Bio-Alkohol & Soda, 250 ml Sprühflasche, (1 l = 10,76 €)",2026-02-23,2026-02-28,images_edeka/original-dr-beckmann-k-hlschrank-hygiene-reiniger.jpg
"Viss Kraft & Glanz Bad & Dusche, Glas & Flächen oder Multi-Flächen-Reiniger",€ 2.22,"1 l = 2,96 €","Biozidprodukte vorsichtig verwenden. Vor Gebrauch stets Etikett und Produktinformation lesen., 750 ml Sprühflasche, (1 l = 2,96 €)",2026-02-23,2026-02-28,images_edeka/viss-kraft-glanz-bad-dusche-glas-fl-chen-oder-multi-fl-chen-reiniger.jpg
Viss Scheuermilch,€ 1.59,"1 l = 3,18 €","verschiedene Sorten, 500 ml Flasche, (1 l = 3,18 €)",2026-02-23,2026-02-28,images_edeka/viss-scheuermilch.jpg
L'Oréal Paris Men Expert Duschgel,€ 1.79,"1 l = 7,16 €","verschiedene Sorten, 250 ml Flasche, (1 l = 7,16 €)",2026-02-23,2026-02-28,images_edeka/l-or-al-paris-men-expert-duschgel.jpg
Sheba Katzennahrung,€ 0.49,"1 kg = 5,76 €","verschiedene Sorten, 85 g Schale/Packung, (1 kg = 5,76 €)",2026-02-23,2026-02-28,images_edeka/sheba-katzennahrung.jpg
Purina Adventuros Hunde-Snacks,€ 1.00,,verschiedene Sorten,2026-02-23,2026-02-28,images_edeka/purina-adventuros-hunde-snacks.jpg
Purina felix doppelt lecker Katzentrockennahrung,€ 2.79,"1 kg = 3,49 €","verschiedene Sorten, 800 g Packung, (1 kg = 3,49 €)",2026-02-23,2026-02-28,images_edeka/purina-felix-doppelt-lecker-katzentrockennahrung.jpg
Purina felix Soup Katzennahrung,€ 1.79,"1 kg = 6,22 €","verschiedene Sorten, 6er, 288 g Packung, (1 kg = 6,22 €)",2026-02-23,2026-02-28,images_edeka/purina-felix-soup-katzennahrung.jpg
Bauernbrot,€ 1.29,"1 kg = 2,48 €","Roggenmischbrot mit 40 % Roggenmehl Abbildung ähnlich., 500 g Laib, (1 kg = 2,48 €)",2026-02-23,2026-02-28,images_edeka/bauernbrot.jpg
Karottensemmel,€ 0.45,,"Weizenbrötchen mit 11 % Karottenstreifen Abbildung ähnlich., Stück",2026-02-23,2026-02-28,images_edeka/karottensemmel.jpg
Laugenecke,€ 0.49,,"Abbildung ähnlich., Stück",2026-02-23,2026-02-28,images_edeka/laugenecke.jpg
Spinat-Käse-Schiffchen,€ 0.89,,"Plunderteigtasche mit Spinat- und käsehaltiger Füllung, bestreut mit geriebenem Gouda Abbildung ähnlich., Stück",2026-02-23,2026-02-28,images_edeka/spinat-k-se-schiffchen.jpg
Vanillestange,€ 0.59,,"Blätterteig mit Vanillecreme gefüllt Abbildung ähnlich., Stück",2026-02-23,2026-02-28,images_edeka/vanillestange.jpg
