Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Kerrygold extra,Keine Marke,"€ 3,29",Kein vorheriger Preis,"1 kg = 8,23","versch. Sorten, je 400-g-Becher",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_028.jpg,bamberg
Rana Pasta,Keine Marke,"€ 2,79",Kein vorheriger Preis,"1 kg = 11,16","versch. Sorten, je 250-g-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_029.jpg,bamberg
Rougette Ofenkäse fein-würzig,Keine Marke,"€ 2,49",Kein vorheriger Preis,"1 kg = 13,83","Weichkäse, 60% Fett i.Tr., je 180-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_030.jpg,bamberg
Cheestrings Original,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 24,88",je 4 x 20-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_031.jpg,bamberg
Krone Räucher-Lachs,Keine Marke,"€ 4,19",Kein vorheriger Preis,"1 kg = 27,93",je 150-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_032.jpg,bamberg
Ponnath Delikatess Prosciutto Cotto,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 13,27",je 150-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_033.jpg,bamberg
Käserei Champignon Rahm Camembert,Keine Marke,"€ 1,89",Kein vorheriger Preis,"1 kg = 15,12","Weichkäse, je 125-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_034.jpg,bamberg
Lätta Original,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 2,98",je 450-g-Becher,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_035.jpg,bamberg
Müller Milch Reis,Keine Marke,"€ 0,49",Kein vorheriger Preis,"1 kg = 2,45","Zimt, je 200-g-Becher",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_036.jpg,bamberg
Garden Gourmet Sensational Burger,Keine Marke,"€ 2,49",Kein vorheriger Preis,"1 kg = 11,02","2 Stück, je 226-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_037.jpg,bamberg
Fol Epi Classic,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 9,93","frz. Schnittkäse, je 150-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_027.jpg,bamberg
Danone Fruchtzwerge,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 4,97","versch. Sorten, je 6 x 50-g-Becher",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_038.jpg,bamberg
Simply V Pizza,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 11,06","gerieben, je 180-g-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_040.jpg,bamberg
Exquisa Fitline Protein oder Milder Skyr,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 3,73",je 400-g-Becher,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_041.jpg,bamberg
Nadler Heringsfilets,Keine Marke,"€ 2,29",Kein vorheriger Preis,"1 kg = 5,20","versch. Sorten, je 440-g-Becher",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_042.jpg,bamberg
Gutfried Roast Chicken,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 14,90","herzhaft gegart, mit feinem Bratenrand, je 100-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_043.jpg,bamberg
Becel Pro Activ Halbfettmargarine,Keine Marke,"€ 2,29",Kein vorheriger Preis,"1 kg = 10,18",je 225-g-Becher,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_044.jpg,bamberg
Andros So Good - so Veggie,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 4,26","aus Kokosmilch, versch. Sorten, je 350-g-Becher",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_045.jpg,bamberg
Campofrio Serrano Schinken,Keine Marke,"€ 1,69",Kein vorheriger Preis,"1 kg = 21,13",je 80-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_046.jpg,bamberg
REWE Regional Frisches Hähnchen-Innenbrustfilet,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 12,69",je 350-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_047.jpg,bamberg
Rindersteakhüfte,Keine Marke,"€ 2,99",Kein vorheriger Preis,Kein Mengenpreis,"am Stück oder in Scheiben, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_048.jpg,bamberg
Ostermeier GQB Strohschwein Domschinken,Keine Marke,"€ 1,79",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_049.jpg,bamberg
Müller Kalinka Kefir,Keine Marke,"€ 0,89",Kein vorheriger Preis,"1 kg = 1,78","je 500-g-Fl, zzgl. 0,25 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_039.jpg,bamberg
Schiller GQB Strohschwein Salami light,Keine Marke,"€ 2,19",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_050.jpg,bamberg
Philadelphia,Keine Marke,"€ 1,11",Kein vorheriger Preis,"1 kg = 5,69","Natur, je 195-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_026.jpg,bamberg
Saint Andr,Keine Marke,"€ 1,79",Kein vorheriger Preis,Kein Mengenpreis,"frz. Weichkäse, mind. 75% Fett i.Tr., je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_024.jpg,bamberg
Kernlose Tafeltrauben,Keine Marke,"€ 4,99",Kein vorheriger Preis,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1 kg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_002.jpg,bamberg
Avocado,Keine Marke,"€ 0,99",Kein vorheriger Preis,Kein Mengenpreis,"»Hass«, Ursprung: siehe Etikett, Kl. I, je St",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_003.jpg,bamberg
Bio Zitronen,Keine Marke,"€ 1,11",Kein vorheriger Preis,"1 kg = 2,22","Sorte: siehe Etikett, Kl. I, je 500-g-Netz",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_004.jpg,bamberg
Bio Feldsalat,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 11,90","Kl. II, je 100-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_005.jpg,bamberg
Römersalat Extra fein,Keine Marke,"€ 1,79",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je 4-St.-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_006.jpg,bamberg
Himbeeren,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 14,32","Kl. I, je 125-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_007.jpg,bamberg
Bio Pastinaken,Keine Marke,"€ 1,39",Kein vorheriger Preis,"1 kg = 4,63","Kl. II, je 300-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_008.jpg,bamberg
Mini Cherry Rispentomaten,Keine Marke,"€ 2,49",Kein vorheriger Preis,"1 kg = 12,45","»Delizioso«, Kl. I, je 200-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_009.jpg,bamberg
Kohlrabi,Keine Marke,"€ 0,55",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je St",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_010.jpg,bamberg
Orangen,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 1,00","Sorte: siehe Etikett, Kl. I, je 2-kg-Netz",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_011.jpg,bamberg
Rügenwalder Vegane Mühlen Cordon bleu,Keine Marke,"€ 2,49",Kein vorheriger Preis,"1 kg = 12,45",je 2 x 100-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_025.jpg,bamberg
Rote Tafeläpfel,Keine Marke,"€ 2,22",Kein vorheriger Preis,"1 kg = 1,11","Sorte: siehe Etikett, Kl. I, je 2-kg-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_012.jpg,bamberg
Bio Ingwer,Keine Marke,"€ 0,59",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_014.jpg,bamberg
Litschis,Keine Marke,"€ 0,45",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_015.jpg,bamberg
Bananen,Keine Marke,"€ 1,79",Kein vorheriger Preis,Kein Mengenpreis,"Ursprung: siehe Etikett, je 1 kg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_016.jpg,bamberg
Iglo Chicken Stripes,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 kg = 13,59","tiefgefroren, je 220-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_102.jpg,bamberg
Heidelbeeren,Keine Marke,"€ 3,89",Kein vorheriger Preis,"1 kg = 7,78","Kl. I, je 500-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_018.jpg,bamberg
Kaiserschoten,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 9,95","Kl. I, je 200-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_019.jpg,bamberg
Radieschen,Keine Marke,"€ 0,55",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je Bund",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_020.jpg,bamberg
Aoste Französischer Hinterschinken Le Jamby,Keine Marke,"€ 1,49",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_021.jpg,bamberg
Höhenrainer Putenbrust,Keine Marke,"€ 1,59",Kein vorheriger Preis,Kein Mengenpreis,"mit Paprika, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_022.jpg,bamberg
Südtiroler Merano Speck g g A,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_023.jpg,bamberg
Braune Champignons,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 5,96","Kl. I, je 250-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_013.jpg,bamberg
Aoste Frz Baguette- oder Ring-Salami,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_051.jpg,bamberg
Mandarinen,Keine Marke,"€ 2,99",Kein vorheriger Preis,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1 kg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_017.jpg,bamberg
Steinsalzkäse,Keine Marke,"€ 2,29",Kein vorheriger Preis,Kein Mengenpreis,"österr. Schnittkäse, mind. 45% Fett i.Tr., je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_053.jpg,bamberg
Rügenwalder Vegane Mühlen Schnitzel,Keine Marke,"€ 2,49",Kein vorheriger Preis,"1 kg = 13,83",je 2 x 90-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_079.jpg,bamberg
Simply V Streichzart Natur,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 13,27",je 150-g-Becher,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_080.jpg,bamberg
REWE Beste Wahl veganer Aufschnitt,Keine Marke,"€ 0,79",Kein vorheriger Preis,"1 kg = 7,90","versch. Sorten, je 100-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_081.jpg,bamberg
REWE Bio vegan Räuchertofu Mandel-Sesam,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 8,95",je 200-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_082.jpg,bamberg
Garden Gourmet Vegetarische Filetstreifen,Keine Marke,"€ 2,49",Kein vorheriger Preis,"1 kg = 14,23",je 175-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_083.jpg,bamberg
YFood Trinkmahlzeit,Keine Marke,"€ 3,29",Kein vorheriger Preis,"1 l = 6,58","versch. Sorten, teilw. koffeinhaltig, je 500-ml-Fl, zzgl. 0,25 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_084.jpg,bamberg
Meica Curry King,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 8,14","versch. Sorten, je 220-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_085.jpg,bamberg
Popp Kartoffel- oder Coleslaw-Salat,Keine Marke,"€ 1,89",Kein vorheriger Preis,"1 kg = 4,73",je 400-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_086.jpg,bamberg
Florette Salat Fein Pikant,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 12,79",je 140-g-Btl,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_087.jpg,bamberg
Obstsalat Classic,Keine Marke,"€ 3,99",Kein vorheriger Preis,"1 kg = 7,98",je 500-g-Schale,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_088.jpg,bamberg
Neuburger,Keine Marke,"€ 1,79",Kein vorheriger Preis,Kein Mengenpreis,"österreichische Spezialität, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_078.jpg,bamberg
Shot,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 l = 19,83","versch. Sorten, je 60-ml-Fl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_089.jpg,bamberg
Langnese Cremissimo Bourbon Vanille,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 l = 1,99",je 900-ml-Becher,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_091.jpg,bamberg
Gustavo Gusto Pizza Amore Napoli Salame,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 kg = 9,49","tiefgefroren, je 315-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_092.jpg,bamberg
Coppenrath Wiese Sahne Rolle,Keine Marke,"€ 2,59",Kein vorheriger Preis,"1 kg = 7,40","versch. Sorten, tiefgefroren, je 350-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_094.jpg,bamberg
Iglo Rahm-Spinat,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 2,65","tiefgefroren, je 750-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_095.jpg,bamberg
McCain Golden Longs,Keine Marke,"€ 1,59",Kein vorheriger Preis,"1 kg = 2,65","tiefgefroren, je 600-g-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_096.jpg,bamberg
Iglo Chicken Nuggets,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 kg = 11,96","versch. Sorten, tiefgefroren, je 250-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_097.jpg,bamberg
Dovgan Plombir Eiscreme Vanille,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 l = 3,83",je 6 x 130-ml-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_098.jpg,bamberg
Langnese Cremissimo Haselnuss Vanilla Schokolade Eiscreme,Keine Marke,"€ 1,79",Kein vorheriger Preis,Kein Mengenpreis,je 1000-ml-Becher,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_099.jpg,bamberg
McCain Chef Frites,Keine Marke,"€ 1,59",Kein vorheriger Preis,"1 kg = 2,12","tiefgefroren, je 750-g-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_100.jpg,bamberg
Kasseler Lachs,Keine Marke,"€ 8,80",Kein vorheriger Preis,"1 kg = 11,00","am Stück, je 800-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_052.jpg,bamberg
Florette Winter Genuss,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 17,90",je 100-g-Btl,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_090.jpg,bamberg
Bauer Butterkäse,Keine Marke,"€ 0,89",Kein vorheriger Preis,Kein Mengenpreis,"halbf. Schnittkäse, 45% Fett i.Tr., je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_077.jpg,bamberg
Frosta Rahm Geschnetzeltes,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 5,31","tiefgefroren, je 375-g-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_093.jpg,bamberg
Metten Salami-Aufschnitt Spezial,Keine Marke,"€ 1,49",Kein vorheriger Preis,Kein Mengenpreis,"versch. Sorten, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_075.jpg,bamberg
Butcher s Angus Irish Beef oder Beef Rindfleisch Burger Patties,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 19,30",je 230-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_054.jpg,bamberg
Philadelphia Cottage Cheese,Keine Marke,"€ 1,11",Kein vorheriger Preis,"1 kg = 5,55",je 200-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_076.jpg,bamberg
Chicken Nuggets,Keine Marke,"€ 6,99",Kein vorheriger Preis,Kein Mengenpreis,je 1000-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_055.jpg,bamberg
REWE Regional Frisches Puten-Geschnetzeltes,Keine Marke,"€ 5,55",Kein vorheriger Preis,"1 kg = 13,88",je 400-g-Pckg,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_056.jpg,bamberg
REWE Regional Frische Hähnchen-Oberschenkel,Keine Marke,"€ 3,29",Kein vorheriger Preis,"1 kg = 5,48","Hkl. A, je 600-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_057.jpg,bamberg
REWE Regional Gulasch gemischt,Keine Marke,"€ 6,66",Kein vorheriger Preis,"1 kg = 13,32","vom Schwein und Rind, je 500-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_059.jpg,bamberg
Rinder-Markknochen,Keine Marke,"€ 4,49",Kein vorheriger Preis,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_060.jpg,bamberg
Strohschweinbauch,Keine Marke,"€ 0,88",Kein vorheriger Preis,Kein Mengenpreis,"ohne Knochen, am Stück oder in Scheiben, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_061.jpg,bamberg
Cordon Bleu,Keine Marke,"€ 1,11",Kein vorheriger Preis,Kein Mengenpreis,"vom Schwein, paniert,  gefüllt mit Käse und Schinken, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_062.jpg,bamberg
Kalbs-Schnitzel Braten oder Gulasch,Keine Marke,"€ 2,29",Kein vorheriger Preis,Kein Mengenpreis,"aus der Keule, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_063.jpg,bamberg
Rinderbraten oder -Gulasch,Keine Marke,"€ 1,69",Kein vorheriger Preis,Kein Mengenpreis,"Aus dem Hals oder Rindersternrose, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_064.jpg,bamberg
Butcher s Angus XXL Irish Beef Burger Patties,Keine Marke,"€ 11,99",Kein vorheriger Preis,"1 kg = 14,99","feinstes irisches Rindfleisch, je 800-g-Pckg",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_058.jpg,bamberg
Frisches Maishähnchen-brustfilet,Keine Marke,"€ 1,69",Kein vorheriger Preis,Kein Mengenpreis,100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_066.jpg,bamberg
Schiller GQB Strohschwein Schwarzgeräuchertes,Keine Marke,"€ 1,89",Kein vorheriger Preis,Kein Mengenpreis,"roh, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_067.jpg,bamberg
Goldsteig Emmentaler,Keine Marke,"€ 0,99",Kein vorheriger Preis,Kein Mengenpreis,"45% Fett i.Tr, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_068.jpg,bamberg
1 2 Scharfe Anna oder Anton,Keine Marke,"€ 2,49",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_069.jpg,bamberg
Wasner Pikante Käsebierwurst,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_070.jpg,bamberg
Münchner Wurstsalat,Keine Marke,"€ 1,29",Kein vorheriger Preis,Kein Mengenpreis,je 100 g,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_071.jpg,bamberg
Metten Hähnchen in Aspik,Keine Marke,"€ 1,39",Kein vorheriger Preis,Kein Mengenpreis,"mit Frucht, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_072.jpg,bamberg
Müller Grießpudding,Keine Marke,"€ 0,49",Kein vorheriger Preis,"1 kg = 3,06","Himbeere, je 160-g-Becher",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_074.jpg,bamberg
Lammhüfte,Keine Marke,"€ 2,69",Kein vorheriger Preis,Kein Mengenpreis,"natur oder mariniert, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_065.jpg,bamberg
Meisterschinken,Keine Marke,"€ 1,49",Kein vorheriger Preis,Kein Mengenpreis,"gegart, je 100 g",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/bamberg_offer_073.jpg,bamberg
Weißkohl,Keine Marke,"€ 0,99",Kein vorheriger Preis,"1 kg = 3,30","geschnitten, je 300-g-Btl",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_077.jpg,immenstaad
Obstsalat Exotic,Keine Marke,"€ 4,49",Kein vorheriger Preis,"1 kg = 8,98",je 500-g-Schale,Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_078.jpg,immenstaad
Turmbräu Premium Pils,Keine Marke,"€ 0,49",Kein vorheriger Preis,"1 l = 0,98","je 0,5-l-Dose, zzgl. 0,25 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_125.jpg,immenstaad
Warsteiner Pilsener,Keine Marke,"€ 3,99",Kein vorheriger Preis,"1 l = 2,02","versch. Sorten, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_124.jpg,immenstaad
Desperados Beer,Keine Marke,"€ 4,99",Kein vorheriger Preis,"1 l = 3,78","versch. Sorten, je 4 x 0,33-l-Fl.-Pckg, zzgl. 0,32 Pfand",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_122.jpg,immenstaad
Avocado,Keine Marke,"€ 1,11",Kein vorheriger Preis,Kein Mengenpreis,"»Hass«, Ursprung: siehe Etikett, Kl. I, je St",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_002.jpg,immenstaad
Dunkle Tafeltrauben,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 3,98","Sorte: siehe Etikett, Kl. I, je 500-g-Schale",Nein,2026-01-05 bis 2026-01-11,2026-01-05,2026-01-11,images_rewe/immenstaad_offer_003.jpg,immenstaad
