Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Einheit,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
KINDER,Bueno,1.99,,1 kg = 15.43 - 17.01,nur,je 6 St. = 117 - 129-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_234.jpg
K-WINTER EDIION,Weihnachtsmischbeutel,2.99,,1 kg = 11.96,nur,je 250-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_235.jpg
K-WINTER EDITION,Schoko-Lolli,1.69,,1 kg = 11.27,nur,je 10 St. = 150-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_237.jpg
WICKLEIN,»Burggraf« Lebkuchen,2.29,3.29,1 kg = 11.45,-30%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_239.jpg
K-WINTER EDITION,Schokoladenkränze,1.69,1.99,1 kg = 8.45,-15%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_240.jpg
K-WINTER EDITION,Edel-Nougat-Zapfen,1.99,,1 kg = 13.27,nur,je 150-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_241.jpg
K-WINTER EDITION,Milchcreme-Zapfen,1.99,2.49,1 kg = 13.27,-20%,je 150-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_242.jpg
MILKA,Schokoladen-Kugeln,1.99,2.29,1 kg = 19.90 - 23.14,-13%,je 86 - 100-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_243.jpg
KINDER,Mix Weihnachts-Minis,3.49,,1 kg = 22.81,nur,je 153-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_245.jpg
LINDT,Alkohol-Spezialitäten- Fläschchen,4.99,6.49,1 kg = 37.81 - 38.10,-23%,je 131 - 132-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_248.jpg
WINDEL,Sockenstiefel,3.99,5.49,1 kg = 39.12,-27%,je 102-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_249.jpg
KINDER,Mix Bunte Mischung,3.33,,1 kg = 25.23,nur,je 132-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_250.jpg
KINDER,Mini-Eggs,1.99,,1 kg = 23.42,nur,je 85-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_251.jpg
MILKA,Snowballs,3.49,,1 kg = 31.17,nur,je 4 St. = 112-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_252.jpg
LINDT,Weihnachtsnüsse,3.99,,1 kg = 39.90,nur,je 100-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_253.jpg
HARIBO,Frohe Weihnachten,1.89,2.49,1 kg = 6.30,-24%,je 300-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_254.jpg
WEISS,Fidelis Lebkuchen,1.99,2.99,1 kg = 9.95,-33%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_255.jpg
OREO,Doppelkekse,1.29,,1 kg = 8.22 - 8.38,nur,je 154 - 157-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_259.jpg
LAMBERTZ,"Coco-Fleur, Balena oder Divina",1.29,,1 kg = 10.32 - 11.42,nur,je 113 - 125-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_260.jpg
NUTELLA,B-Ready,1.79,,1 kg = 13.57,nur,je 6 St. = 132-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_261.jpg
FLUMI,Cola-Mix,6.49,8.49,1 l = 0.65,-23%,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_263.jpg
AFRI COLA,Erfrischungsgetränk,0.89,,,nur,je 1-l-PET-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_264.jpg
SANPELLEGRINO,Sanbittèr,2.99,,1 l = 5.09,nur,"je Packg. 6 x 0,098-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_265.jpg
BASINUS,Mineralwasser,2.79,3.49,1 l = 0.34,-20%,"je Ka. 12 x 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_266.jpg
HOHES C,Super Shots,1.99,2.79,1 l = 6.03,-28%,"je 0,33-l-PET-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_268.jpg
AMECKE,Sanfte Säfte,1.99,,,nur,je 1-l-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_269.jpg
KOBER'S,Liköre,7.99,11.99,1 l = 15.98,-33%,"je Packg. 25 x 0,02-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_272.jpg
APEROL,Aperitivo,9.49,,1 l = 13.56,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_273.jpg
HERTLEINS,Streitberger Bitter,11.49,12.99,1 l = 16.42,-11%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_274.jpg
BUMBU,Craft Rum Flavour Spirit,27.99,,1 l = 39.99,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_276.jpg
JIM BEAM,Whiskey oder Whiskey-Likör,10.99,,1 l = 15.70,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_277.jpg
EVERMANN,Theo,"15.99
*",,1 l = 22.85,nur,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_278.jpg
GLENMORANGIE,The Original 12 Single Malt Scotch Whisky,26.99,34.99,1 l = 38.56,-22%,"je 0,7-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_279.jpg
CONTESSA MARINA,Primitivo »14« DOC,5.99,,1 l = 7.99,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_280.jpg
WZG MÖGLINGEN,Trollinger,3.49,4.99,,-30%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_281.jpg
GRAND SUD,Franz. Wein,2.99,,,nur,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_282.jpg
ERICH BARTH,Domina Donnersdorfer Zabelstein,4.99,6.79,,-26%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_284.jpg
ERICH BARTH,Bacchus Altmannsdorfer Sonnenwinkel,4.79,,,nur,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_285.jpg
GWF,Die jungen Frank'n Qualitätswein,3.99,,1 l = 5.32,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_286.jpg
FREIXENET,Span. Schaumwein,15.00,,1 l = 5.00,nur,"je 0,75-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_287.jpg
ROTKÄPPCHEN,Piccolo-Sekt,0.99,,1 l = 4.95,nur,"je 0,2-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_288.jpg
FRANZISKANER,Premium-Weißbier,12.99,,1 l = 1.30,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_289.jpg
MÖNCHSHOF,Kellerbier oder Naturradler,12.99,,1 l = 1.30,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_290.jpg
CORONA,Extra,14.99,,1 l = 2.12,nur,"je Ka. 20 x 0,355-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_291.jpg
DESPERADOS,Original,4.99,,1 l = 3.78,nur,"je Packg. 4 x 0,33-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_292.jpg
VELTINS,Pilsener,11.99,17.99,1 l = 1.20,-33%,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_293.jpg
SPATEN,Münchner Hell,13.49,17.99,1 l = 1.35,-25%,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_294.jpg
WARSTEINER,Premium Pilsener,9.99,,1 l = 1.00,nur,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_295.jpg
GÖLLER,Brotzeitseidla,9.99,13.99,1 l = 1.00,-28%,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_296.jpg
ADLER BRÄU,Altfränkisches Lagerbier oder Pilsener,12.49,14.99,1 l = 1.25,-16%,"je Ka. 20 x 0,5-l-Fl.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_297.jpg
VERNEL,Weichspüler,4.00,4.77,pro Anwendung = 0.04,-16%,je 814 - 858-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_300.jpg
ALWAYS,Slipeinlagen Big-Pack,2.59,,,nur,je 38 - 74-St.-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_302.jpg
O.B.,Tampons,3.29,3.95,,-16%,je 32 - 64-St.-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_303.jpg
MEISTER PROPER,Allzweckreiniger,1.59,1.95,,-18%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_304.jpg
ANTIKAL,Kalkreiniger,2.79,,1 l = 3.49,nur,je 800-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_305.jpg
FEBREZE,Lufterfrischer-Duos,"4.99
*",,1 l = 311.88,nur,je 16-ml-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_306.jpg
FROSCH,"Spülmittel, -Lotion oder -Gel",1.69,,1 l = 2.26 - 5.64,nur,je 500 - 750-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_307.jpg
FINISH,Spülmaschinen-Tabs oder -Caps,7.99,,pro Anwendung = 0.13 - 0.19,nur,je 42 - 64-St.-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_308.jpg
FRECHE FREUNDE,Bio-Frucht-Snack,0.75,0.95,1 kg = 7.50,-21%,je 100-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_309.jpg
PAMPERS,Windeln oder Pants Maxi-Pack,37.00,,pro Stück = 0.14 - 0.27,nur,je 70 - 136-St.-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_310.jpg
NIVEA,Shampoo oder Spülung,2.49,2.95,1 l = 9.96 - 12.45,-15%,je 200 - 250-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_311.jpg
L'ORÉAL PARIS,Excellence Creme,5.55,6.95,,-20%,je Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_312.jpg
LISTERINE,Mundspülung,3.99,4.95,1 l = 7.98,-19%,je 500-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_314.jpg
"ARONAL, ELMEX oder MERIDOL",Zahnpasta-Doppelpack,"6.99
*",,1 l = 46.60,nur,je 2 x 75-ml-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_315.jpg
BLEND-A-DENT,Haftcreme Extra Stark,3.49,4.95,1 kg = 74.26,-29%,je 47-g-Tube,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_316.jpg
ORIGINAL SOURCE,Duschgel,1.11,1.59,1 l = 4.44,-30%,je 250-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_317.jpg
NIVEA,"Kids 3in1 Duschgel, Shampoo & Spülung",1.49,1.95,1 l = 5.96,-23%,je 250-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_318.jpg
NIVEA,Creme- oder Pflegedusche,1.69,1.95,1 l = 6.76,-13%,je 250-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_319.jpg
CD,Milde Seife Avocado,0.75,0.95,1 kg = 7.50,-21%,je 100-g-Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_320.jpg
JOHN PLAYER SPECIAL,Hair & Body Shampoo,2.69,3.45,1 l = 5.38,-22%,je 500-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_321.jpg
SAGROTAN,No Touch Nachfüller,2.59,3.25,1 l = 10.36,-20%,je 250-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_322.jpg
,2in1 Shampoo und Duschgel,3.99,4.99,1 l = 9.98,-20%,je 400-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_323.jpg
ADIDAS,Geschenkset Ice Dive oder UEFA 12,"3.99
*",,,nur,je Set,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_324.jpg
NAOMI CAMPBELL,Geschenkset,7.77,9.95,,-21%,je Set,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_325.jpg
WHISKAS oder SHEBA,Katzenfutter,"15.99
*",,1 kg = 3.14 - 6.40,nur,je 40 x bzw. 60 x 85-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_326.jpg
PURINA ONE,Katzennahrung,2.99,3.95,1 kg = 3.99,-24%,je 750-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_327.jpg
VOGELPICK,Erdnuss-Stangen,1.19,1.49,1 kg = 6.62,-20%,je 2 St. = 180-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_328.jpg
VOGELPICK,Meisen-Knödel,0.79,0.99,1 kg = 1.47,-20%,je 6 St. = 540-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_329.jpg
VOGELPICK,Sonnenblumenkerne,2.69,3.49,1 kg = 1.08,-22%,"je 2,5-kg-Beutel",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_330.jpg
VOGELPICK,Streufutter,1.99,2.99,1 kg = 0.80,-33%,"je 2,5-kg-Beutel",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_331.jpg
VOGELPICK,Erdnusskerne,2.29,2.99,,-23%,je 1-kg-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_332.jpg
VOGELPICK,Fettfutter,0.99,1.19,,-16%,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_333.jpg
VOGELPICK,Vogelfutter-Set,3.49,4.49,1 kg = 1.63,-22%,"je 2,15-kg-Eimer",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_334.jpg
BESTRON,XL-Sandwich-Toaster »ASM90XLCO«,14.99,UVP49.95,,-69%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_335.jpg
ROWENTA,Beutelloser Akku-Stielsauger »Air Force Light RH6545«,79.99,,,nur,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_336.jpg
TRISTAR,Heißluftfritteuse »FR-9008KL«,39.99,UVP64.99,,-38%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_337.jpg
LEIFHEIT,Fenstersauger »Dry & Clean«,37.99,UVP64.99,,-41%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_338.jpg
BESTRON,Wasserkocher »AWK1000CO«,14.99,UVP44.95,,-66%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_339.jpg
BESTRON,Toaster »ATS1000CO«,19.99,UVP59.95,,-66%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_340.jpg
BESTRON,Thermo-Kaffeemaschine »ACM1000CO«,24.99,UVP84.99,,-70%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_341.jpg
BESTRON,Eierkocher »AEC2000CO«,9.99,UVP29.95,,-66%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_342.jpg
BESTRON,Handmixer »AHM1000CO«,12.99,UVP39.99,,-67%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_343.jpg
SWITCH ON®,Mikrowelle mit Grill »SOMW 800 F2«,69.99,79.99,,-12%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_345.jpg
MATTEL,HOT WHEELS »Skate Fingerboard gold«,4.99,,,nur,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_347.jpg
MATTEL,Fahrzeug »Matchbox«,1.99,UVP2.49,,-20%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_348.jpg
WADER,Magic Truck,24.99,UVP34.99,,-28%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_349.jpg
CARRERA,RC-Fußball-Set »Bundesliga«,32.99,UVP44.99,,-26%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_350.jpg
MATTEL,Barbie-Puppe »Meerjungfrau«,17.99,UVP26.99,,-33%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_351.jpg
CRAZE,»BFF Beadys Mega Box« Perlen-Set,9.99,UVP14.99,,-33%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_353.jpg
MATTEL,HOT WHEELS »Fast & Furious«,1.99,UVP4.79,,-58%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_354.jpg
ZURU,Pets Alive Smitten Kitten,14.99,UVP19.99,,-25%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_355.jpg
MATTEL,Barbie-Puppe »Fee«,17.99,UVP26.99,,-33%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_356.jpg
ZURU,Snackles »Kaufland«,8.99,,,nur,> Für Kinder ab 0 Jahren je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_357.jpg
MATTEL,HOT WHEELS Luxus-Auto,1.99,UVP4.79,,-58%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_358.jpg
MATTEL,HOT WHEELS Fahrzeug,1.59,,,nur,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_359.jpg
MATTEL,Matchbox Skybusters,3.99,UVP5.99,,-33%,je,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_360.jpg
