Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Einheit,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
K-PURLAND,Rinderhackfleisch,5.49,,1 kg = 10.98,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_107.jpg
K-PURLAND,Roastbeef vom Jungbullen,"19.98
*",,entspr. z. B. für eine 900-g-Packg. 17.99,nur,je kg,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_108.jpg
K-PURLAND,Hähnchen-Unterschenkel XXL,4.39,5.69,,-22%,je 1-kg-Großpackg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_109.jpg
K-PURLAND,Hähnchen-Minutenschnitzel,3.99,4.99,1 kg = 9.98,-20%,je 400-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_110.jpg
K-PURLAND,Puten-Hackfleisch,1.99,,1 kg = 4.98,nur,je 400-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_111.jpg
,Frische poln. Hafermastgans,"8.99
*",,"entspr. z. B. für ein 4,8-kg-Stück 43.16",nur,je kg,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_112.jpg
METZGERLAND,Hirschrollbraten,"16.99
*",,,nur,je kg,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_113.jpg
ZIMMERMANN,Münchner Weißwürste,2.69,,1 kg = 8.97,nur,je 5 St. = 300-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_114.jpg
RÜGENWALDER MÜHLE,Mühlen-Schinken,1.99,2.49,1 kg = 19.90,-20%,je 100-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_115.jpg
BÖHNLEIN,Fränk. Kellerplatte,2.99,3.79,1 kg = 10.88,-21%,je 275-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_116.jpg
K-CLASSIC,Rohschinken-Würfel,1.99,,1 kg = 7.96 - 13.27,nur,je 2 x 75 - 125-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_117.jpg
WIESBAUER,Sonntagsaufschnitt,2.79,,1 kg = 13.95,nur,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_119.jpg
SNACK IT,Kabanossi,1.25,,1 kg = 10.42,nur,je 120-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_120.jpg
Aus eigener Herstellung,Frischwurst-Aufschnitt,0.99,1.59,,-37%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_121.jpg
BÖHNLEIN,Gelbwurst,1.19,1.49,,-20%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_122.jpg
Aus eigener Herstellung,Delikatess-Fleischkäse,0.99,1.39,,-28%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_123.jpg
ZIMMERMANN,Adventsschinken,1.29,1.99,,-35%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_124.jpg
,Jamón Serrano,1.99,2.99,,-33%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_125.jpg
KLÜMPER,Gewürz- oder Knoblauchschinken,"1.99
*",,,nur,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_126.jpg
SCHULTE,Sportler-Salami,1.49,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_127.jpg
K-BLUE BAY,Rotbarschfilet,"17.90
*",,entspr. z. B. für eine 250-g-Packg. 4.48,nur,je kg,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_128.jpg
,Heringsfilets,"8.99
*",,entspr. z. B. für eine 250-g-Packg. 2.25,nur,je kg,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_129.jpg
,Seelachsfilet,1.39,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_130.jpg
,Thunfischfilet,3.99,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_131.jpg
,Dorade Royal,1.59,1.99,,-20%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_132.jpg
,Smoky-Rauchmatjesfilet,1.39,1.79,,-22%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_133.jpg
DANONE,Activia,1.49,2.79,1 kg = 3.24,-46%,je 4 x 115-g-Becher,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_134.jpg
MÜLLER,Froop,0.49,,1 kg = 3.27,nur,je 150-g-Becher,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_135.jpg
LANDLIEBE,Pudding,0.49,,1 kg = 2.18 - 3.27,nur,je 150 - 225-g-Becher,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_136.jpg
KIDSWORLD,Puddingdessert,0.69,,1 kg = 9.86,nur,je 70-g-Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_137.jpg
NESTLÉ,Mousse,1.99,2.79,1 kg = 8.44 - 8.73,-28%,je 4 x 57 - 59-g-Becher,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_138.jpg
KINDER,Choco fresh oder Paradiso,1.29,,1 kg = 11.13 - 12.59,nur,"je 4 - 5 St. = 102,5 - 116-g-Packg.",Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_139.jpg
EHRMANN,Dessert,0.44,,1 kg = 3.83,nur,je 115-g-Becher,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_141.jpg
BERCHTESGADENER LAND,Haltbare Berg- & Alpenmilch,1.11,1.49,,-25%,je 1-l-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_142.jpg
ALPRO,Not M*LK,1.49,1.99,,-25%,je 1-l-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_143.jpg
SAINT ALBRAY oder ST. AGUR,Weich- oder Schnittkäse,2.22,,1 kg = 12.34 - 17.76,nur,je 125 - 180-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_144.jpg
GRECO,Feta g. U.,1.99,2.99,1 kg = 13.27,-33%,je 150-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_145.jpg
ALPENHAIN,Back-Camembert,2.79,3.79,1 kg = 13.95,-26%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_146.jpg
EMMI,Raclette Classic,2.99,3.99,1 kg = 14.95,-25%,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_147.jpg
KERRYGOLD,Cheddar,1.39,,1 kg = 10.70,nur,je 130-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_148.jpg
MILRAM,Reibekäse oder vegane Raspel,1.49,,1 kg = 9.94,nur,je 150-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_149.jpg
BRUNCH,Brotaufstrich,1.19,1.99,1 kg = 6.44,-40%,je 185-g-Becher,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_151.jpg
GÉRAMONT,Frisch & Pur,"1.59
*",,1 kg = 11.36,nur,je 140-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_152.jpg
RAMA,Bratcreme,1.49,2.19,1 l = 2.98 - 3.73,-31%,je 400 - 500-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_153.jpg
LANDANA,Gouda mild,0.99,1.39,,-28%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_154.jpg
SWITZERLAND,Appenzeller Extra-Würzig,2.22,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_155.jpg
,Schweizer Emmentaler AOP,1.99,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_156.jpg
,Parmigiano Reggiano DOP,2.79,3.79,,-26%,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_157.jpg
FRIENDS OF ASIA,Frozen Dessert,2.99,,1 l = 33.23,nur,je 90-ml-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_158.jpg
,Poln. Gänsebrust,13.33,,entspr. z. B. für eine 700-g-Packg. 9.34,nur,je kg,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_160.jpg
DR. OETKER,Die Ofenfrische oder Pizza Tradizionale,1.88,,1 kg = 4.53 - 4.89,nur,je 385 - 415-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_161.jpg
ORIGINAL WAGNER,Rustipani Ofenbrot oder Airfryer Snack,1.79,2.19,1 kg = 9.18 - 10.53,-18%,je 170 - 195-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_162.jpg
WEIDA,Neuseel. Lammkeule,12.99,17.99,"entspr. z. B. für ein 1,25-kg-Stück 16.24",-27%,je kg,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_164.jpg
BREFOOD,Ganzes Kaninchen,6.99,,"entspr. z. B. für ein 1,2-kg-Stück 8.39",nur,je kg,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_165.jpg
BÜRGER,Teigwaren,1.79,2.29,1 kg = 4.48,-21%,je 400-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_166.jpg
SCHMITT'S,Qualitätskloßteig,1.59,2.09,1 kg = 2.12,-23%,je 750-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_168.jpg
BÖHNLEIN,Wirsing,3.69,,1 kg = 7.38,nur,je 500-g-Rolle,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_169.jpg
CAMPO VERDE,Demeter Gemüsekonserven,1.49,1.99,1 kg = 4.26 - 6.93,-25%,je 350-g-Glas,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_172.jpg
APPEL,Bratheringe,1.89,2.99,Abtropfgewicht 200 g 1 kg = 9.45,-36%,je 325-g-Dose,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_173.jpg
K-CLASSIC,Party-Gurken,0.99,1.29,Abtropfgewicht 290 g 1 kg = 3.42,-23%,je 530-g-Glas,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_174.jpg
HÄNDLMAIER,Bayerischer Senf,1.49,,1 l = 4.45,nur,je 335-ml-Glas,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_176.jpg
KÜHNE,Grillsauce,1.11,,1 l = 4.44,nur,je 250-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_177.jpg
GIUSEPPE CREMONINI,Balsamico Creme Classic,2.99,4.49,1 l = 11.96,-33%,je 250-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_178.jpg
K-CLASSIC,Rapsöl,1.29,1.49,,-13%,je 1-l-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_179.jpg
DELOS,Griech. Olivenöl,6.66,9.99,1 l = 13.32,-33%,je 500-ml-Fl.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_180.jpg
,Grüne Peperoni,0.99,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_181.jpg
,Weinblätter,0.99,,,nur,je 100 g,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_182.jpg
,Pizzaschnecke mit Pilzen,"0.99
*",,,nur,je Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_183.jpg
,Wienerle-Croissant,0.79,0.99,,-20%,je Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_184.jpg
,Buttercroissant,0.39,0.49,,-20%,je Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_185.jpg
,Spekulatius-Berliner,"0.69
*",,,nur,je Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_186.jpg
,Laugenbaguette,0.99,1.29,1 kg = 3.81,-23%,je Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_187.jpg
,Krustenbrot,1.29,,,nur,je 1-kg-Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_188.jpg
,Chia-Skyr-Brötchen,0.29,,,nur,je Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_189.jpg
,Rosenbrötchen,0.29,,,nur,je Stück,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_190.jpg
HARRY,1688 Steinofenbrot,1.39,1.89,1 kg = 2.78,-26%,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_191.jpg
WASA,Tasty Snacks,1.99,,1 kg = 8.47 - 10.48,nur,je 190 - 235-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_192.jpg
BRANDT,Der Markenzwieback,1.69,2.09,1 kg = 5.00,-19%,je 3 x 12 Scheiben = 338-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_193.jpg
HARRY,Toast,1.49,,1 kg = 2.98,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_194.jpg
KUCHENMEISTER,»Stranger Things« Demo Cakes,"2.49
*",,1 kg = 24.90,nur,je 2 St. = 100-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_195.jpg
MILKA,Tender,1.99,3.19,1 kg = 10.76,-37%,je 5 St. = 185-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_197.jpg
LAMBERTZ,Baumkuchen,3.99,,1 kg = 13.30,nur,je 300-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_198.jpg
KUCHENMEISTER,Zimtstollen,"1.49
*",,1 kg = 7.45,nur,je 200-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_199.jpg
REEVA,Instant-Nudeln,0.39,0.55,1 kg = 6.50,-29%,je 60-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_200.jpg
THOMY,Sauce Hollandaise,0.99,1.69,1 l = 3.30,-41%,je 300-ml-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_201.jpg
GUTHAUS,Backerbsen,0.69,0.89,1 kg = 3.45,-22%,je 200-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_203.jpg
BARILLA,Al Bronzo Pasta,1.11,,1 kg = 2.22,nur,je 500-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_204.jpg
GAGGLI,Frischeier-Nudeln,0.99,,1 kg = 3.96,nur,je 250-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_205.jpg
PFANNI,Kartoffelgericht,1.49,2.49,1 kg = 3.73,-40%,je 400-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_206.jpg
K-CLASSIC,Blütenhonig,2.22,,1 kg = 4.44,nur,je 500-g-Glas,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_208.jpg
GRAFSCHAFTER,Goldsaft Zuckerrübensirup,1.39,1.79,1 kg = 3.09,-22%,je 450-g-Becher,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_210.jpg
NESTLÉ,Cerealien Maxi-Pack,3.99,5.79,1 kg = 5.92 - 6.39,-31%,je 625 - 675-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_211.jpg
SÜDZUCKER,Feinster Backzucker,1.39,1.99,,-30%,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_212.jpg
FRIESSINGER MÜHLE,Haushaltsmehl,0.79,,,nur,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_213.jpg
RUF,Grießbrei oder Milchreis,0.69,0.99,1 kg = 5.52 - 7.50,-30%,je 92 - 125-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_214.jpg
NATURE VALLEY,Crunchy,2.99,,1 kg = 7.12,nur,je 10 x 2 St. = 420-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_216.jpg
DALLMAYR,Home Barista Caffè Crema Dolce,12.99,18.99,,-31%,je 1-kg-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_218.jpg
KABA,Getränkepulver,1.99,2.99,1 kg = 4.98,-33%,je 400-g-Nachfüllpackg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_220.jpg
BAD HEILBRUNNER,Heilkräutertee,0.99,,1 kg = 61.88 - 123.75,nur,je 8 Btl. = 8 - 16-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_221.jpg
ROB'S CHIPS,Kartoffelchips,2.49,,1 kg = 20.75,nur,je 120-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_222.jpg
FUNNY-FRISCH,Donuts,1.29,1.99,1 kg = 11.73,-35%,je 110-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_223.jpg
K-CLASSIC,Flips,0.79,0.99,1 kg = 3.95 - 6.32,-20%,je 125 - 200-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_224.jpg
GUSTO,Snacks XXL,"2.99
*",,1 kg = 9.97,nur,je 300-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_225.jpg
FUNNY-FRISCH,Goldfischli,1.11,1.49,1 kg = 11.10,-25%,je 100-g-Beutel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_227.jpg
MILKA,Schokolade,2.79,,1 kg = 9.30 - 11.16,nur,je 250 - 300-g-Tafel,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_228.jpg
TOFFIFEE,Haselnuss in Caramel,0.99,1.49,1 kg = 7.92,-33%,je 15 St. = 125-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_230.jpg
"SNICKERS, MARS, BOUNTY,",MILKY WAY oder TWIX Minis,5.00,5.98,1 kg = 11.02,-16%,je 7 - 14 St. = 227-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_231.jpg
KINDER,Riegel,1.99,,1 kg = 9.48,nur,je 10 St. = 210-g-Packg.,Nein,Dieses Angebot findest du vom 27.11. bis 03.12. in deiner Kaufland-Filiale.,2025-11-27,2025-12-03,images_kaufland/kaufland_offer_232.jpg
