Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Störkaviar,Keine Marke,"€ 29,99",,1499.50 / kg,gekühlt Bitte in deiner Filiale oder online vorbestellen!,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_199.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Zott Jogobella,Keine Marke,"€ 0,39","€ 0,89",2.60 / kg,"gekühlt, versch. Sorten",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_200.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
High Protein Drink,Ehrmann,"€ 1,2","€ 1,49",4.- / l,versch. Sorten,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_201.png,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,tag_high_protein,tag_proteinreich,tag_ultra_processed"
Hilcona Originale Pasta,Keine Marke,"€ 2,79","€ 3,49",11.16 / kg,"gekühlt, versch. Sorten",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_202.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Körniger Frischkäse,Keine Marke,"€ 1,79","€ 2,29",7.16 / kg,"gekühlt, versch. Sorten",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_203.png,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Asia Fertiggerichte,Keine Marke,"€ 2,99","€ 3,49",Kein Mengenpreis,"gekühlt, versch. Sorten",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_204.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food"
Hitchcock Ingwer Shots,Keine Marke,"€ 3,99",,7.98 / l,versch. Sorten,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_205.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Himbeeren XXL,Keine Marke,"€ 7,99","€ 9,99",Kein Mengenpreis,tiefgekühlt,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_206.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Original Eiscreme,Dovgan,"€ 2,99","€ 3,99",4.15 / l,"tiefgekühlt, versch. Sorten",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_207.png,"cat_drogerie,tag_high_protein,tag_ultra_processed"
Waffeleier,Keine Marke,"€ 1,49","€ 1,99",5.96 / kg,versch. Sorten,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_208.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Gefüllte Eier,Keine Marke,"€ 1,79","€ 2,29",11.93 / kg,"mit Alkohol, versch. Sorten",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_209.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Fruchtgummi Beutel,Keine Marke,"€ 0,79","€ 0,99",4.94 / kg,,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_210.png,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Happen-Eier,Keine Marke,"€ 2,49",,19.92 / kg,versch. Sorten,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_211.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Frühlingsbaumstamm,Keine Marke,"€ 1,9","€ 1,29",10.- / kg,mit Edelmarzipan und Nougat,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_212.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Buntes Ostergelee,Keine Marke,"€ 0,79","€ 1,09",3.95 / kg,gezuckert,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_213.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Zentis Frühstücks-Konfitüre Extra,Keine Marke,"€ 1,99","€ 2,59",5.85 / kg,versch. Sorten,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_214.png,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Vollkorn-Schnittbrötchen,Keine Marke,"€ 1,1","€ 1,16",Kein Mengenpreis,Einzelpreis: 0.29 Gilt nur in Filialen mit Backautomat!,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_215.png,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Bacon Streifen,Keine Marke,"€ 2,29","€ 2,59",9.16 / kg,geräuchert,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_216.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Becel XXL Classic,Keine Marke,"€ 2,49",,5.53 / kg,,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_217.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Kerne Saaten Granola,Keine Marke,"€ 3,95",,7.90 / kg,,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_218.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
CoffeeB Balls,Keine Marke,"€ 2,99","€ 3,49",58.63 / kg,versch. Sorten,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_219.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Eilles Kaffee,Keine Marke,"€ 6,99","€ 9,69",13.98 / kg,gemahlen oder Ganze Bohnen,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_220.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Süße Überraschung,Keine Marke,"€ 5,99",,Kein Mengenpreis,"ca. 40 cm lang, versch. Ausführungen",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_221.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bunte Vielfalt,Keine Marke,"€ 9,99",,Kein Mengenpreis,"ca 50cm lang, versch. Ausführungen",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_222.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Orchideengesteck,Keine Marke,"€ 6,99",,Kein Mengenpreis,"Cymbidien, ca. 15 cm hoch in Geschenkfolie",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_223.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Rosen Duo,Keine Marke,"€ 7,99",,Kein Mengenpreis,"ca. 30 cm hoch, versch. Farben, Ø = 13 cm Zwei Farben in einem Topf",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_224.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Orchidee im Glas,Keine Marke,"€ 9,99",,Kein Mengenpreis,"ca. 35 cm hoch, versch. Farben",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_225.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Chrysantheme,Keine Marke,"€ 4,99",,Kein Mengenpreis,"ca. 30 cm hoch, versch. Farben, Ø = 14 cm, in Geschenkverpackung",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_226.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Großbund Tulpen,Keine Marke,"€ 5,55",,Kein Mengenpreis,"ca. 35 cm lang, versch. Farben, 17 Stiele",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_227.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Calla,Keine Marke,"€ 8,99",,Kein Mengenpreis,"ca. 40 cm hoch, versch. Farben, Ø = 14 cm",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_228.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Osterhase,Keine Marke,"€ 9,99",,Kein Mengenpreis,"mit ausziehbaren Beinen, stufenlos verstellbar, für den Innenbereich Schaf: Höhe ausziehbar von ca. 32 - 50 cm",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_229.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Osterhasen,Keine Marke,"€ 4,99",,Kein Mengenpreis,"für den Innenbereich, versch. Ausführungenca. 10 x 8 x 26 cm",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_230.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
LED Frühlingszweige oder LED Tulpen,Keine Marke,"€ 9,99",,Kein Mengenpreis,"mit Timerfunktion, inkl. Batterien Höhe: ca. 80 cm",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_231.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Glaseier,Keine Marke,"€ 2,99",,Kein Mengenpreis,mit Aufhänger je Ei: ca. 6 x 6 x 10 cm,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_232.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
LED Osterlichterkette,Keine Marke,"€ 4,99",,Kein Mengenpreis,"mit Timerfunktion, 10 warmweiße LEDs, inkl. Batterien,Länge: ca. 130 cm",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_233.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Dekorative Osterartikel,Keine Marke,"€ 2,99",,Kein Mengenpreis,versch. Ausführungen,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_234.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Osterkorb aus Filz oder geflochten,Keine Marke,"€ 1,99",,Kein Mengenpreis,"versch. Ausführungen, mit oder ohne Tragegriff",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_235.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Bastelartikel,Keine Marke,"€ 4,99",,Kein Mengenpreis,viele weitere Artikel in deiner Filiale erhältlich,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_236.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Ostereierfarben und -sticker,Keine Marke,"€ 1,99",,Kein Mengenpreis,Ostereier Sticker Eierfarbe Brillant-Ei Eierfarbe kunterbunte Farbtupfereiviele weitere Artikel in deiner Filiale erhältlich,Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_237.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Radierbare Tintenroller oder Federmäppchen,Keine Marke,"€ 2,99",,Kein Mengenpreis,"3er Set radierbare Tintenroller oder Federmäppchen in trendigen Tiermotiven, versch. Ausführungen Maße Federmäppchen: ca. 20 x 7 x 7 cm",Nein,"Wochenendangebote gültig von Donnerstag, 05.03.26 - Samstag, 07.03.26",05.03.26,07.03.26,images_netto/netto_offer_238.png,"cat_getraenke,diet_vegetarian,tag_ultra_processed"
Chicken Wings Box,Keine Marke,"€ 3,99","€ 7,99",Kein Mengenpreis,"Hähnchen-Flügel, geteilt, pikant gewürzt, ca. 1,8 kg",Nein,"Freitag ist Netto-Tag gültig am Freitag, 06.03.26",06.03.26,06.03.26,images_netto/netto_offer_239.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_whole_food"
Popp Brotaufstrich,Keine Marke,"€ 1,89","€ 3,78",6.33 – 7.88 / kg,"gekühlt, versch. Sorten Einzelpreis: 1.89 (12.60 – 15.75 / kg)",Nein,"Freitag ist Netto-Tag gültig am Freitag, 06.03.26",06.03.26,06.03.26,images_netto/netto_offer_240.png,"cat_sonstiges,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Freixenet Medera o Weine oder Mia Tinto,Keine Marke,"€ 2,24","€ 4,49",2.99 / l,versch. Sorten,Nein,"Freitag ist Netto-Tag gültig am Freitag, 06.03.26",06.03.26,06.03.26,images_netto/netto_offer_241.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Nescaf Gold,Keine Marke,"€ 5,99","€ 11,99",29.95 / kg,"löslicher Bohnenkaffee, versch. Sorten",Nein,"Freitag ist Netto-Tag gültig am Freitag, 06.03.26",06.03.26,06.03.26,images_netto/netto_offer_242.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Fenstersauger WV1,Keine Marke,"€ 37,99","€ 75,98",Kein Mengenpreis,"ca. 25 Min. Laufzeit, sorgt für streifenfreie und strahlend saubere Oberflächen, inkl. Absauglippe und Mikrofasertuch, Fassungsvermögen Schmutzwasserbehälter, ca. 100 ml",Nein,"Freitag ist Netto-Tag gültig am Freitag, 06.03.26",06.03.26,06.03.26,images_netto/netto_offer_243.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Mandarinen,Keine Marke,"€ 2,99",,Kein Mengenpreis,"Spanien, Kl. I",Nein,"Freitag ist Netto-Tag gültig am Freitag, 06.03.26",06.03.26,06.03.26,images_netto/netto_offer_244.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Schweinefilet,Keine Marke,"€ 7,77","€ 11,99",Kein Mengenpreis,"vakuumverpackt, ca. 550 g",Nein,"Samstagskracher gültig am Samstag, 07.03.26",07.03.26,07.03.26,images_netto/netto_offer_245.png,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food"
Eisbergsalat,Keine Marke,"€ 0,89",,Kein Mengenpreis,"Spanien, Kl. I",Nein,"Samstagskracher gültig am Samstag, 07.03.26",07.03.26,07.03.26,images_netto/netto_offer_246.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food"
H-Vollmilch,Keine Marke,"€ 8,88","€ 11,40",Kein Mengenpreis,"3,5% Fett Einzelpreis: 0.95",Nein,"Samstagskracher gültig am Samstag, 07.03.26",07.03.26,07.03.26,images_netto/netto_offer_247.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Lovelies,Merci,"€ 2,22","€ 3,49",12.- / kg,versch. Sorten,Nein,"Samstagskracher gültig am Samstag, 07.03.26",07.03.26,07.03.26,images_netto/netto_offer_248.png,cat_non_food
Mineralwasser,Keine Marke,"€ 3,49","€ 4,99",0.39 / l,versch. Sorten,Nein,"Samstagskracher gültig am Samstag, 07.03.26",07.03.26,07.03.26,images_netto/netto_offer_249.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
