Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Frühlingsclogs,LILY DAN,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_162.jpg,cat_non_food,,,ref_000162,,
Inline-Skates,CRANE,"€ 24,99",,"pro Einheit = 24,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_163.jpg,"cat_non_food,tag_ultra_processed",,,ref_000163,,
1000-Teile-Puzzle,1000-Teile-Puzzle,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_164.jpg,cat_non_food,,,ref_000164,obs_0000026680|obs_0000005009|obs_0000002482|obs_0000004155|obs_0000002002|obs_0000003169|obs_0000004582,obs_0000026680|obs_0000002002
Bastelbuch,Bastelbuch,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_165.jpg,cat_non_food,,,ref_000165,obs_0000000946,
Wimmeliges Entdeckerbuch,Wimmeliges Entdeckerbuch,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_166.jpg,cat_non_food,,,ref_000166,,
Schatzsuche,Schatzsuche,"€ 2,99",,"pro Einheit = 2,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_167.jpg,cat_non_food,,,ref_000167,,
1000-Teile-Puzzle-Organizer,HOME CREATION,"€ 24,99",,"pro Einheit = 24,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_168.jpg,cat_non_food,,,ref_000168,obs_0000026680|obs_0000033296|obs_0000001361|obs_0000016282,
Meine fröhliche Stickerwelt Dinosaurier,Meine fröhliche Stickerwelt Dinosaurier,"€ 1,99",,"pro Einheit = 1,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_169.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegetarian,tag_ultra_processed",,,ref_000169,,
Kratzmalbuch,Hot Wheels,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_170.jpg,cat_non_food,,,ref_000170,,
Starterset,Edurino,"€ 29,99",,"pro Einheit = 44,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_171.jpg,cat_non_food,,,ref_000171,obs_0000033122|obs_0000012093|obs_0000012111|obs_0000025310|obs_0000017772|obs_0000020910|obs_0000023054|obs_0000016890|obs_0000020091|obs_0000022068|obs_0000017949|obs_0000013989|obs_0000025100,
MaX-ima s Royal-Tulpen,MaX-ima s Royal-Tulpen,"€ 5,99",,"pro Einheit = 5,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_172.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000172,obs_0000001596|obs_0000029749|obs_0000034533,
Frühlingsbesteck,Crofton,"€ 9,99",,"pro Einheit = 9,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_173.jpg,cat_non_food,,BLS-W295200,ref_000173,,
Toilettenpapier,Kokett,"€ 2,79",,"pro Einheit = 2,79",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_174.jpg,cat_drogerie,,,ref_000174,obs_0000000527|obs_0000003599|obs_0000001568|obs_0000002116|obs_0000000748|obs_0000001341|obs_0000010282|obs_0000033855|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000014665|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587|obs_0000011770|obs_0000002720|obs_0000001788|obs_0000004940|obs_0000000382|obs_0000004513|obs_0000004086|obs_0000005667|obs_0000029750|obs_0000015949|obs_0000012878|obs_0000015950|obs_0000008297|obs_0000006764|obs_0000007297|obs_0000031364|obs_0000009866|obs_0000028827,obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000033855|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000013454|obs_0000002720|obs_0000027323|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000014665|obs_0000004940|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000000382|obs_0000004513|obs_0000006587|obs_0000004086|obs_0000011770
Glückwunschkerzen,Home Creation,"€ 1,99",,"pro Einheit = 1,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_175.jpg,cat_non_food,,,ref_000175,,
Frühlingsgläser,Crofton,"€ 4,99",,"pro Einheit = 4,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_176.jpg,cat_non_food,,BLS-W295200,ref_000176,,
Blüten-Dessertteller,Crofton,"€ 7,99",,"pro Einheit = 7,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_177.jpg,cat_non_food,,,ref_000177,,
Rainbow-Rosen,Rainbow-Rosen,"€ 6,99",,"pro Einheit = 6,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_178.jpg,cat_non_food,,,ref_000178,obs_0000001204,obs_0000001204
Lamm-Medaillons,Meine Metzgerei,"€ 6,49",,"1 kg = 25,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_179.jpg,"cat_fleisch_wurst,sub_schwein,tag_proteinreich",,,ref_000179,,
Feldsalat,Feldsalat,"€ 0,95",,"pro Einheit = 1,49",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_180.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",,,ref_000180,obs_0000006273|obs_0000009394|obs_0000017466|obs_0000007739|obs_0000032334|obs_0000007525|obs_0000007533|obs_0000030830|obs_0000009855|obs_0000027524|obs_0000034310|obs_0000020109|obs_0000029843|obs_0000028339|obs_0000020928|obs_0000029125|obs_0000011398|obs_0000015683|obs_0000013640|obs_0000005712|obs_0000005890|obs_0000005895|obs_0000005708,obs_0000006273|obs_0000009394|obs_0000017466|obs_0000007739|obs_0000032334|obs_0000007525|obs_0000007533|obs_0000030830|obs_0000009855
Erdbeeren,Kleine Schätze,"€ 2,99",,"pro Einheit = 3,59",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_181.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,BLS-F301100,ref_000181,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512|obs_0000033793|obs_0000012233|obs_0000013901|obs_0000034400|obs_0000030989|obs_0000005687|obs_0000006083|obs_0000006092|obs_0000015717|obs_0000013414|obs_0000013418|obs_0000011389|obs_0000030428,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000001513|obs_0000000875|obs_0000006265|obs_0000032512
Lachsfilet-Portionen,Golden Seafood,"€ 9,49",,"1 kg = 18,98",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_182.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich",,,ref_000182,obs_0000021540|obs_0000025684|obs_0000010448|obs_0000019689|obs_0000020721|obs_0000018885|obs_0000001421|obs_0000024238|obs_0000024241|obs_0000023812|obs_0000023817|obs_0000012790|obs_0000017429|obs_0000031809|obs_0000028347|obs_0000008391|obs_0000014208|obs_0000018827|obs_0000010175|obs_0000034280,obs_0000003619|obs_0000021540|obs_0000025684|obs_0000024238|obs_0000010448|obs_0000019689|obs_0000020721|obs_0000023817|obs_0000018885
Schwarzriesling,Schwarzriesling,"€ 4,49",,"pro Einheit = 4,69",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_183.jpg,cat_getraenke,,,ref_000183,obs_0000014638|obs_0000034228|obs_0000011588|obs_0000015081|obs_0000007660|obs_0000006012,
Schoko-Waffeln,Biscotto,"€ 2,59",,"pro Einheit = 2,89",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_184.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000184,obs_0000009291|obs_0000009879|obs_0000008913,
Cabernet Sauvignon,Burlwood,"€ 3,49",,"pro Einheit = 3,69",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_185.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000185,obs_0000013406|obs_0000011136|obs_0000028697|obs_0000028577|obs_0000019515|obs_0000008131|obs_0000018390|obs_0000016137|obs_0000014639|obs_0000029266|obs_0000011135,
Schoko-Röllchen Vollmilch,Biscotto,"€ 1,79",,"1 kg = 14,32",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_186.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000186,obs_0000001050|obs_0000031903,
Zweigelt,Zweigelt,"€ 2,49",,"pro Einheit = 2,59",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_187.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000187,obs_0000008001|obs_0000028824,
Rioja Reserva DOCa,Baron Amarillo,"€ 4,29",,"pro Einheit = 4,49",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_188.jpg,cat_getraenke,,,ref_000188,obs_0000017541|obs_0000019735|obs_0000018713|obs_0000021163|obs_0000022369|obs_0000020344,
Pinkie-Donut,Pinkie-Donut,"€ 0,55",,"pro Einheit = 0,55",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_189.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000189,obs_0000001086|obs_0000005308|obs_0000006257,obs_0000014228|obs_0000001086
Pinot Grigio DOC,Mario Collina,"€ 2,69",,"pro Einheit = 2,79",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_190.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000190,obs_0000000907|obs_0000031406|obs_0000032751|obs_0000014113|obs_0000023227|obs_0000034286|obs_0000034040|obs_0000023194|obs_0000033284|obs_0000031409|obs_0000015922|obs_0000031805|obs_0000011583|obs_0000028480|obs_0000013785|obs_0000029430|obs_0000013047,obs_0000000907
Kakaodrink,Choceur,"€ 3,99",,"pro Einheit = 4,29",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_191.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000191,,
Donut Milchschokolade,Donut Milchschokolade,"€ 0,55",,"pro Einheit = 0,55",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_192.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000192,obs_0000005308|obs_0000009794|obs_0000009323|obs_0000006257,
Merlot Pays d Oc IGP,Merlot Pays d Oc IGP,"€ 1,99",,"pro Einheit = 2,19",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_193.jpg,cat_non_food,,,ref_000193,obs_0000008375|obs_0000026185,
Butterkeks,Biscotto,"€ 1,89",,"pro Einheit = 1,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_194.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed",,BLS-X820252,ref_000194,obs_0000003983|obs_0000004410|obs_0000000317|obs_0000004837|obs_0000003308|obs_0000025240|obs_0000031298|obs_0000008220|obs_0000005651|obs_0000007104,obs_0000003983|obs_0000025240|obs_0000004410|obs_0000000317|obs_0000031298|obs_0000004837|obs_0000003308
IT Primitivo Nero Troia,Costellore,"€ 3,69",,"pro Einheit = 3,89",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_195.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000195,obs_0000027780|obs_0000027208|obs_0000026098|obs_0000034038,
Gefüllte Gnocchi,GOURMET FINEST CUISINE,"€ 1,99",,"1 kg = 4,98",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_196.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed",,,ref_000196,obs_0000001741|obs_0000001961|obs_0000012829|obs_0000034386|obs_0000008809|obs_0000027805|obs_0000034976|obs_0000010940|obs_0000011501|obs_0000004877|obs_0000000344|obs_0000013663|obs_0000004450|obs_0000004023|obs_0000014820|obs_0000003072|obs_0000032624,obs_0000004701|obs_0000004274|obs_0000001741|obs_0000000227|obs_0000003847|obs_0000001961|obs_0000003571
Bresaola della Valtellina,Gourmet Finest Cuisine,"€ 2,99",,"1 kg = 37,38",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_197.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_kaese,sub_wurst,tag_proteinreich,tag_ultra_processed",,,ref_000197,obs_0000002555|obs_0000004168|obs_0000003685|obs_0000002781|obs_0000005022|obs_0000000438|obs_0000004595|obs_0000019594|obs_0000025989|obs_0000017812,obs_0000002555|obs_0000004168|obs_0000003685|obs_0000019594|obs_0000002781|obs_0000017812|obs_0000005022|obs_0000000438|obs_0000004595
Gegrillte Thunfischfilets,GOURMET FINEST CUISINE,"€ 2,79",,"1 kg = 23,25",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_198.jpg,"cat_fisch_meeresfruechte,sub_gefluegel,tag_proteinreich,tag_ultra_processed",,,ref_000198,obs_0000002735|obs_0000025622|obs_0000026667|obs_0000001274|obs_0000001796|obs_0000001797|obs_0000012685|obs_0000015248|obs_0000017324|obs_0000026850,obs_0000002735
Leberpastete,Gourmet Finest Cuisine,"€ 1,79",,"1 kg = 14,32",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_199.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed",,BLS-W395000,ref_000199,obs_0000002848|obs_0000004925|obs_0000000371|obs_0000002435|obs_0000004498|obs_0000003518|obs_0000004071|obs_0000027240|obs_0000019664|obs_0000016343|obs_0000005603|obs_0000024563|obs_0000006690|obs_0000006691|obs_0000007430|obs_0000029898,obs_0000027240|obs_0000019664|obs_0000002848|obs_0000004925|obs_0000000371|obs_0000002435|obs_0000004498|obs_0000003518|obs_0000016343|obs_0000005603|obs_0000004071|obs_0000024563
Pilz Trüffel Pesto,Gourmet Finest Cuisine,"€ 1,99",,"1 kg = 10,47",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_200.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed",,,ref_000200,obs_0000001549|obs_0000003198|obs_0000002395|obs_0000025099|obs_0000020017|obs_0000003675|obs_0000000146|obs_0000016639|obs_0000011527|obs_0000023299|obs_0000019219|obs_0000011089|obs_0000014195|obs_0000018607|obs_0000015289|obs_0000019945|obs_0000033274|obs_0000015872,
Lomo Ib rico de Cebo,Gourmet Finest Cuisine,"€ 2,29",,"1 kg = 45,80",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_201.jpg,"cat_fleisch_wurst,diet_vegan,diet_vegetarian,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed",,,ref_000201,,
Trüffel,GOURMET FINEST CUISINE,"€ 4,29",,"1 kg = 107,25",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_202.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed",,BLS-K702100,ref_000202,obs_0000003198|obs_0000002395|obs_0000033274|obs_0000001545|obs_0000001748|obs_0000007852|obs_0000004773|obs_0000002745|obs_0000017622|obs_0000004346|obs_0000000279|obs_0000003919|obs_0000019803|obs_0000002918|obs_0000016239|obs_0000018840|obs_0000034407|obs_0000007433|obs_0000006033|obs_0000032683|obs_0000014461|obs_0000007342,obs_0000001545|obs_0000003198|obs_0000001748|obs_0000002395|obs_0000033274
Sockeye-Wildlachs,Gourmet Finest Cuisine,"€ 3,59",,"1 kg = 35,90",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_203.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_high_protein,tag_proteinreich",,,ref_000203,obs_0000015835|obs_0000024583|obs_0000032376|obs_0000031988,obs_0000015835
Filoncino Natur,Gourmet Finest Cuisine,"€ 1,89",,"1 kg = 4,73",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_204.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_gefluegel,sub_milchprodukte,sub_wurst,tag_proteinreich",,,ref_000204,obs_0000001737|obs_0000001347|obs_0000009644|obs_0000028889,obs_0000001737
Schwäbische Maultaschen,Gourmet Finest Cuisine,"€ 2,49",,"1 kg = 6,92",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_205.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed",,,ref_000205,obs_0000012341|obs_0000033906|obs_0000014973|obs_0000006305|obs_0000017588|obs_0000000711|obs_0000010531|obs_0000031814,
Maronen,GOURMET FINEST CUISINE,"€ 3,39",,"1 kg = 16,14",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_206.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_wurst,tag_proteinreich,tag_ultra_processed",,BLS-S143000,ref_000206,obs_0000001744|obs_0000016568|obs_0000019188|obs_0000020027|obs_0000027640|obs_0000014435|obs_0000029972,obs_0000003631|obs_0000001094|obs_0000016568|obs_0000001744|obs_0000019188|obs_0000004921|obs_0000000369|obs_0000004494|obs_0000004067
Pfirsiche mit Zimt,Gourmet Finest Cuisine,"€ 2,29",,"1 kg = 6,94",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_207.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_gefluegel,tag_proteinreich,tag_ultra_processed",,,ref_000207,obs_0000006470|obs_0000014977|obs_0000002984|obs_0000011309|obs_0000009649|obs_0000001828,
Edle Matjesfilets,ALMARE,"€ 1,99",,"1 kg = 848,00",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_208.jpg,"cat_fisch_meeresfruechte,diet_lactose_free",,,ref_000208,obs_0000033952|obs_0000034764|obs_0000031758|obs_0000015836,obs_0000033952|obs_0000034764
Shrimps-Salat,ALMARE,"€ 1,99",,"1 kg = 9,95",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_209.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",,,ref_000209,obs_0000025985,
Eismeer-Garnelen,ALMARE,"€ 1,99",,"1 kg = 19,90",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_210.jpg,cat_fisch_meeresfruechte,,,ref_000210,obs_0000034603|obs_0000033784|obs_0000004494|obs_0000001313|obs_0000003502|obs_0000003631|obs_0000004921|obs_0000004067|obs_0000001520|obs_0000000369,obs_0000034603|obs_0000003006|obs_0000002009|obs_0000033784
Heringsfilets in Pfeffer-Creme,ALMARE,"€ 1,09",,"1 kg = 5,45",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_211.jpg,cat_fisch_meeresfruechte,,,ref_000211,obs_0000035090|obs_0000033360|obs_0000002730|obs_0000008976|obs_0000013141|obs_0000015371|obs_0000011350|obs_0000027864|obs_0000034021|obs_0000034417,
Premium-Matjesfilets,ALMARE,"€ 2,79",,"1 kg = 12,13",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_212.jpg,cat_fisch_meeresfruechte,,,ref_000212,obs_0000013830|obs_0000011595|obs_0000015836,
Stremellachs,ALMARE,"€ 3,29",,"1 kg = 26,32",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_213.jpg,cat_fisch_meeresfruechte,,,ref_000213,obs_0000003096|obs_0000004638|obs_0000005065|obs_0000000472|obs_0000004211|obs_0000031753|obs_0000008383|obs_0000023231|obs_0000029532,obs_0000031753|obs_0000003096|obs_0000004638|obs_0000008383|obs_0000005065|obs_0000000472|obs_0000004211
Thunfisch-Salat Pasta,ALMARE,"€ 1,39",,"1 kg = 8,69",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_214.jpg,"cat_fisch_meeresfruechte,diet_vegan,diet_vegetarian,sub_nudeln,sub_salate,tag_ultra_processed",,,ref_000214,obs_0000011810|obs_0000031813|obs_0000009827|obs_0000019063|obs_0000009368|obs_0000008366|obs_0000001218|obs_0000014193|obs_0000026575|obs_0000015841|obs_0000029303|obs_0000032053|obs_0000034620|obs_0000032672|obs_0000020003|obs_0000035104|obs_0000028733|obs_0000022097|obs_0000013927|obs_0000002663|obs_0000034419|obs_0000013452|obs_0000017082|obs_0000021187|obs_0000034026|obs_0000018196|obs_0000018708|obs_0000016662|obs_0000026899|obs_0000015656|obs_0000014147|obs_0000028496|obs_0000011092|obs_0000014165|obs_0000019293|obs_0000025985|obs_0000019845|obs_0000020368|obs_0000025518|obs_0000028607|obs_0000018893|obs_0000017359|obs_0000016866,
Thunfischfilets in eigenem Saft und Aufguss,ALMARE,"€ 1,29",,"pro Einheit = 8,60",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_215.jpg,"cat_fisch_meeresfruechte,tag_ultra_processed",,,ref_000215,obs_0000001274|obs_0000001796|obs_0000001797|obs_0000026667|obs_0000032918|obs_0000026785|obs_0000026850|obs_0000012685|obs_0000024985|obs_0000027142|obs_0000021042|obs_0000016953|obs_0000019142|obs_0000017106|obs_0000015248|obs_0000017324|obs_0000025618|obs_0000025622|obs_0000027674|obs_0000033872|obs_0000034047|obs_0000027982|obs_0000017915|obs_0000026144|obs_0000034438|obs_0000020223|obs_0000026383|obs_0000028431|obs_0000022436|obs_0000010200,
Heringsfilets,ALMARE,"€ 1,99",,"1 kg = 4,98",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_216.jpg,cat_fisch_meeresfruechte,,,ref_000216,obs_0000015371|obs_0000008976|obs_0000002730|obs_0000011350|obs_0000027864|obs_0000034021|obs_0000034417|obs_0000005761|obs_0000006146|obs_0000013969|obs_0000019086|obs_0000012835|obs_0000001196|obs_0000029110|obs_0000023376|obs_0000011345|obs_0000008151|obs_0000007389|obs_0000001645|obs_0000014064|obs_0000007036|obs_0000028030|obs_0000012193|obs_0000032556|obs_0000008374|obs_0000030810|obs_0000034144|obs_0000032302|obs_0000035090|obs_0000006134,obs_0000015371|obs_0000008976|obs_0000002730|obs_0000011350|obs_0000027864|obs_0000034021|obs_0000034417
Lachs-Vielfalt,Almare,"€ 2,49",,"1 kg = 27,67",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_217.jpg,"cat_fisch_meeresfruechte,diet_vegetarian",,,ref_000217,obs_0000011352|obs_0000034939|obs_0000033739,
Fischthekensalat,ALMARE,"€ 1,99",,"1 kg = 9,95",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_218.jpg,"cat_fisch_meeresfruechte,sub_frisches_gemuese,sub_salate",,,ref_000218,,
Regenbogenforellen-Filets,ALMARE,"€ 2,49",,"1 kg = 19,92",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_219.jpg,cat_fisch_meeresfruechte,,,ref_000219,obs_0000000522|obs_0000007809|obs_0000009136,obs_0000000522
Thunfisch,Almare,"€ 1,29",,"1 kg = 6,97",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_220.jpg,"cat_fisch_meeresfruechte,tag_ultra_processed",,BLS-T121100,ref_000220,obs_0000013452|obs_0000015656|obs_0000014147|obs_0000013927|obs_0000002835|obs_0000002838|obs_0000003020|obs_0000020625|obs_0000009368|obs_0000011810|obs_0000024867|obs_0000019499|obs_0000008366|obs_0000010669|obs_0000022192|obs_0000022972|obs_0000001218|obs_0000021444|obs_0000031813|obs_0000023751|obs_0000025801|obs_0000026575|obs_0000015841|obs_0000009827|obs_0000024173|obs_0000014193|obs_0000019063|obs_0000007807|obs_0000032672|obs_0000032675|obs_0000032053|obs_0000031286|obs_0000010428|obs_0000030014|obs_0000034620|obs_0000029304|obs_0000029303|obs_0000034833|obs_0000006829|obs_0000032861|obs_0000006130|obs_0000006827|obs_0000005182|obs_0000011511,obs_0000013452|obs_0000015656|obs_0000014147|obs_0000013927
Home S,MEDIONmobile e-plus,"€ 19,99",,"pro Einheit = 19,99",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_221.jpg,cat_non_food,,,ref_000221,obs_0000027318|obs_0000009354|obs_0000005167|obs_0000009818|obs_0000030333|obs_0000017818|obs_0000004002|obs_0000012512|obs_0000000331|obs_0000004429|obs_0000032782|obs_0000031925|obs_0000015446|obs_0000014103|obs_0000004856|obs_0000003392|obs_0000026818,
Thailand Phuket,Thailand Phuket,"€ 1,299,00",,"pro Einheit = 0,00",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_222.jpg,cat_non_food,,,ref_000222,,
Italien Kampanien Ischia,Italien Kampanien Ischia,"€ 799,00",,"pro Einheit = 799,00",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_223.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000223,,
SONNE STRAND ERHOLUNG PUR,ALDI Reisen,"€ 627,00",,"pro Einheit = 627,00",,Nein,Gültig bis 04.04,2026-03-30,2026-04-04,../images/aldi/aldi_offer_224.jpg,cat_non_food,,,ref_000224,,
