Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Thüringer Leber- oder Rotwurst,Keine Marke,"€ 1,39",,"1 kg = 13,90","herzhaft, deftig in Krausen, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/th-ringer-leber-oder-rotwurst.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,ref_000096,obs_0000007225|obs_0000007622|obs_0000006520|obs_0000006693|obs_0000002641|obs_0000002964|obs_0000003456|obs_0000005792,obs_0000007225|obs_0000007622
Metzgerschinken,Keine Marke,"€ 1,69",,"1 kg = 16,90","gekocht, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/metzgerschinken.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",,ref_000097,obs_0000007619|obs_0000033994|obs_0000006172|obs_0000034564|obs_0000034775,obs_0000033994|obs_0000006172|obs_0000007619|obs_0000028672|obs_0000029195|obs_0000030486
Neuburger,Keine Marke,"€ 1,99",,"1 kg = 19,90","mit österreichischem Qualitäts-Rind- und Schweinefleisch hergestellt, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/neuburger.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000098,obs_0000028983|obs_0000029158|obs_0000031492|obs_0000032075|obs_0000032365|obs_0000014930|obs_0000015775|obs_0000030834,obs_0000014930|obs_0000015775|obs_0000028983|obs_0000029158|obs_0000031492|obs_0000032075|obs_0000032365
Broccoli-Schinkensalat,Keine Marke,"€ 0,89",,"1 kg = 8,90","mit knackigem Broccoli, Formfleisch-Vorderschinken, frischen Äpfeln und Mais, in einem cremigen Joghurtdressing, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/broccoli-schinkensalat.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",,ref_000099,obs_0000010340|obs_0000014172|obs_0000030213|obs_0000031219,
Rinderzunge,Keine Marke,"€ 2,59",,"1 kg = 25,90","gekocht, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/rinderzunge.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",,ref_000100,obs_0000006877|obs_0000007437|obs_0000006193|obs_0000009752|obs_0000011843|obs_0000013366,obs_0000006193|obs_0000006877|obs_0000007437|obs_0000009752|obs_0000011843|obs_0000013366
Original spanischer Serrano-Schinken,Keine Marke,"€ 1,99",,"1 kg = 19,90","luftgetrocknet, mild im Geschmack, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/original-spanischer-serrano-schinken.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000101,obs_0000007416|obs_0000008893|obs_0000011009|obs_0000031819|obs_0000033763|obs_0000033975|obs_0000034378|obs_0000034561|obs_0000034575|obs_0000035052|obs_0000006283|obs_0000008777|obs_0000008906|obs_0000009334|obs_0000009525|obs_0000009987|obs_0000010117|obs_0000012423|obs_0000013325|obs_0000014249|obs_0000015051|obs_0000015502|obs_0000016167|obs_0000016624|obs_0000017384|obs_0000017657|obs_0000017799|obs_0000019505|obs_0000020181|obs_0000020298|obs_0000020611|obs_0000021000|obs_0000021117|obs_0000021430|obs_0000021758|obs_0000021868|obs_0000022184|obs_0000025547|obs_0000025705|obs_0000026035|obs_0000026772|obs_0000026832|obs_0000027005|obs_0000027048|obs_0000027791|obs_0000028387|obs_0000028429|obs_0000028516|obs_0000028630|obs_0000028730,obs_0000007416
Tarczynski SNACK T Salami,Keine Marke,"€ 1,69",,"1 kg = 21,13","verschiedene Sorten, 80 g Packung, (1 kg = 21,13 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/tarczynski-snack-t-salami.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_wurst,tag_ultra_processed,tag_whole_food",,ref_000102,obs_0000031488|obs_0000034368|obs_0000022563|obs_0000022827|obs_0000034176|obs_0000002285|obs_0000002611|obs_0000002957|obs_0000003239|obs_0000003307|obs_0000005781|obs_0000007987|obs_0000008039|obs_0000008425|obs_0000010234|obs_0000010316|obs_0000011010|obs_0000014824|obs_0000014932|obs_0000015693|obs_0000016328|obs_0000016602|obs_0000016755|obs_0000017184|obs_0000017375|obs_0000017698|obs_0000018804|obs_0000019030|obs_0000019666|obs_0000020407|obs_0000021226|obs_0000023205|obs_0000025355|obs_0000025802|obs_0000025934|obs_0000026898|obs_0000028273|obs_0000031198,
Berger Schinken,Keine Marke,"€ 1,59",,"1 kg = 19,88","verschiedene Sorten, 80 g Packung, (1 kg = 19,88 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/berger-schinken.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",BLS-W271000,ref_000103,obs_0000029551|obs_0000005783|obs_0000034378|obs_0000016624|obs_0000017657|obs_0000028387,obs_0000030816
Hackfleisch gemischt,Keine Marke,"€ 0,99",,"1 kg = 9,90","Schwein und Rind, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/hackfleisch-gemischt.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegetarian,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich,tag_ultra_processed",BLS-U020100,ref_000104,obs_0000006355|obs_0000006874|obs_0000007077|obs_0000009248|obs_0000028033|obs_0000029783|obs_0000029892|obs_0000030174|obs_0000030269|obs_0000030894|obs_0000030922|obs_0000030962|obs_0000031538|obs_0000031582|obs_0000033883|obs_0000034536|obs_0000005620|obs_0000005797|obs_0000008856|obs_0000009222|obs_0000009575|obs_0000009702|obs_0000011430|obs_0000012282|obs_0000014463|obs_0000016944|obs_0000017204|obs_0000018085|obs_0000020307|obs_0000021126|obs_0000022287|obs_0000025678|obs_0000026963|obs_0000027617|obs_0000027808|obs_0000029566|obs_0000030444|obs_0000030969|obs_0000030975|obs_0000000505|obs_0000001646|obs_0000009524|obs_0000010463|obs_0000012768|obs_0000014917|obs_0000017754|obs_0000018612|obs_0000019652|obs_0000028433|obs_0000000646,obs_0000000505|obs_0000033883|obs_0000001646|obs_0000034536|obs_0000005620|obs_0000005797|obs_0000006355|obs_0000006874|obs_0000007077|obs_0000008856|obs_0000009222|obs_0000009248|obs_0000009524|obs_0000009575|obs_0000009702|obs_0000010463|obs_0000011430|obs_0000012282|obs_0000014463|obs_0000016944|obs_0000017204|obs_0000017754|obs_0000018085|obs_0000018612|obs_0000019652|obs_0000020307|obs_0000021126|obs_0000022287|obs_0000025678|obs_0000028033|obs_0000028433|obs_0000029783|obs_0000029892|obs_0000030174|obs_0000030269|obs_0000030894|obs_0000030922|obs_0000030962|obs_0000031538|obs_0000031582
Schweineschnitzel oder Schlegelbraten,Keine Marke,"€ 5,90",,"1 kg = 59,00","aus der Keule, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/schweineschnitzel-oder-schlegelbraten.jpg,"cat_fleisch_wurst,sub_schwein,tag_ultra_processed,tag_whole_food",BLS-Y332132,ref_000105,obs_0000005612|obs_0000007065|obs_0000007436|obs_0000006190|obs_0000006886|obs_0000007055|obs_0000007067|obs_0000007440|obs_0000033938|obs_0000005418|obs_0000005615|obs_0000006174|obs_0000009488|obs_0000009949|obs_0000011443,obs_0000005612|obs_0000029647
Schweineschnitzel,Keine Marke,"€ 0,79",,"1 kg = 7,90","aus der Oberschale, natur, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/schweineschnitzel.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_ultra_processed,tag_whole_food",BLS-U543100,ref_000106,obs_0000006886|obs_0000007055|obs_0000007067|obs_0000007440|obs_0000033938|obs_0000005418|obs_0000005615|obs_0000006174|obs_0000009488|obs_0000009949|obs_0000011443|obs_0000006880|obs_0000034711|obs_0000008208|obs_0000016510|obs_0000017503|obs_0000019804|obs_0000007065|obs_0000007436|obs_0000005612|obs_0000024875|obs_0000006190,obs_0000033938|obs_0000005418|obs_0000005615|obs_0000006174|obs_0000006886|obs_0000007055|obs_0000007067|obs_0000007440|obs_0000009488|obs_0000009949|obs_0000011443|obs_0000027265
Schweinefleischpfanne,Keine Marke,"€ 0,99",,"1 kg = 9,90","verschieden gewürzt, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/schweinefleischpfanne.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_proteinreich,tag_ultra_processed,tag_whole_food",BLS-W851000,ref_000107,obs_0000007069,obs_0000007069
Deutsche Rinderbeinscheiben,Keine Marke,"€ 1,19",,"1 kg = 11,90","mit Markknochen, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/deutsche-rinderbeinscheiben.jpg,"cat_fleisch_wurst,sub_rind,tag_proteinreich,tag_whole_food",,ref_000108,obs_0000007246|obs_0000005799|obs_0000006356|obs_0000005994|obs_0000023240|obs_0000024873,obs_0000005799|obs_0000007246
Fleischkäse,Keine Marke,"€ 0,79",,"1 kg = 7,90","fein oder grob zum Selberbacken, auch in SB-Packung, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/fleischk-se.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",BLS-W244000,ref_000109,obs_0000007220|obs_0000031583|obs_0000011864|obs_0000015365|obs_0000033734|obs_0000033949|obs_0000034142|obs_0000034341|obs_0000034554|obs_0000034760|obs_0000034938|obs_0000013100|obs_0000015267|obs_0000016100,obs_0000007220|obs_0000031583
Schweinehüftsteaks,Keine Marke,"€ 0,79",,"1 kg = 6,90","pfannenfertig gewürzt auch in natur erhältlich, 100 g = 0,69 €, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/schweineh-ftsteaks.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",,ref_000110,obs_0000007639,obs_0000031569
Gulasch gemischt,Keine Marke,"€ 1,11",,"1 kg = 11,10","Schwein und Rind, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/gulasch-gemischt.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,sub_schwein,tag_ultra_processed,tag_whole_food",BLS-Y182912,ref_000111,obs_0000006347|obs_0000007241|obs_0000029290|obs_0000030923|obs_0000030950|obs_0000031234|obs_0000005978|obs_0000008317|obs_0000009293|obs_0000013674|obs_0000014163|obs_0000031193|obs_0000029179|obs_0000030869|obs_0000019678|obs_0000020673|obs_0000021492|obs_0000023717|obs_0000024145|obs_0000025475|obs_0000000631|obs_0000000644|obs_0000000645|obs_0000000702|obs_0000000888|obs_0000001197|obs_0000001518|obs_0000024868|obs_0000011454,obs_0000005978|obs_0000006347|obs_0000007241|obs_0000008317|obs_0000009293|obs_0000013674|obs_0000014163|obs_0000029290|obs_0000030923|obs_0000030950|obs_0000031193|obs_0000031234
Bratwurstgehäck,Keine Marke,"€ 0,59",,"1 kg = 5,90","deftig gewürzt, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/bratwurstgeh-ck.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",,ref_000112,obs_0000007072|obs_0000006540|obs_0000006543|obs_0000005618,
Bauernschätze Schweinesaft- Krustenbraten,Keine Marke,"€ 0,99",,"1 kg = 9,90","aus der Schulter, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/bauernsch-tze-schweinesaft-krustenbraten.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_whole_food",,ref_000113,obs_0000007242|obs_0000005427|obs_0000013284|obs_0000015780,
Bauernschätze Fleischspieße,Keine Marke,"€ 1,29",,"1 kg = 12,90","laufend frisch gesteckt, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/bauernsch-tze-fleischspie-e.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000114,obs_0000007640|obs_0000030223|obs_0000031704|obs_0000005617,obs_0000007640
Bauernschätze Vordereisbein,Keine Marke,"€ 0,59",,"1 kg = 5,90","frisch, 100 g",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/bauernsch-tze-vordereisbein.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000115,obs_0000005991|obs_0000007244|obs_0000005432,obs_0000005991
Bauernschätze Putenunterkeule oder Putenflügel,Keine Marke,"€ 0,69",,"pro Einheit = 0,69",100 g,Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/bauernsch-tze-putenunterkeule-oder-putenfl-gel.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_gefluegel,tag_ultra_processed",,ref_000116,obs_0000007247|obs_0000007444|obs_0000005434,obs_0000005434|obs_0000007247|obs_0000007444
Bratwurst,Keine Marke,"€ 4,79",,"1 kg = 11,98","fein, schlesische Art, vom Schwein, 400 g SB-Packung, (1 kg = 11,98 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/bratwurst.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",,ref_000117,obs_0000006539|obs_0000006701|obs_0000007634|obs_0000026247|obs_0000007068|obs_0000007439|obs_0000029908|obs_0000030575|obs_0000031237|obs_0000000643|obs_0000034127|obs_0000034326|obs_0000034548|obs_0000034927|obs_0000034931|obs_0000002715|obs_0000002948|obs_0000005614|obs_0000006195|obs_0000008620|obs_0000009254|obs_0000009659|obs_0000013672|obs_0000014245|obs_0000015339|obs_0000020342|obs_0000021161|obs_0000021756|obs_0000031320|obs_0000030880|obs_0000030970|obs_0000033720|obs_0000010602|obs_0000015773|obs_0000016533|obs_0000019662|obs_0000019942|obs_0000023367|obs_0000024944|obs_0000028609|obs_0000022569,obs_0000006520|obs_0000006539|obs_0000006693|obs_0000006701|obs_0000007634|obs_0000026247
Hähnchenunterschenkel,Keine Marke,"€ 3,79",,"1 kg = 7,58","verschiedene Gewichte, z. B. 500 g SB-Packung, (1 kg = 7,58 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/h-hnchenunterschenkel.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_whole_food",BLS-V4B5100,ref_000118,obs_0000006191,obs_0000006191|obs_0000006537|obs_0000007635|obs_0000028083|obs_0000031837
Sekt Fruchtsecco oder Alkoholfrei,Rotkäppchen,"€ 2,49",,"1 l = 3,32","verschiedene Sorten, 0,75 Liter Flasche, (1 l = 3,32 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/rotk-ppchen-sekt-fruchtsecco-oder-alkoholfrei.jpg,cat_getraenke,,ref_000119,obs_0000005625|obs_0000005998|obs_0000007078|obs_0000007450|obs_0000007657|obs_0000029437|obs_0000029767|obs_0000030392|obs_0000000863|obs_0000001809|obs_0000005810|obs_0000006559|obs_0000007259|obs_0000000122|obs_0000025002|obs_0000025209|obs_0000017436|obs_0000018037|obs_0000026289|obs_0000026425|obs_0000018687|obs_0000002457|obs_0000027487|obs_0000011144|obs_0000011802|obs_0000020626|obs_0000012441|obs_0000012870|obs_0000021445|obs_0000023255|obs_0000015084|obs_0000023384|obs_0000031833|obs_0000015935|obs_0000016680|obs_0000024889|obs_0000017456|obs_0000034225|obs_0000001461|obs_0000026048|obs_0000018465|obs_0000019009|obs_0000010911|obs_0000027358|obs_0000011150|obs_0000019561|obs_0000011590|obs_0000003634|obs_0000028281|obs_0000012437,obs_0000005625|obs_0000005998
Bacardi Rum,Keine Marke,"€ 10,49",,"1 l = 15,70","verschiedene Sorten, 27-37,5 % Vol., 0,7 Liter Flasche, (1 l = 15,70 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/bacardi-rum.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000120,obs_0000006555|obs_0000017633|obs_0000025003|obs_0000027570,
Freixenet Medera o Mia oder Mia Alkoholfrei Wein,Keine Marke,"€ 2,99",,"pro Einheit = 2,99","aus Spanien, verschiedene Sorten *Je nach Verfügbarkeit des Marktes., 0,75 Liter Flasche",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/freixenet-medera-o-mia-oder-mia-alkoholfrei-wein.jpg,cat_getraenke,,ref_000121,obs_0000005450|obs_0000007869|obs_0000029769|obs_0000011983|obs_0000015260|obs_0000016121|obs_0000034424|obs_0000006548|obs_0000010394,obs_0000005450
effect Energy Drink,Keine Marke,"€ 0,69",,"1 l = 2,09","verschiedene Sorten, 0,33 Liter Dose + 0,25 Pfand, (1 l = 2,09 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/effect-energy-drink.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000122,obs_0000006727|obs_0000029976|obs_0000032711|obs_0000005828|obs_0000028180|obs_0000006550|obs_0000007094|obs_0000007266|obs_0000007466|obs_0000007672|obs_0000007877|obs_0000007885|obs_0000029420|obs_0000029725|obs_0000030404|obs_0000030678|obs_0000031002|obs_0000032127|obs_0000032255|obs_0000032438|obs_0000032707|obs_0000032717|obs_0000000193|obs_0000000304|obs_0000033497|obs_0000034110|obs_0000001917|obs_0000002158|obs_0000002214|obs_0000002490|obs_0000003962|obs_0000004389|obs_0000004816|obs_0000008960|obs_0000009616|obs_0000010050|obs_0000010758|obs_0000011333|obs_0000011355|obs_0000012204|obs_0000013175|obs_0000013614|obs_0000013993|obs_0000014658|obs_0000016414|obs_0000016807|obs_0000017046|obs_0000017338|obs_0000018063|obs_0000018194,obs_0000005828|obs_0000006727|obs_0000029976|obs_0000032711
Coca-Cola,Keine Marke,"€ 0,99",,"1 l = 0,79","verschiedene Sorten, Fanta, Sprite oder Mezzo Mix* *koffeinhaltige Limonade, 1,25 Liter Flasche + 0,25 Pfand, (1 l = 0,79 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/coca-cola.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",,ref_000123,obs_0000006901|obs_0000006909|obs_0000007669|obs_0000029418|obs_0000029979|obs_0000030302|obs_0000030680|obs_0000032254|obs_0000032440|obs_0000032705|obs_0000033681|obs_0000001110|obs_0000034042|obs_0000034234|obs_0000001642|obs_0000034648|obs_0000034810|obs_0000005638|obs_0000005827|obs_0000006021|obs_0000023586|obs_0000023740|obs_0000024165|obs_0000024676|obs_0000007878|obs_0000007972|obs_0000008037|obs_0000008172|obs_0000023774|obs_0000024202|obs_0000007892|obs_0000008139|obs_0000029419|obs_0000030303|obs_0000032052|obs_0000000445|obs_0000000810|obs_0000000990|obs_0000001014|obs_0000001532|obs_0000034850|obs_0000003042|obs_0000004177|obs_0000004604|obs_0000005031|obs_0000008405|obs_0000008772|obs_0000008921|obs_0000009023|obs_0000009119,obs_0000033681|obs_0000001110|obs_0000034042|obs_0000034234|obs_0000001642|obs_0000034648|obs_0000034810|obs_0000005638|obs_0000005827|obs_0000006021|obs_0000006901|obs_0000006909|obs_0000007669|obs_0000023586|obs_0000023740|obs_0000024165|obs_0000024676|obs_0000029418|obs_0000029979|obs_0000030302|obs_0000030680|obs_0000032254|obs_0000032440|obs_0000032705
Saft Nektar oder Fruchtsaftgetränk,EDEKA Herzstücke,"€ 7,74",,"1 l = 1,49","verschiedene Sorten, 1 Liter Flasche + 0,25 Pfand, (1 l = 1,49 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/edeka-herzst-cke-saft-nektar-oder-fruchtsaftgetr-nk.jpg,"cat_getraenke,tag_ultra_processed",,ref_000125,obs_0000005441|obs_0000005999|obs_0000006360|obs_0000006549|obs_0000015054|obs_0000006204|obs_0000006889|obs_0000007668|obs_0000005825|obs_0000006726|obs_0000007092|obs_0000030301|obs_0000031003|obs_0000032441|obs_0000032918|obs_0000024985|obs_0000008761|obs_0000016953|obs_0000017106|obs_0000025618|obs_0000033833|obs_0000033872|obs_0000034047|obs_0000017915|obs_0000026144|obs_0000034438|obs_0000009933|obs_0000026383|obs_0000010200|obs_0000026785|obs_0000010737|obs_0000027142|obs_0000019142|obs_0000027674|obs_0000011567|obs_0000027982|obs_0000028293|obs_0000020223|obs_0000028431|obs_0000021042|obs_0000022436,obs_0000005441|obs_0000005999|obs_0000006204|obs_0000006360|obs_0000006549
Veltins Pilsener,Keine Marke,"€ 10,99",,"1 l = 1,20","20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,20 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/veltins-pilsener.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000126,obs_0000029764|obs_0000029928|obs_0000030754|obs_0000029887|obs_0000031557|obs_0000032304|obs_0000034091|obs_0000034637|obs_0000034836|obs_0000034842|obs_0000035044|obs_0000035045|obs_0000006020|obs_0000008415|obs_0000013820|obs_0000014011|obs_0000014656|obs_0000015503|obs_0000015939|obs_0000026503|obs_0000028405|obs_0000028547|obs_0000028664|obs_0000028988,obs_0000029764|obs_0000029928|obs_0000030754
Puschkin Vodka oder Vodka-Mix,Keine Marke,"€ 5,99",,"1 l = 9,27","Nuts & Nougat, 17,5/37,5 % Vol., 0,7 Liter Flasche, (1 l = 9,27 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/puschkin-vodka-oder-vodka-mix.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000127,obs_0000005259|obs_0000034034|obs_0000034845|obs_0000035049|obs_0000002903|obs_0000008713|obs_0000008904|obs_0000009320|obs_0000009420|obs_0000009791|obs_0000009883|obs_0000011132|obs_0000012175|obs_0000012431|obs_0000013474|obs_0000015665|obs_0000019368|obs_0000020363|obs_0000021182|obs_0000022378|obs_0000024028|obs_0000024448|obs_0000024700|obs_0000026846|obs_0000028354,obs_0000005259
Irish Cream Likör,Baileys,"€ 8,99",,"pro Einheit = 8,99","verschiedene Sorten, 15,7/17 % Vol. Je nach Verfügbarkeit des Marktes.",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/baileys-irish-cream-lik-r.jpg,cat_getraenke,,ref_000128,obs_0000020118|obs_0000021673|obs_0000028012|obs_0000020937|obs_0000005455|obs_0000006004|obs_0000011571|obs_0000008799|obs_0000019446|obs_0000017462|obs_0000020047|obs_0000004726|obs_0000012418|obs_0000004299|obs_0000000247|obs_0000003872|obs_0000020866|obs_0000003467|obs_0000022448,obs_0000005455|obs_0000006004
Hennessy Very Special Cognac,Keine Marke,"€ 27,99",,"1 l = 39,99","40 % Vol., 0,7 Liter Flasche, (1 l = 39,99 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/hennessy-very-special-cognac.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000129,obs_0000006716|obs_0000007667|obs_0000032468|obs_0000019798|obs_0000024033|obs_0000024457|obs_0000024038|obs_0000024459,obs_0000006716|obs_0000007667|obs_0000032468
Laphroaig Islay Single Malt Scotch Whisky,Keine Marke,"€ 29,99",,"1 l = 42,84","10 Jahre, 40 % Vol., 0,7 Liter Flasche, (1 l = 42,84 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/laphroaig-islay-single-malt-scotch-whisky.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000130,obs_0000007908|obs_0000006010|obs_0000007090|obs_0000007258|obs_0000007456|obs_0000009008|obs_0000006718|obs_0000032741|obs_0000024920|obs_0000015073|obs_0000016202|obs_0000017072|obs_0000016836|obs_0000017414|obs_0000020725|obs_0000021544|obs_0000021815|obs_0000025948|obs_0000015074|obs_0000015075|obs_0000015919|obs_0000016229|obs_0000017533|obs_0000018845|obs_0000019243|obs_0000019629|obs_0000019846|obs_0000020036|obs_0000020855|obs_0000025037|obs_0000027476,obs_0000006010|obs_0000007908
Jack Daniel s Tennessee Whiskey,Keine Marke,"€ 15,99",,"1 l = 22,84","verschiedene Sorten, 35/40 % Vol., 0,7 Liter Flasche, (1 l = 22,84 €)",Nein,Gültig vom 23.03.2026 bis zum 28.03.2026.,2026-03-23,2026-03-28,images_edeka/jack-daniel-s-tennessee-whiskey.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000131,obs_0000007454|obs_0000029438|obs_0000032027|obs_0000032446|obs_0000007084|obs_0000028134|obs_0000001910|obs_0000028331,obs_0000007454|obs_0000029438|obs_0000032027|obs_0000032446
