Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
LANGNESE,Magnum,"€ 2,99","€ 5,49","1 l = 4,99 - 6,80","1 l = 4,99 - 6,80","6 Stieleis Classic, Almond oder Mix oder Becher Double Hazelnut oder Pistachio",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_181.jpg,"cat_tiefkuehl,sub_tk_eis,tag_ultra_processed",,,ref_000292,obs_0000024079|obs_0000015273|obs_0000024496|obs_0000020800|obs_0000022474|obs_0000011489|obs_0000010096|obs_0000021619|obs_0000002227|obs_0000003423|obs_0000008369|obs_0000024683|obs_0000029700|obs_0000005768|obs_0000006667|obs_0000006159|obs_0000007600|obs_0000012090|obs_0000006847|obs_0000015702|obs_0000030853|obs_0000029335|obs_0000026009|obs_0000031992|obs_0000031184|obs_0000029342|obs_0000031169|obs_0000031991|obs_0000030846,obs_0000024079|obs_0000015273|obs_0000024496|obs_0000020800|obs_0000022474|obs_0000011489|obs_0000010096|obs_0000021619,,
Keine Marke,Marokk mexikan Brombeeren,"€ 1,99","€ 3,49","1 kg = 15,92","1 kg = 15,92",Kl. I,Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_013.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000293,obs_0000017524,,,
Keine Marke,Marokk senegal Zuckermais,"€ 1,99","€ 2,99","pro Einheit = 2,00","pro Einheit = 2,00",Kl. I,Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_643.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000294,obs_0000010140,,,
KINDER,Maxi King oder Pingui,"€ 1,49",,"1 kg = 10,65 - 14,19","1 kg = 10,65 - 14,19",Schokoriegel mit Milchcreme,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_158.jpg,"cat_molkerei_kaese,tag_ultra_processed",,,ref_000295,obs_0000031434|obs_0000023743|obs_0000024167|obs_0000011463|obs_0000012794|obs_0000031551,,,
K-CLASSIC,Mayonnaise,"€ 1,39","€ 1,69","1 l = 2,78","1 l = 2,78",mit Rapsöl,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_213.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed",,BLS-Q991000,ref_000296,obs_0000010674|obs_0000015657|obs_0000015844|obs_0000001763|obs_0000006311|obs_0000008492|obs_0000034215|obs_0000014200|obs_0000011067|obs_0000034025|obs_0000013772|obs_0000029017|obs_0000029039|obs_0000007001|obs_0000032050|obs_0000032296|obs_0000007954|obs_0000031023,obs_0000010674|obs_0000015657|obs_0000015844|obs_0000001763,,
ERGÜLLÜ,Mediterrane Creme,"€ 2,22","€ 2,59","1 kg = 17,76","1 kg = 17,76",Scharfer oder Weißer Grieche,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_207.jpg,"cat_grundnahrung,sub_milchprodukte,sub_sahne_creme",,,ref_000297,obs_0000033360|obs_0000013141,,,
Keine Marke,Mexikan brasil Limetten,"€ 0,99","€ 1,49","pro Einheit = 4,00","pro Einheit = 4,00",Kl. I,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_094.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000298,obs_0000014383|obs_0000029579,,,
Keine Marke,Mikrofaser-Wischsystem,"€ 4,99",,"pro Einheit = 4,99","pro Einheit = 4,99",Zur effektiven Reinigung von glatten Böden Mit hochwertigem Mikrofaser-Bezug Ausziehbarer Teleskop-Stiel (Länge bis 130 cm),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_443.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000299,,,,
Severin,Mikrowelle MW 9288,"€ 59,99",,"pro Einheit = 59,99","pro Einheit = 59,99",Garraum ca. 17 l 6 Leistungsstufen 30-min-Timer mit Signalton Herausnehmbarer Drehteller Ø ca. 25 cm Größe ca. B 44 x H 24 x T 36 cm 700 W,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_393.jpg,cat_non_food,,,ref_000300,obs_0000010370,obs_0000010370,,x
KNOPPERS,Milch-Nuss-Schnitte,"€ 1,69",,"1 kg = 8,45","1 kg = 8,45",versch. Sorten,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_282.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000301,obs_0000010549|obs_0000008924|obs_0000014196|obs_0000003091|obs_0000021580|obs_0000004808|obs_0000025845|obs_0000020761|obs_0000004381|obs_0000000301|obs_0000021844|obs_0000003954|obs_0000002430|obs_0000008469|obs_0000027475|obs_0000002044|obs_0000003614|obs_0000026178|obs_0000000796,obs_0000010549,,
K-CLASSIC,Milch-Schoko-Riegel,"€ 1,99",,"1 kg = 9,95","1 kg = 9,95",umhüllt von Edel-Vollmilchschokolade,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_266.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_milchprodukte,tag_high_protein,tag_ultra_processed",,,ref_000302,obs_0000027493|obs_0000001097|obs_0000001466|obs_0000000345|obs_0000004452|obs_0000004879|obs_0000003586|obs_0000003802|obs_0000027626|obs_0000004025|obs_0000010357|obs_0000014601|obs_0000030996|obs_0000022867|obs_0000012676|obs_0000016822|obs_0000016928|obs_0000033364|obs_0000017107|obs_0000000796|obs_0000025377|obs_0000015457|obs_0000019932|obs_0000011786|obs_0000013851|obs_0000003614|obs_0000026178,,,
SNICKERS MARS BOUNTY,MILKY WAY oder TWIX Minis,"€ 5,00","€ 6,58","1 kg = 11,02","1 kg = 11,02",kleine Schokoriegel,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_278.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000303,obs_0000015456|obs_0000005283|obs_0000019480|obs_0000015901|obs_0000025627|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527,obs_0000015456,,
ADELHOLZENER,Mineralwasser,"€ 0,49",,"pro Einheit = 1,00","pro Einheit = 1,00",versch. Sorten (+ 0.25 Pfand),Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_298.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000304,obs_0000028841|obs_0000031006|obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332|obs_0000031249|obs_0000002068|obs_0000024088|obs_0000029232|obs_0000031834,obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000006890|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000025562|obs_0000028654|obs_0000014332,,
BABYBEL,Mini,"€ 2,79","€ 4,29","1 kg = 15,50","1 kg = 15,50","halbfester Schnittkäse, Original oder Light, 25 - 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_174.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000305,obs_0000012328|obs_0000010932|obs_0000006379|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216|obs_0000020562|obs_0000019152|obs_0000008972|obs_0000021381|obs_0000025542|obs_0000034182|obs_0000001648|obs_0000002220|obs_0000023295|obs_0000000803|obs_0000020016|obs_0000018433|obs_0000000007|obs_0000002063|obs_0000004119|obs_0000010268|obs_0000024611|obs_0000000041|obs_0000012338|obs_0000020532|obs_0000014403|obs_0000004170|obs_0000024665|obs_0000012389|obs_0000022631|obs_0000022632|obs_0000008299|obs_0000010350|obs_0000000119|obs_0000034913|obs_0000004234|obs_0000026794|obs_0000028842|obs_0000004281|obs_0000022732|obs_0000016594|obs_0000002275|obs_0000026857|obs_0000018679|obs_0000026872|obs_0000028936|obs_0000006422|obs_0000033044,obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,,
K-CLASSIC,Mini-Berner-Würstchen,"€ 1,99","€ 2,59","1 kg = 7,96","1 kg = 7,96",Brühwürstchen mit Emmentaler und gegartem Bauchspeck,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_123.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_wurst,tag_ultra_processed",,BLS-W211400,ref_000306,obs_0000014851|obs_0000013778|obs_0000013994|obs_0000009369|obs_0000023289|obs_0000027851|obs_0000025844|obs_0000026526|obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000009557|obs_0000026024|obs_0000018128|obs_0000016216,,,
GIOTTO,Mini-Gebäckkugeln,"€ 2,79",,"1 kg = 18,12","1 kg = 18,12","gefüllt mit Haselnusscreme, 4 Stangen à 9 Stück",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_610.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000307,obs_0000011552|obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,obs_0000011552,,
TECHNAXX,Mini-Wildtierkamera TX-117,"€ 49,99","€ 89,99","pro Einheit = 49,99","pro Einheit = 49,99","TFT-LC-Display ca. 4,8 cm (1,9 Zoll) Mikrofon und Lautsprecher integriert Funktionen: Foto, Video, kombiniert Full-HD-Videoauflösung Fotoaufnahmen bis 12 MP Auslösezeit ca. 0,6 sec Auslöseintervall programmierbar (5 sec - 60 min) Videolänge und Zeitrafferfunktion programmierbar Bewegungsmelder mit Reichweite ca. 15 m Nachtsichtaufnahmen per IR-LED bis ca. 18 m Mit microSD-Kartenslot (bis zu 32 GB) Schutzklasse IP 56 (Staub, Strahlwasser) Größe ca. B 8,7 x H 10,7 x T 4,4 cm (ca. 141 g) Inkl. USB-Kabel, Gurt und Batterien",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_397.jpg,"cat_non_food,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000308,obs_0000012328|obs_0000006379|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,,,
LEIBNIZ,Minis,"€ 3,38",,"1 kg = 7,54 - 9,04","1 kg = 7,54 - 9,04","Butterkekse, Choco oder Black & White",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_606.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000309,obs_0000015901|obs_0000019480|obs_0000025627|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527|obs_0000017921|obs_0000012802|obs_0000027652|obs_0000014861|obs_0000001550|obs_0000004111|obs_0000004633|obs_0000008732|obs_0000027681|obs_0000022061|obs_0000010298|obs_0000034379|obs_0000020557|obs_0000004206|obs_0000025211|obs_0000001186|obs_0000001189|obs_0000011962|obs_0000003779|obs_0000003791|obs_0000014554|obs_0000001759|obs_0000033009|obs_0000004850|obs_0000006386|obs_0000021245|obs_0000006923|obs_0000033553|obs_0000026916|obs_0000035089|obs_0000017711|obs_0000034613|obs_0000014139|obs_0000000326|obs_0000004423|obs_0000022862|obs_0000004965,obs_0000019480|obs_0000025627|obs_0000015901|obs_0000019541|obs_0000012394|obs_0000025800|obs_0000024884|obs_0000016191|obs_0000011085|obs_0000022992|obs_0000013779|obs_0000013309|obs_0000022527,,
K-PURLAND,Minutensteaks aus dem Schweinelachs,"€ 2,49","€ 3,19","1 kg = 6,23","1 kg = 6,23","aus dem Schweinelachs, zart",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_100.jpg,"cat_fleisch_wurst,sub_schwein,tag_high_protein,tag_proteinreich",,,ref_000310,obs_0000011413|obs_0000009481|obs_0000000511|obs_0000000647|obs_0000001076|obs_0000001311|obs_0000003641,obs_0000011413,,
INNOCENT,Mischsaft oder Plus,"€ 2,69","€ 3,79","1 l = 2,99 - 3,59","1 l = 2,99 - 3,59","aus Direktsaft, versch. Sorten (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_048.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000311,obs_0000011970|obs_0000013344|obs_0000014628,,,
Gegrillte Champignons,mit Frischkäse,"€ 1,49","€ 1,99","pro Einheit = 100,00","pro Einheit = 100,00",mit Frischkäse,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_224.jpg,"cat_grundnahrung,sub_kaese,sub_milchprodukte,sub_pilze,tag_ultra_processed",,,ref_000312,obs_0000013780|obs_0000026675|obs_0000022604|obs_0000018636|obs_0000018668|obs_0000024882|obs_0000020962|obs_0000000519|obs_0000016946|obs_0000025259|obs_0000031543|obs_0000002951|obs_0000019362|obs_0000017482|obs_0000017513|obs_0000027893|obs_0000019721|obs_0000009596|obs_0000003481|obs_0000023986|obs_0000017894|obs_0000018043|obs_0000022149|obs_0000028302|obs_0000020143|obs_0000022250|obs_0000022312|obs_0000010048|obs_0000024407|obs_0000030191,obs_0000013780,,
ZOTT,Monte,"€ 1,49","€ 2,49","1 kg = 4,52","1 kg = 4,52",Milchdessert mit Schoko und Haselnüssen,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_156.jpg,"cat_molkerei_kaese,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,,ref_000313,obs_0000012680|obs_0000011038|obs_0000001955|obs_0000009385|obs_0000019311|obs_0000009846|obs_0000002823|obs_0000019979|obs_0000021646|obs_0000024207|obs_0000001179|obs_0000021021|obs_0000000813|obs_0000010937|obs_0000024893|obs_0000022981|obs_0000016980|obs_0000020827|obs_0000023781|obs_0000020202|obs_0000025328|obs_0000025457|obs_0000034166|obs_0000005342|obs_0000006625|obs_0000005913|obs_0000030525|obs_0000029855|obs_0000030592,obs_0000012680|obs_0000011038|obs_0000001955|obs_0000009385|obs_0000005342|obs_0000006625|obs_0000019311|obs_0000009846,,
GALBANI,Mozzarella Classic,"€ 1,29","€ 1,99","1 kg = 10,32","1 kg = 10,32","Weichkäse, mind. 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_168.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000314,obs_0000008404|obs_0000013310|obs_0000024894|obs_0000018366|obs_0000022485|obs_0000025668|obs_0000022609|obs_0000028751|obs_0000033882|obs_0000001628|obs_0000001643|obs_0000001647|obs_0000018031|obs_0000020596|obs_0000023202|obs_0000024234|obs_0000015018|obs_0000022241|obs_0000023806|obs_0000026884|obs_0000011543|obs_0000011043|obs_0000000816|obs_0000024877|obs_0000035101|obs_0000034649|obs_0000009077|obs_0000022394|obs_0000027551|obs_0000021415|obs_0000031658|obs_0000016326|obs_0000027613|obs_0000018430,obs_0000008404|obs_0000013310,,
PERONI,Nastro Azzurro,"€ 4,99","€ 6,29","1 l = 2,52","1 l = 2,52","ital. Bier, auch alkoholfrei 0,0 % (+ 0.48 Pfand)",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_328.jpg,"cat_getraenke,diet_vegetarian",,,ref_000315,obs_0000010754|obs_0000028674|obs_0000028554|obs_0000015086|obs_0000029765|obs_0000029261,obs_0000010754|obs_0000028674|obs_0000029765|obs_0000028554|obs_0000029261|obs_0000015086,,
K-FAVOURITES,Natives Olivenöl extra DOP,"€ 5,99","€ 7,99","1 l = 11,98","1 l = 11,98","Terra di Bari Castel del Monte, aus Oliven aus Apulien",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_220.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000316,obs_0000014304|obs_0000000536|obs_0000025631|obs_0000012351|obs_0000000095|obs_0000020986|obs_0000014985|obs_0000021137|obs_0000020167|obs_0000028880|obs_0000022319|obs_0000011075|obs_0000020318|obs_0000021940|obs_0000025043|obs_0000013794|obs_0000015852|obs_0000018950|obs_0000018480|obs_0000005177|obs_0000008793|obs_0000001216|obs_0000028869|obs_0000003325|obs_0000028952|obs_0000018248|obs_0000033698|obs_0000002495|obs_0000007186|obs_0000005365|obs_0000010685|obs_0000002069|obs_0000014367|obs_0000011361|obs_0000015501|obs_0000012446|obs_0000009909|obs_0000009444|obs_0000015088|obs_0000002836|obs_0000013624|obs_0000019269|obs_0000011593|obs_0000013180|obs_0000012176|obs_0000001438,obs_0000000536|obs_0000025631|obs_0000012351|obs_0000000095|obs_0000020986|obs_0000014985|obs_0000021137|obs_0000020167|obs_0000028880|obs_0000022319|obs_0000011075|obs_0000020318|obs_0000021940|obs_0000025043|obs_0000014304|obs_0000013794|obs_0000015852,,
Keine Marke,Neuseeländ Kiwi gold lose,"€ 3,00","€ 4,95","pro Einheit = 3,00","pro Einheit = 3,00",Kl. I,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_091.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000317,obs_0000011814|obs_0000024104|obs_0000019528|obs_0000027793|obs_0000021224|obs_0000010019|obs_0000009562|obs_0000026466|obs_0000008059|obs_0000028046|obs_0000027055|obs_0000020405|obs_0000008631|obs_0000024527|obs_0000010274|obs_0000031776|obs_0000034007|obs_0000023259|obs_0000012629|obs_0000011104|obs_0000012669|obs_0000013227|obs_0000015276|obs_0000010721|obs_0000031712,,,
Keine Marke,Niederl belg Tafelbirnen,"€ 1,49","€ 1,99","pro Einheit = 1,00","pro Einheit = 1,00","Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_054.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000318,obs_0000015670|obs_0000013798|obs_0000014886|obs_0000015735|obs_0000011772|obs_0000008712|obs_0000008373|obs_0000028627|obs_0000028513|obs_0000010484,obs_0000015670|obs_0000013798,,
Keine Marke,Niederl span Rispentomaten lose,"€ 1,39","€ 2,99","pro Einheit = 1,39","pro Einheit = 1,39",Kl. I,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_059.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,,ref_000319,obs_0000012235|obs_0000014439|obs_0000013419|obs_0000012212|obs_0000014819|obs_0000013797|obs_0000001302|obs_0000027139|obs_0000008287|obs_0000013997|obs_0000027413|obs_0000027927|obs_0000031578|obs_0000000876|obs_0000029590|obs_0000026075,obs_0000012235,,
STORCK,Nimm2 Fruchtbonbons Soft oder Lollies,"€ 1,69",,"1 kg = 3,94 - 8,45","1 kg = 3,94 - 8,45","mit Vitaminen, versch. Sorten",Nein,Dieses Angebot findest du vom 27.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-27,2026-04-29,../images/kaufland/kaufland_offer_636.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000320,obs_0000012400|obs_0000027164|obs_0000011556|obs_0000008552,obs_0000012400,,
K-BLUE BAY,Norweg Lachsforellenfilet,"€ 14,99",,"pro Einheit = 14,99","pro Einheit = 14,99",mit Haut,Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_150.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich",,,ref_000321,obs_0000011456|obs_0000013801|obs_0000000699|obs_0000018886,obs_0000011456|obs_0000013801,,
Keine Marke,Nuss-Nougat-Croissant,"€ 0,49","€ 0,69","pro Einheit = 0,49","pro Einheit = 0,49","Plunderteiggebäck mit 25 % Nougatfüllung, bestreut mit gehackten Haselnüssen",Nein,Dieses Angebot findest du vom 23.04. bis 29.04. in deiner Kaufland-Filiale.,2026-04-23,2026-04-29,../images/kaufland/kaufland_offer_229.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,BLS-S451000,ref_000322,obs_0000020121|obs_0000006955|obs_0000023356|obs_0000027987|obs_0000024975|obs_0000020940|obs_0000002265|obs_0000003358|obs_0000027131|obs_0000016184|obs_0000023195|obs_0000025842,obs_0000020121|obs_0000006955|obs_0000023356|obs_0000027987|obs_0000024975|obs_0000020940,,
