Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Grobe Bratwurst,Meine Metzgerei,"€ 1,99",,"pro Einheit = 2,59",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_013.jpg,"cat_fleisch_wurst,sub_wurst",,BLS-W114000,ref_000013,obs_0000000643|obs_0000002715|obs_0000002948|obs_0000031237|obs_0000034326|obs_0000009254|obs_0000031320|obs_0000034927|obs_0000021161|obs_0000029908|obs_0000034548|obs_0000021756|obs_0000034127|obs_0000013672|obs_0000030575|obs_0000020342|obs_0000014245|obs_0000008620|obs_0000015339|obs_0000016533|obs_0000019662|obs_0000023367|obs_0000010602|obs_0000024944|obs_0000015773|obs_0000033720|obs_0000019942|obs_0000022569|obs_0000006701|obs_0000026247|obs_0000030970|obs_0000006539|obs_0000007634,obs_0000031237|obs_0000034326|obs_0000009254|obs_0000031320|obs_0000000643|obs_0000034927|obs_0000002715|obs_0000021161|obs_0000029908|obs_0000034548|obs_0000021756|obs_0000034127|obs_0000013672|obs_0000030575|obs_0000020342|obs_0000002948|obs_0000014245|obs_0000008620|obs_0000015339
Grillbauchscheiben,Meine Metzgerei,"€ 3,19",,"pro Einheit = 3,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_014.jpg,"cat_fleisch_wurst,sub_schwein,tag_proteinreich",,,ref_000014,,
Hähnchen-Ministeaks,Hähnchen-Ministeaks,"€ 3,99",,"pro Einheit = 4,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_015.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_proteinreich,tag_ultra_processed",,,ref_000015,obs_0000027174|obs_0000028084|obs_0000004158|obs_0000014914|obs_0000011427|obs_0000005012|obs_0000000432|obs_0000004585|obs_0000029296,obs_0000027174|obs_0000006706|obs_0000004158|obs_0000014914|obs_0000011427|obs_0000005012|obs_0000000432|obs_0000028084|obs_0000004585
Hähnchenbrustfilet Teilstücke,Meine Metzgerei,"€ 5,19",,"1 kg = 8,65",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_016.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich",,NUTR-0002,ref_000016,obs_0000001079|obs_0000011003|obs_0000034103|obs_0000015747|obs_0000012279|obs_0000002542|obs_0000008219|obs_0000009849|obs_0000009388|obs_0000027673|obs_0000026273|obs_0000010961|obs_0000005613,obs_0000008219|obs_0000001079|obs_0000009849|obs_0000009388|obs_0000011003|obs_0000034103|obs_0000015747|obs_0000012279
Bio-Steak,Bio-Steak,"€ 5,99",,"pro Einheit = 7,65",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000017,obs_0000001081|obs_0000002329|obs_0000003153|obs_0000034547,obs_0000001081|obs_0000002329|obs_0000003153
Bio-Hamburger,Bio-Hamburger,"€ 3,39",,"1 kg = 12,04",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_018.jpg,"cat_grundnahrung,diet_vegetarian",,,ref_000018,obs_0000001907|obs_0000002873|obs_0000027447|obs_0000016557|obs_0000000512|obs_0000017294|obs_0000009174|obs_0000009656|obs_0000034261|obs_0000017903|obs_0000030193|obs_0000022158|obs_0000014449|obs_0000030951|obs_0000022859,obs_0000001907|obs_0000002873
Bio-Landhähnchen-Flügel,Naturland,"€ 2,39",,"pro Einheit = 2,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_019.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_gefluegel,sub_wurst,tag_high_protein,tag_proteinreich",,,ref_000019,obs_0000000510|obs_0000002302|obs_0000000887|obs_0000001082|obs_0000002446|obs_0000003250|obs_0000000158|obs_0000001878,obs_0000000510|obs_0000002302
Müllbeutel,Power Force,"€ 0,59",,"pro Einheit = 0,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_020.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000020,obs_0000033452|obs_0000033079|obs_0000000578|obs_0000012459,obs_0000033452|obs_0000033079
Nitril-Einmalhandschuhe,Power Force,"€ 4,79",,"pro Einheit = 6,95",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_021.jpg,cat_non_food,,,ref_000021,obs_0000001573|obs_0000002215,
Feuchte Allzwecktücher,Power Force,"€ 0,79",,"pro Einheit = 1,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_022.jpg,cat_non_food,,,ref_000022,obs_0000018553|obs_0000006391,obs_0000018553
Schwammtücher,Power Force,"€ 0,65",,"pro Einheit = 0,85",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_023.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000023,,
Universal- oder Fenstertuch mit Mikrofaser,Power Force,"€ 0,49",,"pro Einheit = 0,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_024.jpg,"cat_non_food,tag_ultra_processed",,,ref_000024,obs_0000035079,
Topf-Reiniger,Power Force,"€ 0,45",,"pro Einheit = 0,65",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_025.jpg,cat_drogerie,,,ref_000025,obs_0000031762|obs_0000013848|obs_0000013362|obs_0000027202|obs_0000015954|obs_0000024166|obs_0000017601|obs_0000028357|obs_0000023750|obs_0000010953|obs_0000012011|obs_0000026432|obs_0000014189|obs_0000027513|obs_0000025004|obs_0000019901|obs_0000003536|obs_0000018411|obs_0000033271,obs_0000001007
Eco Spülmittel,Power Force,"€ 0,79",,"pro Einheit = 1,58",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_026.jpg,cat_drogerie,,,ref_000026,obs_0000026625|obs_0000033283|obs_0000026922|obs_0000033075|obs_0000033613|obs_0000033493|obs_0000032854|obs_0000027765|obs_0000008823,
Spaghetti,Cucina,"€ 0,55",,"pro Einheit = 0,69",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_027.jpg,"cat_grundnahrung,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_nudeln",,,ref_000027,obs_0000001650|obs_0000004761|obs_0000004334|obs_0000001286|obs_0000000270|obs_0000003907|obs_0000001508|obs_0000033820|obs_0000020035|obs_0000020854|obs_0000022908|obs_0000009155|obs_0000022529|obs_0000002576|obs_0000021076|obs_0000024179|obs_0000025746|obs_0000023753|obs_0000019168|obs_0000021219|obs_0000020257|obs_0000010535|obs_0000024914|obs_0000022413|obs_0000021916|obs_0000034217|obs_0000020400|obs_0000028677|obs_0000002637|obs_0000022641|obs_0000001691|obs_0000027472|obs_0000003464|obs_0000028557|obs_0000003480|obs_0000027095|obs_0000011365|obs_0000013091|obs_0000022865|obs_0000011940,obs_0000033820|obs_0000020035|obs_0000001650|obs_0000004761|obs_0000004334|obs_0000001286|obs_0000000270|obs_0000003907|obs_0000020854|obs_0000022908|obs_0000009155|obs_0000001508
Orangen-direktsaft,Rio D Oro,"€ 1,79",,"pro Einheit = 2,59",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_028.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-F603600,ref_000028,obs_0000016210|obs_0000001687|obs_0000014361|obs_0000008755|obs_0000009787|obs_0000032323|obs_0000016457|obs_0000029277|obs_0000009316|obs_0000030827|obs_0000017005|obs_0000029823|obs_0000025768|obs_0000019119|obs_0000027858|obs_0000027355|obs_0000031473|obs_0000008977|obs_0000032059|obs_0000018760|obs_0000030565|obs_0000031118|obs_0000024463|obs_0000028048|obs_0000021906|obs_0000028056|obs_0000029592|obs_0000024992|obs_0000010164|obs_0000034743|obs_0000026554|obs_0000029131,obs_0000001687|obs_0000016210
Grauer Burgunder QbA,Grauer Burgunder QbA,"€ 1,79",,"pro Einheit = 2,59",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_029.jpg,"cat_getraenke,sub_kaese",,,ref_000029,obs_0000034725|obs_0000034879|obs_0000014060|obs_0000035029|obs_0000000726|obs_0000034630|obs_0000026591|obs_0000035031,
WC-Duft-Juwelen Lemon,Power Force,"€ 0,75",,"1 kg = 7,81",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_030.jpg,"cat_non_food,tag_ultra_processed",,,ref_000030,obs_0000026334,
Apfelsaft,Rio D Oro,"€ 0,47",,"pro Einheit = 0,60",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_031.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,BLS-F110600,ref_000031,obs_0000031745|obs_0000027820|obs_0000031216|obs_0000009982|obs_0000012415|obs_0000003589|obs_0000008232|obs_0000027495|obs_0000034232|obs_0000029410|obs_0000016646|obs_0000013831|obs_0000010908,obs_0000031745|obs_0000027820|obs_0000031216|obs_0000009982|obs_0000012415
Bio-Kompostbeutel,Power Force,"€ 0,99",,"pro Einheit = 1,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_032.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000032,,
Geschirr-Reiniger-Pulver,Power Force,"€ 2,49",,"pro Einheit = 2,95",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_033.jpg,cat_drogerie,,,ref_000033,obs_0000027111|obs_0000033074|obs_0000031762|obs_0000013848|obs_0000013362|obs_0000027202|obs_0000015954|obs_0000024166|obs_0000017601|obs_0000028357|obs_0000023750|obs_0000010953|obs_0000012011|obs_0000026432|obs_0000014189|obs_0000027513|obs_0000025004|obs_0000019901|obs_0000003536|obs_0000018411|obs_0000033271,
Mascarpone,Cucina,"€ 1,39",,"pro Einheit = 1,79",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_034.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,sub_sahne_creme",,,ref_000034,obs_0000000537|obs_0000025138|obs_0000022623|obs_0000018039|obs_0000024230|obs_0000011479|obs_0000023808|obs_0000009005|obs_0000022400|obs_0000013771|obs_0000032470|obs_0000030468|obs_0000028867|obs_0000006441|obs_0000006289,obs_0000000537|obs_0000025138|obs_0000022623|obs_0000018039|obs_0000024230|obs_0000011479|obs_0000023808|obs_0000009005|obs_0000022400|obs_0000013771
Schokolade,Choceur,"€ 0,79",,"pro Einheit = 0,89",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_035.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,BLS-S500000,ref_000035,obs_0000003326|obs_0000004873|obs_0000004446|obs_0000004019|obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000006579|obs_0000010166|obs_0000012219|obs_0000026556|obs_0000009149|obs_0000017857|obs_0000022979,obs_0000011783|obs_0000015893|obs_0000027700|obs_0000013879|obs_0000028232|obs_0000013394|obs_0000028244|obs_0000028249|obs_0000000091|obs_0000015454|obs_0000004705|obs_0000034408|obs_0000031849|obs_0000034411|obs_0000017539|obs_0000025221|obs_0000000138|obs_0000025739|obs_0000008861|obs_0000015026|obs_0000004278|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000000230|obs_0000018155|obs_0000003326|obs_0000004873|obs_0000018698|obs_0000003851|obs_0000014104|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000021291|obs_0000016691|obs_0000004446|obs_0000011112|obs_0000008595|obs_0000008610|obs_0000004019|obs_0000006579|obs_0000010166|obs_0000012219|obs_0000026556|obs_0000009149|obs_0000017857|obs_0000022979
Aspik-Aufschnitt,Gut Drei Eichen Güldenhof,"€ 1,49",,"pro Einheit = 2,19",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_036.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_ultra_processed",,,ref_000036,obs_0000029477,
Pinienkerne,Farmer Naturals,"€ 1,49",,"pro Einheit = 2,49",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_037.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_whole_food",,BLS-H320100,ref_000037,obs_0000001723|obs_0000010386|obs_0000016095|obs_0000013821|obs_0000003582,obs_0000010386|obs_0000001723|obs_0000016095|obs_0000013821|obs_0000003582
Mangostücke,All Seasons,"€ 2,79",,"1 kg = 3,72",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_038.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegetarian",,BLS-F564100,ref_000038,,
Joghurt griechischer Art,LYTTOS,"€ 1,59",,"pro Einheit = 2,19",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_039.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",,,ref_000039,obs_0000023033|obs_0000002086|obs_0000034370|obs_0000008312|obs_0000031517|obs_0000027991|obs_0000017296|obs_0000017207|obs_0000006103|obs_0000025123|obs_0000006297|obs_0000005354|obs_0000021234|obs_0000020415|obs_0000021506|obs_0000021508|obs_0000025171|obs_0000026710|obs_0000020687|obs_0000020689|obs_0000025811|obs_0000017127|obs_0000023284|obs_0000034580|obs_0000028966|obs_0000025392|obs_0000015673|obs_0000019794|obs_0000033696|obs_0000009663|obs_0000009180|obs_0000023030|obs_0000008703,obs_0000002086|obs_0000034370|obs_0000008312|obs_0000031517|obs_0000027991|obs_0000017296|obs_0000023033
Nürnberger Rostbratwürste,Gut Drei Eichen,"€ 2,79",,"pro Einheit = 3,29",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_040.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000040,obs_0000014918|obs_0000010326|obs_0000027970|obs_0000001695,obs_0000014918|obs_0000023630|obs_0000010326|obs_0000001695|obs_0000027970
Frischkäse-Fass,Fair Gut,"€ 1,19",,"pro Einheit = 1,59",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_041.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",,,ref_000041,obs_0000000519|obs_0000016946|obs_0000026675|obs_0000017482|obs_0000022604|obs_0000017513|obs_0000018043|obs_0000022149|obs_0000028302|obs_0000025259|obs_0000020143|obs_0000018636|obs_0000022250|obs_0000018668|obs_0000027893|obs_0000019721|obs_0000022312|obs_0000024882|obs_0000010048|obs_0000024407|obs_0000009596|obs_0000002951|obs_0000003481|obs_0000019362|obs_0000023986|obs_0000020962|obs_0000017894,
Laugengebäck,Goldähren,"€ 1,49",,"pro Einheit = 1,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_042.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-B723100,ref_000042,,
Mini-Babybel,Babybel,"€ 1,99",,"pro Einheit = 2,89",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_043.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000043,obs_0000034182|obs_0000001648|obs_0000006792|obs_0000023295|obs_0000000803|obs_0000012328|obs_0000010932|obs_0000006379|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,obs_0000006792|obs_0000034182|obs_0000001648
Apple Fresh Shampoo,Head Shoulders,"€ 5,29",,"pro Einheit = 5,95",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_044.jpg,cat_drogerie,,,ref_000044,obs_0000028680|obs_0000009796|obs_0000004179|obs_0000033372|obs_0000009325|obs_0000032877|obs_0000011610|obs_0000001916|obs_0000028560|obs_0000005033|obs_0000000446|obs_0000004606|obs_0000034854|obs_0000032840|obs_0000019053|obs_0000024178|obs_0000033398|obs_0000021647|obs_0000010913|obs_0000033460|obs_0000023755|obs_0000009955|obs_0000033529|obs_0000021764|obs_0000034052|obs_0000035066|obs_0000009494|obs_0000033059|obs_0000033092|obs_0000033623|obs_0000020828|obs_0000034662|obs_0000033133|obs_0000033649|obs_0000008067|obs_0000033168|obs_0000010154|obs_0000033215|obs_0000034239|obs_0000033227|obs_0000033237|obs_0000033244,
Mineralwasser Medium,Gerolsteiner,"€ 0,75",,"pro Einheit = 1,09",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_045.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000045,obs_0000002068|obs_0000019075|obs_0000027653|obs_0000031867|obs_0000027836|obs_0000021185|obs_0000020366|obs_0000025562|obs_0000034851|obs_0000015908|obs_0000033835|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000011969|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570|obs_0000013773|obs_0000028654|obs_0000014332|obs_0000013050|obs_0000015241,obs_0000002068|obs_0000019075
Milch Classic,Corny,"€ 1,59",,"1 kg = 13,25",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_046.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",,,ref_000046,obs_0000028751|obs_0000020596|obs_0000028802|obs_0000026884|obs_0000031015|obs_0000024877|obs_0000035101|obs_0000029026|obs_0000015018|obs_0000000796|obs_0000002922|obs_0000021415|obs_0000031658|obs_0000025668|obs_0000001101|obs_0000011543|obs_0000003614|obs_0000026178|obs_0000001628|obs_0000001643|obs_0000034649|obs_0000030708,
Chipsfrisch Sour Cream,funny-frisch,"€ 1,11",,"pro Einheit = 1,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_047.jpg,"cat_knabbern_naschen,sub_huelsenfruechte,tag_ultra_processed",,,ref_000047,obs_0000033323|obs_0000016455|obs_0000017493|obs_0000002686|obs_0000001321|obs_0000018264|obs_0000022428|obs_0000008650|obs_0000027600|obs_0000003560|obs_0000025797|obs_0000017462,
muesli go t noisettes raisins,Balisto,"€ 1,79",,"pro Einheit = 2,99",,Nein,Gültig bis 11.04,2026-04-06,2026-04-11,../images/aldi/aldi_offer_048.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,,ref_000048,,
