Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Gusto Pufuleti,Keine Marke,"€ 0,99",,"1 kg = 11,65","Original, je 85-g-Btl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_209.jpg,bamberg
Thomy Delikatess Senf,Keine Marke,"€ 0,99",,"1 l = 4,95","mittelscharf, je 200-ml-Tube",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_192.jpg,bamberg
Kägi fret,Keine Marke,"€ 1,99",,"1 kg = 19,51","versch. Sorten, je 102-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_210.jpg,bamberg
Guylian Meeresfrüchte,Keine Marke,"€ 3,99",,"1 kg = 15,96","versch. Sorten, je 250-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_212.jpg,bamberg
Volvic Touch oder Tee,Keine Marke,"€ 1,19",,"1 l = 0,79","versch. Sorten, je 1,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_227.jpg,bamberg
Pepsi Cola,Keine Marke,"€ 3,99",,"1 l = 1,33","versch. Sorten, koffeinhaltig, je 6 x 0,5-l-Fl.-Pckg, zzgl. 1,50 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_226.jpg,bamberg
Pfanner IceTea,Keine Marke,"€ 1,29",,"1 l = 0,65","versch. Sorten, je 2-l-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_225.jpg,bamberg
Hohes C Saft,Keine Marke,"€ 1,49",,Kein Mengenpreis,"versch. Sorten, ausgenommen 100% Orangensäfte, je 1-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_224.jpg,bamberg
Happy Day Saft oder Nektar,Keine Marke,"€ 1,99",,Kein Mengenpreis,"versch. Sorten, aus Konzentrat, je 1-l-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_223.jpg,bamberg
Coca-Cola,Keine Marke,"€ 0,69",,"1 l = 2,09","versch. Sorten, koffeinhaltig, je 0,33-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_222.jpg,bamberg
Coca-Cola Fanta oder Sprite,Keine Marke,"€ 1,39",,"1 l = 0,93","versch. Sorten, teilw. koffeinhaltig, je 1,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_221.jpg,bamberg
Red Bull Energy Drink,Keine Marke,"€ 0,99",,"1 l = 3,96","versch. Sorten, koffeinhaltig, je 0,25-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_220.jpg,bamberg
Funny-frisch Chipsfrisch,Keine Marke,"€ 1,99",,"1 kg = 9,26","ungarisch, je 215-g-Btl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_219.jpg,bamberg
Kinder Bueno,Keine Marke,"€ 2,29",,"1 kg = 17,75","je 6 x 21,5-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_218.jpg,bamberg
Ritter Sport Schokowürfel,Keine Marke,"€ 2,99",,"1 kg = 25,13",je 119-g-Pckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_217.jpg,bamberg
Huober Prinzess Brezel,Keine Marke,"€ 1,11",,"1 kg = 8,88",je 125-g-Btl,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_215.jpg,bamberg
Lorenz Pommels,Keine Marke,"€ 1,11",,"1 kg = 14,80",je 75-g-Btl,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_214.jpg,bamberg
P E Wikinger Röllchen,Keine Marke,"€ 1,79",,"1 kg = 8,95","Klassik, je 200-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_213.jpg,bamberg
Griesson Fair Cookies,Keine Marke,"€ 1,39",,"1 kg = 9,27",je 150-g-Pckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_211.jpg,bamberg
Volvic Bio oder Vitamin,Keine Marke,"€ 1,29",,"1 l = 1,72","versch. Sorten, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_228.jpg,bamberg
Specht Prager Gurken oder Gewürzgurken,Keine Marke,"€ 1,59",,"1 kg = 4,42","versch. Sorten, je 670-g-Glas, 360-g-Abtropfgew.",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_191.jpg,bamberg
Bernbacher Nudelsauce Bolognaise,Keine Marke,"€ 3,33",,"1 kg = 8,33",je 400-g-Dose,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_189.jpg,bamberg
ja Erdnüsse,Keine Marke,"€ 0,99",,"1 kg = 4,95","geröstet und gesalzen, je 200-g-Btl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_169.jpg,bamberg
ja Schlagsahne,Keine Marke,"€ 0,89",,"1 kg = 4,45","30% Fett, je 200-g-Becher",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_168.jpg,bamberg
ja Eistee,Keine Marke,"€ 0,79",,"1 l = 0,53","versch. Sorten, je 1,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_167.jpg,bamberg
ja Mozzarella,Keine Marke,"€ 0,85",,"1 kg = 6,80","45% Fett i.Tr., je 200-g-Btl, 125-g-Abtropfgew.",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_166.jpg,bamberg
ja Hamburger,Keine Marke,"€ 5,79",,"1 kg = 14,48","vom Rind, je 400-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_165.jpg,bamberg
ja Delikatess Kochschinken,Keine Marke,"€ 1,49",,"1 kg = 7,45",je 200-g-Pckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_164.jpg,bamberg
Dr Oetker La Mia Familia Vier Käse,Keine Marke,"€ 3,49",,"1 kg = 7,27","tiefgefroren, je 480-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_163.jpg,bamberg
Iglo Würz-Spinat,Keine Marke,"€ 1,99",,"1 kg = 3,98","tiefgefroren, je 500-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_162.jpg,bamberg
Icemanner Ice Cup,Keine Marke,"€ 1,79",,"1 kg = 13,77",je 130-g-Becher,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_161.jpg,bamberg
REWE Bio Himbeeren,Keine Marke,"€ 2,99",,"1 kg = 9,97","tiefgefroren, je 300-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_160.jpg,bamberg
Gustavo Gusto Pizza Salame,Keine Marke,"€ 3,49",,"1 kg = 7,59","tiefgefroren, je 460-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_159.jpg,bamberg
Dr Oetker Pizza Tradizionale Salame Romano,Keine Marke,"€ 2,22",,"1 kg = 5,77","tiefgefroren, je 385-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_158.jpg,bamberg
Langnese Cremissimo Haselnuss Vanilla Schokolade,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 1000-ml-Becher,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_157.jpg,bamberg
Icemaenner Flatpack,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 1-kg-Pckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_156.jpg,bamberg
Kukki Mojito oder Sex on the beach,Keine Marke,"€ 3,49",,"1 l = 12,69","tiefgefroren, je 275-ml-Fl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_155.jpg,bamberg
ja Erdnuss-Flips,Keine Marke,"€ 0,99",,"1 kg = 4,95",je 200-g-Btl,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_170.jpg,bamberg
Reis-Fit Expressreis,Keine Marke,"€ 1,29",,"1 kg = 5,16","versch. Sorten, je 250-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_190.jpg,bamberg
Jacobs Krönung,Keine Marke,"€ 7,49",,"1 kg = 14,98","versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_171.jpg,bamberg
Dallmayr Home Barista,Keine Marke,"€ 13,99",,Kein Mengenpreis,"ganze Bohnen, je 1000-g-Btl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_173.jpg,bamberg
3 Glocken Genuss Pur Pasta,Keine Marke,"€ 0,99",,"1 kg = 1,98","versch. Ausformungen, je 500-g-Btl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_188.jpg,bamberg
Maggi Fix Chili con Carne,Keine Marke,"€ 0,49",,"1 kg = 14,85",je 33-g-Btl,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_187.jpg,bamberg
Maggi 5 Minuten Terrine Nudeln in Rahmsauce,Keine Marke,"€ 0,99",,"1 kg = 16,23",je 61-g-Becher,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_186.jpg,bamberg
Langnese Flotte Biene Blütenhonig,Keine Marke,"€ 2,99",,"1 kg = 11,96",je 250-g-Fl,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_185.jpg,bamberg
Leicht Cross Knusperbrot,Keine Marke,"€ 0,99",,"1 kg = 7,92","versch. Sorten, je 125-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_184.jpg,bamberg
Teekanne Früchtetee,Keine Marke,"€ 1,59",,"1 kg = 35,33","Heiße Liebe, je 45-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_183.jpg,bamberg
Kellogg s Frosties,Keine Marke,"€ 2,79",,"1 kg = 6,98",je 400-g-Pckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_182.jpg,bamberg
BOnut Erdbeere,Keine Marke,"€ 1,00",,Kein Mengenpreis,je St,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_181.jpg,bamberg
Hot Dog Klassik,Keine Marke,"€ 1,19",,Kein Mengenpreis,je St,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_180.jpg,bamberg
Berliner,Keine Marke,"€ 2,49",,"1 kg = 5,53","versch. Sorten, je 450-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_179.jpg,bamberg
REWE Beste Wahl Mini-Donuts,Keine Marke,"€ 1,99",,"1 kg = 10,05","mit Streuseln, 9 Stück, je 198-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_178.jpg,bamberg
Maintal Hagebutten Konfitüre Extra,Keine Marke,"€ 1,69",,"1 kg = 4,97",je 340-g-Glas,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_176.jpg,bamberg
Gepa Bio Caf Org nico,Keine Marke,"€ 5,99",,"1 kg = 23,96","versch. Sorten, gemahlener Bohnenkaffee, je 250-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_175.jpg,bamberg
Teekanne Ländertee,Keine Marke,"€ 1,59",,"1 kg = 31,80","Mediterraner Pfirsich, je 50-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_174.jpg,bamberg
Kellogg s Choco Krispies Chocos,Keine Marke,"€ 2,79",,"1 kg = 6,64",je 420-g-Pckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_172.jpg,bamberg
Residenz Quelle Mineralwasser,Keine Marke,"€ 5,49",,"1 l = 0,46","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_229.jpg,bamberg
Deit Limonade,Keine Marke,"€ 9,99",,"1 l = 0,83","versch. Sorten, teilw. koffeinhaltig, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_230.jpg,bamberg
Förstina Mineralwasser,Keine Marke,"€ 4,99",,"1 l = 0,42","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_231.jpg,bamberg
Dr Best Zwischenzahn Zahnbürste,Keine Marke,"€ 2,79",,Kein Mengenpreis,"versch. Sorten, je 1-St.-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_285.jpg,bamberg
Sensodyne Zahncreme,Keine Marke,"€ 2,49",,"1 l = 33,20","Sensitiv Fluorid oder Extra Frisch, je 75-ml-Tube",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_284.jpg,bamberg
Spee Colorwaschmittel Gel,Keine Marke,"€ 12,99",,"1 WL = 0,13",je 100-WL-Fl,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_283.jpg,bamberg
Kamill Handcreme,Keine Marke,"€ 1,29",,"1 l = 12,90","Balsam, je 100-ml-Tube",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_282.jpg,bamberg
L Or al Elvital Shampoo,Keine Marke,"€ 2,99",,"1 l = 9,97","Color-Glanz, je 300-ml-Fl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_281.jpg,bamberg
Badefee Geschenkset Colour Bouquet,Keine Marke,"€ 3,99",,"1 kg = 49,88","Badekugeln in Muffinform, versch. Farben, je 2 x 40-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_280.jpg,bamberg
Old Spice Deostick,Keine Marke,"€ 3,29",,"1 l = 65,80","Captain, je 50-ml-Roller",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_279.jpg,bamberg
Weißer Riese Universalwaschmittel Pulver,Keine Marke,"€ 12,99",,"1 WL = 0,14",je 90-WL-Pckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_278.jpg,bamberg
Perwoll Fein- Wollwaschmittel,Keine Marke,"€ 4,99",,"1 WL = 0,18","versch. Sorten, je 27-WL-Fl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_277.jpg,bamberg
Schneidebretter,Keine Marke,"€ 4,99",,Kein Mengenpreis,"3 x ca. 32,5 x 21,4 cm, je Set",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_276.jpg,bamberg
Thermobecher ca 350 ml,Keine Marke,"€ 6,99",,Kein Mengenpreis,je St,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_275.jpg,bamberg
Edelstahltopf,Keine Marke,"€ 9,99",,Kein Mengenpreis,"induktionsgeeignet Ø ca. 16 cm 9,99 Ø ca. 20 cm 12,99 Ø ca. 24 cm 17,99, St",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_274.jpg,bamberg
MAXXMEE Thermoschüsseln 3er-Set,Keine Marke,"€ 9,99",,Kein Mengenpreis,je Set,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_273.jpg,bamberg
Finish Ultimate Plus Geschirrreinigertabs,Keine Marke,"€ 7,99",,"1 Tab = 0,19",je 42-Tab-Pckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_272.jpg,bamberg
VIVESS Standmixer,Keine Marke,"€ 29,99",,Kein Mengenpreis,"2 Geschwindigkeitsstufen und Impulsfunktion ca. 1,5 l Glasbehälter mit Skala 4-Klingen-Messersystem aus rostfreiem Edelstahl ca. 600 W, je Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_271.jpg,bamberg
L Or al Elvital Spülung,Keine Marke,"€ 2,99",,"1 l = 11,96","Color-Glanz, je 250-ml-Fl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_286.jpg,bamberg
VIVESS Pfanne,Keine Marke,"€ 9,99",,Kein Mengenpreis,"aus Aluminium Ø ca. 20 cm 9,99 Ø ca. 24 cm 12,99 Ø ca. 28 cm 14,99, St",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_270.jpg,bamberg
Whiskas Gemischte Auswahl Katzennahrung,Keine Marke,"€ 3,99",,"1 kg = 3,91",je 12 x 85-g-Multipckg,Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_287.jpg,bamberg
Whiskas Katzentrockenfutter,Keine Marke,"€ 2,49",,"1 kg = 3,11","versch. Sorten, je 800-g-Pckg",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_289.jpg,bamberg
Blumenstrauß Blumenkuss,Keine Marke,"€ 15,00",,Kein Mengenpreis,"versch. Zusammen­stellungen, mit Floralife Schnitt­blumen­nahrung, je Strauß",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_304.jpg,bamberg
Blumen strauß My Time,Keine Marke,"€ 5,55",,Kein Mengenpreis,"versch. Farben, mit Floralife Schnitt­blumen­nahrung, je Bund",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_303.jpg,bamberg
Rosen strauß Herzlichkeit,Keine Marke,"€ 5,00",,Kein Mengenpreis,"versch. Farben, mit Floralife Schnitt­blumen­nahrung, je Bund",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_302.jpg,bamberg
Blumen strauß Ewige Liebe,Keine Marke,"€ 20,00",,Kein Mengenpreis,"mit Floralife Schnitt­blumen­nahrung, je Strauß",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_301.jpg,bamberg
Blumen strauß My Love,Keine Marke,"€ 20,00",,Kein Mengenpreis,"versch. Farben, mit Floralife Schnitt­blumen­­nahrung, je Strauß",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_300.jpg,bamberg
Hoch land rosen,Keine Marke,"€ 6,99",,Kein Mengenpreis,"versch. Farben, mit Floralife Schnitt­blumen­nahrung, je Bund",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_299.jpg,bamberg
Blumen strauß Fleurosa,Keine Marke,"€ 15,00",,Kein Mengenpreis,"versch. Farben, mit Floralife Schnitt­blumen­nahrung, je Strauß",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_298.jpg,bamberg
Blumen strauß Full of Love,Keine Marke,"€ 25,00",,Kein Mengenpreis,"mit Floralife Schnitt­blumen­nahrung, je Strauß",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_297.jpg,bamberg
Blumen strauß My Little Love,Keine Marke,"€ 8,99",,Kein Mengenpreis,"mit Floralife Schnitt­blumen­nahrung, je Strauß",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_296.jpg,bamberg
Topfrose,Keine Marke,"€ 3,33",,Kein Mengenpreis,"versch. Farben, in dekorativer Herzchentüte, je Topf",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_295.jpg,bamberg
Tulpenstrauß Lollipop Deluxe,Keine Marke,"€ 8,88",,Kein Mengenpreis,"versch. Farben, je Bund",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_294.jpg,bamberg
Frühlingsstrauß Valentin,Keine Marke,"€ 7,99",,Kein Mengenpreis,"mit Tulpen und Hyazinthe, versch. Farben, je Bund",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_293.jpg,bamberg
Orchidee Exclusiv,Keine Marke,"€ 9,99",,Kein Mengenpreis,"in moderner Keramik, je Topf",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_292.jpg,bamberg
Mini Rose Gigi,Keine Marke,"€ 2,99",,Kein Mengenpreis,"zweifarbig, versch. Farben, je Topf",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_291.jpg,bamberg
Happy People Valentinsplüsch,Keine Marke,"€ 4,99",,Kein Mengenpreis,"versch. Ausführungen, St",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_290.jpg,bamberg
Whiskas Knuspertaschen oder Dreamies Snack,Keine Marke,"€ 0,99",,"1 kg = 16,50","versch. Sorten, je 60-g-Btl",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_288.jpg,bamberg
VIVESS Edelstahldosen-Set,Keine Marke,"€ 9,99",,Kein Mengenpreis,"2 x ca. 380 ml und 1 x ca. 1950 ml je 1 x ca. 580 ml, 1250 ml und 2150 ml, je Set",Nein,2026-02-09 bis 2026-02-15,2026-02-09,2026-02-15,images_rewe/bamberg_offer_269.jpg,bamberg
