Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Schweine-Gulasch XXL,Keine Marke,"€ 7,99",,Kein Mengenpreis,"aus dem Schinken, je 1000-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_090.jpg,bamberg
REWE Bio Rinder-Hamburger,Keine Marke,"€ 4,99",,"1 kg = 24,95","gewürzt, je 200-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_088.jpg,bamberg
REWE Bio Rinder-Hackfleisch,Keine Marke,"€ 5,50",,"1 kg = 22,00",je 250-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_087.jpg,bamberg
Frische Kaninchen,Keine Marke,"€ 14,90",,Kein Mengenpreis,"mit Kopf und Nieren, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_086.jpg,bamberg
Rote Hexe,Keine Marke,"€ 2,49",,Kein Mengenpreis,"Schweizer Schnittkäse, mind. 55% Fett i.Tr., je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_092.jpg,bamberg
REWE Bio Schweine-Minutensteaks,Keine Marke,"€ 32,90",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_085.jpg,bamberg
Nature Respect Frische Freiland- Hähnchen,Keine Marke,"€ 7,99",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_084.jpg,bamberg
Schiller GQB Strohschwein Frischwurst-Aufschnitt,Keine Marke,"€ 1,11",,Kein Mengenpreis,"versch. Sorten, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_083.jpg,bamberg
T-Bone Steak,Keine Marke,"€ 29,90",,Kein Mengenpreis,"vom Jungbullen, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_082.jpg,bamberg
Metten Hähnchen in Aspik,Keine Marke,"€ 1,39",,Kein Mengenpreis,"mit Frucht, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/bamberg_offer_081.jpg,bamberg
Obstsalat Exotic,Keine Marke,"€ 4,49",,"1 kg = 8,98",je 500-g-Schale,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_088.jpg,immenstaad
REWE Bio Hafer Cookies Milchschokolade,Keine Marke,"€ 2,59",,"1 kg = 8,63",je 300-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_122.jpg,immenstaad
Karamalz,Keine Marke,"€ 1,11",,"1 l = 1,48","alkoholfreies Malzgetränk, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_128.jpg,immenstaad
REWE Bio Rote Bete Saft,Keine Marke,"€ 0,69",,"1 l = 1,38","je 0,5-l-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_129.jpg,immenstaad
REWE Bio vegan Salat-Mayo oder Remoulade,Keine Marke,"€ 1,39",,"1 l = 5,56",je 250-ml-Glas,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_117.jpg,immenstaad
Gelb- oder pinkfleischige Honeypomelo,Keine Marke,"€ 1,49",,Kein Mengenpreis,"Kl. I, je St",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_024.jpg,immenstaad
Wagner Schwartenmagen,Keine Marke,"€ 0,99",,Kein Mengenpreis,"nach Hausmacher Art, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_035.jpg,immenstaad
Kalbs-Schnitzel,Keine Marke,"€ 2,22",,Kein Mengenpreis,"aus der Keule, Haltungsform 2, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_036.jpg,immenstaad
Bio Rispentomaten,Keine Marke,"€ 1,79",,"1 kg = 3,58","Kl. II, je 500-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_019.jpg,immenstaad
Bio Crispy Salatmix,Keine Marke,"€ 0,99",,"1 kg = 9,90",je 100-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_018.jpg,immenstaad
Bio Avocado,Keine Marke,"€ 1,39",,Kein Mengenpreis,"»Hass«, Kl. II, je St",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_008.jpg,immenstaad
Broccoli,Keine Marke,"€ 1,11",,"1 kg = 2,22","Kl. I, je 500-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_014.jpg,immenstaad
Himbeeren,Keine Marke,"€ 3,49",,"1 kg = 13,96","Kl. I, je 250-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_015.jpg,immenstaad
Landbauern Rind Braten,Keine Marke,"€ 1,55",,Kein Mengenpreis,"vom Bug, Haltungsform 3, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_037.jpg,immenstaad
Landbauern Rind Roastbeef,Keine Marke,"€ 2,99",,Kein Mengenpreis,"am Stück oder in Scheiben, Haltungsform 3, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_039.jpg,immenstaad
Meister Frischwurst-Aufschnitt,Keine Marke,"€ 0,99",,Kein Mengenpreis,"versch. Sorten, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_065.jpg,immenstaad
Delikatess Leberwurst mit Kalbfleisch,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_066.jpg,immenstaad
Frisches Hähnchen-Brustfilet,Keine Marke,"€ 12,20",,Kein Mengenpreis,"Teilstück, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_069.jpg,immenstaad
Landbauernschwein Geschnetzeltes,Keine Marke,"€ 14,90",,Kein Mengenpreis,"mit versch. Würzungen, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_071.jpg,immenstaad
Puten-Schnitzel,Keine Marke,"€ 1,49",,Kein Mengenpreis,"natur oder mariniert, Haltungsform 3, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_038.jpg,immenstaad
Schweine-Schnitzel Braten oder Gulasch,Keine Marke,"€ 0,88",,Kein Mengenpreis,"aus dem Schinken, Haltungsform 2, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_040.jpg,immenstaad
Fleischspieße,Keine Marke,"€ 0,99",,Kein Mengenpreis,"vom Schwein, natur oder gewürzt, Haltungsform 2, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_041.jpg,immenstaad
Zupfbraten Black Garlic,Keine Marke,"€ 1,49",,Kein Mengenpreis,"mit Schinken und Käse gefüllt, Haltungsform 2, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_042.jpg,immenstaad
Mammut Käse,Keine Marke,"€ 2,59",,Kein Mengenpreis,"österr. Hartkäse, 45% Fett i.Tr., je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_043.jpg,immenstaad
Landana Jersey mild,Keine Marke,"€ 1,59",,Kein Mengenpreis,"holl. Schnittkäse, 50% Fett i.Tr., je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_045.jpg,immenstaad
Bauernbratwurst,Keine Marke,"€ 1,59",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_046.jpg,immenstaad
Krustenschinken,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_047.jpg,immenstaad
REWE Salami,Keine Marke,"€ 1,49",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_044.jpg,immenstaad
Landbauern Schwein Bockwurst,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_049.jpg,immenstaad
Sanfter Engel,Keine Marke,"€ 2,49",,Kein Mengenpreis,"Schweizer Hartkäse, 55% Fett i.Tr., je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/immenstaad_offer_048.jpg,immenstaad
Mionetto Prosecco Spumante DOC oder Prestige 0 0,Keine Marke,"€ 6,99",,"1 l = 9,32","teilw. alkoholfrei, je 0,75-l-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/nationale_offer_086.jpg,nationale
Güstrower Schlossquell,Keine Marke,"€ 5,49",,"1 l = 0,46","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 4,50 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_151.jpg,neubrandenburg
Vita Cola,Keine Marke,"€ 6,49",,"1 l = 1,08","koffeinhaltig, je 8 x 0,75-l-Fl.-Kasten, zzgl. 2,70 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_153.jpg,neubrandenburg
Rostocker Pils Zwickl Naturtrüb Export oder Radler Naturtrüb,Keine Marke,"€ 10,99",,"1 l = 1,10","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_168.jpg,neubrandenburg
Ileburger Fruit Water,Keine Marke,"€ 0,79",,"1 l = 0,53","versch. Sorten, je 1,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_159.jpg,neubrandenburg
Hella Aktiv Grapefruit oder ACE,Keine Marke,"€ 0,59",,"1 l = 0,79","je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_160.jpg,neubrandenburg
Harzer Kräuterhexe,Keine Marke,"€ 0,59",,"1 l = 0,79","je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_162.jpg,neubrandenburg
Radeberger Pilsner oder alkoholfrei,Keine Marke,"€ 10,99",,"1 l = 1,10","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_166.jpg,neubrandenburg
Aleo Aloe Vera,Keine Marke,"€ 1,19",,"1 l = 2,38","versch. Sorten, je 0,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_157.jpg,neubrandenburg
Werder Tomaten Ketchup,Keine Marke,"€ 1,49",,"1 l = 3,31","versch. Sorten, je 450-ml-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_118.jpg,neubrandenburg
Bayreuther Hell,Keine Marke,"€ 14,49",,"1 l = 1,45","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_170.jpg,neubrandenburg
Spreewaldhof Letscho Premium,Keine Marke,"€ 1,69",,"1 kg = 2,49",je 680-g-Glas,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_120.jpg,neubrandenburg
Lausitzer Apfelmus,Keine Marke,"€ 1,29",,"1 kg = 1,83",je 705-g-Glas,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_124.jpg,neubrandenburg
Kunella Rapsöl,Keine Marke,"€ 1,99",,"1 l = 3,98",je 500-ml-Fl,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_125.jpg,neubrandenburg
Kathi Papageienkuchen,Keine Marke,"€ 2,49",,"1 kg = 2,96",je 840-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_130.jpg,neubrandenburg
Zetti Knusperflocken,Keine Marke,"€ 2,99",,"1 kg = 11,07",je 270-g-Btl,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_137.jpg,neubrandenburg
Viba Nougat Classic,Keine Marke,"€ 2,99",,"1 kg = 19,93",je 3 x 50-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_140.jpg,neubrandenburg
Feldschlößchen Pilsner oder Export,Keine Marke,"€ 9,99",,"1 l = 1,00","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_171.jpg,neubrandenburg
Darguner Pilsener Naturradler Zitrone oder Mecklenburger hell,Keine Marke,"€ 8,99",,"1 l = 0,90","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_172.jpg,neubrandenburg
Wilthener Goldkrone,Keine Marke,"€ 4,29",,"1 l = 6,13","28% Vol., je 0,7-l-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_177.jpg,neubrandenburg
Graf von Wackerbarth Sekt,Keine Marke,"€ 4,99",,"1 l = 6,65","trocken oder halbtrocken, je 0,75-l-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_179.jpg,neubrandenburg
Fläminger Jagd,Keine Marke,"€ 4,99",,"1 l = 7,13","Kräuterlikör, 30% Vol., je 0,7-l-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_181.jpg,neubrandenburg
Nordhäuser Fruchtige,Keine Marke,"€ 4,99",,"1 l = 7,13","Johannisbeere, 18% Vol., je 0,7-l-Fl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_183.jpg,neubrandenburg
XTra-Korn Weizenmischbrot,Keine Marke,"€ 2,19",,"1 kg = 4,38","mit Reisflocken und Sesam, je 500-g-St",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_113.jpg,neubrandenburg
Frisches Hähnchen-Brustfilet,Keine Marke,"€ 11,10",,Kein Mengenpreis,"Teilstück, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_055.jpg,neubrandenburg
Bio Avocado,Keine Marke,"€ 1,29",,Kein Mengenpreis,"»Hass«, Kl. II, je St",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_009.jpg,neubrandenburg
Himbeeren,Keine Marke,"€ 3,33",,"1 kg = 13,32","Kl. I, je 250-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_015.jpg,neubrandenburg
Snack Möhren,Keine Marke,"€ 1,11",,"1 kg = 4,44","Kl. I, je 250-g-Btl",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_016.jpg,neubrandenburg
Mini Rispentomaten,Keine Marke,"€ 1,79",,"1 kg = 4,48","Kl. I, je 400-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_018.jpg,neubrandenburg
Staudensellerie,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Kl. I, je St",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_019.jpg,neubrandenburg
Heidelbeeren,Keine Marke,"€ 0,99",,"1 kg = 7,92","Kl. I, je 125-g-Schale",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_023.jpg,neubrandenburg
Nudossi Nuss-Nougat-Creme,Keine Marke,"€ 2,29",,"1 kg = 7,63",je 300-g-Glas,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_108.jpg,neubrandenburg
Zörbiger Fruchtaufstrich,Keine Marke,"€ 1,69",,"1 kg = 6,63","versch. Sorten, je 255-g-Glas",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_112.jpg,neubrandenburg
Gutfried Geflügel-Aufschnitt,Keine Marke,"€ 1,49",,Kein Mengenpreis,"versch. Sorten, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_059.jpg,neubrandenburg
T-Bone Steak,Keine Marke,"€ 25,90",,Kein Mengenpreis,"vom Jungbullen, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_061.jpg,neubrandenburg
Rinder-Suppenfleisch,Keine Marke,"€ 11,90",,Kein Mengenpreis,"vom Jungbullen, mit Knochen, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_062.jpg,neubrandenburg
Thüringer Landstolz Paprikapastete,Keine Marke,"€ 1,49",,Kein Mengenpreis,"mit Joghurt, je 100 g",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_063.jpg,neubrandenburg
Hackfleisch gemischt,Keine Marke,"€ 2,69",,"1 kg = 10,76","vom Rind und Schwein, je 250-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_064.jpg,neubrandenburg
Nature Respect Frische Freiland- Hähnchen,Keine Marke,"€ 8,80",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_065.jpg,neubrandenburg
REWE Bio Schweine-Minutensteaks,Keine Marke,"€ 27,90",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_066.jpg,neubrandenburg
Deutsche See Sprotten,Keine Marke,"€ 2,29",,"1 kg = 17,62","heißgeräuchert, je 130-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_067.jpg,neubrandenburg
Frische Kaninchen,Keine Marke,"€ 12,90",,Kein Mengenpreis,"mit Kopf und Nieren, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_068.jpg,neubrandenburg
Spanferkel-Rollbraten,Keine Marke,"€ 9,90",,Kein Mengenpreis,"mit Gewürzsalz, SB-verpackt, je 1 kg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_069.jpg,neubrandenburg
Frische Puten-Medaillons,Keine Marke,"€ 5,99",,"1 kg = 14,98",je 400-g-Pckg,Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_070.jpg,neubrandenburg
Schweine-Gulasch XXL,Keine Marke,"€ 7,90",,Kein Mengenpreis,"aus dem Schinken, je 1000-g-Pckg",Nein,2026-01-26 bis 2026-02-01,2026-01-26,2026-02-01,images_rewe/neubrandenburg_offer_071.jpg,neubrandenburg
