Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Cremedusche,Lacura,"€ 0,69",,1 l = 1.73,,Nein,,,,images_aldi/aldi_offer_154.jpg,cat_drogerie
Waschlotion Sensitiv,Lacura,"€ 1,25",,"2,50 €",,Nein,,,,images_aldi/aldi_offer_155.jpg,cat_drogerie
Körperlotion Feuchtigkeit,Lacura,"€ 2,79",,9.30 / 1 l,,Nein,,,,images_aldi/aldi_offer_156.jpg,cat_non_food
Kosmetiktücher,Lacura,"€ 0,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_157.jpg,cat_non_food
Tuchmaske Aqua Complete,Lacura,"€ 0,75",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_158.jpg,cat_drogerie
Fußbalsam Oliven- Rosmarinöl,Lacura,"€ 1,39",,9.27,,Nein,,,,images_aldi/aldi_offer_159.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Deo-Spray Pure Basic,LACURA,"€ 0,85",,1-Preis 4.25,,Nein,,,,images_aldi/aldi_offer_160.jpg,cat_drogerie
Gesichtspflege Vital Multi-Intensiv-Serum,Lacura,"€ 1,95",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_161.jpg,cat_non_food
Wattepads,LACURA,"€ 0,95",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_162.jpg,cat_non_food
Deo-Spray Cool Fresh,Lacura,"€ 0,85",,1 l = 4.25,,Nein,,,,images_aldi/aldi_offer_163.jpg,cat_drogerie
Handcreme Kamille,Lacura,"€ 0,85",,11.33 bzw. 6.80,,Nein,,,,images_aldi/aldi_offer_164.jpg,cat_drogerie
Schlagsahne,Milsani,"€ 0,89",,4.45 €/kg,,Nein,,,,images_aldi/aldi_offer_165.jpg,cat_molkerei_kaese
Schmand,Milsani,"€ 0,79",,kg-Preis 3.95,,Nein,,,,images_aldi/aldi_offer_166.jpg,cat_molkerei_kaese
Kondensmilch 10 Fett,Milsani,"€ 0,69",,kg-Preis 2.03,,Nein,,,,images_aldi/aldi_offer_167.jpg,cat_molkerei_kaese
Saure Sahne,Milsani,"€ 0,59",,kg-Preis 2.95,,Nein,,,,images_aldi/aldi_offer_168.jpg,cat_molkerei_kaese
Cr me fra che oder Cr me leicht,Milsani,"€ 0,99",,kg-Preis 4.95,,Nein,,,,images_aldi/aldi_offer_169.jpg,cat_molkerei_kaese
Körniger Frischkäse,Milsani,"€ 1,19",,5.95 €/kg,,Nein,,,,images_aldi/aldi_offer_170.jpg,cat_molkerei_kaese
ALDI TALK App,ALDI TALK App,"€ 69,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_171.jpg,cat_non_food
Kanada Mit dem Mietwagen quer durch Kanada,Kanada Mit dem Mietwagen quer durch Kanada,"€ 1,230,00",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_172.jpg,cat_non_food
Schottland - Nordküste,Schottland - Nordküste,"€ 1,170,00",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_173.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Portugal - Portugals Schätze erleben,Portugal - Portugals Schätze erleben,"€ 910,00",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_174.jpg,"cat_knabbern_naschen,tag_ultra_processed"
