Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Kinder Schoko-Bons,Keine Marke,"2,99 €",,"1 kg = 14,95",je 200-g-Btl,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_175.jpg,bamberg
REWE Beste Wahl milde Pinienkerne,Keine Marke,"4,79 €",,"1 kg = 47,90","naturbelassen, je 100-g-Btl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_176.jpg,bamberg
Aroma Datteln,Keine Marke,"2,49 €",,"1 kg = 12,45",je 200-g-Pckg,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_177.jpg,bamberg
Getrocknete Datteln,Keine Marke,"1,49 €",,"1 kg = 7,45",je 200-g-Schale,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_178.jpg,bamberg
Erdnüsse,Keine Marke,"2,29 €",,"1 kg = 5,73",je 400-g-Btl,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_179.jpg,bamberg
Granini Selection,Keine Marke,"1,69 €",,"1 l = 2,25","versch. Sorten, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_180.jpg,bamberg
"Coca-Cola, Mezzo Mix, Powerade oder Fuze Tea",Keine Marke,"0,75 €",,"1 l = 2,27","versch. Sorten, teilw. koffeinhaltig, je 0,33-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_181.jpg,bamberg
Volvic Mineralwasser,Keine Marke,"3,99 €",,"1 l = 0,44","Naturelle, je 6 x 1,5-l-Fl.-Pckg, zzgl. 1,50 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_182.jpg,bamberg
Paulaner Limo oder Spezi,Keine Marke,"0,69 €",,"1 l = 2,09","versch. Sorten, teilw. koffeinhaltig, je 0,33-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_183.jpg,bamberg
Franken Brunnen Mineralwasser,Keine Marke,"5,49 €",,"1 l = 0,46","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_184.jpg,bamberg
Gerolsteiner Mineralwasser,Keine Marke,"7,99 €",,"1 l = 0,67","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_185.jpg,bamberg
Granini Die Limo,Keine Marke,"1,29 €",,,"versch. Sorten, je 1-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_186.jpg,bamberg
Bad Brambacher Garten-Limonade,Keine Marke,"9,99 €",,"1 l = 1,00","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_187.jpg,bamberg
Schweppes,Keine Marke,"7,99 €",,"1 l = 1,33","versch. Sorten, je 6 x 1-l-Fl.-Kasten, zzgl. 2,40 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_188.jpg,bamberg
Pfanni Kartoffel Püree,Keine Marke,"1,49 €",,"1 kg = 6,21","das Lockere, je 240-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_161.jpg,bamberg
Mehlzauber Pizza- & Flammkuchenmehl oder Pasta- & Spätzlemehl,Keine Marke,"1,59 €",,,"versch. Sorten, je 1-kg-Btl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_160.jpg,bamberg
Bernbacher Pasta XXL,Keine Marke,"1,99 €",,,"versch. Ausformungen, 100% Hartweizen, je 1000-g-Btl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_158.jpg,bamberg
Mondamin Soßenbinder,Keine Marke,"1,29 €",,"1 kg = 5,16","versch. Sorten, je 250-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_157.jpg,bamberg
Frosta Schlemmerfilet Knusprig Kross,Keine Marke,"2,99 €",,"1 kg = 8,31","tiefgefroren, je 360-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_129.jpg,bamberg
REWE Beste Wahl Mango,Keine Marke,"2,69 €",,"1 kg = 5,38","tiefgefroren, je 500-g-Btl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_130.jpg,bamberg
REWE Beste Wahl Erbsen mit Möhrchen,Keine Marke,"2,39 €",,,"tiefgefroren, je 1000-g-Btl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_131.jpg,bamberg
Dallmayr Prodomo,Keine Marke,"7,99 €",,"1 kg = 15,98","versch. Sorten, gemahlener Bohnenkaffee, je 500-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_132.jpg,bamberg
Jacobs Barista Editions,Keine Marke,"14,99 €",,,"versch. Sorten, ganze Bohnen, je 1000-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_133.jpg,bamberg
Schwartau Konfitüre Extra,Keine Marke,"1,99 €",,"1 kg = 5,85","Erdbeere, je 340-g-Glas",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_134.jpg,bamberg
Kölln Haferflocken,Keine Marke,"1,19 €",,"1 kg = 2,38","versch. Sorten, je 500-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_135.jpg,bamberg
Pema Vollkornbrot,Keine Marke,"2,39 €",,"1 kg = 4,78","mit 6 versch. Brotsorten, je 500-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_136.jpg,bamberg
Echter Deutscher Honig,Keine Marke,"5,49 €",,"1 kg = 10,98","versch. Sorten, je 500-g-Glas",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_137.jpg,bamberg
Laugenzopf,Keine Marke,"0,39 €",,,je St,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_138.jpg,bamberg
Laugenbrötchen,Keine Marke,"0,29 €",,,je St,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_139.jpg,bamberg
Kornecken,Keine Marke,"0,69 €",,,je St,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_140.jpg,bamberg
Dinkelbrot »Pur«,Keine Marke,"2,49 €",,"1 kg = 4,98",je 500-g-St,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_141.jpg,bamberg
Crodo Soda,Keine Marke,"0,79 €",,"1 l = 2,39","versch. Sorten, je 0,33-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_189.jpg,bamberg
REWE Beste Wahl Steinofen Panini,Keine Marke,"1,99 €",,"1 kg = 4,15",je 480-g-Pckg,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_142.jpg,bamberg
Schwartau Samt Fruchtaufstrich,Keine Marke,"1,99 €",,"1 kg = 7,37","Aprikose, je 270-g-Glas",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_144.jpg,bamberg
Wasa Vollkorn Roggen,Keine Marke,"1,79 €",,"1 kg = 6,88",je 260-g-Pckg,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_145.jpg,bamberg
Wasa Sesam & Vollkorn,Keine Marke,"1,79 €",,"1 kg = 8,95",je 200-g-Pckg,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_146.jpg,bamberg
De Cecco Pasta,Keine Marke,"1,49 €",,"1 kg = 2,98","versch. Ausformungen, je 500-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_147.jpg,bamberg
Knorr Fix Bolognese Unsere Beste!,Keine Marke,"0,49 €",,"1 kg = 12,89",je 38-g-Btl,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_148.jpg,bamberg
Ben’s Original Express Reis,Keine Marke,"1,49 €",,"1 kg = 6,77","versch. Sorten, je 220-g-Btl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_149.jpg,bamberg
Maggi Ravioli,Keine Marke,"1,99 €",,"1 kg = 2,49","versch. Sorten, je 800-g-Dose",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_150.jpg,bamberg
Rapso Rapsöl,Keine Marke,"3,49 €",,"1 l = 4,65","100% rein, aus kontrolliertem Anbau, je 750-ml-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_151.jpg,bamberg
Saupiquet Thunfisch-Salat,Keine Marke,"2,29 €",,"1 kg = 14,31","versch. Sorten, je 160-g-Dosen-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_152.jpg,bamberg
Knorr Soße 3er-Pack,Keine Marke,"0,99 €",,,"versch. Sorten, ausreichend für 3 x 250 ml, je Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_153.jpg,bamberg
Miracel Whip Orginal Salatcreme,Keine Marke,"1,49 €",,"1 l = 2,98",je 500-ml-Glas,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_155.jpg,bamberg
Bavaria Ei 6 XL-Eier aus Bodenhaltung,Keine Marke,"1,99 €",,,je 6-St.-Pckg,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_156.jpg,bamberg
Sesamring,Keine Marke,"0,79 €",,,"ringförmiges Weizenfeingebäck mit Sesamkörnern auf der Kruste, je St",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_143.jpg,bamberg
Original Wagner Flammkuchen Elsässer Art,Keine Marke,"1,79 €",,"1 kg = 5,97","tiefgefroren, je 300-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_128.jpg,bamberg
Förstina Sprudel Premium Mineralwasser,Keine Marke,"4,49 €",,"1 l = 0,50","versch. Sorten, je 12 x 0,75-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_190.jpg,bamberg
Granini Fresh,Keine Marke,"1,29 €",,"1 l = 1,72","versch. Sorten, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_192.jpg,bamberg
Paw Patrol Haushaltsartikel,Keine Marke,"ab 3,99 €",,,"Platzset 2er 3,99 Aluflasche 4,99 Frühstücksset 3-teilig 7,99, St./Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_225.jpg,bamberg
Hello Kitty Haushaltsartikel,Keine Marke,"ab 4,99 €",,,"Trinkbecher Glitzer 4,99 Brotdose Edelstahl 6,99 Trinkbecher mit Trinkhalm und Henkel 9,99, St",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_226.jpg,bamberg
WC Frisch Kraft-Aktiv,Keine Marke,"1,29 €",,"1 kg = 25,80","versch. Sorten, je 50-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_227.jpg,bamberg
Somat Excellence,Keine Marke,"7,99 €",,"1 Tab = 0,18","5 in 1, je 44-Tab-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_228.jpg,bamberg
Ariel Universal Waschmittel,Keine Marke,"15,99 €",,"1 WL = 0,20",je 80-WL-Fl,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_230.jpg,bamberg
Lenor Wäscheparfum,Keine Marke,"3,59 €",,"1 kg = 23,16","versch. Sorten, je 155-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_231.jpg,bamberg
Syoss Haarspray,Keine Marke,"4,49 €",,"1 l = 11,23","versch. Sorten, je 400-ml-Dose",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_232.jpg,bamberg
Ariel All in 1 Pods Color,Keine Marke,"15,99 €",,"1 WL = 0,27",je 60-WL-Btl,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_233.jpg,bamberg
Herbal Essences Shampoo,Keine Marke,"3,29 €",,"1 l = 9,40","Blütensanft Rosenduft, je 350-ml-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_234.jpg,bamberg
Herbal Essences Spülung,Keine Marke,"3,29 €",,"1 l = 13,16","Blütensanft Rosenduft, je 250-ml-Tube",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_235.jpg,bamberg
Elmex oder Aronal Zahncreme,Keine Marke,"6,99 €",,"Einzelpreis 4,49 € je 75-ml-Tuben Pckg. (1 l = 59,87",je 2 x 75-ml-Tuben-Pckg,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_236.jpg,bamberg
Gourmet Gold oder Perle Katzennahrung,Keine Marke,"0,49 €",,"1 kg = 5,76","versch. Sorten, je 85-g-Btl./Dose",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_237.jpg,bamberg
Purina One Katzentrockennahrung,Keine Marke,"3,29 €",,"1 kg = 4,39","versch. Sorten, je 750-g-Btl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_238.jpg,bamberg
Vitakraft Bonas Kaustangen mit Huhn oder Filets Streifen mit Entenbrust,Keine Marke,"1,79 €",,"1 kg = 22,38",je 80-g-Pckg,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_239.jpg,bamberg
Hello Kitty Mädchen Hoodie,Keine Marke,"13,99 €",,,"100% Baumwolle Größen: 98/104-134/140, je St",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_240.jpg,bamberg
Mädchen oder Jungen Pyjama,Keine Marke,"11,99 €",,,"100% Baumwolle Größen: 98/104-134/140, je Set",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_241.jpg,bamberg
Hello Kitty Mädchen Jogginghose,Keine Marke,"11,99 €",,,"100% Baumwolle Größen: 98/104-134/140, je St",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_242.jpg,bamberg
Hello Kitty Mädchen Kleid,Keine Marke,"13,99 €",,,"100% Baumwolle Größen: 98/104-122/128, je St",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_243.jpg,bamberg
Calla,Keine Marke,"4,99 €",,,"elegante Zimmerpflanze in versch. Farben, je Topf",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_244.jpg,bamberg
Paw Patrol Jungen Hoodie,Keine Marke,"13,99 €",,,"100% Baumwolle Größen: 98/104-134/140, je St",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_245.jpg,bamberg
Paw Patrol Jungen Jogginghose,Keine Marke,"11,99 €",,,"100% Baumwolle Größen: 98/104-134/140, je St",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_246.jpg,bamberg
Paw Patrol Kinder 2er Protektorenset,Keine Marke,"8,99 €",,,je Set,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_247.jpg,bamberg
Paw Patrol/ Frozen Kinder Fahrradhelm,Keine Marke,"12,99 €",,,je St,Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_248.jpg,bamberg
Stiefmütterchen oder Hornveilchen,Keine Marke,"0,69 €",,,"für ein farbenfrohes Frühlingsbeet, versch. Farben, je Topf",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_249.jpg,bamberg
Becherprimel,Keine Marke,"2,69 €",,,"langanhaltende Blütenpracht, versch. Farben, je Topf",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_250.jpg,bamberg
Frühlings­arrangement,Keine Marke,"9,99 €",,,"Zinkschale mit Narzissen, je Topf",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_251.jpg,bamberg
Toppits Zipper Allzweck-Beutel,Keine Marke,"1,79 €",,,"1 Liter, je 12-St.-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_224.jpg,bamberg
Smirnoff Premium Vodka Red Label,Keine Marke,"9,99 €",,"1 l = 14,27","37,5% Vol., je 0,7-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_223.jpg,bamberg
Mumm Jahrgangssekt,Keine Marke,"3,99 €",,"1 l = 5,32","versch. Sorten, je 0,75-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_222.jpg,bamberg
Rasgón,Keine Marke,"2,99 €",,"1 l = 3,99","versch. Sorten, je 0,75-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_221.jpg,bamberg
Granini Trinkgenuss,Keine Marke,"1,69 €",,,"versch. Sorten, je 1-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_193.jpg,bamberg
"Coca-Cola, Fanta oder Sprite",Keine Marke,"1,39 €",,"1 l = 0,93","versch. Sorten, teilw. koffeinhaltig, je 1,5-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_194.jpg,bamberg
Kulmbacher Edelherb,Keine Marke,"10,99 €",,"1 l = 1,10","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_195.jpg,bamberg
Warsteiner Pils,Keine Marke,"11,99 €",,"1 l = 1,20","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_196.jpg,bamberg
Pilsner Urquell,Keine Marke,"15,99 €",,"1 l = 1,60","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_197.jpg,bamberg
Beck’s Pils,Keine Marke,"10,99 €",,"1 l = 1,10","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_198.jpg,bamberg
Wirts Madl Bayrisch Hell,Keine Marke,"12,49 €",,"1 l = 1,25","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_199.jpg,bamberg
Erdinger Weißbier oder Brauhaus auch Alkoholfrei,Keine Marke,"14,49 €",,"1 l = 1,45","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_200.jpg,bamberg
Schneider Weisse Original,Keine Marke,"14,99 €",,"1 l = 1,50","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_201.jpg,bamberg
Benediktiner Hell,Keine Marke,"14,99 €",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_202.jpg,bamberg
Kapuziner Weißbier,Keine Marke,"12,99 €",,"1 l = 1,30","je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_203.jpg,bamberg
Radeberger Pilsner,Keine Marke,"11,49 €",,"1 l = 1,15","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_204.jpg,bamberg
Karlsberg Mixery,Keine Marke,"3,99 €",,"1 l = 2,02","versch. Sorten, teilw. koffeinhaltig, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_205.jpg,bamberg
Rockstar Energy Drink,Keine Marke,"0,99 €",,"1 l = 1,98","versch. Sorten, koffeinhaltig, je 0,5-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_191.jpg,bamberg
Carlsberg Elephant Premium Beer,Keine Marke,"0,99 €",,"1 l = 1,98","je 0,5-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_206.jpg,bamberg
Corona Mexican Beer,Keine Marke,"16,99 €",,"1 l = 2,39","je 20 x 0,355-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_208.jpg,bamberg
Havana Club Añejo 3 Años,Keine Marke,"10,99 €",,"1 l = 15,70","40% Vol. oder Especial 37,5% Vol., je 0,7-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_209.jpg,bamberg
Jim Beam Kentucky Straight Bourbon Whiskey,Keine Marke,"10,99 €",,"1 l = 15,70","40% Vol., je 0,7-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_210.jpg,bamberg
Allgäuer Brennerei Alte milde Marille oder Birne,Keine Marke,"11,99 €",,"1 l = 23,98","35% Vol., je 0,5-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_211.jpg,bamberg
Osborne Veterano,Keine Marke,"9,99 €",,"1 l = 14,27","30% Vol., je 0,7-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_212.jpg,bamberg
Allgäuer Brennerei Haselnuss,Keine Marke,"8,99 €",,"1 l = 17,98","30% Vol., je 0,5-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_213.jpg,bamberg
14 Primitivo di Marina IGT oder Primitivo Negroamaro,Keine Marke,"5,99 €",,"1 l = 7,99","je 0,75-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_214.jpg,bamberg
Novantaceppi Primitivo IGT,Keine Marke,"4,99 €",,"1 l = 6,65","halbtrocken, je 0,75-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_215.jpg,bamberg
Süss & Fruchtig oder Trollinger Qualitätswein,Keine Marke,"2,99 €",,"1 l = 3,99","versch. Sorten, je 0,75-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_216.jpg,bamberg
La Gioiosa Vino Frizzante,Keine Marke,"2,99 €",,"1 l = 3,99","je 0,75-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_217.jpg,bamberg
Drei junge Wilde,Keine Marke,"4,29 €",,"1 l = 5,72","versch. Sorten, je 0,75-l-Fl",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_218.jpg,bamberg
Moskovskaya MSK Vodka & Lemon,Keine Marke,"1,99 €",,"1 l = 6,03","10% Vol., je 0,33-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_219.jpg,bamberg
Bembel with care Apfelwein,Keine Marke,"0,99 €",,"1 l = 1,98","versch. Sorten, teilw. koffeinhaltig, je 0,5-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_220.jpg,bamberg
Spaten Münchner Hell,Keine Marke,"13,99 €",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_207.jpg,bamberg
Gustavo Gusto Pizza Amore Napoli Rucola,Keine Marke,"2,99 €",,"1 kg = 8,93","tiefgefroren, je 335-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_127.jpg,bamberg
Maidlhof Gewürz-Gurken,Keine Marke,"1,59 €",,"1 kg = 4,42","je 670-g-Glas, 360-g-Abtropfgew.",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_159.jpg,bamberg
Iglo Gemüse-Ideen Italienische Art,Keine Marke,"2,39 €",,"1 kg = 4,98","tiefgefroren, je 480-g-Pckg",Nein,2026-02-23 bis 2026-03-01,2026-02-23,2026-03-01,images_rewe/bamberg_offer_125.jpg,bamberg
