Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Hoodie,NFL,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_001.jpg
Gemüsebrühe,Gemüsebrühe,"€ 0,79",,"1,39 €",,Nein,,,,images_aldi/aldi_offer_002.jpg
Werkzeugkoffer,Werkzeugkoffer,"€ 6,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_003.jpg
Tegetränk Waldfrucht,Westminster,"€ 0,89",,kg-Preis 2.23,,Nein,,,,images_aldi/aldi_offer_004.jpg
Brownies,American,"€ 1,39",,kg-Preis 5.79,,Nein,,,,images_aldi/aldi_offer_005.jpg
Bis zu 43 Rabatt,Bis zu 43 Rabatt,"€ 1,19",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_006.jpg
Erdbeeren,Erdbeeren,"€ 2,99",,5.98 €/kg,,Nein,,,,images_aldi/aldi_offer_007.jpg
Rispentomaten,Rispentomaten,"€ 1,79",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_008.jpg
Champignons weiß,Champignons weiß,"€ 1,35",,"1,89 €",,Nein,,,,images_aldi/aldi_offer_009.jpg
Spitzpaprika rot,Spitzpaprika rot,"€ 1,39",,"1,79 €",,Nein,,,,images_aldi/aldi_offer_010.jpg
Trauben hell kernlos,Trauben hell kernlos,"€ 1,69",,3.38 €/kg,,Nein,,,,images_aldi/aldi_offer_011.jpg
Heidelbeeren,Heidelbeeren,"€ 2,99",,5.98 €/kg,,Nein,,,,images_aldi/aldi_offer_012.jpg
Äpfel Elstar,Äpfel Elstar,"€ 1,49",,"1,69 €",,Nein,,,,images_aldi/aldi_offer_013.jpg
Hähnchen-Schenkel,Meine Metzgerei,"€ 6,99",,"8,49 €",,Nein,,,,images_aldi/aldi_offer_014.jpg
Nackenbraten,MEINE METZGEREI,"€ 6,49",,"8,49 €",,Nein,,,,images_aldi/aldi_offer_015.jpg
US-Beefsteak,American,"€ 4,99",,"5,97 €",,Nein,,,,images_aldi/aldi_offer_016.jpg
BBQ Marinierte Hähnchensteaks,BBQ Marinierte Hähnchensteaks,"€ 4,99",,"6,29 €",,Nein,,,,images_aldi/aldi_offer_017.jpg
Gemischtes Hackfleisch,Fair Gut,"€ 4,39",,"5,49 €",,Nein,,,,images_aldi/aldi_offer_018.jpg
Bio-Landhähnchen,Naturland,"€ 8,49",,"9,79 €",,Nein,,,,images_aldi/aldi_offer_019.jpg
Gulasch,MEINE METZGEREI,"€ 2,99",,"3,99 €",,Nein,,,,images_aldi/aldi_offer_020.jpg
Doradenfilets,Golden Seafood,"€ 4,69",,"5,69 €",,Nein,,,,images_aldi/aldi_offer_021.jpg
Bio-Käse,Bio,"€ 1,99",,"2,59 €",,Nein,,,,images_aldi/aldi_offer_022.jpg
Getrocknete Tomaten,Bio,"€ 1,59",,"1,99 €",,Nein,,,,images_aldi/aldi_offer_023.jpg
Bio-Salami,Bio,"€ 1,99",,"2,49 €",,Nein,,,,images_aldi/aldi_offer_024.jpg
Griechische Oliven Grün,BIO,"€ 1,39",,kg-Preis 7.72/Abtropfgewicht,,Nein,,,,images_aldi/aldi_offer_025.jpg
Bio-Brühe,Bio,"€ 0,79",,"1,39 €",,Nein,,,,images_aldi/aldi_offer_026.jpg
Hi -Spice-Bio-Gewürzmischung Avocado,Le Gusto,"€ 1,19",,kg-Preis 25.32,,Nein,,,,images_aldi/aldi_offer_027.jpg
Bio-Ingwer-Shot,Bio,"€ 0,89",,"1,29 €",,Nein,,,,images_aldi/aldi_offer_028.jpg
Hafercookies 25 Zartbitterschokolade,Bio,"€ 1,79",,"2,49 €",,Nein,,,,images_aldi/aldi_offer_029.jpg
Bio-Naturjoghurt,Bio,"€ 1,65",,"1,99 €",,Nein,,,,images_aldi/aldi_offer_030.jpg
Bio-Apfelmus,Bio,"€ 0,65",,"0,85 €",,Nein,,,,images_aldi/aldi_offer_031.jpg
Bio-Kokosöl,Nur Nur Natur,"€ 2,49",,"2,99 €",,Nein,,,,images_aldi/aldi_offer_032.jpg
Bio Cornichons,Nur Nur Natur,"€ 1,49",,"1,99 €",,Nein,,,,images_aldi/aldi_offer_033.jpg
Pinsa,Cucina,"€ 1,39",,"1,99 €",,Nein,,,,images_aldi/aldi_offer_034.jpg
Junger Gouda,Milsani,"€ 1,79",,"2,45 €",,Nein,,,,images_aldi/aldi_offer_035.jpg
Walnusskerne,Farmer Naturals,"€ 2,49",,"3,59 €",,Nein,,,,images_aldi/aldi_offer_036.jpg
Hundenassfutter,Romeo,"€ 0,49",,"0,69 €",,Nein,,,,images_aldi/aldi_offer_037.jpg
Tegetränk Zitrone,Westminster,"€ 0,89",,"1,89 €",,Nein,,,,images_aldi/aldi_offer_038.jpg
Pinot Grigio DOC,Mario Collina,"€ 1,65",,"2,79 €",,Nein,,,,images_aldi/aldi_offer_039.jpg
Feinkostsalat,Wonnemeyer,"€ 0,99",,"1,49 €",,Nein,,,,images_aldi/aldi_offer_040.jpg
Sour Fruit Mix,Sweet Land,"€ 0,99",,"1,39 €",,Nein,,,,images_aldi/aldi_offer_041.jpg
Muffins,Meine Kuchen Welt,"€ 1,39",,"1,99 €",,Nein,,,,images_aldi/aldi_offer_042.jpg
Saltletts,Lorenz,"€ 1,11",,"2,19 €",,Nein,,,,images_aldi/aldi_offer_043.jpg
Veganer Schinken-Spicker Schnittlauch,Rügenwalder,"€ 1,11",,13.88 €/kg,,Nein,,,,images_aldi/aldi_offer_044.jpg
Scheibenkäse,Leerdammer,"€ 1,49",,"2,89 €",,Nein,,,,images_aldi/aldi_offer_045.jpg
Ländertee Mediterraner Pfirsich,Teekanne,"€ 1,59",,"2,29 €",,Nein,,,,images_aldi/aldi_offer_046.jpg
Schlemmerfilet,Iglo,"€ 2,69",,"4,49 €",,Nein,,,,images_aldi/aldi_offer_047.jpg
Frischwurst-Aufschnitt,Gut Drei Eichen,"€ 0,99",,"1,29 €",,Nein,,,,images_aldi/aldi_offer_048.jpg
Prodomo,Dallmayr,"€ 7,99",,"10,49 €",,Nein,,,,images_aldi/aldi_offer_049.jpg
Nutella,Ferrero,"€ 3,99",,"5,29 €",,Nein,,,,images_aldi/aldi_offer_050.jpg
Piccolinis,Wagner,"€ 1,79",,"3,39 €",,Nein,,,,images_aldi/aldi_offer_051.jpg
Recharge Accu Power AA,Varta,"€ 7,99",,"UVP
13,99 €",,Nein,,,,images_aldi/aldi_offer_052.jpg
Ratschenschlüsselsatz,WORKZONE,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_053.jpg
LED-Strahler,CASALUX,"€ 12,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_054.jpg
5-in-1-Wechselkopf-Zange,WORKZONE,"€ 12,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_055.jpg
LED-Arbeitsleuchte,WORKZONE,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_056.jpg
Dichtungsringe 383-tlg,WORKZONE,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_057.jpg
Steckschlüssel-Satz 53-tlg,WORKZONE,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_058.jpg
Bohr-Meißel-Hammer,FERREX,"€ 29,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_059.jpg
Werkzeugkoffer,WORKZONE,"€ 6,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_060.jpg
Besen- oder Gerätehalterung,Gardenline,"€ 1,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_061.jpg
Schnüre und Seile,WORKZONE,"€ 1,49",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_062.jpg
Strick- oder Häkelset,Home Creation,"€ 4,99",,24.95 €/kg,,Nein,,,,images_aldi/aldi_offer_063.jpg
Scheren-Set,Home Creation,"€ 1,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_064.jpg
Stick-Set,MAKE X HOME CREATION,"€ 3,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_065.jpg
Sockengarn,HOME CREATION,"€ 3,99",,kg-Preis 19.95,,Nein,,,,images_aldi/aldi_offer_066.jpg
2-in-1-Pullover,UP2FASHION,"€ 7,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_067.jpg
Gefütterte Regenstiefel,UP2FASHION,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_068.jpg
Filzclogs,UP2FASHION,"€ 7,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_069.jpg
Regenjacke Damen,UP2FASHION,"€ 19,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_070.jpg
Thermo-Leggings,Lily Dan,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_071.jpg
Tüll-Sweatkleid,Disney Die Eiskönigin,"€ 8,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_072.jpg
Pyjama,LILY DAN,"€ 6,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_073.jpg
Outdoor-Fleecejacke,Lily Dan,"€ 5,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_074.jpg
Söckchen,Lily Dan,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_075.jpg
Unterwäsche 2er-Set,Lily Dan,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_076.jpg
Abenteuergeschichten,Leselöwen,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_077.jpg
Großes Sticker-Bastelbuch,Großes Sticker-Bastelbuch,"€ 3,49",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_078.jpg
Hykies-Sammelfigur,Ravensburger,"€ 5,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_079.jpg
Badekugel mit Spielfigur,Craze,"€ 2,49",,24.90 €/kg,,Nein,,,,images_aldi/aldi_offer_080.jpg
Technic Hot Rod Car,LEGO,"€ 3,49",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_081.jpg
Diamantsticker-Ausmalbuch,Diamantsticker-Ausmalbuch,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_082.jpg
Hylkies-Sammelfigur,Hylkies-Sammelfigur,"€ 5,99",,"UVP
9,99 €",,Nein,,,,images_aldi/aldi_offer_083.jpg
Biber-Spannbetttuch,Novitesse,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_084.jpg
4-Jahreszeiten-Steppbett,Novitesse,"€ 19,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_085.jpg
Bettsitzkissen,Novitesse,"€ 14,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_086.jpg
Biber-Bettwäsche,Novitesse,"€ 16,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_087.jpg
Kissen Visco Feel,Novitesse,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_088.jpg
Teppich in Steinform,Home Creation,"€ 12,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_089.jpg
Kuscheldecke,HOME CREATION,"€ 19,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_090.jpg
Künstlicher Blumenstrauß,HOME CREATION,"€ 3,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_091.jpg
Duftkerze mit Holzdocht,Home Creation,"€ 3,29",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_092.jpg
Kabellose Kristall-Tischlampe,CASALUX,"€ 7,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_093.jpg
Flanell-Pyjama,UP2FASHION,"€ 12,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_094.jpg
Tanktop,UP2FASHION,"€ 8,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_095.jpg
Flausch-Strümpfe,UP2FASHION,"€ 3,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_096.jpg
Retropants,UP2FASHION,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_097.jpg
Hoodie,NFL,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_098.jpg
Socken,NFL,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_099.jpg
T-Shirt,NFL,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_100.jpg
Shorts,NFL,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_101.jpg
Kontaktgrill,Ambiano,"€ 14,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_102.jpg
Picco Belli Cheeseburger Style,American,"€ 2,49",,kg-Preis 6.92,,Nein,,,,images_aldi/aldi_offer_103.jpg
Sandwichgurken,American,"€ 1,39",,3.86/Abtropfgewicht,,Nein,,,,images_aldi/aldi_offer_104.jpg
Stuffed-Crust-Pizza Salami,American,"€ 3,49",,7.67 €/kg,,Nein,,,,images_aldi/aldi_offer_105.jpg
Röstzwiebeln,American,"€ 1,19",,kg-Preis 7.93,,Nein,,,,images_aldi/aldi_offer_106.jpg
Knoblauch-Pizzabrot,American,"€ 1,59",,6.74 €/kg,,Nein,,,,images_aldi/aldi_offer_107.jpg
Hotdog-Würstchen,American,"€ 2,99",,7.97 €/Abtropfgewicht,,Nein,,,,images_aldi/aldi_offer_108.jpg
Brioche-Hot-Dog-Buns,American,"€ 1,89",,kg-Preis 7.00,,Nein,,,,images_aldi/aldi_offer_109.jpg
Chicken-Box,American,"€ 6,99",,kg-Preis 8.03,,Nein,,,,images_aldi/aldi_offer_110.jpg
Zwiebelringe,American,"€ 1,99",,kg-Preis 2.65,,Nein,,,,images_aldi/aldi_offer_111.jpg
Prime Burger,Fair Gut Taste of British Isles,"€ 3,99",,kg-Preis 15.35,,Nein,,,,images_aldi/aldi_offer_112.jpg
Brioche-Burger-Buns,American,"€ 1,99",,kg-Preis 4.42,,Nein,,,,images_aldi/aldi_offer_113.jpg
Single Cut Ribs,Käfer,"€ 4,99",,8.32 €/kg,,Nein,,,,images_aldi/aldi_offer_114.jpg
Chicken-Wings,American,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_115.jpg
Peanut Butter Minis,Reese s,"€ 0,79",,"1,59 €",,Nein,,,,images_aldi/aldi_offer_116.jpg
Soft-Ice-Becher,American,"€ 2,49",,1 l = 5.93,,Nein,,,,images_aldi/aldi_offer_117.jpg
Soft Baked Double Chocolate Caramel Cookies,Mars,"€ 1,99",,13.82 €/kg,,Nein,,,,images_aldi/aldi_offer_118.jpg
Mini Muffins Kakao,American,"€ 1,59",,kg-Preis 7.07,,Nein,,,,images_aldi/aldi_offer_119.jpg
Kentucky Straight Bourbon Whisky,Maker s Mark,"€ 19,99",,1 l = 28.56,,Nein,,,,images_aldi/aldi_offer_120.jpg
Mini-Brownies,American,"€ 1,39",,5.79 €/kg,,Nein,,,,images_aldi/aldi_offer_121.jpg
Coca-Cola Zero Sugar,Jack Daniel s,"€ 1,99",,1-l-Preis 6.03,,Nein,,,,images_aldi/aldi_offer_122.jpg
Braten-Aufschnitt vom Stück,Steinhaus,"€ 1,59",,13.25 €/kg,,Nein,,,,images_aldi/aldi_offer_123.jpg
Frische Milch,Weihenstephan,"€ 1,19",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_124.jpg
Käsescheiben,Old Amsterdam,"€ 1,99",,kg-Preis 17.30,,Nein,,,,images_aldi/aldi_offer_125.jpg
Doppeldecker,Müller,"€ 0,99",,kg-Preis 1.98,,Nein,,,,images_aldi/aldi_offer_126.jpg
Paula-Pudding,Dr Oetker,"€ 1,49",,kg-Preis 2.98,,Nein,,,,images_aldi/aldi_offer_127.jpg
Vegane Vielfalt,Vivera,"€ 1,99",,9.95 €/kg,,Nein,,,,images_aldi/aldi_offer_128.jpg
Butter,Landliebe,"€ 1,39",,5.56 €/kg,,Nein,,,,images_aldi/aldi_offer_129.jpg
Buko-Frischkäse,Arla,"€ 0,99",,kg-Preis 4.95,,Nein,,,,images_aldi/aldi_offer_130.jpg
Joghurt auf Frucht Pfirsich-Maracuja,Landliebe,"€ 0,44",,2.93 €/kg,,Nein,,,,images_aldi/aldi_offer_131.jpg
Cool Fruit Gums,Hustin,"€ 1,19",,kg-Preis 10.82,,Nein,,,,images_aldi/aldi_offer_132.jpg
3in1 Caramel Kaffeesticks,Jacobs,"€ 1,99",,55.28 €/kg,,Nein,,,,images_aldi/aldi_offer_133.jpg
Pasta Loco Sauer,Haribo,"€ 0,89",,kg-Preis 5.56,,Nein,,,,images_aldi/aldi_offer_134.jpg
Trockenshampoo Cherry,Batiste,"€ 4,19",,14.96 €/l,,Nein,,,,images_aldi/aldi_offer_135.jpg
Riegel mit Tasse,Kinder,"€ 7,99",,kg-Preis 38.05,,Nein,,,,images_aldi/aldi_offer_136.jpg
Baked Squeezed Pretzels,Elephant,"€ 1,49",,9.31 €/kg,,Nein,,,,images_aldi/aldi_offer_137.jpg
Pfefferminze,Meßmer,"€ 1,49",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_138.jpg
Topfreiniger,Power Force,"€ 0,75",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_139.jpg
Hähnchen-Minutenschnitzel,Meine Metzgerei,"€ 7,99",,kg-Preis 9.99,,Nein,,,,images_aldi/aldi_offer_140.jpg
Back-Käse,Alpenhain,"€ 1,99",,kg-Preis 9.95,,Nein,,,,images_aldi/aldi_offer_141.jpg
Rinderfilet am Stück,Gourmet Finest Cuisine,"€ 29,99",,29.99 / 1 kg,,Nein,,,,images_aldi/aldi_offer_142.jpg
Frische Flammkuchenböden,Tante Fanny,"€ 2,99",,5.75 €/kg,,Nein,,,,images_aldi/aldi_offer_143.jpg
Lachsforellenfiletseite,Golden Seafood,"€ 7,99",,15.99 €/kg,,Nein,,,,images_aldi/aldi_offer_144.jpg
Demae Ramen Beef,Nissin,"€ 0,69",,"0,79 €",,Nein,,,,images_aldi/aldi_offer_145.jpg
Cola,Sinalco,"€ 0,79",,1-Preis 0.63,,Nein,,,,images_aldi/aldi_offer_146.jpg
Ätherische Öle,HOME CREATION,"€ 2,49",,1 l = 49.80,,Nein,,,,images_aldi/aldi_offer_147.jpg
Ultraschall-Aroma-Diffusor,Ambiano,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_148.jpg
Bauchspeck,Gut Drei Eichen,"€ 2,59",,"2,79 €",,Nein,,,,images_aldi/aldi_offer_149.jpg
Bacon,Gut Drei Eichen,"€ 1,29",,"1,39 €",,Nein,,,,images_aldi/aldi_offer_150.jpg
Bacon,Gut Drei Eichen,"€ 1,89",,"1,99 €",,Nein,,,,images_aldi/aldi_offer_151.jpg
Bierschinken,Gut Drei Eichen,"€ 1,19",,"1,29 €",,Nein,,,,images_aldi/aldi_offer_152.jpg
Lyoner geschnitten,Gut Drei Eichen,"€ 2,59",,"2,69 €",,Nein,,,,images_aldi/aldi_offer_153.jpg
Schinken-Fleischwurst,Gut Drei Eichen,"€ 3,29",,"3,49 €",,Nein,,,,images_aldi/aldi_offer_154.jpg
Delikatess-Lachsschinken,Gut Drei Eichen,"€ 2,39",,"2,49 €",,Nein,,,,images_aldi/aldi_offer_155.jpg
Schinken-Fleischwurst,Gut Drei Eichen,"€ 3,79",,"3,89 €",,Nein,,,,images_aldi/aldi_offer_156.jpg
Bio-Wurst-Spezialität,Bio,"€ 2,79",,kg-Preis 13.95 bzw. 11.16,,Nein,,,,images_aldi/aldi_offer_157.jpg
Schinken-Lyoner,Gut Drei Eichen,"€ 0,89",,"0,99 €",,Nein,,,,images_aldi/aldi_offer_158.jpg
Grobe Stuttgarter Schinkenwurst,Schmälzle,"€ 0,89",,"0,99 €",,Nein,,,,images_aldi/aldi_offer_159.jpg
Delikatess-Lyoner,Gut Drei Eichen,"€ 2,79",,"2,89 €",,Nein,,,,images_aldi/aldi_offer_160.jpg
Tiroler Almjause,Gut Drei Eichen,"€ 2,69",,kg-Preis 26.90,,Nein,,,,images_aldi/aldi_offer_161.jpg
Bierschinken,Gut Drei Eichen,"€ 2,79",,kg-Preis 7.97,,Nein,,,,images_aldi/aldi_offer_162.jpg
Rheinische Schinkenwurst,Gut Drei Eichen,"€ 3,49",,"3,59 €",,Nein,,,,images_aldi/aldi_offer_163.jpg
Fleischrotwurst,Gut Drei Eichen,"€ 1,19",,kg-Preis 5.95,,Nein,,,,images_aldi/aldi_offer_164.jpg
Teewurst,Gut Drei Eichen,"€ 1,29",,"1,39 €",,Nein,,,,images_aldi/aldi_offer_165.jpg
Bio-Hähnchenbrustfilet,Bio-Hähnchenbrustfilet,"€ 2,99",,"3,19 €",,Nein,,,,images_aldi/aldi_offer_166.jpg
Löslicher Kaffee Gold,Barissimo,"€ 5,99",,"6,29 €",,Nein,,,,images_aldi/aldi_offer_167.jpg
Löslicher Kaffee,Barissimo,"€ 6,99",,"7,75 €",,Nein,,,,images_aldi/aldi_offer_168.jpg
Löslicher Kaffee Classic,Barissimo,"€ 5,49",,"5,99 €",,Nein,,,,images_aldi/aldi_offer_169.jpg
Löslicher Kaffee Gold,Barissimo,"€ 5,99",,"6,29 €",,Nein,,,,images_aldi/aldi_offer_170.jpg
Löslicher Kaffee Mild,Barissimo,"€ 5,49",,"5,99 €",,Nein,,,,images_aldi/aldi_offer_171.jpg
Süßkartoffel-Pommes,Speise Zeit,"€ 1,99",,"2,29 €",,Nein,,,,images_aldi/aldi_offer_172.jpg
Alm-Schnitzel,Jack s Farm,"€ 4,49",,8.98 €/kg,,Nein,,,,images_aldi/aldi_offer_173.jpg
Sonnenmais,King s Crown,"€ 0,89",,3.12 / Abtropfgewicht,,Nein,,,,images_aldi/aldi_offer_174.jpg
Kartoffel-Knuspertaschen,Speise Zeit,"€ 2,19",,"2,29 €",,Nein,,,,images_aldi/aldi_offer_175.jpg
Sonnenmais Mini-Pack,KING S CROWN,"€ 1,79",,"1,99 €",,Nein,,,,images_aldi/aldi_offer_176.jpg
Kartoffelpüree,Landfreude,"€ 1,19",,"1,29 €",,Nein,,,,images_aldi/aldi_offer_177.jpg
Kartoffel-Knödel,Landfreude,"€ 0,89",,kg-Preis 4.45,,Nein,,,,images_aldi/aldi_offer_178.jpg
