Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Selection Cashewkerne,Alesto,"€ 1,99",,"2,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_001.jpg
Steinofen Pizza Salami,Wagner,"€ 2,99",,"3,33 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_002.jpg
Froop Heidelbeere,Müller,"€ 0,39",,"0,79 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_003.jpg
Nutella,Nutella,"€ 5,29",,1 kg = 6.41,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_004.jpg
Caract re Herzhaft-Würzig,Leerdammer,"€ 2,99",,1 kg = 11.50,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_005.jpg
Butter,Weihenstephan,"€ 1,79",,1 kg = 7.16,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_006.jpg
Filegro Ofen-Backfisch,Iglo,"€ 2,99",,"4,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_007.jpg
Pads XXL,Senseo,"€ 6,49",,"UVP
8,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_008.jpg
Hanuta,Ferrero,"€ 2,49",,"2,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_009.jpg
The Original,Bifi,"€ 1,99",,1 kg = 16.58,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_010.jpg
Noisette,Fin Carr,"€ 0,79",,"0,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_011.jpg
Schlemmerfilet Italiano,Nordsee,"€ 2,79",,"UVP
3,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_012.jpg
Pepsi,Pepsi,"€ 0,88",,"UVP
1,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_013.jpg
Delice,Kinder,"€ 2,19",,"2,45 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_014.jpg
Katzentrockenfutter Adult,Perfect Fit,"€ 9,99",,"UVP
11,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_015.jpg
Piccolinis Salami,Wagner,"€ 4,99",,"8,79 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_016.jpg
Haltbare fettarme Milch,Milbona,"€ 8,50",,"10,20 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_017.jpg
Valensina,Valensina,"€ 1,79",,"UVP
2,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_018.jpg
Küchentücher,Floraly s,"€ 2,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_019.jpg
Hühner Nudel-Topf,Erasco,"€ 1,88",,"1,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_020.jpg
Kaffee,Melitta,"€ 6,99",,"9,29 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_021.jpg
Kekse,Oreo,"€ 1,19",,1 kg = 7.58/7.73,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_022.jpg
Yakult,Yakult,"€ 2,99",,"3,69 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_023.jpg
Waschmittel,Lenor,"€ 17,99",,1 WL = -0.20/-0.18/-0.24,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_024.jpg
Deutsche Rote Äpfel,Deutsche Rote Äpfel,"€ 1,49",,1 kg = 0.75,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_025.jpg
Esmara Men Pyjama,Esmara,"€ 9,99",,"14,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_026.jpg
Energy Drink,Rockstar,"€ 0,79",,1 l = 1.58,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_027.jpg
Akku-Bohrschrauber-Starter-Set 12 V,Parkside Performance,"€ 49,99",,"69,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_028.jpg
Rauchwarnmelder Typ RM520,Smartwares,"€ 5,99",,"UVP
19,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_029.jpg
Striezel,Alpenfest,"€ 2,29",,"2,79 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_030.jpg
Minis,Nestl,"€ 2,22",,"UVP
4,79 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_031.jpg
Deutsche Markenbutter,Milbona,"€ 0,99",,"1,19 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_032.jpg
Spaghetti XXL,Combino,"€ 1,29",,"1,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_lidl/lidl_offer_033.jpg
