Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Früchte Hafer-Müsli,Kölln,"€ 2,22",,"1 kg = 4,44/5,05/4,93 €",,Nein,,,,images_tegut/tegut_offer_001.jpg
Schweinefilet,Schweinefilet,"€ 0,89",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_002.jpg
Küchentücher XL-Pack,Glücksblatt,"€ 4,44",,"5,49 €",,Nein,,,,images_tegut/tegut_offer_003.jpg
Bio-Dinkelbrötchen,Herzberger,"€ 1,50",,"1 kg = 6,67 €",,Nein,,,,images_tegut/tegut_offer_004.jpg
Speisekartoffeln,Speisekartoffeln,"€ 1,99",,"1 kg = 0,50 €",,Nein,,,,images_tegut/tegut_offer_005.jpg
Pasta Frutta Sauer,Haribo,"€ 0,77",,"1 kg = 4,40",,Nein,,,,images_tegut/tegut_offer_006.jpg
Herz Allgäuer Emmentaler,Herz Allgäuer Emmentaler,"€ 1,29",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_007.jpg
Pilsener,Warsteiner,"€ 9,99",,"1 l = 1,00 €",,Nein,,,,images_tegut/tegut_offer_008.jpg
Cremissimo Eis Bourbon Vanille,Langnese,"€ 1,99",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_009.jpg
Bio-Speisequark,Alnatura,"€ 1,29",,"1 kg = 5,16 €",,Nein,,,,images_tegut/tegut_offer_010.jpg
Paprika Sahne Hähnchen,Frosta,"€ 2,49",,"1 kg = 6,64 €",,Nein,,,,images_tegut/tegut_offer_011.jpg
Mini Cordon bleu,tegut,"€ 4,49",,"1 kg = 11,23 €",,Nein,,,,images_tegut/tegut_offer_012.jpg
Unsere Goldstücke Dinkel-Brötchen,Coppenrath Wiese,"€ 2,22",,"1 kg = 5,29 €",,Nein,,,,images_tegut/tegut_offer_013.jpg
Schmelzkäse Kräuter,Milkana,"€ 6,00",,"1 kg = 10,53 €",,Nein,,,,images_tegut/tegut_offer_014.jpg
Bio-Steinofenpizza Salami,Naturland tegut,"€ 3,49",,"1 kg = 10,58",,Nein,,,,images_tegut/tegut_offer_015.jpg
Schlemmerfilet Kartoffel Creme,Frosta,"€ 2,79",,"1 kg = 7,75 €",,Nein,,,,images_tegut/tegut_offer_016.jpg
Schrozberger Milchbauern Bio-Joghurt,demeter,"€ 2,49",,"3,49 €",,Nein,,,,images_tegut/tegut_offer_017.jpg
Bio-Blattspinat,Alnatura,"€ 1,99",,"1 kg = 4,42 €",,Nein,,,,images_tegut/tegut_offer_018.jpg
Calamares la Romana,tegut,"€ 3,99",,"1 kg = 7,98 €",,Nein,,,,images_tegut/tegut_offer_019.jpg
Hähnchenbrustfilet-Teilstücke,tegut,"€ 4,99",,"5,79 €",,Nein,,,,images_tegut/tegut_offer_020.jpg
Bio-Geflügel Lyoner,Wiltmann,"€ 1,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_021.jpg
Avocado,tegut,"€ 1,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_022.jpg
Auslese,Melitta,"€ 6,49",,"9,29 €",,Nein,,,,images_tegut/tegut_offer_023.jpg
Grand Dessert,Ehrmann,"€ 0,49",,"1 kg = 2,58 €",,Nein,,,,images_tegut/tegut_offer_024.jpg
Bio-Hähnchenbrustfilet,Bio-Hähnchenbrustfilet,"€ 2,79",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_025.jpg
Buko India,Arla,"€ 0,88",,"1 kg = 4,40",,Nein,,,,images_tegut/tegut_offer_026.jpg
Energy Drink,Red Bull,"€ 0,99",,"3,96 €/l",,Nein,,,,images_tegut/tegut_offer_027.jpg
Champignons braun,tegut,"€ 1,79",,"1 kg = 7,16 €",,Nein,,,,images_tegut/tegut_offer_028.jpg
Mini Gurken,Mini Gurken,"€ 0,49",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_029.jpg
Chicor e,tegut,"€ 1,99",,"1 kg = 3,98 €",,Nein,,,,images_tegut/tegut_offer_030.jpg
tegut Bio-Cherry-Strauchtomaten,demeter,"€ 2,99",,"3,49 €",,Nein,,,,images_tegut/tegut_offer_031.jpg
Bio-Kohlrabi,demeter,"€ 1,29",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_032.jpg
Aschenblume,Aschenblume,"€ 3,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_033.jpg
Zitronen,tegut,"€ 0,99",,1 kg = 1.98 €,,Nein,,,,images_tegut/tegut_offer_034.jpg
Bio-Kiwi grün,Bio-Kiwi grün,"€ 0,49",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_035.jpg
tegut Bio-Orangen,demeter,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_036.jpg
Bio-Pausenäpfel,Bioland,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_037.jpg
Bio-Mango,Bio-Mango,"€ 1,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_038.jpg
Heidelbeeren,Heidelbeeren,"€ 1,99",,"1 kg = 6,63 €",,Nein,,,,images_tegut/tegut_offer_039.jpg
Weintrauben mix kernlos,Weintrauben mix kernlos,"€ 1,99",,"2,49 €",,Nein,,,,images_tegut/tegut_offer_040.jpg
Lammhüfte,Lammhüfte,"€ 3,49",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_041.jpg
Bio-Rindfleischburger,tegut,"€ 6,99",,"1 kg = 23,30 €",,Nein,,,,images_tegut/tegut_offer_042.jpg
Bio-Geflügelhackfleisch,Mecklenburger Landpute,"€ 4,99",,"5,99 €",,Nein,,,,images_tegut/tegut_offer_043.jpg
grobe Bratwurst,LandPrimus,"€ 0,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_044.jpg
Schweinerücken,tegut LandPrimus,"€ 0,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_045.jpg
LandPrimus Roastbeef,tegut,"€ 3,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_046.jpg
Bio-Rinderroulade,Bio-Rinderroulade,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_047.jpg
Cordon Bleu,Cordon Bleu,"€ 1,29",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_048.jpg
LandPrimus Rinderbrust,tegut,"€ 1,79",,"2,19 €",,Nein,,,,images_tegut/tegut_offer_049.jpg
Schweinemett,Schweinemett,"€ 0,69",,6.90 €/kg,,Nein,,,,images_tegut/tegut_offer_050.jpg
Kalbsschnitzel,Kalbsschnitzel,"€ 2,79",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_051.jpg
Bio-Hähnchenpfanne Ingwer Lemon,Bio-Hähnchenpfanne Ingwer Lemon,"€ 2,99",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_052.jpg
Spanferkel Rack,Spanferkel Rack,"€ 2,79",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_053.jpg
Bio-Kimchi Original,Complete Organics,"€ 3,99",,"1 kg = 16,63 €",,Nein,,,,images_tegut/tegut_offer_054.jpg
Riesengarnelen,Riesengarnelen,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_055.jpg
Sushi MAP small,Mowi,"€ 3,99",,"4,79 €",,Nein,,,,images_tegut/tegut_offer_056.jpg
Daily Salatschale Pasta Mozzarella,tegut,"€ 2,99",,"3,79 €",,Nein,,,,images_tegut/tegut_offer_057.jpg
Forelle,Meine Lieblinge,"€ 1,99",,"1 kg = 26,53 €",,Nein,,,,images_tegut/tegut_offer_058.jpg
Fleischkäse Brötchen Leberkäse Semmel,Fleischkäse Brötchen Leberkäse Semmel,"€ 2,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_059.jpg
Saiblingsfilet,Saiblingsfilet,"€ 2,99",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_060.jpg
Dill Sahne Heringsfilets,Nadler,"€ 2,79",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_061.jpg
Kraftkerni,Lieken Urkorn,"€ 1,79",,"1 kg = 3,58 €",,Nein,,,,images_tegut/tegut_offer_062.jpg
Weizenbrötchen,Weizenbrötchen,"€ 1,50",,"1 kg = 2,31 €",,Nein,,,,images_tegut/tegut_offer_063.jpg
Butter Toast,Golden Toast,"€ 1,39",,"1 kg = 2,78 €",,Nein,,,,images_tegut/tegut_offer_064.jpg
Bio-Leinsprossenbrot,Herzberger,"€ 3,49",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_065.jpg
Zimt Cube,Zimt Cube,"€ 1,49",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_066.jpg
Comtess Kuchen,Bahlsen,"€ 1,99",,"1 kg = 5,69 €",,Nein,,,,images_tegut/tegut_offer_067.jpg
Bio-Laugenstange,Herzberger,"€ 1,99",,"1 kg = 7,21 €",,Nein,,,,images_tegut/tegut_offer_068.jpg
Simit Sesam,Simit Sesam,"€ 0,77",,"0,99 €",,Nein,,,,images_tegut/tegut_offer_069.jpg
Bio-Mehrkornbrötchen,Herzberger,"€ 1,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_070.jpg
Alpenspeck,Alpenspeck,"€ 1,99",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_071.jpg
Mortadella Bologna,Mortadella Bologna,"€ 1,79",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_072.jpg
Salamiwurst-Aufschnitt,Salamiwurst-Aufschnitt,"€ 1,79",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_073.jpg
Bio-Kochschinken,Bio-Kochschinken,"€ 2,99",,"4,49 €",,Nein,,,,images_tegut/tegut_offer_074.jpg
Kräuterleberwurst,Kräuterleberwurst,"€ 0,99",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_075.jpg
Bio-Räucherwurzerl,Bio-Räucherwurzerl,"€ 2,99",,"4,99 €",,Nein,,,,images_tegut/tegut_offer_076.jpg
LandPrimus Delikatess Wiener,tegut,"€ 1,29",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_077.jpg
