Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Feine Creme zum Kochen,Milbona,"€ 0,69",,"pro Einheit = 0,89",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_112.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,ref_000112,obs_0000023027|obs_0000021008|obs_0000025593|obs_0000020029|obs_0000020189|obs_0000010622|obs_0000033360|obs_0000013141,obs_0000023027,ref_000112,obs_0000023027|obs_0000021008|obs_0000025593|obs_0000020029|obs_0000020189|obs_0000010622|obs_0000033360|obs_0000013141,obs_0000023027
Schlagsahne,Milbona,"€ 0,75",,"pro Einheit = 0,89",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_113.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,ref_000113,obs_0000023025|obs_0000019729|obs_0000034973|obs_0000002266|obs_0000012796|obs_0000027295|obs_0000017188|obs_0000033692|obs_0000001048|obs_0000033987|obs_0000011466|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000001322|obs_0000001651|obs_0000016126|obs_0000001793|obs_0000001826|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000034786|obs_0000020585|obs_0000025188|obs_0000021404|obs_0000024616|obs_0000020624|obs_0000018785|obs_0000025045|obs_0000021443|obs_0000017358|obs_0000019830|obs_0000004149|obs_0000004166|obs_0000006438|obs_0000000427|obs_0000000436|obs_0000004576|obs_0000004593|obs_0000005003|obs_0000005020|obs_0000007167|obs_0000001053|obs_0000001324|obs_0000003401|obs_0000013680|obs_0000005544|obs_0000011795|obs_0000034369,obs_0000034973|obs_0000002266|obs_0000023025|obs_0000012796|obs_0000027295|obs_0000017188|obs_0000033692|obs_0000001048|obs_0000033987|obs_0000011466|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000019729|obs_0000001322|obs_0000001651|obs_0000016126|obs_0000001793|obs_0000001826|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000034786,ref_000113,obs_0000023025|obs_0000019729|obs_0000034973|obs_0000002266|obs_0000012796|obs_0000027295|obs_0000017188|obs_0000033692|obs_0000001048|obs_0000033987|obs_0000011466|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000001322|obs_0000001651|obs_0000016126|obs_0000001793|obs_0000001826|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000034786|obs_0000020585|obs_0000025188|obs_0000021404|obs_0000024616|obs_0000020624|obs_0000018785|obs_0000025045|obs_0000021443|obs_0000017358|obs_0000019830|obs_0000004149|obs_0000004166|obs_0000006438|obs_0000000427|obs_0000000436|obs_0000004576|obs_0000004593|obs_0000005003|obs_0000005020|obs_0000007167|obs_0000001053|obs_0000001324|obs_0000003401|obs_0000013680|obs_0000005544|obs_0000011795|obs_0000034369,obs_0000034973|obs_0000002266|obs_0000023025|obs_0000012796|obs_0000027295|obs_0000017188|obs_0000033692|obs_0000001048|obs_0000033987|obs_0000011466|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000019729|obs_0000001322|obs_0000001651|obs_0000016126|obs_0000001793|obs_0000001826|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000034786
Joghurtdrink,Milbona,"€ 1,35",,"pro Einheit = 1,59",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_114.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",BLS-X357340,ref_000114,,obs_0000023032,ref_000114,,obs_0000023032
Speisequark,Bioland,"€ 0,79",,"pro Einheit = 0,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_115.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,ref_000115,obs_0000020497|obs_0000019874|obs_0000004267|obs_0000033978|obs_0000021316|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000004694|obs_0000000224|obs_0000031203|obs_0000024945|obs_0000033780|obs_0000003840|obs_0000016381|obs_0000019968|obs_0000005006|obs_0000001061|obs_0000001323|obs_0000034093|obs_0000003377|obs_0000013107|obs_0000004152|obs_0000026319|obs_0000002654|obs_0000004579|obs_0000024041|obs_0000003562|obs_0000007157|obs_0000032579,obs_0000020497|obs_0000019874|obs_0000004267|obs_0000033978|obs_0000021316|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000004694|obs_0000000224|obs_0000031203|obs_0000024945|obs_0000033780|obs_0000003840|obs_0000016381|obs_0000019968,ref_000115,obs_0000020497|obs_0000019874|obs_0000004267|obs_0000033978|obs_0000021316|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000004694|obs_0000000224|obs_0000031203|obs_0000024945|obs_0000033780|obs_0000003840|obs_0000016381|obs_0000019968|obs_0000005006|obs_0000001061|obs_0000001323|obs_0000034093|obs_0000003377|obs_0000013107|obs_0000004152|obs_0000026319|obs_0000002654|obs_0000004579|obs_0000024041|obs_0000003562|obs_0000007157|obs_0000032579,obs_0000020497|obs_0000019874|obs_0000004267|obs_0000033978|obs_0000021316|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000004694|obs_0000000224|obs_0000031203|obs_0000024945|obs_0000033780|obs_0000003840|obs_0000016381|obs_0000019968
Quark-Traum,Milbona,"€ 1,35",,"pro Einheit = 1,59",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme",,ref_000116,obs_0000023035|obs_0000010624|obs_0000008669|obs_0000012798|obs_0000027712|obs_0000001925,obs_0000023035,ref_000116,obs_0000023035|obs_0000010624|obs_0000008669|obs_0000012798|obs_0000027712|obs_0000001925,obs_0000023035
Fettarmer Kefir mild,Milbona,"€ 0,65",,"pro Einheit = 0,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_117.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_fleischersatz,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte,sub_tk_gemuese,tag_high_protein",,ref_000117,obs_0000017199|obs_0000010395|obs_0000026792|obs_0000017461|obs_0000034195|obs_0000026129|obs_0000034788|obs_0000011046,obs_0000017199,ref_000117,obs_0000017199|obs_0000010395|obs_0000026792|obs_0000017461|obs_0000034195|obs_0000026129|obs_0000034788|obs_0000011046,obs_0000017199
Haltbare Milch laktosefrei,Milbona,"€ 0,89",,"pro Einheit = 1,05",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_118.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_fleischersatz,sub_milchprodukte,sub_sahne_creme,sub_tk_gemuese,tag_high_protein",,ref_000118,obs_0000020007|obs_0000022533|obs_0000017142|obs_0000019205|obs_0000023628|obs_0000022513|obs_0000004105|obs_0000024615|obs_0000018655|obs_0000002386|obs_0000000398|obs_0000004532|obs_0000022969|obs_0000016892|obs_0000017120|obs_0000021248|obs_0000004959|obs_0000031733|obs_0000025642|obs_0000025740|obs_0000023736|obs_0000003359|obs_0000021992|obs_0000024153|obs_0000001831|obs_0000016208|obs_0000010141|obs_0000020429|obs_0000014372|obs_0000010924|obs_0000029468|obs_0000006982|obs_0000017221|obs_0000007169|obs_0000033979|obs_0000032089|obs_0000005531|obs_0000030114|obs_0000028092|obs_0000032344|obs_0000005727|obs_0000000796|obs_0000003614|obs_0000026178,,ref_000118,obs_0000020007|obs_0000022533|obs_0000017142|obs_0000019205|obs_0000023628|obs_0000022513|obs_0000004105|obs_0000024615|obs_0000018655|obs_0000002386|obs_0000000398|obs_0000004532|obs_0000022969|obs_0000016892|obs_0000017120|obs_0000021248|obs_0000004959|obs_0000031733|obs_0000025642|obs_0000025740|obs_0000023736|obs_0000003359|obs_0000021992|obs_0000024153|obs_0000001831|obs_0000016208|obs_0000010141|obs_0000020429|obs_0000014372|obs_0000010924|obs_0000029468|obs_0000006982|obs_0000017221|obs_0000007169|obs_0000033979|obs_0000032089|obs_0000005531|obs_0000030114|obs_0000028092|obs_0000032344|obs_0000005727|obs_0000000796|obs_0000003614|obs_0000026178,
Zaziki,Milbona,"€ 1,65",,"1 kg = 3,30",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_119.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme",,ref_000119,obs_0000020587|obs_0000023022|obs_0000025390|obs_0000021406|obs_0000019789|obs_0000033765|obs_0000027685|obs_0000025978|obs_0000034577|obs_0000034792|obs_0000028102|obs_0000030657,obs_0000020587|obs_0000023022|obs_0000025390|obs_0000021406|obs_0000033765|obs_0000027685|obs_0000019789|obs_0000025978|obs_0000034577|obs_0000034792,ref_000119,obs_0000020587|obs_0000023022|obs_0000025390|obs_0000021406|obs_0000019789|obs_0000033765|obs_0000027685|obs_0000025978|obs_0000034577|obs_0000034792|obs_0000028102|obs_0000030657,obs_0000020587|obs_0000023022|obs_0000025390|obs_0000021406|obs_0000033765|obs_0000027685|obs_0000019789|obs_0000025978|obs_0000034577|obs_0000034792
Laktosefreier Joghurt mild,Milbona,"€ 0,89",,"1 kg = 1,78",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_120.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",,ref_000120,obs_0000023026|obs_0000017054|obs_0000017128|obs_0000023380|obs_0000026021|obs_0000002511|obs_0000027610|obs_0000011458|obs_0000015790|obs_0000020687|obs_0000020689|obs_0000023030|obs_0000025171|obs_0000017127|obs_0000025392|obs_0000021506|obs_0000021508|obs_0000019794|obs_0000006440|obs_0000000620|obs_0000031735|obs_0000031944|obs_0000001980|obs_0000026710|obs_0000028966|obs_0000008703|obs_0000023284|obs_0000033696|obs_0000009180|obs_0000025811|obs_0000015673|obs_0000009663|obs_0000034580,obs_0000017054,ref_000120,obs_0000023026|obs_0000017054|obs_0000017128|obs_0000023380|obs_0000026021|obs_0000002511|obs_0000027610|obs_0000011458|obs_0000015790|obs_0000020687|obs_0000020689|obs_0000023030|obs_0000025171|obs_0000017127|obs_0000025392|obs_0000021506|obs_0000021508|obs_0000019794|obs_0000006440|obs_0000000620|obs_0000031735|obs_0000031944|obs_0000001980|obs_0000026710|obs_0000028966|obs_0000008703|obs_0000023284|obs_0000033696|obs_0000009180|obs_0000025811|obs_0000015673|obs_0000009663|obs_0000034580,obs_0000017054
Skyr Natur,Milbona,"€ 1,19",,"1 kg = 2,38",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_121.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme,tag_high_protein,tag_proteinreich",,ref_000121,obs_0000020693|obs_0000025357|obs_0000021512|obs_0000019791|obs_0000014939|obs_0000000634|obs_0000011028|obs_0000033797|obs_0000027871|obs_0000034383|obs_0000001871|obs_0000028831|obs_0000028889|obs_0000030972|obs_0000004473|obs_0000002541|obs_0000004900|obs_0000017572|obs_0000001347|obs_0000003453|obs_0000009644|obs_0000001901|obs_0000004046,obs_0000020693|obs_0000014939|obs_0000000634|obs_0000025357|obs_0000011028|obs_0000033797|obs_0000021512|obs_0000027871|obs_0000019791|obs_0000034383|obs_0000001871,ref_000121,obs_0000020693|obs_0000025357|obs_0000021512|obs_0000019791|obs_0000014939|obs_0000000634|obs_0000011028|obs_0000033797|obs_0000027871|obs_0000034383|obs_0000001871|obs_0000028831|obs_0000028889|obs_0000030972|obs_0000004473|obs_0000002541|obs_0000004900|obs_0000017572|obs_0000001347|obs_0000003453|obs_0000009644|obs_0000001901|obs_0000004046,obs_0000020693|obs_0000014939|obs_0000000634|obs_0000025357|obs_0000011028|obs_0000033797|obs_0000021512|obs_0000027871|obs_0000019791|obs_0000034383|obs_0000001871
Kräuter Quark,Milbona,"€ 0,95",,"1 kg = 3,17",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_122.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_kraeuter,sub_milchprodukte,sub_sahne_creme",BLS-Y771510,ref_000122,obs_0000002274|obs_0000010624|obs_0000008669|obs_0000012798|obs_0000012814|obs_0000000636|obs_0000002843|obs_0000011054|obs_0000027712|obs_0000009506|obs_0000001352|obs_0000013754|obs_0000009967|obs_0000034623|obs_0000001925,,ref_000122,obs_0000002274|obs_0000010624|obs_0000008669|obs_0000012798|obs_0000012814|obs_0000000636|obs_0000002843|obs_0000011054|obs_0000027712|obs_0000009506|obs_0000001352|obs_0000013754|obs_0000009967|obs_0000034623|obs_0000001925,
Joghurt,Milbona,"€ 0,79",,"1 kg = 1,58",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_123.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme",BLS-X3A9010,ref_000123,obs_0000020687|obs_0000020689|obs_0000023030|obs_0000025171|obs_0000017127|obs_0000025392|obs_0000021506|obs_0000021508|obs_0000019794|obs_0000026710|obs_0000028966|obs_0000008703|obs_0000023284|obs_0000033696|obs_0000009180|obs_0000025811|obs_0000015673|obs_0000009663|obs_0000034580|obs_0000016386|obs_0000020500|obs_0000023026|obs_0000023032|obs_0000025213|obs_0000017054|obs_0000017128|obs_0000021319|obs_0000023033|obs_0000023034|obs_0000023380|obs_0000026021|obs_0000004133|obs_0000004230|obs_0000004356|obs_0000002324|obs_0000006436|obs_0000002441|obs_0000002511|obs_0000004560|obs_0000006624|obs_0000000488|obs_0000002536|obs_0000002560|obs_0000018991|obs_0000004657|obs_0000002653|obs_0000000671|obs_0000004783|obs_0000021174|obs_0000004987,obs_0000026710|obs_0000020687|obs_0000020689|obs_0000028966|obs_0000023030|obs_0000008703|obs_0000025171|obs_0000017127|obs_0000023284|obs_0000025392|obs_0000033696|obs_0000009180|obs_0000021506|obs_0000021508|obs_0000025811|obs_0000015673|obs_0000019794|obs_0000009663|obs_0000034580,ref_000123,obs_0000020687|obs_0000020689|obs_0000023030|obs_0000025171|obs_0000017127|obs_0000025392|obs_0000021506|obs_0000021508|obs_0000019794|obs_0000026710|obs_0000028966|obs_0000008703|obs_0000023284|obs_0000033696|obs_0000009180|obs_0000025811|obs_0000015673|obs_0000009663|obs_0000034580|obs_0000016386|obs_0000020500|obs_0000023026|obs_0000023032|obs_0000025213|obs_0000017054|obs_0000017128|obs_0000021319|obs_0000023033|obs_0000023034|obs_0000023380|obs_0000026021|obs_0000004133|obs_0000004230|obs_0000004356|obs_0000002324|obs_0000006436|obs_0000002441|obs_0000002511|obs_0000004560|obs_0000006624|obs_0000000488|obs_0000002536|obs_0000002560|obs_0000018991|obs_0000004657|obs_0000002653|obs_0000000671|obs_0000004783|obs_0000021174|obs_0000004987,obs_0000026710|obs_0000020687|obs_0000020689|obs_0000028966|obs_0000023030|obs_0000008703|obs_0000025171|obs_0000017127|obs_0000023284|obs_0000025392|obs_0000033696|obs_0000009180|obs_0000021506|obs_0000021508|obs_0000025811|obs_0000015673|obs_0000019794|obs_0000009663|obs_0000034580
Speisequark,Milbona,"€ 0,99",,"1 kg = 1,98",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_124.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme,tag_whole_food",,ref_000124,obs_0000020497|obs_0000024945|obs_0000021316|obs_0000019874|obs_0000019968|obs_0000016381|obs_0000004267|obs_0000000224|obs_0000031203|obs_0000004694|obs_0000033780|obs_0000033978|obs_0000003840|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000024041|obs_0000004152|obs_0000004579|obs_0000002654|obs_0000013107|obs_0000005006|obs_0000001061|obs_0000001323|obs_0000034093|obs_0000003377|obs_0000003562|obs_0000026319|obs_0000007157|obs_0000032579,obs_0000020497|obs_0000004267|obs_0000000224|obs_0000024945|obs_0000031203|obs_0000004694|obs_0000021316|obs_0000033780|obs_0000033978|obs_0000019874|obs_0000024041|obs_0000019968|obs_0000003840|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000016381,ref_000124,obs_0000020497|obs_0000024945|obs_0000021316|obs_0000019874|obs_0000019968|obs_0000016381|obs_0000004267|obs_0000000224|obs_0000031203|obs_0000004694|obs_0000033780|obs_0000033978|obs_0000003840|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000024041|obs_0000004152|obs_0000004579|obs_0000002654|obs_0000013107|obs_0000005006|obs_0000001061|obs_0000001323|obs_0000034093|obs_0000003377|obs_0000003562|obs_0000026319|obs_0000007157|obs_0000032579,obs_0000020497|obs_0000004267|obs_0000000224|obs_0000024945|obs_0000031203|obs_0000004694|obs_0000021316|obs_0000033780|obs_0000033978|obs_0000019874|obs_0000024041|obs_0000019968|obs_0000003840|obs_0000001866|obs_0000001867|obs_0000001868|obs_0000016381
Sahne-Joghurt Griechischer Art,Milbona,"€ 2,19",,"pro Einheit = 2,19",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_125.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme",,ref_000125,obs_0000023033|obs_0000017296|obs_0000017207|obs_0000002086|obs_0000008312|obs_0000031517|obs_0000027991|obs_0000034370|obs_0000004133|obs_0000004560|obs_0000002536|obs_0000004987|obs_0000031756|obs_0000003199|obs_0000020030|obs_0000006103|obs_0000020687|obs_0000020689|obs_0000023030|obs_0000025171|obs_0000017127|obs_0000025392|obs_0000021506|obs_0000021508|obs_0000019794|obs_0000026710|obs_0000028966|obs_0000008703|obs_0000023284|obs_0000033696|obs_0000009180|obs_0000025811|obs_0000015673|obs_0000009663|obs_0000034580,obs_0000023033,ref_000125,obs_0000023033|obs_0000017296|obs_0000017207|obs_0000002086|obs_0000008312|obs_0000031517|obs_0000027991|obs_0000034370|obs_0000004133|obs_0000004560|obs_0000002536|obs_0000004987|obs_0000031756|obs_0000003199|obs_0000020030|obs_0000006103|obs_0000020687|obs_0000020689|obs_0000023030|obs_0000025171|obs_0000017127|obs_0000025392|obs_0000021506|obs_0000021508|obs_0000019794|obs_0000026710|obs_0000028966|obs_0000008703|obs_0000023284|obs_0000033696|obs_0000009180|obs_0000025811|obs_0000015673|obs_0000009663|obs_0000034580,obs_0000023033
Schoko Drink,Milbona,"€ 0,85",,"1 l = 1,70",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_126.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000126,obs_0000001054|obs_0000001326|obs_0000022576|obs_0000026421,obs_0000001054|obs_0000001326,ref_000126,obs_0000001054|obs_0000001326|obs_0000022576|obs_0000026421,obs_0000001054|obs_0000001326
Fruit King Safari,Milbona,"€ 1,79",,"1 kg = 2,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_127.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000127,,,ref_000127,,
Tasty Food in a Bottle Vanilla Dream,Milbona,"€ 1,99",,"1 l = 3,98",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_128.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte",,ref_000128,obs_0000020802|obs_0000023036|obs_0000025576|obs_0000021621,,ref_000128,obs_0000020802|obs_0000023036|obs_0000025576|obs_0000021621,
Laktosefreie Schlagsahne,Milbona,"€ 0,99",,"1 kg = 4,95",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_129.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,ref_000129,obs_0000020585|obs_0000025188|obs_0000021404|obs_0000004166|obs_0000000436|obs_0000004593|obs_0000005020|obs_0000001053|obs_0000001324|obs_0000003727|obs_0000023025|obs_0000019729|obs_0000034973|obs_0000002266|obs_0000012796|obs_0000027295|obs_0000017188|obs_0000033692|obs_0000001048|obs_0000033987|obs_0000011466|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000001322|obs_0000001651|obs_0000016126|obs_0000001793|obs_0000001826|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000034786,obs_0000004166|obs_0000020585|obs_0000000436|obs_0000004593|obs_0000025188|obs_0000021404|obs_0000005020|obs_0000001053|obs_0000001324|obs_0000003727,ref_000129,obs_0000020585|obs_0000025188|obs_0000021404|obs_0000004166|obs_0000000436|obs_0000004593|obs_0000005020|obs_0000001053|obs_0000001324|obs_0000003727|obs_0000023025|obs_0000019729|obs_0000034973|obs_0000002266|obs_0000012796|obs_0000027295|obs_0000017188|obs_0000033692|obs_0000001048|obs_0000033987|obs_0000011466|obs_0000027873|obs_0000001268|obs_0000025846|obs_0000001322|obs_0000001651|obs_0000016126|obs_0000001793|obs_0000001826|obs_0000001840|obs_0000001856|obs_0000001899|obs_0000034786,obs_0000004166|obs_0000020585|obs_0000000436|obs_0000004593|obs_0000025188|obs_0000021404|obs_0000005020|obs_0000001053|obs_0000001324|obs_0000003727
Frische Alpenmilch,Milbona,"€ 1,19",,"pro Einheit = 1,19",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_130.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_fleischersatz,sub_kaese,sub_milchprodukte,sub_sahne_creme,sub_tk_gemuese,tag_high_protein",,ref_000130,obs_0000017303|obs_0000008635|obs_0000031782|obs_0000027727|obs_0000031157|obs_0000030112|obs_0000030476,obs_0000017303,ref_000130,obs_0000017303|obs_0000008635|obs_0000031782|obs_0000027727|obs_0000031157|obs_0000030112|obs_0000030476,obs_0000017303
Kondensmilch,Milbona,"€ 0,79",,"1 kg = 2,32",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_lidl/lidl_offer_131.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte",BLS-M182500,ref_000131,obs_0000020697|obs_0000017037|obs_0000017111|obs_0000017189|obs_0000025429|obs_0000021516|obs_0000008676|obs_0000003585|obs_0000001734|obs_0000001735|obs_0000001736|obs_0000018712|obs_0000017740|obs_0000019889|obs_0000018316|obs_0000026696|obs_0000026730|obs_0000009258|obs_0000034024|obs_0000009726,obs_0000020697|obs_0000018712|obs_0000008676|obs_0000017037|obs_0000017111|obs_0000017189|obs_0000025429|obs_0000021516|obs_0000017740|obs_0000003585|obs_0000001734|obs_0000001735|obs_0000001736|obs_0000018316,ref_000131,obs_0000020697|obs_0000017037|obs_0000017111|obs_0000017189|obs_0000025429|obs_0000021516|obs_0000008676|obs_0000003585|obs_0000001734|obs_0000001735|obs_0000001736|obs_0000018712|obs_0000017740|obs_0000019889|obs_0000018316|obs_0000026696|obs_0000026730|obs_0000009258|obs_0000034024|obs_0000009726,obs_0000020697|obs_0000018712|obs_0000008676|obs_0000017037|obs_0000017111|obs_0000017189|obs_0000025429|obs_0000021516|obs_0000017740|obs_0000003585|obs_0000001734|obs_0000001735|obs_0000001736|obs_0000018316
