Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Keine Marke,Südafrik Tafeltrauben rot,"€ 1,49","€ 2,49","1 kg = 2,98","Sorte laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_046.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000352,obs_0000013442|obs_0000011782|obs_0000006278|obs_0000012251|obs_0000013921|obs_0000006261|obs_0000007315|obs_0000012672|obs_0000015240|obs_0000008710|obs_0000028721|obs_0000008765|obs_0000010312|obs_0000008792|obs_0000031873|obs_0000028835|obs_0000028335|obs_0000014088|obs_0000008527|obs_0000009624|obs_0000010211,obs_0000013442
WZG MÖGLINGEN,Süß Fruchtig,"€ 3,49",,"1 l = 4,66","Qualitätsweine, Württemberg, versch. Sorten, z. B. Samtrot: samtig, elegant, Aromen von Beeren, passt zu Desserts und Kuchen",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_260.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",,,ref_000353,obs_0000013444|obs_0000012434|obs_0000011133|obs_0000010339|obs_0000008082,obs_0000013444|obs_0000012434|obs_0000011133
DR OETKER,Süße Mahlzeit,"€ 0,99",,"1 kg = 5,22 - 13,03",versch. Sorten,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_213.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000354,obs_0000034418|obs_0000004807|obs_0000003318|obs_0000004380|obs_0000000300|obs_0000003953|obs_0000019873|obs_0000009829|obs_0000009370|obs_0000008101,obs_0000034418|obs_0000004807|obs_0000003318|obs_0000004380|obs_0000000300|obs_0000003953|obs_0000019873
K-FAVOURITES,Tagliolini oder Pappardelle,"€ 0,99","€ 1,19","1 kg = 3,96",orig. ital. frische Pasta,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_165.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000355,obs_0000015831|obs_0000008010,obs_0000015831
K-GOLD EDITION,Tango-Creme,"€ 1,99","€ 2,49","1 kg = 9,95","Duo-Kakaocreme mit Orangen-, Himbeer- oder Karamellgeschmack",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_211.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000356,obs_0000033360|obs_0000013141,
REPLAY,Tennissocken,"€ 5,99","€ 9,99","pro Einheit = 5,99","Aus Baumwolle, Polyester, Viskose und Elastan Größen 35/38 - 43/46",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_430.jpg,cat_non_food,,,ref_000357,obs_0000015203|obs_0000012592|obs_0000014802|obs_0000013019|obs_0000031926|obs_0000012151|obs_0000012152|obs_0000017506,obs_0000015203|obs_0000012592|obs_0000014802|obs_0000013019
Keine Marke,Thermogläser Cappuccino,"€ 4,99",,"pro Einheit = 4,99","Aus doppelwandigem Borosilikatglas Hitzebeständig bis 100 °C Größe je ca. Ø 8,5 x 12 cm (je ca. 300 ml)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_400.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000358,obs_0000010353|obs_0000019346|obs_0000027211|obs_0000023533|obs_0000027508,obs_0000010353
Keine Marke,Thermogläser Espresso,"€ 4,99",,"pro Einheit = 4,99","Aus doppelwandigem Borosilikatglas Hitzebeständig bis 100 °C Größe je ca. Ø 6 x 6,5 cm (je ca. 80 ml)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_346.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000359,obs_0000019346|obs_0000023533,
Keine Marke,Thermogläser Latte-Macchiato,"€ 4,99",,"pro Einheit = 4,99","Aus doppelwandigem Borosilikatglas Hitzebeständig bis 100 °C Größe je ca. Ø 9,5 x 14 cm (je ca. 400 ml)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_405.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000360,obs_0000021777|obs_0000020675|obs_0000021494|obs_0000015169|obs_0000014212|obs_0000019346|obs_0000023533,
Keine Marke,Thermogläser Tee,"€ 4,99",,"pro Einheit = 4,99","Aus doppelwandigem Borosilikatglas Hitzebeständig bis 100 °C Größe je ca. B/H 12 x T 8,5 cm (je ca. 300 ml)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_383.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000361,obs_0000010250|obs_0000016641|obs_0000018054|obs_0000026894|obs_0000018960|obs_0000019346|obs_0000028312|obs_0000015163|obs_0000025412|obs_0000014277|obs_0000020428|obs_0000023245|obs_0000023533|obs_0000023661|obs_0000008687|obs_0000022129|obs_0000021247,
HANDL TYROL,Tiroler Pausen-Sticks,"€ 1,49","€ 1,99","1 kg = 16,56",Classic,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_105.jpg,cat_fleisch_wurst,,,ref_000362,obs_0000015885|obs_0000014804,
BRITA,Tischwasserfilter-Set Marella,"€ 14,99","€ 29,99","pro Einheit = 14,99","Aus Kunststoff Ergonomisches Design Elektronische Kartuschenwechselanzeige Fassungsvermögen (gesamt) ca. 2,4 l Fassungsvermögen (gefiltert) ca. 1,4 l Inkl. 2 Filterkartuschen MAXTRA PRO (je 1 x »ALL-IN-1« und »EXTRA KALKSCHUTZ«)",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_382.jpg,"cat_non_food,diet_lactose_free",,,ref_000363,obs_0000012546|obs_0000013928|obs_0000008182|obs_0000025561,obs_0000012546|obs_0000013928
HARRY,Toast,"€ 1,49",,"1 kg = 2,98","Butter, Vollkorn oder Balance",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_197.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,BLS-G561100,ref_000364,obs_0000013453|obs_0000015428|obs_0000012646|obs_0000005383|obs_0000001344|obs_0000006478|obs_0000007383|obs_0000001114|obs_0000034147|obs_0000006657|obs_0000005783|obs_0000006144|obs_0000022803,obs_0000013453|obs_0000015428|obs_0000012646
HAKLE,Toilettenpapier Traumweich,"€ 2,99","€ 3,95","pro Einheit = 2,99",4-lagig,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_280.jpg,cat_drogerie,,,ref_000365,obs_0000033855|obs_0000013454|obs_0000027323|obs_0000014665|obs_0000011770|obs_0000000527|obs_0000003599|obs_0000001568|obs_0000010282|obs_0000002116|obs_0000026693|obs_0000024163|obs_0000013932|obs_0000004745|obs_0000023741|obs_0000034994|obs_0000028373|obs_0000025816|obs_0000028891|obs_0000026332|obs_0000004318|obs_0000033514|obs_0000000748|obs_0000033004|obs_0000000261|obs_0000008992|obs_0000000809|obs_0000003891|obs_0000001341|obs_0000033636|obs_0000033135|obs_0000028024|obs_0000006587,
HEINZ,Tomato Ketchup,"€ 2,99","€ 4,69","1 l = 3,74",klassisch,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_179.jpg,"cat_grundnahrung,diet_gluten_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-R141100,ref_000366,obs_0000010249|obs_0000018347|obs_0000034616|obs_0000022471|obs_0000011348|obs_0000014295|obs_0000015843|obs_0000008294|obs_0000014833|obs_0000014529|obs_0000032677|obs_0000002118|obs_0000032296|obs_0000032050|obs_0000029039,obs_0000019587|obs_0000010249|obs_0000003594|obs_0000018347|obs_0000009900|obs_0000034616|obs_0000014533|obs_0000022471|obs_0000011348|obs_0000014295|obs_0000009435|obs_0000015843|obs_0000008294|obs_0000014833
DENVER,Tragbarer BT-Lautsprecher BPS-356K,"€ 44,99",,"pro Einheit = 44,99","Lautsprecher 2 x 10 W (RMS) Versch. Equalizer-Einstellungen Dynamische LED-Lichteffekte Mit Karaoke-Funktion TWS-Funktion zum Koppeln mit zweitem BPS-356K Bluetooth, AUX, USB, microSD-Kartenslot Wiedergabezeit bis zu 6 h Verstellbare Träger hinten (Rucksackfunktion) Größe ca. B/T 24 x H 54 cm Inkl. Funkmikrofon und Fernbedienung",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_336.jpg,cat_non_food,,,ref_000367,,
PARKSIDE,Treppen-Sackkarre,"€ 49,99",,"pro Einheit = 49,99","Sternförmig angeordnete Räder Mit großer, klappbarer Ausfallauflage 2-stufig höhenverstellbarer Teleskopgriff Ergonomisch geformte Kunststoffgriffe Mit Knöchelschutz Platzsparend zusammenschiebbar Belastbarkeit max. 150 kg (40 kg bei Stufen) Größe ca. B 45 x H 109 x T 60 cm Klappmaß ca. B 45 x H 74 x T 37 cm 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_325.jpg,cat_non_food,,,ref_000368,,
AIR UP,Trinkflasche Click 600 ml,"€ 29,99",,"pro Einheit = 29,99","Innovatives Trinksystem mit Duft-Pods Patentierte Scentaste™-Technologie Kombiniert reines Wasser mit Lieblingsgeschmack Duft wird im Gehirn als Geschmack wahrgenommen Ergibt Trinkgenuss ohne Zucker, Kalorien etc. Korpus aus bruchsicherem Tritan Mundstück aus lebensmittelechtem Silikon Deckel aus robustem ABS-Kunststoff Klick-&-Trink-Mechanismus »EasyOpen« Auslaufsicher und schultaschentauglich Versch. Farben Fassungsvermögen ca. 600 ml Größe ca. 25 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_387.jpg,cat_non_food,,,ref_000369,obs_0000023842|obs_0000026802|obs_0000008262|obs_0000024265|obs_0000028002,
AIR UP,Trinkflasche Click 800 ml,"€ 34,99",,"pro Einheit = 34,99","Innovatives Trinksystem mit Duft-Pods Patentierte Scentaste™-Technologie Kombiniert reines Wasser mit Lieblingsgeschmack Duft wird im Gehirn als Geschmack wahrgenommen Ergibt Trinkgenuss ohne Zucker, Kalorien etc. Korpus aus bruchsicherem Tritan Mundstück aus lebensmittelechtem Silikon Deckel aus robustem ABS-Kunststoff Klick-&-Trink-Mechanismus »EasyOpen« Auslaufsicher und schultaschentauglich Versch. Farben Fassungsvermögen ca. 800 ml Größe ca. 28 cm",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_366.jpg,cat_non_food,,,ref_000370,obs_0000023842|obs_0000026802|obs_0000008262|obs_0000024265|obs_0000028002,
LE FAVORI,Triple Sec,"€ 8,99",,"1 l = 12,85","franz. Orangen-Likör, 40 Vol. %",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_248.jpg,cat_getraenke,,,ref_000371,obs_0000015056,obs_0000015056
Keine Marke,Tulpenstrauß mit Beiwerk,"€ 9,99",,"pro Einheit = 9,99","versch. Farben, ohne Deko",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_077.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000372,obs_0000029066|obs_0000012709|obs_0000013461,
K-CLASSIC,Turm-Wäscheständer,"€ 17,99",,"pro Einheit = 17,99","Stabiles, pulverbeschichtetes Stahlrohrgestell Trocknet viel Wäsche auf engstem Raum Flexibel dank 3 beidseitig klappbarer Etagen Platzsparend halbseitig ausklappbar Mit dickeren Leinen für optimale Luftzirkulation 2 schwenkbare Halter für bis zu 12 Kleiderbügel Einfacher Transport durch 4 Leichtlauf-Rollen Größe (aufgeklappt) ca. B 74 x H 155 x T 60 cm Gesamt-Leinenlänge ca. 16 m Belastbarkeit max. 12 kg 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_397.jpg,"cat_knabbern_naschen,diet_lactose_free,tag_ultra_processed",,,ref_000373,obs_0000022683|obs_0000018048|obs_0000022407,
MUSICMAN,TWS-In-Ear-Kopfhörer BT-X63,"€ 6,99","€ 29,99","pro Einheit = 6,99",Touch-Tasten-Bedienung Freisprechfunktion Bluetooth 5.3 Akkulaufzeit Kopfhörer bis zu 4 h Ladebox für bis zu 4 weitere Ladevorgänge,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_329.jpg,"cat_non_food,diet_vegetarian",,,ref_000374,obs_0000015139|obs_0000009194|obs_0000009676|obs_0000010800,
Keine Marke,Ungar dtsch Bärlauch,"€ 1,99","€ 2,49","1 kg = 19,90",,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_065.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,,ref_000375,,
FROSCH,Universal-Reiniger Orange,"€ 1,59","€ 1,95","1 l = 2,12",kraftvolle Sauberkeit für Böden und Oberflächen,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_283.jpg,cat_drogerie,,,ref_000376,obs_0000032996|obs_0000031762|obs_0000013848|obs_0000013362|obs_0000027202|obs_0000015954|obs_0000024166|obs_0000017601|obs_0000000709|obs_0000023750|obs_0000010953|obs_0000028357|obs_0000012011|obs_0000035079|obs_0000001318|obs_0000026432|obs_0000014189|obs_0000027513|obs_0000025004|obs_0000031736|obs_0000019901|obs_0000003536|obs_0000018411|obs_0000033271,
COPPENRATH WIESE,Unsere Goldstücke,"€ 1,49","€ 2,29","1 kg = 2,76 - 4,97","Brötchen zum Aufbacken, versch. Sorten",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_020.jpg,"cat_grundnahrung,diet_vegetarian,sub_milchprodukte,tag_ultra_processed",,,ref_000377,obs_0000014854|obs_0000010926|obs_0000012682|obs_0000002587|obs_0000003165|obs_0000027445|obs_0000008617|obs_0000031710|obs_0000009952|obs_0000009491|obs_0000001315|obs_0000034096|obs_0000026080|obs_0000007395|obs_0000006502|obs_0000030845|obs_0000030850|obs_0000032387|obs_0000032392|obs_0000031501|obs_0000031507|obs_0000032634|obs_0000005769|obs_0000032644|obs_0000030166|obs_0000030168,obs_0000014854|obs_0000010926|obs_0000007395|obs_0000006502|obs_0000012682
GARDEN GOURMET,Vegane Filet-Streifen oder Sensational Burger,"€ 2,49","€ 2,99","1 kg = 11,02 - 14,23",Filet-Streifen oder Sensational Burger,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_167.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,sub_fleischersatz",,,ref_000378,obs_0000011503|obs_0000033771|obs_0000023609,obs_0000011503
RÜGENWALDER MÜHLE,Vegane Wurstalternative,"€ 1,11",,"1 kg = 13,88 - 15,86","Schinken-Spicker, versch. Sorten, Mühlensalami oder Hauchgenuss Typ Hähnchen",Nein,Dieses Angebot findest du vom 06.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-06,2026-04-08,../images/kaufland/kaufland_offer_570.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_wurst",,BLS-H930000,ref_000379,obs_0000013471|obs_0000010532,obs_0000013471|obs_0000010532
ABUS,Verstellbares Vorhangschloss,"€ 12,99",,"pro Einheit = 12,99",Massiver Körper aus Spezialaluminium (TITALIUM™) Stahlbügel mit NANO PROTECT™-Beschichtung Entnehmbarer Bügel verstellbar von 60 bis 150 mm Verchromter Zylinderkern Parazentrisches Schlüsselprofil Doppelte Bügelverriegelung Inkl. 2 Schlüssel,Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_309.jpg,cat_non_food,,,ref_000380,,
9 MILE,Vodka,"€ 9,99",,"1 l = 14,28","zurückhaltende Aromen, wunderbar weich, über Granit gefiltert, 37,5 Vol. %",Nein,Dieses Angebot findest du vom 02.04. bis 08.04. in deiner Kaufland-Filiale.,2026-04-02,2026-04-08,../images/kaufland/kaufland_offer_259.jpg,"cat_getraenke,diet_vegetarian,sub_milchprodukte",,BLS-P712000,ref_000381,obs_0000035049|obs_0000008713|obs_0000020363|obs_0000012175|obs_0000012431|obs_0000009883|obs_0000034845|obs_0000013474|obs_0000019368|obs_0000015665|obs_0000021182|obs_0000009791|obs_0000028354|obs_0000008904|obs_0000009420|obs_0000002903|obs_0000024028|obs_0000026846|obs_0000009320|obs_0000022378|obs_0000034034|obs_0000011132|obs_0000024448|obs_0000005634|obs_0000019334|obs_0000028940|obs_0000026134|obs_0000013345|obs_0000020001|obs_0000010156|obs_0000014636|obs_0000007087|obs_0000008370|obs_0000005814|obs_0000003389|obs_0000006212|obs_0000030027|obs_0000002273|obs_0000006369|obs_0000018913|obs_0000007909|obs_0000006897|obs_0000027000|obs_0000006009|obs_0000029435|obs_0000032135|obs_0000018832|obs_0000026002|obs_0000029083|obs_0000007459,obs_0000005634|obs_0000035049|obs_0000008713|obs_0000020363|obs_0000012175|obs_0000012431|obs_0000009883|obs_0000034845|obs_0000013474|obs_0000019368|obs_0000007087|obs_0000015665|obs_0000021182|obs_0000009791|obs_0000028354|obs_0000008904|obs_0000009420|obs_0000002903|obs_0000024028|obs_0000026846|obs_0000009320|obs_0000022378|obs_0000034034|obs_0000029435|obs_0000011132|obs_0000024448
