Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Kirschtasche,Keine Marke,"€ 0,99","€ 2,67",Kein Mengenpreis,Einzelpreis: 0.89 Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_001.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_whole_food",BLS-D7A7810,ref_000001,obs_0000025712,obs_0000025712
Berchtesgadener Land Frische Bergbauern Milch,Keine Marke,"€ 3,33","€ 5,565,96",Kein Mengenpreis,"gekühlt, 1,5% oder 3,5% Fett Einzelpreis: 1.39 – 1.49",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_002.png,"cat_getraenke,diet_lactose_free,diet_vegetarian,sub_milchprodukte",,ref_000002,obs_0000028240|obs_0000004930|obs_0000029181|obs_0000000188|obs_0000000992|obs_0000002646|obs_0000002682|obs_0000024498|obs_0000026055|obs_0000026967,
Lachsschinken,Keine Marke,"€ 3,33","€ 4,78",11.10 / kg,über Buchenholz geräuchert versch. Sorten Einzelpreis: 2.39 (15.93 / kg),Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_003.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_proteinreich,tag_ultra_processed,tag_whole_food",BLS-W443000,ref_000003,obs_0000006304|obs_0000006865|obs_0000010044|obs_0000024836|obs_0000025568|obs_0000031240|obs_0000001023|obs_0000001555|obs_0000017870|obs_0000023790|obs_0000023980|obs_0000026395|obs_0000026715|obs_0000026838,obs_0000006304|obs_0000006865|obs_0000010044|obs_0000024836|obs_0000025568|obs_0000031240
Gustavo Gusto Pizza,Keine Marke,"€ 9,0","€ 14,07",6.52 – 7.32 / kg,"tiefgekühlt, versch. Sorten Einzelpreis: 4.69 (10.20 – 11.44 / kg)",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_004.png,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_kraeuter,sub_tk_pizza,tag_ultra_processed,tag_whole_food",,ref_000004,obs_0000028452|obs_0000028635|obs_0000007240|obs_0000006294|obs_0000027148|obs_0000027288|obs_0000005732|obs_0000005653|obs_0000009976|obs_0000021711|obs_0000023937,
Butter oder Streichzart,Landliebe,"€ 0,99","€ 2,59",3.96 / kg,gekühlt,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_005.png,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte,tag_ultra_processed",,ref_000005,obs_0000006416|obs_0000029438|obs_0000028236|obs_0000002462|obs_0000016916|obs_0000000997|obs_0000025644|obs_0000009855|obs_0000024486|obs_0000020509|obs_0000000107|obs_0000016511|obs_0000010488|obs_0000004387|obs_0000008521|obs_0000002406|obs_0000000442|obs_0000021027|obs_0000029250|obs_0000023126|obs_0000025176|obs_0000010913|obs_0000004814|obs_0000017169|obs_0000021391|obs_0000017297|obs_0000003053|obs_0000017435|obs_0000003172|obs_0000003377|obs_0000003422|obs_0000001425|obs_0000032259|obs_0000018018|obs_0000007902|obs_0000008002|obs_0000003960|obs_0000012243|obs_0000016360,obs_0000014613|obs_0000013377|obs_0000011644
Bauer Fruchtjoghurt,Keine Marke,"€ 0,39","€ 0,99",1.56 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_006.png,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed",,ref_000006,obs_0000000675|obs_0000002351|obs_0000002588|obs_0000009011|obs_0000009615|obs_0000010061|obs_0000010491|obs_0000011220|obs_0000012238|obs_0000013011|obs_0000013357|obs_0000018840|obs_0000019659|obs_0000021759|obs_0000022152|obs_0000031644,
Schokolade,Milka,"€ 0,77","€ 1,99",8.11 - 8.85 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_007.png,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",BLS-S500000,ref_000007,obs_0000014418|obs_0000024683|obs_0000008307|obs_0000031872|obs_0000013979|obs_0000025827|obs_0000013551|obs_0000031477|obs_0000026359|obs_0000016130|obs_0000016680|obs_0000023866|obs_0000010558|obs_0000017223|obs_0000012629|obs_0000008056|obs_0000011665|obs_0000021504|obs_0000017954|obs_0000003112|obs_0000004659|obs_0000003637|obs_0000018997|obs_0000002122|obs_0000000091|obs_0000029313|obs_0000031875|obs_0000004232|obs_0000000138|obs_0000016064|obs_0000003805|obs_0000000230|obs_0000009968|obs_0000016120|obs_0000020224|obs_0000026371|obs_0000026376|obs_0000023348|obs_0000030520|obs_0000019816|obs_0000008041|obs_0000015216|obs_0000004491|obs_0000009612|obs_0000008595|obs_0000011211|obs_0000011229|obs_0000004064|obs_0000016382|obs_0000007703,obs_0000017954|obs_0000003112|obs_0000004659|obs_0000003637|obs_0000018997|obs_0000002122|obs_0000014418|obs_0000000091|obs_0000024683|obs_0000008307|obs_0000031872|obs_0000029313|obs_0000031875|obs_0000004232|obs_0000000138|obs_0000013979|obs_0000016064|obs_0000003805|obs_0000025827|obs_0000000230|obs_0000013551|obs_0000009968|obs_0000031477|obs_0000026359|obs_0000016120|obs_0000020224|obs_0000016130|obs_0000026371|obs_0000026376|obs_0000016680|obs_0000023348|obs_0000030520|obs_0000023866|obs_0000010558|obs_0000017223|obs_0000012629|obs_0000019816|obs_0000008041|obs_0000015216|obs_0000008056|obs_0000006015|obs_0000004491|obs_0000009612|obs_0000011665|obs_0000008595|obs_0000005065|obs_0000011211|obs_0000011229|obs_0000004064|obs_0000016382
Erdbeeren,Keine Marke,"€ 2,29","€ 3,99",4.58 / kg,"Griechenland/Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_008.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",BLS-F301100,ref_000008,obs_0000025546|obs_0000027621|obs_0000028691|obs_0000028744|obs_0000029042|obs_0000029976|obs_0000000875|obs_0000021444|obs_0000011679|obs_0000010835|obs_0000014242|obs_0000031257|obs_0000031864|obs_0000028555|obs_0000005473|obs_0000005869|obs_0000005878,obs_0000000875|obs_0000011804|obs_0000021444|obs_0000025546|obs_0000027621|obs_0000028691|obs_0000028744|obs_0000029042|obs_0000029976
Kaffee,Mövenpick,"€ 13,99","€ 19,49",Kein Mengenpreis,"ganze Kaffeebohnen, versch Sorten",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_009.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",BLS-N410100,ref_000009,obs_0000012302|obs_0000011821|obs_0000021042|obs_0000011400|obs_0000013118|obs_0000010165|obs_0000013804|obs_0000009792|obs_0000024759|obs_0000008421|obs_0000001036|obs_0000005148|obs_0000011824|obs_0000029238|obs_0000014411|obs_0000012889|obs_0000011398|obs_0000006802|obs_0000017110|obs_0000009505|obs_0000000848|obs_0000032079|obs_0000004954|obs_0000009054|obs_0000025969|obs_0000022915|obs_0000031166|obs_0000025539|obs_0000011210|obs_0000006618|obs_0000022496|obs_0000011238|obs_0000026091|obs_0000008183|obs_0000021001|obs_0000001035|obs_0000001037|obs_0000001038|obs_0000001039|obs_0000027154|obs_0000010790|obs_0000025648|obs_0000001591|obs_0000020048|obs_0000006258|obs_0000006263|obs_0000007809|obs_0000001183|obs_0000027840|obs_0000000202,obs_0000012302|obs_0000011821|obs_0000021042|obs_0000011400|obs_0000013118|obs_0000010165|obs_0000013804
Blanc oder Rose,Lillet,"€ 10,99","€ 16,49",14.65 / l,"Aperitif, 17 % Vol.",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_010.png,cat_getraenke,,ref_000010,obs_0000016452|obs_0000031686|obs_0000024398|obs_0000025417,
Schweine-Rücken,Keine Marke,"€ 4,44","€ 6,99",Kein Mengenpreis,"ohne Knochen, vakuumverpackt, ca. 1,2 kg",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_011.png,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",,ref_000011,obs_0000024782|obs_0000024939,obs_0000007279|obs_0000024476|obs_0000024782|obs_0000024939|obs_0000025596|obs_0000026036|obs_0000028016|obs_0000028558|obs_0000028704|obs_0000029802
Biere,Mönchshof,"€ 12,99","€ 17,99",1.30 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_012.png,"cat_getraenke,diet_vegetarian",BLS-D610200,ref_000012,obs_0000024375|obs_0000025647|obs_0000024469|obs_0000026167,obs_0000024375
Waschmittel,Keine Marke,"€ 4,99","€ 6,95",0.25 - 0.31 / wl,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_013.png,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000013,obs_0000002514|obs_0000003272|obs_0000011627|obs_0000011900|obs_0000012321|obs_0000013634|obs_0000014987|obs_0000015877|obs_0000016179|obs_0000016677|obs_0000016974|obs_0000017067|obs_0000017319|obs_0000017909|obs_0000018093|obs_0000018352|obs_0000019371|obs_0000020190|obs_0000020856|obs_0000020865|obs_0000020935|obs_0000021045|obs_0000021769|obs_0000022171|obs_0000022273|obs_0000022699|obs_0000023344|obs_0000023725|obs_0000023939|obs_0000024695|obs_0000024887|obs_0000025830|obs_0000030533|obs_0000030909|obs_0000006737|obs_0000006944|obs_0000027858|obs_0000029494|obs_0000028903|obs_0000030229|obs_0000001139|obs_0000005448|obs_0000014779|obs_0000015190|obs_0000018936|obs_0000019755|obs_0000020261|obs_0000021419|obs_0000021839|obs_0000030312,obs_0000002514|obs_0000003272|obs_0000011627|obs_0000011900|obs_0000012321|obs_0000013634|obs_0000014987|obs_0000015877|obs_0000016179|obs_0000016677|obs_0000016974|obs_0000017067|obs_0000017319|obs_0000017909|obs_0000018093|obs_0000018352|obs_0000019371|obs_0000020190|obs_0000020856|obs_0000020865|obs_0000020935|obs_0000021045|obs_0000021769|obs_0000022171|obs_0000022273|obs_0000022699|obs_0000023344|obs_0000023725|obs_0000023939|obs_0000024695|obs_0000024887|obs_0000025830|obs_0000027701|obs_0000030533|obs_0000030909
Rama,Rama,"€ 1,49","€ 2,29",2.06 / kg,,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_014.png,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,tag_ultra_processed",BLS-F559100,ref_000014,obs_0000028938|obs_0000005327|obs_0000029817|obs_0000027656|obs_0000028308|obs_0000030077|obs_0000005886|obs_0000029443|obs_0000029444|obs_0000005137|obs_0000007220|obs_0000027574|obs_0000030008|obs_0000027930|obs_0000029547|obs_0000007216,
Dänische Buttercookies,Keine Marke,"€ 4,99","€ 6,99",6.65 / kg,,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_015.png,"cat_obst_gemuese,diet_gluten_free,diet_vegetarian,sub_butter_margarine,sub_tk_gemuese,tag_whole_food",,ref_000015,obs_0000025840,obs_0000025840
Lindt Goldhase,Keine Marke,"€ 5,49","€ 8,99",27.45 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_016.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,ref_000016,,
Doppio Passo Weine,Keine Marke,"€ 4,99","€ 6,997,99",6.65 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_017.png,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,ref_000017,obs_0000025095|obs_0000025198|obs_0000026136,
Äpfel rot,Keine Marke,"€ 1,50","€ 2,49",0.75 / kg,"Deutschland, Kl. II",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_018.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",BLS-F110100,ref_000018,obs_0000002901|obs_0000015235|obs_0000015425|obs_0000020295|obs_0000023115|obs_0000024804|obs_0000025928|obs_0000001075|obs_0000002348|obs_0000002747|obs_0000016649|obs_0000020736|obs_0000024361|obs_0000025319|obs_0000025569|obs_0000025850|obs_0000026122|obs_0000031395|obs_0000031999,
Speisekartoffeln,Keine Marke,"€ 2,50","€ 3,49",0.50 / kg,"Deutschland, verschiedene Kocheigenschaften",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_019.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",BLS-X612152,ref_000019,obs_0000000006|obs_0000003502|obs_0000007985|obs_0000008634|obs_0000009118|obs_0000014849|obs_0000015551|obs_0000026526|obs_0000028267|obs_0000028742|obs_0000028964|obs_0000024795|obs_0000025637|obs_0000026113|obs_0000031339|obs_0000031552|obs_0000031776|obs_0000032199|obs_0000006403|obs_0000007721|obs_0000009672|obs_0000010409|obs_0000011268|obs_0000011682|obs_0000012851|obs_0000013839|obs_0000013862|obs_0000017331|obs_0000018297|obs_0000026613|obs_0000026723|obs_0000027613|obs_0000029794|obs_0000006047|obs_0000006230|obs_0000010010|obs_0000010017|obs_0000010840|obs_0000011705|obs_0000013764|obs_0000014252|obs_0000028572|obs_0000029973|obs_0000000233|obs_0000003642|obs_0000004069|obs_0000004496|obs_0000005670|obs_0000012950|obs_0000021441,obs_0000000006|obs_0000003502|obs_0000007721|obs_0000007985|obs_0000008304|obs_0000008634|obs_0000009118|obs_0000009672|obs_0000010409|obs_0000011268|obs_0000011682|obs_0000012851|obs_0000013862|obs_0000014849|obs_0000015551|obs_0000017331|obs_0000018297|obs_0000024795|obs_0000025637|obs_0000026113|obs_0000026526|obs_0000026613|obs_0000026723|obs_0000027613|obs_0000028267|obs_0000028742|obs_0000028964|obs_0000031339|obs_0000031552|obs_0000031776|obs_0000032199
Minirispentomaten,Keine Marke,"€ 1,50","€ 1,99",3.75 / kg,"Italien/Niederlande, Kl. I",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_020.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,ref_000020,,obs_0000007733|obs_0000012522|obs_0000024202|obs_0000025540|obs_0000026054|obs_0000027333|obs_0000027717|obs_0000027772|obs_0000028387|obs_0000028596|obs_0000028695|obs_0000029088|obs_0000029979
Heidelbeeren,Keine Marke,"€ 1,50","€ 1,69",12.- / kg,"Marokko/Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_021.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",BLS-F304100,ref_000021,obs_0000000051|obs_0000002605|obs_0000002786|obs_0000002874|obs_0000007175|obs_0000015224|obs_0000017668|obs_0000023511|obs_0000024503|obs_0000024825|obs_0000025629|obs_0000025915|obs_0000026387|obs_0000027265|obs_0000028389|obs_0000028687|obs_0000029790|obs_0000029987|obs_0000000695|obs_0000000880|obs_0000023896|obs_0000031146|obs_0000031382|obs_0000031586|obs_0000032207|obs_0000020878|obs_0000028265|obs_0000028599|obs_0000029046|obs_0000006404|obs_0000006574|obs_0000006589|obs_0000031783|obs_0000004906|obs_0000005295|obs_0000005311|obs_0000005478|obs_0000005499|obs_0000005680,obs_0000000051|obs_0000000695|obs_0000000880|obs_0000002605|obs_0000002786|obs_0000002874|obs_0000007175|obs_0000015224|obs_0000017668|obs_0000020878|obs_0000023511|obs_0000023896|obs_0000024503|obs_0000024825|obs_0000025629|obs_0000025915|obs_0000026387|obs_0000027265|obs_0000028265|obs_0000028389|obs_0000028599|obs_0000028687|obs_0000029046|obs_0000029790|obs_0000029987|obs_0000031146|obs_0000031382|obs_0000031586|obs_0000032207
Bananen,Keine Marke,"€ 1,0","€ 1,29",Kein Mengenpreis,Costa Rica/Ecuador,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_022.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",NUTR-0008,ref_000022,obs_0000027263|obs_0000029193|obs_0000029524|obs_0000029649|obs_0000008524|obs_0000024456|obs_0000024619|obs_0000025178|obs_0000025863|obs_0000026896|obs_0000029339|obs_0000028958|obs_0000000375|obs_0000001629|obs_0000003862|obs_0000004289|obs_0000004716|obs_0000005666|obs_0000021439|obs_0000022214|obs_0000025524|obs_0000029268|obs_0000006407|obs_0000006581|obs_0000006767|obs_0000010415|obs_0000010832|obs_0000012100|obs_0000011265|obs_0000013408|obs_0000004901|obs_0000005096|obs_0000005290|obs_0000005314|obs_0000005475|obs_0000005497|obs_0000005859,obs_0000008524|obs_0000024456|obs_0000024619|obs_0000025178|obs_0000025863|obs_0000026896|obs_0000027263|obs_0000028079|obs_0000028958|obs_0000029193|obs_0000029339|obs_0000029524|obs_0000029649
Lauch,Keine Marke,"€ 1,3","€ 1,38",Kein Mengenpreis,"Deutschland/Niederlande, Kl. I",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_023.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",BLS-T410100,ref_000023,obs_0000024221|obs_0000024328|obs_0000026090|obs_0000025826|obs_0000031376|obs_0000031775,obs_0000024221|obs_0000024328|obs_0000025826|obs_0000026090|obs_0000031376|obs_0000031775
Salat mit Wurzelballen,Keine Marke,"€ 1,0","€ 1,59",Kein Mengenpreis,Deutschland hält länger frisch,Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_024.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food",,ref_000024,obs_0000025102|obs_0000024112,obs_0000025102
Apfel Kanzi,Keine Marke,"€ 1,0","€ 2,99",1.92 / kg,"Deutschland/Italien, Kl. I",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_025.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,ref_000025,,
Radieschen,Radieschen,"€ 1,5","€ 1,58",2.50 / kg,"Italien/Niederlande, Kl. I Einzelpreis: 0.79 (3.95 / kg)",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_026.png,"cat_fleisch_wurst,tag_ultra_processed",BLS-G691100,ref_000026,obs_0000012674|obs_0000027267|obs_0000028565,obs_0000012674|obs_0000027267|obs_0000028565
Zitronen,Keine Marke,"€ 1,0","€ 1,49",2.- / kg,"Italien/Spanien, Kl. II",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_027.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",BLS-F601100,ref_000027,obs_0000007767|obs_0000019373|obs_0000020192|obs_0000023214|obs_0000026184|obs_0000026389|obs_0000028263|obs_0000022987|obs_0000024669|obs_0000025604|obs_0000026038|obs_0000031581|obs_0000009053|obs_0000009504|obs_0000011623|obs_0000012083|obs_0000017465|obs_0000024366|obs_0000027251|obs_0000027708|obs_0000028951|obs_0000010831|obs_0000013403|obs_0000013837|obs_0000029522|obs_0000008089|obs_0000026917|obs_0000027039|obs_0000031179|obs_0000010419|obs_0000001074|obs_0000004905|obs_0000004924|obs_0000005106|obs_0000005485|obs_0000005293|obs_0000005857|obs_0000012907|obs_0000013100,obs_0000007767|obs_0000009053|obs_0000009504|obs_0000017465|obs_0000019373|obs_0000020192|obs_0000022987|obs_0000023214|obs_0000024366|obs_0000024669|obs_0000025604|obs_0000026038|obs_0000026184|obs_0000026389|obs_0000027251|obs_0000027707|obs_0000027708|obs_0000028263|obs_0000028951|obs_0000029969|obs_0000031581
Zwiebeln rot,Keine Marke,"€ 1,0","€ 1,19",Kein Mengenpreis,"Deutschland, Kl. II",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_028.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",BLS-X548163,ref_000028,obs_0000014251|obs_0000007460|obs_0000007889|obs_0000008961|obs_0000009423|obs_0000009778|obs_0000011628|obs_0000012173|obs_0000013414|obs_0000017635|obs_0000023518|obs_0000024601|obs_0000025168|obs_0000026188|obs_0000025411|obs_0000025566|obs_0000026142|obs_0000031374|obs_0000014246,obs_0000006222|obs_0000007460|obs_0000007889|obs_0000008961|obs_0000009423|obs_0000009778|obs_0000017635|obs_0000023518|obs_0000024601|obs_0000025168|obs_0000026188
Minipflaumentomaten,Keine Marke,"€ 1,0","€ 1,49",5.- / kg,"Marokko, Kl. I",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_029.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",,ref_000029,obs_0000024785,obs_0000006962|obs_0000024785|obs_0000026088
Grünpflanze,Keine Marke,"€ 5,99",,Kein Mengenpreis,"Monstera oder Glücksfeder, ca. 45 cm hoch, Ø = 14 cm",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_030.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,ref_000030,obs_0000010847|obs_0000011274|obs_0000011271|obs_0000027190|obs_0000002220|obs_0000002978|obs_0000022198|obs_0000022344|obs_0000022772|obs_0000022200|obs_0000023898,obs_0000010014|obs_0000010847|obs_0000011271|obs_0000011274|obs_0000016645|obs_0000025561|obs_0000027190
Orchidee,Keine Marke,"€ 8,88",,Kein Mengenpreis,"ca. 55 cm hoch, versch. Farben, Ø = 12 cm, mit 2 Blütenrispen",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_031.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,ref_000031,obs_0000008124|obs_0000008221|obs_0000008326|obs_0000008330|obs_0000009761|obs_0000010850|obs_0000012513|obs_0000024343|obs_0000002574|obs_0000002663|obs_0000028510|obs_0000029242|obs_0000029926|obs_0000011704|obs_0000014255|obs_0000000021|obs_0000003525|obs_0000010429|obs_0000012163|obs_0000012166|obs_0000012170|obs_0000013856|obs_0000007182|obs_0000029753|obs_0000014528,obs_0000002574|obs_0000002663|obs_0000008124|obs_0000008221|obs_0000008326|obs_0000008330|obs_0000009761|obs_0000010850|obs_0000012513|obs_0000024343|obs_0000024834|obs_0000025364|obs_0000030260
Tulpen,Keine Marke,"€ 1,99",,Kein Mengenpreis,"ca. 35 cm lang, versch. Farben",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_032.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,ref_000032,obs_0000027876|obs_0000031997|obs_0000028172|obs_0000031865,obs_0000011700|obs_0000027876|obs_0000031997
Frühlingszweige,Keine Marke,"€ 2,99",,Kein Mengenpreis,"ca. 50 cm lang, z.B. Kirsche, Weide oder Weidekätzchen",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_033.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,ref_000033,,
Beetpflanzen,Keine Marke,"€ 2,49",,Kein Mengenpreis,"ca. 15 cm hoch, versch. Sorten Stiefmütterchen, Hornveilchen oder Gänseblümchen",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_034.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,ref_000034,,
Hornveilchen,Keine Marke,"€ 1,99",,Kein Mengenpreis,"Viola Tricolor, ca. 15 cm hoch, Ø = 12 cm 3 versch. Farben im Topf",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_035.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",BLS-D771500,ref_000035,,
Frühlings Mix,Keine Marke,"€ 2,99",,Kein Mengenpreis,"3 versch. Pflanzen im Topf ca. 15 cm hoch, versch. Sorten, Ø = 12 cm",Nein,"Wochenangebote gültig von Montag, 16.03.26 - Samstag, 21.03.26",16.03.26,21.03.26,images_netto/netto_offer_036.png,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,ref_000036,,
