Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
SODASTREAM,Getränkesirup,"€ 3,99",,1 l = 9.07,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_250.jpg
KLEINER FEIGLING,Likör,"€ 5,99",8.49,1 l = 11.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_251.jpg
NORDBRAND,Pfefferminz-Likör,"€ 3,99",4.99,1 l = 5.70,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_253.jpg
BOMBAY,Sapphire London Dry Gin oder Citron Press,"€ 16,99",24.99,1 l = 24.28,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_254.jpg
SIERRA,Tequila Blanco o Reposado,"€ 10,99",16.99,1 l = 15.70,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_255.jpg
AVERNA,Amaro Siciliano,"€ 10,99",,1 l = 15.70,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_256.jpg
UNDERBERG,Original,"€ 6,99",10.99,1 l = 29.13,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_257.jpg
NORDBRAND,Cocktail,"€ 3,99",4.99,1 l = 5.70,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_258.jpg
CAPTAIN MORGAN SMIRNOFF,GORDON S oder JOHNNIE WALKER Alkoholisches Mixgetränk,"€ 1,99",2.79,1 l = 7.96,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_259.jpg
HAVANA CLUB,Alkoholisches Mixgetränk,"€ 1,99",3.29,1 l = 6.03,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_260.jpg
ECHTER NORDHÄUSER,Reiche Ernte,"€ 4,99",7.79,1 l = 9.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_261.jpg
CAPTAIN MORGAN,Spiced Gold oder White Rum,"€ 9,49",12.99,1 l = 13.56,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_262.jpg
MARIACRON,Weinbrand,"€ 6,49",,1 l = 9.28,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_263.jpg
MAKER S MARK,Kentucky Straight Bourbon Whisky,"€ 19,99",27.99,1 l = 28.56,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_264.jpg
THREE SIXTY,Vodka,"€ 9,99",,1 l = 14.28,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_265.jpg
BARON PHILIPPE DE ROTHSCHILD,Bordeaux AOC,"€ 4,99",6.99,1 l = 6.66,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_266.jpg
CONTESSA MARINA,Primitivo 14 DOC,"€ 5,99",,1 l = 7.99,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_267.jpg
WZG MÖGLINGEN,Süß Fruchtig,"€ 3,49",,1 l = 4.66,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_268.jpg
MEZZACORONA,Pinot Grigio Merlot Moscato oder Chardonnay,"€ 7,00",,1 l = 4.67,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_271.jpg
SÖHNLEIN,Brillant Sekt,"€ 2,49",4.29,1 l = 3.32,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_272.jpg
FÜRST VON METTERNICH,Sekt,"€ 5,00",,1 l = 8.35,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_273.jpg
SPRIZZER,Schaumweingetränk,"€ 0,99",1.29,1 l = 3.96,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_274.jpg
FREIXENET,Prosecco D O C oder Ros,"€ 8,99",12.99,1 l = 11.99,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_275.jpg
ROBBY BUBBLE,Partygetränk,"€ 2,22",3.49,1 l = 2.96,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_276.jpg
ROTKÄPPCHEN,Fruchtsecco,"€ 2,99",4.99,1 l = 3.99,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_277.jpg
GRACIOSO,Hugo oder Granatapfel,"€ 1,99",2.99,1 l = 2.66,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_278.jpg
REBENBLICK,Weinschorle Weiß oder Ros,"€ 1,29",1.69,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_279.jpg
ORIGINAL OETTINGER,Bier oder Biermischgetränk,"€ 6,99",,1 l = 0.70,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_280.jpg
BITBURGER,Premium Pils,"€ 10,99",,1 l = 1.10,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_281.jpg
CORONA,Extra,"€ 16,99",21.49,1 l = 2.40,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_282.jpg
FRANZISKANER,Premium-Weißbier,"€ 13,99",19.99,1 l = 1.40,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_283.jpg
PILSNER URQUELL,Pils,"€ 14,99",,1 l = 1.50,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_284.jpg
GUINNESS,Draught irisches Bier,"€ 4,99",6.36,1 l = 2.84,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_285.jpg
KROMBACHER,Pils oder Radler,"€ 0,79",0.99,1 l = 1.58,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_286.jpg
POWERADE,Erfrischungsgetränk isotonisch,"€ 0,99",1.49,1 l = 1.98,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_287.jpg
ARIZONA,Eistee,"€ 0,79",,1 l = 1.58,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_288.jpg
SPEE,Voll- oder Colorwaschmittel,"€ 3,49",4.75,pro Anwendung = 0.16 - 0.20,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_290.jpg
PERSIL,Waschmittel,"€ 15,99",,pro Anwendung = 0.16 - 0.32,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_291.jpg
LENOR,Unstoppables Wäscheparfüm,"€ 7,99",11.99,1 kg = 16.15,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_292.jpg
K-CLASSIC,Toilettenpapier Soft Limited Edition,"€ 2,79",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_293.jpg
K-CLASSIC,Küchentücher Saugstark Limited Edition,"€ 2,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_294.jpg
K-CLASSIC,Taschentücher,"€ 2,22",2.85,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_295.jpg
PELY,Müllbeutel Extra breit,"€ 1,29",1.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_296.jpg
AJAX,Allzweckreiniger,"€ 1,39",1.85,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_297.jpg
FEBREZE,Nachfüllflakon,"€ 4,99",5.95,1 l = 249.50,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_298.jpg
FRECHE FREUNDE,Bio-Frucht-Snack,"€ 0,75",,1 kg = 7.50,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_300.jpg
HIPP,Bio-Fruchtbrei,"€ 1,19",,1 kg = 6.27,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_301.jpg
KUNIBOO,Windeln,"€ 4,44",5.55,pro Stück = 0.10 - 0.14,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_302.jpg
GUHL,Shampoo oder Spülung,"€ 3,29",3.95,1 l = 13.16 - 16.45,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_303.jpg
GARNIER,Nutrisse Haar-Coloration,"€ 3,79",4.45,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_304.jpg
ODOL-MED3,Zahncreme,"€ 1,79",2.45,1 l = 23.87,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_305.jpg
DR BEST,Zahnbürste Hoch-Tief,"€ 1,59",1.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_306.jpg
PHILIPS,Elektrische Zahnbürste Sonicare Series 1100,"€ 22,99",29.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_307.jpg
SENSODYNE,Sensitiv-Zahncreme,"€ 2,22",2.75,1 l = 29.60,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_308.jpg
DOVE,Deo-Spray,"€ 1,99",2.65,1 l = 13.27,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_309.jpg
HIDRO FUGAL,Deo-Roll-On,"€ 3,49",4.45,1 l = 69.80,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_310.jpg
ADIDAS,Men Duschgel,"€ 1,99",2.35,1 l = 7.96,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_311.jpg
DOVE,Pflegedusche,"€ 1,99",,1 l = 7.96,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_312.jpg
TETESEPT,Badesalz,"€ 0,79",0.95,1 kg = 9.88,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_313.jpg
TETESEPT,Kids Schaumbad,"€ 0,79",0.95,1 l = 19.75,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_314.jpg
TETESEPT,Erkältungsbad,"€ 3,33",4.45,1 l = 26.64,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_315.jpg
BRUNO BANANI,Geschenkset,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_316.jpg
TETESEPT,Meerwasser-Nasen-Spray Care,"€ 2,49",3.15,1 l = 124.50,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_317.jpg
TETESEPT,Meerwasser-Nasen-Spray,"€ 2,49",3.15,1 l = 124.50,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_318.jpg
TETESEPT,Nasen-Heilsalbe,"€ 2,22",2.95,1 kg = 444.00,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_319.jpg
TETESEPT,Meerwasser-Nasendusche,"€ 9,99",12.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_320.jpg
KLOSTERFRAU,Reizhusten-Lutschtabletten,"€ 2,99",3.85,1 kg = 34.77,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_321.jpg
TETESEPT,Pflanzl Reizhusten-Stiller,"€ 3,79",4.85,1 l = 30.32,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_322.jpg
KLOSTERFRAU,Melissengeist,"€ 9,99",12.45,1 l = 42.52,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_323.jpg
TETESEPT,Immun Aktiv Shot,"€ 5,99",7.95,1 kg = 73.05,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_324.jpg
ESN,Designer-Protein-Bar,"€ 1,99",,1 kg = 44.23,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_325.jpg
ESN,Isoclear Whey-Protein,"€ 15,99",,1 kg = 53.30,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_326.jpg
PEDIGREE,Hundenassfutter,"€ 1,99",2.69,1 kg = 2.49,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_327.jpg
PURINA BENEFUL,Hundevollnahrung,"€ 3,79",4.75,1 kg = 2.71,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_328.jpg
FELIX,Katzennahrung,"€ 3,69",,1 kg = 3.62,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_329.jpg
PURINA ONE,Katzennassfutter,"€ 0,49",0.75,1 kg = 5.77,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_330.jpg
Keine Marke,Gel-Einlegesohlen,"€ 2,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_331.jpg
PALADONE,Dekolicht Stitch,"€ 17,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_332.jpg
HISENSE,2 1-Soundbar HS2000,"€ 69,99",UVP 129.00,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_333.jpg
MEBUS,CO2-Messgerät 11342,"€ 14,99",UVP 59.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_334.jpg
ANAF,Feuerlöscher PS1-X ABC,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_335.jpg
LIV BO,LED-Leuchtpanel,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_336.jpg
SWITCH ON,Messerschärfer elektrisch,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_337.jpg
SWITCH ON,Akku-Stabmixer 12 V SOSMA 12 ohne Akku,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_338.jpg
SWITCH ON,Akku-Handmixer 12 V SOHMA 12 ohne Akku,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_339.jpg
SWITCH ON,Akku-Multizerkleinerer 12 V SOMZA 12 ohne Akku,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_340.jpg
SEVERIN,Kontaktgrill KG 9562,"€ 39,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_341.jpg
SWITCH ON,Nähmaschine SONM33C1,"€ 79,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_342.jpg
K-CLASSIC,Staubsaugerbeutel K 030 XXL-Pack,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_343.jpg
K-CLASSIC,Staubsaugerbeutel K 010 XXL-Pack,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_344.jpg
K-CLASSIC,Staubsaugerbeutel K 020 XXL-Pack,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_345.jpg
K-CLASSIC,Staubsaugerbeutel K 040 XXL-Pack,"€ 5,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_346.jpg
PARKSIDE,Akku-Bohrschrauber 12 V PBSA 12 E4 ohne Akku,"€ 9,99",34.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_347.jpg
PARKSIDE,Akku 12 V 2 Ah PAPK 12 A4,"€ 6,99",14.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_348.jpg
PARKSIDE,Akku 12 V 4 Ah PAPK 12 B4,"€ 9,99",27.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_349.jpg
DRABEST,Aluminium-Gerüst ARD 2x6 HOME,"€ 69,99",79.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_350.jpg
Keine Marke,Kreativ-Set Stitch,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_351.jpg
SIMBA,Flopsie-Plüschtier Stitch Leroy,"€ 9,99",UVP 14.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_352.jpg
SIMBA,Flopsie-Plüschtier Stitch Angel,"€ 9,99",UVP 14.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_353.jpg
SIMBA,Flopsie-Plüschtier Stitch,"€ 9,99",UVP 14.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_354.jpg
ASMODEE,Dobble - Stitch,"€ 12,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_355.jpg
ASMODEE,Dobble - Bluey Edition,"€ 12,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_356.jpg
FISHER-PRICE,Lauflernwagen Zebra,"€ 19,99",UVP 33.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_357.jpg
FISHER-PRICE,Mein erstes Dreirad,"€ 17,99",UVP 24.90,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_358.jpg
Keine Marke,Plüschtier Valentinstag,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_359.jpg
Keine Marke,LED-Lesehilfe,"€ 2,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_360.jpg
SPICE SOUL,Becher,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_361.jpg
BRITA,Wasserflter-Kartuschen MAXTRA PRO Extra Kalksch,"€ 29,99",UVP 54.89,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_362.jpg
BLAUMANN,Kochtopf ca 20 cm,"€ 12,99",UVP 27.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_363.jpg
BLAUMANN,Messerset mit Schneidebrett,"€ 14,99",UVP 27.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_364.jpg
SPICE SOUL,Frischhaltedosen 1 l,"€ 2,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_365.jpg
BLAUMANN,Gewürzrondell,"€ 17,99",UVP 37.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 05.02. bis 11.02. in deiner Kaufland-Filiale.,2026-02-05,2026-02-11,images_kaufland/kaufland_offer_366.jpg
