Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Tulpen,,1.99 €,,,"ca. 35 cm lang, versch. Farben",Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_001.png
Schweine-Nacken,,4.99 €,UVP 8.49,,"ohne Knochen, vakuumverpackt, ca. 2,4 kg",Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_002.png
Weihenstephan Die Extrazarte,,1.79 €,UVP 3.99,4.48 / kg,"gekühlt, ungesalzen",Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_003.png
Melitta Auslese Harmonie oder Barista,,6.99 €,,13.98 / kg,"Kaffee gemahlen, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_004.png
Toffifee,,1.00 €,,8.- / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_005.png
Barilla Italienische Pasta,,1.99 €,statt 1.99,2.- / kg,versch. Ausformungen,Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_006.png
Würstchen Dog,,1.58 €,statt 2.58,,Einzelpreis: 1.29 Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_007.png
Coca-Cola,,5.99 €,statt 9.54,0.80 / l,"teilw. koffeinhaltig, versch. Sorten 1 Flasche GRATIS beim Kauf von 6 Flaschen Cola 1,25 Liter mit App-Coupon zzgl. Pfand 0.25!Einzelpreis: 1.59 (1.27 /l)",Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_008.png
Kiwi grün,,1.95 €,statt 1.95,,"Italien/Griechenland, Kl. I Einzelpreis: 0.39",Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_009.png
Mönchshof Biere,,12.99 €,,1.30 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 23.02.26 - Samstag, 28.02.26",23.02.26,28.02.26,images_netto/netto_offer_010.png
