Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Bio Kefir,Keine Marke,"€ 1,11","€ 1,59","1 kg = 2,22","gekühlt, mild, fettarm",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_092.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,sub_joghurt_skyr_quark,tag_whole_food",,,ref_000092,obs_0000008169|obs_0000034195|obs_0000034788|obs_0000011046|obs_0000030981|obs_0000032566|obs_0000029550|obs_0000031188,obs_0000008169
Gold Mousse,Nestl,"€ 1,99","€ 2,69","1 kg = 8,43 - 8,73","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_093.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000093,obs_0000025835|obs_0000015380|obs_0000019981|obs_0000031776|obs_0000017492|obs_0000034007|obs_0000023259|obs_0000016658|obs_0000018773|obs_0000012629|obs_0000011104|obs_0000024444|obs_0000012669|obs_0000013227|obs_0000015276|obs_0000024017|obs_0000010721|obs_0000031712|obs_0000024558,
Neni Aufstriche,Keine Marke,"€ 2,99","€ 3,99","1 kg = 14,95","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_094.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000094,,
Asia Fertiggerichte,Keine Marke,"€ 3,99",,"1 kg = 11,08","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_095.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",,,ref_000095,obs_0000027527|obs_0000027471|obs_0000019206|obs_0000026768|obs_0000027810|obs_0000018986|obs_0000016428|obs_0000008118|obs_0000002759|obs_0000008649|obs_0000027470|obs_0000018007|obs_0000025434|obs_0000002906|obs_0000009311|obs_0000016377|obs_0000017403,obs_0000027527|obs_0000027471
Pizzabrötchen,Keine Marke,"€ 1,99",,"1 kg = 7,96","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_096.jpg,"cat_tiefkuehl,diet_vegetarian,sub_tk_pizza,tag_ultra_processed,tag_whole_food",,BLS-D771900,ref_000096,obs_0000027729,obs_0000027729
Cremig Quarkig,Weihenstephan,"€ 1,69","€ 2,39","1 kg = 3,38","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_097.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",,,ref_000097,obs_0000034965|obs_0000002622|obs_0000031435|obs_0000027481|obs_0000001629|obs_0000034787|obs_0000003190|obs_0000034168|obs_0000032091,obs_0000034965|obs_0000002622|obs_0000031435|obs_0000027481|obs_0000032091|obs_0000001629|obs_0000034787|obs_0000003190|obs_0000034168
Like vegane Spezialitäten,Keine Marke,"€ 2,49","€ 3,29","1 kg = 13,83","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_098.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,tag_ultra_processed,tag_whole_food",,,ref_000098,obs_0000030800|obs_0000031421|obs_0000031984|obs_0000029452|obs_0000032539,
Bubble Tea,Keine Marke,"€ 3,49","€ 4,45","1 l = 7,59","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_099.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000099,obs_0000026909|obs_0000017671|obs_0000018798,obs_0000026909
Zum Dorfkrug Pudding Grütze oder Milchreis,Keine Marke,"€ 2,19","€ 2,79","1 kg = 5,84 - 6,08","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_100.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegetarian,sub_milchprodukte,sub_reis,tag_ultra_processed",,,ref_000100,obs_0000004243|obs_0000003371|obs_0000020283|obs_0000004670|obs_0000024897|obs_0000034374|obs_0000025419|obs_0000002532|obs_0000003816|obs_0000025832|obs_0000021102,
Golden Longs,McCain,"€ 2,99","€ 4,89","pro Einheit = 2,99","tiefgekühlt, extra knusprig",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_101.jpg,"cat_non_food,diet_lactose_free,diet_vegetarian,sub_kartoffeln,tag_ultra_processed",,,ref_000101,obs_0000012819|obs_0000001561|obs_0000010398|obs_0000015825|obs_0000025813|obs_0000003650|obs_0000032218|obs_0000029164,obs_0000012819|obs_0000001561|obs_0000010398|obs_0000015825|obs_0000025813|obs_0000032218|obs_0000029164
Hähnchenschenkel,Keine Marke,"€ 2,99","€ 3,99","pro Einheit = 2,99","tiefgekühlt, mit Rückenstück, ungewürzt, Hkl. A",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_102.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_proteinreich,tag_whole_food",,BLS-Y599012,ref_000102,obs_0000006537|obs_0000004368|obs_0000000293|obs_0000004795|obs_0000034752|obs_0000027468|obs_0000007635|obs_0000031837|obs_0000003941|obs_0000026472|obs_0000034924|obs_0000002568|obs_0000033703|obs_0000023723|obs_0000029510|obs_0000024146|obs_0000003414|obs_0000024668|obs_0000031455|obs_0000031860|obs_0000030462|obs_0000018432|obs_0000025789,obs_0000006537|obs_0000004368|obs_0000000293|obs_0000004795|obs_0000034752|obs_0000027468|obs_0000007635|obs_0000031837|obs_0000003941|obs_0000026472
Mikrowellengemüse,Keine Marke,"€ 1,49","€ 1,69","1 kg = 4,97","tiefgekühlt, in der Dampfgarschale, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_103.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_gemuese,tag_whole_food",,,ref_000103,,
Norwegische Lachsfilets,Keine Marke,"€ 7,99","€ 9,49","1 kg = 21,31",tiefgekühlt,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_104.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_whole_food",,,ref_000104,obs_0000026391|obs_0000031634|obs_0000012823|obs_0000010654|obs_0000013760|obs_0000007806,obs_0000026391
Fingerfood,Keine Marke,"€ 1,89","€ 2,19","1 kg = 7,56","tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_105.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000105,obs_0000026972,obs_0000026972
Hamburger Patties Classic oder XXL,Keine Marke,"€ 5,99",,"pro Einheit = 5,99",tiefgekühlt,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_106.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000106,obs_0000008697|obs_0000028751|obs_0000014449|obs_0000020596|obs_0000016557|obs_0000026884|obs_0000024877|obs_0000035101|obs_0000022859|obs_0000012763|obs_0000000512|obs_0000015018|obs_0000017294|obs_0000021415|obs_0000031658|obs_0000009174|obs_0000025668|obs_0000011543|obs_0000009656|obs_0000034261|obs_0000017903|obs_0000001628|obs_0000001643|obs_0000022158|obs_0000013967|obs_0000034649,
Ciabatta,Keine Marke,"€ 0,59","€ 0,79","1 kg = 1,97",nach traditioneller italienischer Art Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_107.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000107,obs_0000019138|obs_0000016493|obs_0000027950|obs_0000002639|obs_0000017017|obs_0000005306|obs_0000011523|obs_0000007788|obs_0000007985|obs_0000014230|obs_0000034768|obs_0000008920,obs_0000019138|obs_0000016493|obs_0000027950|obs_0000002639|obs_0000017017|obs_0000005306
Bauernbrot,Keine Marke,"€ 0,59","€ 1,49","1 kg = 1,18",Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_108.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,BLS-B231000,ref_000108,obs_0000007120|obs_0000025527,obs_0000007120
Laugenstange mit Saaten,Keine Marke,"€ 0,49","€ 0,59","pro Einheit = 0,49",Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_109.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000109,obs_0000022562|obs_0000008399|obs_0000014549|obs_0000012652|obs_0000010693|obs_0000027990|obs_0000014548|obs_0000027394|obs_0000013295|obs_0000011519|obs_0000005497|obs_0000009828|obs_0000005866|obs_0000026561,
Weltmeister- Sonnenblumen- und Kürbiskernbrötchen,Keine Marke,"€ 1,0","€ 1,171,47","pro Einheit = 1,00",Einzelpreis: 0.39 Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_110.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000110,obs_0000024662|obs_0000023355|obs_0000006065|obs_0000006066|obs_0000018428,
Laugenbreze,Keine Marke,"€ 1,0","€ 1,56","pro Einheit = 1,00",Einzelpreis: 0.39 Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_111.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000111,obs_0000027337|obs_0000028108,obs_0000027337|obs_0000028108
Apfeltasche,Keine Marke,"€ 0,49","€ 0,69","pro Einheit = 0,49",Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_112.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",,BLS-D7A7800,ref_000112,obs_0000022945|obs_0000026209|obs_0000007305|obs_0000025130|obs_0000005868|obs_0000017900|obs_0000028112|obs_0000017845|obs_0000018746|obs_0000025851|obs_0000026627,obs_0000022945|obs_0000026209|obs_0000007305|obs_0000025130|obs_0000005868|obs_0000017900|obs_0000028112|obs_0000017845|obs_0000018746|obs_0000025851
Käse-Schinken-Croissant,Keine Marke,"€ 0,59","€ 0,79","pro Einheit = 0,59",Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_113.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000113,obs_0000018451|obs_0000013871|obs_0000022079|obs_0000012357|obs_0000008813|obs_0000026270|obs_0000005307|obs_0000014024|obs_0000016092|obs_0000027583|obs_0000034378|obs_0000023195|obs_0000008883|obs_0000028387|obs_0000016624|obs_0000025842|obs_0000017657|obs_0000006457|obs_0000010631,obs_0000026270|obs_0000027583
Würstchendog,Keine Marke,"€ 2,0","€ 2,58","pro Einheit = 2,00",weitere Sorten Einzelpreis: 1.29 Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_114.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",,,ref_000114,obs_0000007123|obs_0000006067,obs_0000007123|obs_0000006067
Alpen Cordon Bleu,Keine Marke,"€ 4,49","€ 5,99","1 kg = 8,98","vom Schwein, gefüllt mit Bacon und Bergkäse",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_115.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000115,obs_0000027334|obs_0000002447|obs_0000001307|obs_0000011833|obs_0000034131|obs_0000003416|obs_0000029182|obs_0000013561|obs_0000006542|obs_0000007442|obs_0000009109|obs_0000007071|obs_0000034095|obs_0000010036|obs_0000006198|obs_0000005435|obs_0000001472|obs_0000008646|obs_0000010582|obs_0000012271|obs_0000009586,obs_0000027334
Gulaschsuppe,Keine Marke,"€ 1,99","€ 2,49","1 l = 4,15",,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_116.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000116,obs_0000027084,obs_0000027084
Kaiser Käspressknödel,Keine Marke,"€ 2,99",,"1 kg = 14,95",gekühlt,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_117.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000117,,
Wirtshaus Fertiggericht,Maggi,"€ 1,11","€ 1,79","1 kg = 6,61 - 9,33",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_118.jpg,"cat_tiefkuehl,sub_tk_fertiggerichte,tag_ultra_processed",,,ref_000118,obs_0000001537|obs_0000011360|obs_0000023662|obs_0000024188|obs_0000010900|obs_0000006306|obs_0000010919|obs_0000023763|obs_0000014071|obs_0000013632|obs_0000012670|obs_0000013186|obs_0000015278|obs_0000012214,
Emmentaler Scheiben XXL,Keine Marke,"€ 4,44","€ 4,99","1 kg = 8,88",gekühlt,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_119.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",,,ref_000119,obs_0000011890|obs_0000028397|obs_0000018479|obs_0000020750|obs_0000002340|obs_0000012763|obs_0000025059|obs_0000009063|obs_0000025531|obs_0000021569|obs_0000031831|obs_0000031880|obs_0000003417|obs_0000022007|obs_0000001559|obs_0000013967|obs_0000022237|obs_0000010030|obs_0000018426,obs_0000028397
Speck Zwiebel Donut,Keine Marke,"€ 0,89",,"pro Einheit = 0,89",Gilt nur in Filialen mit Backautomat!,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_120.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000120,obs_0000005308|obs_0000006257,
Almaufschnitt,Keine Marke,"€ 1,99","€ 2,29","1 kg = 16,58","Bergsteiger, Käsewurst und Beskada",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_121.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",,,ref_000121,obs_0000027271,obs_0000027271
Birnstingl Steirisches Kürbiskernöl,Keine Marke,"€ 4,99","€ 5,99","1 l = 19,96",,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_122.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000122,obs_0000017479|obs_0000015853|obs_0000008175|obs_0000018962|obs_0000018711|obs_0000013432|obs_0000027168|obs_0000001927,obs_0000027168
Etschtaler Edelvernatsch DOC,Keine Marke,"€ 3,49","€ 3,99","pro Einheit = 3,49","Italien, Südtirol, Rotwein, trocken",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_123.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000123,,
Grüner Veltliner,Keine Marke,"€ 2,29","€ 2,79","pro Einheit = 2,29","Österreich, Weißwein, trocken",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_124.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_ultra_processed,tag_whole_food",,,ref_000124,obs_0000029431,
Alpenschnaps Marille oder Haselnuss,Keine Marke,"€ 6,99","€ 9,99","1 l = 13,98",33 – 35 % Vol.,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_125.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000125,obs_0000022597|obs_0000001243,
Tyrolini,Keine Marke,"€ 1,79","€ 1,99","1 kg = 19,89",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_126.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000126,obs_0000027331|obs_0000008091|obs_0000010429,obs_0000027331|obs_0000008091|obs_0000010429
Mautner Markhof Senf,Keine Marke,"€ 1,29","€ 1,49","1 kg = 6,45",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_127.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000127,obs_0000031812,
Kärntnermilch Käsescheiben,Keine Marke,"€ 1,99","€ 2,79","1 kg = 14,21","gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_128.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food",,,ref_000128,obs_0000017666|obs_0000020870|obs_0000027787|obs_0000031123|obs_0000025113|obs_0000001181|obs_0000002335|obs_0000018205|obs_0000027170|obs_0000016810|obs_0000034730|obs_0000031666|obs_0000020412|obs_0000024639|obs_0000022214|obs_0000033991|obs_0000002763|obs_0000020051|obs_0000000993|obs_0000002664|obs_0000026217|obs_0000021231|obs_0000025206,
Süße Mahlzeit,Dr Oetker,"€ 1,0","€ 1,49","1 kg = 6,06",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_129.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000129,obs_0000034418|obs_0000004807|obs_0000003318|obs_0000004380|obs_0000000300|obs_0000003953|obs_0000019873|obs_0000009829|obs_0000009370|obs_0000008101,obs_0000034418|obs_0000004807|obs_0000003318|obs_0000004380|obs_0000000300|obs_0000003953|obs_0000019873
Settele Dampfnudeln,Keine Marke,"€ 1,69","€ 2,69","1 kg = 3,38",gekühlt,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_130.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,,ref_000130,obs_0000023371|obs_0000014519,obs_0000023371|obs_0000014519
Oelz Nussstrudel,Keine Marke,"€ 1,99","€ 2,79","1 kg = 5,69",,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_131.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000131,,
EiKo Bayerischer Apfelstrudel,Keine Marke,"€ 2,99","€ 3,39","1 kg = 4,98",tiefgekühlt,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_132.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,,ref_000132,obs_0000024590|obs_0000010653|obs_0000019107|obs_0000010071,
Pfanner Fruchtsaftgetränke,Keine Marke,"€ 1,29","€ 1,99","pro Einheit = 1,29",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_133.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-N210000,ref_000133,,
Manner Schnitten,Keine Marke,"€ 2,49","€ 3,79","1 kg = 5,66 - 8,30",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_134.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000134,obs_0000033920|obs_0000007495,
Almdudler,Almdudler,"€ 1,69","€ 2,29","1 l = 1,13","Kräuterlimonade, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_135.jpg,cat_non_food,,,ref_000135,obs_0000022816|obs_0000028186|obs_0000005644,obs_0000022816|obs_0000028186
Mälzer FU Eis,Keine Marke,"€ 6,49",,"1 l = 12,98","tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_136.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,sub_tk_eis,tag_ultra_processed,tag_whole_food",,,ref_000136,obs_0000030509|obs_0000018692|obs_0000025743|obs_0000017710|obs_0000034392|obs_0000011490|obs_0000025829|obs_0000013168,
Chicco d Oro Schümli Crema Intenso,Keine Marke,"€ 14,99","€ 17,90","pro Einheit = 14,99",ganze Kaffeebohnen,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_137.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000137,obs_0000012377|obs_0000020062|obs_0000024943|obs_0000020881|obs_0000003483|obs_0000034278|obs_0000008359,
Frische Milch,Weihenstephan,"€ 2,0","€ 3,58","1 l = 1,00",1.5% oder 3.5% Einzelpreis: 1.79,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_138.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_milchprodukte",,,ref_000138,obs_0000002860|obs_0000002896|obs_0000000992|obs_0000027928|obs_0000026371|obs_0000000188|obs_0000001632|obs_0000026965|obs_0000017214|obs_0000031717|obs_0000026520|obs_0000000796|obs_0000003614|obs_0000026178|obs_0000030532|obs_0000006623|obs_0000005353|obs_0000005542,obs_0000000188|obs_0000002860|obs_0000002896|obs_0000000992|obs_0000027928|obs_0000026371
hauchdünne Täfelchen,Lindt,"€ 4,99","€ 6,99","1 kg = 39,92",versch. Sorten,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_139.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000139,obs_0000015027|obs_0000008691,obs_0000015027
Crunchy Cream,Ovomaltine,"€ 3,49","€ 4,49","1 kg = 8,73 - 9,18",,Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_140.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000140,obs_0000011942|obs_0000010414|obs_0000028953|obs_0000009011|obs_0000013143|obs_0000034205|obs_0000032653|obs_0000005566|obs_0000006651|obs_0000017462|obs_0000015445,obs_0000011942|obs_0000010414|obs_0000028953|obs_0000009011|obs_0000013143|obs_0000032653|obs_0000034205|obs_0000005566|obs_0000006651
Vinetti Hugo,Keine Marke,"€ 1,49","€ 1,79","1 l = 1,99","aromatisierter weinhaltiger Cocktail, versch. Sorten",Nein,"Wochenangebote gültig von Dienstag, 07.04.26 - Samstag, 11.04.26",07.04.26,11.04.26,../images/netto/netto_offer_141.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000141,,
