Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Clementinen,Keine Marke,€ 3.99,Kein vorheriger Preis,"1 kg = 1,73 €","Sorte siehe Etikett, aus Spanien/Griechenland, Kl. I Abbildung ähnlich., 2,3 kg Kiste, (1 kg = 1,73 €)",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/clementinen.jpg
Blumenkohl,Keine Marke,€ 1.99,Kein vorheriger Preis,,"aus Italien/Frankreich, Kl. I, Stück",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/blumenkohl.jpg
EDEKA Herzstücke Apeel Riesenorangen,Keine Marke,€ 3.33,Kein vorheriger Preis,"1 kg = 1,67 €","Sorte siehe Etikett, aus Spanien, Kl. I, 2 kg Netz, (1 kg = 1,67 €)",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/edeka-herzst-cke-apeel-riesenorangen.jpg
Gut & Günstig Eisbergsalat,Keine Marke,€ 0.88,Kein vorheriger Preis,,"aus Spanien, Kl. I, Stück",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/gut-g-nstig-eisbergsalat.jpg
San Lucar Cherryrispentomaten,Keine Marke,€ 1.99,Kein vorheriger Preis,"1 kg = 9,95 €","Herkunft siehe Etikett, Kl. I, 200 g Packung, (1 kg = 9,95 €)",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/san-lucar-cherryrispentomaten.jpg
EDEKA Herzstücke Mini-Rispentomaten,Keine Marke,€ 2.49,Kein vorheriger Preis,"1 kg = 6,23 €","aus den Niederlanden/Belgien, Kl. I, 400 g Packung, (1 kg = 6,23 €)",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/edeka-herzst-cke-mini-rispentomaten.jpg
EDEKA Herzstücke Mini Pflaumentomaten,Keine Marke,€ 0.99,Kein vorheriger Preis,"1 kg = 3,96 €","Herkunft siehe Etikett, Kl. I Abbildung ähnlich., 250 g Becher, (1 kg = 3,96 €)",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/edeka-herzst-cke-mini-pflaumentomaten.jpg
Spargel weiß,Keine Marke,€ 3.99,Kein vorheriger Preis,"1 kg = 7,98 €","aus Peru, Kl. I Abbildung ähnlich., 500 g Packung, (1 kg = 7,98 €)",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/spargel-wei.jpg
Tafeltrauben rot kernlos,Keine Marke,€ 1.99,Kein vorheriger Preis,"1 kg = 3,98 €","Sorte und Herkunft siehe Etikett, Kl. I Abbildung ähnlich., 500 g Packung, (1 kg = 3,98 €)",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/tafeltrauben-rot-kernlos.jpg
EDEKA Bio WWF Salate,Keine Marke,€ 1.11,Kein vorheriger Preis,"1 kg = 11,10 €","z. B. Feldsalat, Rucola oder Blattspinat, aus Italien, Kl. II, 100 g Packung, (1 kg = 11,10 €)",Nein,Gültig vom 15.12.2025 bis zum 20.12.2025,2025-12-15,2025-12-20,images_edeka/edeka-bio-wwf-salate.jpg
