Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Söhnlein Brillant Sekt Sparkling,Keine Marke,"€ 2,79",,"1 l = 3,72 €","verschiedene Sorten oder Alkoholfrei, 0,75 Liter Flasche, (1 l = 3,72 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/s-hnlein-brillant-sekt-sparkling.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Medinet Tafelwein,Keine Marke,"€ 2,99",,"1 l = 2,99 €","aus Frankreich, verschiedene Sorten, 1 Liter Flasche, (1 l = 2,99 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/medinet-tafelwein.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Divino Frankenstolz Wein,Keine Marke,"€ 4,49",,"1 l = 5,99 €","aus Franken, verschiedene Sorten, 0,75 Liter Bocksbeutel, (1 l = 5,99 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/divino-frankenstolz-wein.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bürgerspital Würzburg Silvaner Riesling oder Bacchus,Keine Marke,"€ 5,99",,"1 l = 5,99 €","aus Franken, trocken/halbtrocken, 1 Liter Flasche, (1 l = 5,99 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/b-rgerspital-w-rzburg-silvaner-riesling-oder-bacchus.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Moskovskaya Vodka,Keine Marke,"€ 5,99",,"1 l = 11,98 €","38 % Vol., 0,5 Liter Flasche, (1 l = 11,98 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/moskovskaya-vodka.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Pott Rum oder Eierlikör,Keine Marke,"€ 8,99",,"1 l = 12,84 €","16/40 % Vol., 0,7 Liter Flasche, (1 l = 12,84 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/pott-rum-oder-eierlik-r.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
zuckerfreie Limonade,deit,"€ 0,89",,"1 l = 1,19 €","verschiedene Sorten oder Cola-Mix* *koffeinhaltige Limonade. Je nach Verfügbarkeit des Marktes., 0,75 Liter Flasche + 0,25 Pfand, (1 l = 1,19 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/deit-zuckerfreie-limonade.jpg,"cat_getraenke,tag_ultra_processed"
Vitrex natürliches Mineralwasser,Keine Marke,"€ 3,49",,"1 l = 0,39 €","verschiedene Sorten entspricht Einzelpreis von 0,59 €, 6 x 1,5 Liter Packung + 1,50 Pfand, (1 l = 0,39 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/vitrex-nat-rliches-mineralwasser.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Der Smoothie Shot oder Saft,innocent,"€ 1,49",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/innocent-der-smoothie-shot-oder-saft.jpg,cat_getraenke
Kulmbacher Bier,Keine Marke,"€ 10,99",,"1 l = 1,10 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 24 x 0,33/20 x 0,5 Liter Kasten + 3,42/3,10 Pfand, (1 l = 1,10 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/kulmbacher-bier.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bad Brückenauer Kondrauer oder Rhön Sprudel Mineralwasser,Keine Marke,"€ 5,99",,"1 l = 0,50 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 12 x 1 Liter Kasten + 3,30 Pfand, (1 l = 0,50 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/bad-br-ckenauer-kondrauer-oder-rh-n-sprudel-mineralwasser.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Bad Brückenauer Kondrauer oder Rhön Sprudel Mineralwasser,Keine Marke,"€ 5,99",,"1 l = 0,50 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 12 x 1 Liter Kasten + 3,30 Pfand, (1 l = 0,50 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/bad-br-ckenauer-kondrauer-oder-rh-n-sprudel-mineralwasser.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Hell,Benediktiner,"€ 14,99",,"1 l = 1,50 €","verschiedene Sorten *Nur solange der Vorrat reicht. Je nach Verfügbarkeit des Marktes., 20 x 0,5 Liter Kasten + 3,10 Pfand + GRATIS Benediktiner Cap*, (1 l = 1,50 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/benediktiner-hell.jpg,cat_getraenke
Bitburger Bier,Keine Marke,"€ 10,99",,"1 l = 1,10 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 24 x 0,33/20 x 0,5 Liter Kasten + 3,42/3,10 Pfand, (1 l = 1,10 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/bitburger-bier.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Mini,Nestl,"€ 2,79",,Kein Mengenpreis,"KitKat, Smarties oder Lion, verschiedene Sorten 13er + 1 gratis Nur solange der Vorrat reicht.",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/nestl-mini.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Katjes Fruchtgummi,Keine Marke,"€ 0,79",,"1 kg = 4,71 €","verschiedene Sorten, vegetarisch oder vegan, 210 g Packung, (1 kg = 4,71 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/katjes-fruchtgummi.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
funny-frisch Linsen Chips,Keine Marke,"€ 1,49",,Kein Mengenpreis,vegetarisch oder Popchips verschiedene Sorten,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/funny-frisch-linsen-chips.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_ultra_processed,tag_whole_food"
Pringles,Pringles,"€ 1,49",,"1 kg = 10,85 €","verschiedene Sorten, 165 g Dose, (1 kg = 10,85 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/pringles.jpg,"cat_knabbern_naschen,diet_vegetarian"
Nesquik Kakao-Kekse,Nestl,"€ 1,99",,"1 kg = 11,06 €","180 g Packung, (1 kg = 11,06 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/nestl-nesquik-kakao-kekse.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Cards oder Duo,kinder,"€ 1,99",,Kein Mengenpreis,5/12er,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/kinder-cards-oder-duo.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Saltletts Cracker,Lorenz,"€ 1,49",,Kein Mengenpreis,"verschiedene Sorten, Mini Brezel oder Mini Bagel",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/lorenz-saltletts-cracker.jpg,"cat_knabbern_naschen,tag_ultra_processed"
hanuta Minis,Ferrero,"€ 2,59",,"1 kg = 12,95 €","200 g Packung, (1 kg = 12,95 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/ferrero-hanuta-minis.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Weichspüler,Kuschelweich,"€ 1,29",,Kein Mengenpreis,"verschiedene Sorten, 38 WL Flasche, (1 WL = 0,04 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/kuschelweich-weichsp-ler.jpg,cat_drogerie
Taschentücher,Tempo,"€ 2,99",,Kein Mengenpreis,"verschiedene Sorten, 24 x 9-30 x 10er Packung/Duo-Box",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/tempo-taschent-cher.jpg,cat_drogerie
Axe Deodorant Bodyspray,Keine Marke,"€ 3,49",,"1 l = 23,27 €","verschiedene Sorten Ausgenommen Premium., 150 ml Dose, (1 l = 23,27 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/axe-deodorant-bodyspray.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
klassik Küchentücher,Gut Günstig,"€ 1,99",,Kein Mengenpreis,"3-lagig, 4 x 64 Blatt Packung",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-klassik-k-chent-cher.jpg,cat_drogerie
Allzwecktücher,Gut Günstig,"€ 1,29",,Kein Mengenpreis,"verschiedene Sorten, 80er Packung",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-allzweckt-cher.jpg,cat_drogerie
All-in-1 Power Complete Geschirr-Reiniger Tabs,Gut Günstig,"€ 3,59",,Kein Mengenpreis,"40er Packung, (1 WL = 0,09 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-all-in-1-power-complete-geschirr-reiniger-tabs.jpg,cat_drogerie
Garnier Wahre Schätze Shampoo oder Spülung,Keine Marke,"€ 1,99",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/garnier-wahre-sch-tze-shampoo-oder-sp-lung.jpg,cat_drogerie
Power Rohr Reiniger-Gel,Gut Günstig,"€ 0,99",,"1 l = 0,99 €","1 Liter Flasche, (1 l = 0,99 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-power-rohr-reiniger-gel.jpg,"cat_drogerie,tag_ultra_processed"
Weißer Riese oder Spee Vollwaschmittel,Keine Marke,"€ 3,59",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/wei-er-riese-oder-spee-vollwaschmittel.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Sagrotan Reiniger oder Reinigungstücher,Keine Marke,"€ 2,79",,Kein Mengenpreis,verschiedene Sorten Biozidprodukte vorsichtig verwenden. Vor Gebrauch stets Etikett und Produktinformation lesen.,Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/sagrotan-reiniger-oder-reinigungst-cher.jpg,"cat_drogerie,diet_vegetarian"
Odol-med 3 Zahncreme,Keine Marke,"€ 1,39",,Kein Mengenpreis,"verschiedene Sorten Ausgenommen White & Shine,  Samtweiss, All-in-One, Extreme und Junior.",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/odol-med-3-zahncreme.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
WC Ente Frische-Siegel,Keine Marke,"€ 2,99",,"1 l = 41,53 €","verschiedene Sorten, 2 x 36 ml Packung, (1 l = 41,53 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/wc-ente-frische-siegel.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_ultra_processed,tag_whole_food"
design Toilettenpapier,Gut Günstig,"€ 5,99",,Kein Mengenpreis,"3-lagig Je nach Verfügbarkeit des Marktes., 20 x 200 Blatt XXL Packung",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/gut-g-nstig-design-toilettenpapier.jpg,cat_drogerie
Shelma Katzennahrung,Keine Marke,"€ 4,99",,"1 kg = 4,89 €","verschiedene Sorten, 12 x 85 g Multipackung, (1 kg = 4,89 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/shelma-katzennahrung.jpg,cat_tiernahrung
Premium Knusper Kissen,EDEKA Herzstücke,"€ 0,59",,"1 kg = 9,83 €","verschiedene Sorten oder Denta Snack, 60 g Packung, (1 kg = 9,83 €)",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/edeka-herzst-cke-premium-knusper-kissen.jpg,"cat_tiernahrung,tag_ultra_processed"
Roggenmischbrot,Keine Marke,"€ 1,49",,Kein Mengenpreis,"Abbildung ähnlich., 1000 g Laib",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/roggenmischbrot.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
Weltmeisterbrötchen,Keine Marke,"€ 0,29",,"1 st = 0,29 €","Abbildung ähnlich., Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/weltmeisterbr-tchen.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Doppelbrötchen,Keine Marke,"€ 0,19",,"1 st = 0,19 €","Abbildung ähnlich., Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/doppelbr-tchen.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Käsezwirbel,Keine Marke,"€ 0,99",,"1 st = 0,99 €","mit Salami Abbildung ähnlich., Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/k-sezwirbel.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_kaese,tag_ultra_processed,tag_whole_food"
Quarktasche,Keine Marke,"€ 0,69",,"1 st = 0,69 €","Abbildung ähnlich., Stück",Nein,Gültig vom 09.03.2026 bis zum 14.03.2026.,2026-03-09,2026-03-14,images_edeka/quarktasche.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_whole_food"
