Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,reference_row_id.1,rough_match_observation_ids.1,exact_match_observation_ids.1
Bio-Lachs,Krone,"€ 4,44",,"pro Einheit = 5,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_027.jpg,"cat_fisch_meeresfruechte,diet_lactose_free,diet_vegetarian,tag_high_protein,tag_proteinreich",,ref_000027,obs_0000033739|obs_0000034939|obs_0000030122|obs_0000030170,,ref_000027,obs_0000033739|obs_0000034939|obs_0000030122|obs_0000030170,
Kaffee,Mövenpick,"€ 6,99",,"pro Einheit = 9,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_028.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",BLS-N410100,ref_000028,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517|obs_0000026632|obs_0000010346|obs_0000008975|obs_0000007172|obs_0000001036|obs_0000011792|obs_0000015886|obs_0000014364|obs_0000031774|obs_0000008737|obs_0000005168|obs_0000012378|obs_0000001674|obs_0000018585|obs_0000011952|obs_0000007356|obs_0000027842|obs_0000005362|obs_0000027412|obs_0000034615|obs_0000027964|obs_0000024390|obs_0000010059|obs_0000000848|obs_0000009608|obs_0000023971|obs_0000033702|obs_0000034731|obs_0000013262|obs_0000011764|obs_0000001035|obs_0000001037|obs_0000001038|obs_0000001039|obs_0000021523|obs_0000029713|obs_0000025137|obs_0000025139|obs_0000030782|obs_0000025157|obs_0000011344,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517,ref_000028,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517|obs_0000026632|obs_0000010346|obs_0000008975|obs_0000007172|obs_0000001036|obs_0000011792|obs_0000015886|obs_0000014364|obs_0000031774|obs_0000008737|obs_0000005168|obs_0000012378|obs_0000001674|obs_0000018585|obs_0000011952|obs_0000007356|obs_0000027842|obs_0000005362|obs_0000027412|obs_0000034615|obs_0000027964|obs_0000024390|obs_0000010059|obs_0000000848|obs_0000009608|obs_0000023971|obs_0000033702|obs_0000034731|obs_0000013262|obs_0000011764|obs_0000001035|obs_0000001037|obs_0000001038|obs_0000001039|obs_0000021523|obs_0000029713|obs_0000025137|obs_0000025139|obs_0000030782|obs_0000025157|obs_0000011344,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517
Bio-Äpfel,tegut,"€ 1,00",,"1 kg = 2,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_029.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",BLS-F110100,ref_000029,obs_0000033718|obs_0000027213|obs_0000033931|obs_0000034535|obs_0000034314|obs_0000016710|obs_0000024988|obs_0000016900|obs_0000001075|obs_0000026234|obs_0000018124|obs_0000026677|obs_0000002562|obs_0000027192|obs_0000027442|obs_0000002961|obs_0000003115|obs_0000027723|obs_0000027801|obs_0000027995|obs_0000021770|obs_0000022211,obs_0000033718|obs_0000027213,ref_000029,obs_0000033718|obs_0000027213|obs_0000033931|obs_0000034535|obs_0000034314|obs_0000016710|obs_0000024988|obs_0000016900|obs_0000001075|obs_0000026234|obs_0000018124|obs_0000026677|obs_0000002562|obs_0000027192|obs_0000027442|obs_0000002961|obs_0000003115|obs_0000027723|obs_0000027801|obs_0000027995|obs_0000021770|obs_0000022211,obs_0000033718|obs_0000027213
Frischkäse oder -zubereitung,Exquisa,"€ 0,99",,"1 kg = 4,95",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_030.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed",,ref_000030,obs_0000005141|obs_0000005535|obs_0000006114|obs_0000006445|obs_0000007150|obs_0000007331|obs_0000028125|obs_0000005716|obs_0000006799|obs_0000025259|obs_0000018043|obs_0000026675|obs_0000019721|obs_0000020143|obs_0000020962|obs_0000012663|obs_0000014954|obs_0000024882|obs_0000000519|obs_0000016946|obs_0000017482|obs_0000017513|obs_0000009596|obs_0000017894|obs_0000010048|obs_0000018636|obs_0000018668|obs_0000002951|obs_0000019362|obs_0000027893|obs_0000003481|obs_0000028302|obs_0000022149|obs_0000022250|obs_0000022312|obs_0000022604|obs_0000023986|obs_0000024407,obs_0000011478|obs_0000005535,ref_000030,obs_0000005141|obs_0000005535|obs_0000006114|obs_0000006445|obs_0000007150|obs_0000007331|obs_0000028125|obs_0000005716|obs_0000006799|obs_0000025259|obs_0000018043|obs_0000026675|obs_0000019721|obs_0000020143|obs_0000020962|obs_0000012663|obs_0000014954|obs_0000024882|obs_0000000519|obs_0000016946|obs_0000017482|obs_0000017513|obs_0000009596|obs_0000017894|obs_0000010048|obs_0000018636|obs_0000018668|obs_0000002951|obs_0000019362|obs_0000027893|obs_0000003481|obs_0000028302|obs_0000022149|obs_0000022250|obs_0000022312|obs_0000022604|obs_0000023986|obs_0000024407,obs_0000011478|obs_0000005535
Pilsener oder 0 0,Holsten,"€ 20,00",,"1 l = 1,00",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_031.jpg,cat_getraenke,BLS-P163110,ref_000031,obs_0000008415|obs_0000014656|obs_0000034637|obs_0000031557|obs_0000029887|obs_0000032304|obs_0000030721|obs_0000034836|obs_0000034842|obs_0000035108|obs_0000035044|obs_0000035045|obs_0000028988|obs_0000031083|obs_0000015085|obs_0000029423|obs_0000015503|obs_0000015507|obs_0000034091|obs_0000011769|obs_0000013820|obs_0000015939|obs_0000015940|obs_0000014011|obs_0000007889|obs_0000011998|obs_0000028405|obs_0000028547|obs_0000026503|obs_0000028664|obs_0000034429|obs_0000031615|obs_0000030250,,ref_000031,obs_0000008415|obs_0000014656|obs_0000034637|obs_0000031557|obs_0000029887|obs_0000032304|obs_0000030721|obs_0000034836|obs_0000034842|obs_0000035108|obs_0000035044|obs_0000035045|obs_0000028988|obs_0000031083|obs_0000015085|obs_0000029423|obs_0000015503|obs_0000015507|obs_0000034091|obs_0000011769|obs_0000013820|obs_0000015939|obs_0000015940|obs_0000014011|obs_0000007889|obs_0000011998|obs_0000028405|obs_0000028547|obs_0000026503|obs_0000028664|obs_0000034429|obs_0000031615|obs_0000030250,
Der große Bauer Joghurt,Bauer,"€ 0,44",,"pro Einheit = 0,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_032.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",,ref_000032,obs_0000002725|obs_0000000067|obs_0000018584|obs_0000025296|obs_0000017376|obs_0000014832|obs_0000011774|obs_0000032366|obs_0000032201|obs_0000006972|obs_0000007543|obs_0000030119|obs_0000021506|obs_0000021508|obs_0000025171|obs_0000026710|obs_0000020687|obs_0000020689|obs_0000025811|obs_0000017127|obs_0000023284|obs_0000034580|obs_0000028966|obs_0000025392|obs_0000015673|obs_0000019794|obs_0000033696|obs_0000009663|obs_0000009180|obs_0000023030|obs_0000008703,obs_0000018584|obs_0000025296|obs_0000017376|obs_0000014832|obs_0000011774,ref_000032,obs_0000002725|obs_0000000067|obs_0000018584|obs_0000025296|obs_0000017376|obs_0000014832|obs_0000011774|obs_0000032366|obs_0000032201|obs_0000006972|obs_0000007543|obs_0000030119|obs_0000021506|obs_0000021508|obs_0000025171|obs_0000026710|obs_0000020687|obs_0000020689|obs_0000025811|obs_0000017127|obs_0000023284|obs_0000034580|obs_0000028966|obs_0000025392|obs_0000015673|obs_0000019794|obs_0000033696|obs_0000009663|obs_0000009180|obs_0000023030|obs_0000008703,obs_0000018584|obs_0000025296|obs_0000017376|obs_0000014832|obs_0000011774
Bio-Hähnchenbrustfilet,Bio-Hähnchenbrustfilet,"€ 2,79",,"pro Einheit = 2,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_034.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",NUTR-0002,ref_000034,obs_0000001034|obs_0000034108|obs_0000001543|obs_0000034510|obs_0000028783|obs_0000026273|obs_0000002542|obs_0000010961|obs_0000027673|obs_0000005613,obs_0000033680|obs_0000001034|obs_0000034108|obs_0000001543|obs_0000026273|obs_0000034510|obs_0000010592|obs_0000002542|obs_0000010961|obs_0000027673|obs_0000028783|obs_0000005613,ref_000034,obs_0000001034|obs_0000034108|obs_0000001543|obs_0000034510|obs_0000028783|obs_0000026273|obs_0000002542|obs_0000010961|obs_0000027673|obs_0000005613,obs_0000033680|obs_0000001034|obs_0000034108|obs_0000001543|obs_0000026273|obs_0000034510|obs_0000010592|obs_0000002542|obs_0000010961|obs_0000027673|obs_0000028783|obs_0000005613
Bio-Zucchini,demeter,"€ 3,99",,"pro Einheit = 3,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_035.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,ref_000035,obs_0000031457|obs_0000005522|obs_0000013900|obs_0000018752|obs_0000021829|obs_0000007131|obs_0000016265,obs_0000031457,ref_000035,obs_0000031457|obs_0000005522|obs_0000013900|obs_0000018752|obs_0000021829|obs_0000007131|obs_0000016265,obs_0000031457
Speisekartoffeln,Speisekartoffeln,"€ 2,99",,"1 kg = 0,75",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_036.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",BLS-X612152,ref_000036,obs_0000034088|obs_0000017026|obs_0000003716|obs_0000000006|obs_0000034312|obs_0000030615|obs_0000026668|obs_0000030140|obs_0000016324|obs_0000009672|obs_0000027986|obs_0000033875|obs_0000031321|obs_0000008539|obs_0000009188|obs_0000028399|obs_0000030837|obs_0000027510|obs_0000034910|obs_0000022916|obs_0000003856|obs_0000024465|obs_0000005884|obs_0000006957|obs_0000011822|obs_0000029486|obs_0000025777|obs_0000028596|obs_0000004283|obs_0000019772|obs_0000028486|obs_0000032330|obs_0000012236|obs_0000008275|obs_0000010963|obs_0000015314|obs_0000014425|obs_0000004710|obs_0000000233|obs_0000015337|obs_0000010226|obs_0000014326|obs_0000018806|obs_0000005505|obs_0000011394|obs_0000015239|obs_0000026885|obs_0000005136|obs_0000013599|obs_0000027190,obs_0000017026|obs_0000003716|obs_0000000006|obs_0000034312|obs_0000030615|obs_0000034088|obs_0000026668|obs_0000030140|obs_0000016324|obs_0000009672|obs_0000027986|obs_0000033875|obs_0000031321|obs_0000008539|obs_0000009188|obs_0000028399|obs_0000030837|obs_0000027510|obs_0000034910,ref_000036,obs_0000034088|obs_0000017026|obs_0000003716|obs_0000000006|obs_0000034312|obs_0000030615|obs_0000026668|obs_0000030140|obs_0000016324|obs_0000009672|obs_0000027986|obs_0000033875|obs_0000031321|obs_0000008539|obs_0000009188|obs_0000028399|obs_0000030837|obs_0000027510|obs_0000034910|obs_0000022916|obs_0000003856|obs_0000024465|obs_0000005884|obs_0000006957|obs_0000011822|obs_0000029486|obs_0000025777|obs_0000028596|obs_0000004283|obs_0000019772|obs_0000028486|obs_0000032330|obs_0000012236|obs_0000008275|obs_0000010963|obs_0000015314|obs_0000014425|obs_0000004710|obs_0000000233|obs_0000015337|obs_0000010226|obs_0000014326|obs_0000018806|obs_0000005505|obs_0000011394|obs_0000015239|obs_0000026885|obs_0000005136|obs_0000013599|obs_0000027190,obs_0000017026|obs_0000003716|obs_0000000006|obs_0000034312|obs_0000030615|obs_0000034088|obs_0000026668|obs_0000030140|obs_0000016324|obs_0000009672|obs_0000027986|obs_0000033875|obs_0000031321|obs_0000008539|obs_0000009188|obs_0000028399|obs_0000030837|obs_0000027510|obs_0000034910
Bio-Gurke,tegut,"€ 0,79",,"pro Einheit = 0,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_037.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",BLS-G520100,ref_000037,obs_0000008543|obs_0000027655|obs_0000012714|obs_0000014430|obs_0000001511|obs_0000026127|obs_0000034521|obs_0000027093|obs_0000002563|obs_0000003696,obs_0000008543|obs_0000027655,ref_000037,obs_0000008543|obs_0000027655|obs_0000012714|obs_0000014430|obs_0000001511|obs_0000026127|obs_0000034521|obs_0000027093|obs_0000002563|obs_0000003696,obs_0000008543|obs_0000027655
Wilder Brokkoli Bimi,Wilder Brokkoli Bimi,"€ 2,99",,"1 kg = 14,95",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_038.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,ref_000038,obs_0000034313|obs_0000021903|obs_0000019774|obs_0000027199|obs_0000001515|obs_0000000502,obs_0000034313,ref_000038,obs_0000034313|obs_0000021903|obs_0000019774|obs_0000027199|obs_0000001515|obs_0000000502,obs_0000034313
tegut Bio-Baby Spinat,demeter,"€ 1,99",,"1 kg = 19,90",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_039.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,ref_000039,obs_0000033927|obs_0000034914|obs_0000034522|obs_0000030134|obs_0000031624|obs_0000025711|obs_0000026393|obs_0000018515|obs_0000020605|obs_0000021424|obs_0000022077|obs_0000022918,obs_0000033927|obs_0000034914,ref_000039,obs_0000033927|obs_0000034914|obs_0000034522|obs_0000030134|obs_0000031624|obs_0000025711|obs_0000026393|obs_0000018515|obs_0000020605|obs_0000021424|obs_0000022077|obs_0000022918,obs_0000033927|obs_0000034914
Cocktail-Strauchtomaten,Cocktail-Strauchtomaten,"€ 2,49",,"1 kg = 7,11",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_040.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,ref_000040,obs_0000012424,,ref_000040,obs_0000012424,
Bio-Möhren,Bioland,"€ 1,79",,"1 kg = 1,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_041.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,ref_000041,obs_0000034080|obs_0000008292|obs_0000009629|obs_0000018161|obs_0000026455|obs_0000027368|obs_0000027505|obs_0000019350|obs_0000022493|obs_0000020200|obs_0000021019|obs_0000030143|obs_0000022915|obs_0000023690|obs_0000008450|obs_0000008865|obs_0000025364|obs_0000017480|obs_0000026344|obs_0000026853|obs_0000010486|obs_0000027745|obs_0000028058|obs_0000005706|obs_0000006072|obs_0000006415|obs_0000005314,obs_0000008292|obs_0000034080|obs_0000009629|obs_0000018161|obs_0000026455|obs_0000027368|obs_0000027505|obs_0000019350|obs_0000022493,ref_000041,obs_0000034080|obs_0000008292|obs_0000009629|obs_0000018161|obs_0000026455|obs_0000027368|obs_0000027505|obs_0000019350|obs_0000022493|obs_0000020200|obs_0000021019|obs_0000030143|obs_0000022915|obs_0000023690|obs_0000008450|obs_0000008865|obs_0000025364|obs_0000017480|obs_0000026344|obs_0000026853|obs_0000010486|obs_0000027745|obs_0000028058|obs_0000005706|obs_0000006072|obs_0000006415|obs_0000005314,obs_0000008292|obs_0000034080|obs_0000009629|obs_0000018161|obs_0000026455|obs_0000027368|obs_0000027505|obs_0000019350|obs_0000022493
Weintrauben hell kernlos,Weintrauben hell kernlos,"€ 1,99",,"1 kg = 3,98",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_042.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",,ref_000042,obs_0000034320|obs_0000033929|obs_0000001071|obs_0000034916|obs_0000034123|obs_0000000879|obs_0000034742|obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667,obs_0000034320|obs_0000001071|obs_0000033929|obs_0000000879,ref_000042,obs_0000034320|obs_0000033929|obs_0000001071|obs_0000034916|obs_0000034123|obs_0000000879|obs_0000034742|obs_0000034841|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667,obs_0000034320|obs_0000001071|obs_0000033929|obs_0000000879
Erdbeeren,Erdbeeren,"€ 2,49",,"1 kg = 4,98",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_043.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",BLS-F301100,ref_000043,obs_0000022919|obs_0000024529|obs_0000000875|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000006265|obs_0000032512|obs_0000033793|obs_0000012233|obs_0000013901|obs_0000034400|obs_0000030989|obs_0000005687|obs_0000006083|obs_0000006092|obs_0000015717|obs_0000013414|obs_0000013418|obs_0000011389|obs_0000030428,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512,ref_000043,obs_0000022919|obs_0000024529|obs_0000000875|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000006265|obs_0000032512|obs_0000033793|obs_0000012233|obs_0000013901|obs_0000034400|obs_0000030989|obs_0000005687|obs_0000006083|obs_0000006092|obs_0000015717|obs_0000013414|obs_0000013418|obs_0000011389|obs_0000030428,obs_0000022919|obs_0000006408|obs_0000030617|obs_0000027419|obs_0000031261|obs_0000029494|obs_0000030915|obs_0000024529|obs_0000031576|obs_0000030564|obs_0000031462|obs_0000000875|obs_0000006265|obs_0000032512
Hortensien,Hortensien,"€ 9,99",,"pro Einheit = 9,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_044.jpg,cat_non_food,,ref_000044,,,ref_000044,,
Mini-Wassermelone,Mini-Wassermelone,"€ 1,99",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_045.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",BLS-F535100,ref_000045,obs_0000006962|obs_0000006426|obs_0000012328|obs_0000006379|obs_0000031381|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,obs_0000006962,ref_000045,obs_0000006962|obs_0000006426|obs_0000012328|obs_0000006379|obs_0000031381|obs_0000010932|obs_0000017530|obs_0000026024|obs_0000018128|obs_0000016216,obs_0000006962
Passionsfrucht,tegut,"€ 0,99",,"pro Einheit = 0,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_046.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,tag_ultra_processed",BLS-F508100,ref_000046,obs_0000003114|obs_0000013976|obs_0000008964|obs_0000027420|obs_0000028512|obs_0000030613|obs_0000033714|obs_0000028626|obs_0000013440|obs_0000011388|obs_0000006963|obs_0000006968,obs_0000003114|obs_0000013976|obs_0000008964|obs_0000027420|obs_0000028512|obs_0000030613|obs_0000033714|obs_0000028626,ref_000046,obs_0000003114|obs_0000013976|obs_0000008964|obs_0000027420|obs_0000028512|obs_0000030613|obs_0000033714|obs_0000028626|obs_0000013440|obs_0000011388|obs_0000006963|obs_0000006968,obs_0000003114|obs_0000013976|obs_0000008964|obs_0000027420|obs_0000028512|obs_0000030613|obs_0000033714|obs_0000028626
Bio-Orangen,tegut,"€ 2,99",,"pro Einheit = 2,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",BLS-F603100,ref_000047,obs_0000033716|obs_0000034915|obs_0000034534|obs_0000029591|obs_0000029943|obs_0000030120|obs_0000031152|obs_0000034119|obs_0000001687|obs_0000005873|obs_0000031952|obs_0000007526|obs_0000016457|obs_0000024992|obs_0000008755|obs_0000017005|obs_0000008977|obs_0000009316|obs_0000025768|obs_0000009787|obs_0000010164|obs_0000034743|obs_0000026554|obs_0000019119|obs_0000027355|obs_0000027858|obs_0000028048|obs_0000028056|obs_0000011816|obs_0000012745|obs_0000029131|obs_0000029277|obs_0000029592|obs_0000029823|obs_0000021906|obs_0000013904|obs_0000030565|obs_0000014361|obs_0000030827|obs_0000031118|obs_0000014880|obs_0000031473|obs_0000032059|obs_0000032323|obs_0000024463,obs_0000033716|obs_0000034534|obs_0000034915|obs_0000029591|obs_0000029943|obs_0000030120|obs_0000031152,ref_000047,obs_0000033716|obs_0000034915|obs_0000034534|obs_0000029591|obs_0000029943|obs_0000030120|obs_0000031152|obs_0000034119|obs_0000001687|obs_0000005873|obs_0000031952|obs_0000007526|obs_0000016457|obs_0000024992|obs_0000008755|obs_0000017005|obs_0000008977|obs_0000009316|obs_0000025768|obs_0000009787|obs_0000010164|obs_0000034743|obs_0000026554|obs_0000019119|obs_0000027355|obs_0000027858|obs_0000028048|obs_0000028056|obs_0000011816|obs_0000012745|obs_0000029131|obs_0000029277|obs_0000029592|obs_0000029823|obs_0000021906|obs_0000013904|obs_0000030565|obs_0000014361|obs_0000030827|obs_0000031118|obs_0000014880|obs_0000031473|obs_0000032059|obs_0000032323|obs_0000024463,obs_0000033716|obs_0000034534|obs_0000034915|obs_0000029591|obs_0000029943|obs_0000030120|obs_0000031152
Bio-Rindertafelspitz,Bio-Rindertafelspitz,"€ 2,99",,"pro Einheit = 3,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_049.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_proteinreich,tag_whole_food",,ref_000049,obs_0000034328|obs_0000014344,obs_0000034328,ref_000049,obs_0000034328|obs_0000014344,obs_0000034328
grobe Bio-Bratwurst,tegut,"€ 4,99",,"pro Einheit = 6,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,,"cat_fleisch_wurst,diet_gluten_free,diet_vegan,diet_vegetarian,sub_wurst,tag_whole_food",,ref_000050,obs_0000033720|obs_0000030970|obs_0000008620|obs_0000000643|obs_0000009254|obs_0000034127|obs_0000034326|obs_0000034548|obs_0000034927|obs_0000034931|obs_0000002715|obs_0000002948|obs_0000020342|obs_0000021161|obs_0000029908|obs_0000021756|obs_0000013672|obs_0000030575|obs_0000014245|obs_0000031237|obs_0000031320|obs_0000015339|obs_0000016533|obs_0000024944|obs_0000010602|obs_0000019662|obs_0000019942|obs_0000028609|obs_0000023367|obs_0000015773|obs_0000026247|obs_0000006539|obs_0000006701|obs_0000007634,obs_0000033720,ref_000050,obs_0000033720|obs_0000030970|obs_0000008620|obs_0000000643|obs_0000009254|obs_0000034127|obs_0000034326|obs_0000034548|obs_0000034927|obs_0000034931|obs_0000002715|obs_0000002948|obs_0000020342|obs_0000021161|obs_0000029908|obs_0000021756|obs_0000013672|obs_0000030575|obs_0000014245|obs_0000031237|obs_0000031320|obs_0000015339|obs_0000016533|obs_0000024944|obs_0000010602|obs_0000019662|obs_0000019942|obs_0000028609|obs_0000023367|obs_0000015773|obs_0000026247|obs_0000006539|obs_0000006701|obs_0000007634,obs_0000033720
Schweinegeschnetzeltes,Schweinegeschnetzeltes,"€ 0,79",,"pro Einheit = 0,79",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_051.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_schwein,tag_high_protein,tag_proteinreich,tag_whole_food",BLS-Y144512,ref_000051,obs_0000034756|obs_0000034543|obs_0000033946|obs_0000027179|obs_0000030798|obs_0000008419,obs_0000034756|obs_0000027179|obs_0000034543|obs_0000033946,ref_000051,obs_0000034756|obs_0000034543|obs_0000033946|obs_0000027179|obs_0000030798|obs_0000008419,obs_0000034756|obs_0000027179|obs_0000034543|obs_0000033946
Bio-Entrec te,tegut,"€ 4,49",,"pro Einheit = 5,49",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_052.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_rind,tag_proteinreich,tag_whole_food",,ref_000052,obs_0000034547|obs_0000030463|obs_0000031116|obs_0000015347|obs_0000015746|obs_0000009255|obs_0000010604|obs_0000028464|obs_0000012292|obs_0000014472,,ref_000052,obs_0000034547|obs_0000030463|obs_0000031116|obs_0000015347|obs_0000015746|obs_0000009255|obs_0000010604|obs_0000028464|obs_0000012292|obs_0000014472,
Kasseler Lachs,tegut LandPrimus,"€ 1,29",,"pro Einheit = 1,99",,Nein,Gültig bis 28.03,2026-03-23,2026-03-28,images_tegut/tegut_offer_053.jpg,"cat_fleisch_wurst,sub_schwein",,ref_000053,obs_0000029220|obs_0000029280|obs_0000034922|obs_0000014471|obs_0000030953|obs_0000009451|obs_0000014061|obs_0000008445|obs_0000007070|obs_0000012266|obs_0000029169|obs_0000034321|obs_0000011417|obs_0000030882|obs_0000028859|obs_0000034939|obs_0000033739,obs_0000034321|obs_0000029220|obs_0000029280|obs_0000034922|obs_0000014471|obs_0000030953|obs_0000009451|obs_0000014061|obs_0000008445|obs_0000007070|obs_0000012266|obs_0000029169,ref_000053,obs_0000029220|obs_0000029280|obs_0000034922|obs_0000014471|obs_0000030953|obs_0000009451|obs_0000014061|obs_0000008445|obs_0000007070|obs_0000012266|obs_0000029169|obs_0000034321|obs_0000011417|obs_0000030882|obs_0000028859|obs_0000034939|obs_0000033739,obs_0000034321|obs_0000029220|obs_0000029280|obs_0000034922|obs_0000014471|obs_0000030953|obs_0000009451|obs_0000014061|obs_0000008445|obs_0000007070|obs_0000012266|obs_0000029169
