Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Klapphelm,Ultimate Speed,"59,99 €",,,,Nein,,,,images_lidl/lidl_offer_171.jpg
Nierengurt/Halswärmer,Ultimate Speed,"4,99 €",,,,Nein,,,,images_lidl/lidl_offer_172.jpg
Motorrad-Handschuhe,Ultimate Speed,"19,99 € *",,"24,99 €",,Nein,,,,images_lidl/lidl_offer_173.jpg
Motorrad-Faltgarage,Ultimate Speed,"8,99 €",,,,Nein,,,,images_lidl/lidl_offer_174.jpg
Motorrad-Batterieladegerät,Ultimate Speed,"7,99 €",,"9,99 €",,Nein,,,,images_lidl/lidl_offer_175.jpg
"Sicherheitsschuhe, S1P",Parkside,"19,99 €",,"24,99 €",,Nein,,,,images_lidl/lidl_offer_176.jpg
T-Shirts,Parkside,"5,99 €",,,,Nein,,,,images_lidl/lidl_offer_177.jpg
Arbeitslatzhose/-bundhose,Parkside,"9,99 €",,"14,99 €",,Nein,,,,images_lidl/lidl_offer_178.jpg
Strickfleece-Jacke,Parkside,"14,99 €",,,,Nein,,,,images_lidl/lidl_offer_179.jpg
Arbeitssocken,Caterpillar,"4,99 €",,"UVP
16,00 €",,Nein,,,,images_lidl/lidl_offer_180.jpg
Latex-Arbeitshandschuhe,Parkside,"0,85 €",,,,Nein,,,,images_lidl/lidl_offer_181.jpg
Teleskop-Heckenschere,Parkside,"9,99 €",,,,Nein,,,,images_lidl/lidl_offer_182.jpg
Elektro-Kombigerät,Parkside,"79,99 €",,,,Nein,,,,images_lidl/lidl_offer_183.jpg
Akku-Gartenschere 4 V,Parkside,"17,99 €",,,,Nein,,,,images_lidl/lidl_offer_184.jpg
Gras-Schere,Parkside,"4,99 €",,,,Nein,,,,images_lidl/lidl_offer_185.jpg
Werkzeughalter mit 5 Klemmhaltern,Parkside,"1,99 €",,"4,99 €",,Nein,,,,images_lidl/lidl_offer_186.jpg
Forstschutzhelm,Parkside,"19,99 €",,,,Nein,,,,images_lidl/lidl_offer_187.jpg
Astschere,Gardena,"24,99 €",,"UVP
33,49 €",,Nein,,,,images_lidl/lidl_offer_188.jpg
Gartenschere,Gardena,"12,99 €",,"UVP
16,69 €",,Nein,,,,images_lidl/lidl_offer_189.jpg
Amboss-Schere,Parkside,"1,99 €",,,,Nein,,,,images_lidl/lidl_offer_190.jpg
Unkrautstecher,Unkrautstecher,"6,99 €",,,,Nein,,,,images_lidl/lidl_offer_191.jpg
Teleskop-Astscher,Parkside,"9,99 €",,,,Nein,,,,images_lidl/lidl_offer_192.jpg
Teleskop-Baumschere mit Säge,Parkside,"12,99 €",,,,Nein,,,,images_lidl/lidl_offer_193.jpg
Pflanzgefäß-Set,Parkside,"24,99 €",,,,Nein,,,,images_lidl/lidl_offer_194.jpg
Pflanzsäule,Parkside,"19,99 €",,,,Nein,,,,images_lidl/lidl_offer_195.jpg
Messerhäcksler,Parkside,"49,99 €",,,,Nein,,,,images_lidl/lidl_offer_196.jpg
Gartenabfallsack,Parkside,"3,99 €",,,,Nein,,,,images_lidl/lidl_offer_197.jpg
Elektro-Vertikutierer/Rasenlüfter,Parkside,"79,99 €",,,,Nein,,,,images_lidl/lidl_offer_198.jpg
Kapselgehörschutz,Parkside,"9,99 €",,,,Nein,,,,images_lidl/lidl_offer_199.jpg
Elektro-Rasentrimmer,Parkside,"29,99 €",,"37,99 €",,Nein,,,,images_lidl/lidl_offer_200.jpg
Hängematte,Siena Garden,"79,99 €",,"UVP
299,00 €",,Nein,,,,images_lidl/lidl_offer_201.jpg
Elektrische Pergola,Pergoline,"2.299,00 €",,"UVP
4.299,00 €",,Nein,,,,images_lidl/lidl_offer_202.jpg
Hängekorb,Siena Garden,"229,00 €",,"UVP
399,00 €",,Nein,,,,images_lidl/lidl_offer_203.jpg
Gartenlounge,Juskys,"349,00 €",,"UVP
699,99 €",,Nein,,,,images_lidl/lidl_offer_204.jpg
Funk-Wetterstation,Livarno,"ab 9,99 € *",,,,Nein,,,,images_lidl/lidl_offer_205.jpg
Steckdosenleiste,Tronic,"ab 9,99 € *",,,,Nein,,,,images_lidl/lidl_offer_206.jpg
