Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Frisch Fruchtig Wein,Keine Marke,"€ 2,99",,"1 l = 3,99","versch. Sorten, je 0,75-l-Bocksbtl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_390.jpg,"cat_getraenke,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000145,obs_0000005261|obs_0000026943|obs_0000034424|obs_0000010394|obs_0000006548,obs_0000026943
Robby Bubble,Keine Marke,"€ 2,49",,"1 l = 3,32","versch. Sorten, alkoholfrei, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_389.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000146,obs_0000007876|obs_0000007658,obs_0000007876
Bertoldi Lugana DOC,Keine Marke,"€ 8,99",,"1 l = 11,99","trocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_388.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000147,obs_0000028821|obs_0000017309|obs_0000020767|obs_0000019745|obs_0000022305|obs_0000019109|obs_0000003514|obs_0000016192|obs_0000017865|obs_0000025424|obs_0000021586|obs_0000024925,
Wein Qualitätswein,Rotkäppchen,"€ 2,99",,"1 l = 3,99","versch. Sorten, halbtrocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_387.jpg,cat_getraenke,bamberg,,,ref_000148,obs_0000015923|obs_0000008721|obs_0000013843|obs_0000013356|obs_0000034424|obs_0000010394|obs_0000011986|obs_0000013033|obs_0000014641|obs_0000011138|obs_0000006548|obs_0000012225|obs_0000010751,obs_0000015923
Deutsches Weintor Exklusiv Qualitätswein,Keine Marke,"€ 3,99",,"1 l = 5,32","versch. Sorten, trocken, lieblich, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_386.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,tag_whole_food",bamberg,,,ref_000149,obs_0000030407|obs_0000011138|obs_0000008721|obs_0000013843|obs_0000013356|obs_0000014641|obs_0000015923|obs_0000012225|obs_0000011986,obs_0000030407
Geldermann Ros Sekt,Keine Marke,"€ 7,99",,"1 l = 10,65","trocken, je 0,75-l-Fl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_396.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000150,obs_0000024169|obs_0000023745|obs_0000031673|obs_0000007897|obs_0000001810|obs_0000011802|obs_0000017436|obs_0000018465|obs_0000017456|obs_0000003634|obs_0000013889|obs_0000019009|obs_0000031833|obs_0000019561|obs_0000008300|obs_0000018037|obs_0000000122|obs_0000028281|obs_0000012437|obs_0000010911|obs_0000026289|obs_0000023255|obs_0000027358|obs_0000018687|obs_0000016680|obs_0000019755|obs_0000007981|obs_0000015666|obs_0000014644|obs_0000024889|obs_0000026425|obs_0000011590|obs_0000015699|obs_0000027487|obs_0000008047|obs_0000012694|obs_0000002457|obs_0000022430|obs_0000025002|obs_0000001461|obs_0000026048,
Rosa Kristallsalz,REWE Feine Welt,"€ 2,49",,"1 kg = 8,30",je 300-g-Dose,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_308.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000151,obs_0000013858|obs_0000011576|obs_0000014803,
Budweiser Premium Czech Lager,Keine Marke,"€ 14,99",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_359.jpg,"cat_getraenke,diet_gluten_free,diet_vegetarian",bamberg,,,ref_000152,obs_0000031254|obs_0000031044|obs_0000028696|obs_0000028576|obs_0000031559|obs_0000031711|obs_0000010230|obs_0000013830|obs_0000008991|obs_0000011595|obs_0000026617,obs_0000031254|obs_0000031044
Bayreuther Hell,Keine Marke,"€ 14,99",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_357.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000153,obs_0000028174|obs_0000030242|obs_0000029985|obs_0000006027|obs_0000034226|obs_0000032722|obs_0000034841|obs_0000006711|obs_0000009785|obs_0000031386|obs_0000034475|obs_0000005811|obs_0000034487|obs_0000009915|obs_0000027350|obs_0000011994|obs_0000006377|obs_0000035038|obs_0000010541|obs_0000014654|obs_0000028550|obs_0000008658|obs_0000028667|obs_0000007680,obs_0000028174|obs_0000030242|obs_0000029985|obs_0000010541|obs_0000006027|obs_0000034226|obs_0000032722
Überraschung Harry Hase,Kinder,"€ 2,49",,"1 kg = 33,20",je 75-g-St.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_330.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000154,obs_0000006580|obs_0000031307|obs_0000012861|obs_0000030986|obs_0000034721,
Funny frisch Ofen Chips,Keine Marke,"€ 0,99",,"1 kg = 8,61","Paprika, je 115-g-Btl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_329.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000155,obs_0000007288|obs_0000032703|obs_0000029695|obs_0000007688|obs_0000005847|obs_0000006381|obs_0000007494|obs_0000032122|obs_0000007107|obs_0000030675|obs_0000028868|obs_0000026589|obs_0000014349|obs_0000002584|obs_0000035109|obs_0000003161|obs_0000023296|obs_0000014595|obs_0000011110|obs_0000033655|obs_0000034193|obs_0000031705,obs_0000007288|obs_0000028868|obs_0000032703|obs_0000026589|obs_0000029695
Schoko-Bons,Kinder,"€ 3,99",,"1 kg = 13,30",je 300-g-Btl.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_328.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,,ref_000156,obs_0000024077|obs_0000024708|obs_0000024491|obs_0000022964|obs_0000028227|obs_0000006740|obs_0000021701|obs_0000021208|obs_0000018145|obs_0000014120|obs_0000017732|obs_0000020389|obs_0000019198,obs_0000024077|obs_0000006740|obs_0000024708|obs_0000024491|obs_0000022964
Pane Guttiau,REWE Feine Welt,"€ 2,79",,"1 kg = 13,95",je 200-g-Schale,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_327.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg,,,ref_000157,,
Shortbread Fingers,REWE Feine Welt,"€ 1,99",,"1 kg = 13,27",je 150-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_326.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,,ref_000158,,
Farmer s Snack Nuss Mix,Keine Marke,"€ 2,69",,"1 kg = 11,96","versch. Sorten, je 225-g-Becher",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_325.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000159,obs_0000000720|obs_0000024700|obs_0000018804|obs_0000014824|obs_0000025802|obs_0000017698|obs_0000015693,
Ölz Butter Zopf mit Honig,Keine Marke,"€ 2,49",,"1 kg = 4,98",je 500-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_324.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_butter_margarine,sub_milchprodukte",bamberg,,,ref_000160,obs_0000024620|obs_0000000107|obs_0000010409|obs_0000034970|obs_0000018644|obs_0000008456|obs_0000018772|obs_0000008556|obs_0000027049|obs_0000012797|obs_0000002620|obs_0000002676|obs_0000017124|obs_0000011042|obs_0000013125|obs_0000009075|obs_0000027517|obs_0000000997|obs_0000019493|obs_0000031786|obs_0000003267|obs_0000011467|obs_0000001425|obs_0000017835|obs_0000021984|obs_0000003591|obs_0000003636|obs_0000026359|obs_0000018391|obs_0000022502,
De Beukelaer Cereola,Keine Marke,"€ 1,49",,"1 kg = 9,93","versch. Sorten, je 150-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_323.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000161,,
Kuchenmeister Osterlamm,Keine Marke,"€ 4,49",,"1 kg = 11,23",je 400-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_322.jpg,"cat_knabbern_naschen,diet_gluten_free,tag_ultra_processed",bamberg,,,ref_000162,,
Bahlsen Hazelnut Cream Choc,Keine Marke,"€ 2,49",,"1 kg = 24,90",je 100-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_321.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000163,obs_0000035087|obs_0000017462,obs_0000035087
Funny-frisch Pom-Bär,Keine Marke,"€ 1,11",,"1 kg = 14,80","versch. Sorten, je 75-g-Btl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_320.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000164,obs_0000005281|obs_0000007108|obs_0000020748|obs_0000021928|obs_0000021567,obs_0000020748|obs_0000005281|obs_0000021928|obs_0000021567
Bahlsen Comtess Kuchen,Keine Marke,"€ 1,79",,"1 kg = 5,11","versch. Sorten, je 350-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_319.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,,ref_000165,obs_0000032158|obs_0000032434|obs_0000006477|obs_0000007197|obs_0000015269|obs_0000027181|obs_0000034150|obs_0000001206,obs_0000032158|obs_0000015269|obs_0000027181|obs_0000032434|obs_0000006477|obs_0000034150
Löffelei,Milka,"€ 3,49",,"1 kg = 25,66","Milchcreme, je 136-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_318.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000166,,
Pralin s,Milka,"€ 1,79",,"1 kg = 16,27","versch. Sorten, je 110-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_317.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,BLS-S610000,ref_000167,obs_0000034394|obs_0000015896|obs_0000012860|obs_0000034397|obs_0000011766|obs_0000008820|obs_0000021653|obs_0000020834|obs_0000021894|obs_0000013829|obs_0000008763|obs_0000030282|obs_0000012389|obs_0000032431|obs_0000006914|obs_0000008451|obs_0000014132|obs_0000014136|obs_0000019773|obs_0000010054|obs_0000011114|obs_0000009603|obs_0000006040|obs_0000013775|obs_0000032241|obs_0000012220|obs_0000012390|obs_0000032469|obs_0000006741|obs_0000006030,obs_0000015896|obs_0000012860|obs_0000030282|obs_0000034394|obs_0000034397|obs_0000032431|obs_0000032241|obs_0000011766
Finest Selection,Merci,"€ 2,99",,"1 kg = 11,96","versch. Sorten, je 250-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_316.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,,ref_000168,obs_0000015264|obs_0000030284|obs_0000008926|obs_0000032160|obs_0000014288|obs_0000031828|obs_0000035020|obs_0000011580|obs_0000026027|obs_0000022988|obs_0000016848,obs_0000030284|obs_0000032160
Toffifee,Storck,"€ 0,99",,"1 kg = 7,92","versch. Sorten, je 125-g-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_315.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000169,obs_0000034826|obs_0000000800|obs_0000027056|obs_0000015039|obs_0000016098|obs_0000013931|obs_0000027374|obs_0000026224|obs_0000001528|obs_0000000139|obs_0000005659|obs_0000032171|obs_0000032691|obs_0000029004|obs_0000006738|obs_0000029689|obs_0000010170,obs_0000034826|obs_0000005659|obs_0000000800|obs_0000032171|obs_0000027056|obs_0000032691|obs_0000015039|obs_0000029004|obs_0000006738|obs_0000016098|obs_0000013931|obs_0000027374|obs_0000026224|obs_0000001528|obs_0000029689
Funny-frisch Chipsfrisch,Keine Marke,"€ 0,99",,"1 kg = 6,60","ungarisch, je 150-g-Btl.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_314.jpg,"cat_knabbern_naschen,diet_lactose_free,diet_vegetarian,sub_huelsenfruechte,tag_ultra_processed",bamberg,,,ref_000170,obs_0000007696|obs_0000006032|obs_0000032692|obs_0000006736|obs_0000005473|obs_0000030305|obs_0000007283|obs_0000029688|obs_0000007704|obs_0000006046|obs_0000007108|obs_0000032121|obs_0000030674|obs_0000007289|obs_0000022428|obs_0000001321|obs_0000033323|obs_0000016455|obs_0000008650|obs_0000027600|obs_0000017493|obs_0000018264|obs_0000003560|obs_0000002686,obs_0000007696|obs_0000006032|obs_0000022428|obs_0000001321|obs_0000033323|obs_0000032692|obs_0000016455|obs_0000008650|obs_0000006736|obs_0000027600|obs_0000017493|obs_0000018264|obs_0000031707|obs_0000005473|obs_0000030305|obs_0000003560|obs_0000007913|obs_0000007283|obs_0000029688|obs_0000002686
Kinder Schokolade Harry Hase,Ferrero,"€ 2,49",,"1 kg = 22,64",je 110-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_313.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000171,obs_0000034721|obs_0000031307|obs_0000020616|obs_0000010464|obs_0000026934|obs_0000033083|obs_0000021435|obs_0000021912|obs_0000019983|obs_0000001665|obs_0000016352|obs_0000006580|obs_0000006743|obs_0000006045|obs_0000000091|obs_0000000138|obs_0000004278|obs_0000000230|obs_0000018698|obs_0000010522|obs_0000002336|obs_0000033056|obs_0000031011|obs_0000016691|obs_0000004446|obs_0000008595|obs_0000008610|obs_0000006579|obs_0000022979|obs_0000004705|obs_0000025221|obs_0000008861|obs_0000015026|obs_0000004873|obs_0000021291|obs_0000011112|obs_0000009149|obs_0000019429|obs_0000027700|obs_0000013394|obs_0000015454|obs_0000031849|obs_0000017539|obs_0000025739|obs_0000017595|obs_0000021699|obs_0000017605|obs_0000034013|obs_0000003326|obs_0000017857,
Rocher,Ferrero,"€ 2,99",,"1 kg = 14,95",je 200-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_312.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",bamberg,,BLS-D771900,ref_000172,obs_0000011354|obs_0000031841|obs_0000017086|obs_0000019200|obs_0000015284|obs_0000006581|obs_0000016364|obs_0000002668|obs_0000017549|obs_0000017565|obs_0000018778|obs_0000013856|obs_0000030288|obs_0000006239|obs_0000007485|obs_0000005477|obs_0000007101|obs_0000012387|obs_0000015291,obs_0000030288|obs_0000011354|obs_0000031841|obs_0000006239|obs_0000017086|obs_0000019200|obs_0000007485|obs_0000005477|obs_0000015284|obs_0000006581|obs_0000007101|obs_0000016364
Riegel,Kinder,"€ 3,99",,"1 kg = 11,56",je 18 x 21-g-Pckg.,Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_311.jpg,"cat_knabbern_naschen,tag_ultra_processed",bamberg,,,ref_000173,obs_0000015457|obs_0000014601|obs_0000030996|obs_0000022867|obs_0000011786|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000010357|obs_0000017107|obs_0000025377|obs_0000012676|obs_0000016822|obs_0000019932|obs_0000024180|obs_0000023761|obs_0000012393|obs_0000001004|obs_0000033810|obs_0000007700|obs_0000028698|obs_0000018459|obs_0000017974|obs_0000002137|obs_0000033369|obs_0000027264|obs_0000029327|obs_0000032428|obs_0000011951|obs_0000020666|obs_0000022204|obs_0000005841|obs_0000028376|obs_0000017628|obs_0000021773|obs_0000006926|obs_0000029970|obs_0000019229|obs_0000001320|obs_0000019295|obs_0000033127|obs_0000032238|obs_0000022422|obs_0000002974|obs_0000028578|obs_0000011177|obs_0000022958|obs_0000019427|obs_0000021485|obs_0000003586,obs_0000011786|obs_0000007700|obs_0000013851|obs_0000016928|obs_0000033364|obs_0000015457|obs_0000010357|obs_0000029327|obs_0000032428|obs_0000005841|obs_0000017107|obs_0000014601|obs_0000006926|obs_0000030996|obs_0000025377|obs_0000022867|obs_0000012676|obs_0000032238|obs_0000016822|obs_0000019932
Fond,REWE Feine Welt,"€ 1,49",,"1 l = 3,73","versch. Sorten, je 400-ml-Glas",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_310.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",bamberg,,BLS-S351000,ref_000174,obs_0000002959|obs_0000007969|obs_0000019387|obs_0000013636|obs_0000031330|obs_0000016626|obs_0000016761|obs_0000017023|obs_0000010145|obs_0000006824|obs_0000008243|obs_0000034692|obs_0000006646|obs_0000032688|obs_0000006480,obs_0000002959|obs_0000007969|obs_0000032688|obs_0000019387|obs_0000013636|obs_0000031330|obs_0000016626|obs_0000016761|obs_0000017023
Monster Energy Drink,Keine Marke,"€ 0,77",,"1 l = 1,54","versch. Sorten, koffeinhaltig, je 0,5-l-Dose, zzgl. 0,25 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_331.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,tag_ultra_processed",bamberg,,,ref_000175,obs_0000005645|obs_0000007266|obs_0000032438|obs_0000007877|obs_0000029420|obs_0000031002|obs_0000032127|obs_0000006017|obs_0000030678|obs_0000007672|obs_0000032255|obs_0000010758|obs_0000022027|obs_0000028180|obs_0000016414|obs_0000020512|obs_0000034853|obs_0000026684|obs_0000021058|obs_0000011333|obs_0000024154|obs_0000011355|obs_0000002158|obs_0000026742|obs_0000018063|obs_0000031887|obs_0000017046|obs_0000025242|obs_0000022523|obs_0000002214|obs_0000013993|obs_0000027310|obs_0000023733|obs_0000000193|obs_0000004816|obs_0000033497|obs_0000027877|obs_0000026353|obs_0000019186|obs_0000008960|obs_0000025348|obs_0000023301|obs_0000026886|obs_0000035055|obs_0000035061|obs_0000020239|obs_0000018194|obs_0000004389|obs_0000028455|obs_0000024876,obs_0000010758|obs_0000005645|obs_0000007266|obs_0000027310|obs_0000032438|obs_0000007877|obs_0000007885|obs_0000029420|obs_0000031002|obs_0000007466|obs_0000014658|obs_0000005457|obs_0000013175|obs_0000032127|obs_0000006017|obs_0000006550|obs_0000007094|obs_0000030678|obs_0000007672|obs_0000032255
Trinkgenuss oder Selection,Granini,"€ 1,59",,"pro Einheit = 1,59","versch. Sorten, je 1-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_332.jpg,cat_getraenke,bamberg,,,ref_000176,obs_0000017652|obs_0000009638|obs_0000020837|obs_0000021656|obs_0000022190|obs_0000023008|obs_0000014838|obs_0000031828|obs_0000016848|obs_0000026027|obs_0000035020|obs_0000011580|obs_0000022988,
Coca-Cola,Coca-Cola,"€ 3,99",,"1 l = 2,02","koffeinhaltig, je 6 x 0,33-l-Fl.-Pckg., zzgl. 1,50 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_333.jpg,"cat_getraenke,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_ultra_processed",bamberg,,,ref_000177,obs_0000023586|obs_0000001110|obs_0000024676|obs_0000024165|obs_0000001642|obs_0000023740|obs_0000034042|obs_0000034648|obs_0000033681|obs_0000034234|obs_0000034810|obs_0000005638|obs_0000030302|obs_0000032440|obs_0000005827|obs_0000029418|obs_0000006901|obs_0000006909|obs_0000029979|obs_0000006021|obs_0000032705|obs_0000030680|obs_0000007669|obs_0000032254|obs_0000026646|obs_0000028226|obs_0000004177|obs_0000031900|obs_0000021663|obs_0000026287|obs_0000026323|obs_0000008921|obs_0000017639|obs_0000000810|obs_0000016686|obs_0000009023|obs_0000022338|obs_0000017246|obs_0000020844|obs_0000016754|obs_0000028026|obs_0000027015|obs_0000027037|obs_0000009119|obs_0000019364|obs_0000005031|obs_0000000445|obs_0000018375|obs_0000003042|obs_0000004604,obs_0000005638|obs_0000023586|obs_0000001110|obs_0000030302|obs_0000024676|obs_0000024165|obs_0000001642|obs_0000032440|obs_0000023740|obs_0000005827|obs_0000029418|obs_0000006901|obs_0000034042|obs_0000006909|obs_0000029979|obs_0000034648|obs_0000006021|obs_0000033681|obs_0000034234|obs_0000032705|obs_0000030680|obs_0000007669|obs_0000034810|obs_0000032254
Happy Day Saft oder Nektar,Keine Marke,"€ 1,99",,"pro Einheit = 1,99","versch. Sorten, aus Konzentrat, je 1-l-Pckg.",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_334.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,,ref_000178,obs_0000030301|obs_0000032441|obs_0000031003|obs_0000015054|obs_0000007670|obs_0000006726|obs_0000005825|obs_0000007092|obs_0000014862|obs_0000015912|obs_0000023267|obs_0000012186|obs_0000027142|obs_0000025618|obs_0000027674|obs_0000026144|obs_0000021042|obs_0000016953|obs_0000033872|obs_0000034438|obs_0000032918|obs_0000026785|obs_0000019142|obs_0000017106|obs_0000020223|obs_0000034047|obs_0000026383|obs_0000028431|obs_0000027982|obs_0000024985|obs_0000022436|obs_0000010200|obs_0000017915,obs_0000030301|obs_0000032441|obs_0000031003
Franken Brunnen Mineralwasser,Keine Marke,"€ 11,00",,"1 l = 0,46","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 2 x 3,30 € Pfand",Nein,2026-03-30 bis 2026-04-05,2026-03-30,2026-04-05,../images/rewe/bamberg_offer_356.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,,ref_000179,obs_0000006205|obs_0000005254|obs_0000029412|obs_0000007475|obs_0000007476|obs_0000029013|obs_0000032715|obs_0000006571|obs_0000005626|obs_0000027653|obs_0000034851|obs_0000015908|obs_0000031797|obs_0000026205|obs_0000008801|obs_0000003689|obs_0000015481|obs_0000031867|obs_0000012414|obs_0000031871|obs_0000028800|obs_0000034437|obs_0000008841|obs_0000009353|obs_0000028841|obs_0000027836|obs_0000011969|obs_0000021185|obs_0000027856|obs_0000008437|obs_0000034043|obs_0000034044|obs_0000009985|obs_0000028931|obs_0000035059|obs_0000010519|obs_0000031006|obs_0000014625|obs_0000028968|obs_0000026948|obs_0000028493|obs_0000008537|obs_0000011123|obs_0000028537|obs_0000028027|obs_0000020366|obs_0000028603|obs_0000034235|obs_0000034238|obs_0000026570,obs_0000031797|obs_0000006205|obs_0000026205|obs_0000005254|obs_0000008841|obs_0000031396|obs_0000029412|obs_0000008437|obs_0000009985|obs_0000014625|obs_0000007475|obs_0000007476|obs_0000029013|obs_0000011123|obs_0000032715
