Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
K-BLUE BAY,Forelle,12.76,14.90,entspr. z. B. für eine 250-g-Packg. 3.19,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_132.jpg
LANDLIEBE,"Frische Weidemilch 3,8 % Fett",1.79,2.59,1 l = 1.20,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_133.jpg
LANDLIEBE,Joghurt,1.00,2.39,1 kg = 2.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_134.jpg
MÜLLER,Froop,0.44,,1 kg = 2.94,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_135.jpg
DANY,Pudding,0.99,1.39,1 kg = 4.31,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_136.jpg
EHRMANN,"High Protein Pudding, Drink oder Joghurt",1.00,,1 kg = 5.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_137.jpg
MÜLLER,Kefir oder Ayran,0.79,,1 kg = 1.58,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_139.jpg
STARBUCKS,Kaffeemischgetränk,1.49,,1 l = 6.78,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_140.jpg
WEIHENSTEPHAN,Butter oder Die Streichzarte,1.39,,1 kg = 5.56,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_141.jpg
EHRMANN,Dessert,0.49,,1 kg = 4.27,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_142.jpg
MØLK,Like Milk,1.59,1.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_144.jpg
LOOSE,Quäse oder Hausmacher,2.00,,1 kg = 9.10 - 10.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_146.jpg
GRECO,Natur,1.49,2.29,1 kg = 9.94,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_147.jpg
ROUGETTE,Grill- oder Ofenkäse,2.00,3.79,1 kg = 11.12,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_148.jpg
SALZBURGMILCH,Bergkäse,1.99,2.99,1 kg = 13.27,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_150.jpg
CASA MODENA,Grana Padano DOP,3.49,4.99,1 kg = 23.27,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_151.jpg
KERRYGOLD,Orig. irisch. Pizzakäse oder Cheddar,1.79,2.99,1 kg = 11.94,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_152.jpg
FERDI FUCHS,Cheese-Sticks/Gouda-Scheiben,1.49,,1 kg = 18.63,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_153.jpg
GERVAIS,Hüttenkäse,1.00,1.99,1 kg = 5.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_154.jpg
BECEL,Streichfett,1.29,,1 kg = 5.74,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_155.jpg
SALZBURGMILCH,Premium Heujuwel,1.49,1.99,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_156.jpg
DON BERNARDO,Manchego,2.49,3.49,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_157.jpg
Stilfser DOP,Südtiroler Käse,1.99,2.69,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_158.jpg
DER SCHARFE MAXX,Schweiz. Schnittkäse,2.79,3.69,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_159.jpg
KÄSEREBELLEN,Österr. Schnittkäse oder Hartkäse,2.00,2.89,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_160.jpg
MILKA oder OREO,Stieleis,2.00,3.99,1 l = 7.41,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_161.jpg
BEN & JERRY'S,Eis,3.79,,1 l = 8.16 - 8.88,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_162.jpg
IGLO,Rahm-Spinat,1.59,2.39,1 kg = 3.18,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_163.jpg
FROSTA,Fertiggericht,2.00,3.59,1 kg = 5.34,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_164.jpg
,Ungar./poln. Gänsebrust,13.33,,entspr. z. B. für eine 750-g-Packg. 10.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_165.jpg
DR. OETKER,Die Ofenfrische oder Pizza Tradizionale,2.00,,1 kg = 4.82 - 5.20,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_166.jpg
PIZZATAINMENT,American Pizza League,"2.99
*",,1 kg = 6.43 - 6.96,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_167.jpg
COPPENRATH & WIESE,Unsere Goldstücke,2.22,,1 kg = 5.29 - 5.55,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_168.jpg
COPPENRATH & WIESE,Kuchen »American Bakery«,"3.99
*",,1 kg = 7.53 - 12.67,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_169.jpg
MCCAIN,Kartoffelprodukt,1.59,2.79,1 kg = 1.57 - 3.18,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_170.jpg
BLOCK HOUSE,American Burger,7.99,10.99,1 kg = 15.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_171.jpg
BÜRGER,Maultaschen,"1.00
*",,1 kg = 4.17,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_172.jpg
TANTE FANNY,Frischer Blech-Pizzateig,1.99,2.99,1 kg = 3.32,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_174.jpg
RÜGENWALDER MÜHLE,Vegane Pfannen- oder Grillprodukte,2.00,3.29,1 kg = 8.00 - 11.12,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_175.jpg
K-CLASSIC,Pulled Pork,3.79,4.79,1 kg = 7.58,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_176.jpg
,Chicken Bucket,"5.99
*",,1 kg = 8.56 - 10.90,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_177.jpg
K-CLASSIC,Cheese- oder Chickenburger,1.99,2.79,1 kg = 6.64,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_178.jpg
HOMANN,Feinkostsalat,1.79,2.59,1 kg = 4.48,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_179.jpg
K-CLASSIC,Rote Kidney-Bohnen,0.55,0.69,Abtropfgewicht 255 g (1 kg = 2.16,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_181.jpg
BONDUELLE,Gemüse oder Hülsenfrüchte,1.00,,Abtropfgewicht 250 g - 285 g (1 kg = 3.51 - 4.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_182.jpg
KRINI,Hülsenfrüchte versch. Sorten,1.00,1.89,Abtropfgewicht 240 g (1 kg = 4.17,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_183.jpg
HEINZ,Beanz,1.79,2.49,1 kg = 4.32,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_184.jpg
K-CLASSIC,Sandwichgurken,0.99,1.19,Abtropfgewicht 290 g (1 kg = 3.42,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_186.jpg
HEINZ,Tomaten-Ketchup,1.79,,1 l = 4.48,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_187.jpg
HOMANN,Würzsauce,1.99,2.69,1 l = 4.63,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_188.jpg
K-CLASSIC ASIA,Kokosmilch cremig,0.99,,1 l = 2.48,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_190.jpg
REESE'S,Peanut Butter Cups,0.89,1.19,1 kg = 22.54,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_191.jpg
MAGGI,Würze,1.99,,1 kg = 7.96,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_192.jpg
K-CLASSIC,Röstzwiebeln,0.99,1.19,1 kg = 6.60,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_193.jpg
THREPSI,Griech. Olivenöl,6.99,8.99,1 l = 13.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_194.jpg
K-CLASSIC,Frittieröl,2.99,4.49,1 l = 1.50,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_195.jpg
Antipasti-Creme,Doppelrahmstufe,0.89,,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_196.jpg
Gegrillte Champignons,mit Frischkäse,1.59,,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_197.jpg
,Pizza-Donut,"0.89
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_198.jpg
,Buttercroissant,1.00,1.47,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_199.jpg
,Donut »Buenissimo«,"0.55
*",,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_200.jpg
,Laugenbrezel,0.25,0.39,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_201.jpg
,Baguette Parisienne,0.99,,1 kg = 2.36,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_202.jpg
,Das rustikale Weizenbrot,1.49,1.99,1 kg = 2.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_203.jpg
,Kastenweißbrot,1.69,2.19,1 kg = 2.26,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_204.jpg
,Bioland Weizenvollkorn- brötchen,0.44,0.49,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_205.jpg
SMASHED,Bagels,1.49,1.99,1 kg = 4.97,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_206.jpg
K-CLASSIC,Hot-Dog-Brötchen,0.79,0.99,1 kg = 3.16,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_207.jpg
K-CLASSIC,Hamburger-Brötchen,0.79,0.99,1 kg = 2.64,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_208.jpg
WASA,Knäckebrot,1.79,,1 kg = 6.51 - 8.95,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_209.jpg
DR. KARG'S,Crispies,1.99,2.89,1 kg = 11.71,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_210.jpg
HARRY,Sammy's Super-Sandwich,1.59,2.49,1 kg = 2.12,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_211.jpg
BAHLSEN,Comtess Kuchen,1.79,,1 kg = 5.12,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_212.jpg
CUP NOODLES,Soba Wok Style,1.29,1.79,1 kg = 14.03 - 14.83,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_213.jpg
MAGGI,Brühe,1.59,,1 kg = 11.12 - 14.33,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_214.jpg
BEN'S ORIGINAL,Reis im Kochbeutel,1.79,2.59,1 kg = 3.58,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_218.jpg
LA MOLISANA,Pasta,1.00,1.99,1 kg = 2.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_219.jpg
MÖVENPICK,Gourmet-Frühstück,2.00,2.79,1 kg = 8.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_220.jpg
LANGNESE,Wildblütenhonig »Flotte Biene«,3.99,5.99,1 kg = 7.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_221.jpg
K-BIO,Kanad. Bio-Ahornsirup,2.99,3.75,1 l = 11.96,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_222.jpg
ESZET,Schnitten,1.49,1.69,1 kg = 19.87,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_223.jpg
NUTRIPUR,Fruchtsnacks,2.49,2.99,1 kg = 99.60,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_224.jpg
K-CLASSIC,Haferflocken,1.00,1.38,1 kg = 1.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_225.jpg
KELLOGG'S,Cerealien,2.49,,1 kg = 4.98 - 6.23,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_226.jpg
KÖLLN,Müsli,2.00,,1 kg = 3.34 - 5.00,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_227.jpg
BAD REICHENHALLER,Alpensalz,0.59,0.75,1 kg = 1.18,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_228.jpg
MONDAMIN,Soßenbinder oder Mehlschwitze,1.29,1.79,1 kg = 5.16,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_229.jpg
DR. OETKER,Backmischung,2.49,3.79,1 kg = 5.39 - 8.90,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_230.jpg
SEEBERGER,Datteln,2.22,3.29,1 kg = 11.10,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_231.jpg
K-FAVOURITES,Jumbo-Cashewkeerne,2.22,2.99,1 kg = 14.80,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_232.jpg
K-BIO,Bio-Walnusskerne,1.39,1.65,1 kg = 9.27,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_233.jpg
NATURE VALLEY,Crunchy,2.99,3.99,1 kg = 7.12,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_235.jpg
K-CLASSIC,Röstkaffee Gold,6.49,,1 kg = 12.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_236.jpg
K-CLASSIC,Röstkaffee naturmild,6.49,,1 kg = 12.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_237.jpg
K-CLASSIC,Röstkaffee entkoffeiniert Gold,6.49,,1 kg = 12.98,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_238.jpg
K-FAVOURITES,"Caffè Italiano, ganze Bohnen",13.99,,,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_239.jpg
K-CLASSIC,Kaffeepads,2.69,,1 kg = 19.22,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_240.jpg
NESTLÉ,Caro Landkaffee,2.99,3.99,1 kg = 14.95,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_241.jpg
K-CLASSIC,Schoko-Drink,4.29,,1 kg = 5.37,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_242.jpg
NESQUIK,Getränkepulver,2.00,,1 kg = 5.72,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_243.jpg
K-CLASSIC,Schwarztee-Mischung,0.99,,1 kg = 11.32,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_244.jpg
K-BIO,Ayurvedische Bio-Teemischung,1.95,,1 kg = 54.17,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_245.jpg
K-CLASSIC,Waldfrucht- oder Apfeltee,1.39,,1 kg = 18.54,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_246.jpg
K-BIO,Bio-Kräutertee »Lovely Morning» oder «Cozy Evening»,1.55,,1 kg = 44.29 - 51.67,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_247.jpg
TEEKANNE,Kräuter- oder Früchtetee- Klassiker,1.00,,1 kg = 14.29 - 33.34,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_248.jpg
BAD HEILBRUNNER,Bio-Arzneitee,1.99,2.95,1 kg = 66.34 - 82.92,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_249.jpg
K-CLASSIC,Instant-Teegetränk,1.79,,1 kg = 4.48,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_250.jpg
CHIO,Chips,1.00,1.99,1 kg = 6.67,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_251.jpg
FUNNY-FRISCH,Erdnuss-Flippies,1.00,,1 kg = 5.72 - 6.67,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_252.jpg
CHIO,Tortillas Chips,3.00,,1 kg = 9.10,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_253.jpg
K-CLASSIC,American Style Popcorn,2.22,,1 kg = 8.88,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_254.jpg
LORENZ,Saltletts,0.99,,1 kg = 3.96,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_255.jpg
CHEEZ-IT,Snap'd,1.79,2.79,1 kg = 14.92,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_256.jpg
K-CLASSIC,Cashewkerne,"2.49
*",,1 kg = 9.96,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_257.jpg
LORENZ,Nic Nac's,1.00,1.99,1 kg = 9.10,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_258.jpg
LINDT,Exquisite Vielfalt,5.99,8.99,1 kg = 47.92,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_261.jpg
LINDT,Pralinés Hochfein,9.99,16.99,1 kg = 49.95,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_262.jpg
DUPLO,Waffel-Schokoriegel,1.99,,1 kg = 10.94,,Nein,Dieses Angebot findest du vom 29.01. bis 04.02. in deiner Kaufland-Filiale.,2026-01-29,2026-02-04,images_kaufland/kaufland_offer_263.jpg
