Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market
Sanfter Engel,Keine Marke,"€ 2,49",,Kein Mengenpreis,"Schweizer Hartkäse, 55% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_039.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",immenstaad
Schweine-Schnitzel,Keine Marke,"€ 9,99",,Kein Mengenpreis,"aus dem Schinken, SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food",immenstaad
Ferdi Fuchs Mini Würstchen,Keine Marke,"€ 0,99",,"1 kg = 9,90","versch. Sorten, je 5 x 20-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_061.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad
Schiller Bayrischer Wacholderschinken,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_062.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",immenstaad
Rinder-Beinscheiben,Keine Marke,"€ 11,10",,Kein Mengenpreis,"SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_063.jpg,"cat_molkerei_kaese,diet_vegan,diet_vegetarian,sub_rind,tag_proteinreich,tag_ultra_processed,tag_whole_food",immenstaad
Frisches Puten-Geschnetzeltes,Keine Marke,"€ 6,99",,"1 kg = 17,48",je 400-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_065.jpg,"cat_molkerei_kaese,diet_lactose_free,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_whole_food",immenstaad
Frischer roher Fleischkäse,Keine Marke,"€ 3,33",,"1 kg = 6,66","in der Schale, zum Selberbacken, je 500-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_066.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",immenstaad
Schweine-Stielkotelett,Keine Marke,"€ 0,77",,Kein Mengenpreis,"Haltungsform 2, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_038.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food",immenstaad
Wilhelm Brandenburg Bayr Leberkäse-Aufschnitt,Keine Marke,"€ 0,99",,Kein Mengenpreis,"versch. Sorten, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_059.jpg,"cat_molkerei_kaese,sub_schwein,sub_wurst,tag_ultra_processed",immenstaad
Puten-Fleischkäse,Keine Marke,"€ 1,29",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_068.jpg,"cat_molkerei_kaese,sub_gefluegel,sub_kaese,sub_milchprodukte,tag_ultra_processed",immenstaad
Bergfex,Keine Marke,"€ 1,89",,Kein Mengenpreis,"österr. Hartkäse, mind. 50% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_040.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",immenstaad
Bärlauchschinken,Keine Marke,"€ 1,49",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_041.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad
Junge Hexe,Keine Marke,"€ 2,89",,Kein Mengenpreis,"Schweizer Schnittkäse, mind. 55% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_042.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",immenstaad
Dietz Delikatess-Leberwurst,Keine Marke,"€ 1,99",,Kein Mengenpreis,"mit Trüffel, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_043.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_wurst,tag_ultra_processed,tag_whole_food",immenstaad
Rinder-Rouladen -Braten oder -Gulasch,Keine Marke,"€ 1,77",,Kein Mengenpreis,"aus der Keule, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/immenstaad_offer_044.jpg,"cat_fleisch_wurst,sub_rind,tag_ultra_processed,tag_whole_food",immenstaad
Bertolli Raps- oder Sonnenblumenöl mit Olive,Keine Marke,"€ 2,99",,"1 l = 3,99",je 750-ml-Fl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/nationale_offer_072.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",nationale
Lamberti Pinot Grigio DOC oder Merlot IGT,Keine Marke,"€ 3,99",,"1 l = 5,32","trocken, je 0,75-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/nationale_offer_097.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",nationale
Halloren Chocolate Thins Erdbeere oder Himbeere,Keine Marke,"€ 3,79",,"1 kg = 25,27",je 150-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_178.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg
Zetti Happz Kokos,Keine Marke,"€ 1,79",,"1 kg = 13,77",je 130-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_177.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Viba Himbeer oder Schicht Nougat,Keine Marke,"€ 2,79",,"1 kg = 27,90",je 100-g-Btl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_179.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg
Verpoorten Eierlikör Pralin s,Keine Marke,"€ 4,49",,"1 kg = 37,42","versch. Sorten, je 120-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_175.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Argenta Feiner Nougat,Keine Marke,"€ 2,99",,"1 kg = 29,90",je 100-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_172.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Halloren Schoko Becher,Keine Marke,"€ 2,79",,"1 kg = 22,32",je 125-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_180.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Köstritzer Edel Pils,Keine Marke,"€ 10,49",,"1 l = 1,05","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_194.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Belgische Meeresfrüchte,REWE Beste Wahl,"€ 2,79",,"1 kg = 11,16",je 250-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_184.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg
Mozartkugeln,REWE Beste Wahl,"€ 2,49",,"1 kg = 12,45",je 200-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_185.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg
Berliner Pilsner oder Natur Radler,Keine Marke,"€ 10,49",,"1 l = 1,05","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_195.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",neubrandenburg
Halloren O s,Keine Marke,"€ 1,19",,"1 kg = 9,52","versch. Sorten, je 125-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_168.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg
Double Choc Cookie,REWE Beste Wahl,"€ 1,89",,"1 kg = 8,40",je 225-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_141.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Dooti Cranberry oder Nuss,Harry,"€ 0,66",,Kein Mengenpreis,"kleiner süßer Snack, gefüllt, versch. Sorten, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_135.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",neubrandenburg
Pistazien-Muffin,Keine Marke,"€ 1,59",,Kein Mengenpreis,"saftiger Muffin mit Pistaziencremefüllung, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_136.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Das herzhaft-kräftige Zwiebelbrot,Keine Marke,"€ 1,69",,"1 kg = 2,25","Weizenmischbrot mit Röstzwiebeln, je 750-g-St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_138.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg
Dinkel-Karotten-Brot,Keine Marke,"€ 1,69",,"1 kg = 3,38","Dinkelbrot mit Karottenstreifen, je 500-g-St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_139.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg
Walnussbaguette,Keine Marke,"€ 1,29",,"1 kg = 4,30","Weizenbrot aus Walnüssen, je 300-g-St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_140.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg
Bautz ner Senf,Keine Marke,"€ 0,99",,"1 l = 4,95","mittelscharf, je 200-ml-Tube",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_157.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Sekt oder Fruchtsecco,Rotkäppchen,"€ 0,99",,"1 l = 4,95","versch. Sorten, je 0,2-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_200.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed",neubrandenburg
Bebivita Pfirsich mit Maracuja in Apfel oder Vollkorn in Apfel-Banane,Keine Marke,"€ 0,79",,"1 kg = 3,16",je 250-g-Glas,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_237.jpg,"cat_drogerie,tag_whole_food",neubrandenburg
Disney Munchlings,Keine Marke,"€ 5,99",,Kein Mengenpreis,je St,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_257.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg
VIVESS Damen Kuschelsocken 3 Paar,Keine Marke,"€ 3,99",,Kein Mengenpreis,je Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_260.jpg,cat_non_food,neubrandenburg
Erdbeerherz,Keine Marke,"€ 1,00",,Kein Mengenpreis,"herzförmiges Hefegebäck mit Erdbeerfüllung, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_134.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",neubrandenburg
Bree Wein,Keine Marke,"€ 2,99",,"1 l = 3,99","versch. Sorten, je 0,75-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_201.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Aperitivo Glitter Spritz,Keine Marke,"€ 11,99",,"1 l = 17,13","alkoholfrei, je 0,7-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_203.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",neubrandenburg
Graf von Wackerbarth Sekt,Keine Marke,"€ 4,99",,"1 l = 6,65","trocken oder halbtrocken, je 0,75-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_204.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Aperito,Keine Marke,"€ 2,49",,"1 l = 4,15","versch. Sorten, je 3 x 0,2-l-Fl.-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_211.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Meeraner Mon Ami Eierlikör,Keine Marke,"€ 5,29",,"1 l = 7,56","15% Vol., je 0,7-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_214.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",neubrandenburg
Wein Qualitätswein,Rotkäppchen,"€ 2,99",,"1 l = 3,99","versch. Sorten, trocken, halbtrocken oder lieblich, je 0,75-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_199.jpg,cat_getraenke,neubrandenburg
Limoncello Spritz oder Bellini Pfirsich No 1323,Keine Marke,"€ 2,99",,"1 l = 3,99","weinhaltiger Cocktail, je 0,75-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_215.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Katlenburger Tropica,Keine Marke,"€ 1,19",,"1 l = 4,76","versch. Sorten, je 0,25-l-Dose, zzgl. 0,25 Pfand",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_216.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
Irische Rinder-Rouladen -Braten oder -Gulasch,Keine Marke,"€ 1,66",,Kein Mengenpreis,"aus der Keule, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_037.jpg,"cat_fleisch_wurst,sub_rind,tag_whole_food",neubrandenburg
Perla Antipasti,Keine Marke,"€ 3,79",,"1 kg = 14,58","je 280-g-Schale, 260-g-Abtropfgew.",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_060.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg
Neufch tel Coeur de Bray,Keine Marke,"€ 3,99",,"1 kg = 19,95","frz. Weichkäse, 45% Fett i.Tr., je 200-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_061.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,tag_ultra_processed,tag_whole_food",neubrandenburg
Zespri SunGold Kiwi,Keine Marke,"€ 0,55",,Kein Mengenpreis,"Kl. I, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",neubrandenburg
Mini Rispentomaten,Keine Marke,"€ 1,99",,"1 kg = 4,98","Kl. I, je 400-g-Schale",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg
Bio Avocado,Keine Marke,"€ 1,29",,Kein Mengenpreis,"»Hass«, Kl. II, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",neubrandenburg
Frische junge Ente,Keine Marke,"€ 7,77",,Kein Mengenpreis,"Hkl. A, grillfertig, mit Hals und Innereien, SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_067.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_gefluegel,tag_whole_food",neubrandenburg
Bruno Gelato Spaghetti Eis mit Sahne,Keine Marke,"€ 5,99",,"1 l = 7,05",je 850-ml-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_108.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,sub_sahne_creme,tag_ultra_processed,tag_whole_food",neubrandenburg
Hexen-Eis Hexen-Pralinen,Keine Marke,"€ 2,19",,"1 kg = 21,90",je 100-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_109.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food",neubrandenburg
Helbing Dinkel-Möhren-Kuchen,Keine Marke,"€ 3,99",,"1 kg = 16,98",je 235-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_099.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",neubrandenburg
Kasseler Nacken,Keine Marke,"€ 7,90",,Kein Mengenpreis,"ohne Knochen, am Stück, SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_075.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,tag_ultra_processed,tag_whole_food",neubrandenburg
Rinder-Hamburger,REWE Bio,"€ 5,99",,"1 kg = 23,96","gewürzt, je 250-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_076.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_rind,tag_proteinreich,tag_whole_food",neubrandenburg
Rinder-Rouladen,Keine Marke,"€ 16,60",,Kein Mengenpreis,"Jungbullenfleisch aus der Keule, SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_077.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",neubrandenburg
Deutsche See Pulpo-Arme,Keine Marke,"€ 8,99",,"1 kg = 44,95","gekocht, mit Haut, je 200-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_079.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",neubrandenburg
Schweine-Bratwurst,REWE Bio,"€ 5,99",,"1 kg = 19,97","grob, je 300-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_080.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_schwein,sub_wurst,tag_whole_food",neubrandenburg
Schweine-Schnitzel,Keine Marke,"€ 7,90",,Kein Mengenpreis,"aus dem Schinken, SB-verpackt, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_066.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food",neubrandenburg
Helbing Russischer Zupfkuchen,Keine Marke,"€ 3,99",,"1 kg = 9,98",je 400-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/neubrandenburg_offer_097.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed,tag_whole_food",neubrandenburg
