Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market
Vivess Knopfzellen CR2032 2er-Pack,Keine Marke,"€ 1,99",,Kein Mengenpreis,je 2-St.-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_249.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
VIVESS Batterien Mignon AA,Keine Marke,"€ 5,99",,Kein Mengenpreis,je 20-St.-Box,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_248.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Vivess Batterien Mignon AA 4er-Pack,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 4-St.-Box,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_247.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
VIVESS Lithium Knopfzellen CR2450,Keine Marke,"€ 2,49",,Kein Mengenpreis,je 4-St.-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_246.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Mionetto Aperitivo,Keine Marke,"€ 6,49",,"1 l = 12,98","11% Vol., je 0,5-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_236.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Mini-Aufbewahrungstasche,Keine Marke,"€ 1,99",,Kein Mengenpreis,"aus Kunststoff ca. 16 x 7 x 18,2 cm versch. Farben, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_245.jpg,cat_non_food,bamberg
Frühjahrs- und Osterdekoration,Keine Marke,"€ 2,00",,Kein Mengenpreis,"versch. Ausführungen, St./Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_243.jpg,cat_non_food,bamberg
Finish Geschirrreiniger Tabs Ultimate Plus,Keine Marke,"€ 7,99",,"1 Tab = 0,19",je 42-Tab-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_242.jpg,"cat_drogerie,tag_whole_food",bamberg
Finish Geschirrreiniger Tabs Ultimate,Keine Marke,"€ 7,99",,"1 Tab = 0,17",je 46-Tab-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_241.jpg,cat_drogerie,bamberg
Zewa Wisch Weg Original,Keine Marke,"€ 2,49",,Kein Mengenpreis,je 4 x 45-Blatt-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_240.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_high_protein,tag_ultra_processed",bamberg
Weinfreunde Alta Corte Lugana,Keine Marke,"€ 7,99",,"1 l = 10,65","trocken, je 0,75-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_239.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Weinfreunde Domaine Moulin Saint-Jean La R serve,Keine Marke,"€ 5,99",,"1 l = 7,99","trocken, je 0,75-l-Fl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_238.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg
glade Duftkerze,Keine Marke,"€ 3,99",,Kein Mengenpreis,"Brenndauer ca. 27 Std. versch. Düfte, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_244.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Haselnuss Vanilla Schokolade Eiscreme,Langnese Cremissimo,"€ 1,79",,Kein Mengenpreis,je 1000-ml-Becher,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_145.jpg,"cat_tiefkuehl,diet_vegetarian,sub_fleischersatz,sub_tk_eis,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed",bamberg
Develey Senf,Keine Marke,"€ 0,99",,"1 l = 3,96","mittelscharf, je 250-ml-Glas",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_181.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Langnese Cuja Mara Split,Keine Marke,"€ 2,49",,"1 l = 5,93",je 420-ml-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_143.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_eis,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",bamberg
Wasner GQB Schwarzgeräucherte Schlegelstücke,Keine Marke,"€ 1,99",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_051.jpg,"cat_fisch_meeresfruechte,tag_ultra_processed",bamberg
Goldsteig Emmentaler Hartkäse,Keine Marke,"€ 0,99",,Kein Mengenpreis,"45% Fett i.Tr, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_050.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_whole_food",bamberg
Anton oder Scharfe Anna,Keine Marke,"€ 2,49",,Kein Mengenpreis,"Schweizer Hartkäse, mind. 50% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_049.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg
Schiller GQB Lachsschinken,Keine Marke,"€ 1,89",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_048.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Wasner GQB Hausmacher Leberwurst oder Hausmacher Leberwurst im Ring,Keine Marke,"€ 1,49",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_047.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",bamberg
Haltbare Milch,Weihenstephan,"€ 1,11",,Kein Mengenpreis,"1,5/3,5% Fett, je 1-l-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_053.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_fleischersatz,sub_milchprodukte,tag_high_protein",bamberg
Krautsalat,Keine Marke,"€ 0,69",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_046.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_salate,tag_whole_food",bamberg
Frische Putenschnitzel,Keine Marke,"€ 1,59",,Kein Mengenpreis,"natur, paniert oder mariniert, von der Freiraumpute, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_044.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_whole_food",bamberg
Lammhüfte,Keine Marke,"€ 2,49",,Kein Mengenpreis,"natur oder mariniert, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_043.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Kalbsschnitzel -Braten oder -Gulasch,Keine Marke,"€ 2,29",,Kein Mengenpreis,"aus der Keule, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_042.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_ultra_processed,tag_whole_food",bamberg
Schweine-Nackensteaks,Keine Marke,"€ 0,99",,Kein Mengenpreis,"in versch. Marinaden, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_041.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_whole_food",bamberg
Rinder-Rouladen -Braten oder -Gulasch,Keine Marke,"€ 1,99",,Kein Mengenpreis,"aus der Keule, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_040.jpg,"cat_fleisch_wurst,sub_rind,tag_ultra_processed,tag_whole_food",bamberg
Casa Modena Finocchiona Fenchelsalami g g A,Keine Marke,"€ 2,19",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_039.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Strohschweinbauch,Keine Marke,"€ 0,99",,Kein Mengenpreis,"ohne Knochen, am Stück oder in Scheiben, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_045.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_schwein,tag_ultra_processed,tag_whole_food",bamberg
Französischer Hinterschinken Le Jamby,Aoste,"€ 1,79",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_038.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Fol Epi Classic,Keine Marke,"€ 1,69",,"1 kg = 11,27","frz. Schnittkäse, je 150-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_054.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,sub_tk_fertiggerichte,tag_ultra_processed,tag_whole_food",bamberg
Gewürzquark,Milram,"€ 0,99",,"1 kg = 5,35","versch. Sorten, je 185-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_056.jpg,cat_molkerei_kaese,bamberg
Billie Green Vegane Salami,Keine Marke,"€ 1,29",,"1 kg = 18,43","versch. Sorten, je 70-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_070.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg
Rahmjoghurt,Weihenstephan,"€ 0,49",,"1 kg = 3,27","versch. Sorten, je 150-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_069.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg
Ponnath Proscuitto Cotto oder Gourmet Schinkenplatte,Keine Marke,"€ 2,29",,"1 kg = 15,27",je 150-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_068.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_schwein,sub_wurst,tag_high_protein,tag_proteinreich,tag_ultra_processed",bamberg
Greenforce Vegane Fleischalternative,Keine Marke,"€ 2,49",,"1 kg = 13,83","versch. Sorten, je 180-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_067.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz",bamberg
Lachs,Meine Lieblinge,"€ 3,29",,"1 kg = 32,90",je 100-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_066.jpg,"cat_molkerei_kaese,diet_lactose_free,tag_high_protein,tag_proteinreich",bamberg
Bauer Cheestrings Original,Keine Marke,"€ 1,99",,"1 kg = 24,88",je 4 x 20-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_065.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,tag_high_protein,tag_ultra_processed",bamberg
Hüttenkäse,Gervais,"€ 1,29",,"1 kg = 6,45","versch. Sorten, je 200-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_055.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",bamberg
Activia,Danone,"€ 1,49",,"1 kg = 3,24","versch. Sorten, je 4 x 115-g-Becher-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_064.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg
Cremefine zum Kochen,Rama,"€ 0,99",,"1 l = 3,96",je 250-ml-Fl,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_062.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,tag_ultra_processed",bamberg
Finello Reibekäse,Arla,"€ 1,49",,"1 kg = 9,93","versch. Sorten, je 150-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_061.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte,tag_ultra_processed",bamberg
Rügenwalder Teewurst oder Leberwurst,Keine Marke,"€ 1,49",,"1 kg = 11,92","versch. Sorten, je 125-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_060.jpg,"cat_molkerei_kaese,diet_vegan,sub_wurst,tag_ultra_processed",bamberg
St Mang Allgäuer Limburger,Keine Marke,"€ 1,99",,"1 kg = 9,95","Weichkäse, 40% Fett i.Tr., je 200-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_059.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Rügenwalder Veganer Schinken Spicker Salat,Keine Marke,"€ 1,59",,"1 kg = 10,60","klassisch, je 150-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_058.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_frisches_gemuese,sub_salate,sub_schwein,sub_wurst,tag_ultra_processed,tag_whole_food",bamberg
Berchtesgadener Land Haltbare oder Frische Bio Alpenmilch,Keine Marke,"€ 1,29",,Kein Mengenpreis,"3,5% Fett, je 1-l-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_057.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_fleischersatz,sub_milchprodukte,sub_tk_gemuese,tag_high_protein",bamberg
Marmorette Splits,Dr Oetker,"€ 1,69",,"1 kg = 4,23",je 4 x 100-g-Becher-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_063.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed",bamberg
El Pozo Spanische Mortadella oder Truthahn-Mortadella,Keine Marke,"€ 1,29",,Kein Mengenpreis,"mit Oliven, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_037.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Coppenrath Wiese Lust auf Vegan Mandel-Bienenstich-Torte,Keine Marke,"€ 3,79",,"1 kg = 10,53","tiefgefroren, je 360-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_144.jpg,"cat_tiefkuehl,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg
Schiller GQB Strohschwein Gelbwurst,Keine Marke,"€ 0,99",,Kein Mengenpreis,"mit oder ohne Petersilie, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_035.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Aubergine,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Kl. I, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_015.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Bio Knoblauch,Keine Marke,"€ 0,88",,"1 kg = 8,80","Kl. II, je 100-g-Netz",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_014.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Le Grand Rustique,Keine Marke,"€ 1,99",,Kein Mengenpreis,"frz. Weichkäse, 46% Fett i.Tr., je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_013.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg
Marca Italia Grana Padano Flakes,Keine Marke,"€ 2,29",,"1 kg = 18,32",je 125-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_012.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Bundmöhren,Keine Marke,"€ 1,29",,Kein Mengenpreis,"Kl. I, je Bund",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_016.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg
Citterio Prosciutto di Parma,Keine Marke,"€ 2,69",,"1 kg = 38,43",je 70-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_008.jpg,"cat_fleisch_wurst,diet_gluten_free,sub_schwein,sub_wurst,tag_high_protein,tag_proteinreich,tag_ultra_processed",bamberg
Baby Spinat,Keine Marke,"€ 1,79",,"1 kg = 7,16","Kl. I, je 250-g-Pckg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_tk_gemuese,tag_whole_food",bamberg
Mango,Mango,"€ 1,11",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_018.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Ananas Extra Sweet,Keine Marke,"€ 1,39",,Kein Mengenpreis,"Kl. I, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_019.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Rindersteakhüfte,Keine Marke,"€ 2,99",,Kein Mengenpreis,"am Stück oder in Scheiben, je 100 g",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_034.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,sub_rind,tag_ultra_processed,tag_whole_food",bamberg
Rinderhackfleisch,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_033.jpg,"cat_fleisch_wurst,sub_hackfleisch,sub_rind,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg
Rote Tafeläpfel,Keine Marke,"€ 1,99",,"1 kg = 1,00","Sorte: siehe Etikett, Kl. I, je 2-kg-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_032.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg
Saftorangen,Keine Marke,"€ 2,99",,"1 kg = 1,99","Sorte: siehe Etikett, Kl. I, je 1,5-kg-Netz",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_031.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Mandarinen,Keine Marke,"€ 2,22",,"1 kg = 2,96","Sorte: siehe Etikett, Kl. I, je 750-g-Netz",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_030.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Suppengrün,Keine Marke,"€ 1,29",,"1 kg = 2,58",je 500-g-Pckg,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_029.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg
Staudensellerie,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Kl. I, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_028.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Bio Speisekartoffeln,Keine Marke,"€ 1,49",,"1 kg = 0,99","Sorte und Kocheigenschaft: siehe Etikett, Qualität I, je 1,5-kg-Btl",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_027.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_whole_food",bamberg
Eisbergsalat,Keine Marke,"€ 0,99",,Kein Mengenpreis,"Kl. I, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_026.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",bamberg
Dunkle Pflaumen,Keine Marke,"€ 3,49",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_025.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Cherry Romatomaten,Keine Marke,"€ 0,95",,"1 kg = 3,80","Kl. I, je 250-g-Schale",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_024.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg
Bio Zitronen,Keine Marke,"€ 1,11",,"1 kg = 2,22","Sorte: siehe Etikett, Kl. I, je 500-g-Netz",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_023.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg
Kernlose Tafeltrauben,Keine Marke,"€ 4,99",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_022.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Grüne Tafelbirnen,Keine Marke,"€ 2,49",,Kein Mengenpreis,"»Xenia«, Kl. I, je 1 kg",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_021.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg
Bio Limette,Keine Marke,"€ 0,39",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. II, je St",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_020.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food",bamberg
Lätta Original,Keine Marke,"€ 1,29",,"1 kg = 2,87",je 450-g-Becher,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_071.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_tk_fertiggerichte,sub_tk_gemuese,tag_high_protein,tag_ultra_processed,tag_whole_food",bamberg
Almighurt,Ehrmann,"€ 0,29",,"1 kg = 1,93","versch. Sorten, je 150-g-Becher",Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_072.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",bamberg
Ostermeier GQB Strohschwein Bauernsalami,Keine Marke,"€ 1,89",,Kein Mengenpreis,je 100 g,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_036.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",bamberg
Knack Back Fertigteig Sonntags-Brötchen,Keine Marke,"€ 1,69",,"1 kg = 4,23",je 400-g-Dose,Nein,2026-03-02 bis 2026-03-08,2026-03-02,2026-03-08,images_rewe/bamberg_offer_074.jpg,"cat_molkerei_kaese,diet_vegetarian,tag_ultra_processed",bamberg
