Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Meica Trueman’s American Style Hot Dog,Keine Marke,"3,49 €",,"1 kg = 9,97","je 540-g-Glas, 350-g-Abtropfgew.",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_136.jpg,bamberg
Hellmann’s Sauce,Keine Marke,"1,49 €",,"1 l = 5,96","versch. Sorten, je 250-ml-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_134.jpg,bamberg
ja! Fruchtschnitten,Keine Marke,"1,59 €",,"1 kg = 10,60","Waldfrucht, je 150-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_111.jpg,bamberg
ja! Erdnüsse,Keine Marke,"0,99 €",,"1 kg = 4,95","geröstet und gesalzen, je 200-g-Btl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_112.jpg,bamberg
Kölln Knusper Schoko & Keks Hafer-Müsli,Keine Marke,"2,79 €",,"1 kg = 6,34",je 440-g-Pckg,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_113.jpg,bamberg
Dallmayr Kaffee Classic,Keine Marke,"6,99 €",,"1 kg = 13,98","gemahlener Bohnenkaffee, versch. Sorten, je 500-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_114.jpg,bamberg
Meßmer Kräutertee Pfefferminze,Keine Marke,"1,69 €",,"1 kg = 30,04","je 56,25-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_115.jpg,bamberg
Krüger Family Cappuccino,Keine Marke,"2,69 €",,"1 kg = 5,38","versch. Sorten, je 500-g-Btl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_116.jpg,bamberg
Mestemacher Eiweißbrot,Keine Marke,"1,79 €",,"1 kg = 7,16",je 250-g-Pckg,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_117.jpg,bamberg
Burger Landknäcke,Keine Marke,"1,19 €",,"1 kg = 4,76","versch. Sorten, je 250-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_118.jpg,bamberg
Bihophar Bio-Blütenhonig im Bügelglas,Keine Marke,"5,99 €",,"1 kg = 13,31",je 450-g-Glas,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_119.jpg,bamberg
Hafervoll Bio Flapjack,Keine Marke,"1,49 €",,"1 kg = 24,83","versch. Sorten, je 60-g-Riegel",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_120.jpg,bamberg
Meßmer Schwarztee Earl Grey,Keine Marke,"1,69 €",,"1 kg = 38,63","je 43,75-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_121.jpg,bamberg
Mestemacher Eiweiß Toastbrötchen,Keine Marke,"1,79 €",,"1 kg = 6,88",je 260-g-Pckg,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_122.jpg,bamberg
Kölln Hafer-Porridge,Keine Marke,"2,79 €",,"1 kg = 7,44","Beere, je 375-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_123.jpg,bamberg
REWE Bio Eiweißbrot,Keine Marke,"1,99 €",,"1 kg = 7,96","mit Erbsen, je 250-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_124.jpg,bamberg
Mutti Polpa,Keine Marke,"1,11 €",,"1 kg = 2,78","feinstes Tomatenfruchtfleisch, je 400-g-Dose",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_125.jpg,bamberg
Maggi Delikatess Sauce,Keine Marke,"0,79 €",,,"versch. Sorten, ausreichend für 2 x 0,25 Liter, je Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_126.jpg,bamberg
Dr. Oetker Classic Brownies,Keine Marke,"2,49 €",,"1 kg = 5,39",je 462-g-Pckg,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_127.jpg,bamberg
Maggi Für Genießer Zwiebelsuppe,Keine Marke,"0,89 €",,,"ausreichend für 750 ml, je Btl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_128.jpg,bamberg
Hengstenberg feiner Essig Condimento Balsamico Bianco,Keine Marke,"2,99 €",,"1 l = 5,98",je 500-ml-Fl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_129.jpg,bamberg
Rosenmehl Weizenmehl,Keine Marke,"1,49 €",,,"Type 550, je 1-kg-Btl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_130.jpg,bamberg
Kraft Tomaten Ketchup,Keine Marke,"1,99 €",,"1 l = 4,77",je 417-ml-Fl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_131.jpg,bamberg
Dr. Oetker Paradies Creme,Keine Marke,"0,79 €",,"1 kg = 13,17","Vanille, je 60-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_132.jpg,bamberg
Heinz Tomato Frito,Keine Marke,"0,99 €",,"1 kg = 2,83","Original, je 350-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_133.jpg,bamberg
REWE Bio Braune Linsen,Keine Marke,"1,09 €",,"1 kg = 4,11","je 400-g-Dose, 265-g-Abtropfgew.",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_135.jpg,bamberg
Frankenbrunnen Mineralwasser,Keine Marke,"4,99 €",,"1 l = 0,55","versch. Sorten, je 12 x 0,75-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_163.jpg,bamberg
Orangina Limonade,Keine Marke,"0,79 €",,"1 l = 2,39","versch. Sorten oder Dr. Pepper koffeinhaltig, je 0,33-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_164.jpg,bamberg
REWE Bio Orangensaft,Keine Marke,"3,29 €",,,"100% Direktsaft, je 1-l-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_165.jpg,bamberg
Ariel Flüssig Waschmittel Regulär,Keine Marke,"15,99 €",,"1 WL = 0,20",je 80-WL-Fl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_194.jpg,bamberg
Persil Universal Megaperls,Keine Marke,"4,99 €",,"1 WL = 0,31",je 16-WL-Btl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_195.jpg,bamberg
Lenor Luftfrisch,Keine Marke,"3,49 €",,"1 l = 4,99","Landwiese, je 700-ml-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_196.jpg,bamberg
Kneipp Erkältungsbad Spezial,Keine Marke,"4,99 €",,"1 l = 49,90",je 100-ml-Fl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_197.jpg,bamberg
Bad Heilbrunner Arzneitee,Keine Marke,"0,99 €",,"1 kg = 61,88","Erkältungs- oder Husten- Bronchial-Tee, je 16-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_198.jpg,bamberg
Persil Colorwaschmittel Kraft Gel,Keine Marke,"4,99 €",,"1 WL = 0,25",je 20-WL-Fl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_199.jpg,bamberg
Ariel All in 1 Pods Color,Keine Marke,"15,99 €",,"1 WL = 0,27",je 60-WL-Btl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_200.jpg,bamberg
Gillette Venus Comfort Klingen oder Fusion 5 Rasierklingen,Keine Marke,"29,98 €",,,je 3 x 4-St.-Pckg,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_201.jpg,bamberg
Nivea Deospray,Keine Marke,"2,49 €",,"1 l = 16,60","versch. Sorten, je 150-ml-Dose",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_202.jpg,bamberg
Vitakraft Chicken XXL Bonas,Keine Marke,"4,49 €",,"1 kg = 22,45",je 200-g-Btl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_203.jpg,bamberg
Beneful Hunde­trockennahrung,Keine Marke,"3,79 €",,"1 kg = 2,71","versch. Sorten, je 1,4-kg-Btl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_204.jpg,bamberg
Catsan Hygiene Plus,Keine Marke,"4,99 €",,"1 l = 0,55",je 9-l-Btl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_205.jpg,bamberg
Vitakraft Chicken XXL Filets,Keine Marke,"4,49 €",,"1 kg = 17,96",je 250-g-Btl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_206.jpg,bamberg
Felix Katzennahrung Doppelt Lecker,Keine Marke,"3,99 €",,"1 kg = 3,91","Délicieux Duos, je 12 x 85-g-Multipckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_207.jpg,bamberg
Felix Soup Geschmacksvielfalt vom Land,Keine Marke,"1,79 €",,"1 kg = 6,22",je 6 x 48-g-Multipckg,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_208.jpg,bamberg
Pure Work Schwerlastregal,Keine Marke,"19,99 €",,,"ca. 180 x 90 x 40 cm (weitere Aufbaumöglichkeit ca. 90 x 180 x 40 cm) mit 5 belastbaren Holzböden bis zu 175 kg Tragkraft je Regalboden verzinkter Stahl, MDF und Kunststoff PP, je St",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_209.jpg,bamberg
Steckdosen/Verlängerungen,Keine Marke,"ab 1,99 €",,,"Multistecker mit Schalter weiß 1,99 Verlängerungskabel ca. 3 m 3,99 versch. Ausführungen, St",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_210.jpg,bamberg
REWE Beste Wahl Sämereien,Keine Marke,"1,59 €",,,"versch. Sorten, z. B. Gurke oder Sonnenblume, je Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_211.jpg,bamberg
LEGO Blumen,Keine Marke,"ab 12,99 €",,,"#40460 Rosen 12,99 #10347 Kleiner Sommerstrauß 24,99 versch. Ausführungen, Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_212.jpg,bamberg
Hyazinthe,Keine Marke,"3,49 €",,,"versch. Farben, in dekorativem Übertopf, für draußen, je Topf",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_213.jpg,bamberg
Narzisse,Keine Marke,"1,00 €",,,"der absolute Frühjahrs- klassiker, für draußen, je Topf",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_214.jpg,bamberg
Frühlingsparade,Keine Marke,"3,79 €",,,"versch. Blumenzwiebeln zusammen in einem Topf, für draußen, je Topf",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_215.jpg,bamberg
Tulpenstrauß »Vibes«,Keine Marke,"3,99 €",,,je Strauß,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_216.jpg,bamberg
"Tontarelli Boxen-Set 3x ca. 9,6 l",Keine Marke,"9,99 €",,,je Set,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_193.jpg,bamberg
Spontex Reinigungshelfer,Keine Marke,"ab 1,39 €",,,"Topfreiniger Colors 10er-Pack 1,39 Tuchschwamm 10er-Pack 4,99 Einmalhandschuhe black 2x 100er-Pack 11,99, Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_192.jpg,bamberg
VIVESS Vorratsdosen,Keine Marke,"7,99 €",,,je Set,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_191.jpg,bamberg
Messer Set bunt 5-teilig,Keine Marke,"5,99 €",,,je Set,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_190.jpg,bamberg
Budweiser Premium Czech Lager,Keine Marke,"14,99 €",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_166.jpg,bamberg
Beck’s Pils,Keine Marke,"11,99 €",,"1 l = 1,20","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_167.jpg,bamberg
Veltins Helles Pülleken,Keine Marke,"14,99 €",,"1 l = 1,89","je 24 x 0,33-l-Fl.-Kasten, zzgl. 3,42 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_168.jpg,bamberg
Corona Mexican Beer oder Cero alkoholfrei,Keine Marke,"5,99 €",,"1 l = 2,81","versch. Sorten, je 6 x 355-ml-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_169.jpg,bamberg
Veltins Pilsener,Keine Marke,"0,79 €",,"1 l = 1,58","versch. Sorten, teilw. koffeinhaltig, je 0,5-l-Dose, zzgl. 0,25 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_170.jpg,bamberg
Paulaner Weißbier,Keine Marke,"13,99 €",,"1 l = 1,40","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_171.jpg,bamberg
Karlsberg Mixery,Keine Marke,"3,99 €",,"1 l = 2,02","versch. Sorten, teilw. koffeinhaltig, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_172.jpg,bamberg
Bitburger Pils oder alkoholfrei,Keine Marke,"10,99 €",,"1 l = 1,10","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 + 0,50 Pfand",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_173.jpg,bamberg
Baileys Irish Cream Liqueur,Keine Marke,"9,99 €",,"1 l = 14,27","17% Vol., je 0,7-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_174.jpg,bamberg
Campari Bitter Aperitif,Keine Marke,"10,99 €",,"1 l = 15,70","25% Vol., je 0,7-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_175.jpg,bamberg
Rotkäppchen Wein Qualitätswein,Keine Marke,"2,99 €",,"1 l = 3,99","versch. Sorten, halbtrocken, je 0,75-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_176.jpg,bamberg
ja! Choviva Peanut Snack,Keine Marke,"2,25 €",,"1 kg = 7,50",je 300-g-Btl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_110.jpg,bamberg
Nordbrand Nordhausen Pfefferminzlikör,Keine Marke,"3,99 €",,"1 l = 5,70","18% Vol., je 0,7-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_177.jpg,bamberg
Skyy Vodka,Keine Marke,"9,99 €",,"1 l = 14,27","40% Vol., je 0,7-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_179.jpg,bamberg
Söhnlein Brillant Sekt oder Frucht-Sparkling,Keine Marke,"2,79 €",,"1 l = 3,72","versch. Sorten, je 0,75-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_180.jpg,bamberg
Baileys Chocolate Irish Cream Liqueur,Keine Marke,"9,99 €",,"1 l = 19,98","15,7% Vol., je 0,5-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_181.jpg,bamberg
Freixenet Sekt,Keine Marke,"3,88 €",,"1 l = 5,17","versch. Sorten, teilweise alkoholfrei, je 0,75-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_182.jpg,bamberg
Johnnie Walker Red Label Blended Scotch Whisky,Keine Marke,"10,99 €",,"1 l = 15,70","40% Vol., je 0,7-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_183.jpg,bamberg
Weinfreunde Vollmer Qualitätswein,Keine Marke,"3,99 €",,"1 l = 5,32","versch. Sorten, trocken, je 0,75-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_184.jpg,bamberg
WC-Frisch Kraft Aktiv,Keine Marke,"1,49 €",,"1 kg = 29,80","versch. Sorten, je 50-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_185.jpg,bamberg
Sauberlaufmatte »Turin«,Keine Marke,"ab 6,99 €",,,"ca. 60 x 80 cm 6,99 ca. 80 x 120 cm 9,99, St",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_186.jpg,bamberg
"Tontarelli Boxen-Set 2x ca. 16,7 l",Keine Marke,"9,99 €",,,je Set,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_187.jpg,bamberg
"Tontarelli Boxen-Set 4x ca. 4,7 l",Keine Marke,"9,99 €",,,je Set,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_188.jpg,bamberg
VIVESS Gewürzdosen,Keine Marke,"7,99 €",,,je Set,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_189.jpg,bamberg
Puschkin Vodka,Keine Marke,"6,49 €",,"1 l = 9,27","37,5% Vol, je 0,7-l-Fl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_178.jpg,bamberg
ja! Beeren-Mischung,Keine Marke,"3,49 €",,"1 kg = 4,65","aus 6 Sorten, tiefgefroren, je 750-g-Btl",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_109.jpg,bamberg
Milka Choco Wafer,Keine Marke,"1,99 €",,"1 kg = 13,27",je 5 x 30-g-Pckg,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_150.jpg,bamberg
REWE Bio Natives Olivenöl extra,Keine Marke,"6,95 €",,"1 l = 9,27",je 750-ml-Fl,Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_107.jpg,bamberg
Bananen,Keine Marke,"1,79 €",,,"Ursprung: siehe Etikett, je 1 kg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_030.jpg,bamberg
Limetten,Keine Marke,"1,19 €",,,"Sorte: siehe Etikett, Kl. I, je 4-St.-Schale",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_031.jpg,bamberg
Prinzessbohnen,Keine Marke,"1,79 €",,"1 kg = 8,95","Ursprung: siehe Etikett, Kl. I, je 200-g-Pckg",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_032.jpg,bamberg
"Rinder-Rouladen, -Braten oder -Gulasch",Keine Marke,"1,99 €",,,"aus der Keule, je 100 g",Nein,2026-02-02 bis 2026-02-08,2026-02-02,2026-02-08,images_rewe/bamberg_offer_033.jpg,bamberg
