Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,RAW_Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids,brand_extracted,brand_normalized
Zucchini lose,Zucchini lose,"€ 0,99",,"pro Einheit = 1,79","pro Einheit = 1,79",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_011.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",,BLS-G582100,ref_000011,obs_0000018752|obs_0000021829|obs_0000016265|obs_0000007131,,,
Snack Gurken,Snack Gurken,"€ 1,11",,"1 kg = 4,44","1 kg = 4,44",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_012.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,,ref_000012,obs_0000021205|obs_0000020386|obs_0000026810|obs_0000025802|obs_0000017698|obs_0000015693|obs_0000017251|obs_0000018804|obs_0000028052|obs_0000014824,obs_0000021205|obs_0000020386,,
American Style Weizen Sandwich,Grafschafter,"€ 0,95",,"pro Einheit = 1,09","pro Einheit = 1,09",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_013.jpg,"cat_getraenke,diet_vegetarian,tag_whole_food",,,ref_000013,obs_0000001830|obs_0000016389|obs_0000012342|obs_0000014517|obs_0000028883|obs_0000017155|obs_0000031017|obs_0000034642,,,
Bio Maissnack,Snack Day,"€ 0,79",,"pro Einheit = 0,99","pro Einheit = 0,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_014.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000014,,,,
Rucola,Rucola,"€ 0,75",,"1 kg = 6,00","1 kg = 6,00",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,,"cat_getraenke,tag_ultra_processed",,BLS-G130100,ref_000015,obs_0000001300|obs_0000031672|obs_0000030142|obs_0000001874|obs_0000033923|obs_0000029203|obs_0000029500|obs_0000032072|obs_0000028749|obs_0000034818|obs_0000015263|obs_0000013257|obs_0000012651|obs_0000031503|obs_0000005712|obs_0000029021|obs_0000005890|obs_0000005895|obs_0000005708,obs_0000001300|obs_0000031672|obs_0000030142|obs_0000001874,,
Frischer Zuckermais,Frischer Zuckermais,"€ 1,99",,"pro Einheit = 1,99","pro Einheit = 1,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_016.jpg,cat_grundnahrung,,,ref_000016,obs_0000010140,,,
Akku-Gehölzschneider 12 V,Parkside,"€ 29,99",,"pro Einheit = 34,99","pro Einheit = 34,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_017.jpg,cat_non_food,,,ref_000017,obs_0000024844|obs_0000034840,,,x
Akku-Gras- und Strauchschere 12 V,Parkside,"€ 29,99",,"pro Einheit = 34,99","pro Einheit = 34,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_018.jpg,cat_non_food,,,ref_000018,obs_0000023695|obs_0000024118|obs_0000034840,obs_0000023695|obs_0000024118,,
Akku-Regenfasspumpe 12 V,Parkside,"€ 49,99",,"pro Einheit = 59,99","pro Einheit = 59,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_019.jpg,cat_non_food,,,ref_000019,obs_0000024844|obs_0000024805|obs_0000034840,obs_0000024805,,x
Akku 12 V 4 Ah,Parkside,"€ 17,99",,"pro Einheit = 17,99","pro Einheit = 17,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_020.jpg,cat_non_food,,,ref_000020,obs_0000012510|obs_0000012511|obs_0000024844|obs_0000023061|obs_0000023426|obs_0000034840,obs_0000023061|obs_0000023426,,x
Akku-Drucksprüher 12 V 20 V,Parkside,"€ 29,99",,"pro Einheit = 34,99","pro Einheit = 34,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_021.jpg,cat_non_food,,,ref_000021,obs_0000000184|obs_0000034840,,,x
Alu-Lounge Modell Braga,Bellavista,"€ 679,00",,"pro Einheit = 0,00","pro Einheit = 0,00",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_022.jpg,"cat_getraenke,diet_lactose_free,diet_vegan",,,ref_000022,,,,
Aluminium Terrassendach Modell Borneo,Juskys,"€ 999,00",,"pro Einheit = 0,00","pro Einheit = 0,00",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_023.jpg,cat_non_food,,,ref_000023,,,,
Gerätehaus Modell Mantis,Karibu,"€ 899,00",,"pro Einheit = 999,99","pro Einheit = 999,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_024.jpg,"cat_non_food,tag_ultra_processed",,,ref_000024,,,,
Schalenstuhl,LIVARNO,"€ 22,99",,"pro Einheit = 29,99","pro Einheit = 29,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_025.jpg,cat_non_food,,,ref_000025,,,,
Hängesessel Modell Loma,HOME DELUXE,"€ 189,00",,"pro Einheit = 279,00","pro Einheit = 279,00",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_026.jpg,cat_non_food,,,ref_000026,,,,
Doppelangschlitz-Toaster,SilverCrest,"€ 19,99",,"pro Einheit = 29,99","pro Einheit = 29,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_027.jpg,cat_non_food,,,ref_000027,obs_0000020716|obs_0000021535|obs_0000022382|obs_0000018855|obs_0000023565|obs_0000017566|obs_0000002036,obs_0000024755|obs_0000023134|obs_0000017676|obs_0000011635|obs_0000018134,,x
Eiscrememaschine,SilverCrest,"€ 19,99",,"pro Einheit = 24,99","pro Einheit = 24,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_028.jpg,cat_non_food,,,ref_000028,,,,x
Standmixer,SilverCrest,"€ 24,99",,"pro Einheit = 44,99","pro Einheit = 44,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_029.jpg,cat_non_food,,,ref_000029,obs_0000020743|obs_0000021562|obs_0000022085|obs_0000009056|obs_0000030366|obs_0000017372|obs_0000012043|obs_0000009193|obs_0000009675|obs_0000018857|obs_0000017841,obs_0000020743|obs_0000021562|obs_0000025753|obs_0000022085,,x
Spezialbesteck,SilverCrest,"€ 2,99",,"pro Einheit = 5,99","pro Einheit = 5,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_030.jpg,cat_non_food,,,ref_000030,,,,x
Sandwichmaker mit Wechselplatten,SILVERCREST,"€ 19,99",,"pro Einheit = 26,99","pro Einheit = 26,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_031.jpg,"cat_non_food,sub_milchprodukte",,,ref_000031,,,,
Silikonform Standard,SILVERCREST,"€ 3,99",,"pro Einheit = 3,99","pro Einheit = 3,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_032.jpg,cat_non_food,,,ref_000032,,,,
Nudelmaschine,SilverCrest,"€ 12,99",,"pro Einheit = 19,99","pro Einheit = 19,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_033.jpg,cat_non_food,,,ref_000033,obs_0000013319|obs_0000012068,obs_0000013319|obs_0000012068,,x
Kühl-Lunchboxen -Partycontainer -Tortenglocke,SILVERCREST,"€ 7,99",,"pro Einheit = 9,99","pro Einheit = 9,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_034.jpg,cat_non_food,,,ref_000034,,,,
7-Zonen-1000er-Taschenfederkern-Matratze,LIVARNO,"€ 159,00",,"pro Einheit = 159,00","pro Einheit = 159,00",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_035.jpg,cat_non_food,,,ref_000035,obs_0000024756|obs_0000018591|obs_0000022207|obs_0000022726|obs_0000024320|obs_0000018192|obs_0000023898|obs_0000022496|obs_0000019003|obs_0000020081|obs_0000025265|obs_0000024764|obs_0000020900|obs_0000024763|obs_0000024765,obs_0000018591|obs_0000017055|obs_0000024756|obs_0000022207|obs_0000022726|obs_0000024320|obs_0000018192|obs_0000023898|obs_0000016299|obs_0000022496,,
Mikrofaser-Satin-Bettwäsche,LIVARNO,"€ 4,49",,"pro Einheit = 4,49","pro Einheit = 4,49",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_036.jpg,cat_non_food,,,ref_000036,obs_0000024310|obs_0000023887|obs_0000001981|obs_0000023139|obs_0000022132|obs_0000019633|obs_0000024761|obs_0000025300|obs_0000018173|obs_0000021269|obs_0000020450|obs_0000026412,obs_0000025300|obs_0000024310|obs_0000021269|obs_0000023887|obs_0000020450,,
Jersey-Spannbettlaken,LIVARNO,"€ 3,99",,"pro Einheit = 3,99","pro Einheit = 3,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_037.jpg,cat_non_food,,,ref_000037,obs_0000024309|obs_0000025922|obs_0000023886|obs_0000010246|obs_0000018985|obs_0000023136|obs_0000023142|obs_0000009046|obs_0000018786|obs_0000017364|obs_0000022075|obs_0000020058|obs_0000020877|obs_0000025501|obs_0000018388|obs_0000016060|obs_0000016045|obs_0000016052,obs_0000010246|obs_0000018985|obs_0000023136|obs_0000023142|obs_0000024309|obs_0000025922|obs_0000023886|obs_0000009046|obs_0000018786|obs_0000017364,,
Kaltschaummatratze Marissa,BeCo,"€ 115,00",,"pro Einheit = 126,56","pro Einheit = 126,56",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_038.jpg,cat_non_food,,,ref_000038,,,,
Walnuss-Honig-Brot,Walnuss-Honig-Brot,"€ 1,99",,"1 kg = 5,24","1 kg = 5,24",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_039.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000039,obs_0000023357|obs_0000024667|obs_0000017823|obs_0000026282|obs_0000017124,obs_0000017823|obs_0000023357|obs_0000024667,,
Nusshappen,Nusshappen,"€ 1,29",,"pro Einheit = 1,29","pro Einheit = 1,29",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_040.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000040,obs_0000019549,obs_0000019549,,
Berliner mit Mehrfruchtfüllung,Berliner mit Mehrfruchtfüllung,"€ 0,90",,"pro Einheit = 1,35","pro Einheit = 1,35",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_041.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000041,obs_0000016385|obs_0000016175|obs_0000001332|obs_0000030343|obs_0000030604,obs_0000016385,,
Kürbiskernbrötchen,Kürbiskernbrötchen,"€ 0,98",,"pro Einheit = 1,47","pro Einheit = 1,47",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_042.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000042,obs_0000024662|obs_0000023355|obs_0000006065|obs_0000006066|obs_0000018428,obs_0000006065|obs_0000006066|obs_0000024662|obs_0000023355|obs_0000018428,,
Kakao Donuts XXL,Kakao Donuts XXL,"€ 2,59",,"1 kg = 8,46","1 kg = 8,46",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_043.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000043,obs_0000026914|obs_0000012763|obs_0000015450|obs_0000013967,,,
Sesamring,Sesamring,"€ 0,49",,"pro Einheit = 0,65","pro Einheit = 0,65",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_044.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian",,,ref_000044,obs_0000031600,obs_0000031600,,
Frische Schweine-Nackenkoteletts,Metzgerfrisch,"€ 5,55",,"pro Einheit = 5,55","pro Einheit = 5,55",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_045.jpg,"cat_fleisch_wurst,sub_schwein",,,ref_000045,obs_0000018559|obs_0000018824|obs_0000017433|obs_0000016516|obs_0000020864|obs_0000021861|obs_0000019817|obs_0000020045,obs_0000018559|obs_0000018824|obs_0000023236|obs_0000017433,,
Frische Hähnchen-Schenkel,Metzgerfrisch,"€ 3,99",,"pro Einheit = 5,29","pro Einheit = 5,29",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_046.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein,tag_proteinreich",,,ref_000046,obs_0000030896|obs_0000031635|obs_0000016559|obs_0000017341|obs_0000019465|obs_0000022267|obs_0000018267|obs_0000031534|obs_0000029875|obs_0000022949|obs_0000025784|obs_0000014454|obs_0000027259|obs_0000027277|obs_0000000705|obs_0000027367|obs_0000000882|obs_0000027696|obs_0000009401|obs_0000028083|obs_0000001523|obs_0000009863|obs_0000028345|obs_0000014263|obs_0000029909|obs_0000029965|obs_0000032530|obs_0000010525|obs_0000022948|obs_0000029218|obs_0000031267|obs_0000031272|obs_0000029224|obs_0000014915|obs_0000008788|obs_0000029274|obs_0000029291|obs_0000031542|obs_0000031584|obs_0000031623|obs_0000029596|obs_0000029666|obs_0000029905|obs_0000015748|obs_0000011849|obs_0000012213,obs_0000024668|obs_0000030896|obs_0000022948|obs_0000029224|obs_0000029291|obs_0000031455|obs_0000031534|obs_0000031542|obs_0000031584|obs_0000031635|obs_0000029596|obs_0000029666|obs_0000023723|obs_0000029875|obs_0000025789|obs_0000024146,,
Norwegische Lachsseite,Fischerstolz,"€ 13,49",,"pro Einheit = 13,49","pro Einheit = 13,49",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_047.jpg,"cat_fisch_meeresfruechte,tag_high_protein,tag_proteinreich",,,ref_000047,obs_0000023716|obs_0000024141|obs_0000024670|obs_0000017058|obs_0000016331|obs_0000018906|obs_0000018663|obs_0000021994,obs_0000017058|obs_0000023716|obs_0000022953|obs_0000025785|obs_0000016331|obs_0000024141|obs_0000018906|obs_0000024670|obs_0000018663|obs_0000021994,,
Schweine-Bauchscheiben,GRILLMEISTER,"€ 4,19",,"pro Einheit = 5,59","pro Einheit = 5,59",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_048.jpg,"cat_fleisch_wurst,sub_schwein",,BLS-W411300,ref_000048,obs_0000027303,obs_0000027303,,x
Frisches Hackfleisch gemischt,Metzgerfrisch,"€ 6,99",,"1 kg = 5,83","1 kg = 5,83",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_049.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,,ref_000049,obs_0000016944|obs_0000021126|obs_0000017204|obs_0000025678|obs_0000023720|obs_0000024142|obs_0000018085|obs_0000022287|obs_0000020307|obs_0000022954|obs_0000025790|obs_0000018612|obs_0000023717|obs_0000019652|obs_0000017754|obs_0000024145|obs_0000014463|obs_0000030894|obs_0000030922|obs_0000006355|obs_0000030962|obs_0000026963|obs_0000008856|obs_0000006874|obs_0000031538|obs_0000031582|obs_0000007077|obs_0000027617|obs_0000009222|obs_0000009248|obs_0000029783|obs_0000033883|obs_0000027808|obs_0000011430|obs_0000029892|obs_0000009575|obs_0000028033|obs_0000030174|obs_0000009702|obs_0000005620|obs_0000030269|obs_0000005797|obs_0000034536|obs_0000012282|obs_0000022568|obs_0000010463|obs_0000012768|obs_0000000505|obs_0000014917|obs_0000029288,obs_0000025790,,
Frische Bratwurst Merguez,GRILLMEISTER,"€ 4,44",,"1 kg = 12,33","1 kg = 12,33",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_050.jpg,"cat_fleisch_wurst,sub_wurst",,,ref_000050,obs_0000016533|obs_0000023367|obs_0000006701|obs_0000026247|obs_0000006539|obs_0000007634,,,x
Schweine-Gyros,Metzgerfrisch,"€ 4,79",,"1 kg = 5,99","1 kg = 5,99",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_051.jpg,"cat_fleisch_wurst,sub_schwein",,,ref_000051,obs_0000024047|obs_0000024466|obs_0000002296|obs_0000019441|obs_0000017899|obs_0000022156|obs_0000034972|obs_0000000648|obs_0000001454,obs_0000002296|obs_0000019441|obs_0000017899|obs_0000024047|obs_0000022156|obs_0000024466,,
METZGERFRISCH Frische Hamburger,METZGERFRISCH Frische Hamburger,"€ 5,79",,"pro Einheit = 7,25","pro Einheit = 7,25",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_052.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_schwein",,,ref_000052,obs_0000024673|obs_0000022567|obs_0000024669|obs_0000025789|obs_0000024875|obs_0000024140|obs_0000014449|obs_0000022158|obs_0000023718|obs_0000016557|obs_0000022859|obs_0000017294|obs_0000009656|obs_0000034261|obs_0000009174|obs_0000017903|obs_0000000512,,,
Bio Traditions-Fleischwurst,Metzgerfrisch,"€ 2,79",,"1 kg = 11,16","1 kg = 11,16",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_053.jpg,"cat_fleisch_wurst,sub_hackfleisch,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000053,obs_0000020644|obs_0000021463|obs_0000021765|obs_0000020246|obs_0000020454|obs_0000021065|obs_0000021273|obs_0000021692|obs_0000021902|obs_0000023229|obs_0000034593|obs_0000008871|obs_0000034472|obs_0000034703|obs_0000027764|obs_0000011863|obs_0000014928,obs_0000020644|obs_0000021463|obs_0000021765,,
Bio Traditions-Kochschinken,Metzgerfrisch,"€ 2,79",,"1 kg = 27,90","1 kg = 27,90",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_054.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000054,obs_0000020454|obs_0000021273|obs_0000021692|obs_0000020246|obs_0000020644|obs_0000021065|obs_0000021463|obs_0000021765|obs_0000021902|obs_0000023229|obs_0000034157|obs_0000001488|obs_0000034957|obs_0000002580|obs_0000002805,obs_0000020454|obs_0000021273|obs_0000021692,,
Nürnberger Rostbratwurst,Bioland,"€ 3,99",,"1 kg = 15,96","1 kg = 15,96",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_055.jpg,"cat_fleisch_wurst,sub_wurst",,,ref_000055,obs_0000023630|obs_0000020645|obs_0000021808|obs_0000021464|obs_0000013376|obs_0000014464,obs_0000020645|obs_0000021808|obs_0000027970|obs_0000014918|obs_0000023630|obs_0000010326|obs_0000021464,,
Bio Traditions-Wiener Würstchen,Metzgerfrisch,"€ 2,99",,"1 kg = 14,95","1 kg = 14,95",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_056.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000056,obs_0000020449|obs_0000021268|obs_0000021884|obs_0000029297|obs_0000032077|obs_0000034174|obs_0000034811|obs_0000035106|obs_0000026784|obs_0000027189|obs_0000028076|obs_0000028276|obs_0000028948|obs_0000030125|obs_0000005789|obs_0000006186|obs_0000031274|obs_0000031737|obs_0000031889|obs_0000015758|obs_0000009369|obs_0000009557|obs_0000031788,obs_0000020449|obs_0000021268|obs_0000021884,,
Bio Salami Klassik,Metzgerfrisch,"€ 2,49",,"1 kg = 19,92","1 kg = 19,92",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_057.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000057,obs_0000001686|obs_0000019376|obs_0000020648|obs_0000021467|obs_0000021766|obs_0000000274|obs_0000000892|obs_0000002087|obs_0000010600|obs_0000002574|obs_0000003381|obs_0000003529|obs_0000003913|obs_0000012289|obs_0000004340|obs_0000004767|obs_0000008158|obs_0000033968|obs_0000034098|obs_0000001490|obs_0000005975|obs_0000006872|obs_0000016602|obs_0000008425|obs_0000016755|obs_0000025355|obs_0000017184|obs_0000017375|obs_0000025934|obs_0000034176|obs_0000010234|obs_0000010316|obs_0000002285|obs_0000026898|obs_0000002611|obs_0000019030|obs_0000011010|obs_0000002957|obs_0000003239|obs_0000019666|obs_0000003307|obs_0000028273|obs_0000020407|obs_0000021226|obs_0000005781|obs_0000031198|obs_0000014932|obs_0000023205|obs_0000007987|obs_0000008039,obs_0000001686,,
Farmer-Schinken,Metzgerfrisch,"€ 2,49",,"1 kg = 19,92","1 kg = 19,92",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_058.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein,sub_wurst",,BLS-W441000,ref_000058,obs_0000016624|obs_0000017657|obs_0000034378|obs_0000028387,,,
Traditions-Kasselerbraten,Metzgerfrisch,"€ 1,89",,"1 kg = 12,60","1 kg = 12,60",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_059.jpg,"cat_fleisch_wurst,sub_schwein",,,ref_000059,,,,
Traditions-Kochhinterschinken,Metzgerfrisch,"€ 3,32",,"1 kg = 16,60","1 kg = 16,60",,Nein,Gültig bis 02.05,2026-04-27,2026-05-02,../images/lidl/lidl_offer_060.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,,ref_000060,obs_0000026780|obs_0000026817|obs_0000008869|obs_0000011852,,,
