Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,source_market,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Speisekartoffeln,Keine Marke,"€ 1,59",,"1 kg = 0,53 €","Sorte und Kocheigenschaft: siehe Etikett, Qualität I, je 3-kg-Netz",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_153.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",bamberg,BLS-X612152,ref_000047,obs_0000000006|obs_0000003502|obs_0000007985|obs_0000008634|obs_0000009118|obs_0000014849|obs_0000015551|obs_0000026526|obs_0000028267|obs_0000028742|obs_0000028964|obs_0000024795|obs_0000025637|obs_0000026113|obs_0000031339|obs_0000031552|obs_0000031776|obs_0000032199|obs_0000006403|obs_0000007721|obs_0000009672|obs_0000010409|obs_0000011268|obs_0000011682|obs_0000012851|obs_0000013839|obs_0000013862|obs_0000017331|obs_0000018297|obs_0000026613|obs_0000026723|obs_0000027613|obs_0000029794|obs_0000006047|obs_0000006230|obs_0000010010|obs_0000010017|obs_0000010840|obs_0000011705|obs_0000013764|obs_0000014252|obs_0000028572|obs_0000029973|obs_0000000233|obs_0000003642|obs_0000004069|obs_0000004496|obs_0000005670|obs_0000012950|obs_0000021441,obs_0000000006|obs_0000003502|obs_0000007721|obs_0000007985|obs_0000008304|obs_0000008634|obs_0000009118|obs_0000009672|obs_0000010409|obs_0000011268|obs_0000011682|obs_0000012851|obs_0000013862|obs_0000014849|obs_0000015551|obs_0000017331|obs_0000018297|obs_0000024795|obs_0000025637|obs_0000026113|obs_0000026526|obs_0000026613|obs_0000026723|obs_0000027613|obs_0000028267|obs_0000028742|obs_0000028964|obs_0000031339|obs_0000031552|obs_0000031776|obs_0000032199
Mango,Mango,"€ 1,00",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_152.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,BLS-F516100,ref_000048,obs_0000031177|obs_0000022637|obs_0000024580|obs_0000015390|obs_0000023711|obs_0000024866|obs_0000003752|obs_0000018984|obs_0000009262|obs_0000000306|obs_0000027849|obs_0000026443|obs_0000004179|obs_0000019803|obs_0000008795|obs_0000025449|obs_0000028010|obs_0000004606|obs_0000026783|obs_0000026666|obs_0000028602|obs_0000026177|obs_0000031585|obs_0000031853|obs_0000031995|obs_0000026755|obs_0000026641|obs_0000031510|obs_0000014239|obs_0000032043|obs_0000010417|obs_0000010086|obs_0000025965|obs_0000026997|obs_0000027653|obs_0000012946|obs_0000029093|obs_0000004915|obs_0000022578|obs_0000006975|obs_0000028997|obs_0000022995|obs_0000011233|obs_0000013807|obs_0000029422|obs_0000006052|obs_0000010024|obs_0000012968|obs_0000007865|obs_0000011708,obs_0000024580|obs_0000015390|obs_0000023711|obs_0000024866|obs_0000003752|obs_0000018984|obs_0000009262|obs_0000000306|obs_0000027849|obs_0000031177|obs_0000026443|obs_0000004179|obs_0000019803|obs_0000008795|obs_0000025449|obs_0000028010|obs_0000022637|obs_0000004606
Zitronen,Keine Marke,"€ 1,11",,"1 kg = 2,22 €","Sorte: siehe Etikett, Kl. I, je 500-g-Netz",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_151.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,BLS-F601100,ref_000049,obs_0000007767|obs_0000019373|obs_0000020192|obs_0000023214|obs_0000026184|obs_0000026389|obs_0000028263|obs_0000022987|obs_0000024669|obs_0000025604|obs_0000026038|obs_0000031581|obs_0000009053|obs_0000009504|obs_0000011623|obs_0000012083|obs_0000017465|obs_0000024366|obs_0000027251|obs_0000027708|obs_0000028951|obs_0000010831|obs_0000013403|obs_0000013837|obs_0000029522|obs_0000008089|obs_0000026917|obs_0000027039|obs_0000031179|obs_0000010419|obs_0000001074|obs_0000004905|obs_0000004924|obs_0000005106|obs_0000005485|obs_0000005293|obs_0000005857|obs_0000012907|obs_0000013100,obs_0000007767|obs_0000009053|obs_0000009504|obs_0000017465|obs_0000019373|obs_0000020192|obs_0000022987|obs_0000023214|obs_0000024366|obs_0000024669|obs_0000025604|obs_0000026038|obs_0000026184|obs_0000026389|obs_0000027251|obs_0000027707|obs_0000027708|obs_0000028263|obs_0000028951|obs_0000029969|obs_0000031581
Grüne Kiwi,Keine Marke,"€ 0,29",,Kein Mengenpreis,"Kl. I, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_150.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,ref_000050,obs_0000027945|obs_0000028050|obs_0000009720,obs_0000027945|obs_0000028050|obs_0000028591
Schweinefleisch-Spieße,ja,"€ 4,99",,"1 kg = 11,09 €","natur oder mariniert, je 450-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_156.jpg,"cat_fleisch_wurst,sub_schwein,tag_proteinreich,tag_ultra_processed",bamberg,,ref_000051,,
Italienische Bio Wraps,Mestemacher,"€ 2,29",,"1 kg = 10,18 €","Dinkel, je 225-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_165.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_tk_gemuese",bamberg,,ref_000052,,
1688 Unser Mildes,Harry,"€ 1,49",,"1 kg = 2,98 €","geschnitten, je 500-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_166.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000053,obs_0000010808|obs_0000008833|obs_0000009294,obs_0000008833|obs_0000010808|obs_0000009294
Espresso Classico Kaffeekapseln,Lavazza,"€ 2,99",,"1 kg = 52,46 €",je 57-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_167.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000054,obs_0000002498|obs_0000000203|obs_0000001540|obs_0000001541|obs_0000001564|obs_0000001565|obs_0000004146|obs_0000009337|obs_0000003719|obs_0000008873|obs_0000010990|obs_0000012545|obs_0000010551|obs_0000002895|obs_0000014184|obs_0000007565|obs_0000004573,
Erasco Eintopf,Keine Marke,"€ 1,49",,"1 kg = 3,73 €","versch. Sorten, je 400-g-Dose",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_182.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food",bamberg,,ref_000055,obs_0000028841|obs_0000029881|obs_0000004955|obs_0000005909|obs_0000001758|obs_0000007501|obs_0000007895|obs_0000009092|obs_0000013507|obs_0000026116|obs_0000026540,obs_0000004955|obs_0000005909|obs_0000028841|obs_0000029881
Fond,Jürgen Langbein,"€ 1,99",,"1 l = 3,98 €","versch. Sorten, je 500-ml-Glas",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_181.jpg,cat_grundnahrung,bamberg,BLS-S351000,ref_000056,obs_0000015151|obs_0000015286|obs_0000007415|obs_0000017912|obs_0000002745|obs_0000015548|obs_0000007689|obs_0000009591|obs_0000006270|obs_0000006092|obs_0000032156|obs_0000030152,obs_0000015151|obs_0000015286|obs_0000007415|obs_0000017912|obs_0000002745|obs_0000015548
Pasta Pot,Knorr,"€ 0,99",,"1 kg = 15,71 €","Käse & Sahne, je 63-g-Becher",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_180.jpg,"cat_grundnahrung,diet_vegetarian,sub_nudeln,tag_ultra_processed",bamberg,,ref_000057,obs_0000026678|obs_0000026795|obs_0000027167|obs_0000028843|obs_0000029886|obs_0000029467|obs_0000031281|obs_0000017418|obs_0000015884|obs_0000015391|obs_0000023645|obs_0000018528|obs_0000026734|obs_0000031883|obs_0000020622|obs_0000026860|obs_0000015607|obs_0000019712|obs_0000031490|obs_0000010538|obs_0000016721|obs_0000017233|obs_0000015187|obs_0000002449|obs_0000012690|obs_0000017818|obs_0000032393|obs_0000018370|obs_0000025026|obs_0000018893|obs_0000026623,
Thomy Les Sauces Hollandaise,Keine Marke,"€ 0,99",,"1 l = 3,96 €","versch. Sorten, je 250-ml-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_179.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000058,obs_0000028842|obs_0000029468|obs_0000030142|obs_0000006266|obs_0000005711|obs_0000017453|obs_0000008110|obs_0000009962,obs_0000028842|obs_0000029468|obs_0000030142
Bernbacher Teigwaren,Keine Marke,"€ 1,39",,"1 kg = 2,78 €","versch. Ausformungen, je 500-g-Btl.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_178.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_nudeln,tag_whole_food",bamberg,,ref_000059,obs_0000007020|obs_0000008184|obs_0000013929|obs_0000024428,
Fix Bolognese Unsere Beste,Knorr,"€ 0,49",,"1 kg = 12,89 €",je 38-g-Btl.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_177.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000060,obs_0000027799|obs_0000030128|obs_0000011813|obs_0000013526|obs_0000009445|obs_0000024314|obs_0000015121|obs_0000008983|obs_0000015765|obs_0000010147|obs_0000017466|obs_0000019539|obs_0000009318|obs_0000023175|obs_0000008858|obs_0000018720|obs_0000009684|obs_0000024560,
Krosse Krüstchen,REWE Feine Welt,"€ 1,59",,"1 kg = 5,30 €",je 300-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_176.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000061,,
2in1 Classic,Jacobs,"€ 1,99",,"1 kg = 16,05 €",je 124-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_175.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000062,obs_0000028831|obs_0000027481|obs_0000030122|obs_0000032390|obs_0000019121|obs_0000013543|obs_0000010989|obs_0000023795|obs_0000026878|obs_0000032113|obs_0000025011|obs_0000029122|obs_0000019940,
Leicht Cross Knusperbrot,Keine Marke,"€ 0,99",,"1 kg = 7,92 €","versch. Sorten, je 125-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_174.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000063,obs_0000027486|obs_0000028465|obs_0000006104|obs_0000011811|obs_0000014392|obs_0000026471|obs_0000026642|obs_0000026756,obs_0000006104|obs_0000027486|obs_0000028465
oder Jacobs Crema Pads,Keine Marke,"€ 2,49",,"1 kg = 21,10 €",je 118-g-Btl.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_173.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",bamberg,,ref_000064,obs_0000027437|obs_0000028838|obs_0000030124|obs_0000007805,obs_0000027437|obs_0000028838|obs_0000030124
Pema Bio HIgh Protein Brot,Keine Marke,"€ 2,19",,"1 kg = 8,76 €",je 250-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_172.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_high_protein,tag_proteinreich,tag_ultra_processed,tag_whole_food",bamberg,,ref_000065,obs_0000010910|obs_0000024409,obs_0000027169
Chocolate Cake Donut,Keine Marke,"€ 1,00",,Kein Mengenpreis,je 1-St.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_171.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000066,obs_0000028833|obs_0000005094|obs_0000006043|obs_0000011410,obs_0000028833
Espresso Lungo Kaffeekapseln,Lavazza,"€ 2,99",,"1 kg = 53,39 €",je 56-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_170.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000067,obs_0000002498|obs_0000000151|obs_0000000203|obs_0000001540|obs_0000001541|obs_0000001564|obs_0000001565|obs_0000004146|obs_0000009337|obs_0000003719|obs_0000008873|obs_0000010551|obs_0000002895|obs_0000014184|obs_0000007565|obs_0000004573,
Reimann Osterbrot,Keine Marke,"€ 2,99",,"1 kg = 7,48 €",je 400-g-Pckg.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_169.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000068,,
Toastbrötchen,Mestemacher,"€ 1,79",,"1 kg = 6,88 €","versch. Sorten, je 260-g-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_168.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",bamberg,BLS-D771900,ref_000069,obs_0000013520|obs_0000022615|obs_0000023035|obs_0000011810|obs_0000031810,obs_0000013520|obs_0000022615|obs_0000023035
Amecke Sanfte Säfte oder Plus Säfte,Keine Marke,"€ 1,99",,Kein Mengenpreis,"versch. Sorten, aus Konzentrat, je 1-l-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_220.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000070,obs_0000028101|obs_0000029593|obs_0000006715|obs_0000005057|obs_0000012730|obs_0000014008|obs_0000022585|obs_0000023010|obs_0000026881|obs_0000011416|obs_0000013153|obs_0000024371|obs_0000025227|obs_0000025719|obs_0000026508,obs_0000028101|obs_0000029593
Active O2,Adelholzener,"€ 0,99",,"1 l = 1,32 €","versch. Sorten, je 0,75-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_221.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",bamberg,,ref_000071,obs_0000032118|obs_0000012823|obs_0000024188|obs_0000028808|obs_0000029488|obs_0000005612,obs_0000005612
Volvic Touch oder Tee,Keine Marke,"€ 1,11",,"1 l = 0,74 €","versch. Sorten, je 1,5-l-Fl., zzgl. 0,25 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_222.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000072,obs_0000006169|obs_0000027543|obs_0000028424|obs_0000005610|obs_0000013578|obs_0000031900|obs_0000001349|obs_0000008133|obs_0000012802|obs_0000015166|obs_0000016579|obs_0000017485|obs_0000017756|obs_0000018953|obs_0000019093|obs_0000019772|obs_0000019912|obs_0000020286|obs_0000020654|obs_0000021124|obs_0000021770|obs_0000022186|obs_0000023539|obs_0000025021|obs_0000026439,obs_0000027543|obs_0000028424
Spezi oder Limonade,Paulaner,"€ 10,99",,"1 l = 1,10 €","versch. Sorten, koffeinhaltig, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 € Pfand",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_223.jpg,"cat_getraenke,tag_ultra_processed",bamberg,,ref_000073,obs_0000006526|obs_0000005043|obs_0000005598|obs_0000031903|obs_0000011633|obs_0000014187|obs_0000012309|obs_0000010353|obs_0000031300|obs_0000000637|obs_0000025279|obs_0000021337|obs_0000026030|obs_0000024448|obs_0000024708|obs_0000029115|obs_0000014836|obs_0000025174|obs_0000025260|obs_0000009103|obs_0000025694|obs_0000015557|obs_0000024185|obs_0000024331|obs_0000026437|obs_0000024403,obs_0000005043|obs_0000011633|obs_0000005598|obs_0000014187
Blend-a-med Zahncreme,Keine Marke,"€ 0,89",,"1 l = 11,87 €","Classic oder Extra Frisch Clean, je 75-ml-Tube",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_274.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000074,obs_0000027182|obs_0000006557|obs_0000030237|obs_0000005274|obs_0000007761|obs_0000011470|obs_0000011913|obs_0000012345|obs_0000013639|obs_0000021397|obs_0000025487|obs_0000029378,obs_0000027182
Neutrogena Handcreme,Keine Marke,"€ 2,79",,"1 l = 37,20 €","sofort einziehende, je 75-ml-Tube",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_273.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000075,obs_0000029747|obs_0000011064,obs_0000029747
Schauma Shampoo,Keine Marke,"€ 1,49",,"1 l = 3,73 €","7 Kräuter, je 400-ml-Fl.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_272.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000076,obs_0000027181|obs_0000029499|obs_0000030230|obs_0000016459|obs_0000026383|obs_0000030413|obs_0000006947|obs_0000000446|obs_0000001702|obs_0000003965|obs_0000004392|obs_0000004819|obs_0000005271|obs_0000007513|obs_0000008216|obs_0000008771|obs_0000008940|obs_0000009242|obs_0000009401|obs_0000009600|obs_0000010359|obs_0000011056|obs_0000017578|obs_0000019353|obs_0000020172|obs_0000020289|obs_0000022280|obs_0000022703|obs_0000026687|obs_0000026807|obs_0000030304|obs_0000030341|obs_0000030523|obs_0000030556|obs_0000030597|obs_0000030632|obs_0000030679|obs_0000030691|obs_0000030701|obs_0000030708|obs_0000030836|obs_0000030862|obs_0000030924|obs_0000030993|obs_0000031087|obs_0000031113|obs_0000031516|obs_0000031703|obs_0000032126|obs_0000032355,obs_0000016459|obs_0000026383|obs_0000027181|obs_0000029499|obs_0000030230|obs_0000030413
Vernel Aromatherapie Traumhafte Lotusblüte,Keine Marke,"€ 2,49",,"1 l = 2,46 €","je 1,01-l-Fl.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_271.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,ref_000077,,
Zewa Toilettenpapier bewährt oder Danke Toilettenpapier,Keine Marke,"€ 2,79",,Kein Mengenpreis,"3-lagig, je 8 x 150-Blatt-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_270.jpg,cat_drogerie,bamberg,,ref_000078,obs_0000029607|obs_0000027877|obs_0000005647|obs_0000031529|obs_0000000261|obs_0000000527|obs_0000000748|obs_0000000809|obs_0000001341|obs_0000001902|obs_0000003385|obs_0000003677|obs_0000004104|obs_0000004531|obs_0000008438|obs_0000009728|obs_0000011216|obs_0000013190|obs_0000022266|obs_0000022688|obs_0000023943|obs_0000024459|obs_0000024820|obs_0000025450|obs_0000026151|obs_0000026500|obs_0000027018|obs_0000030468|obs_0000030599|obs_0000030978|obs_0000031100|obs_0000031319|obs_0000032283,
Somat Excellence,Keine Marke,"€ 7,99",,"1 Tab = 0,16 €","4 in 1, je 49-Tab-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_269.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",bamberg,,ref_000079,obs_0000027176,obs_0000027176
Vernel Frischer Morgen,Keine Marke,"€ 2,49",,"1 l = 2,26 €","je 1,1-l-Fl.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_275.jpg,"cat_drogerie,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000080,obs_0000001434,
Geschirrspülmittel,Pril,"€ 1,39",,"1 l = 2,06 €","Original, je 675-ml-Fl.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_268.jpg,cat_drogerie,bamberg,,ref_000081,obs_0000014483|obs_0000007847|obs_0000011050|obs_0000013643|obs_0000031917|obs_0000032284|obs_0000007751|obs_0000012498|obs_0000012511|obs_0000026348|obs_0000010607|obs_0000009717|obs_0000015375|obs_0000018544|obs_0000027905|obs_0000005643|obs_0000030221|obs_0000006033|obs_0000028190|obs_0000029738|obs_0000006209|obs_0000005836|obs_0000007373|obs_0000005079|obs_0000023947,obs_0000005643|obs_0000015375|obs_0000014483|obs_0000007847|obs_0000011050|obs_0000031917|obs_0000032284|obs_0000006209|obs_0000007751|obs_0000013643|obs_0000005836|obs_0000012498|obs_0000005079|obs_0000012511|obs_0000026348|obs_0000010607|obs_0000018544|obs_0000009717
Keramik Eiertray Bunny,Keine Marke,"€ 7,99",,Kein Mengenpreis,"versch. Farben, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_266.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000082,,
Keramik Salz- und Pfefferstreuer Set Hop Hop,Keine Marke,"€ 4,99",,Kein Mengenpreis,"versch. Farben, je 1-Set",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_265.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000083,,
Keramik Tasse Somebunny,Keine Marke,"€ 5,99",,Kein Mengenpreis,"ca. 300 ml versch. Farben, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_264.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000084,,
Keramik Tasse Daisy Flower,Keine Marke,"€ 3,49",,Kein Mengenpreis,"ca. 400 ml versch. Farben, je 1-St.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_263.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food",bamberg,,ref_000085,,
VIVESS Mehrweg-Besteck 4-teilig,Keine Marke,"€ 1,29",,Kein Mengenpreis,"versch. Farben, je 1-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_262.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",bamberg,,ref_000086,,
VIVESS Beerenbox,Keine Marke,"€ 6,99",,Kein Mengenpreis,"2-teilig, je 1-Pckg.",Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_261.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food",bamberg,,ref_000087,,
Persil Colorwaschmittel Kraft Gel,Keine Marke,"€ 4,99",,"1 WL = 0,25 €",je 20-WL-Fl.,Nein,2026-03-16 bis 2026-03-22,2026-03-16,2026-03-22,images_rewe/bamberg_offer_276.jpg,cat_drogerie,bamberg,,ref_000088,obs_0000027177|obs_0000028201|obs_0000029602|obs_0000029737|obs_0000027701|obs_0000030383,obs_0000027177|obs_0000028201|obs_0000029602|obs_0000029737
