Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Polnische Gänsebrust,Keine Marke,"€ 13,99",Kein vorheriger Preis,Kein Mengenpreis,"Hkl. A, tiefgefroren, je 1 kg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_01.jpg
Langnese Viennetta,Keine Marke,"€ 1,69",Kein vorheriger Preis,"1 l = 2,60","Vanille, je 650-ml-Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_02.jpg
McCain Kroketten Trio,Keine Marke,"€ 1,59",Kein vorheriger Preis,"1 kg = 2,65","tiefgefroren, je 600-g-Btl",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_03.jpg
McCain Kroketten,Keine Marke,"€ 1,59",Kein vorheriger Preis,"1 kg = 3,18","tiefgefroren, je 500-g-Btl",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_04.jpg
Maggi Guten Appetit Suppe,Keine Marke,"€ 0,59",Kein vorheriger Preis,Kein Mengenpreis,"versch. Sorten, ausreichend für 1 Liter, je Btl",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_05.jpg
Jacobs Tassimokapseln Caffè Crema XL,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 33,43","je 132,8-g-Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_06.jpg
Valensina Saft,Keine Marke,"€ 1,59",Kein vorheriger Preis,Kein Mengenpreis,"versch. Sorten, aus Fruchtsaft- konzentrat, je 1-l-Fl, zzgl. 0,25 Pfand",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_07.jpg
Ferrero Die Besten,Keine Marke,"€ 4,99",Kein vorheriger Preis,"1 kg = 18,55","Classic, je 269-g-Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_08.jpg
Freixenet Mia Tinto oder Blanco,Keine Marke,"€ 2,69",Kein vorheriger Preis,"1 l = 3,59","halbtrocken, lieblich, je 0,75-l-Fl",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_09.jpg
Galbani Mascarpone,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 8,88","80% Fett i.Tr., je 500-g-Becher",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_10.jpg
Dr. Oetker Crème fraîche oder Creme Vega,Keine Marke,"€ 0,99",Kein vorheriger Preis,"1 kg = 6,60",je 150-g-Becher,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_11.jpg
Mon Chéri,Keine Marke,"€ 4,99",Kein vorheriger Preis,"1 kg = 15,84",je 315-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_12.jpg
Havana Club Añejo 3 Años oder Especial,Keine Marke,"€ 10,99",Kein vorheriger Preis,"1 l = 15,70","37,5% Vol., je 0,7-l-Fl",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_13.jpg
Dr. Oetker Mousse au Chocolat,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 16,20",je 92-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_14.jpg
REWE Beste Wahl Knusperente,Keine Marke,"€ 4,99",Kein vorheriger Preis,"1 kg = 15,59","tiefgefroren, je 320-g-Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_15.jpg
Dr. Oetker Oh My Choc Triple Choc Mousse,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 21,29",je 70-g-Btl,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_16.jpg
Popp Kartoffel- oder Coleslaw-Salat,Keine Marke,"€ 1,89",Kein vorheriger Preis,"1 kg = 4,73",je 400-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_17.jpg
REWE Beste Wahl Edel-Marzipan-Stollen,Keine Marke,"€ 1,29",Kein vorheriger Preis,"1 kg = 6,45",je 200-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_18.jpg
Oro di Parma Tomaten,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 2,84","passiert, je 700-g-Fl",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_19.jpg
REWE Beste Wahl Criststollen,Keine Marke,"€ 3,19",Kein vorheriger Preis,"1 kg = 4,25",je 750-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_21.jpg
Fromi Comté,Keine Marke,"€ 2,79",Kein vorheriger Preis,Kein Mengenpreis,"frz. Hartkäse, 8 Monate gereift, mind. 50% Fett i.Tr., je 100 g",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_22.jpg
Zitrone,Keine Marke,"€ 0,66",Kein vorheriger Preis,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je St",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_23.jpg
Gelbe Speisezwiebeln,Keine Marke,"€ 1,11",Kein vorheriger Preis,"1 kg = 0,56","Kl. II, je 2-kg-Netz",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_24.jpg
Jacobs Lungo Kaffeekapseln Intenso,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 42,69",je 104-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_25.jpg
Lindt Pralinés Classic,Keine Marke,"€ 8,99",Kein vorheriger Preis,"1 kg = 44,95",je 200-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_26.jpg
Riesenorangen,Keine Marke,"€ 4,44",Kein vorheriger Preis,"1 kg = 1,78","Sorte: siehe Etikett, Kl. I, je 2,5-kg-Netz",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_29.jpg
Rotkohl,Keine Marke,"€ 0,79",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je 1 kg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_30.jpg
Eisbergsalat,Keine Marke,"€ 0,88",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je St",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_31.jpg
Clementinen,Keine Marke,"€ 2,49",Kein vorheriger Preis,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1 kg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_32.jpg
Rote Spitzpaprika,Keine Marke,"€ 1,59",Kein vorheriger Preis,"1 kg = 3,18","Kl. I, je 500-g-Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_33.jpg
Heidelbeeren,Keine Marke,"€ 2,59",Kein vorheriger Preis,"1 kg = 12,95","Kl. I, je 200-g-Schale",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_34.jpg
Kerrygold Cheddar gerieben,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 9,93",je 150-g-Btl,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_36.jpg
Kerrygold Cheddar Käse Scheiben,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 11,46",je 130-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_37.jpg
Kinder Milchschnitte,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 8,50",je 5 x 28-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_38.jpg
Kinder Pingui,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 9,92",je 4 x 30-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_39.jpg
Kinder Maxi King,Keine Marke,"€ 1,19",Kein vorheriger Preis,"1 kg = 11,33",je 3 x 35-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_40.jpg
Ehrmann Almighurt,Keine Marke,"€ 0,39",Kein vorheriger Preis,"1 kg = 2,60","versch. Sorten, je 150-g-Becher",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_41.jpg
Weihenstephan Butter oder Die Streichzarte,Keine Marke,"€ 1,29",Kein vorheriger Preis,"1 kg = 5,16","versch. Sorten, je 250-g-Becher/Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_42.jpg
Arla Buko Frischkäse,Keine Marke,"€ 0,99",Kein vorheriger Preis,"1 kg = 4,95","versch. Sorten, je 200-g-Becher",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_43.jpg
Bresso Kräuter der Provence,Keine Marke,"€ 1,11",Kein vorheriger Preis,"1 kg = 7,40","60% Fett i.Tr., je 150-g-Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_44.jpg
Bresso Feine Kräuter,Keine Marke,"€ 1,11",Kein vorheriger Preis,"1 kg = 9,25","60% Fett i.Tr., je 8 x 15-g-Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_45.jpg
Müller Müllermilch,Keine Marke,"€ 0,69",Kein vorheriger Preis,"1 l = 1,73","versch. Sorten, je 400-ml-Fl, zzgl. 0,25 Pfand",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_46.jpg
Rügenwalder Teewurst oder Leberwurst,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 11,92","versch. Sorten, je 125-g-Becher",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_47.jpg
Rama Cremefine zum Kochen,Keine Marke,"€ 0,99",Kein vorheriger Preis,"1 l = 3,96",je 250-ml-Fl,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_48.jpg
Alpro Barista Kokosdrink oder Mandeldrink ungesüßt,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,je 1-l-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_49.jpg
Laru Gänse Schmaus,Keine Marke,"€ 1,59",Kein vorheriger Preis,"1 kg = 12,72",je 125-g-Becher,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_51.jpg
Rügenwalder Vegane Mühlen Salami oder Veganer Schinken Spicker Mortadella,Keine Marke,"€ 1,11",Kein vorheriger Preis,"1 kg = 13,88",je 80-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_52.jpg
Käserei Champignon Cambozola oder Rougette,Keine Marke,"€ 1,79",Kein vorheriger Preis,Kein Mengenpreis,"Weichkäse, versch. Sorten, je 100 g",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_54.jpg
REWE Feine Welt Salami Ciatore,Keine Marke,"€ 2,99",Kein vorheriger Preis,"1 kg = 37,38",je 80-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_55.jpg
REWE Feine Welt Burrata,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 14,90","je 250-g-Becher, 100-g-Abtropfgew.",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_56.jpg
REWE Feine Welt Parmigiano Reggiano,Keine Marke,"€ 3,59",Kein vorheriger Preis,"1 kg = 23,93","ital. Hartkäse, 32% Fett i.Tr., je 150-g-Pckg",Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_57.jpg
Meine Lieblinge White Tiger Garnele,Keine Marke,"€ 2,39",Kein vorheriger Preis,"1 kg = 29,88",je 80-g-Pckg,Nein,15.12.2025 bis 21.12.2025,2025-12-15,2025-12-21,images_rewe/rewe_offer_58.jpg
