Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,Einheit,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Keine Marke,Junge poln Ente,"€ 4,49",,"pro Einheit = 11,23",HKL A,Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_620.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,sub_gefluegel,tag_whole_food",,,ref_000244,obs_0000014455|obs_0000004502|obs_0000028992|obs_0000004929|obs_0000027997|obs_0000003303|obs_0000004075|obs_0000008947|obs_0000002304|obs_0000008195|obs_0000021289|obs_0000025067|obs_0000020470,obs_0000014455
NAMDONG,K-Noodles,"€ 0,99","€ 1,79","1 kg = 11,93","Instant-Nudeln, Beef- oder Kimchi-Jjigae-Geschmack",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_273.jpg,"cat_grundnahrung,tag_ultra_processed",,,ref_000245,obs_0000009101|obs_0000006125|obs_0000014999|obs_0000009192|obs_0000034509|obs_0000031013|obs_0000016998|obs_0000031030|obs_0000016441|obs_0000022973|obs_0000024714,obs_0000006125
HALAMI,Kabanos,"€ 1,79",,"1 kg = 19,89","aus 100 % Truthahnfleisch, natürlich geräuchert, halal",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_123.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,BLS-W218100,ref_000246,obs_0000011011|obs_0000012778|obs_0000016109|obs_0000011014|obs_0000028679|obs_0000028559|obs_0000008470|obs_0000006189|obs_0000032560|obs_0000034356|obs_0000030911|obs_0000006873|obs_0000016099|obs_0000000616|obs_0000029807|obs_0000014835|obs_0000012661|obs_0000031491|obs_0000007223|obs_0000001103|obs_0000030820|obs_0000005225|obs_0000030551|obs_0000030519|obs_0000031478,obs_0000011011|obs_0000012778|obs_0000016109
PAULUS,Kabeljaufilet,"€ 9,99","€ 12,99","1 kg = 14,28",in Portionen,Nein,Dieses Angebot findest du vom 26.03. bis 04.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-04,../images/kaufland/kaufland_offer_203.jpg,cat_tiefkuehl,,,ref_000247,obs_0000007045|obs_0000034935|obs_0000008573|obs_0000033887,obs_0000007045|obs_0000034935|obs_0000008573
EDUSCHO,Kaffee,"€ 13,99",,"pro Einheit = 13,99","Caffè Crema Kräftig oder Variation, ganze Bohnen",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_300.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,BLS-N410100,ref_000248,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517|obs_0000011952|obs_0000007172|obs_0000001036|obs_0000011792|obs_0000015886|obs_0000014364|obs_0000031774|obs_0000008737|obs_0000005168|obs_0000012378|obs_0000001674|obs_0000018585|obs_0000007356|obs_0000027842|obs_0000005362|obs_0000027412|obs_0000034615|obs_0000027964|obs_0000024390|obs_0000010059|obs_0000000848|obs_0000009608|obs_0000023971|obs_0000033702|obs_0000034731|obs_0000013262|obs_0000011764|obs_0000008231|obs_0000010210|obs_0000026632|obs_0000001035|obs_0000001037|obs_0000001038|obs_0000001039|obs_0000029713|obs_0000021523|obs_0000025137|obs_0000025139|obs_0000030782|obs_0000025157|obs_0000011344,obs_0000012856|obs_0000012375|obs_0000011954|obs_0000014593|obs_0000024909|obs_0000013724|obs_0000015279|obs_0000010719|obs_0000022517
BÄRENMARKE,Kakao oder Eiskaffee,"€ 1,69","€ 1,99","pro Einheit = 1,69","versch. Sorten, 1,8 % Fett",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_160.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000249,,
SUCHARD EXPRESS,Kakaohaltiges Getränkepulver,"€ 2,49","€ 3,19","1 kg = 6,23",mit Traubenzucker,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_304.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,,ref_000250,obs_0000015887|obs_0000014858|obs_0000009996|obs_0000009102|obs_0000013655|obs_0000015447|obs_0000009534,obs_0000015887
Keine Marke,Kalanchoe,"€ 2,22",,"pro Einheit = 2,22","versch. Farben, ohne Übertopf, Topf Ø 10,5 cm",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_068.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000251,obs_0000011402|obs_0000014827|obs_0000027150|obs_0000017724|obs_0000018750|obs_0000022062|obs_0000018385|obs_0000012650|obs_0000034920|obs_0000012747,obs_0000011402|obs_0000014827|obs_0000027150|obs_0000017724|obs_0000018750
BRÜNINGHOFF,Kalbsbraten vom Bug,"€ 15,90",,"pro Einheit = 15,90","für zarten, saftigen Braten-Genuss",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_101.jpg,"cat_fleisch_wurst,sub_rind",,,ref_000252,obs_0000015751,obs_0000015751
Keine Marke,Kalbsleber am Stück,"€ 15,90","€ 17,90","pro Einheit = 15,90",besonders mild und zart,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_139.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_rind,tag_ultra_processed,tag_whole_food",,,ref_000253,obs_0000013063|obs_0000021641|obs_0000009366|obs_0000001945|obs_0000014910|obs_0000011840|obs_0000024642|obs_0000023629|obs_0000025165|obs_0000010579|obs_0000012758|obs_0000020822|obs_0000013402|obs_0000001637|obs_0000001638|obs_0000015345|obs_0000001010|obs_0000029511|obs_0000005983|obs_0000028640|obs_0000030447,
K-CLASSIC,Kaliforn Pistazien,"€ 2,69","€ 3,49","1 kg = 10,76",geröstet und gesalzen,Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_615.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,,ref_000254,obs_0000010945|obs_0000011959|obs_0000004160|obs_0000000433|obs_0000004587|obs_0000005014|obs_0000001787,obs_0000010945|obs_0000009501|obs_0000011959|obs_0000009962
DENVER,Karoke-Mikrofon KMS-30,"€ 9,99",,"pro Einheit = 9,99",Lautsprecher 5 W (RMS) Bluetooth 5.0 Akkulaufzeit bis zu 6 h,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_435.jpg,cat_non_food,,,ref_000255,,
POM-BÄR,Kartoffelsnacks,"€ 1,11","€ 1,79","1 kg = 14,80",versch. Sorten,Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_048.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",,BLS-K280200,ref_000256,obs_0000011315|obs_0000012859,obs_0000011315|obs_0000012859
K-PURLAND,Kasseler Nacken mit Knochen vom Schwein,"€ 5,99",,"pro Einheit = 5,99","vom Schwein, mit Knochen, am Stück, goldgelb geräuchert",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_085.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich",,,ref_000257,obs_0000013269|obs_0000011838|obs_0000009034|obs_0000009262|obs_0000010358|obs_0000014481|obs_0000030873|obs_0000029560|obs_0000029661|obs_0000033902|obs_0000013781|obs_0000005806|obs_0000028670,obs_0000013269|obs_0000011838
PERFECT FIT,Katzen-Trockenfutter,"€ 2,99","€ 3,95","1 kg = 3,99",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_428.jpg,"cat_drogerie,tag_ultra_processed",,,ref_000258,obs_0000010188|obs_0000008326|obs_0000011181|obs_0000017733|obs_0000016499|obs_0000004998|obs_0000004144|obs_0000003134|obs_0000009685|obs_0000004571|obs_0000009206,obs_0000008326|obs_0000010789|obs_0000011181|obs_0000010188
LAUFFENER WEINGÄRTNER,Katzenbeißer Samtrot,"€ 3,99","€ 5,49","1 l = 5,32","Qualitätswein, Württemberg, samtig, weich, blumig, harmonisch, passt zu hellem und dunklem Fleisch",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_364.jpg,"cat_getraenke,tag_ultra_processed",,,ref_000259,,
WHISKAS oder SHEBA,Katzennahrung,"€ 13,99",,"1 kg = 3,43 - 5,15","Multipack, versch. Sorten",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_427.jpg,cat_drogerie,,,ref_000260,obs_0000033541|obs_0000034456|obs_0000013736|obs_0000015533|obs_0000027821|obs_0000014398|obs_0000008127|obs_0000026441|obs_0000012491|obs_0000015701|obs_0000014307|obs_0000030727|obs_0000032780|obs_0000026771|obs_0000028826|obs_0000013992|obs_0000034869|obs_0000028361|obs_0000028746|obs_0000034257|obs_0000029394|obs_0000007936|obs_0000005493|obs_0000006400|obs_0000028189|obs_0000033860|obs_0000032856|obs_0000032857|obs_0000005863|obs_0000033005|obs_0000028398|obs_0000033390|obs_0000006773|obs_0000031863|obs_0000030369|obs_0000032042|obs_0000005677|obs_0000007118|obs_0000030031|obs_0000007508|obs_0000031378|obs_0000032151|obs_0000032286|obs_0000029741|obs_0000032457|obs_0000034062|obs_0000032288|obs_0000008604,obs_0000033541|obs_0000034456|obs_0000013736|obs_0000015533|obs_0000027821|obs_0000014398|obs_0000008127|obs_0000026441|obs_0000012491|obs_0000015701|obs_0000014307
MAZOLA,Keimöl,"€ 3,49","€ 4,49","1 l = 4,66","100 % Reinheit, schonend gepresst",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_252.jpg,"cat_grundnahrung,diet_vegetarian,sub_tk_gemuese,tag_high_protein,tag_proteinreich,tag_ultra_processed",,BLS-Q260000,ref_000261,obs_0000026765|obs_0000016114|obs_0000008345|obs_0000012352|obs_0000014223|obs_0000030687,obs_0000026765|obs_0000016114|obs_0000008345|obs_0000030687|obs_0000012352
LEIBNIZ,Kekse,"€ 1,29",,"1 kg = 6,45 - 8,60","Butterkeks, Kakaokeks oder -30 % Zucker",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_328.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000262,obs_0000014620|obs_0000010735|obs_0000022146|obs_0000019080|obs_0000005001|obs_0000017163|obs_0000003219|obs_0000018069|obs_0000011559|obs_0000000426|obs_0000028975|obs_0000004147|obs_0000023735|obs_0000018652|obs_0000016477|obs_0000004574|obs_0000024159|obs_0000024684|obs_0000019439|obs_0000022518|obs_0000021253|obs_0000004871|obs_0000029322|obs_0000032012|obs_0000022159|obs_0000034191|obs_0000003218|obs_0000027167|obs_0000004017|obs_0000032695|obs_0000031299|obs_0000020434|obs_0000000340|obs_0000004444|obs_0000026085|obs_0000024201|obs_0000017833|obs_0000027087|obs_0000022994|obs_0000023780|obs_0000006383|obs_0000018799|obs_0000006038|obs_0000005844|obs_0000007284|obs_0000029008,obs_0000022146|obs_0000019080|obs_0000005001|obs_0000017163|obs_0000003219|obs_0000018069|obs_0000014620|obs_0000011559|obs_0000000426|obs_0000028975|obs_0000004147|obs_0000023735|obs_0000018652|obs_0000016477|obs_0000004574|obs_0000024159|obs_0000024684|obs_0000010735|obs_0000019439|obs_0000022518
PICK UP,Keksriegel,"€ 1,99","€ 3,79","1 kg = 14,22",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_323.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000263,obs_0000011557|obs_0000015047|obs_0000012690|obs_0000015903,obs_0000011557|obs_0000015047|obs_0000012690|obs_0000015903
RECKENDORFER,Keller-Bier,"€ 13,99","€ 15,99","1 l = 1,40","naturtrüb, unfiltriert (+ 3.10 Pfand)",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_392.jpg,cat_getraenke,,,ref_000264,obs_0000028805|obs_0000009359|obs_0000023315|obs_0000009768|obs_0000026797|obs_0000009403|obs_0000027326|obs_0000028602|obs_0000028492|obs_0000031827|obs_0000031616|obs_0000011996|obs_0000009190|obs_0000014056|obs_0000028288,
MÖNCHSHOF,Kellerbier oder Naturradler,"€ 13,99","€ 17,99","1 l = 1,40",Naturradler auch alkoholfrei (+ 4.50 Pfand),Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_657.jpg,cat_getraenke,,,ref_000265,obs_0000015500|obs_0000012183|obs_0000008727|obs_0000009135|obs_0000033832|obs_0000034296,obs_0000015500|obs_0000012183
PARKSIDE,Kettenschärfgerät PEKSG D4,"€ 19,99","€ 24,99","pro Einheit = 19,99","Für gängige Sägeketten mit 1/4-Zoll-Gliedern Auch für Gliedermaße 0,325 und 3/8 Zoll geeignet Einstellbare Kettenführungsschiene Individuell einstellbarer Schärfwinkel Einstellbarer Tiefenanschlag Automatische Schleifkopf-Rückstellung Überlastsicherung und Wiederanlaufschutz Motordrehzahl 5.000 min-1 Scheibendurchmesser max. 104 mm Scheibenstärke 3,2 mm Scheibenbohrung Ø 22 mm Robuster Sockel zur Werkbankmontage Anschlussleistung 85 W Inkl. Schleifscheibe 104 mm und 2 Schrauben 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_509.jpg,cat_non_food,,,ref_000266,,
DENVER,Kids-Smartwatch SWK-120,"€ 15,99","€ 59,95","pro Einheit = 15,99","Touch-Display (1,75 Zoll) Telefonfunktion über Bluetooth Tracking von versch. Sportarten und Schlaf Sensor für Herzfrequenz Anzeige von Smartphone-Benachrichtigungen Wasser- und staubdicht (Schutzklasse IP68) Akkulaufzeit bis zu 3 Tage",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_446.jpg,cat_non_food,,,ref_000267,,
KIDLAND,Kinder-Besen,"€ 1,99",,"pro Einheit = 1,99",Aus Holz und Kunststoff Größe ca. 81 cm Für Kinder ab 3 Jahren,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_473.jpg,"cat_non_food,sub_rind,tag_ultra_processed",,,ref_000268,obs_0000002373|obs_0000004506|obs_0000004933|obs_0000003367|obs_0000004079,
NEWCENTIAL,Kinder-Fahrradhandschuhe,"€ 3,99",,"pro Einheit = 3,99",Handrücken aus Polyamid und Elastan (CREORA™) Gepolsterte Handflächen aus Polyamid Daumen/Mesh-Handrücken aus Polyester Daumen mit saugfähigem Frottee Klettverschluss zur Weitenregulierung Ausziehhilfen an den Fingerspitzen Mit reflektierenden Deko-Elementen Größen 4 - 7 (ca. 6 - 14 Jahre),Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_553.jpg,"cat_non_food,tag_ultra_processed",,,ref_000269,,
KIDLAND,Kinder-Harke,"€ 1,99",,"pro Einheit = 1,99",Aus Holz und Metall Größe ca. 79 cm Für Kinder ab 3 Jahren,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_471.jpg,"cat_knabbern_naschen,sub_rind,tag_ultra_processed",,,ref_000270,,
DENVER,Kinder-Kamera KPC-1263,"€ 29,99",,"pro Einheit = 29,99","Für Foto- und Videoaufnahmen Versch. Rahmen, Filter, Fotoeffekte und 4 Spiele Integrierter Thermodrucker (s/w) LC-Display (2 Zoll) Mit microSD-Kartenslot Wiederaufladbar Inkl. 3 Rollen Thermopapier",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_453.jpg,"cat_non_food,tag_ultra_processed",,,ref_000271,,
TECHNAXX,Kinder-Kopfhörer BT-X73,"€ 9,99","€ 29,99","pro Einheit = 9,99","Mit LED-Beleuchtung Lautstärkebegrenzung auf 85 dB Faltbar Telefonfunktion Eingänge Bluetooth 6.0, AUX, microSD Akkulaufzeit bis zu 15 h",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_436.jpg,"cat_non_food,tag_ultra_processed",,,ref_000272,,
KIDLAND,Kinder-Rechen,"€ 1,99",,"pro Einheit = 1,99",Aus Holz und Metall Größe ca. 93 cm Für Kinder ab 3 Jahren,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_470.jpg,"cat_knabbern_naschen,sub_rind,tag_ultra_processed",,,ref_000273,,
HAPPY SHORTS,Kinder-Retroshorts,"€ 4,99","€ 14,99","pro Einheit = 4,99",Aus Baumwolle und Elastan Versch. Farben und Motive Größen 122/128 - 158/164,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_490.jpg,"cat_non_food,tag_ultra_processed",,,ref_000274,obs_0000013012|obs_0000010177,obs_0000013012|obs_0000010177
KIDLAND,Kinder-Schaufel,"€ 1,99",,"pro Einheit = 1,99",Aus Holz und Metall Größe ca. 92 cm Für Kinder ab 3 Jahren,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_465.jpg,"cat_non_food,tag_ultra_processed",,,ref_000275,,
KIDLAND,Kinder-Spaten,"€ 1,99",,"pro Einheit = 1,99",Aus Holz und Metall Größe ca. 93 cm Für Kinder ab 3 Jahren,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_468.jpg,"cat_non_food,sub_rind",,,ref_000276,,
Keine Marke,Kinderfahrrad 14 Zoll PAW Patrol - Skye,"€ 119,00","€ 149,00","pro Einheit = 119,00","Mit stabilen Stahlrahmen Laufradgröße 14 Zoll Felgenbremsen hinten und vorn Mit Schutzblechen und Kettenschutz Rutschfeste Griffe und Klingel Abnehmbare Stützräder Inkl. Puppensitz und Körbchen Für Kinder ab 3,5 Jahren (100 bis 115 cm)",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_551.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000277,,
Keine Marke,Kinderfahrrad 14 Zoll PAW Patrol,"€ 119,00","€ 149,00","pro Einheit = 119,00","Mit stabilen Stahlrahmen Laufradgröße 14 Zoll Reifen mit Stollenprofil für festen Grip Felgenbremsen hinten und vorn Mit Schutzblechen und Kettenschutz Rutschfeste Griffe und Klingel Abnehmbare Stützräder Inkl. Trinkflasche Für Kinder ab 3,5 Jahren (100 bis 115 cm)",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_550.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed,tag_whole_food",,,ref_000278,,
NESTL,KitKat Lion oder Smarties Mini,"€ 2,49","€ 4,79","1 kg = 10,65 - 13,32",Mini,Nein,Dieses Angebot findest du vom 30.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-30,2026-04-01,../images/kaufland/kaufland_offer_010.jpg,"cat_knabbern_naschen,tag_ultra_processed",,,ref_000279,obs_0000012395|obs_0000028765|obs_0000006379|obs_0000012665|obs_0000016824|obs_0000017118|obs_0000019413|obs_0000012328|obs_0000010932|obs_0000015030|obs_0000011381|obs_0000017530|obs_0000026024|obs_0000013891|obs_0000018128|obs_0000016128|obs_0000016216,obs_0000012395
LIVIO,Klassik-Pflanzenöl,"€ 2,99","€ 3,79","1 l = 3,99",reich an Vitamin E,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_251.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian",,,ref_000280,,
KIDLAND,Kletterseil,"€ 6,99",,"pro Einheit = 6,99","Griffiges, extra starkes Seil Mit profilierten Aufstiegshilfen Länge ca. 210 cm Solider Aufhängering aus Stahl Belastbarkeit max. 60 kg Nur für den Hausgebrauch im Außenbereich Für Kinder ab 3 Jahren 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_467.jpg,"cat_non_food,sub_milchprodukte",,,ref_000281,,
HENGLEIN,Kloßteig,"€ 1,99",,"1 kg = 2,66","Thüringer Art oder Fränkischer Kloßteig, ergibt 4 - 6 Klöße",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_206.jpg,"cat_grundnahrung,diet_vegetarian,sub_kartoffeln",,,ref_000282,obs_0000009764|obs_0000014518|obs_0000007385|obs_0000032467,obs_0000009764|obs_0000014518
WIESBAUER,Knacker geschnitten,"€ 1,39",,"1 kg = 13,90",österr. Fleischwurst aus Rind- und Schweinefleisch,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_108.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,,ref_000283,obs_0000019635|obs_0000007224|obs_0000022621|obs_0000025060,
VARTA,Knopfzellen CR 2025,"€ 2,99","€ 14,99","pro Einheit = 2,99",,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_439.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000284,obs_0000015983|obs_0000003202|obs_0000019097|obs_0000003751|obs_0000004792|obs_0000025284|obs_0000004365|obs_0000000291|obs_0000003938,obs_0000010793|obs_0000010796|obs_0000015983|obs_0000015984|obs_0000015128|obs_0000015136|obs_0000009117
VARTA,Knopfzellen CR2032,"€ 2,99","€ 14,99","pro Einheit = 2,99",,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_438.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed",,,ref_000285,obs_0000009117|obs_0000015984|obs_0000015128|obs_0000010793|obs_0000003202|obs_0000004365|obs_0000019097|obs_0000000291|obs_0000003751|obs_0000004792|obs_0000025284|obs_0000003938,obs_0000015128|obs_0000009117|obs_0000015136|obs_0000010793|obs_0000010796|obs_0000015983|obs_0000015984
KUCHENMEISTER,Koala,"€ 1,19","€ 1,59","1 kg = 15,87",kleine Kekse mit Kakao- oder Milchcreme gefüllt,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_330.jpg,"cat_knabbern_naschen,tag_ultra_processed",,BLS-G105100,ref_000286,,
Keine Marke,Kolumb guatem Avocado lose,"€ 0,99","€ 1,49","pro Einheit = 0,99",Kl. I,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_082.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food",,,ref_000287,obs_0000012255|obs_0000014440|obs_0000011409|obs_0000012744|obs_0000025778|obs_0000024863|obs_0000029201|obs_0000008728|obs_0000000058|obs_0000020117|obs_0000000694|obs_0000027854|obs_0000034516|obs_0000014073|obs_0000017166|obs_0000001305|obs_0000034105|obs_0000018748|obs_0000030562|obs_0000027541|obs_0000029123|obs_0000020936,obs_0000012255
DOVGAN,Kondensmilch,"€ 2,00","€ 2,98","1 kg = 2,71","gezuckert, 8,5 % Fett",Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_232.jpg,"cat_grundnahrung,diet_vegetarian,sub_milchprodukte",,BLS-M182500,ref_000288,obs_0000008676|obs_0000003585|obs_0000021516|obs_0000017037|obs_0000017189|obs_0000001734|obs_0000001735|obs_0000001736|obs_0000025429|obs_0000017111|obs_0000020697|obs_0000026696|obs_0000026730|obs_0000018316|obs_0000018712|obs_0000009258|obs_0000019889|obs_0000017740|obs_0000034024|obs_0000009726,obs_0000003585|obs_0000021516|obs_0000017037|obs_0000017189|obs_0000001734|obs_0000001735|obs_0000001736|obs_0000025429|obs_0000017111|obs_0000020697|obs_0000008676
LANDLIEBE,Konfitüre oder Fruchtcreme,"€ 1,49","€ 2,49","1 kg = 7,45",versch. Sorten,Nein,Dieses Angebot findest du vom 26.03. bis 01.04. in deiner Kaufland-Filiale.,2026-03-26,2026-04-01,../images/kaufland/kaufland_offer_283.jpg,"cat_grundnahrung,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,,ref_000289,obs_0000012211|obs_0000026193|obs_0000008202|obs_0000000136|obs_0000013749|obs_0000014805|obs_0000016124,obs_0000012211
