Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Cupper Tee,Keine Marke,"€ 1,99",,"1 kg = 66,33","versch. Sorten, je 30-g-Pckg",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_135.jpg,bamberg
Harry Rosinen-Stuten,Keine Marke,"€ 2,29",,"1 kg = 5,73","geschnitten, je 400-g-Pckg",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_136.jpg,bamberg
Bihophar Wabenquell,Keine Marke,"€ 3,99",,"1 kg = 7,98","Gebirgs-Blüten-Honig, je 500-g-Glas",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_137.jpg,bamberg
Muffin,Keine Marke,"€ 1,39",,Kein Mengenpreis,"versch. Sorten, je St",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_138.jpg,bamberg
Mango,Keine Marke,"€ 0,88",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je St",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_127.jpg,bamberg
Nimm 2 Lachgummi,Keine Marke,"€ 0,99",,"1 kg = 3,96","versch. Sorten, je 250-g-Btl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_169.jpg,bamberg
Pepsi,Keine Marke,"€ 0,99",,"1 l = 0,79","versch. Sorten, koffeinhaltig, je 1,25-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_170.jpg,bamberg
Rockstar Energy Drink,Keine Marke,"€ 0,99",,"1 l = 1,98","versch. Sorten, koffeinhaltig, je 0,5-l-Dose, zzgl. 0,25 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_171.jpg,bamberg
VIVESS Textilkorb,Keine Marke,"€ 3,99",,Kein Mengenpreis,"Größe S Ø ca. 20 cm 3,99 Größe M Ø ca. 30 cm 5,99 Größe L Ø ca. 45 cm 9,99, St",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_201.jpg,bamberg
VIVESS Haar- und Bodytrimmer,Keine Marke,"€ 9,99",,Kein Mengenpreis,"flexible Doppelklingen aus Edelstahl mit Soft-Touch-Griff Ladestandsanzeige mit 3 Aufsätzen inkl. Reinigungsbürste, Aufbewahrungstasche und Ladekabel ca. 5 W, je St",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_202.jpg,bamberg
SEG Mikrowelle MW2522,Keine Marke,"€ 39,99",,Kein Mengenpreis,je St,Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_203.jpg,bamberg
Zewa Wisch Weg Original,Keine Marke,"€ 2,49",,Kein Mengenpreis,je 4 x 45-Blatt-Pckg,Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_204.jpg,bamberg
Weißer Riese Universalwaschmittel Pulver,Keine Marke,"€ 11,99",,"1 WL = 0,13",je 90-WL-Pckg,Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_205.jpg,bamberg
Lenor Waschmittel,Keine Marke,"€ 4,49",,"1 WL = 0,22","Aprilfrisch, je 20-WL-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_206.jpg,bamberg
Softlan Weichspüler Ultra,Keine Marke,"€ 1,29",,Kein Mengenpreis,"versch. Sorten, je 1-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_207.jpg,bamberg
Nivea Pflegedusche oder Duschgel,Keine Marke,"€ 1,79",,"1 l = 7,16","versch. Sorten, je 250-ml-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_208.jpg,bamberg
L Or al Men Expert Deo Roll-On,Keine Marke,"€ 1,99",,"1 l = 39,80","Carbon Protect, je 50-ml-Roller",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_209.jpg,bamberg
Cottonelle Feuchtes Toilettenpapier,Keine Marke,"€ 1,19",,Kein Mengenpreis,"versch. Sorten, je 42-St.-Pckg",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_210.jpg,bamberg
L Or al Men Expert Duschgel,Keine Marke,"€ 1,59",,"1 l = 6,36","versch. Sorten, je 250-ml-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_211.jpg,bamberg
VIVESS Badteppich,Keine Marke,"€ 7,99",,Kein Mengenpreis,"100% Polyester ca. 50 x 80 cm 7,99 ca. 60 x 100 cm 9,99 mit Antirutsch-Latex-Rückseite, St",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_200.jpg,bamberg
Spee Colorwaschmittel Gel,Keine Marke,"€ 11,99",,"1 WL = 0,12",je 100-WL-Fl,Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_212.jpg,bamberg
L Or al Men Expert Deospray,Keine Marke,"€ 1,99",,"1 l = 13,27","Barber Club, je 150-ml-Dose",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_214.jpg,bamberg
Lenor All in 1 Pods,Keine Marke,"€ 4,49",,"1 WL = 0,30",je 15-WL-Pckg,Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_215.jpg,bamberg
Gourmet Gold oder Perle Katzennahrung,Keine Marke,"€ 0,49",,"1 kg = 5,76","versch. Sorten, je 85-g-Btl./Dose",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_216.jpg,bamberg
Felix Knabbermix,Keine Marke,"€ 0,89",,"1 kg = 14,83","versch. Sorten, je 60-g-Btl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_217.jpg,bamberg
Maui Damen und Herren Badepantoletten,Keine Marke,"€ 12,99",,Kein Mengenpreis,"Größen: 36/37-44/45 navy, berry oder schwarz, je Paar",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_218.jpg,bamberg
Simba Glibbi Badespaß,Keine Marke,"€ 2,99",,Kein Mengenpreis,"Dino Surprise 2,99 Care Bears Surprise 3,99 Badepinsel 8,99 versch. Artikel, Pckg",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_219.jpg,bamberg
Azalee,Keine Marke,"€ 3,49",,Kein Mengenpreis,"versch. Farben, je Topf",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_220.jpg,bamberg
Blumenstrauß Balance,Keine Marke,"€ 5,99",,Kein Mengenpreis,"versch. Zusammen­stellungen, mit Floralife Schnitt­blumen­nahrung, je Bund",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_221.jpg,bamberg
Narzisse Tete-a-Tete,Keine Marke,"€ 0,69",,Kein Mengenpreis,"der Frühjahrs­klassiker für Beet und Balkon, je Topf",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_222.jpg,bamberg
Primel oder Hyazinthe,Keine Marke,"€ 1,00",,Kein Mengenpreis,je Topf,Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_223.jpg,bamberg
Tulpen,Keine Marke,"€ 1,99",,Kein Mengenpreis,"versch. Farben, je Bund",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_224.jpg,bamberg
Zewa Toilettenpapier,Keine Marke,"€ 3,99",,Kein Mengenpreis,"Ultra Soft, 4-lagig, je 8 x 150-Blatt-Pckg",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_213.jpg,bamberg
Damen Haarturban,Keine Marke,"€ 3,99",,Kein Mengenpreis,"100% Polyester ca. 67 x 24 cm besonders saugfähig und haarschonend mit praktischem Verschlussknopf für optimalen Halt, je St",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_199.jpg,bamberg
Frottierserie,Keine Marke,"€ 4,99",,Kein Mengenpreis,"100% Baumwolle Gästehandtuch 4er-Pack ca. 30 x 50 cm 4,99 Handtuch 4er-Pack ca. 50 x 100 cm 9,99 Duschtuch 2er-Pack ca. 70 x 140 cm 9,99 besonders weich, flauschig und saugfähig, Pckg",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_198.jpg,bamberg
Damen oder Herren Bademantel,Keine Marke,"€ 12,99",,Kein Mengenpreis,"100% Polyester Damen: S-L Herren: M-XL kuschelig weich mit Schalkragen, Bindegürtel und 2 Taschen, je St",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_197.jpg,bamberg
Fuze Tea,Keine Marke,"€ 1,29",,"1 l = 1,03","versch. Sorten, je 1,25-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_172.jpg,bamberg
Bad Brückenauer Mineralwasser,Keine Marke,"€ 5,99",,"1 l = 0,50","versch. Sorten, je 12 x 1-l-Fl.-Kasten, zzgl. 3,30 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_173.jpg,bamberg
Granini Trinkgenuss,Keine Marke,"€ 1,69",,Kein Mengenpreis,"versch. Sorten, je 1-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_174.jpg,bamberg
Granini Selection,Keine Marke,"€ 1,69",,"1 l = 2,25","versch. Sorten, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_175.jpg,bamberg
Hella Near Water,Keine Marke,"€ 0,59",,"1 l = 0,79","versch. Sorten, je 0,75-l-Fl, zzgl. 0,25 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_176.jpg,bamberg
Franziskaner Weissbier,Keine Marke,"€ 13,99",,"1 l = 1,40","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_177.jpg,bamberg
Kulmbacher Edelherb,Keine Marke,"€ 10,99",,"1 l = 1,10","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_178.jpg,bamberg
Allgäuer Büble Edelbräu,Keine Marke,"€ 14,99",,"1 l = 1,50","je 20 x 0,5-l-Fl.-Kasten, zzgl. 4,50 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_179.jpg,bamberg
Heineken Premium Beer oder alkoholfrei 0 0,Keine Marke,"€ 4,99",,"1 l = 2,52","versch. Sorten, je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_180.jpg,bamberg
Tyskie Pils,Keine Marke,"€ 13,99",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_181.jpg,bamberg
Veltins Pilsener,Keine Marke,"€ 11,99",,"1 l = 1,20","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_182.jpg,bamberg
Peroni Nastro Azzurro 0 0,Keine Marke,"€ 4,99",,"1 l = 2,52","je 6 x 0,33-l-Fl.-Sixpack, zzgl. 0,48 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_183.jpg,bamberg
Tucher Urbräu Hell oder Pils,Keine Marke,"€ 11,99",,"1 l = 1,20","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_184.jpg,bamberg
Rotkäppchen Sekt oder Fruchtsecco,Keine Marke,"€ 3,29",,"1 l = 4,39","versch. Sorten, je 0,75-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_185.jpg,bamberg
Fürst von Metternich Sekt,Keine Marke,"€ 5,99",,"1 l = 7,98","je 0,75-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_186.jpg,bamberg
Mederano de Freixenet oder Freixenet Mia Wein,Keine Marke,"€ 2,99",,"1 l = 3,99","versch. Sorten, halbtrocken, je 0,75-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_187.jpg,bamberg
Ramazzotti Amaro,Keine Marke,"€ 10,99",,"1 l = 15,70","30% Vol. oder Aperitivo Arancia alkoholfrei, je 0,7-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_188.jpg,bamberg
Gordons oder Captain Morgan Spiced Gold,Keine Marke,"€ 9,99",,"1 l = 14,27","Alkoholfrei, je 0,7-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_189.jpg,bamberg
Jim Beam Kentuckey Straight Bourbon Whiskey,Keine Marke,"€ 10,99",,"1 l = 15,70","40% Vol., je 0,7-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_190.jpg,bamberg
Blanchet Blanc de Blancs Vin de France,Keine Marke,"€ 2,99",,"1 l = 3,99","trocken, je 0,75-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_191.jpg,bamberg
Johnnie Walker Black Label oder Black Ruby Blended Scotch Whisky,Keine Marke,"€ 19,99",,"1 l = 28,56","40% Vol., je 0,7-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_192.jpg,bamberg
Martini Bianco Wermut,Keine Marke,"€ 7,99",,"1 l = 10,65","14,5% Vol. oder Vibrante alkoholfrei, je 0,75-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_193.jpg,bamberg
Zoladkowa Vodka de Luxe,Keine Marke,"€ 7,99",,"1 l = 11,41","37,5% Vol., je 0,7-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_194.jpg,bamberg
Erben Weine Qualitätswein,Keine Marke,"€ 3,49",,"1 l = 4,65","halbtrocken, je 0,75-l-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_195.jpg,bamberg
Fairy Geschirrspülmittel,Keine Marke,"€ 1,39",,"1 l = 3,09","versch. Sorten, je 450-ml-Fl",Nein,2026-01-19 bis 2026-01-25,2026-01-19,2026-01-25,images_rewe/bamberg_offer_196.jpg,bamberg
