Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Bio-Mineralwasser,Vilsa,"€ 8,88",,"1 l = 0,53 €",,Nein,,,,images_tegut/tegut_offer_001.jpg
Classic Küchenmaschine,KitchenAid,"€ 1,49",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_002.jpg
Bio-Brotaufstrich,Tartex,"€ 1,99",,"1 kg = 14,74/14,21 €",,Nein,,,,images_tegut/tegut_offer_003.jpg
Valentinsstrauß,Valentinsstrauß,"€ 14,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_004.jpg
Bio-Weideglück,Bioland,"€ 0,99",,"1,79 €",,Nein,,,,images_tegut/tegut_offer_005.jpg
Bio-Laugenbrezel,Herzberger,"€ 1,99",,"1 kg = 7,54 €",,Nein,,,,images_tegut/tegut_offer_006.jpg
Schümli Crema,Chicco D oro,"€ 14,99",,"18,99 €",,Nein,,,,images_tegut/tegut_offer_007.jpg
Rinderroulade,Rinderroulade,"€ 1,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_008.jpg
Lachsfilet,Lachsfilet,"€ 2,99",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_009.jpg
Obazda,Alpenhain,"€ 1,49",,"2,29 €",,Nein,,,,images_tegut/tegut_offer_010.jpg
Allgäuer Bergkäse,Herz,"€ 1,49",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_011.jpg
Speck Hauchfein,Handl Tyrol,"€ 2,49",,"3,99 €",,Nein,,,,images_tegut/tegut_offer_012.jpg
3 Original Riesen-Germknödel,Toni Kaiser,"€ 3,33",,"4,49 €",,Nein,,,,images_tegut/tegut_offer_013.jpg
Suppe,Inzersdorfer,"€ 2,49",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_014.jpg
Pinot Grigio,Mezzacorona,"€ 4,44",,"1 l = 5,92 €",,Nein,,,,images_tegut/tegut_offer_015.jpg
Schweinekrustenbraten,LandPrimus,"€ 0,79",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_016.jpg
Appenzeller,Appenzeller,"€ 2,49",,"2,99 €",,Nein,,,,images_tegut/tegut_offer_017.jpg
Bio-Reibekäse,Alnatura,"€ 2,22",,"1 kg = 14,80 €",,Nein,,,,images_tegut/tegut_offer_018.jpg
Goldbräu,Stiegl,"€ 0,89",,"1,09 €",,Nein,,,,images_tegut/tegut_offer_019.jpg
Apfel- oder Pflaumen-Kuchen oder Wiener Apfelstrudel,tegut,"€ 3,33",,"1 kg = 5,84/8,88 €",,Nein,,,,images_tegut/tegut_offer_020.jpg
Fruchtaufstrich Feige,Zuegg,"€ 2,49",,"1 kg = 7,55/7,78",,Nein,,,,images_tegut/tegut_offer_021.jpg
Gourmet Haxe,Recla,"€ 5,99",,"7,99 €",,Nein,,,,images_tegut/tegut_offer_022.jpg
Williams,Pircher,"€ 14,99",,"19,49 €",,Nein,,,,images_tegut/tegut_offer_023.jpg
Original Vinschgauer,Preiss,"€ 2,22",,"2,79 €",,Nein,,,,images_tegut/tegut_offer_024.jpg
NaturRadler,Gösser,"€ 14,99",,"21,49 €",,Nein,,,,images_tegut/tegut_offer_025.jpg
Bio-Eierspätzle,tegut,"€ 1,99",,"1 kg = 6,63 €",,Nein,,,,images_tegut/tegut_offer_026.jpg
Backerbsen,Leimer,"€ 0,99",,"1 kg = 4,95",,Nein,,,,images_tegut/tegut_offer_027.jpg
süßer Hausmachersenf,Händlmaier,"€ 1,49",,"1,99 €",,Nein,,,,images_tegut/tegut_offer_028.jpg
Gebäck,Manner,"€ 2,99",,"4,29 €",,Nein,,,,images_tegut/tegut_offer_029.jpg
Rotkäppchen,Rotkäppchen,"€ 4,99",,"6,49 €",,Nein,,,,images_tegut/tegut_offer_030.jpg
Thüringer Pflaumenmus,Mühlhäuser,"€ 1,49",,"2,29 €",,Nein,,,,images_tegut/tegut_offer_031.jpg
Landkäse Scheiben,Landliebe,"€ 1,59",,"2,59 €",,Nein,,,,images_tegut/tegut_offer_032.jpg
Bio-Gold Kiwis,tegut,"€ 1,00",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_033.jpg
Pudding,Mövenpick,"€ 0,69",,"1 kg = 4,60 €",,Nein,,,,images_tegut/tegut_offer_034.jpg
Bio-Putenschnitzel,Bio-Putenschnitzel,"€ 8,99",,"1 kg = 29,97 €",,Nein,,,,images_tegut/tegut_offer_035.jpg
Bio-Champignons braun,Naturland tegut,"€ 1,99",,"1 kg = 7,96 €",,Nein,,,,images_tegut/tegut_offer_036.jpg
Bio-Paprika spitz,Bio-Paprika spitz,"€ 1,99",,"1 kg = 11,06 €",,Nein,,,,images_tegut/tegut_offer_037.jpg
Mini-Datteltomaten,tegut,"€ 1,99",,"1 kg = 7,96 €",,Nein,,,,images_tegut/tegut_offer_038.jpg
Bio-Feldsalat,demeter tegut,"€ 1,99",,"1 kg = 15,92 €",,Nein,,,,images_tegut/tegut_offer_039.jpg
Lauch,Lauch,"€ 0,49",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_040.jpg
Speisekartoffeln,tegut,"€ 1,49",,"1 kg = 0,75 €",,Nein,,,,images_tegut/tegut_offer_041.jpg
Wilder Brokkoli Bimi,Wilder Brokkoli Bimi,"€ 2,99",,1 kg = 14.95,,Nein,,,,images_tegut/tegut_offer_042.jpg
tegut Bio-Äpfel,demeter,"€ 1,99",,"1 kg = 3,06 €",,Nein,,,,images_tegut/tegut_offer_043.jpg
Götterfrucht Orangen,Götterfrucht Orangen,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_044.jpg
Bio-Limetten,Bio-Limetten,"€ 0,49",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_045.jpg
Alpenveilchen in Dekomanschette mit Herzstecker,Alpenveilchen in Dekomanschette mit Herzstecker,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_tegut/tegut_offer_046.jpg
Clementinen,tegut,"€ 1,99",,1 kg = 2.65,,Nein,,,,images_tegut/tegut_offer_047.jpg
Bio-Heidelbeeren,Bio-Heidelbeeren,"€ 3,99",,"1 kg = 13,30 €",,Nein,,,,images_tegut/tegut_offer_048.jpg
Weintrauben hell kernlos,Weintrauben hell kernlos,"€ 1,49",,"1 kg = 2,98 €",,Nein,,,,images_tegut/tegut_offer_049.jpg
