Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Bananen,Chiquita,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / kg -",1 kg Costa Rica / Ecuador,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kentuckey Straight Bourbon Whiskey,Jim Beam,"€ 15,99",Kein vorheriger Preis,"€ 22,84 / l -","HINWEIS: MIT NETTO APP 10.99 € Jim Beam 0,7 Liter versch. Sorten, 32,5 – 40% Vol.",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Ofenkäse,Rougette,"€ 3,99",Kein vorheriger Preis,"€ 12,47 / kg -",HINWEIS: MIT NETTO APP 3.79€ 320 g versch. Sorten,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Frühstücksknacker,Schildauer,"€ 2,49",Kein vorheriger Preis,"€ 9,96 / kg -","250 g, mit feiner Rauchnote",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Almighurt Joghurt,Ehrmann,"€ 0,44",Kein vorheriger Preis,"€ 2,93 / kg -","150 g gekühlt, versch. Sorten",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Alpenveilchen,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -","je Topf ca. 20 cm hoch, versch. Farben Ø = 10,5 cm",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bauernschinken,Moser Speckworld,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -",oder Bratenschinken 100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Unsere originale Nudelsauce Bolognaise,Bernbacher,"€ 1,39",Kein vorheriger Preis,"€ 8,18 / l -",170 ml,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mini-Orchideen,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -","je Topf ca. 15 cm hoch, versch. Farben Ø = 6 cm",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Möhren,Keine Marke,"€ 0,79",Kein vorheriger Preis,"€ 0,79 / kg -","1 kg Beutel Deutschland, Kl. ll",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Energy Drink Energy4Life Sternfrucht,Booster,"€ 17,99",Kein vorheriger Preis,"€ 1,50 / l -","HINWEIS: NUR ONLINE VERFÜGBAR 24 x 0,5 Liter Dose",Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Champignons,Marktliebe,"€ 1,69",Kein vorheriger Preis,"€ 4,22 / kg -","braun 400 g Schale Polen, Kl. I",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Preßsack,Thalheimer Bauernwurst,"€ 1,29",Kein vorheriger Preis,"€ 8,60 / kg -","versch. Sorten, 150 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Steirischer Bergkäse,OM,"€ 2,99",Kein vorheriger Preis,"€ 11,96 / kg -",Stück 250 g gekühlt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio-Joghurt & Knuspermüsli,BioBio,"€ 0,95",Kein vorheriger Preis,"€ 6,33 / kg -","HINWEIS: MIT NETTO APP 0.85 € gekühlt, versch. Sorten 150 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Vollraumkühlschrank KH KS242E,PKM,"€ 319,99",Kein vorheriger Preis,"€ 319,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Mülltonnenbox Arel,Juskys,"€ 349,99",Kein vorheriger Preis,"€ 349,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Dunstabzugshaube,PKM,"€ 94,99",Kein vorheriger Preis,"€ 94,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Sprizz Aperativo,Itarol,"€ 1,00",Kein vorheriger Preis,"€ 4,00 / l -","0,25 l 10% Vol., versch. Sorten zzgl. Pfand 0.25",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Unser Buttermilch-Dessert Heidelbeere,Sachsenmilch,"€ 0,59",Kein vorheriger Preis,"€ 2,95 / kg -","200 g, gekühlt, versch. Sorten",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Orangen-Reiniger,easy! MAXX,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / l -",Details im Prospekt 2 x 500 ml,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Doppelkeks,Biscoteria,"€ 28,99",Kein vorheriger Preis,"€ 2,90 / kg -",HINWEIS: NUR ONLINE VERFÜGBAR 20 x 500 g,Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Tür- und Fensterstopper,Vlippy,"€ 9,99",Kein vorheriger Preis,"€ 5,00 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Streufutter,Bird's Garden,"€ 1,79",Kein vorheriger Preis,"€ 1,79 / kg -",1 kg,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio-Prinzess Brezel,Huober Brezel,"€ 13,99",Kein vorheriger Preis,"€ 9,33 / kg -",HINWEIS: NUR ONLINE VERFÜGBAR 12 x 125 g,Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Nutella Nuss-Nugat Creme,Ferrero,"€ 3,79",Kein vorheriger Preis,"€ 5,05 / kg -",750 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio Zitronensaft,BioBio,"€ 1,49",Kein vorheriger Preis,"€ 7,45 / l -","0,2 Liter",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Hundenahrung,Pablo,"€ 12,00",Kein vorheriger Preis,"€ 2,00 / kg -","versch. Sorten, 20 x 300 g Einzelpreis: 0.69",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fleischwurst,Herta,"€ 2,99",Kein vorheriger Preis,"€ 5,98 / kg -",500 g mit Buchenholz geräuchert,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Spülmittel,Fit,"€ 1,29",Kein vorheriger Preis,"€ 2,58 / l -",versch. Sorten 500 ml,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Metall-Mülltonnenbox,Keine Marke,"€ 279,99",Kein vorheriger Preis,"€ 279,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Vegan Original Goldsaft,Grafschafter Krautfabrik,"€ 1,39",Kein vorheriger Preis,"€ 3,09 / kg -","Zuckerrüben-Sirup, Brotaufstrich, 450 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Winter Trio Cracker,Santa Claus in Town,"€ 0,79",Kein vorheriger Preis,"€ 5,27 / kg -",150 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kissenbox,Keine Marke,"€ 179,99",Kein vorheriger Preis,"€ 179,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Stollen,Santa Claus in Town,"€ 1,69",Kein vorheriger Preis,"€ 8,45 / kg -",versch. Sorten 200 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Pizza Margherita,Netto Backstube,"€ 0,79",Kein vorheriger Preis,"€ 0,79 / Stk -",Stück,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Vita Nova Brot,Netto Backstube,"€ 1,99",Kein vorheriger Preis,"€ 3,98 / kg -",Sauerteigbrot mit Apfelmus und Möhrenraspeln 500 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Silikon-Backform,Gourmetmaxx,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Autodachzelt Lago,Juskys,"€ 699,00",Kein vorheriger Preis,"€ 699,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Massagesessel Naxos,Juskys,"€ 599,00",Kein vorheriger Preis,"€ 599,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Jamaica Rumkugeln,Santa Claus in Town,"€ 0,99",Kein vorheriger Preis,"€ 4,95 / kg -","mit echtem JamaicaRum, enthält Alkohol 200 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Isolierbecher Quencher H 2.0,Stanley,"€ 39,99",Kein vorheriger Preis,"€ 39,90 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio-Dinkelzwieback,BioBio,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",200 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Edelnuss-Sortiment,Santa Claus in Town,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / kg -",versch. Sorten 200 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Primitivo,Doppio Passo,"€ 4,99",Kein vorheriger Preis,"€ 6,65 / l -","0,75 l versch. Sorten",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bunte Sahne-Platte,Coppenrath & Wiese,"€ 7,99",Kein vorheriger Preis,"€ 10,24 / kg -","oder Festtagstorte 780 g – 1,5 kg tiefgekühlt, versch. Sorten",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Profi-Alugusspfannen,Ceraflon,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -","ab, Details im Prospekt – Preis variiert je nach Größe und Variante",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mini Pizza,Mondo Italiano,"€ 2,49",Kein vorheriger Preis,"€ 6,92 / kg -","tiefgekühlt, versch. Sorten 360 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Trauben,MarktTag,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / kg -","hell 500 g Italien/Spanien, Kl. I, kernlos",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio Dinkel Teigwaren,BioBio,"€ 1,45",Kein vorheriger Preis,"€ 2,90 / kg -",versch. Sorten 500 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio Kartoffelpüree,BioBio,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / l -",ergibt 2 x 500 ml,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Käsescheiben,Bergader,"€ 1,49",Kein vorheriger Preis,"€ 9,93 / kg -","125 – 150 g gekühlt, versch. Sorten",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Heidelbeeren,Keine Marke,"€ 1,79",Kein vorheriger Preis,"€ 14,32 / kg -","125 g Schale Argentinien/Peru, Kl. I",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio-Eier,BioBio,"€ 2,99",Kein vorheriger Preis,"€ 0,50 / Stk -",6 Stück,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rote Bete in Scheiben,Kühne,"€ 1,11",Kein vorheriger Preis,"€ 5,05 / kg -",220 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Original,Sallos,"€ 0,99",Kein vorheriger Preis,"€ 6,60 / kg -",150 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Getränkesirup,Sodastream,"€ 3,99",Kein vorheriger Preis,"€ 9,07 / l -","HINWEIS: MIT NETTO APP 2.99 € mit und ohne Zucker, versch. Sorten 0,44 Liter pfandfrei",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kiwi Gold,Zespri,"€ 0,55",Kein vorheriger Preis,"€ 0,55 / Stk -","Stück Neuseeland, Kl. I",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Soba Cup,Nissin,"€ 1,79",Kein vorheriger Preis,"€ 19,89 / kg -",HINWEIS: MIT NETTO APP € 1.29 90 g - 92 g versch. Sorten,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Gefrierschrank,PKM,"€ 284,99",Kein vorheriger Preis,"€ 284,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
1-2-3 Frites Original,McCain,"€ 2,99",Kein vorheriger Preis,"€ 1,99 / kg -","1,5 kg tiefgekühlt",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Chrysantheme,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / Stk -","je Topf ca. 25 cm hoch, versch. Farben Ø = 12 cm",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Doppel-Sandwich,Take Away,"€ 1,99",Kein vorheriger Preis,"€ 10,76 / kg -","HINWEIS: MIT NETTO APP 1.69€ gekühlt, versch. Sorten, 160 – 185 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Flamingoblume Anthurie,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -","je Topf Anthurie, ca. 40 cm hoch, versch. Farben Ø = 12 cm",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Brust vom Irischen Weiderind,Keine Marke,"€ 1,19",Kein vorheriger Preis,"€ 11,90 / kg -","ohne Knochen, mindestens 180 Tage Weidehaltung, vakuumverpackt, ca. 1 kg pro 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Äpfel,Keine Marke,"€ 2,22",Kein vorheriger Preis,"€ 1,11 / kg -","2 kg Beutel Deutschland, Kl. II",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kohlrabi,Heimat,"€ 0,49",Kein vorheriger Preis,"€ 0,49 / Stk -","Stück Deutschland, Kl. I",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Doppelheißluftfritteuse,Star-Q,"€ 89,99",Kein vorheriger Preis,"€ 89,99 / Stk -","Leistung: ca. 3.000 Watt, mit Cool-Touch-Griff, 2 Körbe unabhängig voneinander steuerbar (ca. 4,5 L ...",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Blumenkohl,Heimat,"€ 1,49",Kein vorheriger Preis,"€ 1,49 / Stk -","Deutschland, Kl. I Stück",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Gnocchi,Mondo Italiano,"€ 1,99",Kein vorheriger Preis,"€ 3,32 / kg -","HINWEIS: MIT NETTO APP 1.69 € oder Tagliatelle gekühlt, 600 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Hähnchen-Geschnetzeltes,Gut Ponholz,"€ 3,79",Kein vorheriger Preis,"€ 9,47 / kg -","natur, 400 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Tabasco Sauce,Mc Ilhenny,"€ 24,99",Kein vorheriger Preis,"€ 34,71 / l -",HINWEIS: NUR ONLINE VERFÜGBAR rote Pfeffersauce 12 x 60 ml,Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Gemischt-Hackfleisch,Gut Ponholz,"€ 3,49",Kein vorheriger Preis,"€ 8,72 / kg -",50% weniger Fett 400 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Leberkäs-Brät,Gut Ponholz,"€ 2,99",Kein vorheriger Preis,"€ 5,98 / kg -",500 g zum Selbstbacken,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fertiggerichte,Iglo,"€ 2,99",Kein vorheriger Preis,"€ 7,04 / kg -","425 – 450 g tiefgekühlt, versch. Sorten",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Eierkocher,Star-Q,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Protein H-Milch,Schwarzwaldmilch,"€ 19,99",Kein vorheriger Preis,"€ 1,67 / l -","HINWEIS: NUR ONLINE VERFÜGBAR 0,9% 12 x 1 Liter",Ja,29.09. - 04.10.,2025-09-29,2025-10-04
Schweine-Minutensteaks,Gut Ponholz,"€ 2,99",Kein vorheriger Preis,"€ 7,48 / kg -",400 g zart und mager,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Cola,Vita Cola,"€ 1,11",Kein vorheriger Preis,"€ 0,63 / l -","oder Limonaden 1,75 l teilw. koffeinhaltig, versch. Sorten zzgl. Pfand 0.25",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Schweine-Filet,Keine Marke,"€ 1,19",Kein vorheriger Preis,"€ 11,90 / kg -","im Speckmantel umwickelt, gewürzt, vakuumverpackt, aus aufgetauter Ware pro 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Vitamin Water,Hohes C,"€ 1,29",Kein vorheriger Preis,"€ 1,72 / l -","0,75 l versch. Sorten zzgl. Pfand 0.25",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kühlschrankorganizer,Keine Marke,"€ 4,99",Kein vorheriger Preis,"€ 1,66 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Polster-Teppichreiniger Pro,Clean Maxx,"€ 99,99",Kein vorheriger Preis,"€ 99,99 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Spa-Duschkopf,Clean Maxx,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -",Details im Prospekt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Apfelsaft,BioBio,"€ 2,09",Kein vorheriger Preis,"€ 2,79 / l -","0,75 Liter",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Katzennahrung,Attica,"€ 8,00",Kein vorheriger Preis,"€ 2,50 / kg -","versch. Sorten, 32 x 100 g Einzelpreis: 0.30",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Allzweckreiniger,Ajax,"€ 1,39",Kein vorheriger Preis,"€ 1,39 / l -",versch. Sorten 1 Liter,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rheinischer Kartoffelsalat,Merl,"€ 1,49",Kein vorheriger Preis,"€ 2,98 / kg -",500 g gekühlt,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Kunststoff-Trommelkomposter Premium,Lifetime Garden,"€ 149,99",Kein vorheriger Preis,"€ 149,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Kohlrouladen,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 11,08 / kg -",360 g gefüllt mit Hackfleisch vom Schwein und Rind,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Sonnenblumenkerne,Bird's Garden,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / kg -",1 kg,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rentier Kulisse,Santa Claus in Town,"€ 1,49",Kein vorheriger Preis,"€ 24,83 / kg -",60 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Apfel Cake Roll,Netto Backstube,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Hefeteiggebäck mit Apfelfüllung und Zimt Stück,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Quarkbällchen,Netto Backstube,"€ 2,22",Kein vorheriger Preis,"€ 7,40 / kg -",300 g 10er Packung,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Börekstick Spinat Feta,Netto Backstube,"€ 0,59",Kein vorheriger Preis,"€ 0,59 / Stk -",Stück,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Universalbräter,ELO,"€ 16,99",Kein vorheriger Preis,"€ 16,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Lübecker Edelmarzipan Happen,Santa Claus in Town,"€ 1,99",Kein vorheriger Preis,"€ 15,92 / kg -","versch. Sorten, enthält teilweise Alkohol 125 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Aluminium Rollator Vital,Juskys,"€ 79,99",Kein vorheriger Preis,"€ 79,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Höhenverstellbarer Schreibtisch Office,Juskys,"€ 119,99",Kein vorheriger Preis,"€ 119,99 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Outdoor Whirlpool Oasis,Artsauna,"€ 2.899,00",Kein vorheriger Preis,"€ 2.899,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR. Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Mineralwasser,Gerolsteiner,"€ 4,69",Kein vorheriger Preis,"€ 0,52 / l -","oder Nearwater versch. Sorten, 6 x 1,5 Liter, zzgl. Pfand 1.50, Einzelpreis: 0.99, zzgl. Pfand 0.25",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Aluguss Kochtopf,Ceraflon,"€ 12,99",Kein vorheriger Preis,"€ 12,99 / Stk -","ab, Details im Prospekt – Preis variiert je nach Größe und Variante",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Bio-Mango-Streifen,BioBio,"€ 1,95",Kein vorheriger Preis,"€ 19,50 / kg -",100 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Maxtra Pro Pure Performance Wasserfilterkartusche,Brita,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / Stk -",Details im Prospek,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Thermokorb,Dekor,"€ 7,99",Kein vorheriger Preis,"€ 7,99 / Stk -","verschließbare Abdeckung mit Reißverschluss, platzsparend zusammenfaltbar, Volumen: ca. 22 Liter Det...",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Schwarzwälder Schinken,Familie Wein,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -","handgesalzen und über Tannenreisig geräuchert, 2 x 100 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Prodomo Kaffee,Dallmayr,"€ 6,99",Kein vorheriger Preis,"€ 13,98 / kg -","gemahlen oder ganze Bohnen, versch. Sorten 500 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Cube Fasssauna Nolvik,Artsauna,"€ 1.299,00",Kein vorheriger Preis,"€ 1.299,00 / Stk -",HINWEIS: NUR ONLINE VERFÜGBAR Details im Prospekt – Preis variiert je nach Größe und Variante,Ja,27.09. - 04.10.,2025-09-27,2025-10-04
Pizza Capitale,Mondo Italiano,"€ 3,49",Kein vorheriger Preis,"€ 8,51 / kg -","tiefgekühlt, versch. Sorten 410 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Premium Pils,Hasseröder,"€ 15,55",Kein vorheriger Preis,"€ 0,78 / l -","2 x 20 x 0,5 Liter Kiste zzgl.Pfand 3.10 pro Kiste Einzelpreis: 16.99",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Baguettes,Genuss Welt,"€ 2,99",Kein vorheriger Preis,"€ 3,99 / kg -","tiefgekühlt, versch. Sorten 750 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Fleischsalat,Popp,"€ 1,29",Kein vorheriger Preis,"€ 6,45 / kg -","gekühlt, versch. Sorten, 200 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Feine Butter,Meggle,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -","HINWEIS: MIT NETTO APP 1.79 Streichzart oder Joghurtbutter 250 g gekühlt, versch. Sorten",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Eiernudeln Die Guten,Bernbacher,"€ 3,00",Kein vorheriger Preis,"€ 3,00 / kg -","4 x 250 g versch. Ausformungen, Einzelpreis 1.49",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Vollbier Hell,Grüner,"€ 13,99",Kein vorheriger Preis,"€ 1,40 / l -","20 x 0,5 l zzgl. Pfand 3.10",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mini Berner Würstl,Hofmaier,"€ 2,29",Kein vorheriger Preis,"€ 9,16 / kg -",250 g mit Emmentaler und Bauchspeck,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Pilsner,Radeberger Pilsner,"€ 10,99",Kein vorheriger Preis,"€ 1,10 / l -","20 x 0,5 Liter Kiste zzgl. Pfand 3.10",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Schokololly,Santa Claus in Town,"€ 2,69",Kein vorheriger Preis,"€ 17,33 / kg -",150 g versch. Sorten,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Avocado,Chiquita,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -","Stück Kolumbien/Peru Kl. I, Sorte: Hass, vorgereift",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Salamisortiment,Wiltmann,"€ 1,29",Kein vorheriger Preis,"€ 16,13 / kg -",versch. Sorten 80 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Mineralwasser,Bad Kissinger,"€ 3,99",Kein vorheriger Preis,"€ 0,44 / l -","versch. Sorten 12 x 0,75 Liter Kiste zzgl. Pfand 3.10",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Grapefruit Rose,Keine Marke,"€ 0,69",Kein vorheriger Preis,"€ 0,69 / Stk -","Stück Südafrika, Kl. I",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Orangen,Keine Marke,"€ 2,79",Kein vorheriger Preis,"€ 1,86 / kg -","1,5 kg Netz Argentinien/Südafrika, Kl. I",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Hitschies Schnüre,Hitschler,"€ 1,39",Kein vorheriger Preis,"€ 11,12 / kg -",HINWEIS: MIT NETTO APP 0.99 € 125 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Original Thüringer Rostbratwurst,Wolf,"€ 2,22",Kein vorheriger Preis,"€ 5,55 / kg -","roh, 400 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Wurst-Aufschnitt,Wolf,"€ 1,29",Kein vorheriger Preis,"€ 16,13 / kg -",versch. Sorten 80 – 125 g,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Deftige Eintöpfe,Omas Suppentopf,"€ 2,99",Kein vorheriger Preis,"€ 3,32 / kg -","gekühlt, versch. Sorten 900 g",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Spathiphyllum,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -","je Keramikschale ca. 30 cm hoch, Ø = 18 cm",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Heringsfilets,Zaumseil,"€ 5,00",Kein vorheriger Preis,"€ 5,00 / kg -",5 x 200 g versch. Sorten Einzelpreis 1.29,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Chicken Nuggets,Keine Marke,"€ 1,99",Kein vorheriger Preis,"€ 7,96 / kg -","250 g, mit Curry- und Süß-Sauer-Dip",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Herbst-Mix,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 1,17 / Stk -","je 6er Pack ca. 20 cm hoch, versch. Sorten",Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Erdnüsse,MarktTag,"€ 1,99",Kein vorheriger Preis,"€ 4,97 / kg -",400 g Beutel Ägypten,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
Rapsöl,Rapso,"€ 10,00",Kein vorheriger Preis,"€ 4,44 / l -",3 x 750 ml Einzelpreis: 4.99,Nein,29.09. - 04.10.,2025-09-29,2025-10-04
