Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
DELI DIP,Hummus,"€ 2,22",2.99,1 kg = 8.88,Natur oder Chili,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_195.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_ultra_processed"
GUTFRIED,Hähnchen- oder Putenbrust,"€ 1,79",,1 kg = 17.90,"natur, gepökelt, geräuchert und gegart",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_118.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_high_protein,tag_proteinreich,tag_ultra_processed"
K-PURLAND,Hähnchen-Minutenschnitzel XXL,"€ 6,99",,1 kg = 8.74,aus dem Brustfilet,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_110.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein,tag_high_protein,tag_proteinreich"
K-PURLAND,Hähnchenpaket,"€ 3,49",4.49,"entspr. z. B. für eine 2,5-kg-Packg. 8.73","mit Hähnchenflügeln, -unterkeulen und -oberkeulen",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_111.jpg,"cat_fleisch_wurst,diet_lactose_free,sub_gefluegel,sub_rind,tag_high_protein,tag_proteinreich"
JAMESON,Irish Whiskey,"€ 14,99",22.99,1 l = 21.42,"dreifach destillierter, milder Blend aus Pot-Still-Whiskey und Grain-Whiskey, 40 Vol. %",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_291.jpg,cat_getraenke
Keine Marke,Ital Babyspinat,"€ 0,79",1.49,1 kg = 5.27,Kl. I,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_007.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,sub_tk_gemuese,tag_whole_food"
Keine Marke,Ital Kräuter in Terrakotta,"€ 3,29",,Kein Mengenpreis,"versch. Sorten, Topf Ø 14 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_076.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_kraeuter,tag_whole_food"
Keine Marke,Ital Radieschen oder Lauchzwiebeln,"€ 0,59",0.69,Kein Mengenpreis,Kl. I,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_064.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food"
Keine Marke,Ital Rucola oder Pflücksalat,"€ 0,79",1.29,1 kg = 6.32,Kl. I,Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_014.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_ultra_processed,tag_whole_food"
MONTORSI,Ital Salami,"€ 1,99",2.69,Kein Mengenpreis,Milano oder Spianata,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_136.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
MUMM,Jahrgangssekt,"€ 3,99",,1 l = 5.32,"versch. Sorten, auch alkoholfrei",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_304.jpg,cat_getraenke
Keine Marke,Jam n Serrano,"€ 1,99",,Kein Mengenpreis,"original span. Rohschinken, luftgetrocknet, mind. 12 Monate gereift, eine garantiert traditionelle Spezialität (g. t. S.)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_134.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_whole_food"
ARNAUD,Jura-Morbier AOP,"€ 1,99",2.79,Kein Mengenpreis,"franz. Schnittkäse aus Rohmilch, fein-würzig, cremig, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_176.jpg,cat_molkerei_kaese
BÄRENMARKE,Kaffee-Milch,"€ 0,89",1.29,1 kg = 2.62,"4 oder 7,5 % Fett",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_610.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte"
STARBUCKS,Kaffeekapseln,"€ 3,69",4.89,1 kg = 64.74 - 69.63,"für Nespresso-Maschinen, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_250.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
STARBUCKS,Kaffeemischgetränk,"€ 1,49",,1 l = 6.78,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_151.jpg,"cat_molkerei_kaese,tag_ultra_processed"
Aus eigener Herstellung,Kaiserfleisch,"€ 0,99",1.99,Kein Mengenpreis,"Kasseler gekocht, zart und saftig",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_005.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
CAOTINA,Kakao-Getränkepulver,"€ 5,99",7.99,1 kg = 11.98,"Original, mit echter Schweiz. Schokolade",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_252.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Keine Marke,Kamelie,"€ 14,99",,Kein Mengenpreis,"versch. Farben, Topf Ø 15 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_084.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_gemuese,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
GARDSCHIPS,Kartoffelchips,"€ 1,69",2.49,1 kg = 11.27,Tryffel oder Dill und Parmesan,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_256.jpg,"cat_knabbern_naschen,diet_vegetarian,sub_kartoffeln,tag_ultra_processed"
K-PURLAND,Kasseler Nacken mit Knochen vom Schwein,"€ 5,99",7.99,Kein Mengenpreis,"vom Schwein, mit Knochen, am Stück, goldgelb geräuchert",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_098.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich"
MÜLLER,Kefir oder Ayran,"€ 0,79",,1 kg = 1.58,"Sauermilchgetränk, 1,5 % Fett, oder Getränk mit Joghurt, Wasser und Salz (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_153.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_ultra_processed"
KINDER,Kinderini,"€ 2,99",3.79,1 kg = 11.96,Butterkekse mit Kakao und Haselnüssen,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_272.jpg,"cat_knabbern_naschen,tag_ultra_processed"
PARKSIDE,Klappbare Astsäge,"€ 4,99",,Kein Mengenpreis,Karbonstahl-Sägeblatt ca. 19 cm Mit 3-seitig geschliffener Zahnung Griff mit rutschfester Gummierung 3 arretierbare Schnittwinkel (140/160/180°) Für Hart- und Grünholz bis Ø 6 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_509.jpg,cat_non_food
K-CLASSIC,Klappbox,"€ 7,99",,Kein Mengenpreis,Aus zu 70 % recyceltem Kunststoff Mit Grifföffnungen Stapel- und zusammenklappbar Traglast max. 30 kg Fassungsvermögen ca. 62 l Größe ca. B 59 x H 33 x T 39 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_396.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
K-CLASSIC,Kleiderbügel,"€ 3,99",,Kein Mengenpreis,Angenehm weiche Softtouch-Beschichtung Mit Hosensteg und Trägerkerben,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_413.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
DOMOPAK LIVING,Kleiderschutzhülle Tivoli,"€ 3,99",UVP 4.99,Kein Mengenpreis,Aus Polyester Schützt Kleidung vor Staub und Motten Mit Sichtfenster Größe ca. 60 x 100 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_419.jpg,cat_non_food
GEBOL,Knieschoner,"€ 9,99",UVP 14.99,Kein Mengenpreis,Aus PU-Material Schalenform mit Stretchband Außenseite wasserbeständig Leistungsstufe 0 (ohne Durchstichschutz) Knieschoner Typ 1 nach EN 14404 Universalgröße,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_364.jpg,"cat_knabbern_naschen,tag_ultra_processed"
K-BLUE BAY,Knusper-Kibbelinge,"€ 2,99",,1 kg = 9.97,"Fischstücke im Backteig, vorgebraten, aufgetaut",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_140.jpg,"cat_fisch_meeresfruechte,diet_vegetarian,tag_ultra_processed"
WASA,Knäckebrot,"€ 3,00",,1 kg = 5.46 - 7.50,"Rustikal, Vollkorn, Hafer & Sesam, Sesam & Vollkorn oder Milch & Joghurt",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_228.jpg,cat_grundnahrung
K-CLASSIC ASIA,Kokosnusswasser,"€ 2,22",2.95,Kein Mengenpreis,"erfrischend, mit leicht süßlichem, nussigen Geschmack",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_281.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
COLGATE,Komplett Zahncreme,"€ 1,29",1.65,1 l = 17.20,Extra Frisch oder Ultra Weiß,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_337.jpg,cat_drogerie
LEIFHEIT,Komplett-Set PowerClean M,"€ 19,99",UVP 29.99,Kein Mengenpreis,Eimer mit Presssieb ca. 6 l (Nutzvolumen) Stahl-Stiel ca. 148 cm Bodenwischerplatte mit 360°-Gelenk ca. 33 cm Stiel und Wischer mit Leifheit Click-System Inkl. Wischbezug »micro duo« Bezug maschinenwaschbar bis 60 °C (bis 200 x),Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_431.jpg,"cat_non_food,tag_ultra_processed"
TEFAL,Kontaktgrill Inicio Compact GC270D,"€ 34,99",,Kein Mengenpreis,2 in 1: Kompakter Panini-Toaster und Grill Grillfläche ca. 23 x 15 cm Grillplatten antihaftbeschichtet Kurze Aufheizzeit Saftauffangschale spülmaschinengeeignet Vertikale lagerung möglich 1.000 W,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_351.jpg,"cat_getraenke,tag_ultra_processed"
MAOAM,Kracher Pinballs oder Happy Fruttis,"€ 0,99",1.29,1 kg = 4.95 - 5.66,"Kracher, versch. Sorten, Pinballs oder Happy Fruttis",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_268.jpg,"cat_knabbern_naschen,tag_ultra_processed"
STEINHAUS,Krustenbraten,"€ 1,79",,Kein Mengenpreis,"saftig und zart, mit goldbraun gebackener Kruste",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_130.jpg,"cat_fleisch_wurst,sub_schwein"
LANGEWIESCHE,Krustenschinken,"€ 2,22",2.99,1 kg = 12.34,"ofengebacken, ohne Gluten, ohne Laktose",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_613.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst"
TEEKANNE,Kräuter- oder Früchtetee- Klassiker,"€ 1,49",,1 kg = 21.29 - 49.67,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_253.jpg,"cat_knabbern_naschen,tag_ultra_processed"
RICOLA,Kräuterbonbons,"€ 3,00",3.98,1 kg = 20.00,"13-Kräuter-Mischung, ohne Zucker, versch. Sorten",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_634.jpg,"cat_molkerei_kaese,sub_milchprodukte,tag_ultra_processed"
ALMDUDLER,Kräuterlimonade,"€ 1,11",,Kein Mengenpreis,"mit natürlichen Alpenkräutern, ohne künstliches Aroma (+ 0.25 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_276.jpg,"cat_getraenke,sub_kaese,sub_milchprodukte,tag_ultra_processed"
Keine Marke,Kuchenbehälter rechteckig,"€ 3,99",,Kein Mengenpreis,"Aus Kunststoff Rechteckige, hohe Form - auch für höhere Kuchen Deckel mit ausklappbarem Tragegriff Größe ca. B 39 x H 17 x T 14 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_376.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
KETER,Kunststoffschrank groß Planet,"€ 59,99",,Kein Mengenpreis,Aus zu 80 % recyceltem PreZero-Kunststoff Mit 3 verstellbaren Einlegeböden (je max. 15 kg) Vorrichtung für Hängeschloss (nicht enthalten) Vorderfüße justierbar (Bodenausgleich) Einfache und schnelle Steckmontage Größe ca. B 68 x H 173 x T 39 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_363.jpg,"cat_non_food,diet_vegetarian,tag_ultra_processed"
KETER,Kunststoffschrank klein Planet,"€ 39,99",,Kein Mengenpreis,Aus zu 80 % recyceltem PreZero-Kunststoff Mit verstellbarem Einlegeboden (max. 15 kg) Vorrichtung für Hängeschloss (nicht enthalten) Vorderfüße justierbar (Bodenausgleich) Einfache und schnelle Steckmontage Größe ca. B 68 x H 90 x T 39 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_362.jpg,"cat_non_food,diet_vegetarian"
SPICE SOUL,Küchenwaage mit Schüssel,"€ 9,99",,Kein Mengenpreis,"Abnehmbare Wiegeschüssel ca. Ø 25 cm (ca. 3,5 l) Grammgenaues Wiegen bis 5 kg Mit Zuwiegefunktion (TARA) Automatische Nullstellung Abschaltautomatik Küchentimer und Zimmertemperaturanzeige LCD-Anzeige und einfache Bedienelemente Mit Aufhängebügel Wiegeschüssel auch als Abdeckung verwendbar Schüssel spülmaschinengeeignet Größe ca. B 27 x H 14 x T 25 cm Inkl. Batterie 3 Jahre Garantie",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_370.jpg,cat_non_food
MILKA,Küchlein,"€ 1,89",,1 kg = 10.80 - 13.50,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_230.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
K-CLASSIC,Lachsforelle,"€ 2,22",2.49,1 kg = 22.20,"kaltgeräuchert, in Scheiben",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_201.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,tag_ultra_processed,tag_whole_food"
Keine Marke,Laugenstange,"€ 0,25",0.39,Kein Mengenpreis,mit Salz bestreut,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_221.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Keine Marke,Lilie,"€ 3,99",,Kein Mengenpreis,"versch. Farben, Topf Ø 13 cm",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_085.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
LINDT,Lindor Kugeln,"€ 3,99",6.99,1 kg = 29.13 - 29.34,"mit zartschmelzender Füllung, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_262.jpg,"cat_knabbern_naschen,diet_vegan,tag_ultra_processed,tag_whole_food"
K-CLASSIC,Maasdamer 45 Fett i Tr,"€ 1,99",2.39,1 kg = 6.64,"holl. Schnittkäse, 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_165.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed,tag_whole_food"
PICO FOOD,Madeleines,"€ 1,69",2.29,1 kg = 6.76,"franz. Feingebäck aus Sandkuchenteig, mit oder ohne Kakao",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_231.jpg,"cat_grundnahrung,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
PICO FOOD,Magdalenas,"€ 1,99",2.89,1 kg = 7.11,"feines Gebäck mit Kakao, aus Spanien",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_233.jpg,"cat_grundnahrung,tag_ultra_processed"
DON BERNARDO,Manchego,"€ 2,49",,Kein Mengenpreis,"span. Hartkäse aus 100 % Schafsmilch, geschmeidig, pikant, 50 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_178.jpg,cat_molkerei_kaese
POPPIES,Marimbas oder Flämische Törtchen,"€ 1,99",2.99,1 kg = 4.98,zartes Kokosgebäck mit Fruchtfüllung oder Zartbitterschokolade,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_232.jpg,"cat_grundnahrung,tag_ultra_processed"
Keine Marke,Marokk span Bio-Spitzpaprika rot,"€ 1,99",2.29,1 kg = 11.06,Kl. I,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_088.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Keine Marke,Mikrowellendose quadratisch,"€ 1,49",,Kein Mengenpreis,Aus Kunststoff Mit Dampfablass-Ventil Temperaturbeständig bis 120 °C Spülmaschinengeeignet Fassungsvermögen ca. 1 l Größe ca. B/T 18 x H 7 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_444.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Keine Marke,Mikrowellendose rund,"€ 1,49",,Kein Mengenpreis,Aus Kunststoff Mit Dampfablass-Ventil Temperaturbeständig bis 120 °C Spülmaschinengeeignet Fassungsvermögen ca. 1 l Größe ca. Ø 18 x 7 cm,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_443.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
MÜLLER,Milchreis Kokosmilch-Reis oder Grießpudding,"€ 0,39",,1 kg = 1.95 - 2.44,versch. Sorten,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_147.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_milchprodukte,sub_reis,sub_sahne_creme,tag_ultra_processed"
Keine Marke,Mini-Berliner pink,"€ 0,35",,Kein Mengenpreis,mit weißer Schokoladenfüllung,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_220.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Keine Marke,Miniromatomaten,"€ 1,79",2.49,1 kg = 3.58,"Herkunft laut Auszeichnung, Kl. I",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_051.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
BRANDT,Minis,"€ 2,00",2.58,1 kg = 9.10 - 11.77,"knuspriger Mini-Zwieback, versch. Sorten, auch vegan",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_227.jpg,"cat_grundnahrung,diet_vegan,diet_vegetarian,sub_wurst,tag_ultra_processed"
GALBANI,Mozzarella Classic,"€ 1,19",,Abtropfgewicht 125 g (1 kg = 9.52,"Weichkäse, mind. 45 % Fett i. Tr.",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_162.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_kaese,sub_milchprodukte,tag_ultra_processed"
PARKSIDE,Multifunktionsbrause,"€ 2,99",,Kein Mengenpreis,Ergonomische Form Impulsauslöser mit Dauerarretierung Wasserdurchfluss regulierbar Betriebsdruck max. 4 bar Witterungs- und UV-beständig PARKSIDE Click System Passend für gängige Schlauchsysteme 3 Jahre Garantie,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_494.jpg,cat_non_food
DONAUHERBST,Muskat Ottonel oder Gewürztraminer,"€ 2,99",3.79,1 l = 3.99,"Ungarn, z. B. Muskat Ott.: aromatisch, frisch, mild, passt zu Dessert, Gebäck",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_303.jpg,"cat_getraenke,diet_vegan,diet_vegetarian,tag_ultra_processed"
SPATEN,Münchner Hell,"€ 14,99",18.99,1 l = 1.50,"feinwürzig, vollmundig und mild (+ 3.10 Pfand)",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_309.jpg,cat_getraenke
DR OETKER,Müsli,"€ 2,22",,1 kg = 3.70 - 6.73) / (1 kg = 3.32 - 6.03)**,"Vitalis oder Paula Müslispaß, versch. Sorten",Nein,Dieses Angebot findest du vom 09.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-09,2026-03-11,images_kaufland/kaufland_offer_047.jpg,"cat_grundnahrung,sub_tk_pizza,tag_ultra_processed"
Keine Marke,Nelken-Sprayrosenstrauß,"€ 5,99",,Kein Mengenpreis,versch. Farben,Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_090.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
LORENZ,Nic Nac s,"€ 0,99",,1 kg = 9.00,"ummantelte Erdnüsse, versch. Sorten",Nein,Dieses Angebot findest du vom 05.03. bis 11.03. in deiner Kaufland-Filiale.,2026-03-05,2026-03-11,images_kaufland/kaufland_offer_258.jpg,"cat_knabbern_naschen,sub_kartoffeln,tag_ultra_processed"
