Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
Lammhüfte,Keine Marke,"€ 2,49",,Kein Mengenpreis,"natur oder mariniert, je 100 g",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_032.jpg,immenstaad
Thurgauer Rahmkäse,Keine Marke,"€ 1,99",,Kein Mengenpreis,"Schweizer Schnittkäse, 57% Fett i.Tr., je 100 g",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_033.jpg,immenstaad
Extra-Wurst,Keine Marke,"€ 0,99",,Kein Mengenpreis,je 100 g,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_034.jpg,immenstaad
Sonthofer Bergkäse,Keine Marke,"€ 1,59",,Kein Mengenpreis,"Hartkäse, 50% Fett i.Tr., je 100 g",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_035.jpg,immenstaad
Odenwälder Feigenkäse,Keine Marke,"€ 2,99",,Kein Mengenpreis,"Käsezubereitung, mind. 45% Fett i.Tr., je 100 g",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_036.jpg,immenstaad
Knabber Kabanos,Keine Marke,"€ 1,79",,Kein Mengenpreis,je 100 g,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_037.jpg,immenstaad
Le Cremeux,Keine Marke,"€ 2,49",,Kein Mengenpreis,"franz. Weichkäse, 72% Fett i.Tr., je 100 g",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_038.jpg,immenstaad
Edelsaftschinken,Keine Marke,"€ 1,59",,Kein Mengenpreis,je 100 g,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_039.jpg,immenstaad
Sprizzle Rote Tafeläpfel,Keine Marke,"€ 2,49",,Kein Mengenpreis,"»Sunspark«, Kl. I, je 1-kg-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_019.jpg,immenstaad
Erdbeeren,Keine Marke,"€ 3,79",,"1 kg = 9,48","»Calinda«, Kl. I, je 400-g-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_014.jpg,immenstaad
Stangen-Broccoli Bimi,Keine Marke,"€ 1,99",,"1 kg = 9,95",je 200-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_015.jpg,immenstaad
Bio Zitrone,Keine Marke,"€ 0,69",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je St",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_016.jpg,immenstaad
Mini Cherry Rispentomaten,Keine Marke,"€ 2,79",,"1 kg = 13,95","»Delizioso«, Kl. I, je 200-g-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_017.jpg,immenstaad
Bio Heidelbeeren,Keine Marke,"€ 2,49",,"1 kg = 14,23","Kl. I, je 175-g-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_018.jpg,immenstaad
Mungobohnen keimlinge,Keine Marke,"€ 0,99",,"1 kg = 4,95",je 200-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_080.jpg,immenstaad
Obstsalat Exotic,Keine Marke,"€ 4,49",,"1 kg = 8,98",je 500-g-Schale,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_081.jpg,immenstaad
Hackfleisch gemischt,Keine Marke,"€ 3,00",,"1 kg = 12,00","vom Rind und Schwein, je 250-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_065.jpg,immenstaad
Gulasch gemischt,Keine Marke,"€ 6,66",,"1 kg = 13,32","vom Rind und Schwein, je 500-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_064.jpg,immenstaad
Schröder Lyoner,Keine Marke,"€ 1,11",,Kein Mengenpreis,"im Ring, je 100 g",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_055.jpg,immenstaad
Frisches Hähnchen-Brustfilet,Keine Marke,"€ 11,90",,Kein Mengenpreis,"Teilstück, SB-verpackt, je 1 kg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_059.jpg,immenstaad
Meister Wiener Würstchen,Keine Marke,"€ 0,88",,Kein Mengenpreis,"heiß oder kalt zu genießen, je 100 g",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/immenstaad_offer_053.jpg,immenstaad
REWE Bio Kokosmilch,Keine Marke,"€ 1,29",,"1 l = 3,23",je 400-ml-Dose,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_170.jpg,neubrandenburg
REWE Bio Tomatenketchup,Keine Marke,"€ 1,59",,"1 l = 3,18",je 500-ml-Fl,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_169.jpg,neubrandenburg
REWE Bio Cashewkerne,Keine Marke,"€ 2,99",,"1 kg = 11,96",je 250-g-Btl,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_180.jpg,neubrandenburg
Bionade,Keine Marke,"€ 7,99",,"1 l = 2,02","teilw. koffeinhaltig, versch. Sorten, je 12 x 0,33-l-Fl.-Kasten, zzgl. 2,46 Pfand",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_189.jpg,neubrandenburg
Davert Schwarze Bohnen,Keine Marke,"€ 1,29",,"1 kg = 5,38","je 400-g-Dose, 240-g-Abtropfgew.",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_167.jpg,neubrandenburg
Milka Mini Donuts,Keine Marke,"€ 2,49",,"1 kg = 16,38","8 Stück, je 152-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_143.jpg,neubrandenburg
REWE Bio Steinofenbaguette,Keine Marke,"€ 1,09",,"1 kg = 4,36","versch. Sorten, je 250-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_144.jpg,neubrandenburg
Natur Pur Lüneburger,Keine Marke,"€ 1,89",,"1 kg = 1,51","freigeschobenes Weizenmischbrot mit gegerstelter Kruste, je 1250-g-St",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_145.jpg,neubrandenburg
REWE Bio Haferflocken,Keine Marke,"€ 0,79",,"1 kg = 1,58","versch. Sorten, je 500-g-Btl",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_146.jpg,neubrandenburg
REWE Bio Das Pure,Keine Marke,"€ 1,59",,"1 kg = 5,30","ohne Mehl und Hefe, aus Bio-Hafer und Ölsaaten, je 300-g-Btl",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_147.jpg,neubrandenburg
REWE Bio Kaffee,Keine Marke,"€ 13,99",,Kein Mengenpreis,"ganze Bohnen, je 1000-g-Btl",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_148.jpg,neubrandenburg
Rapsgold Reines Bio Rapsöl,Keine Marke,"€ 3,99",,"1 l = 5,32",je 750-ml-Fl,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_162.jpg,neubrandenburg
REWE Bio Pumpernickel,Keine Marke,"€ 0,89",,"1 kg = 3,56",je 250-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_149.jpg,neubrandenburg
Chari Tea Bio Eistee oder Lemonaid Bio Limonade,Keine Marke,"€ 1,29",,"1 l = 3,91","versch. Sorten, teilweise koffeinhaltig, je 0,33-l-Fl, zzgl. 0,25 Pfand",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_197.jpg,neubrandenburg
REWE Bio Tomaten- oder Tomaten-Gemüsesaft,Keine Marke,"€ 1,49",,Kein Mengenpreis,je 1-l-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_199.jpg,neubrandenburg
REWE Bio vegan Streichcreme,Keine Marke,"€ 1,09",,"1 kg = 6,06","versch. Sorten, je 180-g-Glas",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_235.jpg,neubrandenburg
Faszienball Peanutball,Keine Marke,"€ 5,99",,Kein Mengenpreis,je St,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_260.jpg,neubrandenburg
Rostocker Pils Zwickl Naturtrüb Export oder Radler Naturtrüb,Keine Marke,"€ 10,49",,"1 l = 1,05","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_202.jpg,neubrandenburg
Franziskaner Weissbier,Keine Marke,"€ 14,99",,"1 l = 1,50","versch. Sorten, je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_203.jpg,neubrandenburg
Mein Bio Wein,Keine Marke,"€ 3,99",,"1 l = 5,32","versch. Sorten, je 0,75-l-Fl",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_211.jpg,neubrandenburg
Spreequell Club Cola Original,Keine Marke,"€ 0,79",,Kein Mengenpreis,"koffeinhaltig, je 1-l-Fl, zzgl. 0,15 Pfand",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_198.jpg,neubrandenburg
Nordhäuser Reiche Ernte,Keine Marke,"€ 5,99",,"1 l = 11,98","Williamsbirne, 30% Vol., je 0,5-l-Fl",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_215.jpg,neubrandenburg
Havelländer Wiener Würstchen,Keine Marke,"€ 0,88",,Kein Mengenpreis,"heiß und kalt zu genießen, je 100 g",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_052.jpg,neubrandenburg
Gulasch gemischt,Keine Marke,"€ 5,99",,"1 kg = 11,98","vom Rind und Schwein, je 500-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_053.jpg,neubrandenburg
REWE Bio Rinder-Hamburger,Keine Marke,"€ 5,99",,"1 kg = 23,96","gewürzt, je 250-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_054.jpg,neubrandenburg
Frisches Hähnchen-Brustfilet,Keine Marke,"€ 11,10",,Kein Mengenpreis,"Teilstück, SB-verpackt, je 1 kg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_057.jpg,neubrandenburg
Kasseler Lachs,Keine Marke,"€ 4,44",,"1 kg = 8,88","am Stück, je 500-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_058.jpg,neubrandenburg
Rinder-Suppenfleisch,Keine Marke,"€ 11,90",,Kein Mengenpreis,"vom Jungbullen, mit Knochen, SB-verpackt, je 1 kg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_059.jpg,neubrandenburg
Butcher s Angus XXL Irish Beef Burger Patties,Keine Marke,"€ 11,90",,"1 kg = 14,88","feinstes irisches Rindfleisch, je 800-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_063.jpg,neubrandenburg
Bio Crispy Salatmix,Keine Marke,"€ 1,19",,"1 kg = 11,90",je 100-g-Btl,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_014.jpg,neubrandenburg
Grüne Bio Kiwis,Keine Marke,"€ 2,29",,Kein Mengenpreis,"Kl. I, je 4-St.-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_015.jpg,neubrandenburg
Bio Grapefruit,Keine Marke,"€ 1,19",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. II, je St",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_016.jpg,neubrandenburg
Bio Avocado,Keine Marke,"€ 1,29",,Kein Mengenpreis,"»Hass«, Kl. II, je St",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_017.jpg,neubrandenburg
Bio Mini Cherry Rispentomaten,Keine Marke,"€ 1,69",,"1 kg = 6,76","Kl. II, je 250-g-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_020.jpg,neubrandenburg
Mini Roma Rispentomaten,Keine Marke,"€ 2,49",,"1 kg = 9,96","»Aromatica«, Kl. I, je 250-g-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_023.jpg,neubrandenburg
Hackfleisch gemischt,Keine Marke,"€ 2,69",,"1 kg = 10,76","vom Rind und Schwein, je 250-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_066.jpg,neubrandenburg
Rote Tafeläpfel,Keine Marke,"€ 1,19",,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-kg-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_116.jpg,neubrandenburg
REWE Bio Schwarzwälder Schinken,Keine Marke,"€ 2,79",,"1 kg = 34,88",je 80-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_067.jpg,neubrandenburg
REWE Bio Caffe Latte,Keine Marke,"€ 0,79",,"1 l = 3,16","koffeinhaltig, je 250-ml-Becher",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_068.jpg,neubrandenburg
REWE Bio Mango Lassi,Keine Marke,"€ 0,79",,"1 kg = 3,16",je 250-g-Becher,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_069.jpg,neubrandenburg
Nature Respect Frische Freiland-Hähnchen-Minutenschnitzel,Keine Marke,"€ 22,20",,Kein Mengenpreis,"natur, SB-verpackt, je 1 kg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_071.jpg,neubrandenburg
Deutsche See Crevetten,Keine Marke,"€ 3,49",,"1 kg = 24,93","mit Cocktail Dip, je 140-g-Schale",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_072.jpg,neubrandenburg
Einfach Bio Hackfleisch gemischt,Keine Marke,"€ 6,19",,"1 kg = 15,48","vom Rind und Schwein, je 400-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_073.jpg,neubrandenburg
Einfach Bio Grobe Bratwurst,Keine Marke,"€ 3,29",,"1 kg = 13,71","vom Schwein, je 240-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_074.jpg,neubrandenburg
REWE Bio vegan Kokos Natur,Keine Marke,"€ 1,29",,"1 kg = 3,23",je 400-g-Becher,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_076.jpg,neubrandenburg
REWE Bio Skyr Natur,Keine Marke,"€ 1,29",,"1 kg = 3,23","0,2% Fett, je 400-g-Becher",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_077.jpg,neubrandenburg
REWE Bio Joghurt mild,Keine Marke,"€ 0,95",,"1 kg = 1,90","3,8% Fett, je 500-g-Becher",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_078.jpg,neubrandenburg
REWE Bio Hähnchen-Schnitte Cordon Bleu Art,Keine Marke,"€ 6,99",,"1 kg = 23,30",je 300-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_079.jpg,neubrandenburg
REWE Bio Hackfleisch gemischt,Keine Marke,"€ 7,99",,"1 kg = 19,98","vom Rind und Schwein, je 400-g-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_080.jpg,neubrandenburg
REWE Bio Schweine-Hackfleisch,Keine Marke,"€ 5,99",,"1 kg = 19,97",je 300-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_081.jpg,neubrandenburg
REWE Bio Hähnchen-Schnitte,Keine Marke,"€ 4,99",,"1 kg = 19,96",je 250-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_083.jpg,neubrandenburg
REWE Bio Bacon-Würfel,Keine Marke,"€ 1,79",,"1 kg = 17,90",je 100-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_084.jpg,neubrandenburg
REWE Bio vegan Mandeldrink,Keine Marke,"€ 1,49",,Kein Mengenpreis,"ohne Zucker, je 1-l-Pckg",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_085.jpg,neubrandenburg
REWE Bio vegan Barista Hafer-Soja Drink,Keine Marke,"€ 1,09",,Kein Mengenpreis,je 1-l-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_086.jpg,neubrandenburg
REWE Bio Kefir Drink,Keine Marke,"€ 0,99",,"1 kg = 1,98","Pfirsich-Mango-Maracuja, je 500-g-Fl, zzgl. 0,25 Pfand",Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_087.jpg,neubrandenburg
REWE Bio Serrano Reserva,Keine Marke,"€ 2,99",,"1 kg = 37,38",je 80-g-Pckg,Nein,2026-02-16 bis 2026-02-22,2026-02-16,2026-02-22,images_rewe/neubrandenburg_offer_082.jpg,neubrandenburg
