Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
GROSS KAUFEN RIESIG SPAREN,GROSS KAUFEN RIESIG SPAREN,"€ 2,79",,kg-Preis 1.12,,Nein,,,,images_aldi/aldi_offer_001.jpg
Tortelloni Spinat-Ricotta,Giovanni Rana,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_002.jpg
Butter-Laugenecke,Butter-Laugenecke,"€ 0,39",,"0,85 €",,Nein,,,,images_aldi/aldi_offer_003.jpg
Jersey-Spannbetttuch,Jersey-Spannbetttuch,"€ 5,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_004.jpg
Pullover,UP2FASHION,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_005.jpg
Eisbergsalat,Eisbergsalat,"€ 0,95",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_006.jpg
Cocktailrispentomaten,Cocktailrispentomaten,"€ 1,69",,1 kg = 3.38,,Nein,,,,images_aldi/aldi_offer_007.jpg
Avocado,Avocado,"€ 0,85",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_008.jpg
Heidelbeeren,Heidelbeeren,"€ 2,99",,"3,49 €",,Nein,,,,images_aldi/aldi_offer_009.jpg
Porree,Porree,"€ 0,55",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_010.jpg
Äpfel Braeburn,Äpfel Braeburn,"€ 1,29",,"1,89 €",,Nein,,,,images_aldi/aldi_offer_011.jpg
Kiwi Sungold,Zespri,"€ 0,55",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_012.jpg
Lachsforellenfilet,Golden Seafood,"€ 2,99",,"3,79 €",,Nein,,,,images_aldi/aldi_offer_013.jpg
Schnitzel,Meine Metzgerei,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_014.jpg
Panierte Hähnchen-Innenfilets,Meine Metzgerei,"€ 3,99",,"5,49 €",,Nein,,,,images_aldi/aldi_offer_015.jpg
Gulasch,MEINE METZGEREI,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_016.jpg
Entrecote,Meine Metzgerei,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_017.jpg
Bayerischer Leberkäse,Meine Metzgerei,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_018.jpg
Hähnchen-Schenkel,Meine Metzgerei,"€ 3,99",,"5,29 €",,Nein,,,,images_aldi/aldi_offer_019.jpg
Hähnchen-Geschnetzeltes,MEINE METZGEREI,"€ 4,39",,"4,99 €",,Nein,,,,images_aldi/aldi_offer_020.jpg
Rahmspinat,Iglo,"€ 1,59",,"3,49 €",,Nein,,,,images_aldi/aldi_offer_021.jpg
Vegane Mühlen Frikadellen,Rügenwalder,"€ 2,22",,12.33 €/kg,,Nein,,,,images_aldi/aldi_offer_022.jpg
Orange,Valensina,"€ 1,79",,Kein Mengenpreis,,Nein,,,,images_aldi/aldi_offer_023.jpg
Knoppers NussRiegel,Storck,"€ 1,49",,7.45 €/kg,,Nein,,,,images_aldi/aldi_offer_024.jpg
Maultaschen,BÜRGER,"€ 1,69",,"2,29 €",,Nein,,,,images_aldi/aldi_offer_025.jpg
Balisto,Balisto,"€ 1,49",,"2,99 €",,Nein,,,,images_aldi/aldi_offer_026.jpg
