Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Orientalische Woche,Orientalische Woche,"€ 0,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_001.jpg,cat_fleisch_wurst
Waschmittel,Lenor,"€ 16,99",,1 WL = 0.17/0.19/0.23,,Nein,,,,images_lidl/lidl_offer_002.jpg,cat_drogerie
Fahrrad-Helm mit Rücklicht,Crivit,"€ 12,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_003.jpg,cat_non_food
Nutella,Nutella,"€ 1,88",,"3,79 €",,Nein,,,,images_lidl/lidl_offer_004.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Ristorante Pizza,Dr Oetker,"€ 3,49",,"6,78 €",,Nein,,,,images_lidl/lidl_offer_005.jpg,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed"
Zucchini lose,Zucchini lose,"€ 1,79",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_006.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Apfel Pink,Pink Lady,"€ 1,79",,"2,24 €",,Nein,,,,images_lidl/lidl_offer_007.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Gestreifte Tomaten,Gestreifte Tomaten,"€ 1,99",,1 kg = 6.63,,Nein,,,,images_lidl/lidl_offer_008.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Zitruspflanzen am Stamm,Zitruspflanzen am Stamm,"€ 19,99",,"24,99 €",,Nein,,,,images_lidl/lidl_offer_009.jpg,"cat_non_food,diet_lactose_free,diet_vegan"
Rote Spitzpaprika,Rote Spitzpaprika,"€ 1,79",,1 kg = 3.58,,Nein,,,,images_lidl/lidl_offer_010.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Mini Romana Salat,Mini Romana Salat,"€ 0,89",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_011.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,sub_wurst,tag_whole_food"
Edel- Beet- Kletterrosen,Edel- Beet- Kletterrosen,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_012.jpg,cat_non_food
Dipladenia Pyramide Spalier,Dipladenia Pyramide Spalier,"€ 7,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_013.jpg,cat_non_food
Clematis,Clematis,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_014.jpg,"cat_non_food,diet_vegan,diet_vegetarian,tag_ultra_processed"
Mandarinen Clementinen lose,Mandarinen Clementinen lose,"€ 2,39",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_015.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Porree,Porree,"€ 0,55",,"0,69 €",,Nein,,,,images_lidl/lidl_offer_016.jpg,"cat_getraenke,diet_vegetarian,tag_ultra_processed"
Dunkle kernlose Trauben,Dunkle kernlose Trauben,"€ 1,49",,1 kg = 2.98,,Nein,,,,images_lidl/lidl_offer_017.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Mehrzonen-Komfortschaumkern-Matratze,fan,"€ 129,00",,"143,12 €",,Nein,,,,images_lidl/lidl_offer_018.jpg,cat_non_food
Spiel-Parkgarage,Lupilu,"€ 34,99",,"44,99 €",,Nein,,,,images_lidl/lidl_offer_019.jpg,cat_non_food
Holz-Balancewippe,Lupilu,"€ 34,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_020.jpg,cat_non_food
Soft Touch Little Girl,Baby Born,"€ 19,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_021.jpg,cat_non_food
Teller-Set,Creatable,"€ 34,99",,"UVP
99,99 €",,Nein,,,,images_lidl/lidl_offer_022.jpg,cat_non_food
Edelstahl-Toaster,Severin,"€ 19,99",,"39,99 €",,Nein,,,,images_lidl/lidl_offer_023.jpg,"cat_non_food,tag_ultra_processed"
Edelstahl-Besteck-Set,Sansibar,"€ 12,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_024.jpg,cat_non_food
Blechkuchen-Springform mit abnehmbarem Rand,Zenker,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_025.jpg,"cat_non_food,tag_ultra_processed"
Wasserfilter,Brita,"€ 9,99",,"UVP
22,99 €",,Nein,,,,images_lidl/lidl_offer_026.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Glas-Wasserkocher,Severin,"€ 19,99",,"39,99 €",,Nein,,,,images_lidl/lidl_offer_027.jpg,cat_non_food
Eiswürfelmaschine,Silvercrest Kitchen Tools,"€ 99,99",,"139,00 €",,Nein,,,,images_lidl/lidl_offer_028.jpg,"cat_non_food,tag_ultra_processed"
Buffetwärmer,Silvercrest,"€ 29,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_029.jpg,cat_non_food
Ultrazone Airfryer,Silvercrest,"€ 79,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_030.jpg,cat_non_food
Mini-Backofen,Silvercrest,"€ 39,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_031.jpg,"cat_non_food,tag_ultra_processed"
Elektrischer Fleischwolf,Silvercrest,"€ 39,99",,"49,99 €",,Nein,,,,images_lidl/lidl_offer_032.jpg,cat_non_food
Gläserset mit Goldrand,Livarno Home,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_033.jpg,cat_non_food
Steinofenbrötchen,Bioland,"€ 0,39",,"0,49 €",,Nein,,,,images_lidl/lidl_offer_034.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
Apfelstrudel,Apfelstrudel,"€ 1,99",,1 kg = 7.96,,Nein,,,,images_lidl/lidl_offer_035.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Nuss-Nougat-Croissant,Nuss-Nougat-Croissant,"€ 0,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_036.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Weltmeisterbrötchen,Weltmeisterbrötchen,"€ 0,78",,"1,17 €",,Nein,,,,images_lidl/lidl_offer_037.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed"
Alm-Striezel Mohn,Alm-Striezel Mohn,"€ 1,79",,1 kg = 5.59,,Nein,,,,images_lidl/lidl_offer_038.jpg,"cat_non_food,diet_vegetarian"
Schokolino,Schokolino,"€ 1,29",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_039.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Metzgerfrisch Frische Grobe Bratwurst,Metzgerfrisch Frische Grobe Bratwurst,"€ 7,99",,1 kg = 4.99,,Nein,,,,images_lidl/lidl_offer_040.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein,sub_wurst"
Metzgerfrisch Frisches Schweinefilet,Metzgerfrisch Frisches Schweinefilet,"€ 4,62",,"6,24 €",,Nein,,,,images_lidl/lidl_offer_041.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_schwein,tag_high_protein,tag_proteinreich"
Metzgerfrisch Rinder-Minutensteaks,Metzgerfrisch Rinder-Minutensteaks,"€ 5,19",,1 kg = 16.22,,Nein,,,,images_lidl/lidl_offer_042.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_rind,sub_schwein"
Wolfsbarsch,Fischerstolz,"€ 8,25",,14.99 €/kg,,Nein,,,,images_lidl/lidl_offer_043.jpg,cat_fisch_meeresfruechte
Metzgerfrisch Frische Hähnchenbrustfilets,Metzgerfrisch Frische Hähnchenbrustfilets,"€ 12,99",,1 kg = 8.66,,Nein,,,,images_lidl/lidl_offer_044.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_high_protein,tag_proteinreich"
Norwegische Lachsfilet-Portionen,Fischerstolz,"€ 16,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_045.jpg,"cat_fisch_meeresfruechte,diet_gluten_free,diet_lactose_free,tag_high_protein,tag_proteinreich,tag_whole_food"
Frische Hähnchen-Suppenteile,Metzgerfrisch,"€ 2,59",,"3,29 €",,Nein,,,,images_lidl/lidl_offer_046.jpg,"cat_fleisch_wurst,sub_gefluegel,tag_proteinreich"
Metzgerfrisch Frisches Rinder-Hackfleisch,Metzgerfrisch Frisches Rinder-Hackfleisch,"€ 9,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_047.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_rind,sub_schwein,tag_high_protein,tag_proteinreich"
Bio Traditions-Mini-Frikadellen Klassik,Metzgerfrisch,"€ 2,79",,1 kg = 13.95,,Nein,,,,images_lidl/lidl_offer_048.jpg,"cat_fleisch_wurst,diet_vegetarian,sub_schwein,tag_ultra_processed"
Bio Cremiger Blütenhonig streichzart,Maribel,"€ 3,00",,"3,75 €",,Nein,,,,images_lidl/lidl_offer_049.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_milchprodukte"
Veganer Bio Brotaufstrich Papaya Mango Curry,Vemondo,"€ 1,00",,"1,25 €",,Nein,,,,images_lidl/lidl_offer_050.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
Nürnberger Rostbratwurst,Bioland,"€ 3,19",,"3,99 €",,Nein,,,,images_lidl/lidl_offer_051.jpg,"cat_fleisch_wurst,sub_wurst"
Bio Schlagsahne,Milbona,"€ 0,95",,"1,19 €",,Nein,,,,images_lidl/lidl_offer_052.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme"
Veganer Bio Kakao Haferdrink,Vemondo,"€ 0,92",,"1,15 €",,Nein,,,,images_lidl/lidl_offer_053.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Bio Speisequark,Milbona,"€ 0,79",,"0,99 €",,Nein,,,,images_lidl/lidl_offer_054.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_joghurt_skyr_quark,sub_milchprodukte,sub_sahne_creme,tag_whole_food"
Bio Ingwer Shot,Solevita,"€ 1,03",,"1,29 €",,Nein,,,,images_lidl/lidl_offer_055.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio Apfelschorle,Solevita,"€ 0,52",,"0,65 €",,Nein,,,,images_lidl/lidl_offer_056.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Bio Maissnack,Snack Day,"€ 0,79",,"0,99 €",,Nein,,,,images_lidl/lidl_offer_057.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Bioland Frische fettarme Milch,Milbona,"€ 1,00",,"1,25 €",,Nein,,,,images_lidl/lidl_offer_058.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_fleischersatz,sub_kaese,sub_milchprodukte,sub_sahne_creme,sub_tk_gemuese,tag_high_protein"
Vegane Bio Hafer Creme Cuisine,Vemondo,"€ 0,71",,"0,89 €",,Nein,,,,images_lidl/lidl_offer_059.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_milchprodukte"
Bio Joghurt Erdbeer mit Knuspermüsli,Milbona,"€ 0,76",,"0,95 €",,Nein,,,,images_lidl/lidl_offer_060.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte"
Bioland Hafer Cookies,Sondey,"€ 1,75",,"2,19 €",,Nein,,,,images_lidl/lidl_offer_061.jpg,"cat_getraenke,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Bio Traditions-Wiener Würstchen,Metzgerfrisch,"€ 0,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_062.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed"
Bioland Landkäse,Bioland Landkäse,"€ 1,99",,"2,49 €",,Nein,,,,images_lidl/lidl_offer_063.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Bio Orangensaft,Solevita,"€ 1,96",,"2,45 €",,Nein,,,,images_lidl/lidl_offer_064.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_whole_food"
Bio Agavendicksaft,Maribel,"€ 1,88",,"2,35 €",,Nein,,,,images_lidl/lidl_offer_065.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Käse gerieben,Bioland,"€ 1,27",,1 kg = 8.47,,Nein,,,,images_lidl/lidl_offer_066.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte"
Bioland Cremiger Joghurt mild,Milbona,"€ 1,43",,"1,79 €",,Nein,,,,images_lidl/lidl_offer_067.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte,sub_sahne_creme,tag_high_protein"
Schokohase,Favorina,"€ 2,49",,1 kg = 12.45,,Nein,,,,images_lidl/lidl_offer_068.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Schoko-Eier zum Löffeln Kokos,Favorina,"€ 2,79",,1 kg = 19.38,,Nein,,,,images_lidl/lidl_offer_069.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Gefüllte Schokoladen-Eier,Favorina,"€ 2,29",,1 kg = 15.27,,Nein,,,,images_lidl/lidl_offer_070.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Feinste Baumkuchenspitzen Amaretto Vollmilch,Favorina,"€ 2,99",,1 kg = 19.93,,Nein,,,,images_lidl/lidl_offer_071.jpg,"cat_molkerei_kaese,diet_vegetarian"
Frühlingsmandeln,Favorina,"€ 2,99",,1 kg = 14.95,,Nein,,,,images_lidl/lidl_offer_072.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Schokoladen-Eier,Favorina,"€ 4,49",,1 kg = 14.97,,Nein,,,,images_lidl/lidl_offer_073.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Ostermix,Favorina,"€ 2,99",,1 kg = 11.96,,Nein,,,,images_lidl/lidl_offer_074.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Präsent-Ei mit Pralinen,Favorina,"€ 5,99",,1 kg = 17.11,,Nein,,,,images_lidl/lidl_offer_075.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
