Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
3-in-1-Allwetterjacke,Lupilu,"€ 14,99",,"19,99 €",,Nein,,,,images_lidl/lidl_offer_001.jpg
Actimel XXL,Danone,"€ 2,99",,1 kg = 2.49,,Nein,,,,images_lidl/lidl_offer_002.jpg
LED-Akku-Tischleuchte,Livarno Home,"€ 6,99",,"9,99 €",,Nein,,,,images_lidl/lidl_offer_003.jpg
Vorrats- Gewürzdosen-Set,Livarno Home,"€ 4,99",,"9,99 €",,Nein,,,,images_lidl/lidl_offer_004.jpg
Almighurt,Ehrmann,"€ 0,29",,"0,89 €",,Nein,,,,images_lidl/lidl_offer_005.jpg
Wäscheparfüm,Lenor,"€ 4,44",,"5,95 €",,Nein,,,,images_lidl/lidl_offer_006.jpg
Salami DOP,Italiano,"€ 1,89",,1 kg = 23.63,,Nein,,,,images_lidl/lidl_offer_007.jpg
Spaghetti,Combino,"€ 1,29",,"1,49 €",,Nein,,,,images_lidl/lidl_offer_008.jpg
Gouda jung,Milbona,"€ 3,49",,"3,59 €",,Nein,,,,images_lidl/lidl_offer_009.jpg
Markenbutter,Milbona Deutsche,"€ 3,96",,1 kg = 3.96,,Nein,,,,images_lidl/lidl_offer_010.jpg
Premium Röstkaffee Kräftig,Bellarom,"€ 5,49",,1 kg = 10.98,,Nein,,,,images_lidl/lidl_offer_011.jpg
frischer Orangensaft,Solevita,"€ 2,59",,"2,99 €",,Nein,,,,images_lidl/lidl_offer_012.jpg
Nashi Birnen,Nashi Birnen,"€ 0,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_013.jpg
Bananen lose,Fairtrade,"€ 1,69",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_014.jpg
Bio Mini Möhren,Bio Mini Möhren,"€ 0,99",,1 kg = 4.95,,Nein,,,,images_lidl/lidl_offer_015.jpg
Deutsche Speisekartoffeln,Bioland,"€ 1,79",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_016.jpg
Medjoul Datteln,Medjoul Datteln,"€ 11,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_017.jpg
Spinat,Spinat,"€ 2,49",,1 kg = 4.98,,Nein,,,,images_lidl/lidl_offer_018.jpg
Erdbeeren,Erdbeeren,"€ 1,99",,1 kg = 7.96,,Nein,,,,images_lidl/lidl_offer_019.jpg
Fenchel lose,Fenchel lose,"€ 2,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_020.jpg
Messereinsatz,Silvercrest,"€ 14,99",,"19,99 €",,Nein,,,,images_lidl/lidl_offer_021.jpg
Monsieur Cuisine smart,Silvercrest Kitchen Tools,"€ 399,00",,"499,00 €",,Nein,,,,images_lidl/lidl_offer_022.jpg
Drehkellenspatel,Silvercrest,"€ 4,99",,"6,99 €",,Nein,,,,images_lidl/lidl_offer_023.jpg
Gleitbrett,Silvercrest,"€ 19,99",,"24,99 €",,Nein,,,,images_lidl/lidl_offer_024.jpg
4K-UHD-Smart-TV,Samsung,"€ 339,00",,"UVP
699,00 €",,Nein,,,,images_lidl/lidl_offer_025.jpg
Duo Rollo,Lichtblick,"€ 11,99",,"UVP
30,99 €",,Nein,,,,images_lidl/lidl_offer_026.jpg
Thermo-Rollo,Lichtblick,"€ 10,99",,"UVP
23,99 €",,Nein,,,,images_lidl/lidl_offer_027.jpg
Lichtblick Plissee,Lichtblick Plissee,"€ 12,99",,"UVP
33,99 €",,Nein,,,,images_lidl/lidl_offer_028.jpg
Schlafsessel,Homcom,"€ 149,00",,"UVP
387,90 €",,Nein,,,,images_lidl/lidl_offer_029.jpg
Soundbar,Samsung,"€ 79,99",,"UVP
169,00 €",,Nein,,,,images_lidl/lidl_offer_030.jpg
Sofa,Juskys,"€ 799,00",,"UVP
1.299,00 €",,Nein,,,,images_lidl/lidl_offer_031.jpg
E-Bike 27 5 Zoll Modell Urban X Y,Crivit,"€ 619,00",,"1.399,00 €",,Nein,,,,images_lidl/lidl_offer_032.jpg
Nähmaschine,Singer,"€ 149,00",,"UVP
399,00 €",,Nein,,,,images_lidl/lidl_offer_033.jpg
7-Zonen Komfortschaum-Matratze,BeCo,"€ 109,00",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_034.jpg
20 V Akku-Kombihammer,Parkside Performance,"€ 87,99",,"129,00 €",,Nein,,,,images_lidl/lidl_offer_035.jpg
Wärme-Kuscheldecke,Sensiplast,"€ 34,99",,"49,99 €",,Nein,,,,images_lidl/lidl_offer_036.jpg
Venen-Massagegerät,Sanitas,"€ 49,99",,"UVP
149,99 €",,Nein,,,,images_lidl/lidl_offer_037.jpg
Mini-Massage-Gun,Crivit,"€ 23,99",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_038.jpg
Wärmeunterbett,Sensiplast,"€ 19,99",,"29,99 €",,Nein,,,,images_lidl/lidl_offer_039.jpg
Lay-Z Spa,Bestway,"€ 449,00",,"UVP
599,95 €",,Nein,,,,images_lidl/lidl_offer_040.jpg
Wärmegürtel Typ SFW 100,Sensiplast,"€ 19,99",,"29,99 €",,Nein,,,,images_lidl/lidl_offer_041.jpg
Mini-Calzone Margherita,Mini-Calzone Margherita,"€ 1,29",,Kein Mengenpreis,,Nein,,,,images_lidl/lidl_offer_042.jpg
