Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,source_market
REWE Bio Hafer Cookies Milchschokolade,Keine Marke,"€ 2,59",,"1 kg = 8,63",je 300-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_221.jpg,bamberg
REWE Bio Apfelchips,Keine Marke,"€ 1,79",,"1 kg = 25,57",je 70-g-Btl,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_220.jpg,bamberg
REWE Bio Bananenchips,Keine Marke,"€ 1,79",,"1 kg = 5,97",je 300-g-Btl,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_219.jpg,bamberg
Oreo Kekse,Keine Marke,"€ 1,29",,"1 kg = 8,22","Double Stuff, je 157-g-Rolle",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_218.jpg,bamberg
Em-Eukal Klassisch,Keine Marke,"€ 1,49",,"1 kg = 19,87","zuckerfrei, je 75-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_217.jpg,bamberg
Griesson Soft Cake,Keine Marke,"€ 1,99",,"1 kg = 6,63","Orange, je 300-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_216.jpg,bamberg
Mars m m s,Keine Marke,"€ 1,69",,"1 kg = 11,27","Peanut, je 150-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_214.jpg,bamberg
Storck Knoppers oder Knoppers Nussriegel,Keine Marke,"€ 1,69",,"1 kg = 8,45",je 8 x 25/5 x 40-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_213.jpg,bamberg
Kinder Riegel,Keine Marke,"€ 1,99",,"1 kg = 9,48",je 10 x 21-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_212.jpg,bamberg
Milka Schokolade,Keine Marke,"€ 0,99",,"1 kg = 11,00","versch. Sorten, je 90-g-Tafel",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_211.jpg,bamberg
Maggi Fix Air Fryer Knusper-Hähnchen,Keine Marke,"€ 0,44",,"1 kg = 11,28","Paprika & Knoblauch, je 39-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_210.jpg,bamberg
REWE Bio Kichererbsen,Keine Marke,"€ 0,79",,"1 kg = 3,67","je 330-g-Glas, 215-g-Abtropfgew.",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_209.jpg,bamberg
Jacobs Tassimo Kaffeekapseln Caff Crema XL,Keine Marke,"€ 4,44",,"1 kg = 33,43","je 132,8-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_189.jpg,bamberg
Goldmännchen Tee Fenchel-Anis-Kümmel,Keine Marke,"€ 1,19",,"1 kg = 23,80",je 50-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_188.jpg,bamberg
Karottenkrüstchen,Keine Marke,"€ 0,49",,Kein Mengenpreis,je St,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_187.jpg,bamberg
Chia Weltmeisterbrot,Keine Marke,"€ 1,79",,"1 kg = 2,39",je 750-g-St,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_186.jpg,bamberg
Magnum Utopia Double Hazelnut,Keine Marke,"€ 2,79",,"1 l = 10,94",je 255-ml-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_166.jpg,bamberg
McCain Frites Deluxe,Keine Marke,"€ 1,59",,"1 kg = 2,65","tiefgefroren, je 600-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_165.jpg,bamberg
Dr Oetker Pizza Tradizionale Salame Romano,Keine Marke,"€ 2,22",,"1 kg = 5,77","tiefgefroren, je 385-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_164.jpg,bamberg
Wholey Acai Bowl,Keine Marke,"€ 2,99",,"1 kg = 11,96","versch. Sorten, tiefgefroren, je 250-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_163.jpg,bamberg
Wagner Rustipani geräucherter Käse,Keine Marke,"€ 1,79",,"1 kg = 10,23","tiefgefroren, je 175-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_162.jpg,bamberg
Costa Ofenfisch,Keine Marke,"€ 2,99",,"1 kg = 7,48","versch. Sorten, je 400-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_161.jpg,bamberg
McCain 1-2-3 Frites Original,Keine Marke,"€ 1,59",,"1 kg = 2,12","tiefgefroren, je 750-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_160.jpg,bamberg
Magnum Mini Mix Classic Almond White,Keine Marke,"€ 2,79",,"1 l = 8,45",je 330-ml-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_159.jpg,bamberg
Iglo Tagliatelle Pilzpfanne,Keine Marke,"€ 2,99",,"1 kg = 6,64","tiefgefroren, je 450-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_158.jpg,bamberg
Frosta Fischstäbchen,Keine Marke,"€ 2,79",,"1 kg = 6,20","tiefgefroren, je 450-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_157.jpg,bamberg
Mövenpick Eis,Keine Marke,"€ 1,88",,"1 l = 2,09","versch. Sorten, je 900-ml-Becher",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_156.jpg,bamberg
Dr Oetker Die Ofenfrische Vier Käse,Keine Marke,"€ 2,22",,"1 kg = 5,41","tiefgefroren, je 410-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_155.jpg,bamberg
REWE Beste Wahl Family-Mix,Keine Marke,"€ 1,59",,"1 kg = 5,30",je 300-g-Btl,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_154.jpg,bamberg
Cantaloupe Melone,Keine Marke,"€ 1,59",,"1 kg = 7,95",je 200-g-Becher,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_153.jpg,bamberg
Lachs Salat,Keine Marke,"€ 2,29",,"1 kg = 7,39",je 310-g-Schale,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_152.jpg,bamberg
Iglo Pasta Carbonara,Keine Marke,"€ 2,99",,"1 kg = 7,04","tiefgefroren, je 425-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_167.jpg,bamberg
Wagner Airfryer Snack Salami,Keine Marke,"€ 1,79",,"1 kg = 9,18","tiefgefroren, je 195-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_168.jpg,bamberg
REWE Bio Edamame,Keine Marke,"€ 2,89",,"1 kg = 9,63","tiefgefroren, je 300-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_170.jpg,bamberg
REWE Bio Haferriegel Schoko,Keine Marke,"€ 1,59",,"1 kg = 15,14",je 3 x 35-g-Riegel-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_185.jpg,bamberg
Jacobs 2in1 Classic,Keine Marke,"€ 1,99",,"1 kg = 16,05",je 124-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_184.jpg,bamberg
Ibis Sandwich Baguettes,Keine Marke,"€ 1,89",,"1 kg = 5,56","versch. Sorten, je 340-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_183.jpg,bamberg
Dallmayr Capsa,Keine Marke,"€ 2,69",,"1 kg = 48,04","versch. Sorten, je 56-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_182.jpg,bamberg
Goldmännchen Tee 9-Kräuter,Keine Marke,"€ 1,19",,"1 kg = 31,73","je 37,5-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_181.jpg,bamberg
3 Bears Overnight Oats,Keine Marke,"€ 3,99",,"1 kg = 9,98","versch. Sorten, je 400-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_180.jpg,bamberg
Leicht Cross Knusperbrot,Keine Marke,"€ 0,99",,"1 kg = 6,60","Weizen oder Roggen, je 150-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_179.jpg,bamberg
Schwartau Extra Konfitüre Aprikose,Keine Marke,"€ 1,99",,"1 kg = 5,85",je 340-g-Glas,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_178.jpg,bamberg
Jacobs 3in1 Classic,Keine Marke,"€ 1,99",,"1 kg = 16,58",je 120-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_177.jpg,bamberg
Jacobs Gold,Keine Marke,"€ 6,99",,"1 kg = 34,95","löslicher Bohnenkaffee, je 200-g-Glas",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_176.jpg,bamberg
Teekanne Kräutertee Pfefferminze,Keine Marke,"€ 1,59",,"1 kg = 35,33",je 45-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_175.jpg,bamberg
Jacobs Lungo Kaffeekapseln Intenso,Keine Marke,"€ 4,44",,"1 kg = 42,69",je 104-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_174.jpg,bamberg
Melitta Bella Crema,Keine Marke,"€ 14,99",,Kein Mengenpreis,"versch. Sorten, ganze Bohnen, je 1000-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_173.jpg,bamberg
Dallmayr Kaffee Classic,Keine Marke,"€ 6,99",,"1 kg = 13,98","gemahlener Bohnenkaffee, je 500-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_172.jpg,bamberg
Senseo Kaffeepads Classic,Keine Marke,"€ 2,99",,"1 kg = 26,94",je 111-g-Btl,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_171.jpg,bamberg
Frosta Schlemmerfilet,Keine Marke,"€ 2,79",,"1 kg = 7,75","Brokkoli Mandel, tiefgefroren, je 360-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_169.jpg,bamberg
Ziegenkäse Salat,Keine Marke,"€ 2,29",,"1 kg = 7,63",je 300-g-Schale,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_151.jpg,bamberg
Duplo,Keine Marke,"€ 1,99",,"1 kg = 10,93","je 10 x 18,2-g-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_225.jpg,bamberg
REWE Bio Cashewkerne,Keine Marke,"€ 1,99",,"1 kg = 15,92","Salz & Pfeffer, je 125-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_227.jpg,bamberg
Garnier Shampoo,Keine Marke,"€ 1,99",,"1 l = 7,96","versch. Sorten, je 250-ml-Fl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_279.jpg,bamberg
Fa Duschgel,Keine Marke,"€ 1,29",,"1 l = 5,16","Kick Off, je 250-ml-Fl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_278.jpg,bamberg
Carefree Slipeinlagen,Keine Marke,"€ 2,29",,Kein Mengenpreis,"Cotton Feel Normal, je 56-St.-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_277.jpg,bamberg
Vernel Weichspüler,Keine Marke,"€ 1,49",,"1 l = 1,83","Aromatherapie, je 814-ml-Fl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_276.jpg,bamberg
Ariel Colorwaschmittel flüssig,Keine Marke,"€ 16,99",,"1 WL = 0,17",je 100-WL-Fl,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_275.jpg,bamberg
Finish Geschirrreiniger Ultimate Plus,Keine Marke,"€ 7,99",,"1 Tab = 0,19",je 42-Tab-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_274.jpg,bamberg
Kneipp Aroma-Pflegedusche,Keine Marke,"€ 2,49",,"1 l = 12,45","Lebensfreude, je 200-ml-Tube",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_280.jpg,bamberg
Rückenstabilisator Comfortisse Posture Pro,Keine Marke,"€ 9,99",,Kein Mengenpreis,je St,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_273.jpg,bamberg
Faltbare Artikel,Keine Marke,"€ 3,99",,Kein Mengenpreis,"Eimer ca. 10 l 3,99 Wäschekorb ca. 24 l 4,99 Abtropfgitter ca. 7,5 l 4,99 Spülschüssel ca. 9,6 l 4,99, St",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_271.jpg,bamberg
Kesper Sitzhocker oder Klapptritt,Keine Marke,"€ 4,99",,Kein Mengenpreis,"Klapptritt ca. 35 x 27 x 22 cm 4,99 Sitzhocker ca. 36,5 x 32,5 x 30 cm 5,99 belastbar bis ca. 150 kg, St",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_270.jpg,bamberg
VIVESS Spülbeckenorganizer,Keine Marke,"€ 5,99",,Kein Mengenpreis,"ca. 24 x 17,8 x 10 cm, je St",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_269.jpg,bamberg
Jes Collection Haushaltsartikel,Keine Marke,"€ 2,00",,Kein Mengenpreis,"versch. Artikel, je St./Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_268.jpg,bamberg
vileda H2PRO Flat Mop System,Keine Marke,"€ 39,99",,Kein Mengenpreis,"Mopp- und Eimer-Set abnehmbarer Wassertank ca. 1,2 l 2 getrennte Tanks, je Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_267.jpg,bamberg
vileda Wäschetrockner King,Keine Marke,"€ 29,99",,Kein Mengenpreis,"Trockenlänge ca. 20 m extra dicke XXL-Leine für faltenfreies Trocknen inkl. Kleinteilehalterung inkl. 1 Pckg. Dr. Beckmann Waschmittel-Blätter »Color Protect« oder »Universal«, je St",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_266.jpg,bamberg
VIVESS Abfalleimer,Keine Marke,"€ 5,99",,Kein Mengenpreis,"ca. 5 l, je St",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_272.jpg,bamberg
Hipp Hippis Fruchtquetschen,Keine Marke,"€ 0,89",,"1 kg = 8,90","versch. Sorten, je 100-g-Btl",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_281.jpg,bamberg
Spee Colorwaschmittel,Keine Marke,"€ 3,59",,"1 WL = 0,17",je 22-WL-Fl,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_282.jpg,bamberg
Barebells Proteinriegel,Keine Marke,"€ 1,99",,"1 kg = 36,18","versch. Sorten, je 55-g-Riegel",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_283.jpg,bamberg
Glockenblume,Keine Marke,"€ 3,33",,Kein Mengenpreis,"mit vielen kleinen Blüten, je Topf",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_298.jpg,bamberg
Premium Rosen,Keine Marke,"€ 3,99",,Kein Mengenpreis,"versch. Farben, mit Floralife Schnitt­blumen­nahrung, je Bund",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_297.jpg,bamberg
Narzisse,Keine Marke,"€ 1,00",,Kein Mengenpreis,"der absolute Frühjahrs- klassiker, perfekt für Beet- und Balkon, je Topf",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_296.jpg,bamberg
Frühlingskorb,Keine Marke,"€ 5,99",,Kein Mengenpreis,"mit Zwiebelpflanzen, in dekorativem Spankorb, je Korb",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_295.jpg,bamberg
Sheba Katzennahrung,Keine Marke,"€ 0,49",,"1 kg = 5,76","versch. Sorten, je 85-g-Btl./Schale",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_294.jpg,bamberg
Vitakraft Bonas Kaustangen mit Huhn oder Filets Streifen mit Entenbrust,Keine Marke,"€ 1,79",,"1 kg = 22,38",je 80-g-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_293.jpg,bamberg
Cat s Best Öko-Katzenstreu,Keine Marke,"€ 5,99",,"1 kg = 1,39","je 4,3-kg-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_292.jpg,bamberg
Elnett Haarspray,Keine Marke,"€ 3,99",,"1 l = 13,30","versch. Sorten, je 300-ml-Dose",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_291.jpg,bamberg
More Protein Iced Coffee,Keine Marke,"€ 14,99",,"1 kg = 49,97","Matcha Latte, je 300-g-Dose",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_289.jpg,bamberg
More Protein,Keine Marke,"€ 14,99",,"1 kg = 41,64","Vanilla Ice Cream, je 360-g-Dose",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_288.jpg,bamberg
Fa Deospray,Keine Marke,"€ 1,29",,"1 l = 8,60","Kick Off, je 150-ml-Dose",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_287.jpg,bamberg
Ariel Vollwaschmittel Pulver,Keine Marke,"€ 16,99",,"1 WL = 0,19",je 90-WL-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_286.jpg,bamberg
Weißer Riese Megaperls Vollwaschmittel,Keine Marke,"€ 3,59",,"1 WL = 0,20",je 19-WL-Btl,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_284.jpg,bamberg
vileda Turmwäschetrockner Mixer 3,Keine Marke,"€ 29,99",,Kein Mengenpreis,"Trockenlänge ca. 30 m optimal für längere Wäschestücke ca. 71 x 71 x 132 cm, je St",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_265.jpg,bamberg
rotho Multibag Albula Style,Keine Marke,"€ 9,99",,Kein Mengenpreis,"ca. 25 l aus recyceltem Kunststoff, je St",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_264.jpg,bamberg
vileda Mikrofaser Allzwecktuch 14er-Pack,Keine Marke,"€ 7,99",,Kein Mengenpreis,"Allround-Talent für alle Bereiche und Oberflächen, je Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_263.jpg,bamberg
Finish Geschirrreiniger Tabs Ultimate,Keine Marke,"€ 7,99",,"1 Tab = 0,17",je 46-Tab-Pckg,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_262.jpg,bamberg
Paulaner Münchner Hell,Keine Marke,"€ 13,99",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_242.jpg,bamberg
Kloster Scheyern Klostergold oder Dunkel,Keine Marke,"€ 13,99",,"1 l = 1,40","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_241.jpg,bamberg
Oettinger Pils oder Export,Keine Marke,"€ 7,49",,"1 l = 0,75","je 20 x 0,5-l-Fl.-Kasten, zzgl. 3,10 Pfand",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_240.jpg,bamberg
REWE Bio Apfelsaft,Keine Marke,"€ 1,59",,Kein Mengenpreis,"naturtrüb, aus 100% Direktsaft, je 1-l-Pckg",Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_rewe/bamberg_offer_239.jpg,bamberg
