Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Salat-Menü Classic,Wonnemeyer,"€ 2,19",,"2,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_039.jpg
Steinofen-Pizza Mozzarella,Cucina,"€ 1,99",,"2,49 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_040.jpg
Salat-Menü Vielfalt,Wonnemeyer,"€ 2,19",,"2,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_041.jpg
Pasta-Sauce,Cucina,"€ 1,19",,"1,45 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_042.jpg
Natives Olivenöl extra,BELLASAN,"€ 4,79",,"5,99 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_043.jpg
Mascarpone,Cucina,"€ 1,49",,"1,79 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_044.jpg
Grissotti,Cucina,"€ 0,99",,"1,39 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_045.jpg
Tomatenmark,KING S CROWN,"€ 0,75",,"0,95 €",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_046.jpg
Profiweiß,DECO CRAFT,"€ 17,99",,1-l-Preis 1.64,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_047.jpg
Soft-Touch-Pinselset,DECO CRAFT,"€ 1,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_048.jpg
Allzweck-Vlies,DECO CRAFT,"€ 5,99",,m²-Preis 0.60,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_049.jpg
Profi-Ersatzwalzen,DECO CRAFT,"€ 2,49",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_050.jpg
Bad- und Küchenfarbe,DECO CRAFT,"€ 9,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_051.jpg
Maler- und Renovierungszubehör-Set,DECO CRAFT,"€ 6,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_052.jpg
Multi Support Wandfarbe,DECO CRAFT,"€ 9,99",,1-l-Preis 4.00,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_053.jpg
All-in-One-Pinselset,DECO CRAFT,"€ 4,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_054.jpg
Multifunktionstisch,WORKZONE,"€ 39,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_055.jpg
Malerkreppband,DECO CRAFT,"€ 2,99",,m-Preis 0.02,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_056.jpg
Sicherheitsleiter,WORKZONE,"€ 39,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_057.jpg
Schwammbrett,WORKZONE,"€ 2,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_058.jpg
SOS-Smart-Repair,DECO CRAFT,"€ 1,99",,"1- bzw. kg-Preis 9.95, 8.29, 6.63 bzw. 6.22",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_059.jpg
Buntlack Glänzend,Home Creation,"€ 2,49",,1 l = 6.23,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_060.jpg
Detailschleifer,Ferrex,"€ 19,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_061.jpg
Raumentfeuchter Set,HOME CREATION,"€ 6,99",,"1,94 €/kg",,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_062.jpg
Rotierende Arbeitsleuchte,WORKZONE,"€ 9,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_063.jpg
Leitungssucher,WORKZONE,"€ 9,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_064.jpg
Bit-Satz,WORKZONE,"€ 9,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_065.jpg
Arbeitshandschuhe,Topcraft,"€ 4,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_066.jpg
HSS-Spiralbohrer-Set,FERREX,"€ 14,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_067.jpg
Re-New für Silikonfugen,Pattex,"€ 3,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_068.jpg
Energiespar-Zubehör P-Profil-Dichtung,WORKZONE,"€ 2,99",,m-Preis 0.30,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_069.jpg
ABC-Feuerlöscher,Smartwares,"€ 27,99",,kg-Preis 4.67,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_070.jpg
Dokumentenkassette,WORKZONE,"€ 29,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_071.jpg
Schlüsseltresor,WORKZONE,"€ 9,49",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_072.jpg
Design-Keramik-Heizgerät,Ambiano,"€ 12,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_073.jpg
10-Jahres-Rauch- oder -Kohlenstoffmonoxid-Melder,WORKZONE,"€ 12,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_074.jpg
Schloss Stück,Workzone,"€ 4,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_075.jpg
LED-Universal-Taschenlampe,CASALUX,"€ 4,49",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_076.jpg
Relax-Hose,UP2FASHION,"€ 7,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_077.jpg
Stretch-Jeans,UP2FASHION,"€ 5,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_078.jpg
Sweatshirt,UP2FASHION,"€ 9,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_079.jpg
Küchenkräuter,Gardenline,"€ 2,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_080.jpg
Ultraschall-Reinigungsgerät,Ambiano,"€ 19,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_081.jpg
Glas-Frischhaltedosen,Crofton,"€ 9,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_082.jpg
Haushaltshandschuhe,Power Force,"€ 1,99",,Kein Mengenpreis,,Nein,2026-01-12 bis 2026-01-18,2026-01-12,2026-01-18,images_aldi/aldi_offer_083.jpg
