Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
YELLOW TAIL,Shiraz o Cabernet Sauvignon,"€ 3,99",5.49,1 l = 5.32,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_268.jpg
MEZZACORONA,Pinot Grigio Merlot Moscato oder Chardonnay,"€ 3,89",,1 l = 5.19,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_269.jpg
WINZER SOMMERACH,Qualitätswein,"€ 5,99",7.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_270.jpg
GWF,Silvaner Kabinett trocken,"€ 4,99",6.49,1 l = 6.66,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_271.jpg
MARTIN SCHONGAUER,Grau- Weiß- oder Spätburgunder,"€ 3,99",,1 l = 5.32,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_272.jpg
GWF,Die jungen Frank n Qualitätswein,"€ 3,99",5.49,1 l = 5.32,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_273.jpg
LIGHT LIVE,0 0,"€ 2,99",3.79,1 l = 3.99,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_274.jpg
MARTINI,Aperitif,"€ 7,99",,1 l = 10.66,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_275.jpg
ROTKÄPPCHEN,Fruchtsecco,"€ 1,11",,1 l = 5.55,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_276.jpg
BECK S,Bier oder Biermischgetränk,"€ 3,99",4.99,1 l = 2.02,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_277.jpg
BITBURGER,Premium Pils,"€ 9,99",,1 l = 1.00,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_278.jpg
DUCKSTEIN,Rotblond Original,"€ 12,99",15.69,1 l = 3.25,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_279.jpg
LEIKEIM,Premium-Pils,"€ 11,49",17.99,1 l = 1.15,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_280.jpg
KULMBACHER,Edelherb,"€ 10,99",15.99,1 l = 1.10,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_281.jpg
ERDINGER,Alkoholfrei,"€ 3,99",5.29,1 l = 2.02,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_282.jpg
BITBURGER,Premium Pils oder Radler naturtrüb,"€ 0,79",,1 l = 1.58,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_283.jpg
SOMERSBY,Cider,"€ 1,11",1.49,1 l = 3.37,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_284.jpg
K-CLASSIC,Iso-Drink,"€ 0,59",0.79,1 l = 0.79,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_285.jpg
FUZE TEA,Erfrischungsgetränk,"€ 1,19",,1 l = 0.96,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_286.jpg
ARIZONA,Eistee,"€ 0,79",,1 l = 1.58,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_287.jpg
WEISSER RIESE,Voll- oder Colorwaschmittel,"€ 11,99",,pro Anwendung = 0.12 - 0.15,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_288.jpg
LENOR,Wäscheparfüm,"€ 3,49",,1 kg = 22.52,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_290.jpg
THE PAPERMAKERS,Toilettenpapier XXL,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_291.jpg
ZEWA,Wisch Weg,"€ 2,22",2.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_292.jpg
O B,Tampons ProComfort,"€ 3,95",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_293.jpg
FAIRY,Geschirrspülmittel,"€ 3,30",4.95,1 l = 2.45,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_295.jpg
BEBIVITA,Fruchtpüree-Quetschbeutel,"€ 2,22",2.65,1 kg = 6.17,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_298.jpg
HIPP,Windeln oder Pants,"€ 9,99",,pro Stück = 0.19 - 0.33,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_299.jpg
BEVOLA BABY,Baby Feuchttücher,"€ 1,49",1.95,pro Stück = 0.01,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_300.jpg
MIXA,Anti-Unreinheiten Mattierende Gel-Creme,"€ 12,95",,1 l = 259.00,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_302.jpg
MIXA,UV-Schutz-Feuchtigkeitscreme,"€ 11,95",,1 l = 239.00,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_303.jpg
BEBE,Reinigungstücher,"€ 1,99",2.25,pro Stück = 0.08,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_304.jpg
MIXA,Anti-Unreinheiten-Serum,"€ 13,95",,1 l = 465.00,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_305.jpg
MIXA,Anti-Trockenheit-Serum,"€ 12,95",,1 l = 431.67,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_306.jpg
LISTERINE,Mundspülung,"€ 3,99",4.95,1 l = 7.98,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_307.jpg
COLGATE,Komplett Zahncreme,"€ 0,99",1.65,1 l = 13.20,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_308.jpg
ORAL-B,Bürstenköpfe Pro,"€ 17,99",,pro Stück = 2.25 - 3.00,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_309.jpg
ORAL-B,Elektr Zahnbürste Series 1 Pro,"€ 29,95",34.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_310.jpg
PALMOLIVE,Duschgel,"€ 0,99",,1 l = 3.96,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_311.jpg
NIVEA,Kids 3in1 Duschgel Shampoo Spülung,"€ 1,49",1.95,1 l = 5.96,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_312.jpg
NIVEA,Deo-Spray,"€ 2,22",,1 l = 14.80,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_313.jpg
K-CONCEPT SPORTS,Protein-Riegel,"€ 0,85",0.95,1 kg = 18.89,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_314.jpg
CESAR,Hundenahrung,"€ 0,75",0.89,1 kg = 5.00,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_315.jpg
VITAKRAFT,Beef- oder Fish-Stick,"€ 0,35",,1 kg = 23.34 - 29.17,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_316.jpg
DREAMIES oder WHISKAS,Katzensnack,"€ 2,79",3.65,1 kg = 15.50 - 23.25,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_318.jpg
WHISKAS,Katzen-Trockenfutter,"€ 2,39",2.99,1 kg = 2.99,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_319.jpg
LIV BO,LED-Klemmleuchte,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_320.jpg
TRISTAR,Sandwichtoaster SA-3052KL,"€ 7,99",UVP 14.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_321.jpg
LIV BO,LED-Deckenleuchte,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_322.jpg
SWITCH ON,Akku-Staubsauger SOHAZ,"€ 59,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_323.jpg
LIV BO,Holz-Paneele,"€ 29,99",,1 m² = 27.52,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_325.jpg
LIV BO,LED-Wand- und Deckenleuchte rechteckig,"€ 24,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_326.jpg
MYPROJECT,Programmierbares Heizkörperthermostat,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_327.jpg
OSRAM,LED-Filament-Birne E27 matt 11 W 1 521 lm 2 700 K,"€ 3,99",10.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_328.jpg
TEFAL,Heißluftfritteuse Easy Fry Compact EY1018,"€ 39,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_329.jpg
OSRAM,LED-Filament-Kerze E14 matt 3 4 W 470 lm 2 700 K,"€ 1,99",4.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_330.jpg
LIV BO,LED-Wandleuchte,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_331.jpg
LIV BO,LED-Stehleuchte RGBW mit Sternen-Effekt,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_332.jpg
LIV BO,Tischleuchte dimmbar,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_333.jpg
OSRAM,Flutlichtleuchte mit Bewegungsmelder,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_334.jpg
LIV BO,LED-Wand- und Deckenleuchte eckig,"€ 24,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_335.jpg
FIZZ CREATIONS,Deko-LED-Leuchte Sonic 320010,"€ 9,99",UVP 24.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_336.jpg
LIV BO,LED-Tischleuchte,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_337.jpg
SWITCH ON,Panini Maker SOPM 2000 E2,"€ 29,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_339.jpg
GEBOL,Arbeitshandschuhe Midi Flex,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_340.jpg
BESTRON,Pizza-Ofen und Grill APZ300Z,"€ 34,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_341.jpg
BESTRON,Glas-Wasserkocher AWK500G,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_342.jpg
SWITCH ON,Stabmixer SOSSM 600,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_343.jpg
OSRAM,LED-Reflektor GU10 4 3 W 350 lm 2 700 K,"€ 1,99",UVP 4.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_344.jpg
OSRAM,LED-Filament-Tropfen E14 matt 3 4 W 470 lm 2 700 K,"€ 1,99",4.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_345.jpg
SWITCH ON,Folienrollen für Vakuumierer breit,"€ 4,99",9.99,1 m² = 2.97,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_346.jpg
SWITCH ON,Vakuumierer SOV 125 C6,"€ 17,99",39.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_347.jpg
Keine Marke,Nachttisch,"€ 17,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_348.jpg
ZURU PETS ALIVE,Spielset Magisches Pony,"€ 9,99",UVP 17.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_349.jpg
OSRAM,LED-Röhre G13 ca 120 cm,"€ 4,99",UVP 8.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_351.jpg
MEBUS,Mondlampe,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_352.jpg
CLEMENTONI,MinerBot 3 in 1 Robotik-Set,"€ 9,99",UVP 19.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_353.jpg
TRISTAR,Handmixer MX-4204KL,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_354.jpg
LIV BO,LED-Wand- und Deckenleuchte rund,"€ 24,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_355.jpg
OSRAM,Flutlichtleuchte,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_357.jpg
SWITCH ON,Energiemessgerät,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_359.jpg
OSRAM,LED-Filament-Birne E27 matt 6 5 W 806 lm 2 700 K,"€ 1,99",4.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_360.jpg
LIV BO,LED-Stehleuchte RGBW,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_361.jpg
OSRAM,LED-Filament-Birne E27 matt 7 5 W 1 055 lm 2 700 K,"€ 2,99",7.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_362.jpg
OSRAM,LED-Röhre G13 ca 60 cm,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_363.jpg
RITTER,Allesschneider Nova 1,"€ 49,99",59.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_367.jpg
SWITCH ON,Folienrollen für Vakuumierer schmal,"€ 4,99",9.99,1 m² = 2.78,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_368.jpg
K-CLASSIC,Flügelwäscheständer,"€ 8,79",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_369.jpg
LEIFHEIT,Bügeltisch Air Board M Black Plus,"€ 49,99",UVP 94.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_370.jpg
SPICE SOUL,Auflaufform rund,"€ 4,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_373.jpg
LIV BO,Box mit Deckel ca 5 l,"€ 1,79",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_374.jpg
TEFAL,5-Sekunden-Zerkleinerer,"€ 7,99",UVP 25.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_375.jpg
Keine Marke,Glas-Frischhaltedose mit Vakuum-Deckel,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_376.jpg
EMSA,Thermobecher Travel Mug Compact,"€ 12,99",UVP 25.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_377.jpg
LIV BO,Box mit Deckel ca 11 l,"€ 4,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_379.jpg
LEIFHEIT,Wischtuchpresse Profi Compact,"€ 29,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_382.jpg
GOURMETMAXX,Messerset,"€ 4,99",UVP 14.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_384.jpg
GOURMETMAXX,Multi-Schneider,"€ 9,99",UVP 29.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_385.jpg
Keine Marke,Snackschale,"€ 4,99",,Kein Mengenpreis,,Nein,,,,images_kaufland/kaufland_offer_386.jpg
Keine Marke,Silikon-Gefrierform Food Cube,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_387.jpg
Keine Marke,Kaffeebecher,"€ 2,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_388.jpg
SPICE SOUL,Auflaufform eckig,"€ 4,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_389.jpg
LIV BO,Box mit Deckel ca 45 l,"€ 8,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_396.jpg
LIV BO,Fleece-Spannbettlaken ca 180 - 200 x 200 cm,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_397.jpg
MY PROJECT,Autositzbezug-Set,"€ 12,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_399.jpg
CARTREND,Allwetter-Automatten-Set,"€ 7,99",UVP 22.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_401.jpg
UHU,Luftentfeuchter- Nachfüllbeutel,"€ 1,99",3.79,1 kg = 4.43,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_402.jpg
MY PROJECT,Ratschenspanngurte-Set Schwerlast,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_403.jpg
NUR DIE,Kinder-ABS-Flaschesocken,"€ 3,99",UVP 5.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_404.jpg
BABYBEST,Baby-Langarmbodys,"€ 7,99",UVP 29.95,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_405.jpg
BEBECONFORT,Kinder-Sitzerhöhung Gaia i-Fix,"€ 24,99",UVP 49.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 08.01. bis 14.01. in deiner Kaufland-Filiale.,2026-01-08,2026-01-14,images_kaufland/kaufland_offer_407.jpg
