Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels
Fürst von Metternich Sekt,Keine Marke,"€ 1,99",,"1 l = 9,95 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 0,2 Liter Piccolo-Flasche, (1 l = 9,95 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/f-rst-von-metternich-sekt.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Jack Daniel s Gentleman Jack Tennessee Whiskey,Keine Marke,"€ 19,99",,"1 l = 28,56 €","40 % Vol., 0,7 Liter Flasche, (1 l = 28,56 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/jack-daniel-s-gentleman-jack-tennessee-whiskey.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Sechsämter Likör,Keine Marke,"€ 7,99",,"1 l = 11,41 €","verschiedene Sorten, 21-33 % Vol., 0,7 Liter Flasche, (1 l = 11,41 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/sechs-mter-lik-r.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
ouzo of plomari,Keine Marke,"€ 8,99",,"1 l = 12,84 €","verschiedene Sorten, 34/40 % Vol. Je nach Verfügbarkeit des Marktes., 0,7 Liter Flasche, (1 l = 12,84 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/ouzo-of-plomari.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Chantr Weinbrand,Keine Marke,"€ 5,99",,"1 l = 8,56 €","verschiedene Sorten oder Creme Sahnelikör, 15-36 % Vol., 0,7 Liter Flasche, (1 l = 8,56 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/chantr-weinbrand.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
ALL-IN-ONE Fruchtsaftgetränk,hohes C,"€ 1,99",,"1 l = 2,34 €","verschiedene Sorten, 0,85 Liter Flasche + 0,25 Pfand, (1 l = 2,34 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/hohes-c-all-in-one-fruchtsaftgetr-nk.jpg,"cat_getraenke,tag_ultra_processed"
fuze tea,fuze tea,"€ 1,29",,"1 l = 1,03 €","verschiedene Sorten, 1,25 Liter Flasche + 0,25 Pfand, (1 l = 1,03 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/fuze-tea.jpg,"cat_getraenke,tag_ultra_processed"
schwip schwap oder pepsi koffeinhaltige Limonade,Keine Marke,"€ 0,69",,"1 l = 1,38 €","verschiedene Sorten, 0,5 Liter Flasche + 0,25 Pfand, (1 l = 1,38 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/schwip-schwap-oder-pepsi-koffeinhaltige-limonade.jpg,"cat_getraenke,diet_lactose_free,diet_vegetarian,tag_ultra_processed"
Krombacher Pils oder Veltins Pilsener,Keine Marke,"€ 0,79",,"1 l = 1,58 €","0,5 Liter Dose + 0,25 Pfand, (1 l = 1,58 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/krombacher-pils-oder-veltins-pilsener.jpg,cat_getraenke
live fresh Shot,Keine Marke,"€ 1,59",,"1 l = 26,50 €","verschiedene Sorten, 60 ml Flasche, (1 l = 26,50 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/live-fresh-shot.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Aktien Bier,Keine Marke,"€ 14,99",,"1 l = 1,50 €","verschiedene Sorten, 20 x 0,5 Liter Kasten + 4,50 Pfand, (1 l = 1,50 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/aktien-bier.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food"
Münchner Hell,Paulaner,"€ 14,99",,"1 l = 1,50 €","verschiedene Sorten, 20 x 0,5 Liter Kasten + 3,10 Pfand, (1 l = 1,50 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/paulaner-m-nchner-hell.jpg,"cat_getraenke,tag_ultra_processed"
Mineralwasser,Adelholzener,"€ 5,79",,"1 l = 0,64 €","verschiedene Sorten Ausgenommen St. Primus Heilwasser., 12 x 0,75 Liter Kasten + 3,30 Pfand, (1 l = 0,64 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/adelholzener-mineralwasser.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian"
Franken Brunnen Rhön Sprudel oder Förstina Schorle,Keine Marke,"€ 7,99",,"1 l = 0,89 €","verschiedene Sorten Ausgenommen Cola-Mix, Vital und Schorle im Glas Kasten. Je nach Verfügbarkeit des Marktes., 12 x 0,75 Liter Kasten + 3,30 Pfand, (1 l = 0,89 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/franken-brunnen-rh-n-sprudel-oder-f-rstina-schorle.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed"
Guinness Extra Stout Beer,Keine Marke,"€ 4,99",,"1 l = 2,52 €","Je nach Verfügbarkeit des Marktes., 6 x 0,33 Liter Packung + 0,48 Pfand, (1 l = 2,52 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/guinness-extra-stout-beer.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Lemonaid Bio Limonade oder ChariTea Bio Eistee,Keine Marke,"€ 1,29",,"1 l = 3,91 €","verschiedene Sorten, vegan Je nach Verfügbarkeit des Marktes., 0,33 Liter Flasche + 0,25 Pfand, (1 l = 3,91 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/lemonaid-bio-limonade-oder-charitea-bio-eistee.jpg,"cat_getraenke,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Bier,Mönchshof,"€ 12,99",,"1 l = 1,30 €","verschiedene Sorten Je nach Verfügbarkeit des Marktes., 20 x 0,5 Liter Kasten + 4,50 Pfand, (1 l = 1,30 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/m-nchshof-bier.jpg,cat_getraenke
Schokolade,Milka,"€ 0,99",,"1 kg = 11,00 €","verschiedene Sorten *Je nach Verfügbarkeit des Marktes., 85*-100 g Tafel, (1 kg = 11,00 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/milka-schokolade.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
KitKat Lion,Nestl,"€ 1,79",,Kein Mengenpreis,"verschiedene Sorten, Smarties oder Nuts",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/nestl-kitkat-lion.jpg,"cat_knabbern_naschen,tag_ultra_processed"
Haribo Fruchtgummi,Keine Marke,"€ 0,69",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/haribo-fruchtgummi.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Raffaello,Ferrero,"€ 3,49",,"1 kg = 13,42 €","Nur solange der Vorrat reicht., 230 g Packung + 30 g GESCHENKT, (1 kg = 13,42 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/ferrero-raffaello.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Mon Ch ri,Ferrero,"€ 2,99",,Kein Mengenpreis,"verschiedene Sorten, 15/15er + 3 Pralinen geschenkt Nur solange der Vorrat reicht.",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/ferrero-mon-ch-ri.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
funny-frisch Kessel Chips,Keine Marke,"€ 1,49",,"1 kg = 12,42 €","verschiedene Sorten, 120 g Packung, (1 kg = 12,42 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/funny-frisch-kessel-chips.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_huelsenfruechte,tag_ultra_processed,tag_whole_food"
funny-frisch Cheese Cracker,Keine Marke,"€ 1,79",,"1 kg = 17,90 €","verschiedene Sorten, 100 g Packung, (1 kg = 17,90 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/funny-frisch-cheese-cracker.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed"
Wick Hustenbonbons,Keine Marke,"€ 1,39",,"1 kg = 19,31 €","ohne Zucker, verschiedene Sorten, 72 g Beutel, (1 kg = 19,31 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/wick-hustenbonbons.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Bahlsen Gebäck,Keine Marke,"€ 1,99",,Kein Mengenpreis,verschiedene Sorten Ausgenommen schokolierte Sorten,Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/bahlsen-geb-ck.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_obst,tag_ultra_processed,tag_whole_food"
Persil Vollwaschmittel,Keine Marke,"€ 18,99",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/persil-vollwaschmittel.jpg,"cat_drogerie,tag_whole_food"
Somat Maschinengeschirr-Reiniger,Keine Marke,"€ 6,99",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/somat-maschinengeschirr-reiniger.jpg,"cat_drogerie,tag_whole_food"
Zewa Ultra Toilettenpapier,Keine Marke,"€ 3,49",,Kein Mengenpreis,"verschiedene Sorten, 4-lagig, 8 x 135/150 Blatt Packung",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/zewa-ultra-toilettenpapier.jpg,cat_drogerie
dusch das Duschgel,Keine Marke,"€ 1,11",,"1 l = 4,93 €","verschiedene Sorten, 225 ml Flasche, (1 l = 4,93 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/dusch-das-duschgel.jpg,"cat_drogerie,tag_whole_food"
Nivea Haarspray oder Schaumfestiger,Keine Marke,"€ 2,99",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/nivea-haarspray-oder-schaumfestiger.jpg,cat_drogerie
Guhl Shampoo oder Spülung,Keine Marke,"€ 3,29",,Kein Mengenpreis,verschiedene Sorten Ausgenommen Kraft & Fülle.,Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/guhl-shampoo-oder-sp-lung.jpg,cat_drogerie
Bad Heilbrunner Gesundheitstee,Keine Marke,"€ 0,99",,Kein Mengenpreis,"verschiedene Sorten, 8er",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/bad-heilbrunner-gesundheitstee.jpg,"cat_drogerie,tag_ultra_processed,tag_whole_food"
Listerine Total Care Mundspülung,Keine Marke,"€ 3,99",,"1 l = 7,98 €","verschiedene Sorten, 500 ml Flasche, (1 l = 7,98 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/listerine-total-care-mundsp-lung.jpg,cat_drogerie
WWF Naturliebe Recycling Küchentücher,EDEKA,"€ 1,99",,Kein Mengenpreis,"3-lagig, 4 x 64 Blatt Packung",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/edeka-wwf-naturliebe-recycling-k-chent-cher.jpg,cat_drogerie
Colgate Sensation White oder Max Zahncreme,Keine Marke,"€ 1,59",,"1 l = 21,20 €","verschiedene Sorten, 75 ml Packung, (1 l = 21,20 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/colgate-sensation-white-oder-max-zahncreme.jpg,cat_drogerie
Vanish Oxi Action Fleckentferner,Keine Marke,"€ 4,79",,Kein Mengenpreis,verschiedene Sorten,Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/vanish-oxi-action-fleckentferner.jpg,"cat_drogerie,tag_ultra_processed,tag_whole_food"
Air Wick Freshmatic Automatisches Duftspray,Keine Marke,"€ 3,99",,"1 l = 15,96 €","verschiedene Sorten, 250 ml Nachfüllpackung, (1 l = 15,96 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/air-wick-freshmatic-automatisches-duftspray.jpg,"cat_drogerie,tag_whole_food"
Purina felix Katzennahrung,Keine Marke,"€ 3,99",,Kein Mengenpreis,"verschiedene Sorten, 10/12er",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/purina-felix-katzennahrung.jpg,cat_tiernahrung
Dokas Hunde-Snacks,Keine Marke,"€ 1,49",,"1 kg = 21,29 €","verschiedene Sorten, 70 g Packung, (1 kg = 21,29 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/dokas-hunde-snacks.jpg,"cat_tiernahrung,tag_ultra_processed,tag_whole_food"
Weltmeisterbrot,Keine Marke,"€ 1,59",,"1 kg = 2,04 €","Abbildung ähnlich., 750 g Laib, (1 kg = 2,04 €)",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/weltmeisterbrot.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food"
Kaiserbrötchen,Keine Marke,"€ 0,17",,"1 st = 0,17 €","Abbildung ähnlich., Stück",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/kaiserbr-tchen.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Wurzelbrot,Keine Marke,"€ 1,25",,Kein Mengenpreis,"hell Abbildung ähnlich., ca. 300 g Stück",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/wurzelbrot.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_frisches_obst,tag_whole_food"
Laugenzopf,Keine Marke,"€ 0,29",,"1 st = 0,29 €","Abbildung ähnlich., Stück",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/laugenzopf.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed,tag_whole_food"
Apfelberliner,Keine Marke,"€ 0,79",,"1 st = 0,79 €","aus Hefeteig mit Apfelfruchtfüllung und Äpfeln Abbildung ähnlich., Stück",Nein,Gültig vom 02.03.2026 bis zum 07.03.2026.,2026-03-02,2026-03-07,images_edeka/apfelberliner.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_exoten,sub_frisches_obst,tag_whole_food"
