Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Erasco Eintopf,Keine Marke,"€ 11,11","€ 19,74",2.31 / kg,versch. Sorten Einzelpreis: 3.29 (4.11 / kg),Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_001.png
Champignons 3 Wahl,Keine Marke,"€ 4,44","€ 5,53",3.73 / kg,geschnitten Einzelpreis: 0.79 (4.65 / kg),Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_002.png
Thunfischfilets,Keine Marke,"€ 5,55","€ 7,7410,74",4.74 – 6.16 / kg,versch. Sorten Einzelpreis: 1.29 (6.62 – 8.60 / kg),Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_003.png
Hengstenberg Knax Gewürzgurken,Keine Marke,"€ 6,66","€ 11,96",4.63 / kg,Einzelpreis: 2.99 (8.31 / kg),Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_004.png
Mandarinen,Keine Marke,"€ 1,69","€ 1,99",Kein Mengenpreis,"Griechenland/Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_005.png
Lavazza,Keine Marke,"€ 14,99","€ 20,99",Kein Mengenpreis,"ganze Kaffeebohnen, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_006.png
Hackfleisch gemischt,Keine Marke,"€ 3,49","€ 4,99",6.98 / kg,aus 50% Schwein und 50% Rind,Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_007.png
Frosta Fertiggerichte,Keine Marke,"€ 2,49","€ 4,69",4.98 – 5.53 / kg,"tiefgekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_008.png
Ehrmann Almighurt Joghurt,Keine Marke,"€ 0,39","€ 0,89",2.60 – 3.90 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_009.png
Milram Käsescheiben,Keine Marke,"€ 1,49","€ 2,69",9.93 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_010.png
Kiwi grün,Keine Marke,"€ 0,22",,Kein Mengenpreis,"Italien/Griechenland, Kl. I",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_011.png
Franziskaner Premium Hefe Weißbier,Keine Marke,"€ 12,99",,1.30 / l,,Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_012.png
Paulaner Spezi,Keine Marke,"€ 6,99","€ 10,20",1.77 / l,koffeinhaltig,Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_013.png
Dash Waschmittel,Keine Marke,"€ 8,99","€ 14,99",0.09 / WL,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_014.png
Prinzen Rolle,Keine Marke,"€ 1,79","€ 2,49",4.48 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_015.png
Lieken Urkorn Brot,Keine Marke,"€ 1,49","€ 1,891,99",2.98 - 3.73 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_016.png
Beerenglück,Keine Marke,"€ 5,97","€ 5,97",6.67 – 13.33 / kg,"Himbeeren Marokko/Spanien, Kl. I, 125 g Schale Einzelpreis 1.99 (15.92 / kg) Heidelbeeren Chile/Peru, Kl. I, 200 g Schale Einzelpreis 1.99 (9.95 / kg) Erdbeeren Griechenland/Spanien, Kl. I 250 g Schale Einzelpreis 1.99 (7.96 / kg)",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_017.png
Mango,Keine Marke,"€ 1,60","€ 1,98",Kein Mengenpreis,"Peru, Kl. I Einzelpreis: 0.99",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_018.png
Birnen,Keine Marke,"€ 3,58","€ 3,58",Kein Mengenpreis,"Belgien/Niederlande, Kl. I Einzelpreis: 1.79",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_019.png
Tomaten,Keine Marke,"€ 2,50","€ 2,98",2.50,"Marokko/Spanien, Kl. I Einzelpreis: 1.49 (2.98 /kg)",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_020.png
Kohlrabi,Keine Marke,"€ 1,50","€ 2,25",Kein Mengenpreis,"Italien, Kl. I Einzelpreis: 0.75",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_021.png
Paprika-Mix,Keine Marke,"€ 4,98","€ 4,98",4.- / kg,"Spanien, Kl. I Einzelpreis: 2.49 (4.98 / kg)",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_022.png
Möhren,Keine Marke,"€ 2,40","€ 2,98",1.20 / kg,"Deutschland, Kl. II Einzelpreis: 1.49",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_023.png
Gurken,Keine Marke,"€ 2,50","€ 2,98",Kein Mengenpreis,"Spanien/Niederlande, Kl. I Einzelpreis: 1.49",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_024.png
Mini-Romana Salat,Keine Marke,"€ 2,58","€ 2,58",Kein Mengenpreis,"Spanien, Kl. I Einzelpreis: 1.29",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_025.png
Champignons weiß,Keine Marke,"€ 3,50","€ 3,98",4.38 / kg,"Polen, Kl. I Einzelpreis: 1.99 (4.98 / kg",Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_026.png
Crunchips Stackers,Keine Marke,"€ 1,99",,11.37 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_027.png
Saure Drachenzungen,Keine Marke,"€ 0,99","€ 1,39",7.92 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 19.01.26 - Samstag, 24.01.26",19.01.26,24.01.26,images_netto/netto_offer_028.png
