Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis
Hackfleisch gemischt,K-Purland,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / kg -","aus 70 % Schweine- und 30 % Rindfleisch, zum Braten je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Ciolino,K-Classic,"€ 1,79",Kein vorheriger Preis,"€ 8,95 / kg -",knuspriges Waffelröllchen mit Haselnusscreme-Füllung je 8 St. = 200-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Scheiben-Frostschutz,Nigrin,"€ 9,99",Kein vorheriger Preis,"€ 2,00 / l -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kabelloser Kopfhörer Maxi 2,Music Sound,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
USB-Stick Jet Line,Intenso,"€ 8,99",Kein vorheriger Preis,"€ 8,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Handstaubsauger HV-123508,Emerio,"€ 29,99",Kein vorheriger Preis,"€ 29,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Erdnüsse XXL,Keine Marke,"€ 2,79",Kein vorheriger Preis,"€ 3,72 / kg -",Amerik./ ägypt. Erdnüsse XXL Kl. I je 750-g-Beutel,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Frischwurst Aufschnitt,Kaufland,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",versch. Sorten je 100 g,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Schupfnudeln XXL,K-Classic,"€ 2,99",Kein vorheriger Preis,"€ 2,99 / kg -",oder Spätzle pfannenfertig je 1-kg-Großpackg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Etikettendrucker LX-048,LifenaXX,"€ 17,99",Kein vorheriger Preis,"€ 17,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Wischmopp-Set Power Mop 3 in 1,Leifheit,"€ 14,99",Kein vorheriger Preis,"€ 5,00 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Schinkenknacker,Kaufland,"€ 1,29",Kein vorheriger Preis,"€ 12,90 / kg -","würzig, über Buchenholz geräuchert je 100 g",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Zimmerpflanzen,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Piccolinis XXL,Original Wagner,"€ 4,59",Kein vorheriger Preis,"€ 6,38 / kg -","versch. Sorten, z. B. Salami je 24 St. = 720-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Premium Lagerbier,Staropramen,"€ 15,99",Kein vorheriger Preis,"€ 1,60 / l -","(+ 3.10 Pfand) je Ka. 20 x 0,5-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Müller-Thurgau,Rotkäppchen,"€ 2,99",Kein vorheriger Preis,"€ 3,99 / l -","versch. Sorten, z. B. Spätburgunder trocken: samtig, feinfruchtig, dunkle Früchte, passt zu saftigem...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Herren T-Shirts 3er Set,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 3,33 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Weinbrand Feiner Alter,Wilthener,"€ 6,49",Kein vorheriger Preis,"€ 9,27 / l -","besonders lang in LimousinEichenholzfässern gelagert, 36 Vol. % je 0,7-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Klappdeckelboxen,Keine Marke,"€ 9,99",Kein vorheriger Preis,"€ 9,99 / Stk -","ca. 88 l, Details im Prospekt",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Wasserfilter-Kanne Style Essential,Brita,"€ 19,99",Kein vorheriger Preis,"€ 19,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Haltbare Vollmilch,Mark Brandenburg,"€ 1,19",Kein vorheriger Preis,"€ 1,19 / l -","3,5 % Fett je 1-l-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Lahmacun,Mekkafood,"€ 2,79",Kein vorheriger Preis,"€ 5,17 / kg -",hauchdünne Teigfladen mit pikanter TomatenRinderhackfleisch-Soße je 3 St. = 540-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kunella Leinöl,Kunella Feinkost,"€ 1,19",Kein vorheriger Preis,"€ 4,76 / l -",reich an mehrfach ungesättigten Fettsäuren je 250-ml-Fl.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Bodenwischerersatzbezüge,Leifheit,"€ 2,99",Kein vorheriger Preis,"€ 1,50 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Gourmet Frühstück Fruchtaufstrich,Mövenpick,"€ 1,89",Kein vorheriger Preis,"€ 7,56 / kg -",versch. Sorten je 250-g-Glas,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Vegetarios,Eberswalder,"€ 1,99",Kein vorheriger Preis,"€ 9,95 / kg -",vegetarische Würstchen vegetarische Würstchen auf Basis von Rapsöl und Hühnerei-Eiweiß je 6 St. = 20...,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Hackfleisch gemischt,Keine Marke,"€ 10,59",Kein vorheriger Preis,"€ 10,59 / kg -","vom Schwein und Rind, zum Braten, aus eigener Herstellung je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Wasserfilter-Kartusche Maxtra Pro Extra Kalkschutz,Brita,"€ 27,99",Kein vorheriger Preis,"€ 4,67 / Stk -",HINWEIS: MIT KAUFLAND CARD 20 % RABATT Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Eisbein,K-Purland,"€ 3,89",Kein vorheriger Preis,"€ 3,89 / kg -","vom Schwein, für die deftige Mahlzeit je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Dürüm Weizenfladen,Durum Company,"€ 1,49",Kein vorheriger Preis,"€ 1,87 / kg -","je ca. Ø 30 cm, halal je 8 St. = 800-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Rindergulasch,K-Wertschätze,"€ 15,90",Kein vorheriger Preis,"€ 15,90 / kg -","vom Jungbullen, garantiert gereift, aus eigener Herstellung je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kaffeepads,K-Classic,"€ 1,99",Kein vorheriger Preis,"€ 14,21 / kg -",Kaffeepads versch. Sorten je 20 St. = 140-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Grobe Bratwurst,K-Purland,"€ 2,19",Kein vorheriger Preis,"€ 5,47 / kg -",vom Schwein je 5 St. = 400-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Rinder-Entrecôte,K-Wertschätze,"€ 25,90",Kein vorheriger Preis,"€ 25,90 / kg -","vom dtsch. Jungbullen, am Stück oder als Steak, garantiert gereift, zart marmoriert, aus eigener Her...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Einhebel Spültischarmatur,Liv&Bo,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Sächsischer Leberkäse,Naumburger,"€ 1,39",Kein vorheriger Preis,"€ 6,95 / kg -",in Scheiben je 200-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kondensmilch XXL,K-Classic,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / kg -",4 % Fett je 500-g-Großpackg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Ultra-Klumpstreu XXL,K-Classic,"€ 3,95",Kein vorheriger Preis,"€ 0,49 / l -",mit Lavendelduft je 8-l-Großpackg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Geschnetzeltes Gyros Art XXL,K-Purland,"€ 4,69",Kein vorheriger Preis,"€ 5,87 / kg -","vom Schwein, mariniert je 800-g-Großpackg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Hähnchenbraten Roast Chicken,Gutfried,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","gepökelt und gegart, mit Geflügelbouillon verfeinert je 100-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kasseler Nacken,K-Purland,"€ 6,79",Kein vorheriger Preis,"€ 6,79 / kg -","Kamm ohne Knochen, goldgelb geräuchert, mildwürzig je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Original Thüringer Rostbratwurst,K-Purland,"€ 2,39",Kein vorheriger Preis,"€ 5,98 / kg -",roh roh je 4 St. = 400-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Dosen-Set Fresh & Go,Curver,"€ 1,49",Kein vorheriger Preis,"€ 0,50 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Caffè Crema Lungo,Käfer Kaffee,"€ 11,99",Kein vorheriger Preis,"€ 11,99 / kg -","HINWEIS: MIT KAUFLAND CARD 9.99, oder Espresso Forte milder Crema-Kaffee oder kräftiger Espresso, ga...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Parmigiano Reggiano,Casa Modena,"€ 3,99",Kein vorheriger Preis,"€ 26,60 / kg -","ital. Hartkäse, am Stück, 24 Monate gereift, 40 % Fett i. Tr. je 150-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Hüftsteak,K-Purland,"€ 3,79",Kein vorheriger Preis,"€ 18,95 / kg -","vom Jungbullen, mind. 14 Tage gereift z. B. 200-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Duschgel XXXL,Duschdas,"€ 2,49",Kein vorheriger Preis,"€ 3,69 / l -",versch. Sorten je 3 x 225-ml-Fl.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Teewurst,Rügenwalder Mühle,"€ 1,49",Kein vorheriger Preis,"€ 14,90 / kg -","fein, grob oder mit grünem Pfeffer je 100 g",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Schlachtekraut XXL,Thüringer Landgarten,"€ 1,29",Kein vorheriger Preis,"€ 2,35 / kg -",mit Schinkenwürfeln je 550-g-Glas,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Käseschnecke,Kaufland Bäckerei,"€ 0,79",Kein vorheriger Preis,"€ 0,79 / Stk -",Plunderteigling mil Käsecremefüllung mit Käse bestreut je Stück,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Rindergulasch,K-Purland,"€ 6,49",Kein vorheriger Preis,"€ 12,98 / kg -",dtsch. Jungbullenfleisch je 500-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Deodorant & Bodyspray,Axe,"€ 3,49",Kein vorheriger Preis,"€ 23,27 / l -",versch. Sorten je 150-ml-Dose,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
One For All TV-Wandhalterung WM 2452,Blaupunkt,"€ 19,99",Kein vorheriger Preis,"€ 19,98 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Körniger Frischkäse,Milram,"€ 1,99",Kein vorheriger Preis,"€ 5,69 / kg -","3,5 % Fett i. Tr. je 350-g-Becher",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Akku-Wechselbitschrauber Rapidfire 2.2,Parkside,"€ 14,99",Kein vorheriger Preis,"€ 14,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
All-in-One Drucker Deskjet 2810e,Hewlett Packard (HP),"€ 49,99",Kein vorheriger Preis,"€ 49,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Herren Arbeitssocken 5 Paar,Parkside,"€ 4,99",Kein vorheriger Preis,"€ 1,00 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Carta Medium Dry Sekt,Freixenet,"€ 3,79",Kein vorheriger Preis,"€ 5,05 / l -","Span. Schaumwein versch. Sorten, auch alkoholfrei 0,0 Vol. % je 0,75-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Duftspüler,WC Frisch,"€ 4,79",Kein vorheriger Preis,"€ 23,95 / kg -",oder Blauspüler versch. Sorten je 4 St. = 200-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Dect-Telefon KX-TGC422GB,Panasonic,"€ 39,99",Kein vorheriger Preis,"€ 39,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Baby Feuchttücher,Bevola,"€ 1,69",Kein vorheriger Preis,"€ 0,84 / Stk -",Sensitiv oder Mild je 2 x 80-St.-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Biscoff,Milka,"€ 2,39",Kein vorheriger Preis,"€ 12,58 / kg -","HINWEIS: MIT KAUFLAND CARD 1.79 €, versch. Sorten je 190-g-Tafel",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Recycling Multifunktions Papier,Talentus,"€ 3,99",Kein vorheriger Preis,"€ 0,01 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Tasty Snacks Crisps,Wasa,"€ 1,99",Kein vorheriger Preis,"€ 8,46 / kg -","oder Rounds, versch. Sorten je 190 - 235-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Multicolorsalat,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 0,99 / Stk -",Dtsch. Multicolor-Salat oder Kopfsalat Kl. I je Stück,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Fruchtgummis XL-Packung,Trolli,"€ 1,79",Kein vorheriger Preis,"€ 5,11 / kg -",versch. Sorten je 350-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Rosinen Zopf,Tollgebäck,"€ 2,22",Kein vorheriger Preis,"€ 4,44 / kg -","oder Butterzopf mit 7 % Butteranteil, handgeflochten je 500-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Bitsatz,Parkside,"€ 9,99",Kein vorheriger Preis,"€ 0,26 / Stk -",Details im Prospekt – Preis variiert je nach Größe und Variante,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Häppchen in Gelee XXL,K-Classic,"€ 4,49",Kein vorheriger Preis,"€ 1,87 / kg -","Katzennahrung Adult, Mischung aus 4 Sorten je 24 St. = 2,4-kg-Großpackg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Waffeln,Spreewaffel,"€ 0,79",Kein vorheriger Preis,"€ 7,90 / kg -","mit Cremefüllung, versch. Sorten je 100-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kontaktgrill Inicio Classic GC271D,Tefal,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Gulasch Gemischt,K-Purland,"€ 4,79",Kein vorheriger Preis,"€ 9,58 / kg -","von Schwein und Rind, pfannenfertig geschnitten je 500-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Universal Pulver,Persil,"€ 14,99",Kein vorheriger Preis,"€ 0,19 / Stk -","oder Colorwaschmittel versch. Sorten, Pulver 4,5 kg, Gel 3,6 l oder versch. Sorten Discs 1 - 1,02 kg...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kentucky Straight Bourbon Whiskey,Jim Beam,"€ 19,99",Kein vorheriger Preis,"€ 13,33 / l -","40 Vol. % je 1,5-l-Fl",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kasseler Schälrippchen,K-Purland,"€ 5,69",Kein vorheriger Preis,"€ 5,69 / kg -",goldgelb geräuchert je kg,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Taschentücher,K-Classic,"€ 0,85",Kein vorheriger Preis,"€ 0,01 / Stk -",4-lagig je 100-St.-Box,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Bayerischer Leberkäse,K-Purland,"€ 2,99",Kein vorheriger Preis,"€ 5,98 / kg -","vom Schwein, fein, roh, zum Backen je 500-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Doppelkorn,Echter Nordhäuser,"€ 5,99",Kein vorheriger Preis,"€ 8,56 / l -","aus Roggen und Malz gebrannt, über Eichenholz gelagert, 38 Vol. % je 0,7-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Schweinekotelett,K-Purland,"€ 4,49",Kein vorheriger Preis,"€ 5,28 / kg -",geschnitten je 850-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Chia Skyr Brötchen,Kaufland Bäckerei,"€ 0,29",Kein vorheriger Preis,"€ 0,29 / Stk -","Weizenkleingebäck mit Skyr, Chiasamen und Haferflocken je Stück",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Mixstrauß,Keine Marke,"€ 5,99",Kein vorheriger Preis,"€ 5,99 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Hundenassfutter,Pedigree,"€ 1,99",Kein vorheriger Preis,"€ 2,49 / kg -",versch. Sorten je 800-g-Dose,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Doppel-Monitorhalterung,Switch On,"€ 24,99",Kein vorheriger Preis,"€ 24,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Primitivo Puglia,Contessa Carola,"€ 5,99",Kein vorheriger Preis,"€ 7,99 / l -","HINWEIS: MIT KAUFLAND CARD 5.49 €, IGT Apulien, Duft nach Kirsche, Pflaume, Brombeere, kräftig, eleg...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Vegan Haferdrink,Natrue Drinks,"€ 1,99",Kein vorheriger Preis,"€ 1,99 / l -",Barista Haferdrink oder Mandeldrink 0 % Zucker je 1-l-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
USB Datenkabel,Fontastic,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Power Kalk & Schmutz Reiniger,Bref,"€ 1,99",Kein vorheriger Preis,"€ 2,65 / l -","oder gegen Fett und Eingebranntes je 0,75-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Internetradio IRK 15,Blaupunkt,"€ 59,99",Kein vorheriger Preis,"€ 59,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Ultra Original,Palmolive,"€ 1,11",Kein vorheriger Preis,"€ 1,48 / l -",Limone oder Orchidee je 500 - 750-ml-Fl.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Fertiggerichte,Sonnen-Bassermann,"€ 2,99",Kein vorheriger Preis,"€ 7,97 / kg -",versch. Sorten je 375 - 480-g-Packg,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kulturheidelbeeren,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 13,30 / kg -",KL. 1 je 300-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Kids Bibi&Tina Roter Fruchtmix,Valensina,"€ 0,88",Kein vorheriger Preis,"€ 2,67 / l -","oder Gelb, versch. Designs (+ 0.25 Pfand) je 0,33-l-PET-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Einkaufskorb,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 3,99 / Stk -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Original Bier,Desperados,"€ 4,99",Kein vorheriger Preis,"€ 3,78 / l -","mit Aguardiente-Aroma (+ 0.32 Pfand) je Packg. 4 x 0,33-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Orangen,Keine Marke,"€ 2,99",Kein vorheriger Preis,"€ 1,50 / kg -","Südafrik. Orangen Sorte laut Auszeichnung, Kl. I je 2-kg-Netz",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Cheez It Snap'd Cheese & Chilli,Kellogg's,"€ 1,79",Kein vorheriger Preis,"€ 14,91 / kg -","knusprige Weizen-Cracker, Double Cheese oder Cheese & Chilli je 120-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Gräser,Keine Marke,"€ 3,49",Kein vorheriger Preis,"€ 3,49 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Brillance Intensiv-Color Creme,Schwarzkopf,"€ 4,99",Kein vorheriger Preis,"€ 4,99 / l -",Details im Prospekt,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Vodka,Koskenkorva 013,"€ 9,99",Kein vorheriger Preis,"€ 14,27 / l -","aus finnischer Gerste und reinem, unverarbeitetem Grundwasser, 40 Vol. % je 0,7-l-Fl, Shot-Glas grat...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Merci-Täfelchen,Storck,"€ 1,29",Kein vorheriger Preis,"€ 11,51 / kg -",versch. Sorten je 100 - 112-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Brokkoli Röschen,Frosta,"€ 1,59",Kein vorheriger Preis,"€ 3,53 / kg -","Erbsen und Karotten, Prinzessbohnen oder Junge Erbsen fein und zart je 300 - 450-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Milchschokolade,Marabou,"€ 2,99",Kein vorheriger Preis,"€ 13,60 / kg -",Daim mit Mandelkaramell je 220-g-Tafel,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Eis-Multipackungen,Langnese,"€ 2,22",Kein vorheriger Preis,"€ 4,33 / l -","versch. Sorten, z. B. Capri je 280 - 512-ml-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Shampoo,Head & Shoulders,"€ 8,88",Kein vorheriger Preis,"€ 11,10 / l -",versch. Sorten je 800-ml-Fl.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Sonnenblumenkerne,Suntat,"€ 1,99",Kein vorheriger Preis,"€ 4,98 / kg -","geröstet und gesalzen, mit Schale je 400-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Tortelloni XXL,K-Classic,"€ 2,29",Kein vorheriger Preis,"€ 3,05 / kg -","mit Fleisch-, SpinatRicotta- oder TomateMozzarella-Füllung je 750-g-Großpackg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Spätlese,Erben,"€ 3,49",Kein vorheriger Preis,"€ 4,65 / l -","Scheurebe, Grauburgunder, Riesling, Spätlese Bio oder Süße Lese alkoholfrei, z. B. Spätlese: Prädika...",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Gazoz,Uludag,"€ 0,99",Kein vorheriger Preis,"€ 1,98 / l -","Erfrischungsgetränk kohlensäurehaltige Limonade mit fruchtigem Geschmack (+ 0.25 Pfand) je 0,5-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Trockenshampoo,Batiste,"€ 2,99",Kein vorheriger Preis,"€ 14,95 / l -","mit Farbe zur Auffrischung des Haares, kaschiert den Ansatz, versch. Sorten je 200-ml-Dose",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Fertiggericht XXL,Frosta,"€ 3,99",Kein vorheriger Preis,"€ 4,99 / kg -","Nudel-Hähnchen-, Reis-HähnchenPfanne oder TortelliniRahmspinat je 800-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Designer Bar Protein Riegel,ESN,"€ 1,79",Kein vorheriger Preis,"€ 39,78 / kg -",Haselnuss-Karamell-Geschmack je 45-g-Riegel,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Schmorbraten,K-Purland,"€ 13,49",Kein vorheriger Preis,"€ 13,49 / kg -","vom Jungbullen, aus dem Bug je kg",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Original,Underberg,"€ 7,99",Kein vorheriger Preis,"€ 33,29 / l -","Magenbitter, Rheinberger Kräuter-Digestif, 44 Vol. % je Packg. 12 x 0,02-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Pommes Frites XXL,K-Classic,"€ 4,49",Kein vorheriger Preis,"€ 1,50 / kg -","für den Ofen oder für die Fritteuse, vorgebacken je 3-kg-Großpack.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Wischmopp-Set Rotation Disc Mop Ergo,Leifheit,"€ 29,99",Kein vorheriger Preis,"€ 10,00 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Weichkäsewürfel,Keine Marke,"€ 0,99",Kein vorheriger Preis,"€ 9,90 / kg -",mit Pesto je 100 g,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Leibniz Keks'n Cream,Bahlsen,"€ 1,49",Kein vorheriger Preis,"€ 6,53 / kg -","mit Cremefüllung, versch. Sorten je 190 - 228-g-Packg.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Sommerheidedreifarbig,Keine Marke,"€ 6,99",Kein vorheriger Preis,"€ 6,99 / Stk -",Details im Prospekt.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Premium Weissbier,Franziskaner,"€ 13,99",Kein vorheriger Preis,"€ 1,40 / l -","naturtrüb, auch alkoholfrei (+ 3.10 Pfand) je Ka. 20 x 0,5-l-Fl. Auch Alkohol Frei",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Weichkäse,Saint Albray,"€ 1,79",Kein vorheriger Preis,"€ 17,90 / kg -","oder Chaumes Franz. Weichkäse cremig und mild-würzig, 51 - 56 % Fett i. Tr. je 100 g",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Rustikales Wurzelbrot,Kaufland Bäckerei,"€ 1,39",Kein vorheriger Preis,"€ 3,31 / kg -",mit Natursauerteig je 420-g-Stück,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Sahnejoghurt,Zott,"€ 0,39",Kein vorheriger Preis,"€ 2,60 / kg -","oder Pure Joy Joghurt bzw. veganes Dessert, versch. Sorten je 140 - 150-g-Becher",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Baklava,Lezza,"€ 3,33",Kein vorheriger Preis,"€ 15,86 / kg -",Pistazie oder Walnuss je 6 St. = 210-g-Packg.,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Baguette Parisienne,Kaufland Bäckerei,"€ 0,99",Kein vorheriger Preis,"€ 2,36 / kg -",Boguette Parisienne je 420-g Stück,Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Das Original,Vitamalz,"€ 10,99",Kein vorheriger Preis,"€ 1,10 / l -","Erfrischungsgetränk, alkoholfrei (+ 3.10 Pfand) je Ka. 20 x 0,5-l-Fl.",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Garnelensalat,Keine Marke,"€ 2,79",Kein vorheriger Preis,"€ 27,90 / kg -","Kokos-Paprika, Curry-Maracuja oder Pesto Genovese je 100 g",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
Tafeltrauben XXL,Keine Marke,"€ 3,99",Kein vorheriger Preis,"€ 2,00 / kg -","Ital. Tafeltrauben, hell Viktoria, Kl. I je 2-kg-Karton",Nein,02.10. - 08.10.,2025-10-02,2025-10-08
