Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Coconut Water Original,Vita Coco,"€ 1,79",,"5,42 € / 1 l",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_063.jpg,"cat_getraenke,tag_high_protein,tag_ultra_processed",,ref_000063,obs_0000026643|obs_0000008223|obs_0000026757|obs_0000008352|obs_0000020709|obs_0000026857|obs_0000018706|obs_0000024899|obs_0000014692|obs_0000024959|obs_0000018823|obs_0000027023|obs_0000012774|obs_0000031227|obs_0000025132|obs_0000008780|obs_0000029264|obs_0000025175|obs_0000019136|obs_0000031439|obs_0000008971|obs_0000019525|obs_0000023674|obs_0000019642|obs_0000009433|obs_0000013576|obs_0000013580|obs_0000023832|obs_0000032025|obs_0000032039|obs_0000025918|obs_0000009563|obs_0000019955|obs_0000015909|obs_0000011869|obs_0000024162|obs_0000018030|obs_0000032341|obs_0000014027|obs_0000020283|obs_0000020393|obs_0000026556|obs_0000016324,
Brotaufstrich,Popp,"€ 1,19",,"1 kg = 7,93 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_064.jpg,"cat_sonstiges,diet_vegan,diet_vegetarian,sub_huelsenfruechte",BLS-S131100,ref_000064,obs_0000016928|obs_0000031798|obs_0000011653|obs_0000022184|obs_0000013481|obs_0000012488|obs_0000029394|obs_0000009943|obs_0000013916|obs_0000007904|obs_0000009956|obs_0000010385|obs_0000017445|obs_0000007988|obs_0000012524|obs_0000028933|obs_0000028938|obs_0000008079|obs_0000018069|obs_0000027931|obs_0000010946|obs_0000029671|obs_0000009068|obs_0000012780|obs_0000031738|obs_0000007191|obs_0000013093|obs_0000005929|obs_0000017904|obs_0000006642|obs_0000027969|obs_0000005357|obs_0000005908|obs_0000029462|obs_0000021541,obs_0000011653|obs_0000016928|obs_0000022184|obs_0000013481|obs_0000031798|obs_0000012488|obs_0000029394|obs_0000021843|obs_0000009943|obs_0000013916|obs_0000007904|obs_0000009956
Edle Matjesfilets,Nadler,"€ 2,99",,"3,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_065.jpg,cat_fisch_meeresfruechte,,ref_000065,obs_0000031416|obs_0000014361|obs_0000029222,obs_0000031416
Feinkostsalat,Rüma,"€ 1,99",,"1 kg = 6,63/4,98 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_066.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",,ref_000066,obs_0000014630|obs_0000000908|obs_0000013051|obs_0000031415|obs_0000031804|obs_0000032229,obs_0000014630|obs_0000000908|obs_0000013051
Sushi MAP small,Mowi,"€ 3,99",,"4,79 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_067.jpg,cat_non_food,,ref_000067,obs_0000031603,obs_0000031603
Mini Muffins,Bonne Maman,"€ 3,99",,"4,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_068.jpg,"cat_knabbern_naschen,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_ultra_processed",,ref_000068,obs_0000004229|obs_0000004656|obs_0000002936|obs_0000003802|obs_0000000987|obs_0000010378|obs_0000016653|obs_0000014741|obs_0000000910|obs_0000011774|obs_0000024151|obs_0000016055,obs_0000004229|obs_0000004656|obs_0000002936|obs_0000003802
Bio-Ciabatta oder -Oliven- Ciabatta,Naturland Herzberger,"€ 2,49",,"2,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_069.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegetarian",,ref_000069,obs_0000025706|obs_0000031417|obs_0000032231|obs_0000024810|obs_0000016740|obs_0000017663|obs_0000026077|obs_0000026694|obs_0000026814|obs_0000002425|obs_0000020905|obs_0000005092|obs_0000015018|obs_0000015542|obs_0000032016|obs_0000023992|obs_0000007640|obs_0000008127,
15 Rabatt,Wasa,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_070.jpg,cat_sonstiges,,ref_000070,obs_0000031806|obs_0000031492|obs_0000031371|obs_0000032155|obs_0000032027|obs_0000022182|obs_0000031422|obs_0000032086|obs_0000032089|obs_0000031476|obs_0000021788|obs_0000021420,obs_0000031492|obs_0000031371|obs_0000032155|obs_0000032027|obs_0000022182|obs_0000031806|obs_0000031422|obs_0000032086|obs_0000032089|obs_0000031476
Currywurst-Snack,Currywurst-Snack,"€ 1,79",,"1 kg = 12,01 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_071.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,ref_000071,obs_0000031208|obs_0000013349|obs_0000015980|obs_0000016223|obs_0000023929|obs_0000014218|obs_0000017329,obs_0000031208
Bio Brötchen,Herzberger,"€ 1,79",,"1 kg = ab 3,73 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_072.jpg,"cat_grundnahrung,diet_vegetarian",BLS-D771900,ref_000072,obs_0000031424,
Weizenbrötchen,Weizenbrötchen,"€ 1,50",,"1 kg = 2,31 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_073.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",BLS-B511000,ref_000073,obs_0000031814|obs_0000031212|obs_0000032022|obs_0000031610|obs_0000031420|obs_0000032232|obs_0000018440|obs_0000005848|obs_0000005849|obs_0000026127|obs_0000025536|obs_0000002373|obs_0000002951|obs_0000013077|obs_0000029174|obs_0000030098,obs_0000032232|obs_0000031814|obs_0000018440|obs_0000031212|obs_0000032022|obs_0000005848|obs_0000005849|obs_0000031610|obs_0000031420
Bio-BROTzeitbrot,Herzberger,"€ 3,49",,"3,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_074.jpg,"cat_grundnahrung,diet_vegetarian,tag_whole_food",,ref_000074,,
Schweizer Wurstsalat,Schweizer Wurstsalat,"€ 0,99",,"1,79 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_075.jpg,"cat_fleisch_wurst,sub_frisches_gemuese,sub_salate,sub_schwein,sub_wurst,tag_whole_food",,ref_000075,obs_0000011790|obs_0000009530,obs_0000011790|obs_0000009530
Bio-Mortadella,Bio-Mortadella,"€ 2,79",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_076.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000076,obs_0000031219|obs_0000031816,obs_0000031219|obs_0000031816
LandPrimus Metzgerschinken,tegut,"€ 1,49",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_077.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000077,obs_0000032028|obs_0000031458|obs_0000005958|obs_0000007065,obs_0000032028
Mettwurst im Hukki,Mettwurst im Hukki,"€ 4,99",,"7,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_078.jpg,"cat_fleisch_wurst,sub_wurst,tag_ultra_processed",,ref_000078,obs_0000006675|obs_0000013333|obs_0000005757|obs_0000009510|obs_0000005966|obs_0000009059|obs_0000012150,
Bio-Rindersaftschinken,Bio-Rindersaftschinken,"€ 2,99",,"4,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_079.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,sub_wurst,tag_proteinreich,tag_ultra_processed,tag_whole_food",,ref_000079,obs_0000017447|obs_0000021142|obs_0000022317|obs_0000022746,obs_0000017447|obs_0000021142|obs_0000022317|obs_0000022746
Jam n Serrano,Jam n Serrano,"€ 2,49",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_080.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst",,ref_000080,obs_0000031817|obs_0000032243|obs_0000019741|obs_0000013892|obs_0000018922|obs_0000020471|obs_0000026128|obs_0000006681|obs_0000020000|obs_0000016290|obs_0000024878|obs_0000017769|obs_0000019181|obs_0000023158|obs_0000004481|obs_0000007303|obs_0000017545|obs_0000003627|obs_0000015304|obs_0000004054|obs_0000000225|obs_0000003302|obs_0000006682|obs_0000030063,obs_0000032243|obs_0000019741|obs_0000007969|obs_0000013892|obs_0000031817|obs_0000018922|obs_0000020471
Ziegenkäse,Chavroux,"€ 1,99",,"2,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_081.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,ref_000081,obs_0000029124|obs_0000011334|obs_0000022539|obs_0000022959|obs_0000002520|obs_0000020929|obs_0000021505|obs_0000007875|obs_0000021155|obs_0000027496|obs_0000014326|obs_0000027062|obs_0000016570,obs_0000029124|obs_0000011334|obs_0000022539|obs_0000022959|obs_0000002520
Queso Manchego,Don Bernado,"€ 2,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_082.jpg,"cat_getraenke,diet_lactose_free,tag_ultra_processed",,ref_000082,obs_0000031826|obs_0000009144|obs_0000008664,obs_0000031826|obs_0000009144|obs_0000008664
Cremeux rouge,Cremeux rouge,"€ 2,49",,"2,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_083.jpg,"cat_drogerie,sub_milchprodukte",,ref_000083,obs_0000031224|obs_0000026413|obs_0000029270,obs_0000031224
Käserebellen Bio-Bergkäse,Naturland,"€ 2,99",,"3,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_084.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,ref_000084,obs_0000031222|obs_0000025578|obs_0000027406|obs_0000028017|obs_0000008212|obs_0000021342|obs_0000021356|obs_0000014618|obs_0000031435,
Peyrigoux,Peyrigoux,"€ 2,99",,"3,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_085.jpg,"cat_non_food,tag_ultra_processed",,ref_000085,obs_0000028672,
Bio-Nordseekäse,Bio-Nordseekäse,"€ 2,79",,"3,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_086.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,ref_000086,obs_0000032251,obs_0000032251
50 Rabatt,50 Rabatt,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_087.jpg,cat_sonstiges,,ref_000087,,
Filona Natur,Züger,"€ 1,99",,"1 kg = 13,27 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_088.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",,ref_000088,obs_0000001347|obs_0000009090|obs_0000027016,
Schlagsahne,tegut,"€ 0,99",,"1 kg = 4,95 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_089.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,ref_000089,obs_0000032262|obs_0000031156|obs_0000002052|obs_0000001048|obs_0000001579|obs_0000021550|obs_0000001612|obs_0000001626|obs_0000001642|obs_0000001685|obs_0000010912|obs_0000031451|obs_0000001268|obs_0000001322|obs_0000014651|obs_0000018254|obs_0000025422|obs_0000015713|obs_0000026000|obs_0000023973|obs_0000012242|obs_0000001053|obs_0000031833|obs_0000003187|obs_0000019110|obs_0000004789|obs_0000004806|obs_0000005330|obs_0000004362|obs_0000023315|obs_0000004379|obs_0000028443|obs_0000001324|obs_0000003935|obs_0000003952|obs_0000000427|obs_0000000436|obs_0000003513|obs_0000006613|obs_0000019929|obs_0000028648|obs_0000011241|obs_0000015883|obs_0000009282|obs_0000008823|obs_0000023172|obs_0000018355|obs_0000019149|obs_0000017310|obs_0000019968,obs_0000002052|obs_0000001048|obs_0000032262|obs_0000001579|obs_0000021550|obs_0000001612|obs_0000001626|obs_0000001642|obs_0000001685|obs_0000010912|obs_0000031451|obs_0000001268|obs_0000001322|obs_0000014651|obs_0000018254|obs_0000025422|obs_0000015713|obs_0000026000|obs_0000023973|obs_0000031156|obs_0000012242
Cremig Quarkig,Weihenstephan,"€ 1,79",,"2,39 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_090.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",,ref_000090,obs_0000025608|obs_0000031632|obs_0000032254|obs_0000002976|obs_0000002408|obs_0000029555,obs_0000025608|obs_0000031632|obs_0000032254|obs_0000002976|obs_0000002408
Bio-Kefir mild,Bioland Andechser Natur,"€ 1,29",,"1,69 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_091.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_joghurt_skyr_quark,sub_kaese,sub_milchprodukte,tag_proteinreich",,ref_000091,obs_0000031659|obs_0000007615|obs_0000000620|obs_0000001766|obs_0000010492,obs_0000031659
Like Milk 3 5,M lk,"€ 1,49",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_092.jpg,"cat_knabbern_naschen,diet_vegetarian,tag_ultra_processed",,ref_000092,,
Veganer Schinken Spicker Schnittlauch,Rügenwalder Mühle,"€ 1,19",,"1 kg = 14,88 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_093.jpg,"cat_fleisch_wurst,diet_lactose_free,diet_vegan,diet_vegetarian,sub_fleischersatz,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000093,obs_0000031234|obs_0000000912|obs_0000032260|obs_0000012527|obs_0000007636|obs_0000027926|obs_0000031842|obs_0000015149|obs_0000016182|obs_0000026514,obs_0000031234|obs_0000032260|obs_0000000912
Grießpudding,Landliebe,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_094.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_milchprodukte,sub_sahne_creme,tag_ultra_processed",,ref_000094,obs_0000017665|obs_0000027320|obs_0000001056|obs_0000001325|obs_0000002421|obs_0000011641,obs_0000017665
Joghurt Natur,Weihenstephan,"€ 1,11",,"1,59 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_095.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte",,ref_000095,obs_0000017516|obs_0000026970|obs_0000000677|obs_0000024837|obs_0000027016|obs_0000008626|obs_0000031160|obs_0000027093|obs_0000023298|obs_0000019212|obs_0000019214|obs_0000009090|obs_0000009109|obs_0000023519|obs_0000005126|obs_0000021555|obs_0000015652|obs_0000032044|obs_0000021809|obs_0000001347|obs_0000023938|obs_0000020031|obs_0000020033|obs_0000014198|obs_0000018319|obs_0000006064|obs_0000008149|obs_0000012861|obs_0000028318,obs_0000017516
Zaziki,Apostels,"€ 1,99",,"1 kg = 3,98 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_096.jpg,"cat_non_food,tag_ultra_processed",,ref_000096,obs_0000024105|obs_0000031229|obs_0000032041|obs_0000025812|obs_0000019112|obs_0000018314|obs_0000021547|obs_0000019931|obs_0000023517|obs_0000028784|obs_0000026229,obs_0000019112|obs_0000024105|obs_0000018314|obs_0000021547|obs_0000031229|obs_0000032041|obs_0000025812|obs_0000019931|obs_0000023517
Schmand,Minus L,"€ 1,49",,"1,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_097.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegetarian,sub_milchprodukte,sub_sahne_creme",,ref_000097,obs_0000003842|obs_0000029330|obs_0000002204|obs_0000002989|obs_0000004269|obs_0000009420|obs_0000013014|obs_0000004696|obs_0000031837|obs_0000001519|obs_0000010480|obs_0000001656|obs_0000009862|obs_0000001688|obs_0000005700|obs_0000001486|obs_0000027609|obs_0000012094|obs_0000010477|obs_0000007215|obs_0000005326,obs_0000003842|obs_0000029330|obs_0000002204|obs_0000002989|obs_0000004269|obs_0000009420|obs_0000013014|obs_0000004696|obs_0000031837|obs_0000001519|obs_0000010480|obs_0000001656
frische Bio-Weidemilch,Alnatura,"€ 1,59",,"1,79 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_098.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",,ref_000098,obs_0000031836|obs_0000007884|obs_0000013463,obs_0000007884
Chambelle Geflügelsalami,Reinert,"€ 1,79",,"1 kg = 17,90 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_099.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_wurst,tag_ultra_processed",,ref_000099,obs_0000011303|obs_0000008629|obs_0000012994|obs_0000014291|obs_0000009174|obs_0000031839|obs_0000005198,
Schinken Nuggetz,Reinert,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_100.jpg,"cat_fleisch_wurst,sub_schwein,sub_wurst,tag_ultra_processed",,ref_000100,obs_0000009363|obs_0000008899|obs_0000007463|obs_0000031643|obs_0000027953|obs_0000031842|obs_0000015149|obs_0000016182|obs_0000026514,obs_0000009363|obs_0000008899|obs_0000007463|obs_0000031643
Bio-Joghurt Erdbeere,tegut,"€ 1,69",,"1 kg = 4,23 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_101.jpg,"cat_molkerei_kaese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_joghurt_skyr_quark,sub_milchprodukte,tag_whole_food",,ref_000101,obs_0000031454|obs_0000032060|obs_0000000488|obs_0000000671|obs_0000002227|obs_0000003567|obs_0000004016|obs_0000004443|obs_0000004870|obs_0000014911|obs_0000031160|obs_0000000620|obs_0000000677|obs_0000001058|obs_0000025877|obs_0000001766|obs_0000029156|obs_0000015128|obs_0000015319|obs_0000024837|obs_0000008626|obs_0000009109|obs_0000018319|obs_0000027093|obs_0000019212|obs_0000019214|obs_0000020031|obs_0000020033|obs_0000021555|obs_0000021809|obs_0000014198|obs_0000023298|obs_0000023519|obs_0000015652|obs_0000032044|obs_0000023938|obs_0000008149,obs_0000031454|obs_0000032060
Geriebener Bio-Gouda,Geriebener Bio-Gouda,"€ 2,19",,"10,95 €/kg",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_102.jpg,"cat_molkerei_kaese,diet_lactose_free,diet_vegan,sub_kaese,sub_milchprodukte",,ref_000102,obs_0000026587|obs_0000026976|obs_0000005337|obs_0000031726|obs_0000028254|obs_0000026506|obs_0000032267,
Cheestrings,Bauer,"€ 1,99",,"1 kg = 24,88 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_103.jpg,"cat_non_food,diet_vegetarian",,ref_000103,obs_0000031840|obs_0000005324|obs_0000026218|obs_0000027226,obs_0000005324|obs_0000031840|obs_0000026218
Speck Hauchfein Leichtes Karree,Handl Tyrol,"€ 2,79",,"1 kg = 31,00 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_104.jpg,"cat_fleisch_wurst,diet_vegetarian",,ref_000104,obs_0000031747,
Butterkäse,Ziegler,"€ 0,79",,"0,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_105.jpg,"cat_molkerei_kaese,diet_vegetarian,sub_butter_margarine,sub_kaese,sub_milchprodukte,sub_schwein",BLS-W256100,ref_000105,obs_0000009345|obs_0000031239|obs_0000017690|obs_0000026529|obs_0000032403|obs_0000008880|obs_0000016820|obs_0000012106|obs_0000020965|obs_0000026728|obs_0000009592|obs_0000026618|obs_0000010785|obs_0000013475|obs_0000027298|obs_0000032053|obs_0000005694|obs_0000028609|obs_0000013796|obs_0000006252|obs_0000001059|obs_0000000815|obs_0000005507|obs_0000006604,obs_0000009345|obs_0000031239|obs_0000017690|obs_0000026529|obs_0000032403|obs_0000008880|obs_0000016820|obs_0000012106|obs_0000020965|obs_0000026728|obs_0000009592|obs_0000026618
Saint Albray,Saint Albray,"€ 2,29",,"1 kg = 12,72 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_106.jpg,"cat_molkerei_kaese,sub_kaese,sub_milchprodukte",,ref_000106,obs_0000031381|obs_0000027585|obs_0000028928|obs_0000005323|obs_0000007002|obs_0000029528|obs_0000028273,obs_0000031381|obs_0000027585|obs_0000028928
Ristorante Pizza Spinaci,Dr Oetker,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_107.jpg,"cat_tiefkuehl,sub_tk_pizza,sub_wurst,tag_ultra_processed",,ref_000107,obs_0000031848|obs_0000016230|obs_0000012261|obs_0000010751|obs_0000018444|obs_0000000038|obs_0000024858|obs_0000015162|obs_0000009677|obs_0000003558|obs_0000027112|obs_0000027832|obs_0000028976|obs_0000005653|obs_0000021711|obs_0000009976|obs_0000023937,
Curryking Classic,Meica,"€ 1,99",,"2,69 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,ref_000108,obs_0000031653|obs_0000032390|obs_0000019121|obs_0000013543|obs_0000010989|obs_0000023795|obs_0000026878|obs_0000032113|obs_0000025011|obs_0000029122|obs_0000019940,obs_0000031653
Wildlachs-Filets,Costa,"€ 5,99",,"7,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_109.jpg,"cat_fisch_meeresfruechte,sub_nudeln,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich",,ref_000109,obs_0000031649|obs_0000032394|obs_0000032272|obs_0000005557,obs_0000031649|obs_0000032394|obs_0000032272|obs_0000005557
Gnocchi Süßkartoffel,Burger,"€ 1,99",,"1 kg = 3,98 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_110.jpg,"cat_grundnahrung,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_ultra_processed,tag_whole_food",,ref_000110,obs_0000031850|obs_0000004236|obs_0000010386|obs_0000013345|obs_0000032265|obs_0000002858|obs_0000004663|obs_0000008255|obs_0000010947|obs_0000025932|obs_0000000344|obs_0000003809|obs_0000012275,
Pizza-Brötchen,Dermaris,"€ 1,99",,"2,79 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_111.jpg,"cat_grundnahrung,diet_vegetarian,tag_ultra_processed",,ref_000111,obs_0000010945|obs_0000005653|obs_0000021711|obs_0000009976|obs_0000023937,obs_0000010945
American Burger,Block House,"€ 7,99",,"1 kg = 15,98 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_112.jpg,cat_fleisch_wurst,,ref_000112,obs_0000013039|obs_0000030097|obs_0000020503|obs_0000016580|obs_0000022134,obs_0000013039
10 RABATT,tegut Bio,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_113.jpg,"cat_sonstiges,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_milchprodukte,tag_whole_food",,ref_000113,obs_0000032150|obs_0000031282,obs_0000032150|obs_0000031282
Bio-Chicken Nuggets,tegut,"€ 3,79",,"1 kg = 15,79/18,95/9,48 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_114.jpg,"cat_fleisch_wurst,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_gefluegel,sub_tk_fertiggerichte,tag_proteinreich,tag_ultra_processed,tag_whole_food",,ref_000114,obs_0000000509|obs_0000025107|obs_0000025992|obs_0000018763|obs_0000018942|obs_0000027303|obs_0000010939|obs_0000019582|obs_0000019761|obs_0000020452|obs_0000020584|obs_0000012484|obs_0000023278|obs_0000031648|obs_0000016399|obs_0000024596|obs_0000008893|obs_0000009072|obs_0000025639|obs_0000009358|obs_0000018289|obs_0000026625|obs_0000026738|obs_0000002539|obs_0000027292|obs_0000003341|obs_0000012984|obs_0000013441|obs_0000030053|obs_0000014274|obs_0000007048|obs_0000015467|obs_0000007810|obs_0000022103,obs_0000027292|obs_0000007048
Nogger,Langnese,"€ 2,79",,"3,89 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_115.jpg,"cat_tiefkuehl,sub_tk_eis,tag_ultra_processed",,ref_000115,,
Balisto,Balisto,"€ 1,79",,"1 kg = 12,09 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_116.jpg,"cat_grundnahrung,tag_ultra_processed",,ref_000116,obs_0000000712|obs_0000031673,obs_0000000712
Coca-Cola,Coca-Cola,"€ 7,99",,"9,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_tegut/tegut_offer_117.jpg,"cat_getraenke,sub_tk_fertiggerichte,tag_high_protein,tag_proteinreich,tag_ultra_processed",,ref_000117,obs_0000001110|obs_0000022111|obs_0000022690|obs_0000022265|obs_0000031506|obs_0000032112|obs_0000031145|obs_0000031698|obs_0000029718|obs_0000028807|obs_0000005807|obs_0000006347|obs_0000029904|obs_0000006355|obs_0000028429|obs_0000005424|obs_0000027545|obs_0000028106|obs_0000007115|obs_0000030169|obs_0000005613|obs_0000016900|obs_0000026153|obs_0000025142|obs_0000025164|obs_0000008367|obs_0000029364|obs_0000024773|obs_0000004817|obs_0000020188|obs_0000026353|obs_0000002828|obs_0000008469|obs_0000016164|obs_0000004390|obs_0000000810|obs_0000024414|obs_0000015211|obs_0000008565|obs_0000003963|obs_0000020863|obs_0000024450|obs_0000015771|obs_0000019369|obs_0000015279|obs_0000000445|obs_0000017889|obs_0000007324|obs_0000022727|obs_0000022299,obs_0000029718|obs_0000001110|obs_0000022111|obs_0000028807|obs_0000022690|obs_0000005807|obs_0000006347|obs_0000029904|obs_0000006355|obs_0000022265|obs_0000028429|obs_0000031506|obs_0000005424|obs_0000032112|obs_0000027545|obs_0000031145|obs_0000028106|obs_0000007115|obs_0000031698|obs_0000030169|obs_0000005613
