Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Erdbeeren,Keine Marke,"€ 3,33",,6.66 / kg,"Griechenland/Spanien, Kl. I",Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_001.png
Merci große Vielfalt,Keine Marke,"€ 5,99","€ 8,49",14.98 / kg,,Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_002.png
Rotkäppchen Sekt oder Fruchtsecco,Keine Marke,"€ 2,88","€ 4,99",3.84 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_003.png
Schweine-Nacken,Keine Marke,"€ 4,99",,Kein Mengenpreis,"ohne Knochen, vakuumverpackt, ca. 2,4 kg",Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_004.png
Ritter Sport Bunte Vielfalt,Keine Marke,"€ 1,11","€ 1,99",11.10 / kg,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_005.png
Zott Sahnejoghurt,Keine Marke,"€ 0,39","€ 0,99",2.79 / kg,"gekühlt, versch. Sorten",Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_006.png
Maggi Fix,Keine Marke,"€ 1,18","€ 2,18",5.43 – 19.23 / kg,versch. Sorten Einzelpreis: 1.09 (11.85 – 41.92 / kg),Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_007.png
Franziskaner Premium Hefe Weißbier,Keine Marke,"€ 11,99",,1.20 / l,versch. Sorten,Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_008.png
Kombipack,Keine Marke,"€ 8,99","€ 10,98",Kein Mengenpreis,"Toilettenpapier 3-lagig, 20 x 200 Blatt Einzelpreis: 6.99 Küchentücher 3-lagig, 8 x 45 Blatt Einzelpreis: 3.99",Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_009.png
Coca-Cola Kombikiste,Keine Marke,"€ 11,99",,1.- / l,koffeinhaltig 2 x 1L Flaschen mit App-Coupon GRATIS dazu!,Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_010.png
Wiener Würstchen,Keine Marke,"€ 5,79",,Kein Mengenpreis,über Buchenholz geräuchert Regionale Verpackungsabweichungen möglich,Nein,"Wochenangebote gültig von Montag, 09.02.26 - Samstag, 14.02.26",09.02.26,14.02.26,images_netto/netto_offer_011.png
