Marke,Produkt,Preis,Vorheriger_Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
PICK UP,Keksriegel,"€ 1,99",,1 kg = 14.22,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_248.jpg
KINDER,Cards,"€ 3,99",,1 kg = 15.59,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_249.jpg
IL BORGO DEL BISCOTTO,Kekse,"€ 1,69",2.19,1 kg = 5.64,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_250.jpg
BIONADE,Bio-Erfrischungsgetränk,"€ 7,99",11.79,1 l = 2.02,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_253.jpg
PEPSI oder SCHWIP SCHWAP,Zero XXL,"€ 0,99",,1 l = 0.57,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_254.jpg
SANPELLEGRINO,Sanbitt r,"€ 2,99",4.49,1 l = 5.09,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_255.jpg
ACQUA PANNA oder,S PELLEGRINO Mineralwasser,"€ 0,89",1.19,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_256.jpg
VOLVIC,Bio-Essence,"€ 1,29",,1 l = 1.72,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_257.jpg
K-CLASSIC,Apfelschorle,"€ 0,89",1.19,1 l = 0.60,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_258.jpg
VALENSINA,Fruchtsaft,"€ 1,49",,1 l = 1.49 - 2.13,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_259.jpg
CAPRI-SUN,Fruchtsaftgetränk,"€ 0,99",1.29,1 l = 3.00,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_260.jpg
PFANNER,Saft-Getränk,"€ 1,29",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_261.jpg
K-BIO,Bio-Saft,"€ 1,39",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_262.jpg
MORE,Zerup,"€ 3,99",,1 l = 61.39,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_264.jpg
BAILEYS,Irish Cream Liqueur,"€ 9,99",,1 l = 14.28,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_265.jpg
Keine Marke,Limoncello,"€ 5,99",7.59,1 l = 8.56,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_266.jpg
TANQUERAY,London Dry Gin,"€ 15,99",,1 l = 22.85,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_267.jpg
MALFY,Gin Rosa oder Con Limone,"€ 24,99",32.99,1 l = 35.70,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_268.jpg
APEROL,Spritz,"€ 6,99",9.49,1 l = 11.65,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_270.jpg
SARTI,Rosa,"€ 14,99",17.99,1 l = 21.42,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_271.jpg
CELLINI,Grappa Oro oder Cru,"€ 9,99",12.99,1 l = 14.28,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_272.jpg
JOHNNIE WALKER,Red Label Blended Scotch Whisky,"€ 10,89",,1 l = 15.56,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_273.jpg
SOUTHERN COMFORT,Whiskey-Likör,"€ 10,99",13.99,1 l = 15.70,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_274.jpg
LENZ MOSER,Selection,"€ 4,99",6.49,1 l = 6.66,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_275.jpg
WZG MÖGLINGEN,Württemberger Rebsortenwein,"€ 3,49",,1 l = 4.66,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_276.jpg
RASG N,Tempranillo Rosado Syrah,"€ 2,99",3.99,1 l = 3.99,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_277.jpg
ZONIN,Montepulciano d Abruzzo Bardolino o Pinot Grigio DOC,"€ 4,99",,1 l = 6.66,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_278.jpg
TORRES,Sangre de Toro oder Vi a Sol Organic,"€ 4,99",6.99,1 l = 6.66,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_279.jpg
REBENBLICK,Müller-Thurgau,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_280.jpg
BLANCHET,Blanc de Blancs Ros oder Rouge de France,"€ 2,89",,1 l = 3.86,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_281.jpg
VOSCARINI,Vino Bianco Rosato oder Rosso,"€ 1,59",1.99,1 l = 2.12,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_282.jpg
BECKSTEINER WEINHAUS,Grauer Burgunder oder Schwarzriesling,"€ 3,99",4.99,1 l = 5.32,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_283.jpg
VILLA DEL ROSE,Coteaux d Aix-en-Provence,"€ 3,49",4.29,1 l = 4.66,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_284.jpg
FÜRST VON METTERNICH,Sekt,"€ 5,89",,1 l = 7.86,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_285.jpg
LA GIOIOSA,Frizzante Bianco,"€ 2,99",3.79,1 l = 3.99,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_286.jpg
OBERDORFER,Helles,"€ 14,99",18.99,1 l = 1.50,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_287.jpg
CORONA,Extra,"€ 9,99",12.99,1 l = 2.35,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_288.jpg
TYSKIE,Premium-Pils,"€ 13,99",,1 l = 1.40,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_290.jpg
FAXE,Premium,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_291.jpg
VOLVIC,Bio-Tee,"€ 1,29",,1 l = 1.72,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_293.jpg
DALLI,Voll- oder Colorwaschmittel,"€ 5,99",6.99,pro Anwendung = 0.12,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_295.jpg
SOFTLAN ULTRA,Weichspüler,"€ 1,11",,pro Anwendung = 0.03 - 0.04,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_297.jpg
TEMPO,Taschentücher,"€ 1,69",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_299.jpg
TOPPITS,Zipper Frischebeutel,"€ 1,79",2.25,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_300.jpg
CAREFREE,Slipeinlagen,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_301.jpg
CILLIT BANG,Expert Kraftreiniger,"€ 2,49",2.99,1 l = 3.32,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_302.jpg
VISS,Scheuermilch,"€ 1,59",1.95,1 l = 3.18,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_303.jpg
PRIL,Geschirrspülmittel,"€ 1,39",,1 l = 2.06 - 3.09,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_304.jpg
WC-FRISCH,Kraft Aktiv,"€ 1,11",,1 kg = 22.20,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_305.jpg
DOMESTOS,WC-Gel Kraft Frische,"€ 1,59",,1 l = 2.12,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_306.jpg
ALETE,Joghurterzeugnis,"€ 1,49",1.95,1 kg = 3.73,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_307.jpg
K-BIO,Bio-Fruchtpüree,"€ 0,55",,1 kg = 5.50,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_308.jpg
NIVEA,Shampoo oder Spülung,"€ 5,18",,1 l = 6.92 - 8.65,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_309.jpg
HEAD SHOULDERS,Shampoo,"€ 5,29",,1 l = 10.58,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_310.jpg
SYOSS,Haarspray,"€ 3,99",,1 l = 9.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_311.jpg
BEVOLA,Erfrischendes Gesichtswasser,"€ 1,05",,1 l = 4.20,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_312.jpg
NIVEA,Tagespflege-Creme Q10,"€ 11,95",23.90,1 l = 119.60,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_313.jpg
NIVEA,Nachtpflege Q10-Plus,"€ 11,95",23.90,1 l = 119.60,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_314.jpg
BEVOLA NATURALS,5-in-1-Mundspülung,"€ 2,95",,1 l = 5.90,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_315.jpg
BEVOLA KIDS,Zahnbürsten,"€ 0,75",,pro Stück = 0.38,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_316.jpg
SENSODYNE,Proschmelz Kids,"€ 2,22",,1 l = 44.40,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_317.jpg
BEVOLA NATURALS,Handcreme,"€ 1,95",,1 l = 26.00,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_318.jpg
NIVEA,Creme- oder Pflegedusche,"€ 1,69",1.95,1 l = 6.76,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_319.jpg
BEVOLA NATURALS,Körperpflege,"€ 1,95",,1 l = 7.80,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_320.jpg
BEVOLA NATURALS,Flüssigseife,"€ 1,95",,1 l = 3.90,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_321.jpg
L OR AL PARIS,Men Expert Deodorant,"€ 1,99",2.25,1 l = 13.27 - 39.80,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_322.jpg
NIVEA,Q10 Body Lotion,"€ 5,99",7.85,1 l = 14.98,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_323.jpg
FA,Duschgel,"€ 0,99",,1 l = 3.96,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_324.jpg
BEVOLA,Nagellackentferner,"€ 1,95",,1 l = 9.75,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_326.jpg
BEVOLA,Bio-Wattepads,"€ 0,95",,pro Stück = 0.02,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_327.jpg
MORE,Soft Protein Bar,"€ 1,99",,1 kg = 39.80,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_328.jpg
K-CLASSIC,Happen in Sauce,"€ 0,59",0.75,1 kg = 1.43,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_330.jpg
PURINA ADVENTUROS,Hundesnack,"€ 0,99",1.29,1 kg = 8.25 - 11.00,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_331.jpg
ANSMANN,Hörgerätebatterien 312 PR41 oder 13 PR48,"€ 1,99",UVP 6.49,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_332.jpg
MEBUS,Damen-Quarz-Armbanduhr,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_333.jpg
MEBUS,Herren-Quarz-Armbanduhr,"€ 6,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_334.jpg
SWITCH ON,Mikrowelle SMW 700 D3,"€ 44,99",64.99,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_335.jpg
ECOMED BY MEDISANA,Mini-Massage-Gun MG-10E,"€ 14,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_337.jpg
SWITCH ON,Doppellangschlitz-Toaster,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_338.jpg
WOW TOOLS,Maler-Abdeckvlies,"€ 6,99",,1 m = 0.70,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_339.jpg
PARKSIDE,Glättekelle gezahnt,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_340.jpg
PARKSIDE,Multifunktionsspachtel,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_341.jpg
PARKSIDE,Glättekelle,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_342.jpg
PARKSIDE,Trockenbauspachtel,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_343.jpg
PARKSIDE,Farb- und Putzrührer,"€ 1,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_344.jpg
PARKSIDE,Heißklebepistole,"€ 2,69",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_345.jpg
PARKSIDE,Antirutsch- und Schutzpuffer,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_347.jpg
PARKSIDE,Filzgleiter-Set,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_348.jpg
PARKSIDE,Auspresspistole,"€ 4,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_349.jpg
PARKSIDE,Multifunktionsbohrer-Set,"€ 3,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_350.jpg
PARKSIDE,Fräsbohrer-Set,"€ 3,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_351.jpg
PARKSIDE,Holzbohrer Versenker-Satz,"€ 3,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_352.jpg
PARKSIDE,Stufenbohrer-Set,"€ 3,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_353.jpg
PARKSIDE,Forstnerbohrer-Set,"€ 3,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_354.jpg
PARKSIDE,Holzdübel Zapfenbohrer-Set,"€ 3,49",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_355.jpg
PARKSIDE,Lochband 19 mm,"€ 4,99",,1 m = 0.50,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_358.jpg
PARKSIDE,Lochband 12 mm,"€ 4,99",,1 m = 0.34,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_359.jpg
PARKSIDE,Tapezier-Set,"€ 3,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_360.jpg
PARKSIDE,Lochband 17 mm,"€ 4,99",,1 m = 0.42,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_361.jpg
PARKSIDE,Transporthilfe rund,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_362.jpg
PARKSIDE,Arbeitshandschuhe,"€ 2,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_363.jpg
PARKSIDE,Transporthilfe eckig,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_364.jpg
PARKSIDE,Lenkrollen,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_365.jpg
PARKSIDE,Möbelrollen,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_366.jpg
PARKSIDE,Kabelbinder-Set,"€ 9,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_367.jpg
PARKSIDE,Stechbeitel-Set,"€ 7,79",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_368.jpg
PARKSIDE,Transportrollen,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_369.jpg
PARKSIDE,Heißklebestifte 7 mm,"€ 2,69",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_370.jpg
PARKSIDE,Mini-Einhand-Saugheber,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_371.jpg
PARKSIDE,Laminatschneider,"€ 19,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_372.jpg
PARKSIDE,Doppelsaugheber,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_373.jpg
PARKSIDE,Saugheber,"€ 4,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_374.jpg
PARKSIDE,Laminat-Verlegewerkzeug-Set,"€ 12,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_375.jpg
PARKSIDE,Ratschenschraubendreher- Bit-Set,"€ 7,99",,Kein Mengenpreis,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_376.jpg
ALPINA,Mattweiß Renoviertube,"€ 3,99",5.49,1 l = 39.90,,Nein,Dieses Angebot findest du vom 15.01. bis 21.01. in deiner Kaufland-Filiale.,2026-01-15,2026-01-21,images_kaufland/kaufland_offer_377.jpg
