Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad
Himbeeren,Keine Marke,"€ 3,49",Kein vorheriger Preis,"1 kg = 13,96","Kl. I, je 250-g-Schale",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_01.jpg
Bio Orangen,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-kg-Netz",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_02.jpg
Heidelbeeren,Keine Marke,"€ 2,79",Kein vorheriger Preis,"1 kg = 13,95","Kl. I, je 200-g-Schale",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_03.jpg
Grapefruit,Keine Marke,"€ 0,59",Kein vorheriger Preis,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je St",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_04.jpg
Orangen,Keine Marke,"€ 2,49",Kein vorheriger Preis,"1 kg = 1,66","Sorte: siehe Etikett, Kl. I, je 1,5-kg-Netz",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_05.jpg
Bio Eisbergsalat,Keine Marke,"€ 1,49",Kein vorheriger Preis,Kein Mengenpreis,"Kl. II, je St",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_06.jpg
Bio Hokkaido Kürbis,Keine Marke,"€ 1,49",Kein vorheriger Preis,Kein Mengenpreis,je 1 kg,Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_07.jpg
Bio Mini Cherry Rispentomaten,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 5,96","Kl. II, je 250-g-Schale",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_08.jpg
Mini Gurken,Keine Marke,"€ 4,99",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je 1 kg",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_09.jpg
Baby Spinat,Keine Marke,"€ 1,79",Kein vorheriger Preis,"1 kg = 7,16","Kl. I, je 250-g-Pckg",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_10.jpg
Bunte Tafelbirnen,Keine Marke,"€ 2,99",Kein vorheriger Preis,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1 kg",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_11.jpg
Blattclementinen Mandarinen,Keine Marke,"€ 1,99",Kein vorheriger Preis,"1 kg = 2,65","Sorte: siehe Etikett, Kl. I, je 750-g-Pckg",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_12.jpg
Rote Tafeläpfel,Keine Marke,"€ 1,69",Kein vorheriger Preis,Kein Mengenpreis,"Sorte: siehe Etikett, Kl. I, je 1-kg-Schale",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_13.jpg
Speisemöhren,Keine Marke,"€ 0,79",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je 1-kg-Btl",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_14.jpg
Staudensellerie,Keine Marke,"€ 0,99",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je St",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_15.jpg
Snacktomaten Mix,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 4,97","Kl. I, je 300-g-Schale",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_16.jpg
Speisekartoffeln Raclette,Keine Marke,"€ 1,29",Kein vorheriger Preis,"1 kg = 0,86","Kocheigenschaft: festkochend, Sorte: siehe Etikett, Qualität I, je 1,5-kg-Btl",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_17.jpg
Gelbe Speisezwiebeln,Keine Marke,"€ 0,77",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je 1-kg-Netz",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_18.jpg
Helle Tafeltrauben,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 2,98","Sorte: siehe Etikett, Kl. I, je 500-g-Schale",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_19.jpg
Galiamelone,Keine Marke,"€ 1,99",Kein vorheriger Preis,Kein Mengenpreis,"Kl. I, je 1 kg",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_20.jpg
Oatly Haferdrink Barista,Keine Marke,"€ 1,69",Kein vorheriger Preis,Kein Mengenpreis,"versch. Sorten, je 1-l-Pckg",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_21.jpg
Landliebe Landkäse sanft-aromatisch,Keine Marke,"€ 1,49",Kein vorheriger Preis,"1 kg = 9,93","Schnittkäse, 48% Fett i.Tr., je 150-g-Pckg",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_22.jpg
Ehrmann Grand Dessert,Keine Marke,"€ 0,59",Kein vorheriger Preis,"1 kg = 3,11","versch. Sorten, je 190-g-Becher",Nein,29.12.2025 bis 04.01.2025,2025-12-29,2025-01-04,images_rewe/rewe_offer_23.jpg
